linha=1 | nome=Felipe | acao=executou o benchmark | valor=1523
linha=3749 | nome=Tiago | acao=escreveu o relatorio | valor=8254
linha=3750 | nome=Paulo | acao=executou o benchmark | valor=9461
linha=3751 | nome=Lucas | acao=executou o benchmark | valor=6581
linha=3752 | nome=Natalia | acao=analisou os resultados | valor=6269
linha=3753 | nome=Ana | acao=escreveu o relatorio | valor=6930
linha=3754 | nome=Mariana | acao=executou o benchmark | valor=9953
linha=3755 | nome=Otavio | acao=analisou os resultados | valor=7725
linha=3756 | nome=Tiago | acao=otimizou o algoritmo | valor=7299
linha=3757 | nome=Natalia | acao=comparou as metricas | valor=2004
linha=3758 | nome=Natalia | acao=executou o benchmark | valor=4371
linha=3759 | nome=Karen | acao=executou o benchmark | valor=3140
linha=3760 | nome=Bruno | acao=estudou computacao | valor=5318
linha=3761 | nome=Paulo | acao=participou da aula | valor=9158
linha=3762 | nome=Carlos | acao=estudou computacao | valor=8401
linha=3763 | nome=Vitor | acao=estudou computacao | valor=3535
linha=3764 | nome=Vitor | acao=analisou os resultados | valor=9006
linha=3765 | nome=Eduarda | acao=comparou as metricas | valor=3328
linha=3766 | nome=Mariana | acao=analisou os resultados | valor=5610
linha=3767 | nome=Gabriela | acao=comparou as metricas | valor=9072
linha=3768 | nome=Lucas | acao=escreveu o relatorio | valor=8230
linha=3769 | nome=Otavio | acao=comparou as metricas | valor=5297
linha=3770 | nome=Helena | acao=otimizou o algoritmo | valor=3644
linha=3771 | nome=Paulo | acao=participou da aula | valor=3030
linha=3772 | nome=Felipe | acao=otimizou o algoritmo | valor=6383
linha=3773 | nome=Daniela | acao=analisou os resultados | valor=5290
linha=3774 | nome=Carlos | acao=analisou os resultados | valor=5841
linha=3775 | nome=Otavio | acao=estudou computacao | valor=4643
linha=3776 | nome=Vitor | acao=participou da aula | valor=7547
linha=3777 | nome=Daniela | acao=participou da aula | valor=7846
linha=3778 | nome=Paulo | acao=escreveu o relatorio | valor=9360
linha=3779 | nome=Igor | acao=otimizou o algoritmo | valor=8997
linha=3780 | nome=Eduarda | acao=comparou as metricas | valor=8843
linha=3781 | nome=Bruno | acao=estudou computacao | valor=8122
linha=3782 | nome=Renata | acao=escreveu o relatorio | valor=6609
linha=3783 | nome=Ana | acao=fez um experimento | valor=7549
linha=3784 | nome=Sofia | acao=participou da aula | valor=8562
linha=3785 | nome=Carlos | acao=comparou as metricas | valor=9477
linha=3786 | nome=Ana | acao=participou da aula | valor=2185
linha=3787 | nome=Daniela | acao=executou o benchmark | valor=7405
linha=3788 | nome=Sofia | acao=participou da aula | valor=1723
linha=3789 | nome=Mariana | acao=comparou as metricas | valor=3592
linha=3790 | nome=Tiago | acao=estudou computacao | valor=7434
linha=3791 | nome=Igor | acao=executou o benchmark | valor=7914
linha=3792 | nome=Lucas | acao=executou o benchmark | valor=5311
linha=3793 | nome=Sofia | acao=otimizou o algoritmo | valor=3683
linha=3794 | nome=Karen | acao=comparou as metricas | valor=2047
linha=3795 | nome=Ana | acao=otimizou o algoritmo | valor=9778
linha=3796 | nome=Igor | acao=estudou computacao | valor=7131
linha=3797 | nome=Bruno | acao=analisou os resultados | valor=6949
linha=3798 | nome=Natalia | acao=estudou computacao | valor=7733
linha=3799 | nome=Bruno | acao=comparou as metricas | valor=7725
linha=3800 | nome=Daniela | acao=estudou computacao | valor=8950
linha=3801 | nome=Lucas | acao=analisou os resultados | valor=7486
linha=3802 | nome=Karen | acao=otimizou o algoritmo | valor=4715
linha=3803 | nome=Tiago | acao=escreveu o relatorio | valor=2240
linha=3804 | nome=Bruno | acao=escreveu o relatorio | valor=6142
linha=3805 | nome=Karen | acao=executou o benchmark | valor=4703
linha=3806 | nome=Paulo | acao=participou da aula | valor=8256
linha=3807 | nome=Karen | acao=escreveu o relatorio | valor=9756
linha=3808 | nome=Carlos | acao=escreveu o relatorio | valor=2584
linha=3809 | nome=Mariana | acao=otimizou o algoritmo | valor=4137
linha=3810 | nome=Daniela | acao=executou o benchmark | valor=6620
linha=3811 | nome=Karen | acao=executou o benchmark | valor=1306
linha=3812 | nome=Tiago | acao=comparou as metricas | valor=9068
linha=3813 | nome=Igor | acao=estudou computacao | valor=3338
linha=3814 | nome=Natalia | acao=analisou os resultados | valor=8836
linha=3815 | nome=Eduarda | acao=estudou computacao | valor=9349
linha=3816 | nome=Helena | acao=comparou as metricas | valor=1495
linha=3817 | nome=Felipe | acao=otimizou o algoritmo | valor=2550
linha=3818 | nome=Joao | acao=escreveu o relatorio | valor=4449
linha=3819 | nome=Renata | acao=estudou computacao | valor=6865
linha=3820 | nome=Karen | acao=executou o benchmark | valor=7989
linha=3821 | nome=Joao | acao=fez um experimento | valor=1267
linha=3822 | nome=Paulo | acao=estudou computacao | valor=3582
linha=3823 | nome=Eduarda | acao=executou o benchmark | valor=7160
linha=3824 | nome=Sofia | acao=estudou computacao | valor=2897
linha=3825 | nome=Vitor | acao=fez um experimento | valor=3436
linha=3826 | nome=Carlos | acao=participou da aula | valor=1972
linha=3827 | nome=Mariana | acao=participou da aula | valor=5078
linha=3828 | nome=Vitor | acao=executou o benchmark | valor=1719
linha=3829 | nome=Mariana | acao=fez um experimento | valor=3860
linha=3830 | nome=Eduarda | acao=participou da aula | valor=8183
linha=3831 | nome=Igor | acao=analisou os resultados | valor=4010
linha=3832 | nome=Daniela | acao=executou o benchmark | valor=3855
linha=3833 | nome=Natalia | acao=analisou os resultados | valor=6027
linha=3834 | nome=Natalia | acao=fez um experimento | valor=3739
linha=3835 | nome=Mariana | acao=escreveu o relatorio | valor=4093
linha=3836 | nome=Tiago | acao=participou da aula | valor=4697
linha=3837 | nome=Tiago | acao=executou o benchmark | valor=9848
linha=3838 | nome=Eduarda | acao=analisou os resultados | valor=5811
linha=3839 | nome=Bruno | acao=estudou computacao | valor=4245
linha=3840 | nome=Ana | acao=executou o benchmark | valor=3443
linha=3841 | nome=Natalia | acao=fez um experimento | valor=9719
linha=3842 | nome=Vitor | acao=analisou os resultados | valor=4935
linha=3843 | nome=Eduarda | acao=estudou computacao | valor=7776
linha=3844 | nome=Natalia | acao=analisou os resultados | valor=4465
linha=3845 | nome=Carlos | acao=otimizou o algoritmo | valor=1233
linha=3846 | nome=Vitor | acao=otimizou o algoritmo | valor=4438
linha=3847 | nome=Gabriela | acao=fez um experimento | valor=6391
linha=3848 | nome=Natalia | acao=fez um experimento | valor=7050
linha=3849 | nome=Lucas | acao=analisou os resultados | valor=6557
linha=3850 | nome=Lucas | acao=participou da aula | valor=8578
linha=3851 | nome=Vitor | acao=participou da aula | valor=9876
linha=3852 | nome=Eduarda | acao=executou o benchmark | valor=2043
linha=3853 | nome=Eduarda | acao=executou o benchmark | valor=1032
linha=3854 | nome=Mariana | acao=participou da aula | valor=4411
linha=3855 | nome=Renata | acao=fez um experimento | valor=3231
linha=3856 | nome=Carlos | acao=escreveu o relatorio | valor=4898
linha=3857 | nome=Joao | acao=escreveu o relatorio | valor=5792
linha=3858 | nome=Ana | acao=analisou os resultados | valor=3266
linha=3859 | nome=Eduarda | acao=participou da aula | valor=3788
linha=3860 | nome=Joao | acao=estudou computacao | valor=9539
linha=3861 | nome=Gabriela | acao=analisou os resultados | valor=8183
linha=3862 | nome=Ana | acao=estudou computacao | valor=2613
linha=3863 | nome=Carlos | acao=estudou computacao | valor=7063
linha=3864 | nome=Mariana | acao=otimizou o algoritmo | valor=5298
linha=3865 | nome=Igor | acao=otimizou o algoritmo | valor=6075
linha=3866 | nome=Renata | acao=comparou as metricas | valor=8553
linha=3867 | nome=Sofia | acao=escreveu o relatorio | valor=1152
linha=3868 | nome=Joao | acao=fez um experimento | valor=4045
linha=3869 | nome=Tiago | acao=executou o benchmark | valor=7011
linha=3870 | nome=Paulo | acao=estudou computacao | valor=4128
linha=3871 | nome=Natalia | acao=analisou os resultados | valor=6138
linha=3872 | nome=Mariana | acao=escreveu o relatorio | valor=3260
linha=3873 | nome=Tiago | acao=analisou os resultados | valor=7501
linha=3874 | nome=Renata | acao=participou da aula | valor=4125
linha=3875 | nome=Igor | acao=estudou computacao | valor=9172
linha=3876 | nome=Helena | acao=executou o benchmark | valor=2653
linha=3877 | nome=Karen | acao=participou da aula | valor=7355
linha=3878 | nome=Eduarda | acao=fez um experimento | valor=3224
linha=3879 | nome=Igor | acao=otimizou o algoritmo | valor=1617
linha=3880 | nome=Paulo | acao=fez um experimento | valor=5659
linha=3881 | nome=Lucas | acao=escreveu o relatorio | valor=4046
linha=3882 | nome=Eduarda | acao=analisou os resultados | valor=5110
linha=3883 | nome=Carlos | acao=escreveu o relatorio | valor=7342
linha=3884 | nome=Karen | acao=fez um experimento | valor=4180
linha=3885 | nome=Ana | acao=fez um experimento | valor=9198
linha=3886 | nome=Lucas | acao=fez um experimento | valor=3603
linha=3887 | nome=Natalia | acao=otimizou o algoritmo | valor=6211
linha=3888 | nome=Eduarda | acao=participou da aula | valor=2314
linha=3889 | nome=Natalia | acao=executou o benchmark | valor=9327
linha=3890 | nome=Ana | acao=participou da aula | valor=2840
linha=3891 | nome=Carlos | acao=analisou os resultados | valor=7893
linha=3892 | nome=Mariana | acao=participou da aula | valor=5203
linha=3893 | nome=Lucas | acao=comparou as metricas | valor=9455
linha=3894 | nome=Bruno | acao=estudou computacao | valor=1776
linha=3895 | nome=Bruno | acao=executou o benchmark | valor=5940
linha=3896 | nome=Lucas | acao=otimizou o algoritmo | valor=6458
linha=3897 | nome=Sofia | acao=executou o benchmark | valor=9737
linha=3898 | nome=Ana | acao=otimizou o algoritmo | valor=5947
linha=3899 | nome=Lucas | acao=participou da aula | valor=4450
linha=3900 | nome=Eduarda | acao=executou o benchmark | valor=5179
linha=3901 | nome=Sofia | acao=otimizou o algoritmo | valor=3490
linha=3902 | nome=Bruno | acao=comparou as metricas | valor=6563
linha=3903 | nome=Gabriela | acao=estudou computacao | valor=8796
linha=3904 | nome=Igor | acao=escreveu o relatorio | valor=5499
linha=3905 | nome=Lucas | acao=escreveu o relatorio | valor=7151
linha=3906 | nome=Carlos | acao=executou o benchmark | valor=2635
linha=3907 | nome=Sofia | acao=escreveu o relatorio | valor=5368
linha=3908 | nome=Gabriela | acao=executou o benchmark | valor=7708
linha=3909 | nome=Otavio | acao=analisou os resultados | valor=6345
linha=3910 | nome=Mariana | acao=executou o benchmark | valor=7333
linha=3911 | nome=Joao | acao=executou o benchmark | valor=7691
linha=3912 | nome=Joao | acao=analisou os resultados | valor=4198
linha=3913 | nome=Bruno | acao=analisou os resultados | valor=2471
linha=3914 | nome=Igor | acao=executou o benchmark | valor=3891
linha=3915 | nome=Eduarda | acao=analisou os resultados | valor=8350
linha=3916 | nome=Lucas | acao=escreveu o relatorio | valor=1601
linha=3917 | nome=Paulo | acao=fez um experimento | valor=9926
linha=3918 | nome=Tiago | acao=estudou computacao | valor=5574
linha=3919 | nome=Karen | acao=comparou as metricas | valor=8604
linha=3920 | nome=Joao | acao=comparou as metricas | valor=6480
linha=3921 | nome=Igor | acao=comparou as metricas | valor=5678
linha=3922 | nome=Carlos | acao=escreveu o relatorio | valor=9180
linha=3923 | nome=Tiago | acao=escreveu o relatorio | valor=6330
linha=3924 | nome=Natalia | acao=analisou os resultados | valor=7952
linha=3925 | nome=Mariana | acao=fez um experimento | valor=6612
linha=3926 | nome=Eduarda | acao=fez um experimento | valor=4829
linha=3927 | nome=Eduarda | acao=otimizou o algoritmo | valor=2579
linha=3928 | nome=Daniela | acao=participou da aula | valor=6607
linha=3929 | nome=Otavio | acao=analisou os resultados | valor=9759
linha=3930 | nome=Natalia | acao=participou da aula | valor=3484
linha=3931 | nome=Natalia | acao=escreveu o relatorio | valor=9638
linha=3932 | nome=Felipe | acao=fez um experimento | valor=5128
linha=3933 | nome=Paulo | acao=comparou as metricas | valor=9553
linha=3934 | nome=Ana | acao=participou da aula | valor=7628
linha=3935 | nome=Karen | acao=fez um experimento | valor=6270
linha=3936 | nome=Paulo | acao=participou da aula | valor=6460
linha=3937 | nome=Eduarda | acao=executou o benchmark | valor=9133
linha=3938 | nome=Renata | acao=fez um experimento | valor=1385
linha=3939 | nome=Gabriela | acao=estudou computacao | valor=3549
linha=3940 | nome=Daniela | acao=escreveu o relatorio | valor=9107
linha=3941 | nome=Karen | acao=fez um experimento | valor=2695
linha=3942 | nome=Gabriela | acao=otimizou o algoritmo | valor=1886
linha=3943 | nome=Karen | acao=estudou computacao | valor=3415
linha=3944 | nome=Carlos | acao=otimizou o algoritmo | valor=3816
linha=3945 | nome=Sofia | acao=fez um experimento | valor=5763
linha=3946 | nome=Helena | acao=executou o benchmark | valor=7662
linha=3947 | nome=Ana | acao=comparou as metricas | valor=8983
linha=3948 | nome=Felipe | acao=otimizou o algoritmo | valor=4716
linha=3949 | nome=Natalia | acao=estudou computacao | valor=9766
linha=3950 | nome=Helena | acao=fez um experimento | valor=5106
linha=3951 | nome=Joao | acao=analisou os resultados | valor=6639
linha=3952 | nome=Ana | acao=otimizou o algoritmo | valor=4961
linha=3953 | nome=Sofia | acao=estudou computacao | valor=2235
linha=3954 | nome=Sofia | acao=estudou computacao | valor=3145
linha=3955 | nome=Ana | acao=comparou as metricas | valor=9032
linha=3956 | nome=Gabriela | acao=fez um experimento | valor=3127
linha=3957 | nome=Joao | acao=analisou os resultados | valor=9619
linha=3958 | nome=Carlos | acao=participou da aula | valor=1247
linha=3959 | nome=Bruno | acao=participou da aula | valor=2236
linha=3960 | nome=Carlos | acao=otimizou o algoritmo | valor=7572
linha=3961 | nome=Daniela | acao=analisou os resultados | valor=3164
linha=3962 | nome=Joao | acao=comparou as metricas | valor=5629
linha=3963 | nome=Karen | acao=comparou as metricas | valor=9141
linha=3964 | nome=Paulo | acao=comparou as metricas | valor=1070
linha=3965 | nome=Joao | acao=analisou os resultados | valor=2499
linha=3966 | nome=Renata | acao=comparou as metricas | valor=9639
linha=3967 | nome=Bruno | acao=executou o benchmark | valor=8740
linha=3968 | nome=Bruno | acao=fez um experimento | valor=5587
linha=3969 | nome=Lucas | acao=fez um experimento | valor=8937
linha=3970 | nome=Sofia | acao=estudou computacao | valor=7755
linha=3971 | nome=Karen | acao=executou o benchmark | valor=6975
linha=3972 | nome=Bruno | acao=comparou as metricas | valor=2135
linha=3973 | nome=Igor | acao=executou o benchmark | valor=5088
linha=3974 | nome=Joao | acao=comparou as metricas | valor=4270
linha=3975 | nome=Renata | acao=analisou os resultados | valor=8247
linha=3976 | nome=Helena | acao=estudou computacao | valor=8974
linha=3977 | nome=Eduarda | acao=executou o benchmark | valor=7496
linha=3978 | nome=Lucas | acao=estudou computacao | valor=8649
linha=3979 | nome=Ana | acao=escreveu o relatorio | valor=5717
linha=3980 | nome=Daniela | acao=otimizou o algoritmo | valor=8904
linha=3981 | nome=Felipe | acao=estudou computacao | valor=7114
linha=3982 | nome=Helena | acao=estudou computacao | valor=7954
linha=3983 | nome=Otavio | acao=estudou computacao | valor=8504
linha=3984 | nome=Helena | acao=executou o benchmark | valor=4979
linha=3985 | nome=Carlos | acao=participou da aula | valor=3144
linha=3986 | nome=Joao | acao=fez um experimento | valor=1678
linha=3987 | nome=Natalia | acao=estudou computacao | valor=6214
linha=3988 | nome=Gabriela | acao=fez um experimento | valor=8918
linha=3989 | nome=Felipe | acao=executou o benchmark | valor=7279
linha=3990 | nome=Mariana | acao=participou da aula | valor=1194
linha=3991 | nome=Natalia | acao=fez um experimento | valor=6220
linha=3992 | nome=Daniela | acao=otimizou o algoritmo | valor=5999
linha=3993 | nome=Eduarda | acao=analisou os resultados | valor=2442
linha=3994 | nome=Otavio | acao=participou da aula | valor=9697
linha=3995 | nome=Lucas | acao=escreveu o relatorio | valor=2331
linha=3996 | nome=Mariana | acao=analisou os resultados | valor=4472
linha=3997 | nome=Paulo | acao=comparou as metricas | valor=5084
linha=3998 | nome=Joao | acao=participou da aula | valor=6438
linha=3999 | nome=Tiago | acao=comparou as metricas | valor=9775
linha=4000 | nome=Mariana | acao=otimizou o algoritmo | valor=2491
linha=4001 | nome=Natalia | acao=analisou os resultados | valor=3974
linha=4002 | nome=Joao | acao=analisou os resultados | valor=5416
linha=4003 | nome=Joao | acao=participou da aula | valor=2766
linha=4004 | nome=Vitor | acao=otimizou o algoritmo | valor=2546
linha=4005 | nome=Sofia | acao=escreveu o relatorio | valor=7054
linha=4006 | nome=Paulo | acao=otimizou o algoritmo | valor=5558
linha=4007 | nome=Daniela | acao=participou da aula | valor=7986
linha=4008 | nome=Igor | acao=executou o benchmark | valor=8703
linha=4009 | nome=Karen | acao=executou o benchmark | valor=6550
linha=4010 | nome=Vitor | acao=escreveu o relatorio | valor=3092
linha=4011 | nome=Renata | acao=participou da aula | valor=4280
linha=4012 | nome=Carlos | acao=comparou as metricas | valor=8920
linha=4013 | nome=Paulo | acao=escreveu o relatorio | valor=7512
linha=4014 | nome=Vitor | acao=estudou computacao | valor=7553
linha=4015 | nome=Paulo | acao=executou o benchmark | valor=5723
linha=4016 | nome=Felipe | acao=executou o benchmark | valor=2533
linha=4017 | nome=Ana | acao=executou o benchmark | valor=9012
linha=4018 | nome=Paulo | acao=otimizou o algoritmo | valor=8270
linha=4019 | nome=Renata | acao=otimizou o algoritmo | valor=4770
linha=4020 | nome=Daniela | acao=escreveu o relatorio | valor=2387
linha=4021 | nome=Mariana | acao=escreveu o relatorio | valor=6853
linha=4022 | nome=Ana | acao=comparou as metricas | valor=2556
linha=4023 | nome=Bruno | acao=participou da aula | valor=2976
linha=4024 | nome=Vitor | acao=executou o benchmark | valor=2627
linha=4025 | nome=Carlos | acao=fez um experimento | valor=9898
linha=4026 | nome=Carlos | acao=fez um experimento | valor=8985
linha=4027 | nome=Gabriela | acao=fez um experimento | valor=9447
linha=4028 | nome=Bruno | acao=fez um experimento | valor=9980
linha=4029 | nome=Carlos | acao=participou da aula | valor=8314
linha=4030 | nome=Renata | acao=estudou computacao | valor=5951
linha=4031 | nome=Natalia | acao=comparou as metricas | valor=4407
linha=4032 | nome=Karen | acao=escreveu o relatorio | valor=3497
linha=4033 | nome=Joao | acao=escreveu o relatorio | valor=1959
linha=4034 | nome=Joao | acao=comparou as metricas | valor=6353
linha=4035 | nome=Bruno | acao=otimizou o algoritmo | valor=7353
linha=4036 | nome=Vitor | acao=estudou computacao | valor=2745
linha=4037 | nome=Ana | acao=escreveu o relatorio | valor=4259
linha=4038 | nome=Natalia | acao=executou o benchmark | valor=3018
linha=4039 | nome=Vitor | acao=escreveu o relatorio | valor=4265
linha=4040 | nome=Karen | acao=executou o benchmark | valor=5313
linha=4041 | nome=Daniela | acao=executou o benchmark | valor=2297
linha=4042 | nome=Eduarda | acao=estudou computacao | valor=1716
linha=4043 | nome=Gabriela | acao=analisou os resultados | valor=5065
linha=4044 | nome=Igor | acao=fez um experimento | valor=5223
linha=4045 | nome=Otavio | acao=otimizou o algoritmo | valor=5451
linha=4046 | nome=Karen | acao=estudou computacao | valor=3658
linha=4047 | nome=Ana | acao=otimizou o algoritmo | valor=3393
linha=4048 | nome=Mariana | acao=estudou computacao | valor=4673
linha=4049 | nome=Karen | acao=escreveu o relatorio | valor=9447
linha=4050 | nome=Igor | acao=participou da aula | valor=8349
linha=4051 | nome=Karen | acao=estudou computacao | valor=9792
linha=4052 | nome=Natalia | acao=fez um experimento | valor=7337
linha=4053 | nome=Paulo | acao=participou da aula | valor=2228
linha=4054 | nome=Natalia | acao=escreveu o relatorio | valor=7335
linha=4055 | nome=Igor | acao=analisou os resultados | valor=1709
linha=4056 | nome=Bruno | acao=participou da aula | valor=1139
linha=4057 | nome=Sofia | acao=executou o benchmark | valor=5525
linha=4058 | nome=Otavio | acao=comparou as metricas | valor=6897
linha=4059 | nome=Daniela | acao=participou da aula | valor=4537
linha=4060 | nome=Eduarda | acao=participou da aula | valor=5635
linha=4061 | nome=Otavio | acao=otimizou o algoritmo | valor=4359
linha=4062 | nome=Igor | acao=executou o benchmark | valor=3125
linha=4063 | nome=Vitor | acao=escreveu o relatorio | valor=2934
linha=4064 | nome=Joao | acao=fez um experimento | valor=3443
linha=4065 | nome=Eduarda | acao=otimizou o algoritmo | valor=7055
linha=4066 | nome=Vitor | acao=escreveu o relatorio | valor=7500
linha=4067 | nome=Daniela | acao=escreveu o relatorio | valor=8114
linha=4068 | nome=Ana | acao=escreveu o relatorio | valor=2596
linha=4069 | nome=Bruno | acao=executou o benchmark | valor=7431
linha=4070 | nome=Lucas | acao=analisou os resultados | valor=3230
linha=4071 | nome=Mariana | acao=participou da aula | valor=1188
linha=4072 | nome=Joao | acao=escreveu o relatorio | valor=3631
linha=4073 | nome=Vitor | acao=analisou os resultados | valor=4164
linha=4074 | nome=Renata | acao=participou da aula | valor=2658
linha=4075 | nome=Carlos | acao=comparou as metricas | valor=9673
linha=4076 | nome=Mariana | acao=participou da aula | valor=7296
linha=4077 | nome=Karen | acao=comparou as metricas | valor=7072
linha=4078 | nome=Ana | acao=comparou as metricas | valor=8858
linha=4079 | nome=Gabriela | acao=estudou computacao | valor=2901
linha=4080 | nome=Vitor | acao=participou da aula | valor=3414
linha=4081 | nome=Paulo | acao=analisou os resultados | valor=9841
linha=4082 | nome=Bruno | acao=comparou as metricas | valor=8286
linha=4083 | nome=Natalia | acao=analisou os resultados | valor=4290
linha=4084 | nome=Gabriela | acao=analisou os resultados | valor=7174
linha=4085 | nome=Helena | acao=participou da aula | valor=2714
linha=4086 | nome=Igor | acao=estudou computacao | valor=8836
linha=4087 | nome=Vitor | acao=otimizou o algoritmo | valor=2505
linha=4088 | nome=Paulo | acao=otimizou o algoritmo | valor=6821
linha=4089 | nome=Ana | acao=otimizou o algoritmo | valor=4838
linha=4090 | nome=Felipe | acao=otimizou o algoritmo | valor=5896
linha=4091 | nome=Mariana | acao=escreveu o relatorio | valor=5259
linha=4092 | nome=Renata | acao=participou da aula | valor=4846
linha=4093 | nome=Daniela | acao=comparou as metricas | valor=9416
linha=4094 | nome=Natalia | acao=fez um experimento | valor=5758
linha=4095 | nome=Eduarda | acao=analisou os resultados | valor=4246
linha=4096 | nome=Renata | acao=executou o benchmark | valor=4094
linha=4097 | nome=Felipe | acao=analisou os resultados | valor=7866
linha=4098 | nome=Carlos | acao=escreveu o relatorio | valor=6006
linha=4099 | nome=Felipe | acao=fez um experimento | valor=2402
linha=4100 | nome=Felipe | acao=fez um experimento | valor=6948
linha=4101 | nome=Lucas | acao=executou o benchmark | valor=9393
linha=4102 | nome=Carlos | acao=executou o benchmark | valor=8415
linha=4103 | nome=Karen | acao=executou o benchmark | valor=7014
linha=4104 | nome=Lucas | acao=fez um experimento | valor=8249
linha=4105 | nome=Ana | acao=analisou os resultados | valor=2980
linha=4106 | nome=Carlos | acao=estudou computacao | valor=5009
linha=4107 | nome=Mariana | acao=comparou as metricas | valor=5394
linha=4108 | nome=Paulo | acao=executou o benchmark | valor=2662
linha=4109 | nome=Natalia | acao=otimizou o algoritmo | valor=4407
linha=4110 | nome=Renata | acao=executou o benchmark | valor=8688
linha=4111 | nome=Natalia | acao=estudou computacao | valor=6032
linha=4112 | nome=Felipe | acao=comparou as metricas | valor=6756
linha=4113 | nome=Joao | acao=estudou computacao | valor=7111
linha=4114 | nome=Ana | acao=estudou computacao | valor=3403
linha=4115 | nome=Renata | acao=executou o benchmark | valor=8617
linha=4116 | nome=Natalia | acao=otimizou o algoritmo | valor=4469
linha=4117 | nome=Karen | acao=fez um experimento | valor=4892
linha=4118 | nome=Eduarda | acao=fez um experimento | valor=5635
linha=4119 | nome=Renata | acao=comparou as metricas | valor=2986
linha=4120 | nome=Joao | acao=estudou computacao | valor=2240
linha=4121 | nome=Mariana | acao=escreveu o relatorio | valor=6990
linha=4122 | nome=Lucas | acao=analisou os resultados | valor=5864
linha=4123 | nome=Ana | acao=participou da aula | valor=9249
linha=4124 | nome=Joao | acao=estudou computacao | valor=5931
linha=4125 | nome=Bruno | acao=estudou computacao | valor=2589
linha=4126 | nome=Helena | acao=analisou os resultados | valor=7910
linha=4127 | nome=Ana | acao=participou da aula | valor=2615
linha=4128 | nome=Sofia | acao=analisou os resultados | valor=6090
linha=4129 | nome=Vitor | acao=participou da aula | valor=7689
linha=4130 | nome=Paulo | acao=analisou os resultados | valor=6845
linha=4131 | nome=Vitor | acao=analisou os resultados | valor=8739
linha=4132 | nome=Helena | acao=estudou computacao | valor=5940
linha=4133 | nome=Otavio | acao=comparou as metricas | valor=1354
linha=4134 | nome=Mariana | acao=participou da aula | valor=4510
linha=4135 | nome=Sofia | acao=estudou computacao | valor=1305
linha=4136 | nome=Natalia | acao=executou o benchmark | valor=9957
linha=4137 | nome=Natalia | acao=escreveu o relatorio | valor=2765
linha=4138 | nome=Natalia | acao=otimizou o algoritmo | valor=9042
linha=4139 | nome=Bruno | acao=participou da aula | valor=6565
linha=4140 | nome=Joao | acao=fez um experimento | valor=4918
linha=4141 | nome=Daniela | acao=otimizou o algoritmo | valor=8092
linha=4142 | nome=Gabriela | acao=comparou as metricas | valor=2286
linha=4143 | nome=Daniela | acao=analisou os resultados | valor=9719
linha=4144 | nome=Felipe | acao=participou da aula | valor=6546
linha=4145 | nome=Daniela | acao=otimizou o algoritmo | valor=6912
linha=4146 | nome=Joao | acao=fez um experimento | valor=5554
linha=4147 | nome=Karen | acao=comparou as metricas | valor=9652
linha=4148 | nome=Gabriela | acao=fez um experimento | valor=7443
linha=4149 | nome=Karen | acao=estudou computacao | valor=6653
linha=4150 | nome=Ana | acao=otimizou o algoritmo | valor=5039
linha=4151 | nome=Karen | acao=escreveu o relatorio | valor=9311
linha=4152 | nome=Mariana | acao=otimizou o algoritmo | valor=2529
linha=4153 | nome=Carlos | acao=otimizou o algoritmo | valor=6746
linha=4154 | nome=Lucas | acao=executou o benchmark | valor=6383
linha=4155 | nome=Natalia | acao=fez um experimento | valor=3371
linha=4156 | nome=Joao | acao=fez um experimento | valor=8131
linha=4157 | nome=Bruno | acao=analisou os resultados | valor=6411
linha=4158 | nome=Otavio | acao=participou da aula | valor=3183
linha=4159 | nome=Felipe | acao=otimizou o algoritmo | valor=6869
linha=4160 | nome=Paulo | acao=otimizou o algoritmo | valor=2703
linha=4161 | nome=Vitor | acao=estudou computacao | valor=5421
linha=4162 | nome=Renata | acao=fez um experimento | valor=9312
linha=4163 | nome=Lucas | acao=executou o benchmark | valor=5626
linha=4164 | nome=Karen | acao=comparou as metricas | valor=5140
linha=4165 | nome=Renata | acao=executou o benchmark | valor=4573
linha=4166 | nome=Carlos | acao=comparou as metricas | valor=2452
linha=4167 | nome=Paulo | acao=estudou computacao | valor=8602
linha=4168 | nome=Carlos | acao=analisou os resultados | valor=8047
linha=4169 | nome=Bruno | acao=analisou os resultados | valor=2933
linha=4170 | nome=Helena | acao=estudou computacao | valor=1956
linha=4171 | nome=Lucas | acao=comparou as metricas | valor=6863
linha=4172 | nome=Felipe | acao=participou da aula | valor=7780
linha=4173 | nome=Gabriela | acao=escreveu o relatorio | valor=2763
linha=4174 | nome=Gabriela | acao=executou o benchmark | valor=8735
linha=4175 | nome=Ana | acao=escreveu o relatorio | valor=5118
linha=4176 | nome=Renata | acao=otimizou o algoritmo | valor=1235
linha=4177 | nome=Carlos | acao=estudou computacao | valor=4912
linha=4178 | nome=Tiago | acao=participou da aula | valor=7558
linha=4179 | nome=Renata | acao=executou o benchmark | valor=5480
linha=4180 | nome=Vitor | acao=comparou as metricas | valor=6042
linha=4181 | nome=Vitor | acao=analisou os resultados | valor=1418
linha=4182 | nome=Karen | acao=otimizou o algoritmo | valor=3876
linha=4183 | nome=Mariana | acao=analisou os resultados | valor=5205
linha=4184 | nome=Joao | acao=otimizou o algoritmo | valor=6355
linha=4185 | nome=Tiago | acao=otimizou o algoritmo | valor=3278
linha=4186 | nome=Renata | acao=estudou computacao | valor=2665
