linha=1 | nome=Karen | acao=escreveu o relatorio | valor=9539
linha=4233 | nome=Mariana | acao=escreveu o relatorio | valor=4414
linha=4234 | nome=Mariana | acao=escreveu o relatorio | valor=8886
linha=4235 | nome=Joao | acao=executou o benchmark | valor=1173
linha=4236 | nome=Joao | acao=participou da aula | valor=4681
linha=4237 | nome=Lucas | acao=analisou os resultados | valor=9945
linha=4238 | nome=Mariana | acao=executou o benchmark | valor=4447
linha=4239 | nome=Gabriela | acao=executou o benchmark | valor=6550
linha=4240 | nome=Paulo | acao=executou o benchmark | valor=3549
linha=4241 | nome=Carlos | acao=participou da aula | valor=1745
linha=4242 | nome=Bruno | acao=fez um experimento | valor=6207
linha=4243 | nome=Karen | acao=comparou as metricas | valor=5271
linha=4244 | nome=Helena | acao=otimizou o algoritmo | valor=3648
linha=4245 | nome=Renata | acao=estudou computacao | valor=1168
linha=4246 | nome=Otavio | acao=participou da aula | valor=4249
linha=4247 | nome=Natalia | acao=executou o benchmark | valor=2350
linha=4248 | nome=Mariana | acao=otimizou o algoritmo | valor=2063
linha=4249 | nome=Renata | acao=comparou as metricas | valor=9499
linha=4250 | nome=Felipe | acao=executou o benchmark | valor=3105
linha=4251 | nome=Sofia | acao=otimizou o algoritmo | valor=6951
linha=4252 | nome=Mariana | acao=comparou as metricas | valor=6964
linha=4253 | nome=Otavio | acao=estudou computacao | valor=6773
linha=4254 | nome=Bruno | acao=fez um experimento | valor=6304
linha=4255 | nome=Daniela | acao=escreveu o relatorio | valor=4192
linha=4256 | nome=Natalia | acao=participou da aula | valor=2831
linha=4257 | nome=Sofia | acao=participou da aula | valor=6251
linha=4258 | nome=Daniela | acao=estudou computacao | valor=7736
linha=4259 | nome=Natalia | acao=analisou os resultados | valor=6722
linha=4260 | nome=Gabriela | acao=analisou os resultados | valor=8328
linha=4261 | nome=Sofia | acao=escreveu o relatorio | valor=9148
linha=4262 | nome=Sofia | acao=executou o benchmark | valor=5161
linha=4263 | nome=Mariana | acao=analisou os resultados | valor=5409
linha=4264 | nome=Renata | acao=comparou as metricas | valor=7812
linha=4265 | nome=Gabriela | acao=analisou os resultados | valor=4731
linha=4266 | nome=Renata | acao=fez um experimento | valor=5559
linha=4267 | nome=Ana | acao=fez um experimento | valor=5865
linha=4268 | nome=Sofia | acao=participou da aula | valor=7862
linha=4269 | nome=Paulo | acao=comparou as metricas | valor=5174
linha=4270 | nome=Tiago | acao=comparou as metricas | valor=9115
linha=4271 | nome=Renata | acao=analisou os resultados | valor=8915
linha=4272 | nome=Joao | acao=estudou computacao | valor=1220
linha=4273 | nome=Sofia | acao=analisou os resultados | valor=6337
linha=4274 | nome=Natalia | acao=comparou as metricas | valor=1148
linha=4275 | nome=Felipe | acao=escreveu o relatorio | valor=6905
linha=4276 | nome=Paulo | acao=escreveu o relatorio | valor=4030
linha=4277 | nome=Bruno | acao=otimizou o algoritmo | valor=3129
linha=4278 | nome=Sofia | acao=comparou as metricas | valor=2315
linha=4279 | nome=Otavio | acao=fez um experimento | valor=7012
linha=4280 | nome=Paulo | acao=executou o benchmark | valor=5297
linha=4281 | nome=Mariana | acao=analisou os resultados | valor=4086
linha=4282 | nome=Daniela | acao=analisou os resultados | valor=3469
linha=4283 | nome=Igor | acao=fez um experimento | valor=9296
linha=4284 | nome=Eduarda | acao=participou da aula | valor=8715
linha=4285 | nome=Felipe | acao=fez um experimento | valor=4359
linha=4286 | nome=Tiago | acao=fez um experimento | valor=5646
linha=4287 | nome=Otavio | acao=estudou computacao | valor=1079
linha=4288 | nome=Felipe | acao=escreveu o relatorio | valor=3757
linha=4289 | nome=Igor | acao=escreveu o relatorio | valor=7297
linha=4290 | nome=Otavio | acao=escreveu o relatorio | valor=5024
linha=4291 | nome=Sofia | acao=participou da aula | valor=2151
linha=4292 | nome=Mariana | acao=analisou os resultados | valor=8323
linha=4293 | nome=Daniela | acao=otimizou o algoritmo | valor=3974
linha=4294 | nome=Gabriela | acao=analisou os resultados | valor=7088
linha=4295 | nome=Paulo | acao=estudou computacao | valor=2294
linha=4296 | nome=Vitor | acao=executou o benchmark | valor=4418
linha=4297 | nome=Otavio | acao=otimizou o algoritmo | valor=5051
linha=4298 | nome=Eduarda | acao=estudou computacao | valor=9830
linha=4299 | nome=Joao | acao=participou da aula | valor=7545
linha=4300 | nome=Tiago | acao=fez um experimento | valor=4647
linha=4301 | nome=Felipe | acao=fez um experimento | valor=2738
linha=4302 | nome=Daniela | acao=executou o benchmark | valor=9398
linha=4303 | nome=Vitor | acao=executou o benchmark | valor=6781
linha=4304 | nome=Mariana | acao=comparou as metricas | valor=6959
linha=4305 | nome=Bruno | acao=participou da aula | valor=7017
linha=4306 | nome=Mariana | acao=participou da aula | valor=1047
linha=4307 | nome=Natalia | acao=analisou os resultados | valor=5875
linha=4308 | nome=Eduarda | acao=participou da aula | valor=2763
linha=4309 | nome=Ana | acao=otimizou o algoritmo | valor=2557
linha=4310 | nome=Vitor | acao=escreveu o relatorio | valor=1878
linha=4311 | nome=Carlos | acao=otimizou o algoritmo | valor=2398
linha=4312 | nome=Otavio | acao=participou da aula | valor=1483
linha=4313 | nome=Igor | acao=estudou computacao | valor=2128
linha=4314 | nome=Felipe | acao=escreveu o relatorio | valor=8401
linha=4315 | nome=Otavio | acao=analisou os resultados | valor=1004
linha=4316 | nome=Tiago | acao=escreveu o relatorio | valor=4339
linha=4317 | nome=Joao | acao=participou da aula | valor=7189
linha=4318 | nome=Tiago | acao=participou da aula | valor=4619
linha=4319 | nome=Felipe | acao=estudou computacao | valor=5091
linha=4320 | nome=Renata | acao=comparou as metricas | valor=8180
linha=4321 | nome=Daniela | acao=participou da aula | valor=9665
linha=4322 | nome=Tiago | acao=estudou computacao | valor=7308
linha=4323 | nome=Paulo | acao=analisou os resultados | valor=3606
linha=4324 | nome=Tiago | acao=executou o benchmark | valor=3216
linha=4325 | nome=Tiago | acao=estudou computacao | valor=4352
linha=4326 | nome=Igor | acao=estudou computacao | valor=3575
linha=4327 | nome=Carlos | acao=otimizou o algoritmo | valor=3384
linha=4328 | nome=Felipe | acao=analisou os resultados | valor=9565
linha=4329 | nome=Lucas | acao=analisou os resultados | valor=9646
linha=4330 | nome=Mariana | acao=analisou os resultados | valor=8879
linha=4331 | nome=Karen | acao=executou o benchmark | valor=7691
linha=4332 | nome=Tiago | acao=participou da aula | valor=6009
linha=4333 | nome=Bruno | acao=estudou computacao | valor=1269
linha=4334 | nome=Paulo | acao=comparou as metricas | valor=5731
linha=4335 | nome=Bruno | acao=analisou os resultados | valor=1241
linha=4336 | nome=Gabriela | acao=participou da aula | valor=8429
linha=4337 | nome=Felipe | acao=estudou computacao | valor=8128
linha=4338 | nome=Ana | acao=escreveu o relatorio | valor=6881
linha=4339 | nome=Felipe | acao=escreveu o relatorio | valor=2462
linha=4340 | nome=Eduarda | acao=comparou as metricas | valor=1378
linha=4341 | nome=Paulo | acao=fez um experimento | valor=8562
linha=4342 | nome=Joao | acao=analisou os resultados | valor=3456
linha=4343 | nome=Daniela | acao=estudou computacao | valor=9456
linha=4344 | nome=Lucas | acao=escreveu o relatorio | valor=4705
linha=4345 | nome=Helena | acao=participou da aula | valor=3990
linha=4346 | nome=Eduarda | acao=escreveu o relatorio | valor=1646
linha=4347 | nome=Gabriela | acao=fez um experimento | valor=6539
linha=4348 | nome=Bruno | acao=analisou os resultados | valor=9895
linha=4349 | nome=Igor | acao=participou da aula | valor=8931
linha=4350 | nome=Mariana | acao=escreveu o relatorio | valor=6105
linha=4351 | nome=Sofia | acao=comparou as metricas | valor=7277
linha=4352 | nome=Felipe | acao=analisou os resultados | valor=5070
linha=4353 | nome=Ana | acao=escreveu o relatorio | valor=6971
linha=4354 | nome=Lucas | acao=estudou computacao | valor=5841
linha=4355 | nome=Joao | acao=comparou as metricas | valor=1474
linha=4356 | nome=Tiago | acao=comparou as metricas | valor=3552
linha=4357 | nome=Bruno | acao=analisou os resultados | valor=6712
linha=4358 | nome=Eduarda | acao=executou o benchmark | valor=6595
linha=4359 | nome=Gabriela | acao=comparou as metricas | valor=8029
linha=4360 | nome=Eduarda | acao=fez um experimento | valor=8413
linha=4361 | nome=Ana | acao=analisou os resultados | valor=7340
linha=4362 | nome=Daniela | acao=estudou computacao | valor=7169
linha=4363 | nome=Joao | acao=escreveu o relatorio | valor=4516
linha=4364 | nome=Helena | acao=analisou os resultados | valor=7717
linha=4365 | nome=Eduarda | acao=analisou os resultados | valor=6819
linha=4366 | nome=Karen | acao=comparou as metricas | valor=4237
linha=4367 | nome=Eduarda | acao=fez um experimento | valor=7990
linha=4368 | nome=Eduarda | acao=estudou computacao | valor=5936
linha=4369 | nome=Sofia | acao=analisou os resultados | valor=6271
linha=4370 | nome=Renata | acao=comparou as metricas | valor=9302
linha=4371 | nome=Tiago | acao=escreveu o relatorio | valor=7676
linha=4372 | nome=Eduarda | acao=executou o benchmark | valor=9345
linha=4373 | nome=Helena | acao=analisou os resultados | valor=2968
linha=4374 | nome=Felipe | acao=analisou os resultados | valor=5458
linha=4375 | nome=Karen | acao=participou da aula | valor=5873
linha=4376 | nome=Sofia | acao=fez um experimento | valor=1722
linha=4377 | nome=Otavio | acao=estudou computacao | valor=5445
linha=4378 | nome=Eduarda | acao=analisou os resultados | valor=9762
linha=4379 | nome=Ana | acao=otimizou o algoritmo | valor=6607
linha=4380 | nome=Mariana | acao=otimizou o algoritmo | valor=5369
linha=4381 | nome=Eduarda | acao=otimizou o algoritmo | valor=4354
linha=4382 | nome=Eduarda | acao=analisou os resultados | valor=7844
linha=4383 | nome=Helena | acao=analisou os resultados | valor=8343
linha=4384 | nome=Bruno | acao=otimizou o algoritmo | valor=7992
linha=4385 | nome=Daniela | acao=participou da aula | valor=9296
linha=4386 | nome=Gabriela | acao=comparou as metricas | valor=4922
linha=4387 | nome=Carlos | acao=otimizou o algoritmo | valor=7996
linha=4388 | nome=Otavio | acao=participou da aula | valor=3395
linha=4389 | nome=Tiago | acao=participou da aula | valor=4140
linha=4390 | nome=Eduarda | acao=escreveu o relatorio | valor=5665
linha=4391 | nome=Bruno | acao=executou o benchmark | valor=3780
linha=4392 | nome=Tiago | acao=comparou as metricas | valor=5587
linha=4393 | nome=Daniela | acao=otimizou o algoritmo | valor=4205
linha=4394 | nome=Igor | acao=executou o benchmark | valor=3652
linha=4395 | nome=Paulo | acao=analisou os resultados | valor=2195
linha=4396 | nome=Carlos | acao=escreveu o relatorio | valor=2425
linha=4397 | nome=Otavio | acao=otimizou o algoritmo | valor=1453
linha=4398 | nome=Natalia | acao=executou o benchmark | valor=3207
linha=4399 | nome=Gabriela | acao=otimizou o algoritmo | valor=7078
linha=4400 | nome=Helena | acao=analisou os resultados | valor=1309
linha=4401 | nome=Ana | acao=participou da aula | valor=5434
linha=4402 | nome=Helena | acao=executou o benchmark | valor=5784
linha=4403 | nome=Renata | acao=fez um experimento | valor=6889
linha=4404 | nome=Daniela | acao=escreveu o relatorio | valor=7917
linha=4405 | nome=Helena | acao=comparou as metricas | valor=9570
linha=4406 | nome=Karen | acao=analisou os resultados | valor=7825
linha=4407 | nome=Daniela | acao=analisou os resultados | valor=2710
linha=4408 | nome=Sofia | acao=fez um experimento | valor=5306
linha=4409 | nome=Tiago | acao=comparou as metricas | valor=1129
linha=4410 | nome=Paulo | acao=executou o benchmark | valor=4097
linha=4411 | nome=Daniela | acao=otimizou o algoritmo | valor=2531
linha=4412 | nome=Mariana | acao=participou da aula | valor=1108
linha=4413 | nome=Tiago | acao=participou da aula | valor=7215
linha=4414 | nome=Vitor | acao=comparou as metricas | valor=2097
linha=4415 | nome=Lucas | acao=escreveu o relatorio | valor=3557
linha=4416 | nome=Renata | acao=escreveu o relatorio | valor=1246
linha=4417 | nome=Eduarda | acao=escreveu o relatorio | valor=3458
linha=4418 | nome=Felipe | acao=comparou as metricas | valor=6555
linha=4419 | nome=Bruno | acao=analisou os resultados | valor=1862
linha=4420 | nome=Eduarda | acao=fez um experimento | valor=7021
linha=4421 | nome=Felipe | acao=executou o benchmark | valor=3373
linha=4422 | nome=Mariana | acao=fez um experimento | valor=4422
linha=4423 | nome=Ana | acao=escreveu o relatorio | valor=2456
linha=4424 | nome=Sofia | acao=otimizou o algoritmo | valor=2858
linha=4425 | nome=Bruno | acao=otimizou o algoritmo | valor=6468
linha=4426 | nome=Daniela | acao=estudou computacao | valor=9133
linha=4427 | nome=Bruno | acao=participou da aula | valor=3941
linha=4428 | nome=Mariana | acao=participou da aula | valor=8024
linha=4429 | nome=Eduarda | acao=escreveu o relatorio | valor=7614
linha=4430 | nome=Ana | acao=escreveu o relatorio | valor=4341
linha=4431 | nome=Joao | acao=otimizou o algoritmo | valor=6637
linha=4432 | nome=Gabriela | acao=participou da aula | valor=7769
linha=4433 | nome=Mariana | acao=participou da aula | valor=7309
linha=4434 | nome=Igor | acao=executou o benchmark | valor=4581
linha=4435 | nome=Helena | acao=comparou as metricas | valor=3306
linha=4436 | nome=Felipe | acao=comparou as metricas | valor=1937
linha=4437 | nome=Otavio | acao=escreveu o relatorio | valor=3692
linha=4438 | nome=Igor | acao=escreveu o relatorio | valor=9657
linha=4439 | nome=Natalia | acao=participou da aula | valor=8123
linha=4440 | nome=Paulo | acao=participou da aula | valor=9685
linha=4441 | nome=Paulo | acao=participou da aula | valor=7117
linha=4442 | nome=Daniela | acao=fez um experimento | valor=2064
linha=4443 | nome=Natalia | acao=estudou computacao | valor=1626
linha=4444 | nome=Igor | acao=otimizou o algoritmo | valor=2829
linha=4445 | nome=Mariana | acao=estudou computacao | valor=4413
linha=4446 | nome=Ana | acao=analisou os resultados | valor=9236
linha=4447 | nome=Otavio | acao=participou da aula | valor=8356
linha=4448 | nome=Bruno | acao=otimizou o algoritmo | valor=2852
linha=4449 | nome=Helena | acao=participou da aula | valor=7367
linha=4450 | nome=Carlos | acao=estudou computacao | valor=3337
linha=4451 | nome=Mariana | acao=otimizou o algoritmo | valor=7878
linha=4452 | nome=Helena | acao=participou da aula | valor=5433
linha=4453 | nome=Paulo | acao=comparou as metricas | valor=6794
linha=4454 | nome=Vitor | acao=participou da aula | valor=7053
linha=4455 | nome=Karen | acao=fez um experimento | valor=9686
linha=4456 | nome=Daniela | acao=escreveu o relatorio | valor=8078
linha=4457 | nome=Natalia | acao=fez um experimento | valor=2767
linha=4458 | nome=Mariana | acao=participou da aula | valor=2251
linha=4459 | nome=Tiago | acao=participou da aula | valor=6078
linha=4460 | nome=Renata | acao=comparou as metricas | valor=8049
linha=4461 | nome=Helena | acao=fez um experimento | valor=4906
linha=4462 | nome=Bruno | acao=participou da aula | valor=9637
linha=4463 | nome=Sofia | acao=participou da aula | valor=9402
linha=4464 | nome=Felipe | acao=escreveu o relatorio | valor=2810
linha=4465 | nome=Otavio | acao=escreveu o relatorio | valor=9459
linha=4466 | nome=Gabriela | acao=estudou computacao | valor=9617
linha=4467 | nome=Ana | acao=escreveu o relatorio | valor=9947
linha=4468 | nome=Otavio | acao=fez um experimento | valor=4449
linha=4469 | nome=Sofia | acao=participou da aula | valor=7106
linha=4470 | nome=Helena | acao=comparou as metricas | valor=5762
linha=4471 | nome=Helena | acao=fez um experimento | valor=4298
linha=4472 | nome=Sofia | acao=comparou as metricas | valor=2092
linha=4473 | nome=Mariana | acao=estudou computacao | valor=3415
linha=4474 | nome=Igor | acao=participou da aula | valor=1174
linha=4475 | nome=Gabriela | acao=participou da aula | valor=2622
linha=4476 | nome=Sofia | acao=fez um experimento | valor=9621
linha=4477 | nome=Igor | acao=analisou os resultados | valor=2460
linha=4478 | nome=Otavio | acao=estudou computacao | valor=6878
linha=4479 | nome=Bruno | acao=executou o benchmark | valor=6288
linha=4480 | nome=Ana | acao=escreveu o relatorio | valor=3732
linha=4481 | nome=Natalia | acao=analisou os resultados | valor=7244
linha=4482 | nome=Joao | acao=escreveu o relatorio | valor=5269
linha=4483 | nome=Paulo | acao=executou o benchmark | valor=4559
linha=4484 | nome=Helena | acao=executou o benchmark | valor=9790
linha=4485 | nome=Bruno | acao=fez um experimento | valor=5491
linha=4486 | nome=Lucas | acao=estudou computacao | valor=6762
linha=4487 | nome=Daniela | acao=participou da aula | valor=6709
linha=4488 | nome=Eduarda | acao=comparou as metricas | valor=3534
linha=4489 | nome=Felipe | acao=analisou os resultados | valor=6335
linha=4490 | nome=Renata | acao=executou o benchmark | valor=6396
linha=4491 | nome=Vitor | acao=comparou as metricas | valor=9297
linha=4492 | nome=Ana | acao=executou o benchmark | valor=7334
linha=4493 | nome=Renata | acao=fez um experimento | valor=5701
linha=4494 | nome=Sofia | acao=participou da aula | valor=3345
linha=4495 | nome=Karen | acao=estudou computacao | valor=1719
linha=4496 | nome=Otavio | acao=fez um experimento | valor=7529
linha=4497 | nome=Ana | acao=fez um experimento | valor=4935
linha=4498 | nome=Tiago | acao=participou da aula | valor=9834
linha=4499 | nome=Paulo | acao=escreveu o relatorio | valor=1042
linha=4500 | nome=Mariana | acao=executou o benchmark | valor=8495
linha=4501 | nome=Natalia | acao=participou da aula | valor=2170
linha=4502 | nome=Vitor | acao=executou o benchmark | valor=6111
linha=4503 | nome=Daniela | acao=fez um experimento | valor=7275
linha=4504 | nome=Igor | acao=analisou os resultados | valor=2830
linha=4505 | nome=Felipe | acao=participou da aula | valor=4901
linha=4506 | nome=Tiago | acao=comparou as metricas | valor=1514
linha=4507 | nome=Igor | acao=otimizou o algoritmo | valor=5369
linha=4508 | nome=Eduarda | acao=estudou computacao | valor=3562
linha=4509 | nome=Sofia | acao=participou da aula | valor=1572
linha=4510 | nome=Helena | acao=executou o benchmark | valor=2370
linha=4511 | nome=Lucas | acao=estudou computacao | valor=7937
linha=4512 | nome=Renata | acao=escreveu o relatorio | valor=8129
linha=4513 | nome=Carlos | acao=participou da aula | valor=3219
linha=4514 | nome=Bruno | acao=executou o benchmark | valor=9006
linha=4515 | nome=Natalia | acao=analisou os resultados | valor=9384
linha=4516 | nome=Felipe | acao=estudou computacao | valor=6181
linha=4517 | nome=Mariana | acao=estudou computacao | valor=4759
linha=4518 | nome=Daniela | acao=escreveu o relatorio | valor=6076
linha=4519 | nome=Lucas | acao=analisou os resultados | valor=6404
linha=4520 | nome=Daniela | acao=otimizou o algoritmo | valor=2454
linha=4521 | nome=Felipe | acao=comparou as metricas | valor=3846
linha=4522 | nome=Lucas | acao=escreveu o relatorio | valor=5613
linha=4523 | nome=Daniela | acao=escreveu o relatorio | valor=2170
linha=4524 | nome=Otavio | acao=executou o benchmark | valor=7787
linha=4525 | nome=Lucas | acao=escreveu o relatorio | valor=7672
linha=4526 | nome=Otavio | acao=executou o benchmark | valor=8999
linha=4527 | nome=Helena | acao=analisou os resultados | valor=4392
linha=4528 | nome=Gabriela | acao=comparou as metricas | valor=5165
linha=4529 | nome=Helena | acao=escreveu o relatorio | valor=4934
linha=4530 | nome=Eduarda | acao=fez um experimento | valor=7198
linha=4531 | nome=Eduarda | acao=estudou computacao | valor=8436
linha=4532 | nome=Carlos | acao=analisou os resultados | valor=5176
linha=4533 | nome=Natalia | acao=analisou os resultados | valor=6895
linha=4534 | nome=Carlos | acao=fez um experimento | valor=6239
linha=4535 | nome=Natalia | acao=participou da aula | valor=6596
linha=4536 | nome=Igor | acao=participou da aula | valor=6662
linha=4537 | nome=Mariana | acao=comparou as metricas | valor=4645
linha=4538 | nome=Karen | acao=analisou os resultados | valor=1373
linha=4539 | nome=Karen | acao=estudou computacao | valor=1953
linha=4540 | nome=Joao | acao=participou da aula | valor=4334
linha=4541 | nome=Mariana | acao=escreveu o relatorio | valor=8156
linha=4542 | nome=Igor | acao=participou da aula | valor=2960
linha=4543 | nome=Igor | acao=escreveu o relatorio | valor=9625
linha=4544 | nome=Otavio | acao=executou o benchmark | valor=5041
linha=4545 | nome=Karen | acao=fez um experimento | valor=6172
linha=4546 | nome=Vitor | acao=escreveu o relatorio | valor=3226
linha=4547 | nome=Renata | acao=executou o benchmark | valor=3048
linha=4548 | nome=Vitor | acao=participou da aula | valor=3743
linha=4549 | nome=Igor | acao=participou da aula | valor=8562
linha=4550 | nome=Mariana | acao=otimizou o algoritmo | valor=6941
linha=4551 | nome=Vitor | acao=escreveu o relatorio | valor=5752
linha=4552 | nome=Karen | acao=executou o benchmark | valor=9948
linha=4553 | nome=Lucas | acao=fez um experimento | valor=7171
linha=4554 | nome=Daniela | acao=otimizou o algoritmo | valor=4338
linha=4555 | nome=Renata | acao=otimizou o algoritmo | valor=7481
linha=4556 | nome=Joao | acao=executou o benchmark | valor=6103
linha=4557 | nome=Natalia | acao=comparou as metricas | valor=7018
linha=4558 | nome=Daniela | acao=escreveu o relatorio | valor=6875
linha=4559 | nome=Otavio | acao=escreveu o relatorio | valor=2918
linha=4560 | nome=Karen | acao=comparou as metricas | valor=3185
linha=4561 | nome=Otavio | acao=participou da aula | valor=1522
linha=4562 | nome=Paulo | acao=analisou os resultados | valor=5500
linha=4563 | nome=Eduarda | acao=otimizou o algoritmo | valor=7787
linha=4564 | nome=Ana | acao=fez um experimento | valor=4463
linha=4565 | nome=Carlos | acao=comparou as metricas | valor=7167
linha=4566 | nome=Joao | acao=escreveu o relatorio | valor=2115
linha=4567 | nome=Bruno | acao=participou da aula | valor=7568
linha=4568 | nome=Vitor | acao=comparou as metricas | valor=6297
linha=4569 | nome=Mariana | acao=executou o benchmark | valor=7955
linha=4570 | nome=Igor | acao=comparou as metricas | valor=5736
linha=4571 | nome=Bruno | acao=participou da aula | valor=7288
linha=4572 | nome=Eduarda | acao=estudou computacao | valor=7811
linha=4573 | nome=Ana | acao=otimizou o algoritmo | valor=3801
linha=4574 | nome=Lucas | acao=estudou computacao | valor=7724
linha=4575 | nome=Vitor | acao=executou o benchmark | valor=5937
linha=4576 | nome=Karen | acao=executou o benchmark | valor=6898
linha=4577 | nome=Igor | acao=estudou computacao | valor=7159
linha=4578 | nome=Lucas | acao=otimizou o algoritmo | valor=4094
linha=4579 | nome=Lucas | acao=otimizou o algoritmo | valor=1588
linha=4580 | nome=Tiago | acao=fez um experimento | valor=9324
linha=4581 | nome=Karen | acao=fez um experimento | valor=5582
linha=4582 | nome=Ana | acao=escreveu o relatorio | valor=9535
linha=4583 | nome=Helena | acao=executou o benchmark | valor=6459
linha=4584 | nome=Helena | acao=otimizou o algoritmo | valor=8121
linha=4585 | nome=Daniela | acao=comparou as metricas | valor=7977
linha=4586 | nome=Karen | acao=executou o benchmark | valor=7109
linha=4587 | nome=Mariana | acao=comparou as metricas | valor=3769
linha=4588 | nome=Felipe | acao=executou o benchmark | valor=4823
linha=4589 | nome=Mariana | acao=fez um experimento | valor=7600
linha=4590 | nome=Otavio | acao=otimizou o algoritmo | valor=8069
linha=4591 | nome=Mariana | acao=fez um experimento | valor=3299
linha=4592 | nome=Mariana | acao=estudou computacao | valor=9828
linha=4593 | nome=Eduarda | acao=executou o benchmark | valor=6984
linha=4594 | nome=Gabriela | acao=executou o benchmark | valor=3318
linha=4595 | nome=Gabriela | acao=otimizou o algoritmo | valor=8965
linha=4596 | nome=Tiago | acao=otimizou o algoritmo | valor=5520
linha=4597 | nome=Felipe | acao=comparou as metricas | valor=9043
linha=4598 | nome=Mariana | acao=escreveu o relatorio | valor=7552
linha=4599 | nome=Mariana | acao=fez um experimento | valor=6551
linha=4600 | nome=Helena | acao=participou da aula | valor=8436
linha=4601 | nome=Karen | acao=otimizou o algoritmo | valor=1056
linha=4602 | nome=Otavio | acao=analisou os resultados | valor=8492
linha=4603 | nome=Helena | acao=estudou computacao | valor=4163
linha=4604 | nome=Tiago | acao=analisou os resultados | valor=4371
linha=4605 | nome=Gabriela | acao=participou da aula | valor=9280
linha=4606 | nome=Otavio | acao=executou o benchmark | valor=8841
linha=4607 | nome=Tiago | acao=analisou os resultados | valor=9231
linha=4608 | nome=Bruno | acao=fez um experimento | valor=3193
linha=4609 | nome=Tiago | acao=otimizou o algoritmo | valor=1739
linha=4610 | nome=Mariana | acao=comparou as metricas | valor=7660
linha=4611 | nome=Lucas | acao=participou da aula | valor=2878
linha=4612 | nome=Vitor | acao=escreveu o relatorio | valor=1050
linha=4613 | nome=Bruno | acao=escreveu o relatorio | valor=5896
linha=4614 | nome=Tiago | acao=analisou os resultados | valor=5333
linha=4615 | nome=Mariana | acao=escreveu o relatorio | valor=7663
linha=4616 | nome=Joao | acao=comparou as metricas | valor=1452
linha=4617 | nome=Vitor | acao=estudou computacao | valor=1024
linha=4618 | nome=Paulo | acao=executou o benchmark | valor=2502
linha=4619 | nome=Daniela | acao=analisou os resultados | valor=2522
linha=4620 | nome=Daniela | acao=analisou os resultados | valor=7759
linha=4621 | nome=Helena | acao=participou da aula | valor=4328
linha=4622 | nome=Karen | acao=executou o benchmark | valor=6921
linha=4623 | nome=Karen | acao=fez um experimento | valor=6667
linha=4624 | nome=Tiago | acao=escreveu o relatorio | valor=7271
linha=4625 | nome=Mariana | acao=executou o benchmark | valor=2128
linha=4626 | nome=Eduarda | acao=otimizou o algoritmo | valor=2850
linha=4627 | nome=Otavio | acao=participou da aula | valor=6679
linha=4628 | nome=Vitor | acao=comparou as metricas | valor=3849
linha=4629 | nome=Otavio | acao=analisou os resultados | valor=6979
linha=4630 | nome=Eduarda | acao=comparou as metricas | valor=4236
linha=4631 | nome=Paulo | acao=executou o benchmark | valor=4832
linha=4632 | nome=Lucas | acao=estudou computacao | valor=7233
linha=4633 | nome=Felipe | acao=comparou as metricas | valor=3939
linha=4634 | nome=Joao | acao=escreveu o relatorio | valor=9257
linha=4635 | nome=Joao | acao=comparou as metricas | valor=3685
linha=4636 | nome=Lucas | acao=comparou as metricas | valor=3101
linha=4637 | nome=Otavio | acao=executou o benchmark | valor=3184
linha=4638 | nome=Vitor | acao=executou o benchmark | valor=4986
linha=4639 | nome=Tiago | acao=otimizou o algoritmo | valor=4323
linha=4640 | nome=Vitor | acao=otimizou o algoritmo | valor=2051
linha=4641 | nome=Sofia | acao=comparou as metricas | valor=9292
linha=4642 | nome=Paulo | acao=fez um experimento | valor=2725
linha=4643 | nome=Igor | acao=analisou os resultados | valor=3306
linha=4644 | nome=Karen | acao=participou da aula | valor=9126
linha=4645 | nome=Igor | acao=fez um experimento | valor=2214
linha=4646 | nome=Bruno | acao=estudou computacao | valor=8949
linha=4647 | nome=Gabriela | acao=analisou os resultados | valor=6501
linha=4648 | nome=Felipe | acao=analisou os resultados | valor=4911
linha=4649 | nome=Gabriela | acao=estudou computacao | valor=6385
linha=4650 | nome=Igor | acao=estudou computacao | valor=6731
linha=4651 | nome=Gabriela | acao=analisou os resultados | valor=3249
linha=4652 | nome=Joao | acao=executou o benchmark | valor=4775
linha=4653 | nome=Daniela | acao=executou o benchmark | valor=9296
linha=4654 | nome=Igor | acao=fez um experimento | valor=8459
linha=4655 | nome=Gabriela | acao=otimizou o algoritmo | valor=2129
linha=4656 | nome=Ana | acao=escreveu o relatorio | valor=6634
linha=4657 | nome=Vitor | acao=analisou os resultados | valor=7160
linha=4658 | nome=Renata | acao=comparou as metricas | valor=6243
linha=4659 | nome=Joao | acao=participou da aula | valor=9396
linha=4660 | nome=Daniela | acao=analisou os resultados | valor=5525
linha=4661 | nome=Bruno | acao=executou o benchmark | valor=9618
linha=4662 | nome=Eduarda | acao=estudou computacao | valor=1685
linha=4663 | nome=Renata | acao=participou da aula | valor=5323
linha=4664 | nome=Bruno | acao=estudou computacao | valor=7384
linha=4665 | nome=Bruno | acao=escreveu o relatorio | valor=3459
linha=4666 | nome=Joao | acao=fez um experimento | valor=8028
linha=4667 | nome=Lucas | acao=estudou computacao | valor=6475
linha=4668 | nome=Eduarda | acao=escreveu o relatorio | valor=4416
linha=4669 | nome=Paulo | acao=otimizou o algoritmo | valor=7458
