linha=1 | nome=Felipe | acao=fez um experimento | valor=1278
linha=4212 | nome=Vitor | acao=analisou os resultados | valor=3455
linha=4213 | nome=Otavio | acao=participou da aula | valor=5822
linha=4214 | nome=Carlos | acao=analisou os resultados | valor=2630
linha=4215 | nome=Tiago | acao=escreveu o relatorio | valor=1460
linha=4216 | nome=Otavio | acao=participou da aula | valor=8697
linha=4217 | nome=Joao | acao=estudou computacao | valor=2713
linha=4218 | nome=Otavio | acao=analisou os resultados | valor=1752
linha=4219 | nome=Bruno | acao=participou da aula | valor=4960
linha=4220 | nome=Mariana | acao=escreveu o relatorio | valor=1469
linha=4221 | nome=Igor | acao=fez um experimento | valor=9208
linha=4222 | nome=Carlos | acao=escreveu o relatorio | valor=2782
linha=4223 | nome=Eduarda | acao=executou o benchmark | valor=5398
linha=4224 | nome=Bruno | acao=analisou os resultados | valor=3942
linha=4225 | nome=Vitor | acao=estudou computacao | valor=7389
linha=4226 | nome=Sofia | acao=escreveu o relatorio | valor=6502
linha=4227 | nome=Paulo | acao=fez um experimento | valor=9533
linha=4228 | nome=Sofia | acao=estudou computacao | valor=8389
linha=4229 | nome=Mariana | acao=estudou computacao | valor=1784
linha=4230 | nome=Paulo | acao=analisou os resultados | valor=6302
linha=4231 | nome=Paulo | acao=otimizou o algoritmo | valor=5016
linha=4232 | nome=Carlos | acao=analisou os resultados | valor=7083
linha=4233 | nome=Joao | acao=estudou computacao | valor=1327
linha=4234 | nome=Igor | acao=escreveu o relatorio | valor=3031
linha=4235 | nome=Lucas | acao=participou da aula | valor=8630
linha=4236 | nome=Felipe | acao=comparou as metricas | valor=2448
linha=4237 | nome=Bruno | acao=participou da aula | valor=5145
linha=4238 | nome=Daniela | acao=escreveu o relatorio | valor=2123
linha=4239 | nome=Ana | acao=estudou computacao | valor=4785
linha=4240 | nome=Paulo | acao=executou o benchmark | valor=4414
linha=4241 | nome=Tiago | acao=estudou computacao | valor=3450
linha=4242 | nome=Karen | acao=estudou computacao | valor=6294
linha=4243 | nome=Sofia | acao=analisou os resultados | valor=4207
linha=4244 | nome=Karen | acao=otimizou o algoritmo | valor=1095
linha=4245 | nome=Renata | acao=comparou as metricas | valor=3445
linha=4246 | nome=Paulo | acao=fez um experimento | valor=7057
linha=4247 | nome=Mariana | acao=escreveu o relatorio | valor=4612
linha=4248 | nome=Joao | acao=executou o benchmark | valor=1448
linha=4249 | nome=Bruno | acao=otimizou o algoritmo | valor=1026
linha=4250 | nome=Daniela | acao=comparou as metricas | valor=6741
linha=4251 | nome=Mariana | acao=comparou as metricas | valor=8190
linha=4252 | nome=Gabriela | acao=comparou as metricas | valor=9453
linha=4253 | nome=Joao | acao=analisou os resultados | valor=8024
linha=4254 | nome=Paulo | acao=comparou as metricas | valor=4784
linha=4255 | nome=Vitor | acao=comparou as metricas | valor=8303
linha=4256 | nome=Ana | acao=otimizou o algoritmo | valor=6217
linha=4257 | nome=Karen | acao=otimizou o algoritmo | valor=7705
linha=4258 | nome=Eduarda | acao=analisou os resultados | valor=5028
linha=4259 | nome=Mariana | acao=fez um experimento | valor=7629
linha=4260 | nome=Lucas | acao=estudou computacao | valor=6464
linha=4261 | nome=Mariana | acao=executou o benchmark | valor=6301
linha=4262 | nome=Joao | acao=participou da aula | valor=1189
linha=4263 | nome=Ana | acao=comparou as metricas | valor=4064
linha=4264 | nome=Sofia | acao=executou o benchmark | valor=7570
linha=4265 | nome=Helena | acao=fez um experimento | valor=4661
linha=4266 | nome=Helena | acao=estudou computacao | valor=7343
linha=4267 | nome=Carlos | acao=fez um experimento | valor=6993
linha=4268 | nome=Carlos | acao=otimizou o algoritmo | valor=5957
linha=4269 | nome=Bruno | acao=executou o benchmark | valor=2641
linha=4270 | nome=Mariana | acao=executou o benchmark | valor=3897
linha=4271 | nome=Otavio | acao=analisou os resultados | valor=4880
linha=4272 | nome=Carlos | acao=analisou os resultados | valor=5415
linha=4273 | nome=Helena | acao=estudou computacao | valor=4230
linha=4274 | nome=Lucas | acao=escreveu o relatorio | valor=5912
linha=4275 | nome=Ana | acao=estudou computacao | valor=7708
linha=4276 | nome=Mariana | acao=participou da aula | valor=2562
linha=4277 | nome=Carlos | acao=estudou computacao | valor=1626
linha=4278 | nome=Paulo | acao=analisou os resultados | valor=8625
linha=4279 | nome=Tiago | acao=comparou as metricas | valor=3882
linha=4280 | nome=Karen | acao=escreveu o relatorio | valor=3893
linha=4281 | nome=Joao | acao=otimizou o algoritmo | valor=2081
linha=4282 | nome=Igor | acao=otimizou o algoritmo | valor=7716
linha=4283 | nome=Eduarda | acao=escreveu o relatorio | valor=5133
linha=4284 | nome=Carlos | acao=analisou os resultados | valor=8183
linha=4285 | nome=Sofia | acao=participou da aula | valor=7539
linha=4286 | nome=Karen | acao=fez um experimento | valor=4364
linha=4287 | nome=Mariana | acao=participou da aula | valor=7866
linha=4288 | nome=Natalia | acao=fez um experimento | valor=2091
linha=4289 | nome=Ana | acao=comparou as metricas | valor=9347
linha=4290 | nome=Eduarda | acao=executou o benchmark | valor=3858
linha=4291 | nome=Mariana | acao=analisou os resultados | valor=9380
linha=4292 | nome=Lucas | acao=executou o benchmark | valor=2499
linha=4293 | nome=Natalia | acao=executou o benchmark | valor=1949
linha=4294 | nome=Gabriela | acao=estudou computacao | valor=1481
linha=4295 | nome=Paulo | acao=estudou computacao | valor=3889
linha=4296 | nome=Helena | acao=fez um experimento | valor=4472
linha=4297 | nome=Mariana | acao=comparou as metricas | valor=5142
linha=4298 | nome=Daniela | acao=comparou as metricas | valor=4143
linha=4299 | nome=Mariana | acao=fez um experimento | valor=9005
linha=4300 | nome=Joao | acao=otimizou o algoritmo | valor=5012
linha=4301 | nome=Bruno | acao=otimizou o algoritmo | valor=9785
linha=4302 | nome=Helena | acao=analisou os resultados | valor=6226
linha=4303 | nome=Tiago | acao=fez um experimento | valor=2045
linha=4304 | nome=Carlos | acao=comparou as metricas | valor=5628
linha=4305 | nome=Felipe | acao=comparou as metricas | valor=9098
linha=4306 | nome=Renata | acao=estudou computacao | valor=7569
linha=4307 | nome=Paulo | acao=escreveu o relatorio | valor=5723
linha=4308 | nome=Bruno | acao=fez um experimento | valor=9139
linha=4309 | nome=Carlos | acao=comparou as metricas | valor=8482
linha=4310 | nome=Mariana | acao=analisou os resultados | valor=7593
linha=4311 | nome=Helena | acao=analisou os resultados | valor=4177
linha=4312 | nome=Natalia | acao=participou da aula | valor=6682
linha=4313 | nome=Sofia | acao=fez um experimento | valor=7150
linha=4314 | nome=Mariana | acao=analisou os resultados | valor=5344
linha=4315 | nome=Felipe | acao=participou da aula | valor=1034
linha=4316 | nome=Carlos | acao=escreveu o relatorio | valor=8164
linha=4317 | nome=Bruno | acao=otimizou o algoritmo | valor=1607
linha=4318 | nome=Lucas | acao=otimizou o algoritmo | valor=9738
linha=4319 | nome=Vitor | acao=comparou as metricas | valor=7294
linha=4320 | nome=Natalia | acao=analisou os resultados | valor=2466
linha=4321 | nome=Mariana | acao=analisou os resultados | valor=3645
linha=4322 | nome=Natalia | acao=escreveu o relatorio | valor=7107
linha=4323 | nome=Sofia | acao=otimizou o algoritmo | valor=8436
linha=4324 | nome=Karen | acao=escreveu o relatorio | valor=1646
linha=4325 | nome=Lucas | acao=escreveu o relatorio | valor=8662
linha=4326 | nome=Carlos | acao=participou da aula | valor=2902
linha=4327 | nome=Carlos | acao=escreveu o relatorio | valor=5352
linha=4328 | nome=Carlos | acao=participou da aula | valor=7499
linha=4329 | nome=Lucas | acao=otimizou o algoritmo | valor=2724
linha=4330 | nome=Natalia | acao=escreveu o relatorio | valor=6509
linha=4331 | nome=Bruno | acao=estudou computacao | valor=2527
linha=4332 | nome=Vitor | acao=estudou computacao | valor=9916
linha=4333 | nome=Ana | acao=comparou as metricas | valor=7872
linha=4334 | nome=Carlos | acao=executou o benchmark | valor=9137
linha=4335 | nome=Otavio | acao=otimizou o algoritmo | valor=7415
linha=4336 | nome=Karen | acao=participou da aula | valor=9242
linha=4337 | nome=Daniela | acao=escreveu o relatorio | valor=6183
linha=4338 | nome=Joao | acao=executou o benchmark | valor=3422
linha=4339 | nome=Renata | acao=escreveu o relatorio | valor=5614
linha=4340 | nome=Joao | acao=otimizou o algoritmo | valor=2891
linha=4341 | nome=Paulo | acao=escreveu o relatorio | valor=2213
linha=4342 | nome=Felipe | acao=estudou computacao | valor=3990
linha=4343 | nome=Carlos | acao=executou o benchmark | valor=4572
linha=4344 | nome=Natalia | acao=estudou computacao | valor=8886
linha=4345 | nome=Mariana | acao=otimizou o algoritmo | valor=3748
linha=4346 | nome=Sofia | acao=analisou os resultados | valor=6534
linha=4347 | nome=Otavio | acao=executou o benchmark | valor=3448
linha=4348 | nome=Bruno | acao=otimizou o algoritmo | valor=2461
linha=4349 | nome=Joao | acao=estudou computacao | valor=7777
linha=4350 | nome=Lucas | acao=participou da aula | valor=8919
linha=4351 | nome=Tiago | acao=executou o benchmark | valor=6484
linha=4352 | nome=Felipe | acao=otimizou o algoritmo | valor=8922
linha=4353 | nome=Lucas | acao=fez um experimento | valor=2388
linha=4354 | nome=Tiago | acao=participou da aula | valor=1755
linha=4355 | nome=Tiago | acao=participou da aula | valor=5246
linha=4356 | nome=Joao | acao=executou o benchmark | valor=5426
linha=4357 | nome=Daniela | acao=fez um experimento | valor=3401
linha=4358 | nome=Karen | acao=escreveu o relatorio | valor=3280
linha=4359 | nome=Karen | acao=executou o benchmark | valor=7204
linha=4360 | nome=Helena | acao=comparou as metricas | valor=8256
linha=4361 | nome=Felipe | acao=estudou computacao | valor=4719
linha=4362 | nome=Lucas | acao=executou o benchmark | valor=4898
linha=4363 | nome=Carlos | acao=estudou computacao | valor=2954
linha=4364 | nome=Mariana | acao=escreveu o relatorio | valor=6529
linha=4365 | nome=Daniela | acao=participou da aula | valor=7093
linha=4366 | nome=Helena | acao=comparou as metricas | valor=6977
linha=4367 | nome=Lucas | acao=comparou as metricas | valor=9579
linha=4368 | nome=Daniela | acao=comparou as metricas | valor=2694
linha=4369 | nome=Paulo | acao=comparou as metricas | valor=9491
linha=4370 | nome=Carlos | acao=escreveu o relatorio | valor=1067
linha=4371 | nome=Natalia | acao=otimizou o algoritmo | valor=8585
linha=4372 | nome=Bruno | acao=fez um experimento | valor=8471
linha=4373 | nome=Renata | acao=estudou computacao | valor=1756
linha=4374 | nome=Eduarda | acao=participou da aula | valor=6315
linha=4375 | nome=Eduarda | acao=analisou os resultados | valor=8002
linha=4376 | nome=Felipe | acao=comparou as metricas | valor=7771
linha=4377 | nome=Vitor | acao=otimizou o algoritmo | valor=5886
linha=4378 | nome=Sofia | acao=estudou computacao | valor=3247
linha=4379 | nome=Eduarda | acao=otimizou o algoritmo | valor=7489
linha=4380 | nome=Paulo | acao=otimizou o algoritmo | valor=9187
linha=4381 | nome=Natalia | acao=fez um experimento | valor=6098
linha=4382 | nome=Gabriela | acao=otimizou o algoritmo | valor=1904
linha=4383 | nome=Tiago | acao=analisou os resultados | valor=8151
linha=4384 | nome=Mariana | acao=estudou computacao | valor=2127
linha=4385 | nome=Bruno | acao=participou da aula | valor=4590
linha=4386 | nome=Ana | acao=executou o benchmark | valor=3858
linha=4387 | nome=Daniela | acao=escreveu o relatorio | valor=2684
linha=4388 | nome=Ana | acao=participou da aula | valor=5666
linha=4389 | nome=Karen | acao=comparou as metricas | valor=4461
linha=4390 | nome=Gabriela | acao=executou o benchmark | valor=8556
linha=4391 | nome=Paulo | acao=analisou os resultados | valor=2909
linha=4392 | nome=Helena | acao=otimizou o algoritmo | valor=3608
linha=4393 | nome=Karen | acao=escreveu o relatorio | valor=5224
linha=4394 | nome=Vitor | acao=analisou os resultados | valor=9315
linha=4395 | nome=Mariana | acao=otimizou o algoritmo | valor=3635
linha=4396 | nome=Vitor | acao=participou da aula | valor=3807
linha=4397 | nome=Karen | acao=otimizou o algoritmo | valor=8059
linha=4398 | nome=Bruno | acao=analisou os resultados | valor=9808
linha=4399 | nome=Carlos | acao=escreveu o relatorio | valor=6973
linha=4400 | nome=Igor | acao=analisou os resultados | valor=1337
linha=4401 | nome=Karen | acao=analisou os resultados | valor=5517
linha=4402 | nome=Daniela | acao=escreveu o relatorio | valor=4777
linha=4403 | nome=Joao | acao=otimizou o algoritmo | valor=4803
linha=4404 | nome=Lucas | acao=executou o benchmark | valor=4015
linha=4405 | nome=Bruno | acao=fez um experimento | valor=5981
linha=4406 | nome=Sofia | acao=analisou os resultados | valor=1459
linha=4407 | nome=Bruno | acao=comparou as metricas | valor=9736
linha=4408 | nome=Sofia | acao=estudou computacao | valor=7034
linha=4409 | nome=Paulo | acao=otimizou o algoritmo | valor=6598
linha=4410 | nome=Daniela | acao=escreveu o relatorio | valor=9237
linha=4411 | nome=Ana | acao=fez um experimento | valor=1155
linha=4412 | nome=Renata | acao=analisou os resultados | valor=2557
linha=4413 | nome=Tiago | acao=escreveu o relatorio | valor=4086
linha=4414 | nome=Igor | acao=participou da aula | valor=2353
linha=4415 | nome=Felipe | acao=comparou as metricas | valor=4954
linha=4416 | nome=Helena | acao=fez um experimento | valor=7213
linha=4417 | nome=Daniela | acao=escreveu o relatorio | valor=7425
linha=4418 | nome=Eduarda | acao=executou o benchmark | valor=6941
linha=4419 | nome=Gabriela | acao=executou o benchmark | valor=6275
linha=4420 | nome=Karen | acao=otimizou o algoritmo | valor=5977
linha=4421 | nome=Tiago | acao=escreveu o relatorio | valor=7020
linha=4422 | nome=Otavio | acao=otimizou o algoritmo | valor=1014
linha=4423 | nome=Carlos | acao=otimizou o algoritmo | valor=8272
linha=4424 | nome=Bruno | acao=executou o benchmark | valor=3389
linha=4425 | nome=Gabriela | acao=analisou os resultados | valor=6848
linha=4426 | nome=Daniela | acao=otimizou o algoritmo | valor=8084
linha=4427 | nome=Igor | acao=executou o benchmark | valor=4286
linha=4428 | nome=Lucas | acao=executou o benchmark | valor=3960
linha=4429 | nome=Helena | acao=otimizou o algoritmo | valor=1894
linha=4430 | nome=Joao | acao=fez um experimento | valor=6313
linha=4431 | nome=Paulo | acao=executou o benchmark | valor=4314
linha=4432 | nome=Ana | acao=comparou as metricas | valor=4063
linha=4433 | nome=Joao | acao=participou da aula | valor=6641
linha=4434 | nome=Paulo | acao=fez um experimento | valor=6876
linha=4435 | nome=Helena | acao=estudou computacao | valor=3552
linha=4436 | nome=Paulo | acao=otimizou o algoritmo | valor=1705
linha=4437 | nome=Bruno | acao=escreveu o relatorio | valor=9404
linha=4438 | nome=Joao | acao=analisou os resultados | valor=9131
linha=4439 | nome=Mariana | acao=otimizou o algoritmo | valor=2972
linha=4440 | nome=Natalia | acao=otimizou o algoritmo | valor=1449
linha=4441 | nome=Lucas | acao=estudou computacao | valor=6204
linha=4442 | nome=Mariana | acao=comparou as metricas | valor=4910
linha=4443 | nome=Eduarda | acao=escreveu o relatorio | valor=2109
linha=4444 | nome=Sofia | acao=escreveu o relatorio | valor=7059
linha=4445 | nome=Carlos | acao=fez um experimento | valor=7481
linha=4446 | nome=Gabriela | acao=otimizou o algoritmo | valor=3454
linha=4447 | nome=Lucas | acao=analisou os resultados | valor=5849
linha=4448 | nome=Joao | acao=estudou computacao | valor=9381
linha=4449 | nome=Lucas | acao=fez um experimento | valor=7187
linha=4450 | nome=Helena | acao=fez um experimento | valor=2162
linha=4451 | nome=Joao | acao=otimizou o algoritmo | valor=6121
linha=4452 | nome=Carlos | acao=fez um experimento | valor=5585
linha=4453 | nome=Otavio | acao=participou da aula | valor=6300
linha=4454 | nome=Bruno | acao=otimizou o algoritmo | valor=9798
linha=4455 | nome=Carlos | acao=estudou computacao | valor=7609
linha=4456 | nome=Paulo | acao=otimizou o algoritmo | valor=7822
linha=4457 | nome=Eduarda | acao=comparou as metricas | valor=8460
linha=4458 | nome=Joao | acao=estudou computacao | valor=2457
linha=4459 | nome=Eduarda | acao=otimizou o algoritmo | valor=2578
linha=4460 | nome=Ana | acao=fez um experimento | valor=8792
linha=4461 | nome=Otavio | acao=estudou computacao | valor=5971
linha=4462 | nome=Tiago | acao=comparou as metricas | valor=1225
linha=4463 | nome=Karen | acao=executou o benchmark | valor=3891
linha=4464 | nome=Karen | acao=comparou as metricas | valor=8088
linha=4465 | nome=Helena | acao=comparou as metricas | valor=8399
linha=4466 | nome=Renata | acao=estudou computacao | valor=5251
linha=4467 | nome=Vitor | acao=executou o benchmark | valor=9872
linha=4468 | nome=Helena | acao=estudou computacao | valor=3937
linha=4469 | nome=Renata | acao=fez um experimento | valor=4990
linha=4470 | nome=Lucas | acao=otimizou o algoritmo | valor=4583
linha=4471 | nome=Natalia | acao=escreveu o relatorio | valor=5681
linha=4472 | nome=Helena | acao=comparou as metricas | valor=1172
linha=4473 | nome=Renata | acao=comparou as metricas | valor=1544
linha=4474 | nome=Ana | acao=escreveu o relatorio | valor=9665
linha=4475 | nome=Natalia | acao=comparou as metricas | valor=6249
linha=4476 | nome=Eduarda | acao=estudou computacao | valor=9754
linha=4477 | nome=Vitor | acao=otimizou o algoritmo | valor=4884
linha=4478 | nome=Gabriela | acao=escreveu o relatorio | valor=5354
linha=4479 | nome=Mariana | acao=estudou computacao | valor=6305
linha=4480 | nome=Felipe | acao=escreveu o relatorio | valor=5719
linha=4481 | nome=Helena | acao=analisou os resultados | valor=8460
linha=4482 | nome=Mariana | acao=analisou os resultados | valor=9550
linha=4483 | nome=Renata | acao=estudou computacao | valor=2120
linha=4484 | nome=Joao | acao=participou da aula | valor=5368
linha=4485 | nome=Karen | acao=participou da aula | valor=8360
linha=4486 | nome=Mariana | acao=escreveu o relatorio | valor=3895
linha=4487 | nome=Otavio | acao=escreveu o relatorio | valor=1410
linha=4488 | nome=Karen | acao=executou o benchmark | valor=4110
linha=4489 | nome=Sofia | acao=executou o benchmark | valor=5450
linha=4490 | nome=Mariana | acao=executou o benchmark | valor=4725
linha=4491 | nome=Karen | acao=analisou os resultados | valor=5717
linha=4492 | nome=Otavio | acao=analisou os resultados | valor=4614
linha=4493 | nome=Natalia | acao=escreveu o relatorio | valor=5899
linha=4494 | nome=Mariana | acao=estudou computacao | valor=8777
linha=4495 | nome=Bruno | acao=analisou os resultados | valor=5558
linha=4496 | nome=Carlos | acao=executou o benchmark | valor=7419
linha=4497 | nome=Ana | acao=executou o benchmark | valor=3558
linha=4498 | nome=Renata | acao=estudou computacao | valor=8621
linha=4499 | nome=Otavio | acao=escreveu o relatorio | valor=2377
linha=4500 | nome=Lucas | acao=executou o benchmark | valor=1187
linha=4501 | nome=Natalia | acao=executou o benchmark | valor=8122
linha=4502 | nome=Carlos | acao=fez um experimento | valor=4891
linha=4503 | nome=Felipe | acao=comparou as metricas | valor=6371
linha=4504 | nome=Eduarda | acao=fez um experimento | valor=3114
linha=4505 | nome=Daniela | acao=escreveu o relatorio | valor=4700
linha=4506 | nome=Vitor | acao=fez um experimento | valor=1002
linha=4507 | nome=Helena | acao=executou o benchmark | valor=3363
linha=4508 | nome=Karen | acao=otimizou o algoritmo | valor=3672
linha=4509 | nome=Lucas | acao=otimizou o algoritmo | valor=7401
linha=4510 | nome=Bruno | acao=analisou os resultados | valor=7266
linha=4511 | nome=Renata | acao=participou da aula | valor=3363
linha=4512 | nome=Eduarda | acao=comparou as metricas | valor=3276
linha=4513 | nome=Sofia | acao=fez um experimento | valor=4255
linha=4514 | nome=Helena | acao=comparou as metricas | valor=5063
linha=4515 | nome=Mariana | acao=otimizou o algoritmo | valor=6349
linha=4516 | nome=Joao | acao=executou o benchmark | valor=5150
linha=4517 | nome=Otavio | acao=escreveu o relatorio | valor=8841
linha=4518 | nome=Carlos | acao=otimizou o algoritmo | valor=5324
linha=4519 | nome=Eduarda | acao=otimizou o algoritmo | valor=3692
linha=4520 | nome=Daniela | acao=fez um experimento | valor=9816
linha=4521 | nome=Helena | acao=fez um experimento | valor=2903
linha=4522 | nome=Helena | acao=otimizou o algoritmo | valor=6743
linha=4523 | nome=Daniela | acao=estudou computacao | valor=4271
linha=4524 | nome=Vitor | acao=escreveu o relatorio | valor=5650
linha=4525 | nome=Ana | acao=otimizou o algoritmo | valor=3312
linha=4526 | nome=Joao | acao=executou o benchmark | valor=5942
linha=4527 | nome=Carlos | acao=escreveu o relatorio | valor=3556
linha=4528 | nome=Mariana | acao=comparou as metricas | valor=7046
linha=4529 | nome=Sofia | acao=estudou computacao | valor=1049
linha=4530 | nome=Felipe | acao=executou o benchmark | valor=5790
linha=4531 | nome=Daniela | acao=comparou as metricas | valor=3500
linha=4532 | nome=Natalia | acao=otimizou o algoritmo | valor=7585
linha=4533 | nome=Ana | acao=executou o benchmark | valor=1647
linha=4534 | nome=Lucas | acao=executou o benchmark | valor=6342
linha=4535 | nome=Otavio | acao=escreveu o relatorio | valor=4536
linha=4536 | nome=Joao | acao=fez um experimento | valor=4624
linha=4537 | nome=Igor | acao=escreveu o relatorio | valor=2519
linha=4538 | nome=Karen | acao=otimizou o algoritmo | valor=5944
linha=4539 | nome=Mariana | acao=comparou as metricas | valor=5579
linha=4540 | nome=Mariana | acao=estudou computacao | valor=8456
linha=4541 | nome=Natalia | acao=escreveu o relatorio | valor=9578
linha=4542 | nome=Ana | acao=estudou computacao | valor=2527
linha=4543 | nome=Vitor | acao=fez um experimento | valor=3308
linha=4544 | nome=Daniela | acao=analisou os resultados | valor=5217
linha=4545 | nome=Renata | acao=executou o benchmark | valor=9155
linha=4546 | nome=Lucas | acao=comparou as metricas | valor=7082
linha=4547 | nome=Carlos | acao=analisou os resultados | valor=5357
linha=4548 | nome=Igor | acao=comparou as metricas | valor=3776
linha=4549 | nome=Natalia | acao=analisou os resultados | valor=4654
linha=4550 | nome=Felipe | acao=escreveu o relatorio | valor=1337
linha=4551 | nome=Gabriela | acao=otimizou o algoritmo | valor=8161
linha=4552 | nome=Vitor | acao=escreveu o relatorio | valor=5537
linha=4553 | nome=Lucas | acao=executou o benchmark | valor=4655
linha=4554 | nome=Carlos | acao=executou o benchmark | valor=5301
linha=4555 | nome=Joao | acao=comparou as metricas | valor=8109
linha=4556 | nome=Vitor | acao=fez um experimento | valor=9052
linha=4557 | nome=Karen | acao=executou o benchmark | valor=8556
linha=4558 | nome=Felipe | acao=estudou computacao | valor=8234
linha=4559 | nome=Renata | acao=estudou computacao | valor=5689
linha=4560 | nome=Carlos | acao=participou da aula | valor=4502
linha=4561 | nome=Tiago | acao=fez um experimento | valor=2279
linha=4562 | nome=Felipe | acao=estudou computacao | valor=8252
linha=4563 | nome=Carlos | acao=participou da aula | valor=9970
linha=4564 | nome=Daniela | acao=executou o benchmark | valor=7737
linha=4565 | nome=Gabriela | acao=fez um experimento | valor=7089
linha=4566 | nome=Gabriela | acao=participou da aula | valor=4725
linha=4567 | nome=Igor | acao=escreveu o relatorio | valor=5165
linha=4568 | nome=Renata | acao=estudou computacao | valor=4748
linha=4569 | nome=Paulo | acao=participou da aula | valor=4742
linha=4570 | nome=Igor | acao=analisou os resultados | valor=2788
linha=4571 | nome=Natalia | acao=estudou computacao | valor=2841
linha=4572 | nome=Karen | acao=comparou as metricas | valor=5421
linha=4573 | nome=Vitor | acao=fez um experimento | valor=5847
linha=4574 | nome=Karen | acao=fez um experimento | valor=1992
linha=4575 | nome=Ana | acao=escreveu o relatorio | valor=8753
linha=4576 | nome=Igor | acao=fez um experimento | valor=8331
linha=4577 | nome=Tiago | acao=otimizou o algoritmo | valor=8687
linha=4578 | nome=Mariana | acao=analisou os resultados | valor=4490
linha=4579 | nome=Vitor | acao=executou o benchmark | valor=1613
linha=4580 | nome=Mariana | acao=executou o benchmark | valor=4083
linha=4581 | nome=Otavio | acao=fez um experimento | valor=4380
linha=4582 | nome=Mariana | acao=executou o benchmark | valor=7007
linha=4583 | nome=Natalia | acao=estudou computacao | valor=1171
linha=4584 | nome=Bruno | acao=comparou as metricas | valor=8002
linha=4585 | nome=Vitor | acao=analisou os resultados | valor=2995
linha=4586 | nome=Daniela | acao=analisou os resultados | valor=1635
linha=4587 | nome=Daniela | acao=otimizou o algoritmo | valor=8799
linha=4588 | nome=Joao | acao=escreveu o relatorio | valor=7866
linha=4589 | nome=Carlos | acao=otimizou o algoritmo | valor=2117
linha=4590 | nome=Karen | acao=participou da aula | valor=9953
linha=4591 | nome=Felipe | acao=estudou computacao | valor=5009
linha=4592 | nome=Eduarda | acao=fez um experimento | valor=7909
linha=4593 | nome=Vitor | acao=otimizou o algoritmo | valor=4025
linha=4594 | nome=Renata | acao=escreveu o relatorio | valor=1649
linha=4595 | nome=Ana | acao=estudou computacao | valor=8666
linha=4596 | nome=Igor | acao=executou o benchmark | valor=6013
linha=4597 | nome=Lucas | acao=otimizou o algoritmo | valor=6222
linha=4598 | nome=Karen | acao=comparou as metricas | valor=7791
linha=4599 | nome=Helena | acao=otimizou o algoritmo | valor=6766
linha=4600 | nome=Lucas | acao=executou o benchmark | valor=3334
linha=4601 | nome=Igor | acao=analisou os resultados | valor=2287
linha=4602 | nome=Bruno | acao=participou da aula | valor=1686
linha=4603 | nome=Lucas | acao=analisou os resultados | valor=1374
linha=4604 | nome=Lucas | acao=executou o benchmark | valor=3598
linha=4605 | nome=Daniela | acao=participou da aula | valor=2692
linha=4606 | nome=Gabriela | acao=analisou os resultados | valor=3210
linha=4607 | nome=Daniela | acao=comparou as metricas | valor=6086
linha=4608 | nome=Eduarda | acao=analisou os resultados | valor=5722
linha=4609 | nome=Mariana | acao=executou o benchmark | valor=7378
linha=4610 | nome=Renata | acao=participou da aula | valor=3736
linha=4611 | nome=Paulo | acao=fez um experimento | valor=1598
linha=4612 | nome=Ana | acao=escreveu o relatorio | valor=8005
linha=4613 | nome=Felipe | acao=escreveu o relatorio | valor=8483
linha=4614 | nome=Tiago | acao=estudou computacao | valor=4875
linha=4615 | nome=Eduarda | acao=participou da aula | valor=5701
linha=4616 | nome=Ana | acao=otimizou o algoritmo | valor=8695
linha=4617 | nome=Igor | acao=otimizou o algoritmo | valor=5608
linha=4618 | nome=Helena | acao=executou o benchmark | valor=8301
linha=4619 | nome=Felipe | acao=fez um experimento | valor=5095
linha=4620 | nome=Otavio | acao=escreveu o relatorio | valor=3032
linha=4621 | nome=Mariana | acao=fez um experimento | valor=6943
linha=4622 | nome=Felipe | acao=executou o benchmark | valor=9485
linha=4623 | nome=Gabriela | acao=analisou os resultados | valor=3746
linha=4624 | nome=Felipe | acao=escreveu o relatorio | valor=1366
linha=4625 | nome=Natalia | acao=participou da aula | valor=6968
linha=4626 | nome=Eduarda | acao=otimizou o algoritmo | valor=2041
linha=4627 | nome=Otavio | acao=comparou as metricas | valor=4743
linha=4628 | nome=Bruno | acao=escreveu o relatorio | valor=4273
linha=4629 | nome=Eduarda | acao=otimizou o algoritmo | valor=2763
linha=4630 | nome=Eduarda | acao=executou o benchmark | valor=8702
linha=4631 | nome=Ana | acao=fez um experimento | valor=3875
linha=4632 | nome=Felipe | acao=executou o benchmark | valor=9742
linha=4633 | nome=Gabriela | acao=analisou os resultados | valor=5931
linha=4634 | nome=Lucas | acao=analisou os resultados | valor=9561
linha=4635 | nome=Eduarda | acao=fez um experimento | valor=6762
linha=4636 | nome=Eduarda | acao=fez um experimento | valor=6545
linha=4637 | nome=Lucas | acao=comparou as metricas | valor=7825
linha=4638 | nome=Natalia | acao=fez um experimento | valor=3208
linha=4639 | nome=Renata | acao=escreveu o relatorio | valor=9460
linha=4640 | nome=Carlos | acao=otimizou o algoritmo | valor=7344
linha=4641 | nome=Gabriela | acao=analisou os resultados | valor=7310
linha=4642 | nome=Renata | acao=participou da aula | valor=5696
linha=4643 | nome=Helena | acao=comparou as metricas | valor=2123
linha=4644 | nome=Eduarda | acao=fez um experimento | valor=7087
linha=4645 | nome=Carlos | acao=fez um experimento | valor=7940
linha=4646 | nome=Sofia | acao=comparou as metricas | valor=8638
