linha=1 | nome=Ana | acao=estudou computacao | valor=3240
linha=4268 | nome=Renata | acao=executou o benchmark | valor=4346
linha=4269 | nome=Sofia | acao=comparou as metricas | valor=8156
linha=4270 | nome=Carlos | acao=participou da aula | valor=8586
linha=4271 | nome=Mariana | acao=comparou as metricas | valor=9576
linha=4272 | nome=Otavio | acao=comparou as metricas | valor=1303
linha=4273 | nome=Carlos | acao=executou o benchmark | valor=1378
linha=4274 | nome=Carlos | acao=escreveu o relatorio | valor=2422
linha=4275 | nome=Helena | acao=fez um experimento | valor=9891
linha=4276 | nome=Joao | acao=analisou os resultados | valor=5866
linha=4277 | nome=Gabriela | acao=escreveu o relatorio | valor=8620
linha=4278 | nome=Mariana | acao=otimizou o algoritmo | valor=1678
linha=4279 | nome=Sofia | acao=comparou as metricas | valor=6183
linha=4280 | nome=Mariana | acao=participou da aula | valor=5689
linha=4281 | nome=Daniela | acao=fez um experimento | valor=3204
linha=4282 | nome=Joao | acao=participou da aula | valor=9184
linha=4283 | nome=Otavio | acao=comparou as metricas | valor=3254
linha=4284 | nome=Felipe | acao=estudou computacao | valor=7722
linha=4285 | nome=Felipe | acao=otimizou o algoritmo | valor=7742
linha=4286 | nome=Bruno | acao=otimizou o algoritmo | valor=1843
linha=4287 | nome=Mariana | acao=otimizou o algoritmo | valor=3417
linha=4288 | nome=Felipe | acao=executou o benchmark | valor=1651
linha=4289 | nome=Helena | acao=escreveu o relatorio | valor=6571
linha=4290 | nome=Karen | acao=escreveu o relatorio | valor=1603
linha=4291 | nome=Paulo | acao=executou o benchmark | valor=1175
linha=4292 | nome=Lucas | acao=executou o benchmark | valor=7045
linha=4293 | nome=Eduarda | acao=analisou os resultados | valor=3191
linha=4294 | nome=Gabriela | acao=participou da aula | valor=1800
linha=4295 | nome=Felipe | acao=analisou os resultados | valor=5169
linha=4296 | nome=Lucas | acao=comparou as metricas | valor=4533
linha=4297 | nome=Karen | acao=comparou as metricas | valor=7221
linha=4298 | nome=Tiago | acao=otimizou o algoritmo | valor=9184
linha=4299 | nome=Tiago | acao=fez um experimento | valor=3539
linha=4300 | nome=Renata | acao=analisou os resultados | valor=9933
linha=4301 | nome=Otavio | acao=otimizou o algoritmo | valor=3699
linha=4302 | nome=Paulo | acao=participou da aula | valor=1388
linha=4303 | nome=Sofia | acao=escreveu o relatorio | valor=3303
linha=4304 | nome=Sofia | acao=participou da aula | valor=9721
linha=4305 | nome=Lucas | acao=estudou computacao | valor=5401
linha=4306 | nome=Bruno | acao=executou o benchmark | valor=6400
linha=4307 | nome=Felipe | acao=estudou computacao | valor=2397
linha=4308 | nome=Gabriela | acao=otimizou o algoritmo | valor=7866
linha=4309 | nome=Gabriela | acao=escreveu o relatorio | valor=2043
linha=4310 | nome=Joao | acao=estudou computacao | valor=8995
linha=4311 | nome=Ana | acao=escreveu o relatorio | valor=4084
linha=4312 | nome=Otavio | acao=executou o benchmark | valor=2096
linha=4313 | nome=Lucas | acao=fez um experimento | valor=5428
linha=4314 | nome=Mariana | acao=participou da aula | valor=5615
linha=4315 | nome=Vitor | acao=participou da aula | valor=7785
linha=4316 | nome=Bruno | acao=fez um experimento | valor=7457
linha=4317 | nome=Daniela | acao=otimizou o algoritmo | valor=3099
linha=4318 | nome=Tiago | acao=executou o benchmark | valor=1667
linha=4319 | nome=Mariana | acao=otimizou o algoritmo | valor=2410
linha=4320 | nome=Gabriela | acao=analisou os resultados | valor=7830
linha=4321 | nome=Sofia | acao=fez um experimento | valor=2365
linha=4322 | nome=Natalia | acao=participou da aula | valor=6933
linha=4323 | nome=Felipe | acao=executou o benchmark | valor=1199
linha=4324 | nome=Sofia | acao=comparou as metricas | valor=4166
linha=4325 | nome=Daniela | acao=estudou computacao | valor=1750
linha=4326 | nome=Ana | acao=participou da aula | valor=4460
linha=4327 | nome=Natalia | acao=comparou as metricas | valor=4990
linha=4328 | nome=Carlos | acao=comparou as metricas | valor=5899
linha=4329 | nome=Felipe | acao=fez um experimento | valor=8773
linha=4330 | nome=Helena | acao=executou o benchmark | valor=3434
linha=4331 | nome=Joao | acao=participou da aula | valor=6025
linha=4332 | nome=Sofia | acao=participou da aula | valor=3481
linha=4333 | nome=Joao | acao=estudou computacao | valor=4131
linha=4334 | nome=Joao | acao=executou o benchmark | valor=7720
linha=4335 | nome=Natalia | acao=estudou computacao | valor=8703
linha=4336 | nome=Karen | acao=escreveu o relatorio | valor=9638
linha=4337 | nome=Natalia | acao=estudou computacao | valor=2063
linha=4338 | nome=Vitor | acao=comparou as metricas | valor=1298
linha=4339 | nome=Otavio | acao=fez um experimento | valor=4411
linha=4340 | nome=Karen | acao=analisou os resultados | valor=8323
linha=4341 | nome=Daniela | acao=otimizou o algoritmo | valor=3777
linha=4342 | nome=Mariana | acao=analisou os resultados | valor=2362
linha=4343 | nome=Gabriela | acao=executou o benchmark | valor=5667
linha=4344 | nome=Tiago | acao=comparou as metricas | valor=5577
linha=4345 | nome=Renata | acao=participou da aula | valor=3585
linha=4346 | nome=Otavio | acao=fez um experimento | valor=3829
linha=4347 | nome=Gabriela | acao=escreveu o relatorio | valor=3189
linha=4348 | nome=Daniela | acao=fez um experimento | valor=2571
linha=4349 | nome=Felipe | acao=fez um experimento | valor=9216
linha=4350 | nome=Mariana | acao=analisou os resultados | valor=9298
linha=4351 | nome=Lucas | acao=participou da aula | valor=7513
linha=4352 | nome=Felipe | acao=estudou computacao | valor=3861
linha=4353 | nome=Carlos | acao=escreveu o relatorio | valor=6469
linha=4354 | nome=Tiago | acao=executou o benchmark | valor=2771
linha=4355 | nome=Carlos | acao=otimizou o algoritmo | valor=7162
linha=4356 | nome=Vitor | acao=analisou os resultados | valor=4030
linha=4357 | nome=Sofia | acao=estudou computacao | valor=6659
linha=4358 | nome=Sofia | acao=fez um experimento | valor=5528
linha=4359 | nome=Karen | acao=fez um experimento | valor=5226
linha=4360 | nome=Gabriela | acao=comparou as metricas | valor=3208
linha=4361 | nome=Helena | acao=estudou computacao | valor=2604
linha=4362 | nome=Sofia | acao=comparou as metricas | valor=4978
linha=4363 | nome=Tiago | acao=fez um experimento | valor=5735
linha=4364 | nome=Gabriela | acao=estudou computacao | valor=9811
linha=4365 | nome=Gabriela | acao=executou o benchmark | valor=8660
linha=4366 | nome=Lucas | acao=fez um experimento | valor=6643
linha=4367 | nome=Vitor | acao=analisou os resultados | valor=3670
linha=4368 | nome=Felipe | acao=analisou os resultados | valor=2075
linha=4369 | nome=Gabriela | acao=escreveu o relatorio | valor=8380
linha=4370 | nome=Daniela | acao=comparou as metricas | valor=4712
linha=4371 | nome=Bruno | acao=executou o benchmark | valor=3988
linha=4372 | nome=Felipe | acao=estudou computacao | valor=3871
linha=4373 | nome=Helena | acao=otimizou o algoritmo | valor=4969
linha=4374 | nome=Sofia | acao=otimizou o algoritmo | valor=1508
linha=4375 | nome=Sofia | acao=executou o benchmark | valor=9605
linha=4376 | nome=Karen | acao=participou da aula | valor=2351
linha=4377 | nome=Renata | acao=analisou os resultados | valor=2667
linha=4378 | nome=Mariana | acao=otimizou o algoritmo | valor=9657
linha=4379 | nome=Sofia | acao=analisou os resultados | valor=5188
linha=4380 | nome=Carlos | acao=fez um experimento | valor=3256
linha=4381 | nome=Ana | acao=executou o benchmark | valor=3778
linha=4382 | nome=Lucas | acao=escreveu o relatorio | valor=7029
linha=4383 | nome=Natalia | acao=fez um experimento | valor=4673
linha=4384 | nome=Sofia | acao=analisou os resultados | valor=5702
linha=4385 | nome=Helena | acao=fez um experimento | valor=9012
linha=4386 | nome=Sofia | acao=executou o benchmark | valor=7063
linha=4387 | nome=Felipe | acao=fez um experimento | valor=6282
linha=4388 | nome=Natalia | acao=analisou os resultados | valor=5663
linha=4389 | nome=Daniela | acao=participou da aula | valor=2530
linha=4390 | nome=Joao | acao=participou da aula | valor=2477
linha=4391 | nome=Lucas | acao=comparou as metricas | valor=4929
linha=4392 | nome=Daniela | acao=escreveu o relatorio | valor=1152
linha=4393 | nome=Natalia | acao=escreveu o relatorio | valor=8232
linha=4394 | nome=Lucas | acao=analisou os resultados | valor=8491
linha=4395 | nome=Otavio | acao=executou o benchmark | valor=6444
linha=4396 | nome=Eduarda | acao=participou da aula | valor=7094
linha=4397 | nome=Renata | acao=executou o benchmark | valor=6524
linha=4398 | nome=Carlos | acao=estudou computacao | valor=2817
linha=4399 | nome=Gabriela | acao=escreveu o relatorio | valor=5130
linha=4400 | nome=Lucas | acao=comparou as metricas | valor=2698
linha=4401 | nome=Lucas | acao=estudou computacao | valor=1766
linha=4402 | nome=Gabriela | acao=fez um experimento | valor=2345
linha=4403 | nome=Mariana | acao=estudou computacao | valor=1337
linha=4404 | nome=Vitor | acao=executou o benchmark | valor=7393
linha=4405 | nome=Mariana | acao=participou da aula | valor=4047
linha=4406 | nome=Sofia | acao=otimizou o algoritmo | valor=2860
linha=4407 | nome=Vitor | acao=executou o benchmark | valor=9078
linha=4408 | nome=Bruno | acao=otimizou o algoritmo | valor=6592
linha=4409 | nome=Igor | acao=participou da aula | valor=8822
linha=4410 | nome=Carlos | acao=comparou as metricas | valor=5856
linha=4411 | nome=Mariana | acao=comparou as metricas | valor=3293
linha=4412 | nome=Mariana | acao=estudou computacao | valor=1385
linha=4413 | nome=Otavio | acao=fez um experimento | valor=8564
linha=4414 | nome=Lucas | acao=executou o benchmark | valor=1968
linha=4415 | nome=Carlos | acao=escreveu o relatorio | valor=2175
linha=4416 | nome=Otavio | acao=comparou as metricas | valor=8236
linha=4417 | nome=Mariana | acao=otimizou o algoritmo | valor=1102
linha=4418 | nome=Felipe | acao=estudou computacao | valor=3774
linha=4419 | nome=Felipe | acao=participou da aula | valor=7043
linha=4420 | nome=Karen | acao=comparou as metricas | valor=5993
linha=4421 | nome=Lucas | acao=executou o benchmark | valor=1791
linha=4422 | nome=Lucas | acao=estudou computacao | valor=9782
linha=4423 | nome=Karen | acao=escreveu o relatorio | valor=1472
linha=4424 | nome=Otavio | acao=executou o benchmark | valor=3609
linha=4425 | nome=Ana | acao=analisou os resultados | valor=3849
linha=4426 | nome=Igor | acao=fez um experimento | valor=3442
linha=4427 | nome=Carlos | acao=participou da aula | valor=1269
linha=4428 | nome=Mariana | acao=comparou as metricas | valor=2992
linha=4429 | nome=Paulo | acao=fez um experimento | valor=9053
linha=4430 | nome=Igor | acao=comparou as metricas | valor=8857
linha=4431 | nome=Joao | acao=escreveu o relatorio | valor=9039
linha=4432 | nome=Eduarda | acao=analisou os resultados | valor=9344
linha=4433 | nome=Igor | acao=escreveu o relatorio | valor=8169
linha=4434 | nome=Sofia | acao=analisou os resultados | valor=2690
linha=4435 | nome=Igor | acao=estudou computacao | valor=3683
linha=4436 | nome=Karen | acao=otimizou o algoritmo | valor=5398
linha=4437 | nome=Daniela | acao=estudou computacao | valor=1627
linha=4438 | nome=Felipe | acao=comparou as metricas | valor=3283
linha=4439 | nome=Lucas | acao=executou o benchmark | valor=3646
linha=4440 | nome=Renata | acao=otimizou o algoritmo | valor=1594
linha=4441 | nome=Carlos | acao=participou da aula | valor=9995
linha=4442 | nome=Helena | acao=escreveu o relatorio | valor=8595
linha=4443 | nome=Joao | acao=estudou computacao | valor=2446
linha=4444 | nome=Carlos | acao=fez um experimento | valor=9505
linha=4445 | nome=Sofia | acao=escreveu o relatorio | valor=9190
linha=4446 | nome=Carlos | acao=analisou os resultados | valor=8879
linha=4447 | nome=Joao | acao=analisou os resultados | valor=6955
linha=4448 | nome=Renata | acao=executou o benchmark | valor=4681
linha=4449 | nome=Eduarda | acao=escreveu o relatorio | valor=5363
linha=4450 | nome=Ana | acao=fez um experimento | valor=8906
linha=4451 | nome=Gabriela | acao=comparou as metricas | valor=2589
linha=4452 | nome=Felipe | acao=comparou as metricas | valor=8074
linha=4453 | nome=Renata | acao=estudou computacao | valor=5000
linha=4454 | nome=Natalia | acao=executou o benchmark | valor=1798
linha=4455 | nome=Mariana | acao=participou da aula | valor=8792
linha=4456 | nome=Ana | acao=executou o benchmark | valor=9265
linha=4457 | nome=Paulo | acao=analisou os resultados | valor=9819
linha=4458 | nome=Sofia | acao=escreveu o relatorio | valor=1134
linha=4459 | nome=Lucas | acao=analisou os resultados | valor=9215
linha=4460 | nome=Mariana | acao=analisou os resultados | valor=1957
linha=4461 | nome=Ana | acao=participou da aula | valor=4539
linha=4462 | nome=Paulo | acao=executou o benchmark | valor=8424
linha=4463 | nome=Igor | acao=comparou as metricas | valor=8900
linha=4464 | nome=Igor | acao=participou da aula | valor=5430
linha=4465 | nome=Karen | acao=analisou os resultados | valor=5644
linha=4466 | nome=Carlos | acao=estudou computacao | valor=7999
linha=4467 | nome=Renata | acao=otimizou o algoritmo | valor=6877
linha=4468 | nome=Felipe | acao=escreveu o relatorio | valor=2948
linha=4469 | nome=Bruno | acao=analisou os resultados | valor=8106
linha=4470 | nome=Mariana | acao=estudou computacao | valor=7189
linha=4471 | nome=Carlos | acao=otimizou o algoritmo | valor=4425
linha=4472 | nome=Vitor | acao=escreveu o relatorio | valor=5535
linha=4473 | nome=Sofia | acao=estudou computacao | valor=7462
linha=4474 | nome=Natalia | acao=fez um experimento | valor=2222
linha=4475 | nome=Natalia | acao=comparou as metricas | valor=8305
linha=4476 | nome=Mariana | acao=otimizou o algoritmo | valor=3585
linha=4477 | nome=Otavio | acao=comparou as metricas | valor=6928
linha=4478 | nome=Joao | acao=comparou as metricas | valor=3602
linha=4479 | nome=Natalia | acao=executou o benchmark | valor=2843
linha=4480 | nome=Gabriela | acao=comparou as metricas | valor=5689
linha=4481 | nome=Mariana | acao=participou da aula | valor=5093
linha=4482 | nome=Lucas | acao=participou da aula | valor=3927
linha=4483 | nome=Ana | acao=estudou computacao | valor=1102
linha=4484 | nome=Joao | acao=escreveu o relatorio | valor=1534
linha=4485 | nome=Otavio | acao=estudou computacao | valor=2670
linha=4486 | nome=Bruno | acao=estudou computacao | valor=5887
linha=4487 | nome=Daniela | acao=estudou computacao | valor=7922
linha=4488 | nome=Renata | acao=analisou os resultados | valor=2400
linha=4489 | nome=Gabriela | acao=fez um experimento | valor=5871
linha=4490 | nome=Bruno | acao=otimizou o algoritmo | valor=7820
linha=4491 | nome=Otavio | acao=executou o benchmark | valor=9939
linha=4492 | nome=Daniela | acao=participou da aula | valor=5959
linha=4493 | nome=Renata | acao=executou o benchmark | valor=7392
linha=4494 | nome=Ana | acao=comparou as metricas | valor=9360
linha=4495 | nome=Lucas | acao=executou o benchmark | valor=5734
linha=4496 | nome=Igor | acao=executou o benchmark | valor=5467
linha=4497 | nome=Joao | acao=fez um experimento | valor=8803
linha=4498 | nome=Otavio | acao=comparou as metricas | valor=6508
linha=4499 | nome=Mariana | acao=otimizou o algoritmo | valor=9472
linha=4500 | nome=Igor | acao=participou da aula | valor=9624
linha=4501 | nome=Karen | acao=fez um experimento | valor=9538
linha=4502 | nome=Joao | acao=otimizou o algoritmo | valor=9848
linha=4503 | nome=Sofia | acao=executou o benchmark | valor=9033
linha=4504 | nome=Felipe | acao=participou da aula | valor=8534
linha=4505 | nome=Tiago | acao=participou da aula | valor=7409
linha=4506 | nome=Renata | acao=estudou computacao | valor=6323
linha=4507 | nome=Bruno | acao=participou da aula | valor=8148
linha=4508 | nome=Gabriela | acao=participou da aula | valor=4651
linha=4509 | nome=Joao | acao=fez um experimento | valor=4435
linha=4510 | nome=Carlos | acao=executou o benchmark | valor=7341
linha=4511 | nome=Daniela | acao=otimizou o algoritmo | valor=2209
linha=4512 | nome=Karen | acao=escreveu o relatorio | valor=8529
linha=4513 | nome=Bruno | acao=executou o benchmark | valor=5640
linha=4514 | nome=Tiago | acao=executou o benchmark | valor=9070
linha=4515 | nome=Lucas | acao=fez um experimento | valor=5637
linha=4516 | nome=Joao | acao=comparou as metricas | valor=4218
linha=4517 | nome=Bruno | acao=analisou os resultados | valor=2810
linha=4518 | nome=Daniela | acao=fez um experimento | valor=3589
linha=4519 | nome=Tiago | acao=analisou os resultados | valor=5024
linha=4520 | nome=Tiago | acao=participou da aula | valor=1924
linha=4521 | nome=Vitor | acao=analisou os resultados | valor=9419
linha=4522 | nome=Ana | acao=comparou as metricas | valor=6530
linha=4523 | nome=Vitor | acao=executou o benchmark | valor=9237
linha=4524 | nome=Lucas | acao=participou da aula | valor=9185
linha=4525 | nome=Felipe | acao=participou da aula | valor=2466
linha=4526 | nome=Gabriela | acao=fez um experimento | valor=9885
linha=4527 | nome=Tiago | acao=executou o benchmark | valor=1494
linha=4528 | nome=Ana | acao=analisou os resultados | valor=5597
linha=4529 | nome=Felipe | acao=participou da aula | valor=1503
linha=4530 | nome=Helena | acao=comparou as metricas | valor=9924
linha=4531 | nome=Felipe | acao=participou da aula | valor=4688
linha=4532 | nome=Tiago | acao=analisou os resultados | valor=3513
linha=4533 | nome=Gabriela | acao=comparou as metricas | valor=3177
linha=4534 | nome=Joao | acao=comparou as metricas | valor=4683
linha=4535 | nome=Renata | acao=estudou computacao | valor=8634
linha=4536 | nome=Lucas | acao=executou o benchmark | valor=2966
linha=4537 | nome=Karen | acao=estudou computacao | valor=9024
linha=4538 | nome=Helena | acao=comparou as metricas | valor=7204
linha=4539 | nome=Felipe | acao=participou da aula | valor=4061
linha=4540 | nome=Mariana | acao=analisou os resultados | valor=9549
linha=4541 | nome=Tiago | acao=escreveu o relatorio | valor=4606
linha=4542 | nome=Paulo | acao=escreveu o relatorio | valor=2081
linha=4543 | nome=Joao | acao=executou o benchmark | valor=1588
linha=4544 | nome=Daniela | acao=estudou computacao | valor=7692
linha=4545 | nome=Mariana | acao=executou o benchmark | valor=8510
linha=4546 | nome=Ana | acao=participou da aula | valor=4127
linha=4547 | nome=Karen | acao=escreveu o relatorio | valor=4121
linha=4548 | nome=Tiago | acao=analisou os resultados | valor=4613
linha=4549 | nome=Natalia | acao=estudou computacao | valor=1922
linha=4550 | nome=Igor | acao=estudou computacao | valor=1310
linha=4551 | nome=Lucas | acao=fez um experimento | valor=2831
linha=4552 | nome=Bruno | acao=participou da aula | valor=7917
linha=4553 | nome=Renata | acao=comparou as metricas | valor=6978
linha=4554 | nome=Igor | acao=estudou computacao | valor=8054
linha=4555 | nome=Paulo | acao=participou da aula | valor=9788
linha=4556 | nome=Felipe | acao=comparou as metricas | valor=2909
linha=4557 | nome=Lucas | acao=escreveu o relatorio | valor=1367
linha=4558 | nome=Karen | acao=estudou computacao | valor=1845
linha=4559 | nome=Helena | acao=comparou as metricas | valor=9419
linha=4560 | nome=Renata | acao=executou o benchmark | valor=6045
linha=4561 | nome=Joao | acao=otimizou o algoritmo | valor=1226
linha=4562 | nome=Helena | acao=comparou as metricas | valor=9254
linha=4563 | nome=Mariana | acao=otimizou o algoritmo | valor=5473
linha=4564 | nome=Mariana | acao=otimizou o algoritmo | valor=4235
linha=4565 | nome=Renata | acao=participou da aula | valor=8342
linha=4566 | nome=Karen | acao=estudou computacao | valor=9052
linha=4567 | nome=Helena | acao=executou o benchmark | valor=3342
linha=4568 | nome=Bruno | acao=fez um experimento | valor=9611
linha=4569 | nome=Eduarda | acao=escreveu o relatorio | valor=8534
linha=4570 | nome=Carlos | acao=fez um experimento | valor=1234
linha=4571 | nome=Tiago | acao=estudou computacao | valor=7321
linha=4572 | nome=Bruno | acao=estudou computacao | valor=2063
linha=4573 | nome=Lucas | acao=fez um experimento | valor=3853
linha=4574 | nome=Mariana | acao=fez um experimento | valor=2796
linha=4575 | nome=Igor | acao=executou o benchmark | valor=7839
linha=4576 | nome=Tiago | acao=executou o benchmark | valor=4815
linha=4577 | nome=Eduarda | acao=analisou os resultados | valor=2518
linha=4578 | nome=Ana | acao=comparou as metricas | valor=5573
linha=4579 | nome=Daniela | acao=estudou computacao | valor=8881
linha=4580 | nome=Tiago | acao=estudou computacao | valor=7583
linha=4581 | nome=Igor | acao=fez um experimento | valor=8204
linha=4582 | nome=Joao | acao=comparou as metricas | valor=8257
linha=4583 | nome=Tiago | acao=participou da aula | valor=1793
linha=4584 | nome=Paulo | acao=escreveu o relatorio | valor=1474
linha=4585 | nome=Tiago | acao=otimizou o algoritmo | valor=2951
linha=4586 | nome=Mariana | acao=comparou as metricas | valor=6190
linha=4587 | nome=Felipe | acao=comparou as metricas | valor=4654
linha=4588 | nome=Gabriela | acao=comparou as metricas | valor=4004
linha=4589 | nome=Renata | acao=comparou as metricas | valor=2877
linha=4590 | nome=Igor | acao=estudou computacao | valor=9649
linha=4591 | nome=Paulo | acao=participou da aula | valor=1591
linha=4592 | nome=Lucas | acao=fez um experimento | valor=3138
linha=4593 | nome=Otavio | acao=otimizou o algoritmo | valor=3685
linha=4594 | nome=Ana | acao=estudou computacao | valor=2542
linha=4595 | nome=Igor | acao=escreveu o relatorio | valor=8076
linha=4596 | nome=Karen | acao=otimizou o algoritmo | valor=9248
linha=4597 | nome=Daniela | acao=otimizou o algoritmo | valor=2341
linha=4598 | nome=Otavio | acao=fez um experimento | valor=1067
linha=4599 | nome=Renata | acao=escreveu o relatorio | valor=9120
linha=4600 | nome=Otavio | acao=fez um experimento | valor=2278
linha=4601 | nome=Vitor | acao=analisou os resultados | valor=6099
linha=4602 | nome=Mariana | acao=otimizou o algoritmo | valor=5745
linha=4603 | nome=Helena | acao=comparou as metricas | valor=1548
linha=4604 | nome=Renata | acao=analisou os resultados | valor=7063
linha=4605 | nome=Eduarda | acao=otimizou o algoritmo | valor=8129
linha=4606 | nome=Mariana | acao=escreveu o relatorio | valor=5327
linha=4607 | nome=Mariana | acao=participou da aula | valor=2027
linha=4608 | nome=Natalia | acao=executou o benchmark | valor=1596
linha=4609 | nome=Helena | acao=otimizou o algoritmo | valor=5357
linha=4610 | nome=Tiago | acao=comparou as metricas | valor=3268
linha=4611 | nome=Eduarda | acao=escreveu o relatorio | valor=6145
linha=4612 | nome=Helena | acao=escreveu o relatorio | valor=9560
linha=4613 | nome=Joao | acao=comparou as metricas | valor=8934
linha=4614 | nome=Natalia | acao=escreveu o relatorio | valor=4044
linha=4615 | nome=Carlos | acao=participou da aula | valor=4878
linha=4616 | nome=Natalia | acao=analisou os resultados | valor=2283
linha=4617 | nome=Otavio | acao=participou da aula | valor=7579
linha=4618 | nome=Joao | acao=fez um experimento | valor=2829
linha=4619 | nome=Felipe | acao=analisou os resultados | valor=7187
linha=4620 | nome=Felipe | acao=escreveu o relatorio | valor=3942
linha=4621 | nome=Natalia | acao=escreveu o relatorio | valor=5269
linha=4622 | nome=Sofia | acao=estudou computacao | valor=9043
linha=4623 | nome=Joao | acao=otimizou o algoritmo | valor=4073
linha=4624 | nome=Mariana | acao=participou da aula | valor=6010
linha=4625 | nome=Otavio | acao=escreveu o relatorio | valor=1926
linha=4626 | nome=Eduarda | acao=executou o benchmark | valor=5452
linha=4627 | nome=Helena | acao=otimizou o algoritmo | valor=4258
linha=4628 | nome=Otavio | acao=estudou computacao | valor=7518
linha=4629 | nome=Vitor | acao=comparou as metricas | valor=9808
linha=4630 | nome=Lucas | acao=participou da aula | valor=2940
linha=4631 | nome=Helena | acao=participou da aula | valor=1947
linha=4632 | nome=Mariana | acao=escreveu o relatorio | valor=6821
linha=4633 | nome=Lucas | acao=executou o benchmark | valor=7950
linha=4634 | nome=Renata | acao=analisou os resultados | valor=5739
linha=4635 | nome=Helena | acao=estudou computacao | valor=1226
linha=4636 | nome=Daniela | acao=escreveu o relatorio | valor=5455
linha=4637 | nome=Karen | acao=participou da aula | valor=8804
linha=4638 | nome=Gabriela | acao=otimizou o algoritmo | valor=1275
linha=4639 | nome=Bruno | acao=fez um experimento | valor=8392
linha=4640 | nome=Paulo | acao=escreveu o relatorio | valor=1993
linha=4641 | nome=Igor | acao=otimizou o algoritmo | valor=6862
linha=4642 | nome=Tiago | acao=escreveu o relatorio | valor=9918
linha=4643 | nome=Gabriela | acao=estudou computacao | valor=7178
linha=4644 | nome=Vitor | acao=otimizou o algoritmo | valor=4255
linha=4645 | nome=Mariana | acao=analisou os resultados | valor=2250
linha=4646 | nome=Paulo | acao=fez um experimento | valor=4765
linha=4647 | nome=Renata | acao=comparou as metricas | valor=3066
linha=4648 | nome=Ana | acao=comparou as metricas | valor=2382
linha=4649 | nome=Sofia | acao=fez um experimento | valor=1834
linha=4650 | nome=Igor | acao=fez um experimento | valor=4804
linha=4651 | nome=Lucas | acao=participou da aula | valor=2292
linha=4652 | nome=Bruno | acao=analisou os resultados | valor=9367
linha=4653 | nome=Helena | acao=comparou as metricas | valor=9697
linha=4654 | nome=Mariana | acao=participou da aula | valor=1845
linha=4655 | nome=Eduarda | acao=analisou os resultados | valor=3338
linha=4656 | nome=Eduarda | acao=analisou os resultados | valor=8252
linha=4657 | nome=Natalia | acao=executou o benchmark | valor=2440
linha=4658 | nome=Natalia | acao=fez um experimento | valor=4915
linha=4659 | nome=Mariana | acao=participou da aula | valor=9374
linha=4660 | nome=Tiago | acao=executou o benchmark | valor=5818
linha=4661 | nome=Felipe | acao=participou da aula | valor=6937
linha=4662 | nome=Mariana | acao=analisou os resultados | valor=9246
linha=4663 | nome=Vitor | acao=executou o benchmark | valor=6115
linha=4664 | nome=Gabriela | acao=fez um experimento | valor=3506
linha=4665 | nome=Felipe | acao=participou da aula | valor=8510
linha=4666 | nome=Eduarda | acao=escreveu o relatorio | valor=3038
linha=4667 | nome=Bruno | acao=comparou as metricas | valor=6080
linha=4668 | nome=Tiago | acao=otimizou o algoritmo | valor=2021
linha=4669 | nome=Joao | acao=comparou as metricas | valor=1108
linha=4670 | nome=Paulo | acao=fez um experimento | valor=1812
linha=4671 | nome=Lucas | acao=estudou computacao | valor=4871
linha=4672 | nome=Bruno | acao=comparou as metricas | valor=6811
linha=4673 | nome=Tiago | acao=comparou as metricas | valor=6283
linha=4674 | nome=Natalia | acao=escreveu o relatorio | valor=9098
linha=4675 | nome=Renata | acao=escreveu o relatorio | valor=3054
linha=4676 | nome=Paulo | acao=comparou as metricas | valor=5370
linha=4677 | nome=Sofia | acao=analisou os resultados | valor=7801
linha=4678 | nome=Paulo | acao=analisou os resultados | valor=4560
linha=4679 | nome=Tiago | acao=otimizou o algoritmo | valor=7409
linha=4680 | nome=Vitor | acao=participou da aula | valor=9124
linha=4681 | nome=Sofia | acao=fez um experimento | valor=9660
linha=4682 | nome=Bruno | acao=otimizou o algoritmo | valor=1772
linha=4683 | nome=Renata | acao=comparou as metricas | valor=7587
linha=4684 | nome=Ana | acao=otimizou o algoritmo | valor=5916
linha=4685 | nome=Karen | acao=escreveu o relatorio | valor=8144
linha=4686 | nome=Natalia | acao=escreveu o relatorio | valor=9957
linha=4687 | nome=Igor | acao=otimizou o algoritmo | valor=8228
linha=4688 | nome=Felipe | acao=otimizou o algoritmo | valor=9837
linha=4689 | nome=Renata | acao=analisou os resultados | valor=9584
linha=4690 | nome=Paulo | acao=comparou as metricas | valor=2043
linha=4691 | nome=Joao | acao=executou o benchmark | valor=9990
linha=4692 | nome=Renata | acao=executou o benchmark | valor=8046
linha=4693 | nome=Otavio | acao=executou o benchmark | valor=7864
linha=4694 | nome=Tiago | acao=escreveu o relatorio | valor=1239
linha=4695 | nome=Tiago | acao=escreveu o relatorio | valor=1920
linha=4696 | nome=Mariana | acao=participou da aula | valor=6466
linha=4697 | nome=Natalia | acao=comparou as metricas | valor=4418
linha=4698 | nome=Renata | acao=estudou computacao | valor=5012
linha=4699 | nome=Mariana | acao=analisou os resultados | valor=2170
linha=4700 | nome=Gabriela | acao=executou o benchmark | valor=6464
linha=4701 | nome=Carlos | acao=estudou computacao | valor=4176
linha=4702 | nome=Mariana | acao=otimizou o algoritmo | valor=2930
linha=4703 | nome=Mariana | acao=comparou as metricas | valor=5085
linha=4704 | nome=Natalia | acao=fez um experimento | valor=9645
linha=4705 | nome=Gabriela | acao=executou o benchmark | valor=5892
