linha=1 | nome=Tiago | acao=estudou computacao | valor=4256
linha=4189 | nome=Carlos | acao=participou da aula | valor=3505
linha=4190 | nome=Ana | acao=estudou computacao | valor=1353
linha=4191 | nome=Helena | acao=analisou os resultados | valor=9827
linha=4192 | nome=Carlos | acao=estudou computacao | valor=9898
linha=4193 | nome=Bruno | acao=executou o benchmark | valor=3255
linha=4194 | nome=Carlos | acao=executou o benchmark | valor=9960
linha=4195 | nome=Ana | acao=otimizou o algoritmo | valor=8955
linha=4196 | nome=Sofia | acao=otimizou o algoritmo | valor=6904
linha=4197 | nome=Sofia | acao=otimizou o algoritmo | valor=9168
linha=4198 | nome=Mariana | acao=estudou computacao | valor=1399
linha=4199 | nome=Natalia | acao=comparou as metricas | valor=2743
linha=4200 | nome=Lucas | acao=comparou as metricas | valor=6753
linha=4201 | nome=Tiago | acao=otimizou o algoritmo | valor=5432
linha=4202 | nome=Daniela | acao=otimizou o algoritmo | valor=6946
linha=4203 | nome=Bruno | acao=escreveu o relatorio | valor=2884
linha=4204 | nome=Bruno | acao=analisou os resultados | valor=5948
linha=4205 | nome=Helena | acao=participou da aula | valor=5364
linha=4206 | nome=Carlos | acao=participou da aula | valor=1071
linha=4207 | nome=Felipe | acao=analisou os resultados | valor=7590
linha=4208 | nome=Daniela | acao=otimizou o algoritmo | valor=6872
linha=4209 | nome=Helena | acao=participou da aula | valor=3477
linha=4210 | nome=Felipe | acao=executou o benchmark | valor=6295
linha=4211 | nome=Ana | acao=participou da aula | valor=8581
linha=4212 | nome=Mariana | acao=participou da aula | valor=3799
linha=4213 | nome=Carlos | acao=comparou as metricas | valor=2673
linha=4214 | nome=Ana | acao=fez um experimento | valor=1284
linha=4215 | nome=Daniela | acao=comparou as metricas | valor=2956
linha=4216 | nome=Lucas | acao=executou o benchmark | valor=9830
linha=4217 | nome=Natalia | acao=analisou os resultados | valor=8069
linha=4218 | nome=Otavio | acao=executou o benchmark | valor=7427
linha=4219 | nome=Daniela | acao=analisou os resultados | valor=2510
linha=4220 | nome=Helena | acao=otimizou o algoritmo | valor=7407
linha=4221 | nome=Tiago | acao=estudou computacao | valor=9055
linha=4222 | nome=Vitor | acao=analisou os resultados | valor=2139
linha=4223 | nome=Renata | acao=comparou as metricas | valor=4563
linha=4224 | nome=Tiago | acao=estudou computacao | valor=6692
linha=4225 | nome=Eduarda | acao=estudou computacao | valor=3296
linha=4226 | nome=Sofia | acao=fez um experimento | valor=6260
linha=4227 | nome=Renata | acao=fez um experimento | valor=9788
linha=4228 | nome=Paulo | acao=analisou os resultados | valor=2526
linha=4229 | nome=Gabriela | acao=participou da aula | valor=6839
linha=4230 | nome=Sofia | acao=fez um experimento | valor=8126
linha=4231 | nome=Gabriela | acao=participou da aula | valor=3474
linha=4232 | nome=Igor | acao=comparou as metricas | valor=3986
linha=4233 | nome=Gabriela | acao=analisou os resultados | valor=7231
linha=4234 | nome=Eduarda | acao=executou o benchmark | valor=3756
linha=4235 | nome=Renata | acao=escreveu o relatorio | valor=4798
linha=4236 | nome=Joao | acao=comparou as metricas | valor=6669
linha=4237 | nome=Helena | acao=participou da aula | valor=8553
linha=4238 | nome=Lucas | acao=otimizou o algoritmo | valor=9077
linha=4239 | nome=Renata | acao=escreveu o relatorio | valor=3042
linha=4240 | nome=Joao | acao=escreveu o relatorio | valor=7396
linha=4241 | nome=Igor | acao=comparou as metricas | valor=4277
linha=4242 | nome=Sofia | acao=otimizou o algoritmo | valor=5319
linha=4243 | nome=Mariana | acao=estudou computacao | valor=2415
linha=4244 | nome=Vitor | acao=analisou os resultados | valor=2097
linha=4245 | nome=Otavio | acao=escreveu o relatorio | valor=2350
linha=4246 | nome=Lucas | acao=participou da aula | valor=1385
linha=4247 | nome=Sofia | acao=analisou os resultados | valor=4140
linha=4248 | nome=Lucas | acao=fez um experimento | valor=1607
linha=4249 | nome=Joao | acao=participou da aula | valor=9495
linha=4250 | nome=Renata | acao=fez um experimento | valor=5028
linha=4251 | nome=Vitor | acao=comparou as metricas | valor=3379
linha=4252 | nome=Vitor | acao=escreveu o relatorio | valor=9234
linha=4253 | nome=Ana | acao=otimizou o algoritmo | valor=4136
linha=4254 | nome=Natalia | acao=participou da aula | valor=4655
linha=4255 | nome=Tiago | acao=comparou as metricas | valor=9427
linha=4256 | nome=Helena | acao=analisou os resultados | valor=6731
linha=4257 | nome=Vitor | acao=otimizou o algoritmo | valor=1261
linha=4258 | nome=Eduarda | acao=estudou computacao | valor=3617
linha=4259 | nome=Eduarda | acao=participou da aula | valor=3950
linha=4260 | nome=Daniela | acao=analisou os resultados | valor=5879
linha=4261 | nome=Helena | acao=comparou as metricas | valor=5545
linha=4262 | nome=Gabriela | acao=fez um experimento | valor=1476
linha=4263 | nome=Carlos | acao=analisou os resultados | valor=9829
linha=4264 | nome=Renata | acao=analisou os resultados | valor=9007
linha=4265 | nome=Gabriela | acao=analisou os resultados | valor=3347
linha=4266 | nome=Karen | acao=otimizou o algoritmo | valor=5896
linha=4267 | nome=Karen | acao=estudou computacao | valor=7274
linha=4268 | nome=Renata | acao=comparou as metricas | valor=5756
linha=4269 | nome=Tiago | acao=fez um experimento | valor=1584
linha=4270 | nome=Ana | acao=comparou as metricas | valor=6512
linha=4271 | nome=Carlos | acao=comparou as metricas | valor=1418
linha=4272 | nome=Tiago | acao=participou da aula | valor=1723
linha=4273 | nome=Renata | acao=executou o benchmark | valor=7780
linha=4274 | nome=Carlos | acao=escreveu o relatorio | valor=4543
linha=4275 | nome=Sofia | acao=executou o benchmark | valor=6188
linha=4276 | nome=Tiago | acao=otimizou o algoritmo | valor=3391
linha=4277 | nome=Eduarda | acao=participou da aula | valor=5838
linha=4278 | nome=Sofia | acao=fez um experimento | valor=6267
linha=4279 | nome=Renata | acao=participou da aula | valor=4418
linha=4280 | nome=Eduarda | acao=participou da aula | valor=1196
linha=4281 | nome=Eduarda | acao=comparou as metricas | valor=2095
linha=4282 | nome=Natalia | acao=executou o benchmark | valor=2224
linha=4283 | nome=Daniela | acao=otimizou o algoritmo | valor=5530
linha=4284 | nome=Eduarda | acao=otimizou o algoritmo | valor=6976
linha=4285 | nome=Paulo | acao=escreveu o relatorio | valor=8166
linha=4286 | nome=Carlos | acao=fez um experimento | valor=2753
linha=4287 | nome=Paulo | acao=fez um experimento | valor=1362
linha=4288 | nome=Lucas | acao=executou o benchmark | valor=5372
linha=4289 | nome=Ana | acao=comparou as metricas | valor=6347
linha=4290 | nome=Paulo | acao=otimizou o algoritmo | valor=7712
linha=4291 | nome=Felipe | acao=participou da aula | valor=7454
linha=4292 | nome=Natalia | acao=analisou os resultados | valor=4785
linha=4293 | nome=Vitor | acao=analisou os resultados | valor=6053
linha=4294 | nome=Ana | acao=estudou computacao | valor=8854
linha=4295 | nome=Renata | acao=analisou os resultados | valor=9070
linha=4296 | nome=Joao | acao=escreveu o relatorio | valor=3015
linha=4297 | nome=Lucas | acao=comparou as metricas | valor=8162
linha=4298 | nome=Mariana | acao=participou da aula | valor=6580
linha=4299 | nome=Vitor | acao=fez um experimento | valor=6449
linha=4300 | nome=Karen | acao=comparou as metricas | valor=8472
linha=4301 | nome=Otavio | acao=escreveu o relatorio | valor=8499
linha=4302 | nome=Bruno | acao=participou da aula | valor=5288
linha=4303 | nome=Tiago | acao=participou da aula | valor=6664
linha=4304 | nome=Renata | acao=analisou os resultados | valor=9322
linha=4305 | nome=Paulo | acao=participou da aula | valor=9185
linha=4306 | nome=Vitor | acao=analisou os resultados | valor=1572
linha=4307 | nome=Daniela | acao=estudou computacao | valor=5576
linha=4308 | nome=Renata | acao=fez um experimento | valor=9794
linha=4309 | nome=Lucas | acao=otimizou o algoritmo | valor=9815
linha=4310 | nome=Natalia | acao=analisou os resultados | valor=3537
linha=4311 | nome=Carlos | acao=otimizou o algoritmo | valor=1487
linha=4312 | nome=Otavio | acao=executou o benchmark | valor=4732
linha=4313 | nome=Daniela | acao=otimizou o algoritmo | valor=6438
linha=4314 | nome=Helena | acao=analisou os resultados | valor=8170
linha=4315 | nome=Karen | acao=comparou as metricas | valor=5386
linha=4316 | nome=Sofia | acao=fez um experimento | valor=2247
linha=4317 | nome=Karen | acao=participou da aula | valor=8839
linha=4318 | nome=Daniela | acao=fez um experimento | valor=4404
linha=4319 | nome=Vitor | acao=comparou as metricas | valor=8513
linha=4320 | nome=Mariana | acao=executou o benchmark | valor=7628
linha=4321 | nome=Paulo | acao=fez um experimento | valor=6781
linha=4322 | nome=Mariana | acao=participou da aula | valor=2637
linha=4323 | nome=Lucas | acao=executou o benchmark | valor=9334
linha=4324 | nome=Bruno | acao=fez um experimento | valor=3551
linha=4325 | nome=Mariana | acao=fez um experimento | valor=2557
linha=4326 | nome=Mariana | acao=fez um experimento | valor=4486
linha=4327 | nome=Joao | acao=executou o benchmark | valor=4249
linha=4328 | nome=Joao | acao=participou da aula | valor=6176
linha=4329 | nome=Sofia | acao=comparou as metricas | valor=1539
linha=4330 | nome=Tiago | acao=participou da aula | valor=9433
linha=4331 | nome=Mariana | acao=participou da aula | valor=6365
linha=4332 | nome=Karen | acao=escreveu o relatorio | valor=8442
linha=4333 | nome=Renata | acao=escreveu o relatorio | valor=1500
linha=4334 | nome=Helena | acao=participou da aula | valor=5406
linha=4335 | nome=Paulo | acao=escreveu o relatorio | valor=4815
linha=4336 | nome=Eduarda | acao=estudou computacao | valor=9933
linha=4337 | nome=Eduarda | acao=escreveu o relatorio | valor=1584
linha=4338 | nome=Eduarda | acao=executou o benchmark | valor=1184
linha=4339 | nome=Daniela | acao=analisou os resultados | valor=5593
linha=4340 | nome=Daniela | acao=escreveu o relatorio | valor=2854
linha=4341 | nome=Otavio | acao=comparou as metricas | valor=6336
linha=4342 | nome=Renata | acao=participou da aula | valor=4817
linha=4343 | nome=Paulo | acao=estudou computacao | valor=5175
linha=4344 | nome=Eduarda | acao=fez um experimento | valor=8982
linha=4345 | nome=Eduarda | acao=participou da aula | valor=2718
linha=4346 | nome=Lucas | acao=otimizou o algoritmo | valor=5987
linha=4347 | nome=Mariana | acao=fez um experimento | valor=3112
linha=4348 | nome=Sofia | acao=escreveu o relatorio | valor=1552
linha=4349 | nome=Bruno | acao=escreveu o relatorio | valor=4000
linha=4350 | nome=Vitor | acao=executou o benchmark | valor=6494
linha=4351 | nome=Helena | acao=analisou os resultados | valor=6156
linha=4352 | nome=Igor | acao=analisou os resultados | valor=2870
linha=4353 | nome=Daniela | acao=fez um experimento | valor=9346
linha=4354 | nome=Vitor | acao=estudou computacao | valor=3574
linha=4355 | nome=Felipe | acao=fez um experimento | valor=1095
linha=4356 | nome=Vitor | acao=otimizou o algoritmo | valor=7902
linha=4357 | nome=Igor | acao=participou da aula | valor=8985
linha=4358 | nome=Ana | acao=participou da aula | valor=6540
linha=4359 | nome=Igor | acao=participou da aula | valor=2430
linha=4360 | nome=Felipe | acao=fez um experimento | valor=6676
linha=4361 | nome=Mariana | acao=participou da aula | valor=6876
linha=4362 | nome=Ana | acao=escreveu o relatorio | valor=4286
linha=4363 | nome=Otavio | acao=escreveu o relatorio | valor=8921
linha=4364 | nome=Lucas | acao=comparou as metricas | valor=6752
linha=4365 | nome=Otavio | acao=escreveu o relatorio | valor=6065
linha=4366 | nome=Ana | acao=analisou os resultados | valor=9964
linha=4367 | nome=Otavio | acao=fez um experimento | valor=4540
linha=4368 | nome=Mariana | acao=estudou computacao | valor=8191
linha=4369 | nome=Mariana | acao=executou o benchmark | valor=7509
linha=4370 | nome=Carlos | acao=fez um experimento | valor=7427
linha=4371 | nome=Gabriela | acao=participou da aula | valor=7790
linha=4372 | nome=Paulo | acao=participou da aula | valor=8223
linha=4373 | nome=Renata | acao=otimizou o algoritmo | valor=3489
linha=4374 | nome=Mariana | acao=analisou os resultados | valor=6693
linha=4375 | nome=Carlos | acao=escreveu o relatorio | valor=5865
linha=4376 | nome=Mariana | acao=executou o benchmark | valor=4964
linha=4377 | nome=Helena | acao=estudou computacao | valor=3559
linha=4378 | nome=Igor | acao=estudou computacao | valor=6852
linha=4379 | nome=Bruno | acao=comparou as metricas | valor=4762
linha=4380 | nome=Sofia | acao=executou o benchmark | valor=5169
linha=4381 | nome=Otavio | acao=estudou computacao | valor=2790
linha=4382 | nome=Eduarda | acao=analisou os resultados | valor=2003
linha=4383 | nome=Joao | acao=otimizou o algoritmo | valor=6794
linha=4384 | nome=Vitor | acao=analisou os resultados | valor=6480
linha=4385 | nome=Vitor | acao=analisou os resultados | valor=4115
linha=4386 | nome=Gabriela | acao=fez um experimento | valor=1767
linha=4387 | nome=Eduarda | acao=otimizou o algoritmo | valor=8297
linha=4388 | nome=Tiago | acao=comparou as metricas | valor=9694
linha=4389 | nome=Natalia | acao=executou o benchmark | valor=3223
linha=4390 | nome=Ana | acao=escreveu o relatorio | valor=1043
linha=4391 | nome=Joao | acao=comparou as metricas | valor=6800
linha=4392 | nome=Daniela | acao=fez um experimento | valor=8481
linha=4393 | nome=Karen | acao=fez um experimento | valor=7420
linha=4394 | nome=Mariana | acao=participou da aula | valor=9398
linha=4395 | nome=Ana | acao=otimizou o algoritmo | valor=4357
linha=4396 | nome=Felipe | acao=otimizou o algoritmo | valor=8738
linha=4397 | nome=Sofia | acao=fez um experimento | valor=7756
linha=4398 | nome=Natalia | acao=estudou computacao | valor=7835
linha=4399 | nome=Carlos | acao=otimizou o algoritmo | valor=3052
linha=4400 | nome=Lucas | acao=analisou os resultados | valor=2746
linha=4401 | nome=Joao | acao=comparou as metricas | valor=8648
linha=4402 | nome=Natalia | acao=otimizou o algoritmo | valor=3033
linha=4403 | nome=Gabriela | acao=fez um experimento | valor=4521
linha=4404 | nome=Helena | acao=escreveu o relatorio | valor=5686
linha=4405 | nome=Joao | acao=estudou computacao | valor=5028
linha=4406 | nome=Paulo | acao=analisou os resultados | valor=2607
linha=4407 | nome=Carlos | acao=executou o benchmark | valor=7640
linha=4408 | nome=Eduarda | acao=fez um experimento | valor=9275
linha=4409 | nome=Eduarda | acao=fez um experimento | valor=3459
linha=4410 | nome=Paulo | acao=comparou as metricas | valor=4853
linha=4411 | nome=Vitor | acao=participou da aula | valor=1109
linha=4412 | nome=Ana | acao=executou o benchmark | valor=9928
linha=4413 | nome=Lucas | acao=comparou as metricas | valor=7103
linha=4414 | nome=Mariana | acao=executou o benchmark | valor=2357
linha=4415 | nome=Bruno | acao=participou da aula | valor=5207
linha=4416 | nome=Paulo | acao=participou da aula | valor=9616
linha=4417 | nome=Igor | acao=executou o benchmark | valor=1663
linha=4418 | nome=Karen | acao=executou o benchmark | valor=3146
linha=4419 | nome=Tiago | acao=comparou as metricas | valor=8480
linha=4420 | nome=Renata | acao=participou da aula | valor=7258
linha=4421 | nome=Vitor | acao=executou o benchmark | valor=2048
linha=4422 | nome=Carlos | acao=otimizou o algoritmo | valor=6194
linha=4423 | nome=Igor | acao=otimizou o algoritmo | valor=1499
linha=4424 | nome=Lucas | acao=estudou computacao | valor=4281
linha=4425 | nome=Bruno | acao=executou o benchmark | valor=5222
linha=4426 | nome=Ana | acao=participou da aula | valor=1526
linha=4427 | nome=Natalia | acao=escreveu o relatorio | valor=4131
linha=4428 | nome=Carlos | acao=otimizou o algoritmo | valor=6742
linha=4429 | nome=Igor | acao=analisou os resultados | valor=6469
linha=4430 | nome=Mariana | acao=analisou os resultados | valor=9404
linha=4431 | nome=Bruno | acao=participou da aula | valor=8118
linha=4432 | nome=Ana | acao=estudou computacao | valor=5751
linha=4433 | nome=Paulo | acao=escreveu o relatorio | valor=3728
linha=4434 | nome=Lucas | acao=escreveu o relatorio | valor=7850
linha=4435 | nome=Sofia | acao=executou o benchmark | valor=3023
linha=4436 | nome=Eduarda | acao=otimizou o algoritmo | valor=4948
linha=4437 | nome=Igor | acao=escreveu o relatorio | valor=6920
linha=4438 | nome=Carlos | acao=executou o benchmark | valor=3868
linha=4439 | nome=Felipe | acao=comparou as metricas | valor=7165
linha=4440 | nome=Felipe | acao=analisou os resultados | valor=5193
linha=4441 | nome=Renata | acao=analisou os resultados | valor=4414
linha=4442 | nome=Eduarda | acao=participou da aula | valor=1534
linha=4443 | nome=Otavio | acao=participou da aula | valor=9587
linha=4444 | nome=Gabriela | acao=comparou as metricas | valor=5203
linha=4445 | nome=Carlos | acao=analisou os resultados | valor=7397
linha=4446 | nome=Joao | acao=escreveu o relatorio | valor=4726
linha=4447 | nome=Paulo | acao=estudou computacao | valor=4077
linha=4448 | nome=Karen | acao=escreveu o relatorio | valor=1479
linha=4449 | nome=Carlos | acao=estudou computacao | valor=4107
linha=4450 | nome=Eduarda | acao=escreveu o relatorio | valor=9995
linha=4451 | nome=Mariana | acao=comparou as metricas | valor=8955
linha=4452 | nome=Tiago | acao=otimizou o algoritmo | valor=6431
linha=4453 | nome=Renata | acao=otimizou o algoritmo | valor=5104
linha=4454 | nome=Joao | acao=fez um experimento | valor=1390
linha=4455 | nome=Karen | acao=escreveu o relatorio | valor=4388
linha=4456 | nome=Eduarda | acao=analisou os resultados | valor=1230
linha=4457 | nome=Lucas | acao=otimizou o algoritmo | valor=2613
linha=4458 | nome=Karen | acao=comparou as metricas | valor=5609
linha=4459 | nome=Gabriela | acao=estudou computacao | valor=8563
linha=4460 | nome=Renata | acao=executou o benchmark | valor=8538
linha=4461 | nome=Igor | acao=otimizou o algoritmo | valor=6464
linha=4462 | nome=Vitor | acao=participou da aula | valor=4971
linha=4463 | nome=Karen | acao=analisou os resultados | valor=2213
linha=4464 | nome=Vitor | acao=analisou os resultados | valor=9644
linha=4465 | nome=Renata | acao=participou da aula | valor=6916
linha=4466 | nome=Vitor | acao=participou da aula | valor=3365
linha=4467 | nome=Felipe | acao=analisou os resultados | valor=3995
linha=4468 | nome=Felipe | acao=executou o benchmark | valor=3087
linha=4469 | nome=Natalia | acao=executou o benchmark | valor=4046
linha=4470 | nome=Paulo | acao=comparou as metricas | valor=8060
linha=4471 | nome=Igor | acao=comparou as metricas | valor=3811
linha=4472 | nome=Felipe | acao=estudou computacao | valor=3283
linha=4473 | nome=Bruno | acao=otimizou o algoritmo | valor=3035
linha=4474 | nome=Carlos | acao=executou o benchmark | valor=8475
linha=4475 | nome=Helena | acao=participou da aula | valor=1594
linha=4476 | nome=Mariana | acao=analisou os resultados | valor=1468
linha=4477 | nome=Ana | acao=otimizou o algoritmo | valor=6214
linha=4478 | nome=Tiago | acao=estudou computacao | valor=6436
linha=4479 | nome=Joao | acao=participou da aula | valor=3188
linha=4480 | nome=Tiago | acao=estudou computacao | valor=2940
linha=4481 | nome=Paulo | acao=escreveu o relatorio | valor=7133
linha=4482 | nome=Tiago | acao=fez um experimento | valor=1610
linha=4483 | nome=Gabriela | acao=estudou computacao | valor=5509
linha=4484 | nome=Lucas | acao=analisou os resultados | valor=3073
linha=4485 | nome=Helena | acao=otimizou o algoritmo | valor=7228
linha=4486 | nome=Renata | acao=participou da aula | valor=7478
linha=4487 | nome=Lucas | acao=comparou as metricas | valor=9689
linha=4488 | nome=Joao | acao=estudou computacao | valor=9868
linha=4489 | nome=Igor | acao=otimizou o algoritmo | valor=8890
linha=4490 | nome=Lucas | acao=analisou os resultados | valor=8012
linha=4491 | nome=Joao | acao=otimizou o algoritmo | valor=4406
linha=4492 | nome=Paulo | acao=participou da aula | valor=3095
linha=4493 | nome=Renata | acao=otimizou o algoritmo | valor=4889
linha=4494 | nome=Karen | acao=fez um experimento | valor=9689
linha=4495 | nome=Sofia | acao=estudou computacao | valor=7482
linha=4496 | nome=Sofia | acao=estudou computacao | valor=5770
linha=4497 | nome=Helena | acao=executou o benchmark | valor=5458
linha=4498 | nome=Igor | acao=executou o benchmark | valor=5387
linha=4499 | nome=Ana | acao=escreveu o relatorio | valor=7287
linha=4500 | nome=Vitor | acao=estudou computacao | valor=8002
linha=4501 | nome=Mariana | acao=fez um experimento | valor=7317
linha=4502 | nome=Felipe | acao=fez um experimento | valor=8764
linha=4503 | nome=Sofia | acao=participou da aula | valor=3788
linha=4504 | nome=Felipe | acao=analisou os resultados | valor=1910
linha=4505 | nome=Vitor | acao=otimizou o algoritmo | valor=7990
linha=4506 | nome=Tiago | acao=fez um experimento | valor=3260
linha=4507 | nome=Lucas | acao=analisou os resultados | valor=7934
linha=4508 | nome=Igor | acao=executou o benchmark | valor=1175
linha=4509 | nome=Felipe | acao=otimizou o algoritmo | valor=3171
linha=4510 | nome=Natalia | acao=comparou as metricas | valor=9411
linha=4511 | nome=Joao | acao=escreveu o relatorio | valor=5116
linha=4512 | nome=Igor | acao=analisou os resultados | valor=6786
linha=4513 | nome=Tiago | acao=fez um experimento | valor=5796
linha=4514 | nome=Lucas | acao=comparou as metricas | valor=9671
linha=4515 | nome=Daniela | acao=fez um experimento | valor=4033
linha=4516 | nome=Gabriela | acao=estudou computacao | valor=6005
linha=4517 | nome=Karen | acao=estudou computacao | valor=4778
linha=4518 | nome=Daniela | acao=escreveu o relatorio | valor=7544
linha=4519 | nome=Ana | acao=escreveu o relatorio | valor=2763
linha=4520 | nome=Felipe | acao=participou da aula | valor=7461
linha=4521 | nome=Helena | acao=comparou as metricas | valor=5145
linha=4522 | nome=Helena | acao=otimizou o algoritmo | valor=3877
linha=4523 | nome=Natalia | acao=otimizou o algoritmo | valor=6409
linha=4524 | nome=Bruno | acao=analisou os resultados | valor=9416
linha=4525 | nome=Helena | acao=estudou computacao | valor=5033
linha=4526 | nome=Otavio | acao=comparou as metricas | valor=1969
linha=4527 | nome=Renata | acao=fez um experimento | valor=5905
linha=4528 | nome=Mariana | acao=executou o benchmark | valor=6899
linha=4529 | nome=Karen | acao=participou da aula | valor=7566
linha=4530 | nome=Mariana | acao=fez um experimento | valor=7747
linha=4531 | nome=Mariana | acao=executou o benchmark | valor=7762
linha=4532 | nome=Renata | acao=escreveu o relatorio | valor=1576
linha=4533 | nome=Helena | acao=executou o benchmark | valor=5710
linha=4534 | nome=Vitor | acao=estudou computacao | valor=8947
linha=4535 | nome=Vitor | acao=escreveu o relatorio | valor=8489
linha=4536 | nome=Mariana | acao=comparou as metricas | valor=8693
linha=4537 | nome=Sofia | acao=comparou as metricas | valor=4237
linha=4538 | nome=Karen | acao=escreveu o relatorio | valor=7127
linha=4539 | nome=Ana | acao=escreveu o relatorio | valor=2009
linha=4540 | nome=Eduarda | acao=comparou as metricas | valor=2720
linha=4541 | nome=Mariana | acao=executou o benchmark | valor=6645
linha=4542 | nome=Otavio | acao=comparou as metricas | valor=8410
linha=4543 | nome=Gabriela | acao=executou o benchmark | valor=5580
linha=4544 | nome=Felipe | acao=estudou computacao | valor=8916
linha=4545 | nome=Bruno | acao=executou o benchmark | valor=9845
linha=4546 | nome=Eduarda | acao=participou da aula | valor=3619
linha=4547 | nome=Eduarda | acao=fez um experimento | valor=6072
linha=4548 | nome=Paulo | acao=analisou os resultados | valor=7119
linha=4549 | nome=Bruno | acao=participou da aula | valor=7532
linha=4550 | nome=Tiago | acao=fez um experimento | valor=2528
linha=4551 | nome=Igor | acao=participou da aula | valor=7513
linha=4552 | nome=Joao | acao=estudou computacao | valor=6604
linha=4553 | nome=Eduarda | acao=executou o benchmark | valor=4780
linha=4554 | nome=Joao | acao=participou da aula | valor=5691
linha=4555 | nome=Igor | acao=estudou computacao | valor=9680
linha=4556 | nome=Carlos | acao=estudou computacao | valor=5170
linha=4557 | nome=Carlos | acao=analisou os resultados | valor=1676
linha=4558 | nome=Carlos | acao=escreveu o relatorio | valor=9114
linha=4559 | nome=Gabriela | acao=estudou computacao | valor=1112
linha=4560 | nome=Gabriela | acao=executou o benchmark | valor=5325
linha=4561 | nome=Eduarda | acao=analisou os resultados | valor=3607
linha=4562 | nome=Helena | acao=estudou computacao | valor=4885
linha=4563 | nome=Mariana | acao=fez um experimento | valor=9627
linha=4564 | nome=Vitor | acao=comparou as metricas | valor=6302
linha=4565 | nome=Gabriela | acao=executou o benchmark | valor=4697
linha=4566 | nome=Otavio | acao=otimizou o algoritmo | valor=3222
linha=4567 | nome=Sofia | acao=comparou as metricas | valor=2676
linha=4568 | nome=Tiago | acao=analisou os resultados | valor=2699
linha=4569 | nome=Paulo | acao=participou da aula | valor=2493
linha=4570 | nome=Carlos | acao=escreveu o relatorio | valor=9739
linha=4571 | nome=Igor | acao=executou o benchmark | valor=4094
linha=4572 | nome=Mariana | acao=executou o benchmark | valor=1152
linha=4573 | nome=Helena | acao=estudou computacao | valor=4059
linha=4574 | nome=Paulo | acao=analisou os resultados | valor=6555
linha=4575 | nome=Igor | acao=executou o benchmark | valor=8130
linha=4576 | nome=Mariana | acao=comparou as metricas | valor=1273
linha=4577 | nome=Carlos | acao=otimizou o algoritmo | valor=5294
linha=4578 | nome=Ana | acao=executou o benchmark | valor=6538
linha=4579 | nome=Paulo | acao=fez um experimento | valor=5271
linha=4580 | nome=Carlos | acao=estudou computacao | valor=7762
linha=4581 | nome=Paulo | acao=fez um experimento | valor=6082
linha=4582 | nome=Daniela | acao=executou o benchmark | valor=8978
linha=4583 | nome=Renata | acao=participou da aula | valor=6322
linha=4584 | nome=Paulo | acao=analisou os resultados | valor=9661
linha=4585 | nome=Bruno | acao=analisou os resultados | valor=1227
linha=4586 | nome=Bruno | acao=participou da aula | valor=6304
linha=4587 | nome=Helena | acao=analisou os resultados | valor=1469
linha=4588 | nome=Igor | acao=estudou computacao | valor=8647
linha=4589 | nome=Gabriela | acao=executou o benchmark | valor=9529
linha=4590 | nome=Igor | acao=otimizou o algoritmo | valor=7719
linha=4591 | nome=Daniela | acao=comparou as metricas | valor=4973
linha=4592 | nome=Igor | acao=executou o benchmark | valor=2183
linha=4593 | nome=Joao | acao=fez um experimento | valor=3040
linha=4594 | nome=Helena | acao=escreveu o relatorio | valor=9557
linha=4595 | nome=Paulo | acao=participou da aula | valor=2236
linha=4596 | nome=Tiago | acao=otimizou o algoritmo | valor=8147
linha=4597 | nome=Gabriela | acao=estudou computacao | valor=4916
linha=4598 | nome=Mariana | acao=escreveu o relatorio | valor=2616
linha=4599 | nome=Lucas | acao=participou da aula | valor=8110
linha=4600 | nome=Paulo | acao=escreveu o relatorio | valor=1977
linha=4601 | nome=Bruno | acao=otimizou o algoritmo | valor=6755
linha=4602 | nome=Karen | acao=otimizou o algoritmo | valor=5309
linha=4603 | nome=Helena | acao=comparou as metricas | valor=4488
linha=4604 | nome=Gabriela | acao=participou da aula | valor=3919
linha=4605 | nome=Sofia | acao=escreveu o relatorio | valor=5660
linha=4606 | nome=Tiago | acao=escreveu o relatorio | valor=7797
linha=4607 | nome=Sofia | acao=otimizou o algoritmo | valor=4955
linha=4608 | nome=Tiago | acao=participou da aula | valor=2616
linha=4609 | nome=Igor | acao=analisou os resultados | valor=9068
linha=4610 | nome=Igor | acao=otimizou o algoritmo | valor=1460
linha=4611 | nome=Paulo | acao=estudou computacao | valor=5039
linha=4612 | nome=Carlos | acao=estudou computacao | valor=9547
linha=4613 | nome=Karen | acao=executou o benchmark | valor=5103
linha=4614 | nome=Paulo | acao=comparou as metricas | valor=1758
linha=4615 | nome=Sofia | acao=fez um experimento | valor=1211
linha=4616 | nome=Mariana | acao=estudou computacao | valor=4329
linha=4617 | nome=Tiago | acao=participou da aula | valor=2260
linha=4618 | nome=Felipe | acao=executou o benchmark | valor=6464
linha=4619 | nome=Joao | acao=comparou as metricas | valor=1273
linha=4620 | nome=Vitor | acao=escreveu o relatorio | valor=3722
linha=4621 | nome=Otavio | acao=comparou as metricas | valor=6098
linha=4622 | nome=Otavio | acao=fez um experimento | valor=7160
linha=4623 | nome=Carlos | acao=participou da aula | valor=5431
linha=4624 | nome=Helena | acao=fez um experimento | valor=5468
linha=4625 | nome=Renata | acao=estudou computacao | valor=9095
linha=4626 | nome=Vitor | acao=comparou as metricas | valor=1778
