linha=1 | nome=Igor | acao=fez um experimento | valor=2511
linha=3697 | nome=Vitor | acao=otimizou o algoritmo | valor=4026
linha=3698 | nome=Bruno | acao=otimizou o algoritmo | valor=3090
linha=3699 | nome=Karen | acao=escreveu o relatorio | valor=6375
linha=3700 | nome=Renata | acao=otimizou o algoritmo | valor=8653
linha=3701 | nome=Gabriela | acao=fez um experimento | valor=2183
linha=3702 | nome=Bruno | acao=escreveu o relatorio | valor=2143
linha=3703 | nome=Lucas | acao=comparou as metricas | valor=9606
linha=3704 | nome=Natalia | acao=estudou computacao | valor=9818
linha=3705 | nome=Mariana | acao=analisou os resultados | valor=5957
linha=3706 | nome=Paulo | acao=otimizou o algoritmo | valor=4725
linha=3707 | nome=Bruno | acao=participou da aula | valor=3357
linha=3708 | nome=Felipe | acao=participou da aula | valor=9591
linha=3709 | nome=Renata | acao=escreveu o relatorio | valor=7282
linha=3710 | nome=Joao | acao=otimizou o algoritmo | valor=3743
linha=3711 | nome=Vitor | acao=fez um experimento | valor=2367
linha=3712 | nome=Natalia | acao=estudou computacao | valor=1285
linha=3713 | nome=Joao | acao=executou o benchmark | valor=7484
linha=3714 | nome=Renata | acao=executou o benchmark | valor=1863
linha=3715 | nome=Bruno | acao=otimizou o algoritmo | valor=8729
linha=3716 | nome=Karen | acao=analisou os resultados | valor=8114
linha=3717 | nome=Tiago | acao=participou da aula | valor=1852
linha=3718 | nome=Bruno | acao=otimizou o algoritmo | valor=9299
linha=3719 | nome=Igor | acao=escreveu o relatorio | valor=5299
linha=3720 | nome=Igor | acao=executou o benchmark | valor=8377
linha=3721 | nome=Tiago | acao=participou da aula | valor=5552
linha=3722 | nome=Otavio | acao=fez um experimento | valor=8322
linha=3723 | nome=Eduarda | acao=analisou os resultados | valor=5272
linha=3724 | nome=Paulo | acao=comparou as metricas | valor=1655
linha=3725 | nome=Felipe | acao=estudou computacao | valor=8922
linha=3726 | nome=Natalia | acao=comparou as metricas | valor=4402
linha=3727 | nome=Renata | acao=executou o benchmark | valor=8621
linha=3728 | nome=Felipe | acao=estudou computacao | valor=6131
linha=3729 | nome=Daniela | acao=fez um experimento | valor=9748
linha=3730 | nome=Renata | acao=executou o benchmark | valor=9079
linha=3731 | nome=Joao | acao=escreveu o relatorio | valor=7734
linha=3732 | nome=Helena | acao=estudou computacao | valor=4088
linha=3733 | nome=Otavio | acao=comparou as metricas | valor=1237
linha=3734 | nome=Renata | acao=participou da aula | valor=5178
linha=3735 | nome=Joao | acao=estudou computacao | valor=4301
linha=3736 | nome=Mariana | acao=otimizou o algoritmo | valor=3440
linha=3737 | nome=Helena | acao=estudou computacao | valor=3258
linha=3738 | nome=Renata | acao=estudou computacao | valor=1476
linha=3739 | nome=Tiago | acao=otimizou o algoritmo | valor=7781
linha=3740 | nome=Gabriela | acao=participou da aula | valor=7178
linha=3741 | nome=Gabriela | acao=participou da aula | valor=2769
linha=3742 | nome=Karen | acao=executou o benchmark | valor=5508
linha=3743 | nome=Karen | acao=fez um experimento | valor=3009
linha=3744 | nome=Joao | acao=estudou computacao | valor=9676
linha=3745 | nome=Daniela | acao=fez um experimento | valor=7249
linha=3746 | nome=Natalia | acao=escreveu o relatorio | valor=8974
linha=3747 | nome=Paulo | acao=estudou computacao | valor=2310
linha=3748 | nome=Renata | acao=participou da aula | valor=9943
linha=3749 | nome=Vitor | acao=otimizou o algoritmo | valor=3934
linha=3750 | nome=Helena | acao=analisou os resultados | valor=6998
linha=3751 | nome=Igor | acao=participou da aula | valor=8919
linha=3752 | nome=Gabriela | acao=estudou computacao | valor=4548
linha=3753 | nome=Paulo | acao=participou da aula | valor=2932
linha=3754 | nome=Sofia | acao=analisou os resultados | valor=7574
linha=3755 | nome=Otavio | acao=escreveu o relatorio | valor=2639
linha=3756 | nome=Helena | acao=fez um experimento | valor=6991
linha=3757 | nome=Eduarda | acao=analisou os resultados | valor=1059
linha=3758 | nome=Vitor | acao=fez um experimento | valor=2398
linha=3759 | nome=Eduarda | acao=otimizou o algoritmo | valor=4664
linha=3760 | nome=Natalia | acao=participou da aula | valor=9913
linha=3761 | nome=Karen | acao=otimizou o algoritmo | valor=4480
linha=3762 | nome=Felipe | acao=fez um experimento | valor=9932
linha=3763 | nome=Carlos | acao=comparou as metricas | valor=4692
linha=3764 | nome=Gabriela | acao=analisou os resultados | valor=5077
linha=3765 | nome=Daniela | acao=otimizou o algoritmo | valor=1030
linha=3766 | nome=Daniela | acao=analisou os resultados | valor=2197
linha=3767 | nome=Daniela | acao=executou o benchmark | valor=3115
linha=3768 | nome=Lucas | acao=comparou as metricas | valor=4449
linha=3769 | nome=Helena | acao=comparou as metricas | valor=4159
linha=3770 | nome=Daniela | acao=executou o benchmark | valor=6137
linha=3771 | nome=Joao | acao=executou o benchmark | valor=8610
linha=3772 | nome=Gabriela | acao=escreveu o relatorio | valor=6053
linha=3773 | nome=Paulo | acao=otimizou o algoritmo | valor=6907
linha=3774 | nome=Karen | acao=participou da aula | valor=4470
linha=3775 | nome=Otavio | acao=fez um experimento | valor=4708
linha=3776 | nome=Helena | acao=participou da aula | valor=4449
linha=3777 | nome=Tiago | acao=otimizou o algoritmo | valor=4596
linha=3778 | nome=Felipe | acao=otimizou o algoritmo | valor=7948
linha=3779 | nome=Natalia | acao=estudou computacao | valor=3360
linha=3780 | nome=Ana | acao=participou da aula | valor=4039
linha=3781 | nome=Mariana | acao=executou o benchmark | valor=3706
linha=3782 | nome=Karen | acao=comparou as metricas | valor=5798
linha=3783 | nome=Paulo | acao=estudou computacao | valor=2110
linha=3784 | nome=Karen | acao=participou da aula | valor=6431
linha=3785 | nome=Joao | acao=participou da aula | valor=2089
linha=3786 | nome=Helena | acao=executou o benchmark | valor=5201
linha=3787 | nome=Mariana | acao=comparou as metricas | valor=5358
linha=3788 | nome=Bruno | acao=analisou os resultados | valor=4162
linha=3789 | nome=Natalia | acao=otimizou o algoritmo | valor=3941
linha=3790 | nome=Ana | acao=participou da aula | valor=7725
linha=3791 | nome=Daniela | acao=participou da aula | valor=6695
linha=3792 | nome=Renata | acao=analisou os resultados | valor=7488
linha=3793 | nome=Mariana | acao=escreveu o relatorio | valor=4239
linha=3794 | nome=Ana | acao=comparou as metricas | valor=5041
linha=3795 | nome=Otavio | acao=fez um experimento | valor=1408
linha=3796 | nome=Vitor | acao=executou o benchmark | valor=4091
linha=3797 | nome=Sofia | acao=otimizou o algoritmo | valor=5351
linha=3798 | nome=Bruno | acao=otimizou o algoritmo | valor=6604
linha=3799 | nome=Bruno | acao=comparou as metricas | valor=9807
linha=3800 | nome=Karen | acao=analisou os resultados | valor=4093
linha=3801 | nome=Renata | acao=otimizou o algoritmo | valor=7598
linha=3802 | nome=Bruno | acao=fez um experimento | valor=3670
linha=3803 | nome=Daniela | acao=analisou os resultados | valor=4555
linha=3804 | nome=Tiago | acao=fez um experimento | valor=4173
linha=3805 | nome=Natalia | acao=executou o benchmark | valor=9782
linha=3806 | nome=Joao | acao=analisou os resultados | valor=5654
linha=3807 | nome=Helena | acao=participou da aula | valor=3800
linha=3808 | nome=Renata | acao=analisou os resultados | valor=9173
linha=3809 | nome=Paulo | acao=analisou os resultados | valor=6904
linha=3810 | nome=Daniela | acao=comparou as metricas | valor=3077
linha=3811 | nome=Carlos | acao=estudou computacao | valor=4503
linha=3812 | nome=Joao | acao=analisou os resultados | valor=4184
linha=3813 | nome=Vitor | acao=executou o benchmark | valor=7273
linha=3814 | nome=Mariana | acao=executou o benchmark | valor=3761
linha=3815 | nome=Mariana | acao=analisou os resultados | valor=9365
linha=3816 | nome=Daniela | acao=analisou os resultados | valor=2312
linha=3817 | nome=Ana | acao=participou da aula | valor=8750
linha=3818 | nome=Renata | acao=executou o benchmark | valor=6997
linha=3819 | nome=Vitor | acao=participou da aula | valor=4638
linha=3820 | nome=Gabriela | acao=otimizou o algoritmo | valor=6879
linha=3821 | nome=Sofia | acao=analisou os resultados | valor=8306
linha=3822 | nome=Natalia | acao=analisou os resultados | valor=3645
linha=3823 | nome=Renata | acao=escreveu o relatorio | valor=2099
linha=3824 | nome=Mariana | acao=fez um experimento | valor=1212
linha=3825 | nome=Carlos | acao=analisou os resultados | valor=2317
linha=3826 | nome=Gabriela | acao=participou da aula | valor=5869
linha=3827 | nome=Paulo | acao=comparou as metricas | valor=7640
linha=3828 | nome=Gabriela | acao=analisou os resultados | valor=6470
linha=3829 | nome=Igor | acao=fez um experimento | valor=3486
linha=3830 | nome=Natalia | acao=escreveu o relatorio | valor=7529
linha=3831 | nome=Bruno | acao=estudou computacao | valor=2106
linha=3832 | nome=Renata | acao=estudou computacao | valor=1699
linha=3833 | nome=Daniela | acao=participou da aula | valor=8290
linha=3834 | nome=Karen | acao=comparou as metricas | valor=4707
linha=3835 | nome=Mariana | acao=analisou os resultados | valor=9815
linha=3836 | nome=Felipe | acao=fez um experimento | valor=1770
linha=3837 | nome=Mariana | acao=otimizou o algoritmo | valor=9613
linha=3838 | nome=Lucas | acao=participou da aula | valor=3554
linha=3839 | nome=Vitor | acao=estudou computacao | valor=9590
linha=3840 | nome=Eduarda | acao=otimizou o algoritmo | valor=1867
linha=3841 | nome=Helena | acao=executou o benchmark | valor=7042
linha=3842 | nome=Vitor | acao=escreveu o relatorio | valor=7654
linha=3843 | nome=Helena | acao=escreveu o relatorio | valor=4516
linha=3844 | nome=Ana | acao=executou o benchmark | valor=2778
linha=3845 | nome=Renata | acao=fez um experimento | valor=7055
linha=3846 | nome=Gabriela | acao=estudou computacao | valor=4513
linha=3847 | nome=Daniela | acao=comparou as metricas | valor=8057
linha=3848 | nome=Lucas | acao=comparou as metricas | valor=3676
linha=3849 | nome=Mariana | acao=estudou computacao | valor=9874
linha=3850 | nome=Karen | acao=escreveu o relatorio | valor=9801
linha=3851 | nome=Ana | acao=otimizou o algoritmo | valor=7182
linha=3852 | nome=Mariana | acao=estudou computacao | valor=1098
linha=3853 | nome=Daniela | acao=escreveu o relatorio | valor=8691
linha=3854 | nome=Sofia | acao=executou o benchmark | valor=7479
linha=3855 | nome=Helena | acao=executou o benchmark | valor=3710
linha=3856 | nome=Ana | acao=comparou as metricas | valor=4168
linha=3857 | nome=Eduarda | acao=participou da aula | valor=5950
linha=3858 | nome=Carlos | acao=analisou os resultados | valor=4453
linha=3859 | nome=Natalia | acao=escreveu o relatorio | valor=2242
linha=3860 | nome=Otavio | acao=executou o benchmark | valor=9018
linha=3861 | nome=Mariana | acao=escreveu o relatorio | valor=5233
linha=3862 | nome=Vitor | acao=escreveu o relatorio | valor=2923
linha=3863 | nome=Ana | acao=estudou computacao | valor=5050
linha=3864 | nome=Karen | acao=executou o benchmark | valor=1428
linha=3865 | nome=Otavio | acao=escreveu o relatorio | valor=5384
linha=3866 | nome=Daniela | acao=escreveu o relatorio | valor=2718
linha=3867 | nome=Eduarda | acao=fez um experimento | valor=3331
linha=3868 | nome=Vitor | acao=analisou os resultados | valor=8075
linha=3869 | nome=Paulo | acao=otimizou o algoritmo | valor=6720
linha=3870 | nome=Felipe | acao=comparou as metricas | valor=6870
linha=3871 | nome=Renata | acao=estudou computacao | valor=1939
linha=3872 | nome=Carlos | acao=fez um experimento | valor=5586
linha=3873 | nome=Karen | acao=fez um experimento | valor=4144
linha=3874 | nome=Bruno | acao=comparou as metricas | valor=4764
linha=3875 | nome=Ana | acao=analisou os resultados | valor=2132
linha=3876 | nome=Joao | acao=executou o benchmark | valor=9629
linha=3877 | nome=Ana | acao=estudou computacao | valor=2125
linha=3878 | nome=Eduarda | acao=fez um experimento | valor=1538
linha=3879 | nome=Igor | acao=participou da aula | valor=3091
linha=3880 | nome=Joao | acao=executou o benchmark | valor=3984
linha=3881 | nome=Lucas | acao=analisou os resultados | valor=6863
linha=3882 | nome=Igor | acao=otimizou o algoritmo | valor=5254
linha=3883 | nome=Daniela | acao=comparou as metricas | valor=1656
linha=3884 | nome=Ana | acao=participou da aula | valor=5477
linha=3885 | nome=Tiago | acao=fez um experimento | valor=5427
linha=3886 | nome=Vitor | acao=escreveu o relatorio | valor=8844
linha=3887 | nome=Tiago | acao=fez um experimento | valor=8934
linha=3888 | nome=Paulo | acao=estudou computacao | valor=6082
linha=3889 | nome=Otavio | acao=analisou os resultados | valor=2758
linha=3890 | nome=Gabriela | acao=otimizou o algoritmo | valor=2549
linha=3891 | nome=Mariana | acao=analisou os resultados | valor=6376
linha=3892 | nome=Natalia | acao=estudou computacao | valor=7465
linha=3893 | nome=Ana | acao=participou da aula | valor=5356
linha=3894 | nome=Mariana | acao=participou da aula | valor=2732
linha=3895 | nome=Vitor | acao=otimizou o algoritmo | valor=5176
linha=3896 | nome=Helena | acao=participou da aula | valor=5888
linha=3897 | nome=Sofia | acao=escreveu o relatorio | valor=3869
linha=3898 | nome=Daniela | acao=analisou os resultados | valor=3543
linha=3899 | nome=Mariana | acao=comparou as metricas | valor=6916
linha=3900 | nome=Mariana | acao=executou o benchmark | valor=5223
linha=3901 | nome=Felipe | acao=escreveu o relatorio | valor=3088
linha=3902 | nome=Otavio | acao=comparou as metricas | valor=7451
linha=3903 | nome=Paulo | acao=analisou os resultados | valor=4607
linha=3904 | nome=Igor | acao=comparou as metricas | valor=1825
linha=3905 | nome=Natalia | acao=comparou as metricas | valor=9047
linha=3906 | nome=Sofia | acao=fez um experimento | valor=7001
linha=3907 | nome=Otavio | acao=escreveu o relatorio | valor=3417
linha=3908 | nome=Ana | acao=participou da aula | valor=1138
linha=3909 | nome=Paulo | acao=fez um experimento | valor=2351
linha=3910 | nome=Lucas | acao=estudou computacao | valor=8710
linha=3911 | nome=Joao | acao=estudou computacao | valor=9228
linha=3912 | nome=Eduarda | acao=estudou computacao | valor=5200
linha=3913 | nome=Eduarda | acao=estudou computacao | valor=5873
linha=3914 | nome=Bruno | acao=participou da aula | valor=3167
linha=3915 | nome=Lucas | acao=escreveu o relatorio | valor=1228
linha=3916 | nome=Renata | acao=executou o benchmark | valor=1957
linha=3917 | nome=Natalia | acao=escreveu o relatorio | valor=6041
linha=3918 | nome=Renata | acao=otimizou o algoritmo | valor=5618
linha=3919 | nome=Daniela | acao=analisou os resultados | valor=3866
linha=3920 | nome=Otavio | acao=analisou os resultados | valor=3680
linha=3921 | nome=Daniela | acao=comparou as metricas | valor=8139
linha=3922 | nome=Natalia | acao=comparou as metricas | valor=8368
linha=3923 | nome=Natalia | acao=participou da aula | valor=6133
linha=3924 | nome=Otavio | acao=executou o benchmark | valor=1796
linha=3925 | nome=Gabriela | acao=comparou as metricas | valor=9317
linha=3926 | nome=Tiago | acao=otimizou o algoritmo | valor=5247
linha=3927 | nome=Sofia | acao=estudou computacao | valor=7972
linha=3928 | nome=Carlos | acao=escreveu o relatorio | valor=1601
linha=3929 | nome=Mariana | acao=comparou as metricas | valor=8965
linha=3930 | nome=Joao | acao=escreveu o relatorio | valor=9276
linha=3931 | nome=Mariana | acao=participou da aula | valor=2044
linha=3932 | nome=Bruno | acao=escreveu o relatorio | valor=9280
linha=3933 | nome=Paulo | acao=analisou os resultados | valor=7447
linha=3934 | nome=Mariana | acao=comparou as metricas | valor=8470
linha=3935 | nome=Helena | acao=analisou os resultados | valor=1947
linha=3936 | nome=Sofia | acao=analisou os resultados | valor=7379
linha=3937 | nome=Sofia | acao=fez um experimento | valor=9490
linha=3938 | nome=Ana | acao=fez um experimento | valor=3335
linha=3939 | nome=Renata | acao=fez um experimento | valor=9207
linha=3940 | nome=Mariana | acao=analisou os resultados | valor=3665
linha=3941 | nome=Carlos | acao=comparou as metricas | valor=7892
linha=3942 | nome=Carlos | acao=escreveu o relatorio | valor=8468
linha=3943 | nome=Gabriela | acao=participou da aula | valor=5786
linha=3944 | nome=Natalia | acao=estudou computacao | valor=2288
linha=3945 | nome=Lucas | acao=fez um experimento | valor=2597
linha=3946 | nome=Otavio | acao=analisou os resultados | valor=9396
linha=3947 | nome=Felipe | acao=participou da aula | valor=2222
linha=3948 | nome=Otavio | acao=comparou as metricas | valor=9205
linha=3949 | nome=Bruno | acao=executou o benchmark | valor=3255
linha=3950 | nome=Mariana | acao=executou o benchmark | valor=7952
linha=3951 | nome=Tiago | acao=otimizou o algoritmo | valor=6138
linha=3952 | nome=Eduarda | acao=comparou as metricas | valor=6127
linha=3953 | nome=Natalia | acao=participou da aula | valor=8235
linha=3954 | nome=Ana | acao=fez um experimento | valor=4792
linha=3955 | nome=Igor | acao=comparou as metricas | valor=6077
linha=3956 | nome=Bruno | acao=otimizou o algoritmo | valor=5075
linha=3957 | nome=Helena | acao=fez um experimento | valor=1971
linha=3958 | nome=Bruno | acao=fez um experimento | valor=5735
linha=3959 | nome=Ana | acao=comparou as metricas | valor=4862
linha=3960 | nome=Lucas | acao=analisou os resultados | valor=4898
linha=3961 | nome=Natalia | acao=escreveu o relatorio | valor=7735
linha=3962 | nome=Joao | acao=escreveu o relatorio | valor=9697
linha=3963 | nome=Renata | acao=otimizou o algoritmo | valor=9975
linha=3964 | nome=Eduarda | acao=fez um experimento | valor=9106
linha=3965 | nome=Natalia | acao=escreveu o relatorio | valor=2978
linha=3966 | nome=Tiago | acao=comparou as metricas | valor=5563
linha=3967 | nome=Vitor | acao=estudou computacao | valor=9782
linha=3968 | nome=Karen | acao=estudou computacao | valor=4262
linha=3969 | nome=Eduarda | acao=fez um experimento | valor=3525
linha=3970 | nome=Bruno | acao=participou da aula | valor=2310
linha=3971 | nome=Otavio | acao=executou o benchmark | valor=5254
linha=3972 | nome=Mariana | acao=participou da aula | valor=6827
linha=3973 | nome=Igor | acao=fez um experimento | valor=3524
linha=3974 | nome=Ana | acao=otimizou o algoritmo | valor=3203
linha=3975 | nome=Tiago | acao=estudou computacao | valor=1978
linha=3976 | nome=Renata | acao=escreveu o relatorio | valor=3586
linha=3977 | nome=Otavio | acao=comparou as metricas | valor=3543
linha=3978 | nome=Tiago | acao=otimizou o algoritmo | valor=3096
linha=3979 | nome=Sofia | acao=executou o benchmark | valor=7277
linha=3980 | nome=Ana | acao=analisou os resultados | valor=8196
linha=3981 | nome=Tiago | acao=escreveu o relatorio | valor=2492
linha=3982 | nome=Bruno | acao=escreveu o relatorio | valor=3112
linha=3983 | nome=Natalia | acao=escreveu o relatorio | valor=5120
linha=3984 | nome=Paulo | acao=fez um experimento | valor=9744
linha=3985 | nome=Bruno | acao=participou da aula | valor=6975
linha=3986 | nome=Vitor | acao=analisou os resultados | valor=4187
linha=3987 | nome=Carlos | acao=analisou os resultados | valor=2647
linha=3988 | nome=Bruno | acao=analisou os resultados | valor=3026
linha=3989 | nome=Helena | acao=analisou os resultados | valor=4517
linha=3990 | nome=Paulo | acao=analisou os resultados | valor=1924
linha=3991 | nome=Lucas | acao=estudou computacao | valor=3271
linha=3992 | nome=Lucas | acao=comparou as metricas | valor=2489
linha=3993 | nome=Vitor | acao=fez um experimento | valor=2383
linha=3994 | nome=Karen | acao=fez um experimento | valor=3150
linha=3995 | nome=Felipe | acao=analisou os resultados | valor=4898
linha=3996 | nome=Vitor | acao=fez um experimento | valor=3175
linha=3997 | nome=Ana | acao=escreveu o relatorio | valor=1657
linha=3998 | nome=Renata | acao=escreveu o relatorio | valor=7915
linha=3999 | nome=Vitor | acao=participou da aula | valor=2350
linha=4000 | nome=Paulo | acao=executou o benchmark | valor=7558
linha=4001 | nome=Mariana | acao=escreveu o relatorio | valor=4596
linha=4002 | nome=Otavio | acao=estudou computacao | valor=1129
linha=4003 | nome=Igor | acao=otimizou o algoritmo | valor=8906
linha=4004 | nome=Igor | acao=estudou computacao | valor=7627
linha=4005 | nome=Gabriela | acao=fez um experimento | valor=9685
linha=4006 | nome=Felipe | acao=comparou as metricas | valor=3808
linha=4007 | nome=Gabriela | acao=participou da aula | valor=6190
linha=4008 | nome=Tiago | acao=participou da aula | valor=2220
linha=4009 | nome=Renata | acao=estudou computacao | valor=4012
linha=4010 | nome=Mariana | acao=comparou as metricas | valor=6808
linha=4011 | nome=Mariana | acao=participou da aula | valor=5898
linha=4012 | nome=Natalia | acao=escreveu o relatorio | valor=2448
linha=4013 | nome=Eduarda | acao=estudou computacao | valor=5783
linha=4014 | nome=Lucas | acao=otimizou o algoritmo | valor=5049
linha=4015 | nome=Joao | acao=participou da aula | valor=3795
linha=4016 | nome=Eduarda | acao=executou o benchmark | valor=1096
linha=4017 | nome=Otavio | acao=comparou as metricas | valor=2436
linha=4018 | nome=Helena | acao=participou da aula | valor=6431
linha=4019 | nome=Igor | acao=comparou as metricas | valor=4312
linha=4020 | nome=Helena | acao=escreveu o relatorio | valor=4338
linha=4021 | nome=Helena | acao=otimizou o algoritmo | valor=1231
linha=4022 | nome=Lucas | acao=fez um experimento | valor=5976
linha=4023 | nome=Eduarda | acao=executou o benchmark | valor=7181
linha=4024 | nome=Daniela | acao=executou o benchmark | valor=3932
linha=4025 | nome=Gabriela | acao=executou o benchmark | valor=3477
linha=4026 | nome=Felipe | acao=fez um experimento | valor=1752
linha=4027 | nome=Sofia | acao=participou da aula | valor=4640
linha=4028 | nome=Gabriela | acao=analisou os resultados | valor=6353
linha=4029 | nome=Daniela | acao=analisou os resultados | valor=6943
linha=4030 | nome=Felipe | acao=analisou os resultados | valor=3746
linha=4031 | nome=Ana | acao=estudou computacao | valor=9764
linha=4032 | nome=Gabriela | acao=comparou as metricas | valor=7982
linha=4033 | nome=Vitor | acao=estudou computacao | valor=9229
linha=4034 | nome=Carlos | acao=executou o benchmark | valor=7365
linha=4035 | nome=Eduarda | acao=escreveu o relatorio | valor=8596
linha=4036 | nome=Helena | acao=estudou computacao | valor=2410
linha=4037 | nome=Gabriela | acao=otimizou o algoritmo | valor=5649
linha=4038 | nome=Renata | acao=comparou as metricas | valor=1008
linha=4039 | nome=Ana | acao=otimizou o algoritmo | valor=9075
linha=4040 | nome=Renata | acao=comparou as metricas | valor=6248
linha=4041 | nome=Natalia | acao=fez um experimento | valor=2945
linha=4042 | nome=Otavio | acao=comparou as metricas | valor=4306
linha=4043 | nome=Joao | acao=comparou as metricas | valor=8241
linha=4044 | nome=Joao | acao=otimizou o algoritmo | valor=6346
linha=4045 | nome=Daniela | acao=estudou computacao | valor=3054
linha=4046 | nome=Igor | acao=otimizou o algoritmo | valor=5259
linha=4047 | nome=Joao | acao=analisou os resultados | valor=2968
linha=4048 | nome=Mariana | acao=fez um experimento | valor=7995
linha=4049 | nome=Tiago | acao=comparou as metricas | valor=3347
linha=4050 | nome=Helena | acao=fez um experimento | valor=5329
linha=4051 | nome=Mariana | acao=fez um experimento | valor=1606
linha=4052 | nome=Natalia | acao=otimizou o algoritmo | valor=7192
linha=4053 | nome=Tiago | acao=escreveu o relatorio | valor=9166
linha=4054 | nome=Lucas | acao=otimizou o algoritmo | valor=7823
linha=4055 | nome=Renata | acao=fez um experimento | valor=3196
linha=4056 | nome=Igor | acao=escreveu o relatorio | valor=5444
linha=4057 | nome=Mariana | acao=participou da aula | valor=8987
linha=4058 | nome=Eduarda | acao=analisou os resultados | valor=3920
linha=4059 | nome=Eduarda | acao=estudou computacao | valor=1019
linha=4060 | nome=Gabriela | acao=estudou computacao | valor=6919
linha=4061 | nome=Gabriela | acao=fez um experimento | valor=9679
linha=4062 | nome=Bruno | acao=otimizou o algoritmo | valor=7923
linha=4063 | nome=Joao | acao=analisou os resultados | valor=8695
linha=4064 | nome=Ana | acao=estudou computacao | valor=7314
linha=4065 | nome=Sofia | acao=comparou as metricas | valor=2360
linha=4066 | nome=Bruno | acao=analisou os resultados | valor=6052
linha=4067 | nome=Daniela | acao=analisou os resultados | valor=4532
linha=4068 | nome=Bruno | acao=escreveu o relatorio | valor=8681
linha=4069 | nome=Mariana | acao=comparou as metricas | valor=3978
linha=4070 | nome=Carlos | acao=participou da aula | valor=1895
linha=4071 | nome=Lucas | acao=fez um experimento | valor=6598
linha=4072 | nome=Lucas | acao=analisou os resultados | valor=8389
linha=4073 | nome=Igor | acao=otimizou o algoritmo | valor=2917
linha=4074 | nome=Igor | acao=analisou os resultados | valor=1777
linha=4075 | nome=Helena | acao=analisou os resultados | valor=6173
linha=4076 | nome=Carlos | acao=escreveu o relatorio | valor=7124
linha=4077 | nome=Ana | acao=fez um experimento | valor=7779
linha=4078 | nome=Lucas | acao=fez um experimento | valor=2141
linha=4079 | nome=Natalia | acao=participou da aula | valor=3366
linha=4080 | nome=Joao | acao=executou o benchmark | valor=5728
linha=4081 | nome=Otavio | acao=otimizou o algoritmo | valor=4423
linha=4082 | nome=Helena | acao=executou o benchmark | valor=7007
linha=4083 | nome=Natalia | acao=fez um experimento | valor=7342
linha=4084 | nome=Sofia | acao=executou o benchmark | valor=6281
linha=4085 | nome=Igor | acao=otimizou o algoritmo | valor=9631
linha=4086 | nome=Otavio | acao=estudou computacao | valor=8776
linha=4087 | nome=Ana | acao=fez um experimento | valor=6967
linha=4088 | nome=Paulo | acao=estudou computacao | valor=5463
linha=4089 | nome=Joao | acao=otimizou o algoritmo | valor=9715
linha=4090 | nome=Daniela | acao=analisou os resultados | valor=4390
linha=4091 | nome=Bruno | acao=analisou os resultados | valor=2142
linha=4092 | nome=Sofia | acao=fez um experimento | valor=2776
linha=4093 | nome=Gabriela | acao=estudou computacao | valor=3766
linha=4094 | nome=Felipe | acao=participou da aula | valor=8047
linha=4095 | nome=Paulo | acao=comparou as metricas | valor=3284
linha=4096 | nome=Tiago | acao=comparou as metricas | valor=5658
linha=4097 | nome=Joao | acao=fez um experimento | valor=9937
linha=4098 | nome=Natalia | acao=comparou as metricas | valor=2074
linha=4099 | nome=Carlos | acao=executou o benchmark | valor=3009
linha=4100 | nome=Ana | acao=otimizou o algoritmo | valor=3972
linha=4101 | nome=Renata | acao=estudou computacao | valor=7944
linha=4102 | nome=Carlos | acao=estudou computacao | valor=2690
linha=4103 | nome=Sofia | acao=escreveu o relatorio | valor=6455
linha=4104 | nome=Igor | acao=fez um experimento | valor=5575
linha=4105 | nome=Paulo | acao=escreveu o relatorio | valor=8925
linha=4106 | nome=Joao | acao=analisou os resultados | valor=1944
linha=4107 | nome=Sofia | acao=estudou computacao | valor=3355
linha=4108 | nome=Bruno | acao=participou da aula | valor=8029
linha=4109 | nome=Paulo | acao=participou da aula | valor=7034
linha=4110 | nome=Mariana | acao=comparou as metricas | valor=3758
linha=4111 | nome=Lucas | acao=comparou as metricas | valor=9132
linha=4112 | nome=Tiago | acao=estudou computacao | valor=2308
linha=4113 | nome=Otavio | acao=comparou as metricas | valor=4346
linha=4114 | nome=Joao | acao=fez um experimento | valor=7919
linha=4115 | nome=Sofia | acao=participou da aula | valor=4813
linha=4116 | nome=Eduarda | acao=analisou os resultados | valor=6341
linha=4117 | nome=Carlos | acao=participou da aula | valor=3999
linha=4118 | nome=Bruno | acao=estudou computacao | valor=1982
linha=4119 | nome=Igor | acao=participou da aula | valor=8619
linha=4120 | nome=Daniela | acao=executou o benchmark | valor=8917
linha=4121 | nome=Eduarda | acao=participou da aula | valor=9371
linha=4122 | nome=Joao | acao=escreveu o relatorio | valor=2359
linha=4123 | nome=Otavio | acao=comparou as metricas | valor=4736
linha=4124 | nome=Carlos | acao=estudou computacao | valor=5016
linha=4125 | nome=Bruno | acao=executou o benchmark | valor=6047
linha=4126 | nome=Helena | acao=fez um experimento | valor=7080
linha=4127 | nome=Bruno | acao=analisou os resultados | valor=1249
linha=4128 | nome=Eduarda | acao=otimizou o algoritmo | valor=5865
linha=4129 | nome=Tiago | acao=executou o benchmark | valor=6210
linha=4130 | nome=Tiago | acao=otimizou o algoritmo | valor=8843
linha=4131 | nome=Eduarda | acao=analisou os resultados | valor=8788
linha=4132 | nome=Joao | acao=participou da aula | valor=8373
linha=4133 | nome=Vitor | acao=comparou as metricas | valor=7532
linha=4134 | nome=Tiago | acao=otimizou o algoritmo | valor=6906
