linha=1 | nome=Vitor | acao=escreveu o relatorio | valor=1160
linha=3806 | nome=Helena | acao=escreveu o relatorio | valor=3556
linha=3807 | nome=Mariana | acao=executou o benchmark | valor=2591
linha=3808 | nome=Otavio | acao=comparou as metricas | valor=5053
linha=3809 | nome=Karen | acao=comparou as metricas | valor=7373
linha=3810 | nome=Natalia | acao=analisou os resultados | valor=7231
linha=3811 | nome=Felipe | acao=estudou computacao | valor=9695
linha=3812 | nome=Bruno | acao=fez um experimento | valor=4716
linha=3813 | nome=Ana | acao=estudou computacao | valor=1339
linha=3814 | nome=Joao | acao=participou da aula | valor=6407
linha=3815 | nome=Joao | acao=comparou as metricas | valor=2178
linha=3816 | nome=Carlos | acao=comparou as metricas | valor=1438
linha=3817 | nome=Joao | acao=estudou computacao | valor=4540
linha=3818 | nome=Gabriela | acao=comparou as metricas | valor=1967
linha=3819 | nome=Sofia | acao=fez um experimento | valor=7286
linha=3820 | nome=Karen | acao=analisou os resultados | valor=4902
linha=3821 | nome=Mariana | acao=otimizou o algoritmo | valor=2808
linha=3822 | nome=Helena | acao=estudou computacao | valor=2691
linha=3823 | nome=Joao | acao=estudou computacao | valor=9825
linha=3824 | nome=Otavio | acao=escreveu o relatorio | valor=2994
linha=3825 | nome=Natalia | acao=escreveu o relatorio | valor=1434
linha=3826 | nome=Carlos | acao=estudou computacao | valor=5833
linha=3827 | nome=Paulo | acao=escreveu o relatorio | valor=6937
linha=3828 | nome=Lucas | acao=comparou as metricas | valor=5344
linha=3829 | nome=Felipe | acao=executou o benchmark | valor=5597
linha=3830 | nome=Eduarda | acao=otimizou o algoritmo | valor=3656
linha=3831 | nome=Mariana | acao=estudou computacao | valor=7497
linha=3832 | nome=Igor | acao=comparou as metricas | valor=4967
linha=3833 | nome=Igor | acao=otimizou o algoritmo | valor=4651
linha=3834 | nome=Lucas | acao=fez um experimento | valor=8857
linha=3835 | nome=Felipe | acao=analisou os resultados | valor=4544
linha=3836 | nome=Gabriela | acao=comparou as metricas | valor=4259
linha=3837 | nome=Sofia | acao=otimizou o algoritmo | valor=4491
linha=3838 | nome=Mariana | acao=fez um experimento | valor=4528
linha=3839 | nome=Daniela | acao=participou da aula | valor=4692
linha=3840 | nome=Lucas | acao=estudou computacao | valor=3358
linha=3841 | nome=Renata | acao=escreveu o relatorio | valor=3530
linha=3842 | nome=Ana | acao=executou o benchmark | valor=3014
linha=3843 | nome=Karen | acao=fez um experimento | valor=9291
linha=3844 | nome=Joao | acao=executou o benchmark | valor=8110
linha=3845 | nome=Karen | acao=estudou computacao | valor=8621
linha=3846 | nome=Helena | acao=estudou computacao | valor=5393
linha=3847 | nome=Igor | acao=otimizou o algoritmo | valor=7203
linha=3848 | nome=Gabriela | acao=participou da aula | valor=5045
linha=3849 | nome=Felipe | acao=fez um experimento | valor=8430
linha=3850 | nome=Natalia | acao=executou o benchmark | valor=9307
linha=3851 | nome=Eduarda | acao=comparou as metricas | valor=7079
linha=3852 | nome=Renata | acao=participou da aula | valor=8309
linha=3853 | nome=Igor | acao=comparou as metricas | valor=6548
linha=3854 | nome=Daniela | acao=estudou computacao | valor=7631
linha=3855 | nome=Daniela | acao=comparou as metricas | valor=3562
linha=3856 | nome=Natalia | acao=estudou computacao | valor=9033
linha=3857 | nome=Mariana | acao=executou o benchmark | valor=4377
linha=3858 | nome=Joao | acao=executou o benchmark | valor=3296
linha=3859 | nome=Igor | acao=fez um experimento | valor=3429
linha=3860 | nome=Otavio | acao=fez um experimento | valor=7881
linha=3861 | nome=Natalia | acao=comparou as metricas | valor=8166
linha=3862 | nome=Lucas | acao=otimizou o algoritmo | valor=1841
linha=3863 | nome=Karen | acao=estudou computacao | valor=9636
linha=3864 | nome=Joao | acao=analisou os resultados | valor=9296
linha=3865 | nome=Mariana | acao=estudou computacao | valor=3990
linha=3866 | nome=Gabriela | acao=comparou as metricas | valor=8700
linha=3867 | nome=Igor | acao=escreveu o relatorio | valor=2665
linha=3868 | nome=Tiago | acao=estudou computacao | valor=2602
linha=3869 | nome=Carlos | acao=escreveu o relatorio | valor=8329
linha=3870 | nome=Helena | acao=otimizou o algoritmo | valor=3874
linha=3871 | nome=Gabriela | acao=fez um experimento | valor=2413
linha=3872 | nome=Tiago | acao=escreveu o relatorio | valor=6227
linha=3873 | nome=Felipe | acao=analisou os resultados | valor=4142
linha=3874 | nome=Ana | acao=executou o benchmark | valor=7109
linha=3875 | nome=Ana | acao=executou o benchmark | valor=5172
linha=3876 | nome=Bruno | acao=executou o benchmark | valor=4336
linha=3877 | nome=Mariana | acao=otimizou o algoritmo | valor=2457
linha=3878 | nome=Karen | acao=escreveu o relatorio | valor=1113
linha=3879 | nome=Otavio | acao=comparou as metricas | valor=7375
linha=3880 | nome=Mariana | acao=otimizou o algoritmo | valor=9594
linha=3881 | nome=Vitor | acao=escreveu o relatorio | valor=4403
linha=3882 | nome=Lucas | acao=participou da aula | valor=6069
linha=3883 | nome=Carlos | acao=escreveu o relatorio | valor=8761
linha=3884 | nome=Ana | acao=fez um experimento | valor=9188
linha=3885 | nome=Ana | acao=comparou as metricas | valor=3169
linha=3886 | nome=Lucas | acao=executou o benchmark | valor=7239
linha=3887 | nome=Renata | acao=participou da aula | valor=7583
linha=3888 | nome=Sofia | acao=participou da aula | valor=5140
linha=3889 | nome=Igor | acao=participou da aula | valor=7273
linha=3890 | nome=Mariana | acao=otimizou o algoritmo | valor=9442
linha=3891 | nome=Mariana | acao=analisou os resultados | valor=4181
linha=3892 | nome=Natalia | acao=estudou computacao | valor=1934
linha=3893 | nome=Vitor | acao=otimizou o algoritmo | valor=5619
linha=3894 | nome=Felipe | acao=estudou computacao | valor=5951
linha=3895 | nome=Daniela | acao=fez um experimento | valor=8088
linha=3896 | nome=Eduarda | acao=comparou as metricas | valor=9975
linha=3897 | nome=Mariana | acao=analisou os resultados | valor=4263
linha=3898 | nome=Paulo | acao=participou da aula | valor=3631
linha=3899 | nome=Gabriela | acao=fez um experimento | valor=5788
linha=3900 | nome=Helena | acao=comparou as metricas | valor=8525
linha=3901 | nome=Bruno | acao=escreveu o relatorio | valor=2697
linha=3902 | nome=Otavio | acao=fez um experimento | valor=4770
linha=3903 | nome=Ana | acao=fez um experimento | valor=4356
linha=3904 | nome=Ana | acao=fez um experimento | valor=5740
linha=3905 | nome=Daniela | acao=participou da aula | valor=5149
linha=3906 | nome=Paulo | acao=escreveu o relatorio | valor=9160
linha=3907 | nome=Lucas | acao=analisou os resultados | valor=9106
linha=3908 | nome=Eduarda | acao=otimizou o algoritmo | valor=9076
linha=3909 | nome=Paulo | acao=fez um experimento | valor=6040
linha=3910 | nome=Ana | acao=escreveu o relatorio | valor=3133
linha=3911 | nome=Lucas | acao=comparou as metricas | valor=4210
linha=3912 | nome=Joao | acao=executou o benchmark | valor=5895
linha=3913 | nome=Helena | acao=analisou os resultados | valor=7445
linha=3914 | nome=Paulo | acao=escreveu o relatorio | valor=7362
linha=3915 | nome=Helena | acao=analisou os resultados | valor=2638
linha=3916 | nome=Natalia | acao=fez um experimento | valor=7680
linha=3917 | nome=Lucas | acao=estudou computacao | valor=9072
linha=3918 | nome=Ana | acao=fez um experimento | valor=9911
linha=3919 | nome=Renata | acao=comparou as metricas | valor=8768
linha=3920 | nome=Mariana | acao=otimizou o algoritmo | valor=8481
linha=3921 | nome=Karen | acao=escreveu o relatorio | valor=5656
linha=3922 | nome=Igor | acao=analisou os resultados | valor=9383
linha=3923 | nome=Paulo | acao=comparou as metricas | valor=4559
linha=3924 | nome=Eduarda | acao=escreveu o relatorio | valor=6555
linha=3925 | nome=Joao | acao=escreveu o relatorio | valor=1406
linha=3926 | nome=Eduarda | acao=estudou computacao | valor=8976
linha=3927 | nome=Otavio | acao=estudou computacao | valor=1618
linha=3928 | nome=Bruno | acao=escreveu o relatorio | valor=7552
linha=3929 | nome=Otavio | acao=participou da aula | valor=8350
linha=3930 | nome=Helena | acao=comparou as metricas | valor=2692
linha=3931 | nome=Ana | acao=comparou as metricas | valor=2210
linha=3932 | nome=Daniela | acao=otimizou o algoritmo | valor=1459
linha=3933 | nome=Helena | acao=participou da aula | valor=5137
linha=3934 | nome=Mariana | acao=comparou as metricas | valor=3366
linha=3935 | nome=Lucas | acao=fez um experimento | valor=5255
linha=3936 | nome=Mariana | acao=fez um experimento | valor=4948
linha=3937 | nome=Daniela | acao=executou o benchmark | valor=2227
linha=3938 | nome=Eduarda | acao=executou o benchmark | valor=8049
linha=3939 | nome=Natalia | acao=fez um experimento | valor=6895
linha=3940 | nome=Otavio | acao=analisou os resultados | valor=8152
linha=3941 | nome=Paulo | acao=executou o benchmark | valor=8827
linha=3942 | nome=Renata | acao=comparou as metricas | valor=1362
linha=3943 | nome=Renata | acao=analisou os resultados | valor=3701
linha=3944 | nome=Carlos | acao=otimizou o algoritmo | valor=8181
linha=3945 | nome=Lucas | acao=escreveu o relatorio | valor=1049
linha=3946 | nome=Otavio | acao=otimizou o algoritmo | valor=1757
linha=3947 | nome=Sofia | acao=executou o benchmark | valor=3262
linha=3948 | nome=Gabriela | acao=executou o benchmark | valor=2930
linha=3949 | nome=Joao | acao=escreveu o relatorio | valor=6114
linha=3950 | nome=Joao | acao=otimizou o algoritmo | valor=8642
linha=3951 | nome=Natalia | acao=executou o benchmark | valor=8618
linha=3952 | nome=Ana | acao=participou da aula | valor=3086
linha=3953 | nome=Karen | acao=executou o benchmark | valor=3901
linha=3954 | nome=Carlos | acao=otimizou o algoritmo | valor=6844
linha=3955 | nome=Lucas | acao=otimizou o algoritmo | valor=9629
linha=3956 | nome=Paulo | acao=escreveu o relatorio | valor=6545
linha=3957 | nome=Natalia | acao=estudou computacao | valor=6264
linha=3958 | nome=Lucas | acao=analisou os resultados | valor=7694
linha=3959 | nome=Renata | acao=otimizou o algoritmo | valor=9897
linha=3960 | nome=Lucas | acao=otimizou o algoritmo | valor=8052
linha=3961 | nome=Felipe | acao=fez um experimento | valor=2629
linha=3962 | nome=Mariana | acao=fez um experimento | valor=4824
linha=3963 | nome=Eduarda | acao=estudou computacao | valor=7101
linha=3964 | nome=Lucas | acao=estudou computacao | valor=2943
linha=3965 | nome=Mariana | acao=fez um experimento | valor=8429
linha=3966 | nome=Natalia | acao=comparou as metricas | valor=5561
linha=3967 | nome=Daniela | acao=comparou as metricas | valor=1933
linha=3968 | nome=Renata | acao=comparou as metricas | valor=3307
linha=3969 | nome=Natalia | acao=participou da aula | valor=9594
linha=3970 | nome=Vitor | acao=participou da aula | valor=8743
linha=3971 | nome=Vitor | acao=fez um experimento | valor=2991
linha=3972 | nome=Vitor | acao=escreveu o relatorio | valor=2094
linha=3973 | nome=Vitor | acao=otimizou o algoritmo | valor=3797
linha=3974 | nome=Karen | acao=escreveu o relatorio | valor=6127
linha=3975 | nome=Carlos | acao=participou da aula | valor=8135
linha=3976 | nome=Renata | acao=executou o benchmark | valor=4159
linha=3977 | nome=Carlos | acao=analisou os resultados | valor=9263
linha=3978 | nome=Daniela | acao=fez um experimento | valor=7624
linha=3979 | nome=Karen | acao=estudou computacao | valor=3741
linha=3980 | nome=Carlos | acao=participou da aula | valor=5532
linha=3981 | nome=Lucas | acao=executou o benchmark | valor=1425
linha=3982 | nome=Igor | acao=escreveu o relatorio | valor=9416
linha=3983 | nome=Carlos | acao=escreveu o relatorio | valor=9889
linha=3984 | nome=Natalia | acao=otimizou o algoritmo | valor=6060
linha=3985 | nome=Sofia | acao=executou o benchmark | valor=9870
linha=3986 | nome=Igor | acao=otimizou o algoritmo | valor=7374
linha=3987 | nome=Natalia | acao=participou da aula | valor=9814
linha=3988 | nome=Lucas | acao=fez um experimento | valor=2334
linha=3989 | nome=Sofia | acao=comparou as metricas | valor=7642
linha=3990 | nome=Renata | acao=executou o benchmark | valor=5348
linha=3991 | nome=Joao | acao=fez um experimento | valor=5058
linha=3992 | nome=Joao | acao=analisou os resultados | valor=2423
linha=3993 | nome=Mariana | acao=participou da aula | valor=9671
linha=3994 | nome=Vitor | acao=estudou computacao | valor=7646
linha=3995 | nome=Bruno | acao=participou da aula | valor=1496
linha=3996 | nome=Vitor | acao=otimizou o algoritmo | valor=4710
linha=3997 | nome=Helena | acao=participou da aula | valor=6631
linha=3998 | nome=Felipe | acao=estudou computacao | valor=5668
linha=3999 | nome=Bruno | acao=otimizou o algoritmo | valor=4679
linha=4000 | nome=Igor | acao=otimizou o algoritmo | valor=3013
linha=4001 | nome=Joao | acao=otimizou o algoritmo | valor=3788
linha=4002 | nome=Joao | acao=escreveu o relatorio | valor=1911
linha=4003 | nome=Lucas | acao=estudou computacao | valor=2404
linha=4004 | nome=Lucas | acao=fez um experimento | valor=2990
linha=4005 | nome=Otavio | acao=executou o benchmark | valor=6427
linha=4006 | nome=Felipe | acao=escreveu o relatorio | valor=2883
linha=4007 | nome=Lucas | acao=executou o benchmark | valor=7459
linha=4008 | nome=Vitor | acao=comparou as metricas | valor=3319
linha=4009 | nome=Eduarda | acao=comparou as metricas | valor=9136
linha=4010 | nome=Helena | acao=executou o benchmark | valor=8473
linha=4011 | nome=Mariana | acao=escreveu o relatorio | valor=5252
linha=4012 | nome=Bruno | acao=escreveu o relatorio | valor=1835
linha=4013 | nome=Igor | acao=escreveu o relatorio | valor=1236
linha=4014 | nome=Karen | acao=analisou os resultados | valor=9576
linha=4015 | nome=Karen | acao=executou o benchmark | valor=2937
linha=4016 | nome=Natalia | acao=analisou os resultados | valor=9526
linha=4017 | nome=Tiago | acao=escreveu o relatorio | valor=6194
linha=4018 | nome=Otavio | acao=escreveu o relatorio | valor=2863
linha=4019 | nome=Eduarda | acao=analisou os resultados | valor=1084
linha=4020 | nome=Lucas | acao=otimizou o algoritmo | valor=2245
linha=4021 | nome=Igor | acao=executou o benchmark | valor=4488
linha=4022 | nome=Sofia | acao=estudou computacao | valor=7945
linha=4023 | nome=Karen | acao=analisou os resultados | valor=4653
linha=4024 | nome=Felipe | acao=analisou os resultados | valor=1536
linha=4025 | nome=Otavio | acao=fez um experimento | valor=3305
linha=4026 | nome=Paulo | acao=fez um experimento | valor=4934
linha=4027 | nome=Mariana | acao=otimizou o algoritmo | valor=6259
linha=4028 | nome=Carlos | acao=executou o benchmark | valor=6805
linha=4029 | nome=Paulo | acao=analisou os resultados | valor=3632
linha=4030 | nome=Felipe | acao=comparou as metricas | valor=7961
linha=4031 | nome=Lucas | acao=participou da aula | valor=2801
linha=4032 | nome=Bruno | acao=analisou os resultados | valor=2481
linha=4033 | nome=Tiago | acao=executou o benchmark | valor=4576
linha=4034 | nome=Daniela | acao=estudou computacao | valor=2979
linha=4035 | nome=Otavio | acao=comparou as metricas | valor=8296
linha=4036 | nome=Igor | acao=estudou computacao | valor=5077
linha=4037 | nome=Helena | acao=fez um experimento | valor=6671
linha=4038 | nome=Igor | acao=executou o benchmark | valor=3899
linha=4039 | nome=Bruno | acao=analisou os resultados | valor=2764
linha=4040 | nome=Vitor | acao=participou da aula | valor=9754
linha=4041 | nome=Mariana | acao=comparou as metricas | valor=1761
linha=4042 | nome=Vitor | acao=fez um experimento | valor=9488
linha=4043 | nome=Felipe | acao=otimizou o algoritmo | valor=2142
linha=4044 | nome=Otavio | acao=participou da aula | valor=8883
linha=4045 | nome=Eduarda | acao=executou o benchmark | valor=7793
linha=4046 | nome=Felipe | acao=fez um experimento | valor=8948
linha=4047 | nome=Mariana | acao=analisou os resultados | valor=9218
linha=4048 | nome=Mariana | acao=fez um experimento | valor=6102
linha=4049 | nome=Vitor | acao=escreveu o relatorio | valor=1930
linha=4050 | nome=Tiago | acao=comparou as metricas | valor=4631
linha=4051 | nome=Daniela | acao=otimizou o algoritmo | valor=1258
linha=4052 | nome=Otavio | acao=analisou os resultados | valor=7453
linha=4053 | nome=Sofia | acao=executou o benchmark | valor=9445
linha=4054 | nome=Eduarda | acao=fez um experimento | valor=7469
linha=4055 | nome=Helena | acao=executou o benchmark | valor=4976
linha=4056 | nome=Paulo | acao=analisou os resultados | valor=2223
linha=4057 | nome=Natalia | acao=participou da aula | valor=4125
linha=4058 | nome=Bruno | acao=executou o benchmark | valor=7973
linha=4059 | nome=Carlos | acao=estudou computacao | valor=6882
linha=4060 | nome=Felipe | acao=estudou computacao | valor=7622
linha=4061 | nome=Felipe | acao=participou da aula | valor=9205
linha=4062 | nome=Igor | acao=comparou as metricas | valor=2150
linha=4063 | nome=Tiago | acao=comparou as metricas | valor=2606
linha=4064 | nome=Carlos | acao=escreveu o relatorio | valor=5116
linha=4065 | nome=Lucas | acao=fez um experimento | valor=6425
linha=4066 | nome=Joao | acao=estudou computacao | valor=1735
linha=4067 | nome=Renata | acao=fez um experimento | valor=4830
linha=4068 | nome=Felipe | acao=fez um experimento | valor=1279
linha=4069 | nome=Renata | acao=executou o benchmark | valor=7818
linha=4070 | nome=Mariana | acao=executou o benchmark | valor=7204
linha=4071 | nome=Bruno | acao=estudou computacao | valor=7469
linha=4072 | nome=Joao | acao=estudou computacao | valor=8022
linha=4073 | nome=Carlos | acao=otimizou o algoritmo | valor=6644
linha=4074 | nome=Ana | acao=executou o benchmark | valor=6200
linha=4075 | nome=Lucas | acao=analisou os resultados | valor=9872
linha=4076 | nome=Natalia | acao=executou o benchmark | valor=1958
linha=4077 | nome=Joao | acao=estudou computacao | valor=8626
linha=4078 | nome=Sofia | acao=analisou os resultados | valor=9827
linha=4079 | nome=Ana | acao=estudou computacao | valor=4193
linha=4080 | nome=Joao | acao=participou da aula | valor=1109
linha=4081 | nome=Tiago | acao=analisou os resultados | valor=3579
linha=4082 | nome=Paulo | acao=estudou computacao | valor=1376
linha=4083 | nome=Mariana | acao=executou o benchmark | valor=7405
linha=4084 | nome=Lucas | acao=executou o benchmark | valor=1946
linha=4085 | nome=Lucas | acao=participou da aula | valor=6348
linha=4086 | nome=Sofia | acao=executou o benchmark | valor=6539
linha=4087 | nome=Daniela | acao=otimizou o algoritmo | valor=6982
linha=4088 | nome=Karen | acao=executou o benchmark | valor=8503
linha=4089 | nome=Vitor | acao=escreveu o relatorio | valor=6565
linha=4090 | nome=Otavio | acao=otimizou o algoritmo | valor=4142
linha=4091 | nome=Felipe | acao=escreveu o relatorio | valor=5691
linha=4092 | nome=Renata | acao=comparou as metricas | valor=4869
linha=4093 | nome=Otavio | acao=otimizou o algoritmo | valor=8849
linha=4094 | nome=Helena | acao=analisou os resultados | valor=8999
linha=4095 | nome=Joao | acao=executou o benchmark | valor=1443
linha=4096 | nome=Mariana | acao=participou da aula | valor=5162
linha=4097 | nome=Joao | acao=otimizou o algoritmo | valor=9493
linha=4098 | nome=Helena | acao=estudou computacao | valor=9591
linha=4099 | nome=Bruno | acao=comparou as metricas | valor=4930
linha=4100 | nome=Renata | acao=escreveu o relatorio | valor=6384
linha=4101 | nome=Eduarda | acao=analisou os resultados | valor=6442
linha=4102 | nome=Lucas | acao=comparou as metricas | valor=4304
linha=4103 | nome=Paulo | acao=comparou as metricas | valor=4604
linha=4104 | nome=Sofia | acao=fez um experimento | valor=3637
linha=4105 | nome=Gabriela | acao=estudou computacao | valor=5278
linha=4106 | nome=Carlos | acao=otimizou o algoritmo | valor=9972
linha=4107 | nome=Felipe | acao=estudou computacao | valor=1005
linha=4108 | nome=Mariana | acao=participou da aula | valor=9514
linha=4109 | nome=Otavio | acao=comparou as metricas | valor=7016
linha=4110 | nome=Gabriela | acao=executou o benchmark | valor=2215
linha=4111 | nome=Mariana | acao=fez um experimento | valor=9317
linha=4112 | nome=Mariana | acao=otimizou o algoritmo | valor=2110
linha=4113 | nome=Sofia | acao=otimizou o algoritmo | valor=6291
linha=4114 | nome=Renata | acao=executou o benchmark | valor=6762
linha=4115 | nome=Paulo | acao=analisou os resultados | valor=7456
linha=4116 | nome=Renata | acao=estudou computacao | valor=5444
linha=4117 | nome=Karen | acao=participou da aula | valor=9082
linha=4118 | nome=Carlos | acao=analisou os resultados | valor=7427
linha=4119 | nome=Igor | acao=analisou os resultados | valor=9792
linha=4120 | nome=Karen | acao=analisou os resultados | valor=2321
linha=4121 | nome=Eduarda | acao=escreveu o relatorio | valor=4738
linha=4122 | nome=Eduarda | acao=comparou as metricas | valor=7008
linha=4123 | nome=Daniela | acao=estudou computacao | valor=1019
linha=4124 | nome=Joao | acao=fez um experimento | valor=3692
linha=4125 | nome=Tiago | acao=escreveu o relatorio | valor=8838
linha=4126 | nome=Carlos | acao=fez um experimento | valor=5074
linha=4127 | nome=Gabriela | acao=analisou os resultados | valor=8483
linha=4128 | nome=Natalia | acao=otimizou o algoritmo | valor=8941
linha=4129 | nome=Ana | acao=fez um experimento | valor=6252
linha=4130 | nome=Daniela | acao=comparou as metricas | valor=5308
linha=4131 | nome=Mariana | acao=analisou os resultados | valor=3979
linha=4132 | nome=Daniela | acao=analisou os resultados | valor=5111
linha=4133 | nome=Mariana | acao=analisou os resultados | valor=3632
linha=4134 | nome=Ana | acao=otimizou o algoritmo | valor=5947
linha=4135 | nome=Mariana | acao=participou da aula | valor=4606
linha=4136 | nome=Felipe | acao=estudou computacao | valor=9197
linha=4137 | nome=Gabriela | acao=participou da aula | valor=8795
linha=4138 | nome=Helena | acao=estudou computacao | valor=4069
linha=4139 | nome=Helena | acao=estudou computacao | valor=6587
linha=4140 | nome=Gabriela | acao=escreveu o relatorio | valor=5312
linha=4141 | nome=Renata | acao=participou da aula | valor=4488
linha=4142 | nome=Joao | acao=analisou os resultados | valor=1181
linha=4143 | nome=Daniela | acao=analisou os resultados | valor=3789
linha=4144 | nome=Tiago | acao=analisou os resultados | valor=5354
linha=4145 | nome=Otavio | acao=comparou as metricas | valor=9565
linha=4146 | nome=Carlos | acao=estudou computacao | valor=1742
linha=4147 | nome=Carlos | acao=estudou computacao | valor=7845
linha=4148 | nome=Igor | acao=estudou computacao | valor=5320
linha=4149 | nome=Eduarda | acao=executou o benchmark | valor=5679
linha=4150 | nome=Tiago | acao=executou o benchmark | valor=6161
linha=4151 | nome=Igor | acao=fez um experimento | valor=5062
linha=4152 | nome=Karen | acao=otimizou o algoritmo | valor=6000
linha=4153 | nome=Mariana | acao=escreveu o relatorio | valor=1298
linha=4154 | nome=Karen | acao=otimizou o algoritmo | valor=4000
linha=4155 | nome=Otavio | acao=comparou as metricas | valor=4266
linha=4156 | nome=Natalia | acao=estudou computacao | valor=6526
linha=4157 | nome=Vitor | acao=otimizou o algoritmo | valor=4910
linha=4158 | nome=Karen | acao=analisou os resultados | valor=9669
linha=4159 | nome=Helena | acao=participou da aula | valor=8373
linha=4160 | nome=Helena | acao=comparou as metricas | valor=1484
linha=4161 | nome=Gabriela | acao=estudou computacao | valor=7492
linha=4162 | nome=Helena | acao=participou da aula | valor=6628
linha=4163 | nome=Joao | acao=fez um experimento | valor=1836
linha=4164 | nome=Vitor | acao=participou da aula | valor=3564
linha=4165 | nome=Eduarda | acao=otimizou o algoritmo | valor=7695
linha=4166 | nome=Gabriela | acao=escreveu o relatorio | valor=2291
linha=4167 | nome=Eduarda | acao=analisou os resultados | valor=8630
linha=4168 | nome=Helena | acao=estudou computacao | valor=6436
linha=4169 | nome=Eduarda | acao=executou o benchmark | valor=5254
linha=4170 | nome=Carlos | acao=comparou as metricas | valor=7580
linha=4171 | nome=Joao | acao=executou o benchmark | valor=8673
linha=4172 | nome=Renata | acao=estudou computacao | valor=6436
linha=4173 | nome=Sofia | acao=executou o benchmark | valor=6189
linha=4174 | nome=Paulo | acao=escreveu o relatorio | valor=3132
linha=4175 | nome=Carlos | acao=estudou computacao | valor=4201
linha=4176 | nome=Daniela | acao=participou da aula | valor=4518
linha=4177 | nome=Sofia | acao=escreveu o relatorio | valor=9469
linha=4178 | nome=Ana | acao=escreveu o relatorio | valor=1196
linha=4179 | nome=Natalia | acao=otimizou o algoritmo | valor=8729
linha=4180 | nome=Bruno | acao=executou o benchmark | valor=1978
linha=4181 | nome=Natalia | acao=otimizou o algoritmo | valor=7977
linha=4182 | nome=Igor | acao=escreveu o relatorio | valor=8785
linha=4183 | nome=Renata | acao=escreveu o relatorio | valor=8517
linha=4184 | nome=Lucas | acao=executou o benchmark | valor=8588
linha=4185 | nome=Renata | acao=participou da aula | valor=2848
linha=4186 | nome=Sofia | acao=comparou as metricas | valor=7489
linha=4187 | nome=Carlos | acao=executou o benchmark | valor=2887
linha=4188 | nome=Ana | acao=fez um experimento | valor=1629
linha=4189 | nome=Ana | acao=otimizou o algoritmo | valor=8025
linha=4190 | nome=Felipe | acao=participou da aula | valor=6292
linha=4191 | nome=Natalia | acao=participou da aula | valor=4982
linha=4192 | nome=Daniela | acao=estudou computacao | valor=4139
linha=4193 | nome=Helena | acao=escreveu o relatorio | valor=5001
linha=4194 | nome=Carlos | acao=participou da aula | valor=2717
linha=4195 | nome=Eduarda | acao=fez um experimento | valor=2166
linha=4196 | nome=Eduarda | acao=fez um experimento | valor=1918
linha=4197 | nome=Helena | acao=executou o benchmark | valor=1969
linha=4198 | nome=Sofia | acao=comparou as metricas | valor=1259
linha=4199 | nome=Bruno | acao=analisou os resultados | valor=3281
linha=4200 | nome=Vitor | acao=comparou as metricas | valor=9959
linha=4201 | nome=Paulo | acao=fez um experimento | valor=3219
linha=4202 | nome=Mariana | acao=comparou as metricas | valor=6728
linha=4203 | nome=Lucas | acao=comparou as metricas | valor=2847
linha=4204 | nome=Helena | acao=fez um experimento | valor=2304
linha=4205 | nome=Karen | acao=executou o benchmark | valor=7093
linha=4206 | nome=Sofia | acao=executou o benchmark | valor=1210
linha=4207 | nome=Karen | acao=analisou os resultados | valor=2552
linha=4208 | nome=Karen | acao=fez um experimento | valor=1514
linha=4209 | nome=Mariana | acao=estudou computacao | valor=4095
linha=4210 | nome=Mariana | acao=participou da aula | valor=9338
linha=4211 | nome=Helena | acao=participou da aula | valor=9635
linha=4212 | nome=Felipe | acao=comparou as metricas | valor=4324
linha=4213 | nome=Felipe | acao=analisou os resultados | valor=9648
linha=4214 | nome=Tiago | acao=executou o benchmark | valor=4874
linha=4215 | nome=Natalia | acao=executou o benchmark | valor=5846
linha=4216 | nome=Natalia | acao=otimizou o algoritmo | valor=2855
linha=4217 | nome=Mariana | acao=fez um experimento | valor=4882
linha=4218 | nome=Sofia | acao=executou o benchmark | valor=1489
linha=4219 | nome=Bruno | acao=analisou os resultados | valor=2785
linha=4220 | nome=Vitor | acao=participou da aula | valor=6162
linha=4221 | nome=Ana | acao=executou o benchmark | valor=1999
linha=4222 | nome=Lucas | acao=participou da aula | valor=1789
linha=4223 | nome=Paulo | acao=participou da aula | valor=1010
linha=4224 | nome=Daniela | acao=fez um experimento | valor=9558
linha=4225 | nome=Karen | acao=estudou computacao | valor=1771
linha=4226 | nome=Otavio | acao=fez um experimento | valor=3168
linha=4227 | nome=Bruno | acao=fez um experimento | valor=2166
linha=4228 | nome=Lucas | acao=participou da aula | valor=6945
linha=4229 | nome=Ana | acao=executou o benchmark | valor=1093
linha=4230 | nome=Carlos | acao=fez um experimento | valor=7416
linha=4231 | nome=Renata | acao=fez um experimento | valor=3480
linha=4232 | nome=Renata | acao=otimizou o algoritmo | valor=9325
linha=4233 | nome=Igor | acao=comparou as metricas | valor=8357
linha=4234 | nome=Bruno | acao=comparou as metricas | valor=2230
linha=4235 | nome=Natalia | acao=participou da aula | valor=9959
linha=4236 | nome=Joao | acao=otimizou o algoritmo | valor=9121
linha=4237 | nome=Tiago | acao=otimizou o algoritmo | valor=8346
linha=4238 | nome=Karen | acao=participou da aula | valor=1083
linha=4239 | nome=Helena | acao=fez um experimento | valor=9411
linha=4240 | nome=Sofia | acao=executou o benchmark | valor=7318
linha=4241 | nome=Joao | acao=fez um experimento | valor=9234
linha=4242 | nome=Eduarda | acao=comparou as metricas | valor=3264
linha=4243 | nome=Felipe | acao=executou o benchmark | valor=7984
