linha=1 | nome=Carlos | acao=escreveu o relatorio | valor=8227
linha=3965 | nome=Bruno | acao=participou da aula | valor=7611
linha=3966 | nome=Igor | acao=executou o benchmark | valor=6804
linha=3967 | nome=Eduarda | acao=executou o benchmark | valor=1644
linha=3968 | nome=Tiago | acao=analisou os resultados | valor=1927
linha=3969 | nome=Ana | acao=executou o benchmark | valor=8016
linha=3970 | nome=Igor | acao=analisou os resultados | valor=3942
linha=3971 | nome=Sofia | acao=executou o benchmark | valor=2870
linha=3972 | nome=Daniela | acao=fez um experimento | valor=3306
linha=3973 | nome=Gabriela | acao=fez um experimento | valor=4715
linha=3974 | nome=Vitor | acao=analisou os resultados | valor=8828
linha=3975 | nome=Bruno | acao=participou da aula | valor=3926
linha=3976 | nome=Karen | acao=executou o benchmark | valor=9925
linha=3977 | nome=Ana | acao=participou da aula | valor=2606
linha=3978 | nome=Natalia | acao=participou da aula | valor=5421
linha=3979 | nome=Carlos | acao=otimizou o algoritmo | valor=5126
linha=3980 | nome=Karen | acao=comparou as metricas | valor=2679
linha=3981 | nome=Sofia | acao=executou o benchmark | valor=3591
linha=3982 | nome=Mariana | acao=otimizou o algoritmo | valor=5337
linha=3983 | nome=Daniela | acao=analisou os resultados | valor=7975
linha=3984 | nome=Tiago | acao=executou o benchmark | valor=6715
linha=3985 | nome=Sofia | acao=fez um experimento | valor=9463
linha=3986 | nome=Carlos | acao=executou o benchmark | valor=7483
linha=3987 | nome=Renata | acao=otimizou o algoritmo | valor=9614
linha=3988 | nome=Natalia | acao=comparou as metricas | valor=8142
linha=3989 | nome=Paulo | acao=executou o benchmark | valor=6354
linha=3990 | nome=Renata | acao=comparou as metricas | valor=2753
linha=3991 | nome=Daniela | acao=estudou computacao | valor=2475
linha=3992 | nome=Helena | acao=fez um experimento | valor=1949
linha=3993 | nome=Renata | acao=fez um experimento | valor=7274
linha=3994 | nome=Felipe | acao=analisou os resultados | valor=7277
linha=3995 | nome=Natalia | acao=comparou as metricas | valor=3894
linha=3996 | nome=Tiago | acao=fez um experimento | valor=8971
linha=3997 | nome=Renata | acao=comparou as metricas | valor=6367
linha=3998 | nome=Felipe | acao=participou da aula | valor=5741
linha=3999 | nome=Sofia | acao=comparou as metricas | valor=5998
linha=4000 | nome=Lucas | acao=escreveu o relatorio | valor=9825
linha=4001 | nome=Renata | acao=executou o benchmark | valor=8502
linha=4002 | nome=Carlos | acao=participou da aula | valor=5437
linha=4003 | nome=Ana | acao=executou o benchmark | valor=8983
linha=4004 | nome=Karen | acao=estudou computacao | valor=9015
linha=4005 | nome=Felipe | acao=analisou os resultados | valor=9501
linha=4006 | nome=Otavio | acao=executou o benchmark | valor=5581
linha=4007 | nome=Renata | acao=fez um experimento | valor=3511
linha=4008 | nome=Natalia | acao=executou o benchmark | valor=5919
linha=4009 | nome=Felipe | acao=analisou os resultados | valor=7208
linha=4010 | nome=Igor | acao=participou da aula | valor=4230
linha=4011 | nome=Mariana | acao=analisou os resultados | valor=4111
linha=4012 | nome=Felipe | acao=escreveu o relatorio | valor=5508
linha=4013 | nome=Otavio | acao=analisou os resultados | valor=1922
linha=4014 | nome=Carlos | acao=escreveu o relatorio | valor=3346
linha=4015 | nome=Tiago | acao=participou da aula | valor=8413
linha=4016 | nome=Karen | acao=otimizou o algoritmo | valor=9835
linha=4017 | nome=Paulo | acao=estudou computacao | valor=9754
linha=4018 | nome=Mariana | acao=analisou os resultados | valor=3987
linha=4019 | nome=Helena | acao=comparou as metricas | valor=2892
linha=4020 | nome=Daniela | acao=participou da aula | valor=1230
linha=4021 | nome=Sofia | acao=executou o benchmark | valor=8990
linha=4022 | nome=Helena | acao=escreveu o relatorio | valor=7500
linha=4023 | nome=Joao | acao=comparou as metricas | valor=1493
linha=4024 | nome=Natalia | acao=fez um experimento | valor=1282
linha=4025 | nome=Natalia | acao=comparou as metricas | valor=7877
linha=4026 | nome=Daniela | acao=estudou computacao | valor=5413
linha=4027 | nome=Joao | acao=comparou as metricas | valor=1160
linha=4028 | nome=Ana | acao=participou da aula | valor=9409
linha=4029 | nome=Bruno | acao=fez um experimento | valor=6631
linha=4030 | nome=Lucas | acao=estudou computacao | valor=5346
linha=4031 | nome=Lucas | acao=escreveu o relatorio | valor=3157
linha=4032 | nome=Sofia | acao=fez um experimento | valor=6150
linha=4033 | nome=Renata | acao=analisou os resultados | valor=9869
linha=4034 | nome=Tiago | acao=otimizou o algoritmo | valor=8243
linha=4035 | nome=Joao | acao=executou o benchmark | valor=4294
linha=4036 | nome=Carlos | acao=comparou as metricas | valor=6118
linha=4037 | nome=Bruno | acao=otimizou o algoritmo | valor=2081
linha=4038 | nome=Helena | acao=estudou computacao | valor=8345
linha=4039 | nome=Lucas | acao=escreveu o relatorio | valor=5754
linha=4040 | nome=Natalia | acao=analisou os resultados | valor=8204
linha=4041 | nome=Gabriela | acao=comparou as metricas | valor=2111
linha=4042 | nome=Gabriela | acao=comparou as metricas | valor=2814
linha=4043 | nome=Felipe | acao=executou o benchmark | valor=6020
linha=4044 | nome=Otavio | acao=executou o benchmark | valor=3481
linha=4045 | nome=Mariana | acao=executou o benchmark | valor=6419
linha=4046 | nome=Tiago | acao=escreveu o relatorio | valor=3060
linha=4047 | nome=Eduarda | acao=fez um experimento | valor=7055
linha=4048 | nome=Carlos | acao=escreveu o relatorio | valor=2705
linha=4049 | nome=Otavio | acao=executou o benchmark | valor=3727
linha=4050 | nome=Daniela | acao=estudou computacao | valor=5540
linha=4051 | nome=Helena | acao=otimizou o algoritmo | valor=3753
linha=4052 | nome=Tiago | acao=fez um experimento | valor=3393
linha=4053 | nome=Renata | acao=comparou as metricas | valor=7507
linha=4054 | nome=Felipe | acao=otimizou o algoritmo | valor=3255
linha=4055 | nome=Natalia | acao=otimizou o algoritmo | valor=7136
linha=4056 | nome=Daniela | acao=escreveu o relatorio | valor=7333
linha=4057 | nome=Lucas | acao=analisou os resultados | valor=1273
linha=4058 | nome=Paulo | acao=executou o benchmark | valor=6451
linha=4059 | nome=Mariana | acao=estudou computacao | valor=2037
linha=4060 | nome=Vitor | acao=escreveu o relatorio | valor=2391
linha=4061 | nome=Lucas | acao=analisou os resultados | valor=6900
linha=4062 | nome=Otavio | acao=comparou as metricas | valor=7363
linha=4063 | nome=Ana | acao=fez um experimento | valor=7691
linha=4064 | nome=Felipe | acao=otimizou o algoritmo | valor=3947
linha=4065 | nome=Renata | acao=fez um experimento | valor=1229
linha=4066 | nome=Tiago | acao=participou da aula | valor=8858
linha=4067 | nome=Karen | acao=otimizou o algoritmo | valor=8131
linha=4068 | nome=Lucas | acao=participou da aula | valor=5110
linha=4069 | nome=Carlos | acao=otimizou o algoritmo | valor=1001
linha=4070 | nome=Daniela | acao=fez um experimento | valor=3689
linha=4071 | nome=Igor | acao=analisou os resultados | valor=9696
linha=4072 | nome=Renata | acao=comparou as metricas | valor=3005
linha=4073 | nome=Sofia | acao=estudou computacao | valor=2474
linha=4074 | nome=Natalia | acao=otimizou o algoritmo | valor=5468
linha=4075 | nome=Otavio | acao=comparou as metricas | valor=5906
linha=4076 | nome=Gabriela | acao=comparou as metricas | valor=2027
linha=4077 | nome=Bruno | acao=analisou os resultados | valor=5000
linha=4078 | nome=Karen | acao=fez um experimento | valor=4780
linha=4079 | nome=Lucas | acao=estudou computacao | valor=6289
linha=4080 | nome=Tiago | acao=executou o benchmark | valor=6026
linha=4081 | nome=Vitor | acao=otimizou o algoritmo | valor=4707
linha=4082 | nome=Igor | acao=analisou os resultados | valor=4550
linha=4083 | nome=Gabriela | acao=fez um experimento | valor=3183
linha=4084 | nome=Otavio | acao=escreveu o relatorio | valor=4043
linha=4085 | nome=Natalia | acao=estudou computacao | valor=4511
linha=4086 | nome=Paulo | acao=fez um experimento | valor=2329
linha=4087 | nome=Renata | acao=analisou os resultados | valor=5474
linha=4088 | nome=Eduarda | acao=participou da aula | valor=4522
linha=4089 | nome=Igor | acao=comparou as metricas | valor=9868
linha=4090 | nome=Carlos | acao=otimizou o algoritmo | valor=2669
linha=4091 | nome=Igor | acao=escreveu o relatorio | valor=7500
linha=4092 | nome=Ana | acao=participou da aula | valor=3897
linha=4093 | nome=Mariana | acao=estudou computacao | valor=9914
linha=4094 | nome=Carlos | acao=otimizou o algoritmo | valor=6376
linha=4095 | nome=Karen | acao=estudou computacao | valor=2977
linha=4096 | nome=Otavio | acao=fez um experimento | valor=3366
linha=4097 | nome=Ana | acao=executou o benchmark | valor=6037
linha=4098 | nome=Joao | acao=fez um experimento | valor=5595
linha=4099 | nome=Mariana | acao=estudou computacao | valor=4699
linha=4100 | nome=Lucas | acao=escreveu o relatorio | valor=7430
linha=4101 | nome=Paulo | acao=estudou computacao | valor=5548
linha=4102 | nome=Otavio | acao=analisou os resultados | valor=9362
linha=4103 | nome=Bruno | acao=estudou computacao | valor=6925
linha=4104 | nome=Gabriela | acao=participou da aula | valor=4963
linha=4105 | nome=Vitor | acao=analisou os resultados | valor=4167
linha=4106 | nome=Felipe | acao=executou o benchmark | valor=2637
linha=4107 | nome=Natalia | acao=estudou computacao | valor=9441
linha=4108 | nome=Lucas | acao=analisou os resultados | valor=1716
linha=4109 | nome=Tiago | acao=participou da aula | valor=2603
linha=4110 | nome=Bruno | acao=escreveu o relatorio | valor=1524
linha=4111 | nome=Paulo | acao=participou da aula | valor=3408
linha=4112 | nome=Renata | acao=analisou os resultados | valor=4447
linha=4113 | nome=Sofia | acao=participou da aula | valor=7081
linha=4114 | nome=Carlos | acao=escreveu o relatorio | valor=2541
linha=4115 | nome=Carlos | acao=analisou os resultados | valor=9043
linha=4116 | nome=Sofia | acao=otimizou o algoritmo | valor=1111
linha=4117 | nome=Ana | acao=escreveu o relatorio | valor=3600
linha=4118 | nome=Ana | acao=escreveu o relatorio | valor=6352
linha=4119 | nome=Bruno | acao=comparou as metricas | valor=4012
linha=4120 | nome=Gabriela | acao=comparou as metricas | valor=1426
linha=4121 | nome=Joao | acao=comparou as metricas | valor=7397
linha=4122 | nome=Sofia | acao=comparou as metricas | valor=9037
linha=4123 | nome=Igor | acao=executou o benchmark | valor=2123
linha=4124 | nome=Gabriela | acao=executou o benchmark | valor=3680
linha=4125 | nome=Otavio | acao=otimizou o algoritmo | valor=3223
linha=4126 | nome=Tiago | acao=estudou computacao | valor=8593
linha=4127 | nome=Vitor | acao=estudou computacao | valor=6038
linha=4128 | nome=Paulo | acao=estudou computacao | valor=5970
linha=4129 | nome=Ana | acao=fez um experimento | valor=8928
linha=4130 | nome=Helena | acao=comparou as metricas | valor=1418
linha=4131 | nome=Bruno | acao=executou o benchmark | valor=8344
linha=4132 | nome=Otavio | acao=estudou computacao | valor=1316
linha=4133 | nome=Paulo | acao=comparou as metricas | valor=7560
linha=4134 | nome=Gabriela | acao=otimizou o algoritmo | valor=8603
linha=4135 | nome=Gabriela | acao=fez um experimento | valor=2714
linha=4136 | nome=Daniela | acao=estudou computacao | valor=8137
linha=4137 | nome=Otavio | acao=executou o benchmark | valor=6493
linha=4138 | nome=Daniela | acao=estudou computacao | valor=3262
linha=4139 | nome=Renata | acao=analisou os resultados | valor=9168
linha=4140 | nome=Igor | acao=comparou as metricas | valor=1361
linha=4141 | nome=Eduarda | acao=analisou os resultados | valor=1669
linha=4142 | nome=Mariana | acao=escreveu o relatorio | valor=8390
linha=4143 | nome=Ana | acao=otimizou o algoritmo | valor=6483
linha=4144 | nome=Daniela | acao=estudou computacao | valor=6001
linha=4145 | nome=Karen | acao=fez um experimento | valor=8997
linha=4146 | nome=Eduarda | acao=comparou as metricas | valor=1885
linha=4147 | nome=Ana | acao=fez um experimento | valor=9908
linha=4148 | nome=Joao | acao=analisou os resultados | valor=2015
linha=4149 | nome=Natalia | acao=fez um experimento | valor=2138
linha=4150 | nome=Sofia | acao=fez um experimento | valor=7368
linha=4151 | nome=Felipe | acao=escreveu o relatorio | valor=9466
linha=4152 | nome=Renata | acao=executou o benchmark | valor=5368
linha=4153 | nome=Igor | acao=comparou as metricas | valor=5061
linha=4154 | nome=Carlos | acao=fez um experimento | valor=6517
linha=4155 | nome=Gabriela | acao=escreveu o relatorio | valor=6569
linha=4156 | nome=Natalia | acao=executou o benchmark | valor=7072
linha=4157 | nome=Lucas | acao=participou da aula | valor=1469
linha=4158 | nome=Tiago | acao=comparou as metricas | valor=1894
linha=4159 | nome=Bruno | acao=analisou os resultados | valor=7771
linha=4160 | nome=Renata | acao=otimizou o algoritmo | valor=1053
linha=4161 | nome=Vitor | acao=participou da aula | valor=9765
linha=4162 | nome=Igor | acao=estudou computacao | valor=9589
linha=4163 | nome=Gabriela | acao=escreveu o relatorio | valor=8859
linha=4164 | nome=Felipe | acao=executou o benchmark | valor=4256
linha=4165 | nome=Otavio | acao=executou o benchmark | valor=3301
linha=4166 | nome=Natalia | acao=otimizou o algoritmo | valor=4308
linha=4167 | nome=Tiago | acao=participou da aula | valor=1829
linha=4168 | nome=Mariana | acao=escreveu o relatorio | valor=1760
linha=4169 | nome=Paulo | acao=comparou as metricas | valor=8429
linha=4170 | nome=Joao | acao=comparou as metricas | valor=6142
linha=4171 | nome=Carlos | acao=estudou computacao | valor=7954
linha=4172 | nome=Felipe | acao=comparou as metricas | valor=6685
linha=4173 | nome=Vitor | acao=analisou os resultados | valor=1101
linha=4174 | nome=Karen | acao=comparou as metricas | valor=8351
linha=4175 | nome=Renata | acao=comparou as metricas | valor=8032
linha=4176 | nome=Karen | acao=analisou os resultados | valor=5510
linha=4177 | nome=Gabriela | acao=estudou computacao | valor=7480
linha=4178 | nome=Carlos | acao=escreveu o relatorio | valor=1877
linha=4179 | nome=Eduarda | acao=comparou as metricas | valor=7223
linha=4180 | nome=Karen | acao=comparou as metricas | valor=4311
linha=4181 | nome=Mariana | acao=executou o benchmark | valor=5864
linha=4182 | nome=Paulo | acao=analisou os resultados | valor=5393
linha=4183 | nome=Ana | acao=executou o benchmark | valor=3551
linha=4184 | nome=Eduarda | acao=otimizou o algoritmo | valor=3498
linha=4185 | nome=Renata | acao=fez um experimento | valor=4539
linha=4186 | nome=Felipe | acao=comparou as metricas | valor=3463
linha=4187 | nome=Daniela | acao=estudou computacao | valor=5621
linha=4188 | nome=Natalia | acao=estudou computacao | valor=5952
linha=4189 | nome=Ana | acao=analisou os resultados | valor=6843
linha=4190 | nome=Mariana | acao=comparou as metricas | valor=6837
linha=4191 | nome=Mariana | acao=otimizou o algoritmo | valor=6957
linha=4192 | nome=Lucas | acao=executou o benchmark | valor=1076
linha=4193 | nome=Joao | acao=otimizou o algoritmo | valor=9805
linha=4194 | nome=Igor | acao=comparou as metricas | valor=9307
linha=4195 | nome=Karen | acao=escreveu o relatorio | valor=6514
linha=4196 | nome=Gabriela | acao=comparou as metricas | valor=3165
linha=4197 | nome=Joao | acao=otimizou o algoritmo | valor=3232
linha=4198 | nome=Vitor | acao=escreveu o relatorio | valor=4151
linha=4199 | nome=Daniela | acao=escreveu o relatorio | valor=9001
linha=4200 | nome=Mariana | acao=otimizou o algoritmo | valor=1671
linha=4201 | nome=Daniela | acao=escreveu o relatorio | valor=1995
linha=4202 | nome=Karen | acao=estudou computacao | valor=7709
linha=4203 | nome=Tiago | acao=fez um experimento | valor=5345
linha=4204 | nome=Otavio | acao=estudou computacao | valor=8244
linha=4205 | nome=Karen | acao=participou da aula | valor=8022
linha=4206 | nome=Karen | acao=executou o benchmark | valor=4904
linha=4207 | nome=Ana | acao=executou o benchmark | valor=7198
linha=4208 | nome=Karen | acao=executou o benchmark | valor=8820
linha=4209 | nome=Karen | acao=analisou os resultados | valor=8162
linha=4210 | nome=Paulo | acao=executou o benchmark | valor=3051
linha=4211 | nome=Mariana | acao=escreveu o relatorio | valor=3988
linha=4212 | nome=Carlos | acao=analisou os resultados | valor=9023
linha=4213 | nome=Natalia | acao=analisou os resultados | valor=3959
linha=4214 | nome=Bruno | acao=analisou os resultados | valor=8618
linha=4215 | nome=Lucas | acao=estudou computacao | valor=8334
linha=4216 | nome=Bruno | acao=fez um experimento | valor=4792
linha=4217 | nome=Tiago | acao=fez um experimento | valor=6881
linha=4218 | nome=Lucas | acao=estudou computacao | valor=8720
linha=4219 | nome=Otavio | acao=fez um experimento | valor=3949
linha=4220 | nome=Otavio | acao=otimizou o algoritmo | valor=7785
linha=4221 | nome=Gabriela | acao=analisou os resultados | valor=2105
linha=4222 | nome=Otavio | acao=estudou computacao | valor=9068
linha=4223 | nome=Daniela | acao=executou o benchmark | valor=2367
linha=4224 | nome=Gabriela | acao=executou o benchmark | valor=7316
linha=4225 | nome=Ana | acao=escreveu o relatorio | valor=8872
linha=4226 | nome=Lucas | acao=executou o benchmark | valor=1976
linha=4227 | nome=Ana | acao=escreveu o relatorio | valor=3989
linha=4228 | nome=Joao | acao=escreveu o relatorio | valor=6748
linha=4229 | nome=Eduarda | acao=comparou as metricas | valor=4472
linha=4230 | nome=Mariana | acao=fez um experimento | valor=4376
linha=4231 | nome=Sofia | acao=participou da aula | valor=3801
linha=4232 | nome=Paulo | acao=fez um experimento | valor=7763
linha=4233 | nome=Natalia | acao=estudou computacao | valor=5921
linha=4234 | nome=Otavio | acao=escreveu o relatorio | valor=7465
linha=4235 | nome=Mariana | acao=comparou as metricas | valor=7030
linha=4236 | nome=Mariana | acao=analisou os resultados | valor=5272
linha=4237 | nome=Joao | acao=otimizou o algoritmo | valor=5762
linha=4238 | nome=Gabriela | acao=estudou computacao | valor=3270
linha=4239 | nome=Sofia | acao=otimizou o algoritmo | valor=8909
linha=4240 | nome=Otavio | acao=executou o benchmark | valor=6904
linha=4241 | nome=Otavio | acao=comparou as metricas | valor=3972
linha=4242 | nome=Gabriela | acao=analisou os resultados | valor=9942
linha=4243 | nome=Natalia | acao=otimizou o algoritmo | valor=9585
linha=4244 | nome=Igor | acao=executou o benchmark | valor=8178
linha=4245 | nome=Renata | acao=analisou os resultados | valor=8079
linha=4246 | nome=Mariana | acao=estudou computacao | valor=8553
linha=4247 | nome=Natalia | acao=fez um experimento | valor=9064
linha=4248 | nome=Mariana | acao=executou o benchmark | valor=6110
linha=4249 | nome=Renata | acao=escreveu o relatorio | valor=9601
linha=4250 | nome=Tiago | acao=fez um experimento | valor=1338
linha=4251 | nome=Carlos | acao=otimizou o algoritmo | valor=8724
linha=4252 | nome=Renata | acao=comparou as metricas | valor=2101
linha=4253 | nome=Daniela | acao=escreveu o relatorio | valor=8037
linha=4254 | nome=Paulo | acao=executou o benchmark | valor=3120
linha=4255 | nome=Joao | acao=fez um experimento | valor=6681
linha=4256 | nome=Vitor | acao=fez um experimento | valor=8566
linha=4257 | nome=Vitor | acao=participou da aula | valor=9443
linha=4258 | nome=Bruno | acao=estudou computacao | valor=1986
linha=4259 | nome=Lucas | acao=participou da aula | valor=8942
linha=4260 | nome=Sofia | acao=analisou os resultados | valor=2324
linha=4261 | nome=Helena | acao=estudou computacao | valor=5747
linha=4262 | nome=Renata | acao=otimizou o algoritmo | valor=8763
linha=4263 | nome=Tiago | acao=participou da aula | valor=2032
linha=4264 | nome=Mariana | acao=escreveu o relatorio | valor=5750
linha=4265 | nome=Otavio | acao=otimizou o algoritmo | valor=5625
linha=4266 | nome=Gabriela | acao=analisou os resultados | valor=3745
linha=4267 | nome=Carlos | acao=fez um experimento | valor=8978
linha=4268 | nome=Helena | acao=fez um experimento | valor=6122
linha=4269 | nome=Mariana | acao=comparou as metricas | valor=4875
linha=4270 | nome=Ana | acao=fez um experimento | valor=7463
linha=4271 | nome=Mariana | acao=comparou as metricas | valor=3042
linha=4272 | nome=Lucas | acao=executou o benchmark | valor=8326
linha=4273 | nome=Lucas | acao=comparou as metricas | valor=7054
linha=4274 | nome=Sofia | acao=participou da aula | valor=1037
linha=4275 | nome=Ana | acao=comparou as metricas | valor=2542
linha=4276 | nome=Joao | acao=participou da aula | valor=1147
linha=4277 | nome=Natalia | acao=otimizou o algoritmo | valor=7311
linha=4278 | nome=Carlos | acao=fez um experimento | valor=8801
linha=4279 | nome=Daniela | acao=participou da aula | valor=1588
linha=4280 | nome=Eduarda | acao=participou da aula | valor=1664
linha=4281 | nome=Daniela | acao=estudou computacao | valor=8110
linha=4282 | nome=Daniela | acao=executou o benchmark | valor=3380
linha=4283 | nome=Ana | acao=executou o benchmark | valor=3320
linha=4284 | nome=Eduarda | acao=analisou os resultados | valor=6857
linha=4285 | nome=Mariana | acao=escreveu o relatorio | valor=4764
linha=4286 | nome=Paulo | acao=executou o benchmark | valor=1653
linha=4287 | nome=Otavio | acao=executou o benchmark | valor=6840
linha=4288 | nome=Vitor | acao=otimizou o algoritmo | valor=7770
linha=4289 | nome=Daniela | acao=estudou computacao | valor=4872
linha=4290 | nome=Tiago | acao=analisou os resultados | valor=4702
linha=4291 | nome=Mariana | acao=executou o benchmark | valor=6217
linha=4292 | nome=Vitor | acao=otimizou o algoritmo | valor=5008
linha=4293 | nome=Natalia | acao=analisou os resultados | valor=2623
linha=4294 | nome=Tiago | acao=executou o benchmark | valor=7279
linha=4295 | nome=Igor | acao=fez um experimento | valor=9599
linha=4296 | nome=Ana | acao=estudou computacao | valor=4432
linha=4297 | nome=Joao | acao=executou o benchmark | valor=4581
linha=4298 | nome=Mariana | acao=fez um experimento | valor=3463
linha=4299 | nome=Vitor | acao=analisou os resultados | valor=4519
linha=4300 | nome=Daniela | acao=otimizou o algoritmo | valor=5261
linha=4301 | nome=Eduarda | acao=participou da aula | valor=9473
linha=4302 | nome=Carlos | acao=executou o benchmark | valor=1403
linha=4303 | nome=Helena | acao=analisou os resultados | valor=1632
linha=4304 | nome=Carlos | acao=fez um experimento | valor=2165
linha=4305 | nome=Gabriela | acao=escreveu o relatorio | valor=1901
linha=4306 | nome=Sofia | acao=comparou as metricas | valor=8770
linha=4307 | nome=Natalia | acao=analisou os resultados | valor=9976
linha=4308 | nome=Natalia | acao=otimizou o algoritmo | valor=4427
linha=4309 | nome=Karen | acao=analisou os resultados | valor=8457
linha=4310 | nome=Felipe | acao=estudou computacao | valor=6079
linha=4311 | nome=Ana | acao=otimizou o algoritmo | valor=5741
linha=4312 | nome=Renata | acao=escreveu o relatorio | valor=9288
linha=4313 | nome=Mariana | acao=estudou computacao | valor=5292
linha=4314 | nome=Lucas | acao=escreveu o relatorio | valor=4843
linha=4315 | nome=Lucas | acao=fez um experimento | valor=1692
linha=4316 | nome=Helena | acao=participou da aula | valor=1983
linha=4317 | nome=Vitor | acao=fez um experimento | valor=8025
linha=4318 | nome=Felipe | acao=participou da aula | valor=4805
linha=4319 | nome=Lucas | acao=executou o benchmark | valor=2540
linha=4320 | nome=Gabriela | acao=estudou computacao | valor=3286
linha=4321 | nome=Natalia | acao=participou da aula | valor=6487
linha=4322 | nome=Carlos | acao=participou da aula | valor=7460
linha=4323 | nome=Ana | acao=executou o benchmark | valor=1842
linha=4324 | nome=Vitor | acao=escreveu o relatorio | valor=4584
linha=4325 | nome=Paulo | acao=otimizou o algoritmo | valor=7514
linha=4326 | nome=Igor | acao=otimizou o algoritmo | valor=9476
linha=4327 | nome=Sofia | acao=participou da aula | valor=5688
linha=4328 | nome=Felipe | acao=participou da aula | valor=3469
linha=4329 | nome=Lucas | acao=escreveu o relatorio | valor=4082
linha=4330 | nome=Eduarda | acao=escreveu o relatorio | valor=6802
linha=4331 | nome=Joao | acao=participou da aula | valor=6877
linha=4332 | nome=Bruno | acao=otimizou o algoritmo | valor=3612
linha=4333 | nome=Helena | acao=participou da aula | valor=7799
linha=4334 | nome=Helena | acao=comparou as metricas | valor=1611
linha=4335 | nome=Sofia | acao=comparou as metricas | valor=9242
linha=4336 | nome=Otavio | acao=otimizou o algoritmo | valor=6391
linha=4337 | nome=Joao | acao=participou da aula | valor=8617
linha=4338 | nome=Eduarda | acao=comparou as metricas | valor=7271
linha=4339 | nome=Gabriela | acao=executou o benchmark | valor=8480
linha=4340 | nome=Renata | acao=comparou as metricas | valor=3884
linha=4341 | nome=Lucas | acao=estudou computacao | valor=2133
linha=4342 | nome=Sofia | acao=fez um experimento | valor=9493
linha=4343 | nome=Vitor | acao=executou o benchmark | valor=1705
linha=4344 | nome=Felipe | acao=estudou computacao | valor=3095
linha=4345 | nome=Otavio | acao=estudou computacao | valor=8375
linha=4346 | nome=Sofia | acao=fez um experimento | valor=9136
linha=4347 | nome=Mariana | acao=otimizou o algoritmo | valor=3841
linha=4348 | nome=Mariana | acao=executou o benchmark | valor=1716
linha=4349 | nome=Renata | acao=comparou as metricas | valor=8864
linha=4350 | nome=Renata | acao=fez um experimento | valor=1416
linha=4351 | nome=Sofia | acao=executou o benchmark | valor=1081
linha=4352 | nome=Karen | acao=fez um experimento | valor=3241
linha=4353 | nome=Paulo | acao=estudou computacao | valor=9061
linha=4354 | nome=Mariana | acao=fez um experimento | valor=9927
linha=4355 | nome=Renata | acao=escreveu o relatorio | valor=8460
linha=4356 | nome=Bruno | acao=escreveu o relatorio | valor=6293
linha=4357 | nome=Mariana | acao=escreveu o relatorio | valor=2762
linha=4358 | nome=Gabriela | acao=executou o benchmark | valor=4835
linha=4359 | nome=Natalia | acao=fez um experimento | valor=9741
linha=4360 | nome=Felipe | acao=executou o benchmark | valor=3998
linha=4361 | nome=Igor | acao=comparou as metricas | valor=6885
linha=4362 | nome=Helena | acao=executou o benchmark | valor=5241
linha=4363 | nome=Renata | acao=participou da aula | valor=8974
linha=4364 | nome=Carlos | acao=participou da aula | valor=8909
linha=4365 | nome=Vitor | acao=analisou os resultados | valor=6181
linha=4366 | nome=Eduarda | acao=estudou computacao | valor=3700
linha=4367 | nome=Bruno | acao=participou da aula | valor=2912
linha=4368 | nome=Helena | acao=participou da aula | valor=9220
linha=4369 | nome=Daniela | acao=comparou as metricas | valor=2029
linha=4370 | nome=Sofia | acao=estudou computacao | valor=6873
linha=4371 | nome=Eduarda | acao=comparou as metricas | valor=1925
linha=4372 | nome=Tiago | acao=fez um experimento | valor=7405
linha=4373 | nome=Igor | acao=analisou os resultados | valor=9280
linha=4374 | nome=Lucas | acao=otimizou o algoritmo | valor=6108
linha=4375 | nome=Otavio | acao=analisou os resultados | valor=1340
linha=4376 | nome=Igor | acao=otimizou o algoritmo | valor=7036
linha=4377 | nome=Lucas | acao=analisou os resultados | valor=5545
linha=4378 | nome=Paulo | acao=otimizou o algoritmo | valor=1142
linha=4379 | nome=Joao | acao=otimizou o algoritmo | valor=1044
linha=4380 | nome=Helena | acao=otimizou o algoritmo | valor=3291
linha=4381 | nome=Bruno | acao=participou da aula | valor=7284
linha=4382 | nome=Helena | acao=comparou as metricas | valor=8646
linha=4383 | nome=Karen | acao=comparou as metricas | valor=7730
linha=4384 | nome=Felipe | acao=estudou computacao | valor=4921
linha=4385 | nome=Renata | acao=estudou computacao | valor=6115
linha=4386 | nome=Helena | acao=comparou as metricas | valor=5872
linha=4387 | nome=Mariana | acao=analisou os resultados | valor=1798
linha=4388 | nome=Mariana | acao=analisou os resultados | valor=4255
linha=4389 | nome=Natalia | acao=participou da aula | valor=3076
linha=4390 | nome=Daniela | acao=escreveu o relatorio | valor=4807
linha=4391 | nome=Otavio | acao=estudou computacao | valor=3632
linha=4392 | nome=Bruno | acao=fez um experimento | valor=6617
linha=4393 | nome=Gabriela | acao=analisou os resultados | valor=8102
linha=4394 | nome=Igor | acao=fez um experimento | valor=8266
linha=4395 | nome=Bruno | acao=fez um experimento | valor=6873
linha=4396 | nome=Bruno | acao=otimizou o algoritmo | valor=8445
linha=4397 | nome=Paulo | acao=participou da aula | valor=9723
linha=4398 | nome=Mariana | acao=participou da aula | valor=9797
linha=4399 | nome=Vitor | acao=participou da aula | valor=6845
linha=4400 | nome=Mariana | acao=participou da aula | valor=6307
linha=4401 | nome=Sofia | acao=estudou computacao | valor=4288
linha=4402 | nome=Eduarda | acao=participou da aula | valor=2319
