linha=1 | nome=Sofia | acao=fez um experimento | valor=8873
linha=3661 | nome=Lucas | acao=estudou computacao | valor=6239
linha=3662 | nome=Mariana | acao=participou da aula | valor=4714
linha=3663 | nome=Tiago | acao=estudou computacao | valor=7897
linha=3664 | nome=Mariana | acao=comparou as metricas | valor=2512
linha=3665 | nome=Karen | acao=escreveu o relatorio | valor=6683
linha=3666 | nome=Felipe | acao=estudou computacao | valor=5811
linha=3667 | nome=Tiago | acao=analisou os resultados | valor=3343
linha=3668 | nome=Felipe | acao=escreveu o relatorio | valor=3147
linha=3669 | nome=Bruno | acao=executou o benchmark | valor=2442
linha=3670 | nome=Mariana | acao=comparou as metricas | valor=1517
linha=3671 | nome=Igor | acao=escreveu o relatorio | valor=9908
linha=3672 | nome=Carlos | acao=escreveu o relatorio | valor=6540
linha=3673 | nome=Tiago | acao=participou da aula | valor=6616
linha=3674 | nome=Helena | acao=estudou computacao | valor=7124
linha=3675 | nome=Karen | acao=participou da aula | valor=1825
linha=3676 | nome=Carlos | acao=analisou os resultados | valor=7504
linha=3677 | nome=Paulo | acao=executou o benchmark | valor=8407
linha=3678 | nome=Igor | acao=estudou computacao | valor=9770
linha=3679 | nome=Gabriela | acao=analisou os resultados | valor=8472
linha=3680 | nome=Tiago | acao=participou da aula | valor=1295
linha=3681 | nome=Joao | acao=participou da aula | valor=3165
linha=3682 | nome=Otavio | acao=estudou computacao | valor=3586
linha=3683 | nome=Sofia | acao=otimizou o algoritmo | valor=7097
linha=3684 | nome=Igor | acao=participou da aula | valor=3248
linha=3685 | nome=Carlos | acao=comparou as metricas | valor=3866
linha=3686 | nome=Renata | acao=otimizou o algoritmo | valor=1553
linha=3687 | nome=Helena | acao=fez um experimento | valor=1054
linha=3688 | nome=Ana | acao=participou da aula | valor=5548
linha=3689 | nome=Carlos | acao=comparou as metricas | valor=2395
linha=3690 | nome=Helena | acao=escreveu o relatorio | valor=7670
linha=3691 | nome=Tiago | acao=participou da aula | valor=4263
linha=3692 | nome=Otavio | acao=analisou os resultados | valor=7984
linha=3693 | nome=Karen | acao=otimizou o algoritmo | valor=9097
linha=3694 | nome=Ana | acao=participou da aula | valor=4213
linha=3695 | nome=Lucas | acao=estudou computacao | valor=3281
linha=3696 | nome=Vitor | acao=participou da aula | valor=6482
linha=3697 | nome=Eduarda | acao=executou o benchmark | valor=6371
linha=3698 | nome=Otavio | acao=executou o benchmark | valor=4830
linha=3699 | nome=Eduarda | acao=otimizou o algoritmo | valor=9895
linha=3700 | nome=Gabriela | acao=analisou os resultados | valor=6333
linha=3701 | nome=Helena | acao=otimizou o algoritmo | valor=8796
linha=3702 | nome=Bruno | acao=fez um experimento | valor=3915
linha=3703 | nome=Daniela | acao=escreveu o relatorio | valor=8437
linha=3704 | nome=Helena | acao=participou da aula | valor=5800
linha=3705 | nome=Felipe | acao=fez um experimento | valor=8754
linha=3706 | nome=Felipe | acao=executou o benchmark | valor=3239
linha=3707 | nome=Eduarda | acao=estudou computacao | valor=7821
linha=3708 | nome=Karen | acao=executou o benchmark | valor=3697
linha=3709 | nome=Mariana | acao=participou da aula | valor=3981
linha=3710 | nome=Otavio | acao=otimizou o algoritmo | valor=8283
linha=3711 | nome=Daniela | acao=executou o benchmark | valor=9744
linha=3712 | nome=Tiago | acao=executou o benchmark | valor=8376
linha=3713 | nome=Karen | acao=otimizou o algoritmo | valor=5744
linha=3714 | nome=Helena | acao=analisou os resultados | valor=9154
linha=3715 | nome=Eduarda | acao=otimizou o algoritmo | valor=3634
linha=3716 | nome=Paulo | acao=comparou as metricas | valor=5823
linha=3717 | nome=Vitor | acao=executou o benchmark | valor=3574
linha=3718 | nome=Tiago | acao=fez um experimento | valor=7693
linha=3719 | nome=Renata | acao=escreveu o relatorio | valor=5921
linha=3720 | nome=Lucas | acao=participou da aula | valor=1934
linha=3721 | nome=Tiago | acao=comparou as metricas | valor=2796
linha=3722 | nome=Daniela | acao=estudou computacao | valor=2265
linha=3723 | nome=Sofia | acao=comparou as metricas | valor=1787
linha=3724 | nome=Mariana | acao=escreveu o relatorio | valor=3316
linha=3725 | nome=Karen | acao=fez um experimento | valor=1414
linha=3726 | nome=Karen | acao=fez um experimento | valor=9333
linha=3727 | nome=Karen | acao=analisou os resultados | valor=9164
linha=3728 | nome=Otavio | acao=escreveu o relatorio | valor=1024
linha=3729 | nome=Gabriela | acao=otimizou o algoritmo | valor=6977
linha=3730 | nome=Mariana | acao=estudou computacao | valor=5809
linha=3731 | nome=Karen | acao=escreveu o relatorio | valor=6513
linha=3732 | nome=Paulo | acao=escreveu o relatorio | valor=3502
linha=3733 | nome=Paulo | acao=otimizou o algoritmo | valor=1708
linha=3734 | nome=Carlos | acao=analisou os resultados | valor=2553
linha=3735 | nome=Mariana | acao=fez um experimento | valor=9778
linha=3736 | nome=Lucas | acao=comparou as metricas | valor=4799
linha=3737 | nome=Karen | acao=estudou computacao | valor=5787
linha=3738 | nome=Gabriela | acao=estudou computacao | valor=7027
linha=3739 | nome=Joao | acao=estudou computacao | valor=4446
linha=3740 | nome=Sofia | acao=analisou os resultados | valor=3789
linha=3741 | nome=Otavio | acao=analisou os resultados | valor=3531
linha=3742 | nome=Renata | acao=participou da aula | valor=9383
linha=3743 | nome=Sofia | acao=comparou as metricas | valor=9630
linha=3744 | nome=Mariana | acao=participou da aula | valor=3532
linha=3745 | nome=Renata | acao=otimizou o algoritmo | valor=5617
linha=3746 | nome=Daniela | acao=participou da aula | valor=4301
linha=3747 | nome=Daniela | acao=fez um experimento | valor=1249
linha=3748 | nome=Bruno | acao=estudou computacao | valor=3637
linha=3749 | nome=Sofia | acao=fez um experimento | valor=7559
linha=3750 | nome=Gabriela | acao=comparou as metricas | valor=6248
linha=3751 | nome=Lucas | acao=escreveu o relatorio | valor=7554
linha=3752 | nome=Helena | acao=escreveu o relatorio | valor=2780
linha=3753 | nome=Gabriela | acao=estudou computacao | valor=7240
linha=3754 | nome=Daniela | acao=otimizou o algoritmo | valor=6264
linha=3755 | nome=Lucas | acao=participou da aula | valor=5686
linha=3756 | nome=Karen | acao=estudou computacao | valor=8135
linha=3757 | nome=Natalia | acao=escreveu o relatorio | valor=2350
linha=3758 | nome=Otavio | acao=estudou computacao | valor=8248
linha=3759 | nome=Felipe | acao=analisou os resultados | valor=4501
linha=3760 | nome=Mariana | acao=comparou as metricas | valor=9218
linha=3761 | nome=Karen | acao=analisou os resultados | valor=5806
linha=3762 | nome=Lucas | acao=escreveu o relatorio | valor=6890
linha=3763 | nome=Igor | acao=comparou as metricas | valor=5960
linha=3764 | nome=Natalia | acao=otimizou o algoritmo | valor=1970
linha=3765 | nome=Ana | acao=executou o benchmark | valor=6642
linha=3766 | nome=Vitor | acao=fez um experimento | valor=8287
linha=3767 | nome=Paulo | acao=otimizou o algoritmo | valor=9090
linha=3768 | nome=Felipe | acao=escreveu o relatorio | valor=1356
linha=3769 | nome=Lucas | acao=executou o benchmark | valor=4485
linha=3770 | nome=Carlos | acao=analisou os resultados | valor=4398
linha=3771 | nome=Helena | acao=comparou as metricas | valor=5946
linha=3772 | nome=Joao | acao=comparou as metricas | valor=8849
linha=3773 | nome=Eduarda | acao=analisou os resultados | valor=4442
linha=3774 | nome=Ana | acao=comparou as metricas | valor=6952
linha=3775 | nome=Vitor | acao=estudou computacao | valor=2589
linha=3776 | nome=Eduarda | acao=participou da aula | valor=4816
linha=3777 | nome=Joao | acao=escreveu o relatorio | valor=2774
linha=3778 | nome=Karen | acao=participou da aula | valor=9598
linha=3779 | nome=Paulo | acao=otimizou o algoritmo | valor=4345
linha=3780 | nome=Mariana | acao=participou da aula | valor=1576
linha=3781 | nome=Natalia | acao=fez um experimento | valor=4820
linha=3782 | nome=Ana | acao=comparou as metricas | valor=6544
linha=3783 | nome=Sofia | acao=estudou computacao | valor=5373
linha=3784 | nome=Karen | acao=participou da aula | valor=2312
linha=3785 | nome=Helena | acao=escreveu o relatorio | valor=5240
linha=3786 | nome=Eduarda | acao=escreveu o relatorio | valor=2482
linha=3787 | nome=Ana | acao=fez um experimento | valor=1685
linha=3788 | nome=Lucas | acao=escreveu o relatorio | valor=7333
linha=3789 | nome=Tiago | acao=executou o benchmark | valor=8764
linha=3790 | nome=Tiago | acao=participou da aula | valor=9444
linha=3791 | nome=Gabriela | acao=escreveu o relatorio | valor=5049
linha=3792 | nome=Bruno | acao=otimizou o algoritmo | valor=3607
linha=3793 | nome=Eduarda | acao=executou o benchmark | valor=1359
linha=3794 | nome=Mariana | acao=comparou as metricas | valor=9821
linha=3795 | nome=Bruno | acao=escreveu o relatorio | valor=6790
linha=3796 | nome=Bruno | acao=fez um experimento | valor=9520
linha=3797 | nome=Bruno | acao=estudou computacao | valor=2709
linha=3798 | nome=Felipe | acao=analisou os resultados | valor=8022
linha=3799 | nome=Eduarda | acao=participou da aula | valor=9453
linha=3800 | nome=Otavio | acao=fez um experimento | valor=3625
linha=3801 | nome=Renata | acao=estudou computacao | valor=4528
linha=3802 | nome=Lucas | acao=comparou as metricas | valor=4991
linha=3803 | nome=Eduarda | acao=participou da aula | valor=7776
linha=3804 | nome=Daniela | acao=comparou as metricas | valor=3354
linha=3805 | nome=Karen | acao=participou da aula | valor=1957
linha=3806 | nome=Felipe | acao=fez um experimento | valor=5568
linha=3807 | nome=Joao | acao=escreveu o relatorio | valor=1964
linha=3808 | nome=Otavio | acao=fez um experimento | valor=3550
linha=3809 | nome=Tiago | acao=executou o benchmark | valor=9433
linha=3810 | nome=Mariana | acao=comparou as metricas | valor=4891
linha=3811 | nome=Karen | acao=analisou os resultados | valor=2972
linha=3812 | nome=Lucas | acao=analisou os resultados | valor=7626
linha=3813 | nome=Daniela | acao=executou o benchmark | valor=3718
linha=3814 | nome=Lucas | acao=comparou as metricas | valor=4730
linha=3815 | nome=Igor | acao=otimizou o algoritmo | valor=8779
linha=3816 | nome=Gabriela | acao=fez um experimento | valor=6578
linha=3817 | nome=Tiago | acao=comparou as metricas | valor=9625
linha=3818 | nome=Tiago | acao=comparou as metricas | valor=2878
linha=3819 | nome=Felipe | acao=otimizou o algoritmo | valor=3994
linha=3820 | nome=Otavio | acao=analisou os resultados | valor=6598
linha=3821 | nome=Sofia | acao=estudou computacao | valor=2002
linha=3822 | nome=Igor | acao=executou o benchmark | valor=9375
linha=3823 | nome=Igor | acao=analisou os resultados | valor=4277
linha=3824 | nome=Carlos | acao=comparou as metricas | valor=8305
linha=3825 | nome=Felipe | acao=estudou computacao | valor=1297
linha=3826 | nome=Sofia | acao=analisou os resultados | valor=5523
linha=3827 | nome=Joao | acao=comparou as metricas | valor=8359
linha=3828 | nome=Daniela | acao=otimizou o algoritmo | valor=8404
linha=3829 | nome=Karen | acao=analisou os resultados | valor=8777
linha=3830 | nome=Daniela | acao=executou o benchmark | valor=1329
linha=3831 | nome=Sofia | acao=executou o benchmark | valor=9752
linha=3832 | nome=Mariana | acao=escreveu o relatorio | valor=1079
linha=3833 | nome=Eduarda | acao=otimizou o algoritmo | valor=6384
linha=3834 | nome=Igor | acao=analisou os resultados | valor=1381
linha=3835 | nome=Otavio | acao=executou o benchmark | valor=6201
linha=3836 | nome=Renata | acao=estudou computacao | valor=4340
linha=3837 | nome=Bruno | acao=participou da aula | valor=5205
linha=3838 | nome=Helena | acao=escreveu o relatorio | valor=1003
linha=3839 | nome=Otavio | acao=otimizou o algoritmo | valor=3200
linha=3840 | nome=Eduarda | acao=executou o benchmark | valor=1900
linha=3841 | nome=Bruno | acao=estudou computacao | valor=5273
linha=3842 | nome=Natalia | acao=participou da aula | valor=6216
linha=3843 | nome=Paulo | acao=analisou os resultados | valor=7962
linha=3844 | nome=Igor | acao=otimizou o algoritmo | valor=4522
linha=3845 | nome=Helena | acao=escreveu o relatorio | valor=1171
linha=3846 | nome=Ana | acao=executou o benchmark | valor=1459
linha=3847 | nome=Igor | acao=fez um experimento | valor=5378
linha=3848 | nome=Daniela | acao=executou o benchmark | valor=6580
linha=3849 | nome=Sofia | acao=comparou as metricas | valor=5676
linha=3850 | nome=Otavio | acao=executou o benchmark | valor=3162
linha=3851 | nome=Daniela | acao=comparou as metricas | valor=6836
linha=3852 | nome=Ana | acao=otimizou o algoritmo | valor=2856
linha=3853 | nome=Karen | acao=estudou computacao | valor=9659
linha=3854 | nome=Renata | acao=escreveu o relatorio | valor=9759
linha=3855 | nome=Lucas | acao=fez um experimento | valor=4086
linha=3856 | nome=Bruno | acao=estudou computacao | valor=8796
linha=3857 | nome=Ana | acao=comparou as metricas | valor=9774
linha=3858 | nome=Karen | acao=fez um experimento | valor=4889
linha=3859 | nome=Sofia | acao=otimizou o algoritmo | valor=8915
linha=3860 | nome=Carlos | acao=otimizou o algoritmo | valor=5951
linha=3861 | nome=Daniela | acao=otimizou o algoritmo | valor=2150
linha=3862 | nome=Renata | acao=fez um experimento | valor=4535
linha=3863 | nome=Daniela | acao=fez um experimento | valor=8133
linha=3864 | nome=Lucas | acao=executou o benchmark | valor=7699
linha=3865 | nome=Renata | acao=estudou computacao | valor=7829
linha=3866 | nome=Vitor | acao=escreveu o relatorio | valor=3473
linha=3867 | nome=Renata | acao=otimizou o algoritmo | valor=2935
linha=3868 | nome=Carlos | acao=comparou as metricas | valor=6637
linha=3869 | nome=Paulo | acao=estudou computacao | valor=6766
linha=3870 | nome=Natalia | acao=escreveu o relatorio | valor=2320
linha=3871 | nome=Helena | acao=comparou as metricas | valor=5747
linha=3872 | nome=Ana | acao=otimizou o algoritmo | valor=1707
linha=3873 | nome=Mariana | acao=fez um experimento | valor=2793
linha=3874 | nome=Renata | acao=fez um experimento | valor=5636
linha=3875 | nome=Daniela | acao=escreveu o relatorio | valor=2798
linha=3876 | nome=Sofia | acao=comparou as metricas | valor=6333
linha=3877 | nome=Natalia | acao=analisou os resultados | valor=3737
linha=3878 | nome=Sofia | acao=escreveu o relatorio | valor=3541
linha=3879 | nome=Otavio | acao=escreveu o relatorio | valor=1582
linha=3880 | nome=Paulo | acao=escreveu o relatorio | valor=6687
linha=3881 | nome=Helena | acao=estudou computacao | valor=9379
linha=3882 | nome=Natalia | acao=comparou as metricas | valor=2081
linha=3883 | nome=Tiago | acao=analisou os resultados | valor=5341
linha=3884 | nome=Igor | acao=estudou computacao | valor=3267
linha=3885 | nome=Karen | acao=participou da aula | valor=9070
linha=3886 | nome=Karen | acao=analisou os resultados | valor=8733
linha=3887 | nome=Mariana | acao=participou da aula | valor=3989
linha=3888 | nome=Paulo | acao=fez um experimento | valor=4877
linha=3889 | nome=Gabriela | acao=escreveu o relatorio | valor=8321
linha=3890 | nome=Daniela | acao=participou da aula | valor=3272
linha=3891 | nome=Daniela | acao=escreveu o relatorio | valor=9087
linha=3892 | nome=Helena | acao=analisou os resultados | valor=1295
linha=3893 | nome=Paulo | acao=comparou as metricas | valor=2157
linha=3894 | nome=Helena | acao=comparou as metricas | valor=5658
linha=3895 | nome=Ana | acao=otimizou o algoritmo | valor=5129
linha=3896 | nome=Eduarda | acao=executou o benchmark | valor=5939
linha=3897 | nome=Felipe | acao=escreveu o relatorio | valor=7008
linha=3898 | nome=Helena | acao=otimizou o algoritmo | valor=4450
linha=3899 | nome=Karen | acao=analisou os resultados | valor=6404
linha=3900 | nome=Renata | acao=participou da aula | valor=1527
linha=3901 | nome=Otavio | acao=executou o benchmark | valor=5946
linha=3902 | nome=Daniela | acao=otimizou o algoritmo | valor=4013
linha=3903 | nome=Sofia | acao=otimizou o algoritmo | valor=9719
linha=3904 | nome=Tiago | acao=fez um experimento | valor=5955
linha=3905 | nome=Mariana | acao=analisou os resultados | valor=3066
linha=3906 | nome=Renata | acao=executou o benchmark | valor=2305
linha=3907 | nome=Sofia | acao=otimizou o algoritmo | valor=8394
linha=3908 | nome=Otavio | acao=participou da aula | valor=9935
linha=3909 | nome=Mariana | acao=estudou computacao | valor=8972
linha=3910 | nome=Joao | acao=executou o benchmark | valor=6164
linha=3911 | nome=Helena | acao=fez um experimento | valor=8606
linha=3912 | nome=Mariana | acao=analisou os resultados | valor=8417
linha=3913 | nome=Paulo | acao=estudou computacao | valor=1232
linha=3914 | nome=Felipe | acao=fez um experimento | valor=3427
linha=3915 | nome=Joao | acao=fez um experimento | valor=5273
linha=3916 | nome=Daniela | acao=executou o benchmark | valor=3397
linha=3917 | nome=Bruno | acao=participou da aula | valor=1740
linha=3918 | nome=Mariana | acao=executou o benchmark | valor=6896
linha=3919 | nome=Karen | acao=comparou as metricas | valor=4599
linha=3920 | nome=Bruno | acao=escreveu o relatorio | valor=7981
linha=3921 | nome=Bruno | acao=participou da aula | valor=5763
linha=3922 | nome=Mariana | acao=participou da aula | valor=5416
linha=3923 | nome=Bruno | acao=escreveu o relatorio | valor=3532
linha=3924 | nome=Ana | acao=comparou as metricas | valor=3806
linha=3925 | nome=Karen | acao=executou o benchmark | valor=6119
linha=3926 | nome=Igor | acao=analisou os resultados | valor=9568
linha=3927 | nome=Ana | acao=estudou computacao | valor=9929
linha=3928 | nome=Carlos | acao=otimizou o algoritmo | valor=5517
linha=3929 | nome=Paulo | acao=analisou os resultados | valor=2309
linha=3930 | nome=Igor | acao=otimizou o algoritmo | valor=2972
linha=3931 | nome=Lucas | acao=comparou as metricas | valor=4899
linha=3932 | nome=Joao | acao=comparou as metricas | valor=7252
linha=3933 | nome=Felipe | acao=executou o benchmark | valor=7234
linha=3934 | nome=Natalia | acao=executou o benchmark | valor=1936
linha=3935 | nome=Mariana | acao=participou da aula | valor=2042
linha=3936 | nome=Lucas | acao=executou o benchmark | valor=6793
linha=3937 | nome=Sofia | acao=fez um experimento | valor=2212
linha=3938 | nome=Joao | acao=executou o benchmark | valor=2230
linha=3939 | nome=Daniela | acao=fez um experimento | valor=6163
linha=3940 | nome=Karen | acao=estudou computacao | valor=3344
linha=3941 | nome=Eduarda | acao=fez um experimento | valor=4663
linha=3942 | nome=Sofia | acao=participou da aula | valor=8933
linha=3943 | nome=Natalia | acao=comparou as metricas | valor=9019
linha=3944 | nome=Karen | acao=participou da aula | valor=2897
linha=3945 | nome=Vitor | acao=escreveu o relatorio | valor=2589
linha=3946 | nome=Renata | acao=estudou computacao | valor=4644
linha=3947 | nome=Daniela | acao=fez um experimento | valor=7206
linha=3948 | nome=Tiago | acao=comparou as metricas | valor=2474
linha=3949 | nome=Lucas | acao=participou da aula | valor=9570
linha=3950 | nome=Paulo | acao=participou da aula | valor=4540
linha=3951 | nome=Gabriela | acao=analisou os resultados | valor=1524
linha=3952 | nome=Felipe | acao=participou da aula | valor=4846
linha=3953 | nome=Bruno | acao=comparou as metricas | valor=6684
linha=3954 | nome=Bruno | acao=comparou as metricas | valor=2565
linha=3955 | nome=Helena | acao=escreveu o relatorio | valor=4316
linha=3956 | nome=Felipe | acao=otimizou o algoritmo | valor=4275
linha=3957 | nome=Natalia | acao=otimizou o algoritmo | valor=2219
linha=3958 | nome=Gabriela | acao=escreveu o relatorio | valor=6831
linha=3959 | nome=Daniela | acao=otimizou o algoritmo | valor=2088
linha=3960 | nome=Joao | acao=fez um experimento | valor=4954
linha=3961 | nome=Joao | acao=estudou computacao | valor=3707
linha=3962 | nome=Lucas | acao=fez um experimento | valor=1738
linha=3963 | nome=Helena | acao=participou da aula | valor=2549
linha=3964 | nome=Mariana | acao=escreveu o relatorio | valor=5528
linha=3965 | nome=Sofia | acao=escreveu o relatorio | valor=4299
linha=3966 | nome=Mariana | acao=executou o benchmark | valor=8824
linha=3967 | nome=Ana | acao=analisou os resultados | valor=2396
linha=3968 | nome=Vitor | acao=estudou computacao | valor=7402
linha=3969 | nome=Eduarda | acao=escreveu o relatorio | valor=4768
linha=3970 | nome=Natalia | acao=otimizou o algoritmo | valor=9670
linha=3971 | nome=Vitor | acao=escreveu o relatorio | valor=1089
linha=3972 | nome=Eduarda | acao=fez um experimento | valor=4278
linha=3973 | nome=Sofia | acao=analisou os resultados | valor=8658
linha=3974 | nome=Ana | acao=fez um experimento | valor=7003
linha=3975 | nome=Bruno | acao=analisou os resultados | valor=6504
linha=3976 | nome=Bruno | acao=comparou as metricas | valor=2165
linha=3977 | nome=Ana | acao=otimizou o algoritmo | valor=7498
linha=3978 | nome=Joao | acao=comparou as metricas | valor=6631
linha=3979 | nome=Natalia | acao=executou o benchmark | valor=8799
linha=3980 | nome=Vitor | acao=escreveu o relatorio | valor=5845
linha=3981 | nome=Bruno | acao=participou da aula | valor=9687
linha=3982 | nome=Natalia | acao=fez um experimento | valor=6829
linha=3983 | nome=Bruno | acao=comparou as metricas | valor=1692
linha=3984 | nome=Helena | acao=analisou os resultados | valor=7387
linha=3985 | nome=Felipe | acao=analisou os resultados | valor=3580
linha=3986 | nome=Karen | acao=executou o benchmark | valor=2309
linha=3987 | nome=Sofia | acao=otimizou o algoritmo | valor=4475
linha=3988 | nome=Lucas | acao=comparou as metricas | valor=3126
linha=3989 | nome=Felipe | acao=otimizou o algoritmo | valor=9424
linha=3990 | nome=Daniela | acao=fez um experimento | valor=1017
linha=3991 | nome=Vitor | acao=otimizou o algoritmo | valor=3147
linha=3992 | nome=Mariana | acao=fez um experimento | valor=1960
linha=3993 | nome=Paulo | acao=escreveu o relatorio | valor=7608
linha=3994 | nome=Helena | acao=escreveu o relatorio | valor=3920
linha=3995 | nome=Mariana | acao=comparou as metricas | valor=8501
linha=3996 | nome=Felipe | acao=estudou computacao | valor=2215
linha=3997 | nome=Karen | acao=participou da aula | valor=4132
linha=3998 | nome=Vitor | acao=otimizou o algoritmo | valor=4903
linha=3999 | nome=Lucas | acao=executou o benchmark | valor=8034
linha=4000 | nome=Eduarda | acao=estudou computacao | valor=1416
linha=4001 | nome=Sofia | acao=otimizou o algoritmo | valor=1349
linha=4002 | nome=Ana | acao=fez um experimento | valor=6876
linha=4003 | nome=Felipe | acao=participou da aula | valor=2089
linha=4004 | nome=Mariana | acao=escreveu o relatorio | valor=7643
linha=4005 | nome=Ana | acao=executou o benchmark | valor=4256
linha=4006 | nome=Joao | acao=comparou as metricas | valor=3405
linha=4007 | nome=Felipe | acao=escreveu o relatorio | valor=1610
linha=4008 | nome=Felipe | acao=otimizou o algoritmo | valor=2402
linha=4009 | nome=Renata | acao=estudou computacao | valor=9281
linha=4010 | nome=Carlos | acao=estudou computacao | valor=8526
linha=4011 | nome=Gabriela | acao=estudou computacao | valor=6625
linha=4012 | nome=Ana | acao=fez um experimento | valor=6612
linha=4013 | nome=Gabriela | acao=analisou os resultados | valor=3663
linha=4014 | nome=Otavio | acao=analisou os resultados | valor=4568
linha=4015 | nome=Mariana | acao=fez um experimento | valor=9633
linha=4016 | nome=Paulo | acao=participou da aula | valor=1527
linha=4017 | nome=Eduarda | acao=escreveu o relatorio | valor=2527
linha=4018 | nome=Paulo | acao=escreveu o relatorio | valor=9933
linha=4019 | nome=Eduarda | acao=otimizou o algoritmo | valor=5844
linha=4020 | nome=Carlos | acao=analisou os resultados | valor=5771
linha=4021 | nome=Igor | acao=otimizou o algoritmo | valor=7543
linha=4022 | nome=Vitor | acao=otimizou o algoritmo | valor=8065
linha=4023 | nome=Igor | acao=executou o benchmark | valor=6237
linha=4024 | nome=Karen | acao=executou o benchmark | valor=5202
linha=4025 | nome=Joao | acao=estudou computacao | valor=9738
linha=4026 | nome=Felipe | acao=comparou as metricas | valor=1363
linha=4027 | nome=Tiago | acao=comparou as metricas | valor=1754
linha=4028 | nome=Daniela | acao=executou o benchmark | valor=3148
linha=4029 | nome=Lucas | acao=participou da aula | valor=4707
linha=4030 | nome=Otavio | acao=executou o benchmark | valor=7810
linha=4031 | nome=Mariana | acao=otimizou o algoritmo | valor=8093
linha=4032 | nome=Joao | acao=comparou as metricas | valor=5583
linha=4033 | nome=Eduarda | acao=otimizou o algoritmo | valor=8919
linha=4034 | nome=Gabriela | acao=comparou as metricas | valor=5223
linha=4035 | nome=Natalia | acao=estudou computacao | valor=5656
linha=4036 | nome=Vitor | acao=fez um experimento | valor=1702
linha=4037 | nome=Renata | acao=estudou computacao | valor=7318
linha=4038 | nome=Helena | acao=estudou computacao | valor=9085
linha=4039 | nome=Karen | acao=comparou as metricas | valor=1337
linha=4040 | nome=Lucas | acao=analisou os resultados | valor=2736
linha=4041 | nome=Felipe | acao=fez um experimento | valor=4847
linha=4042 | nome=Carlos | acao=participou da aula | valor=5428
linha=4043 | nome=Sofia | acao=analisou os resultados | valor=3630
linha=4044 | nome=Sofia | acao=otimizou o algoritmo | valor=9267
linha=4045 | nome=Otavio | acao=comparou as metricas | valor=3858
linha=4046 | nome=Tiago | acao=otimizou o algoritmo | valor=3147
linha=4047 | nome=Renata | acao=participou da aula | valor=2391
linha=4048 | nome=Lucas | acao=analisou os resultados | valor=6741
linha=4049 | nome=Natalia | acao=participou da aula | valor=7994
linha=4050 | nome=Sofia | acao=participou da aula | valor=9072
linha=4051 | nome=Otavio | acao=comparou as metricas | valor=8520
linha=4052 | nome=Felipe | acao=participou da aula | valor=8566
linha=4053 | nome=Otavio | acao=participou da aula | valor=9996
linha=4054 | nome=Joao | acao=participou da aula | valor=3190
linha=4055 | nome=Gabriela | acao=otimizou o algoritmo | valor=5613
linha=4056 | nome=Natalia | acao=executou o benchmark | valor=6170
linha=4057 | nome=Renata | acao=participou da aula | valor=6394
linha=4058 | nome=Paulo | acao=estudou computacao | valor=7121
linha=4059 | nome=Helena | acao=executou o benchmark | valor=9789
linha=4060 | nome=Eduarda | acao=analisou os resultados | valor=8073
linha=4061 | nome=Otavio | acao=estudou computacao | valor=9885
linha=4062 | nome=Vitor | acao=estudou computacao | valor=6031
linha=4063 | nome=Helena | acao=fez um experimento | valor=7691
linha=4064 | nome=Daniela | acao=otimizou o algoritmo | valor=7628
linha=4065 | nome=Renata | acao=analisou os resultados | valor=7351
linha=4066 | nome=Renata | acao=otimizou o algoritmo | valor=5044
linha=4067 | nome=Ana | acao=fez um experimento | valor=2990
linha=4068 | nome=Ana | acao=participou da aula | valor=4493
linha=4069 | nome=Helena | acao=executou o benchmark | valor=5671
linha=4070 | nome=Sofia | acao=analisou os resultados | valor=4602
linha=4071 | nome=Sofia | acao=comparou as metricas | valor=7281
linha=4072 | nome=Vitor | acao=comparou as metricas | valor=2683
linha=4073 | nome=Vitor | acao=escreveu o relatorio | valor=4078
linha=4074 | nome=Bruno | acao=comparou as metricas | valor=7107
linha=4075 | nome=Natalia | acao=comparou as metricas | valor=5045
linha=4076 | nome=Mariana | acao=estudou computacao | valor=8161
linha=4077 | nome=Otavio | acao=analisou os resultados | valor=1431
linha=4078 | nome=Tiago | acao=escreveu o relatorio | valor=4462
linha=4079 | nome=Bruno | acao=executou o benchmark | valor=7026
linha=4080 | nome=Tiago | acao=escreveu o relatorio | valor=5351
linha=4081 | nome=Lucas | acao=fez um experimento | valor=5967
linha=4082 | nome=Bruno | acao=otimizou o algoritmo | valor=9480
linha=4083 | nome=Natalia | acao=comparou as metricas | valor=3090
linha=4084 | nome=Joao | acao=estudou computacao | valor=1387
linha=4085 | nome=Lucas | acao=escreveu o relatorio | valor=3208
linha=4086 | nome=Paulo | acao=otimizou o algoritmo | valor=7409
linha=4087 | nome=Mariana | acao=escreveu o relatorio | valor=2064
linha=4088 | nome=Gabriela | acao=fez um experimento | valor=6808
linha=4089 | nome=Mariana | acao=participou da aula | valor=2315
linha=4090 | nome=Daniela | acao=comparou as metricas | valor=4694
linha=4091 | nome=Mariana | acao=analisou os resultados | valor=4625
linha=4092 | nome=Carlos | acao=participou da aula | valor=8536
linha=4093 | nome=Felipe | acao=executou o benchmark | valor=4518
linha=4094 | nome=Helena | acao=fez um experimento | valor=6718
linha=4095 | nome=Sofia | acao=fez um experimento | valor=3752
linha=4096 | nome=Mariana | acao=escreveu o relatorio | valor=4984
linha=4097 | nome=Mariana | acao=comparou as metricas | valor=5356
