linha=1 | nome=Sofia | acao=escreveu o relatorio | valor=3112
linha=3851 | nome=Karen | acao=comparou as metricas | valor=1903
linha=3852 | nome=Carlos | acao=participou da aula | valor=6769
linha=3853 | nome=Ana | acao=escreveu o relatorio | valor=4746
linha=3854 | nome=Renata | acao=executou o benchmark | valor=7375
linha=3855 | nome=Paulo | acao=participou da aula | valor=6052
linha=3856 | nome=Tiago | acao=comparou as metricas | valor=8577
linha=3857 | nome=Renata | acao=estudou computacao | valor=2745
linha=3858 | nome=Ana | acao=executou o benchmark | valor=3151
linha=3859 | nome=Daniela | acao=fez um experimento | valor=6313
linha=3860 | nome=Gabriela | acao=fez um experimento | valor=7102
linha=3861 | nome=Paulo | acao=executou o benchmark | valor=9551
linha=3862 | nome=Eduarda | acao=analisou os resultados | valor=3865
linha=3863 | nome=Gabriela | acao=estudou computacao | valor=2390
linha=3864 | nome=Tiago | acao=estudou computacao | valor=5358
linha=3865 | nome=Helena | acao=comparou as metricas | valor=9370
linha=3866 | nome=Helena | acao=escreveu o relatorio | valor=6526
linha=3867 | nome=Mariana | acao=fez um experimento | valor=1237
linha=3868 | nome=Mariana | acao=executou o benchmark | valor=1460
linha=3869 | nome=Otavio | acao=comparou as metricas | valor=9913
linha=3870 | nome=Lucas | acao=comparou as metricas | valor=1081
linha=3871 | nome=Eduarda | acao=estudou computacao | valor=2003
linha=3872 | nome=Carlos | acao=escreveu o relatorio | valor=4987
linha=3873 | nome=Helena | acao=comparou as metricas | valor=2283
linha=3874 | nome=Joao | acao=executou o benchmark | valor=9954
linha=3875 | nome=Sofia | acao=participou da aula | valor=3404
linha=3876 | nome=Lucas | acao=escreveu o relatorio | valor=8136
linha=3877 | nome=Natalia | acao=analisou os resultados | valor=7221
linha=3878 | nome=Bruno | acao=analisou os resultados | valor=1245
linha=3879 | nome=Natalia | acao=executou o benchmark | valor=7621
linha=3880 | nome=Lucas | acao=fez um experimento | valor=1411
linha=3881 | nome=Paulo | acao=fez um experimento | valor=3956
linha=3882 | nome=Vitor | acao=executou o benchmark | valor=4092
linha=3883 | nome=Carlos | acao=escreveu o relatorio | valor=2132
linha=3884 | nome=Sofia | acao=participou da aula | valor=2209
linha=3885 | nome=Joao | acao=executou o benchmark | valor=2530
linha=3886 | nome=Joao | acao=otimizou o algoritmo | valor=6797
linha=3887 | nome=Natalia | acao=escreveu o relatorio | valor=6170
linha=3888 | nome=Natalia | acao=escreveu o relatorio | valor=4497
linha=3889 | nome=Mariana | acao=fez um experimento | valor=4604
linha=3890 | nome=Otavio | acao=participou da aula | valor=2665
linha=3891 | nome=Paulo | acao=estudou computacao | valor=1441
linha=3892 | nome=Vitor | acao=executou o benchmark | valor=8761
linha=3893 | nome=Eduarda | acao=otimizou o algoritmo | valor=2633
linha=3894 | nome=Paulo | acao=comparou as metricas | valor=7162
linha=3895 | nome=Mariana | acao=otimizou o algoritmo | valor=6818
linha=3896 | nome=Gabriela | acao=executou o benchmark | valor=7332
linha=3897 | nome=Ana | acao=estudou computacao | valor=7045
linha=3898 | nome=Karen | acao=analisou os resultados | valor=1504
linha=3899 | nome=Gabriela | acao=comparou as metricas | valor=5974
linha=3900 | nome=Felipe | acao=fez um experimento | valor=2914
linha=3901 | nome=Helena | acao=escreveu o relatorio | valor=2100
linha=3902 | nome=Natalia | acao=estudou computacao | valor=2504
linha=3903 | nome=Bruno | acao=estudou computacao | valor=3884
linha=3904 | nome=Eduarda | acao=escreveu o relatorio | valor=1708
linha=3905 | nome=Vitor | acao=estudou computacao | valor=7419
linha=3906 | nome=Mariana | acao=participou da aula | valor=7738
linha=3907 | nome=Karen | acao=escreveu o relatorio | valor=3260
linha=3908 | nome=Carlos | acao=analisou os resultados | valor=6022
linha=3909 | nome=Daniela | acao=otimizou o algoritmo | valor=9795
linha=3910 | nome=Felipe | acao=otimizou o algoritmo | valor=2896
linha=3911 | nome=Daniela | acao=comparou as metricas | valor=6952
linha=3912 | nome=Eduarda | acao=executou o benchmark | valor=7105
linha=3913 | nome=Otavio | acao=estudou computacao | valor=4907
linha=3914 | nome=Ana | acao=participou da aula | valor=7333
linha=3915 | nome=Renata | acao=fez um experimento | valor=4214
linha=3916 | nome=Carlos | acao=escreveu o relatorio | valor=1557
linha=3917 | nome=Gabriela | acao=fez um experimento | valor=8509
linha=3918 | nome=Karen | acao=otimizou o algoritmo | valor=2154
linha=3919 | nome=Joao | acao=participou da aula | valor=5776
linha=3920 | nome=Gabriela | acao=otimizou o algoritmo | valor=5432
linha=3921 | nome=Sofia | acao=otimizou o algoritmo | valor=8137
linha=3922 | nome=Joao | acao=estudou computacao | valor=5182
linha=3923 | nome=Vitor | acao=executou o benchmark | valor=6913
linha=3924 | nome=Mariana | acao=participou da aula | valor=9808
linha=3925 | nome=Eduarda | acao=participou da aula | valor=4875
linha=3926 | nome=Ana | acao=comparou as metricas | valor=7434
linha=3927 | nome=Helena | acao=fez um experimento | valor=9142
linha=3928 | nome=Felipe | acao=otimizou o algoritmo | valor=4311
linha=3929 | nome=Carlos | acao=analisou os resultados | valor=5062
linha=3930 | nome=Karen | acao=participou da aula | valor=3757
linha=3931 | nome=Joao | acao=estudou computacao | valor=4371
linha=3932 | nome=Mariana | acao=executou o benchmark | valor=1366
linha=3933 | nome=Paulo | acao=fez um experimento | valor=6603
linha=3934 | nome=Daniela | acao=estudou computacao | valor=7340
linha=3935 | nome=Ana | acao=executou o benchmark | valor=7973
linha=3936 | nome=Tiago | acao=analisou os resultados | valor=1205
linha=3937 | nome=Renata | acao=otimizou o algoritmo | valor=1352
linha=3938 | nome=Natalia | acao=analisou os resultados | valor=7483
linha=3939 | nome=Mariana | acao=otimizou o algoritmo | valor=8441
linha=3940 | nome=Gabriela | acao=analisou os resultados | valor=9856
linha=3941 | nome=Paulo | acao=escreveu o relatorio | valor=5175
linha=3942 | nome=Natalia | acao=comparou as metricas | valor=7750
linha=3943 | nome=Helena | acao=analisou os resultados | valor=2287
linha=3944 | nome=Lucas | acao=otimizou o algoritmo | valor=3654
linha=3945 | nome=Paulo | acao=participou da aula | valor=4041
linha=3946 | nome=Lucas | acao=comparou as metricas | valor=5400
linha=3947 | nome=Carlos | acao=comparou as metricas | valor=8630
linha=3948 | nome=Renata | acao=estudou computacao | valor=2335
linha=3949 | nome=Daniela | acao=comparou as metricas | valor=5768
linha=3950 | nome=Renata | acao=participou da aula | valor=8761
linha=3951 | nome=Paulo | acao=executou o benchmark | valor=2985
linha=3952 | nome=Eduarda | acao=participou da aula | valor=1880
linha=3953 | nome=Lucas | acao=comparou as metricas | valor=6701
linha=3954 | nome=Helena | acao=otimizou o algoritmo | valor=5112
linha=3955 | nome=Lucas | acao=participou da aula | valor=1168
linha=3956 | nome=Otavio | acao=analisou os resultados | valor=9573
linha=3957 | nome=Vitor | acao=participou da aula | valor=7463
linha=3958 | nome=Ana | acao=otimizou o algoritmo | valor=8801
linha=3959 | nome=Carlos | acao=comparou as metricas | valor=7942
linha=3960 | nome=Helena | acao=analisou os resultados | valor=8899
linha=3961 | nome=Gabriela | acao=otimizou o algoritmo | valor=1396
linha=3962 | nome=Mariana | acao=otimizou o algoritmo | valor=1759
linha=3963 | nome=Helena | acao=escreveu o relatorio | valor=7138
linha=3964 | nome=Carlos | acao=executou o benchmark | valor=1443
linha=3965 | nome=Felipe | acao=fez um experimento | valor=7219
linha=3966 | nome=Bruno | acao=estudou computacao | valor=5496
linha=3967 | nome=Daniela | acao=participou da aula | valor=2427
linha=3968 | nome=Igor | acao=escreveu o relatorio | valor=6501
linha=3969 | nome=Otavio | acao=escreveu o relatorio | valor=2285
linha=3970 | nome=Lucas | acao=analisou os resultados | valor=3135
linha=3971 | nome=Eduarda | acao=fez um experimento | valor=5651
linha=3972 | nome=Helena | acao=participou da aula | valor=9518
linha=3973 | nome=Ana | acao=participou da aula | valor=4667
linha=3974 | nome=Gabriela | acao=escreveu o relatorio | valor=7450
linha=3975 | nome=Lucas | acao=participou da aula | valor=2061
linha=3976 | nome=Gabriela | acao=comparou as metricas | valor=2288
linha=3977 | nome=Igor | acao=escreveu o relatorio | valor=8009
linha=3978 | nome=Otavio | acao=otimizou o algoritmo | valor=8048
linha=3979 | nome=Eduarda | acao=analisou os resultados | valor=5674
linha=3980 | nome=Lucas | acao=executou o benchmark | valor=1220
linha=3981 | nome=Otavio | acao=estudou computacao | valor=7201
linha=3982 | nome=Lucas | acao=escreveu o relatorio | valor=9445
linha=3983 | nome=Eduarda | acao=otimizou o algoritmo | valor=1853
linha=3984 | nome=Felipe | acao=fez um experimento | valor=5118
linha=3985 | nome=Felipe | acao=escreveu o relatorio | valor=7371
linha=3986 | nome=Carlos | acao=analisou os resultados | valor=4126
linha=3987 | nome=Mariana | acao=participou da aula | valor=7074
linha=3988 | nome=Natalia | acao=escreveu o relatorio | valor=9473
linha=3989 | nome=Joao | acao=analisou os resultados | valor=3015
linha=3990 | nome=Mariana | acao=executou o benchmark | valor=5883
linha=3991 | nome=Eduarda | acao=fez um experimento | valor=2572
linha=3992 | nome=Renata | acao=estudou computacao | valor=2641
linha=3993 | nome=Joao | acao=participou da aula | valor=5159
linha=3994 | nome=Mariana | acao=participou da aula | valor=4613
linha=3995 | nome=Mariana | acao=participou da aula | valor=8556
linha=3996 | nome=Karen | acao=escreveu o relatorio | valor=4179
linha=3997 | nome=Helena | acao=estudou computacao | valor=5944
linha=3998 | nome=Mariana | acao=estudou computacao | valor=7105
linha=3999 | nome=Ana | acao=analisou os resultados | valor=2944
linha=4000 | nome=Ana | acao=estudou computacao | valor=8551
linha=4001 | nome=Eduarda | acao=analisou os resultados | valor=4375
linha=4002 | nome=Sofia | acao=escreveu o relatorio | valor=9625
linha=4003 | nome=Daniela | acao=comparou as metricas | valor=7216
linha=4004 | nome=Bruno | acao=otimizou o algoritmo | valor=7184
linha=4005 | nome=Eduarda | acao=participou da aula | valor=4117
linha=4006 | nome=Natalia | acao=fez um experimento | valor=3325
linha=4007 | nome=Joao | acao=estudou computacao | valor=4518
linha=4008 | nome=Renata | acao=executou o benchmark | valor=6885
linha=4009 | nome=Natalia | acao=executou o benchmark | valor=6762
linha=4010 | nome=Helena | acao=participou da aula | valor=2887
linha=4011 | nome=Igor | acao=estudou computacao | valor=9898
linha=4012 | nome=Paulo | acao=fez um experimento | valor=6446
linha=4013 | nome=Mariana | acao=otimizou o algoritmo | valor=4216
linha=4014 | nome=Ana | acao=estudou computacao | valor=6311
linha=4015 | nome=Felipe | acao=fez um experimento | valor=4003
linha=4016 | nome=Daniela | acao=escreveu o relatorio | valor=5784
linha=4017 | nome=Paulo | acao=executou o benchmark | valor=2161
linha=4018 | nome=Otavio | acao=analisou os resultados | valor=7461
linha=4019 | nome=Eduarda | acao=estudou computacao | valor=9336
linha=4020 | nome=Mariana | acao=comparou as metricas | valor=8198
linha=4021 | nome=Gabriela | acao=participou da aula | valor=6520
linha=4022 | nome=Helena | acao=escreveu o relatorio | valor=5369
linha=4023 | nome=Daniela | acao=analisou os resultados | valor=9789
linha=4024 | nome=Eduarda | acao=executou o benchmark | valor=4587
linha=4025 | nome=Eduarda | acao=estudou computacao | valor=8066
linha=4026 | nome=Mariana | acao=fez um experimento | valor=8631
linha=4027 | nome=Joao | acao=escreveu o relatorio | valor=7194
linha=4028 | nome=Otavio | acao=executou o benchmark | valor=6064
linha=4029 | nome=Carlos | acao=analisou os resultados | valor=8275
linha=4030 | nome=Lucas | acao=escreveu o relatorio | valor=6146
linha=4031 | nome=Ana | acao=comparou as metricas | valor=4249
linha=4032 | nome=Sofia | acao=estudou computacao | valor=1005
linha=4033 | nome=Bruno | acao=participou da aula | valor=5960
linha=4034 | nome=Helena | acao=escreveu o relatorio | valor=7831
linha=4035 | nome=Mariana | acao=otimizou o algoritmo | valor=1517
linha=4036 | nome=Mariana | acao=fez um experimento | valor=4128
linha=4037 | nome=Igor | acao=escreveu o relatorio | valor=4220
linha=4038 | nome=Mariana | acao=participou da aula | valor=6114
linha=4039 | nome=Mariana | acao=estudou computacao | valor=3340
linha=4040 | nome=Natalia | acao=analisou os resultados | valor=5274
linha=4041 | nome=Otavio | acao=otimizou o algoritmo | valor=9916
linha=4042 | nome=Mariana | acao=comparou as metricas | valor=1066
linha=4043 | nome=Sofia | acao=analisou os resultados | valor=9140
linha=4044 | nome=Eduarda | acao=comparou as metricas | valor=5592
linha=4045 | nome=Daniela | acao=escreveu o relatorio | valor=9793
linha=4046 | nome=Renata | acao=participou da aula | valor=5421
linha=4047 | nome=Renata | acao=analisou os resultados | valor=4101
linha=4048 | nome=Ana | acao=estudou computacao | valor=8206
linha=4049 | nome=Otavio | acao=escreveu o relatorio | valor=1538
linha=4050 | nome=Paulo | acao=comparou as metricas | valor=1405
linha=4051 | nome=Daniela | acao=executou o benchmark | valor=9008
linha=4052 | nome=Natalia | acao=executou o benchmark | valor=9023
linha=4053 | nome=Felipe | acao=escreveu o relatorio | valor=3421
linha=4054 | nome=Igor | acao=comparou as metricas | valor=2775
linha=4055 | nome=Felipe | acao=executou o benchmark | valor=9245
linha=4056 | nome=Tiago | acao=participou da aula | valor=9288
linha=4057 | nome=Lucas | acao=comparou as metricas | valor=6059
linha=4058 | nome=Natalia | acao=otimizou o algoritmo | valor=7114
linha=4059 | nome=Igor | acao=escreveu o relatorio | valor=9551
linha=4060 | nome=Paulo | acao=participou da aula | valor=4915
linha=4061 | nome=Igor | acao=comparou as metricas | valor=3052
linha=4062 | nome=Karen | acao=executou o benchmark | valor=3014
linha=4063 | nome=Joao | acao=estudou computacao | valor=2011
linha=4064 | nome=Natalia | acao=analisou os resultados | valor=6418
linha=4065 | nome=Mariana | acao=estudou computacao | valor=4960
linha=4066 | nome=Natalia | acao=comparou as metricas | valor=5877
linha=4067 | nome=Natalia | acao=analisou os resultados | valor=3913
linha=4068 | nome=Paulo | acao=estudou computacao | valor=4055
linha=4069 | nome=Gabriela | acao=participou da aula | valor=5107
linha=4070 | nome=Vitor | acao=analisou os resultados | valor=4755
linha=4071 | nome=Carlos | acao=executou o benchmark | valor=6044
linha=4072 | nome=Ana | acao=fez um experimento | valor=2990
linha=4073 | nome=Karen | acao=otimizou o algoritmo | valor=1392
linha=4074 | nome=Lucas | acao=executou o benchmark | valor=5234
linha=4075 | nome=Tiago | acao=otimizou o algoritmo | valor=6792
linha=4076 | nome=Bruno | acao=executou o benchmark | valor=8275
linha=4077 | nome=Ana | acao=comparou as metricas | valor=7309
linha=4078 | nome=Carlos | acao=fez um experimento | valor=3140
linha=4079 | nome=Igor | acao=estudou computacao | valor=4216
linha=4080 | nome=Otavio | acao=estudou computacao | valor=5425
linha=4081 | nome=Paulo | acao=otimizou o algoritmo | valor=7759
linha=4082 | nome=Natalia | acao=otimizou o algoritmo | valor=7307
linha=4083 | nome=Daniela | acao=estudou computacao | valor=4986
linha=4084 | nome=Natalia | acao=otimizou o algoritmo | valor=7154
linha=4085 | nome=Helena | acao=executou o benchmark | valor=9265
linha=4086 | nome=Mariana | acao=otimizou o algoritmo | valor=4661
linha=4087 | nome=Vitor | acao=comparou as metricas | valor=8264
linha=4088 | nome=Karen | acao=participou da aula | valor=7305
linha=4089 | nome=Helena | acao=participou da aula | valor=1301
linha=4090 | nome=Joao | acao=executou o benchmark | valor=1373
linha=4091 | nome=Lucas | acao=analisou os resultados | valor=6748
linha=4092 | nome=Mariana | acao=otimizou o algoritmo | valor=8355
linha=4093 | nome=Natalia | acao=fez um experimento | valor=5129
linha=4094 | nome=Bruno | acao=participou da aula | valor=5104
linha=4095 | nome=Tiago | acao=executou o benchmark | valor=2555
linha=4096 | nome=Natalia | acao=analisou os resultados | valor=8103
linha=4097 | nome=Lucas | acao=analisou os resultados | valor=2789
linha=4098 | nome=Mariana | acao=escreveu o relatorio | valor=9691
linha=4099 | nome=Tiago | acao=executou o benchmark | valor=6648
linha=4100 | nome=Renata | acao=otimizou o algoritmo | valor=9895
linha=4101 | nome=Paulo | acao=executou o benchmark | valor=8737
linha=4102 | nome=Ana | acao=escreveu o relatorio | valor=8040
linha=4103 | nome=Vitor | acao=analisou os resultados | valor=6284
linha=4104 | nome=Karen | acao=analisou os resultados | valor=7470
linha=4105 | nome=Ana | acao=executou o benchmark | valor=9596
linha=4106 | nome=Paulo | acao=comparou as metricas | valor=1410
linha=4107 | nome=Ana | acao=estudou computacao | valor=1003
linha=4108 | nome=Sofia | acao=executou o benchmark | valor=5449
linha=4109 | nome=Gabriela | acao=fez um experimento | valor=7067
linha=4110 | nome=Vitor | acao=estudou computacao | valor=2741
linha=4111 | nome=Natalia | acao=otimizou o algoritmo | valor=5340
linha=4112 | nome=Gabriela | acao=executou o benchmark | valor=5200
linha=4113 | nome=Karen | acao=analisou os resultados | valor=6991
linha=4114 | nome=Mariana | acao=escreveu o relatorio | valor=2332
linha=4115 | nome=Felipe | acao=executou o benchmark | valor=5273
linha=4116 | nome=Joao | acao=estudou computacao | valor=6953
linha=4117 | nome=Sofia | acao=comparou as metricas | valor=3292
linha=4118 | nome=Daniela | acao=estudou computacao | valor=5741
linha=4119 | nome=Vitor | acao=escreveu o relatorio | valor=8436
linha=4120 | nome=Bruno | acao=comparou as metricas | valor=9767
linha=4121 | nome=Daniela | acao=otimizou o algoritmo | valor=5879
linha=4122 | nome=Paulo | acao=fez um experimento | valor=6457
linha=4123 | nome=Karen | acao=analisou os resultados | valor=6219
linha=4124 | nome=Natalia | acao=escreveu o relatorio | valor=2041
linha=4125 | nome=Gabriela | acao=comparou as metricas | valor=2866
linha=4126 | nome=Renata | acao=executou o benchmark | valor=3200
linha=4127 | nome=Karen | acao=comparou as metricas | valor=7391
linha=4128 | nome=Otavio | acao=participou da aula | valor=4125
linha=4129 | nome=Gabriela | acao=executou o benchmark | valor=2183
linha=4130 | nome=Vitor | acao=fez um experimento | valor=3906
linha=4131 | nome=Daniela | acao=participou da aula | valor=1414
linha=4132 | nome=Ana | acao=estudou computacao | valor=5067
linha=4133 | nome=Sofia | acao=analisou os resultados | valor=7398
linha=4134 | nome=Bruno | acao=analisou os resultados | valor=9913
linha=4135 | nome=Igor | acao=escreveu o relatorio | valor=2067
linha=4136 | nome=Ana | acao=executou o benchmark | valor=1888
linha=4137 | nome=Sofia | acao=escreveu o relatorio | valor=6333
linha=4138 | nome=Ana | acao=estudou computacao | valor=9891
linha=4139 | nome=Bruno | acao=analisou os resultados | valor=5382
linha=4140 | nome=Lucas | acao=participou da aula | valor=1656
linha=4141 | nome=Eduarda | acao=executou o benchmark | valor=1739
linha=4142 | nome=Daniela | acao=participou da aula | valor=6244
linha=4143 | nome=Daniela | acao=executou o benchmark | valor=4957
linha=4144 | nome=Otavio | acao=estudou computacao | valor=8925
linha=4145 | nome=Igor | acao=comparou as metricas | valor=2193
linha=4146 | nome=Carlos | acao=analisou os resultados | valor=2360
linha=4147 | nome=Ana | acao=executou o benchmark | valor=2559
linha=4148 | nome=Daniela | acao=estudou computacao | valor=7205
linha=4149 | nome=Renata | acao=escreveu o relatorio | valor=3205
linha=4150 | nome=Helena | acao=participou da aula | valor=6999
linha=4151 | nome=Vitor | acao=participou da aula | valor=3320
linha=4152 | nome=Eduarda | acao=fez um experimento | valor=1077
linha=4153 | nome=Eduarda | acao=escreveu o relatorio | valor=7748
linha=4154 | nome=Joao | acao=fez um experimento | valor=6738
linha=4155 | nome=Natalia | acao=analisou os resultados | valor=1342
linha=4156 | nome=Eduarda | acao=otimizou o algoritmo | valor=8917
linha=4157 | nome=Tiago | acao=comparou as metricas | valor=5019
linha=4158 | nome=Daniela | acao=comparou as metricas | valor=9051
linha=4159 | nome=Daniela | acao=escreveu o relatorio | valor=4231
linha=4160 | nome=Felipe | acao=estudou computacao | valor=7452
linha=4161 | nome=Felipe | acao=comparou as metricas | valor=1937
linha=4162 | nome=Bruno | acao=estudou computacao | valor=5201
linha=4163 | nome=Bruno | acao=analisou os resultados | valor=4740
linha=4164 | nome=Bruno | acao=executou o benchmark | valor=9363
linha=4165 | nome=Gabriela | acao=otimizou o algoritmo | valor=2805
linha=4166 | nome=Felipe | acao=estudou computacao | valor=4626
linha=4167 | nome=Ana | acao=executou o benchmark | valor=4894
linha=4168 | nome=Bruno | acao=otimizou o algoritmo | valor=7559
linha=4169 | nome=Karen | acao=analisou os resultados | valor=1239
linha=4170 | nome=Ana | acao=participou da aula | valor=8025
linha=4171 | nome=Mariana | acao=analisou os resultados | valor=8505
linha=4172 | nome=Mariana | acao=analisou os resultados | valor=6896
linha=4173 | nome=Sofia | acao=executou o benchmark | valor=6788
linha=4174 | nome=Sofia | acao=escreveu o relatorio | valor=1700
linha=4175 | nome=Renata | acao=executou o benchmark | valor=4268
linha=4176 | nome=Paulo | acao=executou o benchmark | valor=8789
linha=4177 | nome=Paulo | acao=escreveu o relatorio | valor=6305
linha=4178 | nome=Otavio | acao=participou da aula | valor=2696
linha=4179 | nome=Bruno | acao=analisou os resultados | valor=3690
linha=4180 | nome=Mariana | acao=estudou computacao | valor=1253
linha=4181 | nome=Otavio | acao=comparou as metricas | valor=5057
linha=4182 | nome=Tiago | acao=participou da aula | valor=9444
linha=4183 | nome=Felipe | acao=estudou computacao | valor=3163
linha=4184 | nome=Gabriela | acao=estudou computacao | valor=7374
linha=4185 | nome=Otavio | acao=estudou computacao | valor=8472
linha=4186 | nome=Karen | acao=executou o benchmark | valor=1572
linha=4187 | nome=Tiago | acao=escreveu o relatorio | valor=9713
linha=4188 | nome=Otavio | acao=participou da aula | valor=8640
linha=4189 | nome=Renata | acao=otimizou o algoritmo | valor=2022
linha=4190 | nome=Eduarda | acao=escreveu o relatorio | valor=9896
linha=4191 | nome=Sofia | acao=otimizou o algoritmo | valor=1513
linha=4192 | nome=Karen | acao=executou o benchmark | valor=9420
linha=4193 | nome=Vitor | acao=otimizou o algoritmo | valor=3752
linha=4194 | nome=Lucas | acao=fez um experimento | valor=1051
linha=4195 | nome=Otavio | acao=analisou os resultados | valor=8440
linha=4196 | nome=Renata | acao=participou da aula | valor=2980
linha=4197 | nome=Natalia | acao=comparou as metricas | valor=2849
linha=4198 | nome=Bruno | acao=estudou computacao | valor=6873
linha=4199 | nome=Renata | acao=comparou as metricas | valor=1682
linha=4200 | nome=Bruno | acao=analisou os resultados | valor=1875
linha=4201 | nome=Mariana | acao=fez um experimento | valor=2965
linha=4202 | nome=Lucas | acao=participou da aula | valor=3870
linha=4203 | nome=Mariana | acao=executou o benchmark | valor=4920
linha=4204 | nome=Ana | acao=estudou computacao | valor=2781
linha=4205 | nome=Joao | acao=fez um experimento | valor=2313
linha=4206 | nome=Gabriela | acao=escreveu o relatorio | valor=2660
linha=4207 | nome=Helena | acao=executou o benchmark | valor=3926
linha=4208 | nome=Mariana | acao=estudou computacao | valor=1543
linha=4209 | nome=Mariana | acao=comparou as metricas | valor=7302
linha=4210 | nome=Gabriela | acao=comparou as metricas | valor=2641
linha=4211 | nome=Renata | acao=comparou as metricas | valor=2231
linha=4212 | nome=Vitor | acao=estudou computacao | valor=1687
linha=4213 | nome=Felipe | acao=otimizou o algoritmo | valor=7443
linha=4214 | nome=Eduarda | acao=participou da aula | valor=8743
linha=4215 | nome=Sofia | acao=participou da aula | valor=3007
linha=4216 | nome=Mariana | acao=fez um experimento | valor=4881
linha=4217 | nome=Carlos | acao=comparou as metricas | valor=2079
linha=4218 | nome=Mariana | acao=estudou computacao | valor=2952
linha=4219 | nome=Sofia | acao=comparou as metricas | valor=7385
linha=4220 | nome=Joao | acao=comparou as metricas | valor=7156
linha=4221 | nome=Igor | acao=executou o benchmark | valor=5668
linha=4222 | nome=Renata | acao=participou da aula | valor=1624
linha=4223 | nome=Bruno | acao=participou da aula | valor=4414
linha=4224 | nome=Tiago | acao=escreveu o relatorio | valor=3928
linha=4225 | nome=Gabriela | acao=participou da aula | valor=9224
linha=4226 | nome=Gabriela | acao=escreveu o relatorio | valor=7040
linha=4227 | nome=Vitor | acao=escreveu o relatorio | valor=7765
linha=4228 | nome=Lucas | acao=fez um experimento | valor=3110
linha=4229 | nome=Sofia | acao=escreveu o relatorio | valor=4751
linha=4230 | nome=Lucas | acao=fez um experimento | valor=7842
linha=4231 | nome=Lucas | acao=executou o benchmark | valor=9771
linha=4232 | nome=Eduarda | acao=escreveu o relatorio | valor=4661
linha=4233 | nome=Lucas | acao=escreveu o relatorio | valor=6399
linha=4234 | nome=Otavio | acao=analisou os resultados | valor=1599
linha=4235 | nome=Eduarda | acao=participou da aula | valor=2851
linha=4236 | nome=Eduarda | acao=otimizou o algoritmo | valor=8052
linha=4237 | nome=Sofia | acao=fez um experimento | valor=3310
linha=4238 | nome=Vitor | acao=executou o benchmark | valor=7675
linha=4239 | nome=Vitor | acao=analisou os resultados | valor=9461
linha=4240 | nome=Otavio | acao=escreveu o relatorio | valor=5906
linha=4241 | nome=Carlos | acao=analisou os resultados | valor=9146
linha=4242 | nome=Helena | acao=comparou as metricas | valor=9911
linha=4243 | nome=Ana | acao=participou da aula | valor=3862
linha=4244 | nome=Daniela | acao=analisou os resultados | valor=7258
linha=4245 | nome=Natalia | acao=analisou os resultados | valor=7484
linha=4246 | nome=Otavio | acao=estudou computacao | valor=1844
linha=4247 | nome=Gabriela | acao=executou o benchmark | valor=3557
linha=4248 | nome=Eduarda | acao=comparou as metricas | valor=1491
linha=4249 | nome=Sofia | acao=otimizou o algoritmo | valor=3241
linha=4250 | nome=Mariana | acao=estudou computacao | valor=1304
linha=4251 | nome=Joao | acao=analisou os resultados | valor=8365
linha=4252 | nome=Bruno | acao=participou da aula | valor=7388
linha=4253 | nome=Paulo | acao=analisou os resultados | valor=1510
linha=4254 | nome=Mariana | acao=executou o benchmark | valor=7141
linha=4255 | nome=Renata | acao=comparou as metricas | valor=8521
linha=4256 | nome=Vitor | acao=participou da aula | valor=2633
linha=4257 | nome=Renata | acao=participou da aula | valor=5844
linha=4258 | nome=Helena | acao=comparou as metricas | valor=6755
linha=4259 | nome=Karen | acao=participou da aula | valor=2900
linha=4260 | nome=Vitor | acao=otimizou o algoritmo | valor=2228
linha=4261 | nome=Mariana | acao=analisou os resultados | valor=3188
linha=4262 | nome=Eduarda | acao=estudou computacao | valor=1222
linha=4263 | nome=Natalia | acao=executou o benchmark | valor=1407
linha=4264 | nome=Daniela | acao=comparou as metricas | valor=8232
linha=4265 | nome=Renata | acao=estudou computacao | valor=2070
linha=4266 | nome=Gabriela | acao=escreveu o relatorio | valor=5430
linha=4267 | nome=Vitor | acao=analisou os resultados | valor=9920
linha=4268 | nome=Daniela | acao=fez um experimento | valor=2540
linha=4269 | nome=Eduarda | acao=otimizou o algoritmo | valor=6178
linha=4270 | nome=Felipe | acao=fez um experimento | valor=2169
linha=4271 | nome=Vitor | acao=estudou computacao | valor=6787
linha=4272 | nome=Helena | acao=estudou computacao | valor=8343
linha=4273 | nome=Joao | acao=executou o benchmark | valor=1095
linha=4274 | nome=Mariana | acao=executou o benchmark | valor=5167
linha=4275 | nome=Lucas | acao=executou o benchmark | valor=3184
linha=4276 | nome=Renata | acao=analisou os resultados | valor=5935
linha=4277 | nome=Sofia | acao=analisou os resultados | valor=6644
linha=4278 | nome=Gabriela | acao=otimizou o algoritmo | valor=4074
linha=4279 | nome=Helena | acao=otimizou o algoritmo | valor=5101
linha=4280 | nome=Tiago | acao=analisou os resultados | valor=9491
linha=4281 | nome=Eduarda | acao=escreveu o relatorio | valor=3264
linha=4282 | nome=Tiago | acao=escreveu o relatorio | valor=9091
linha=4283 | nome=Mariana | acao=estudou computacao | valor=9214
linha=4284 | nome=Ana | acao=escreveu o relatorio | valor=4002
linha=4285 | nome=Karen | acao=fez um experimento | valor=1652
linha=4286 | nome=Joao | acao=estudou computacao | valor=8256
linha=4287 | nome=Joao | acao=executou o benchmark | valor=5594
