linha=1 | nome=Paulo | acao=executou o benchmark | valor=3803
linha=3774 | nome=Bruno | acao=comparou as metricas | valor=1395
linha=3775 | nome=Natalia | acao=fez um experimento | valor=6842
linha=3776 | nome=Joao | acao=otimizou o algoritmo | valor=3340
linha=3777 | nome=Daniela | acao=estudou computacao | valor=5566
linha=3778 | nome=Mariana | acao=escreveu o relatorio | valor=6116
linha=3779 | nome=Natalia | acao=participou da aula | valor=3726
linha=3780 | nome=Sofia | acao=otimizou o algoritmo | valor=8746
linha=3781 | nome=Vitor | acao=fez um experimento | valor=3503
linha=3782 | nome=Igor | acao=otimizou o algoritmo | valor=6359
linha=3783 | nome=Vitor | acao=estudou computacao | valor=5702
linha=3784 | nome=Daniela | acao=escreveu o relatorio | valor=2039
linha=3785 | nome=Natalia | acao=escreveu o relatorio | valor=1885
linha=3786 | nome=Paulo | acao=participou da aula | valor=9441
linha=3787 | nome=Eduarda | acao=escreveu o relatorio | valor=2685
linha=3788 | nome=Paulo | acao=comparou as metricas | valor=8197
linha=3789 | nome=Bruno | acao=estudou computacao | valor=5035
linha=3790 | nome=Mariana | acao=comparou as metricas | valor=2204
linha=3791 | nome=Helena | acao=participou da aula | valor=6105
linha=3792 | nome=Bruno | acao=participou da aula | valor=1602
linha=3793 | nome=Eduarda | acao=estudou computacao | valor=1262
linha=3794 | nome=Carlos | acao=participou da aula | valor=4411
linha=3795 | nome=Helena | acao=analisou os resultados | valor=9897
linha=3796 | nome=Karen | acao=executou o benchmark | valor=6784
linha=3797 | nome=Felipe | acao=analisou os resultados | valor=6438
linha=3798 | nome=Natalia | acao=fez um experimento | valor=6114
linha=3799 | nome=Igor | acao=analisou os resultados | valor=4853
linha=3800 | nome=Daniela | acao=analisou os resultados | valor=5064
linha=3801 | nome=Igor | acao=analisou os resultados | valor=9243
linha=3802 | nome=Vitor | acao=comparou as metricas | valor=4387
linha=3803 | nome=Vitor | acao=estudou computacao | valor=7914
linha=3804 | nome=Helena | acao=comparou as metricas | valor=4909
linha=3805 | nome=Felipe | acao=estudou computacao | valor=2767
linha=3806 | nome=Natalia | acao=analisou os resultados | valor=5348
linha=3807 | nome=Natalia | acao=fez um experimento | valor=1472
linha=3808 | nome=Natalia | acao=analisou os resultados | valor=3662
linha=3809 | nome=Carlos | acao=analisou os resultados | valor=3636
linha=3810 | nome=Bruno | acao=fez um experimento | valor=5044
linha=3811 | nome=Natalia | acao=participou da aula | valor=3314
linha=3812 | nome=Carlos | acao=executou o benchmark | valor=1812
linha=3813 | nome=Sofia | acao=fez um experimento | valor=7130
linha=3814 | nome=Daniela | acao=fez um experimento | valor=3885
linha=3815 | nome=Daniela | acao=estudou computacao | valor=3106
linha=3816 | nome=Ana | acao=fez um experimento | valor=2955
linha=3817 | nome=Igor | acao=analisou os resultados | valor=1887
linha=3818 | nome=Helena | acao=analisou os resultados | valor=4380
linha=3819 | nome=Sofia | acao=escreveu o relatorio | valor=9438
linha=3820 | nome=Gabriela | acao=comparou as metricas | valor=2307
linha=3821 | nome=Vitor | acao=otimizou o algoritmo | valor=1634
linha=3822 | nome=Karen | acao=executou o benchmark | valor=6524
linha=3823 | nome=Lucas | acao=fez um experimento | valor=1562
linha=3824 | nome=Natalia | acao=otimizou o algoritmo | valor=2783
linha=3825 | nome=Natalia | acao=comparou as metricas | valor=4198
linha=3826 | nome=Carlos | acao=analisou os resultados | valor=1561
linha=3827 | nome=Igor | acao=otimizou o algoritmo | valor=5403
linha=3828 | nome=Karen | acao=escreveu o relatorio | valor=6933
linha=3829 | nome=Vitor | acao=analisou os resultados | valor=8823
linha=3830 | nome=Renata | acao=executou o benchmark | valor=2722
linha=3831 | nome=Mariana | acao=escreveu o relatorio | valor=1110
linha=3832 | nome=Natalia | acao=otimizou o algoritmo | valor=5699
linha=3833 | nome=Renata | acao=escreveu o relatorio | valor=2919
linha=3834 | nome=Igor | acao=escreveu o relatorio | valor=9991
linha=3835 | nome=Ana | acao=escreveu o relatorio | valor=8298
linha=3836 | nome=Lucas | acao=comparou as metricas | valor=7779
linha=3837 | nome=Mariana | acao=escreveu o relatorio | valor=1907
linha=3838 | nome=Karen | acao=fez um experimento | valor=2673
linha=3839 | nome=Sofia | acao=comparou as metricas | valor=9693
linha=3840 | nome=Eduarda | acao=executou o benchmark | valor=2025
linha=3841 | nome=Vitor | acao=analisou os resultados | valor=8087
linha=3842 | nome=Felipe | acao=fez um experimento | valor=5831
linha=3843 | nome=Ana | acao=otimizou o algoritmo | valor=4703
linha=3844 | nome=Mariana | acao=otimizou o algoritmo | valor=9689
linha=3845 | nome=Mariana | acao=executou o benchmark | valor=8376
linha=3846 | nome=Otavio | acao=analisou os resultados | valor=5739
linha=3847 | nome=Mariana | acao=participou da aula | valor=4065
linha=3848 | nome=Ana | acao=escreveu o relatorio | valor=6746
linha=3849 | nome=Ana | acao=estudou computacao | valor=2646
linha=3850 | nome=Eduarda | acao=participou da aula | valor=1675
linha=3851 | nome=Eduarda | acao=fez um experimento | valor=4499
linha=3852 | nome=Igor | acao=estudou computacao | valor=3589
linha=3853 | nome=Lucas | acao=comparou as metricas | valor=3723
linha=3854 | nome=Sofia | acao=fez um experimento | valor=5717
linha=3855 | nome=Daniela | acao=fez um experimento | valor=8448
linha=3856 | nome=Eduarda | acao=estudou computacao | valor=9995
linha=3857 | nome=Lucas | acao=estudou computacao | valor=4377
linha=3858 | nome=Carlos | acao=participou da aula | valor=9970
linha=3859 | nome=Daniela | acao=otimizou o algoritmo | valor=8274
linha=3860 | nome=Eduarda | acao=escreveu o relatorio | valor=4794
linha=3861 | nome=Vitor | acao=participou da aula | valor=2861
linha=3862 | nome=Paulo | acao=participou da aula | valor=4774
linha=3863 | nome=Ana | acao=participou da aula | valor=3513
linha=3864 | nome=Carlos | acao=escreveu o relatorio | valor=4021
linha=3865 | nome=Lucas | acao=analisou os resultados | valor=3769
linha=3866 | nome=Tiago | acao=estudou computacao | valor=2120
linha=3867 | nome=Felipe | acao=fez um experimento | valor=2219
linha=3868 | nome=Carlos | acao=analisou os resultados | valor=5274
linha=3869 | nome=Renata | acao=escreveu o relatorio | valor=5759
linha=3870 | nome=Tiago | acao=escreveu o relatorio | valor=7565
linha=3871 | nome=Felipe | acao=otimizou o algoritmo | valor=9151
linha=3872 | nome=Mariana | acao=escreveu o relatorio | valor=9933
linha=3873 | nome=Gabriela | acao=analisou os resultados | valor=6515
linha=3874 | nome=Joao | acao=comparou as metricas | valor=2054
linha=3875 | nome=Natalia | acao=executou o benchmark | valor=2381
linha=3876 | nome=Mariana | acao=escreveu o relatorio | valor=9171
linha=3877 | nome=Carlos | acao=fez um experimento | valor=7181
linha=3878 | nome=Felipe | acao=executou o benchmark | valor=8408
linha=3879 | nome=Gabriela | acao=participou da aula | valor=7782
linha=3880 | nome=Felipe | acao=escreveu o relatorio | valor=2130
linha=3881 | nome=Vitor | acao=executou o benchmark | valor=6306
linha=3882 | nome=Sofia | acao=otimizou o algoritmo | valor=4923
linha=3883 | nome=Igor | acao=executou o benchmark | valor=2443
linha=3884 | nome=Lucas | acao=executou o benchmark | valor=6852
linha=3885 | nome=Karen | acao=participou da aula | valor=6302
linha=3886 | nome=Joao | acao=participou da aula | valor=6707
linha=3887 | nome=Vitor | acao=otimizou o algoritmo | valor=2717
linha=3888 | nome=Igor | acao=otimizou o algoritmo | valor=6515
linha=3889 | nome=Ana | acao=executou o benchmark | valor=6152
linha=3890 | nome=Vitor | acao=executou o benchmark | valor=7706
linha=3891 | nome=Felipe | acao=escreveu o relatorio | valor=5472
linha=3892 | nome=Daniela | acao=escreveu o relatorio | valor=7671
linha=3893 | nome=Joao | acao=escreveu o relatorio | valor=5114
linha=3894 | nome=Carlos | acao=comparou as metricas | valor=4360
linha=3895 | nome=Joao | acao=otimizou o algoritmo | valor=7435
linha=3896 | nome=Eduarda | acao=executou o benchmark | valor=6747
linha=3897 | nome=Carlos | acao=fez um experimento | valor=1579
linha=3898 | nome=Natalia | acao=estudou computacao | valor=3345
linha=3899 | nome=Carlos | acao=participou da aula | valor=5809
linha=3900 | nome=Paulo | acao=executou o benchmark | valor=8950
linha=3901 | nome=Karen | acao=fez um experimento | valor=4139
linha=3902 | nome=Sofia | acao=analisou os resultados | valor=3773
linha=3903 | nome=Ana | acao=comparou as metricas | valor=3533
linha=3904 | nome=Otavio | acao=otimizou o algoritmo | valor=8998
linha=3905 | nome=Karen | acao=executou o benchmark | valor=2889
linha=3906 | nome=Helena | acao=otimizou o algoritmo | valor=8766
linha=3907 | nome=Bruno | acao=otimizou o algoritmo | valor=2157
linha=3908 | nome=Vitor | acao=executou o benchmark | valor=4408
linha=3909 | nome=Renata | acao=estudou computacao | valor=2188
linha=3910 | nome=Joao | acao=fez um experimento | valor=3867
linha=3911 | nome=Eduarda | acao=otimizou o algoritmo | valor=6334
linha=3912 | nome=Sofia | acao=escreveu o relatorio | valor=8579
linha=3913 | nome=Vitor | acao=estudou computacao | valor=2012
linha=3914 | nome=Igor | acao=executou o benchmark | valor=6410
linha=3915 | nome=Paulo | acao=analisou os resultados | valor=4943
linha=3916 | nome=Vitor | acao=executou o benchmark | valor=9562
linha=3917 | nome=Natalia | acao=otimizou o algoritmo | valor=3868
linha=3918 | nome=Daniela | acao=escreveu o relatorio | valor=1586
linha=3919 | nome=Tiago | acao=estudou computacao | valor=5733
linha=3920 | nome=Otavio | acao=comparou as metricas | valor=1834
linha=3921 | nome=Sofia | acao=estudou computacao | valor=5639
linha=3922 | nome=Eduarda | acao=otimizou o algoritmo | valor=2767
linha=3923 | nome=Ana | acao=analisou os resultados | valor=7482
linha=3924 | nome=Vitor | acao=participou da aula | valor=3960
linha=3925 | nome=Igor | acao=comparou as metricas | valor=5699
linha=3926 | nome=Vitor | acao=comparou as metricas | valor=7920
linha=3927 | nome=Paulo | acao=participou da aula | valor=8082
linha=3928 | nome=Gabriela | acao=participou da aula | valor=7828
linha=3929 | nome=Daniela | acao=participou da aula | valor=8126
linha=3930 | nome=Ana | acao=participou da aula | valor=9075
linha=3931 | nome=Sofia | acao=participou da aula | valor=2972
linha=3932 | nome=Lucas | acao=otimizou o algoritmo | valor=7428
linha=3933 | nome=Vitor | acao=analisou os resultados | valor=3035
linha=3934 | nome=Karen | acao=comparou as metricas | valor=1649
linha=3935 | nome=Natalia | acao=escreveu o relatorio | valor=1409
linha=3936 | nome=Carlos | acao=executou o benchmark | valor=4279
linha=3937 | nome=Sofia | acao=executou o benchmark | valor=5657
linha=3938 | nome=Paulo | acao=comparou as metricas | valor=5908
linha=3939 | nome=Lucas | acao=fez um experimento | valor=5235
linha=3940 | nome=Carlos | acao=estudou computacao | valor=6243
linha=3941 | nome=Bruno | acao=estudou computacao | valor=4536
linha=3942 | nome=Igor | acao=participou da aula | valor=5950
linha=3943 | nome=Paulo | acao=escreveu o relatorio | valor=8757
linha=3944 | nome=Gabriela | acao=estudou computacao | valor=4057
linha=3945 | nome=Helena | acao=estudou computacao | valor=9969
linha=3946 | nome=Bruno | acao=participou da aula | valor=6076
linha=3947 | nome=Karen | acao=analisou os resultados | valor=2451
linha=3948 | nome=Renata | acao=participou da aula | valor=9157
linha=3949 | nome=Bruno | acao=escreveu o relatorio | valor=5008
linha=3950 | nome=Natalia | acao=analisou os resultados | valor=4880
linha=3951 | nome=Natalia | acao=executou o benchmark | valor=2253
linha=3952 | nome=Ana | acao=participou da aula | valor=1666
linha=3953 | nome=Paulo | acao=otimizou o algoritmo | valor=5152
linha=3954 | nome=Eduarda | acao=otimizou o algoritmo | valor=1165
linha=3955 | nome=Paulo | acao=fez um experimento | valor=7101
linha=3956 | nome=Sofia | acao=otimizou o algoritmo | valor=9147
linha=3957 | nome=Mariana | acao=comparou as metricas | valor=3828
linha=3958 | nome=Gabriela | acao=analisou os resultados | valor=8459
linha=3959 | nome=Tiago | acao=analisou os resultados | valor=8122
linha=3960 | nome=Lucas | acao=otimizou o algoritmo | valor=7173
linha=3961 | nome=Gabriela | acao=estudou computacao | valor=1685
linha=3962 | nome=Ana | acao=comparou as metricas | valor=8251
linha=3963 | nome=Eduarda | acao=fez um experimento | valor=4440
linha=3964 | nome=Mariana | acao=escreveu o relatorio | valor=3863
linha=3965 | nome=Otavio | acao=comparou as metricas | valor=5486
linha=3966 | nome=Helena | acao=fez um experimento | valor=7161
linha=3967 | nome=Igor | acao=comparou as metricas | valor=5239
linha=3968 | nome=Joao | acao=participou da aula | valor=5864
linha=3969 | nome=Lucas | acao=fez um experimento | valor=4605
linha=3970 | nome=Otavio | acao=estudou computacao | valor=5358
linha=3971 | nome=Helena | acao=fez um experimento | valor=2413
linha=3972 | nome=Karen | acao=fez um experimento | valor=4968
linha=3973 | nome=Mariana | acao=otimizou o algoritmo | valor=8815
linha=3974 | nome=Carlos | acao=analisou os resultados | valor=2312
linha=3975 | nome=Natalia | acao=analisou os resultados | valor=6382
linha=3976 | nome=Carlos | acao=fez um experimento | valor=3966
linha=3977 | nome=Karen | acao=comparou as metricas | valor=2931
linha=3978 | nome=Ana | acao=estudou computacao | valor=2299
linha=3979 | nome=Karen | acao=executou o benchmark | valor=3548
linha=3980 | nome=Felipe | acao=estudou computacao | valor=5155
linha=3981 | nome=Daniela | acao=analisou os resultados | valor=5165
linha=3982 | nome=Otavio | acao=estudou computacao | valor=1954
linha=3983 | nome=Carlos | acao=participou da aula | valor=5102
linha=3984 | nome=Daniela | acao=estudou computacao | valor=5727
linha=3985 | nome=Joao | acao=otimizou o algoritmo | valor=8821
linha=3986 | nome=Natalia | acao=comparou as metricas | valor=1991
linha=3987 | nome=Gabriela | acao=fez um experimento | valor=7823
linha=3988 | nome=Tiago | acao=escreveu o relatorio | valor=7371
linha=3989 | nome=Bruno | acao=fez um experimento | valor=2976
linha=3990 | nome=Bruno | acao=executou o benchmark | valor=5232
linha=3991 | nome=Mariana | acao=escreveu o relatorio | valor=8864
linha=3992 | nome=Mariana | acao=participou da aula | valor=5617
linha=3993 | nome=Carlos | acao=participou da aula | valor=4871
linha=3994 | nome=Natalia | acao=comparou as metricas | valor=2868
linha=3995 | nome=Renata | acao=otimizou o algoritmo | valor=9861
linha=3996 | nome=Daniela | acao=analisou os resultados | valor=5054
linha=3997 | nome=Bruno | acao=analisou os resultados | valor=6004
linha=3998 | nome=Sofia | acao=comparou as metricas | valor=4785
linha=3999 | nome=Daniela | acao=fez um experimento | valor=2888
linha=4000 | nome=Sofia | acao=otimizou o algoritmo | valor=8753
linha=4001 | nome=Tiago | acao=escreveu o relatorio | valor=1676
linha=4002 | nome=Lucas | acao=analisou os resultados | valor=9250
linha=4003 | nome=Natalia | acao=estudou computacao | valor=3678
linha=4004 | nome=Karen | acao=participou da aula | valor=6030
linha=4005 | nome=Natalia | acao=executou o benchmark | valor=1021
linha=4006 | nome=Gabriela | acao=comparou as metricas | valor=9630
linha=4007 | nome=Daniela | acao=fez um experimento | valor=1263
linha=4008 | nome=Paulo | acao=executou o benchmark | valor=3986
linha=4009 | nome=Daniela | acao=estudou computacao | valor=3377
linha=4010 | nome=Renata | acao=executou o benchmark | valor=2726
linha=4011 | nome=Felipe | acao=estudou computacao | valor=7356
linha=4012 | nome=Bruno | acao=analisou os resultados | valor=4287
linha=4013 | nome=Joao | acao=fez um experimento | valor=4033
linha=4014 | nome=Vitor | acao=analisou os resultados | valor=8184
linha=4015 | nome=Karen | acao=estudou computacao | valor=6883
linha=4016 | nome=Natalia | acao=fez um experimento | valor=3913
linha=4017 | nome=Renata | acao=fez um experimento | valor=5478
linha=4018 | nome=Natalia | acao=comparou as metricas | valor=6177
linha=4019 | nome=Gabriela | acao=analisou os resultados | valor=6765
linha=4020 | nome=Paulo | acao=comparou as metricas | valor=5886
linha=4021 | nome=Vitor | acao=escreveu o relatorio | valor=5045
linha=4022 | nome=Daniela | acao=otimizou o algoritmo | valor=5844
linha=4023 | nome=Vitor | acao=executou o benchmark | valor=5389
linha=4024 | nome=Otavio | acao=otimizou o algoritmo | valor=9547
linha=4025 | nome=Eduarda | acao=estudou computacao | valor=2054
linha=4026 | nome=Eduarda | acao=participou da aula | valor=1168
linha=4027 | nome=Mariana | acao=participou da aula | valor=6863
linha=4028 | nome=Mariana | acao=fez um experimento | valor=9345
linha=4029 | nome=Daniela | acao=executou o benchmark | valor=3536
linha=4030 | nome=Karen | acao=otimizou o algoritmo | valor=7959
linha=4031 | nome=Renata | acao=executou o benchmark | valor=2401
linha=4032 | nome=Sofia | acao=executou o benchmark | valor=3112
linha=4033 | nome=Felipe | acao=executou o benchmark | valor=3132
linha=4034 | nome=Felipe | acao=fez um experimento | valor=2514
linha=4035 | nome=Mariana | acao=otimizou o algoritmo | valor=9395
linha=4036 | nome=Lucas | acao=escreveu o relatorio | valor=9555
linha=4037 | nome=Karen | acao=participou da aula | valor=6237
linha=4038 | nome=Daniela | acao=otimizou o algoritmo | valor=5192
linha=4039 | nome=Eduarda | acao=participou da aula | valor=5839
linha=4040 | nome=Mariana | acao=estudou computacao | valor=9885
linha=4041 | nome=Igor | acao=escreveu o relatorio | valor=9970
linha=4042 | nome=Otavio | acao=otimizou o algoritmo | valor=1967
linha=4043 | nome=Natalia | acao=escreveu o relatorio | valor=3156
linha=4044 | nome=Joao | acao=escreveu o relatorio | valor=5405
linha=4045 | nome=Daniela | acao=otimizou o algoritmo | valor=6590
linha=4046 | nome=Joao | acao=analisou os resultados | valor=1726
linha=4047 | nome=Natalia | acao=fez um experimento | valor=8919
linha=4048 | nome=Karen | acao=otimizou o algoritmo | valor=9683
linha=4049 | nome=Carlos | acao=comparou as metricas | valor=5175
linha=4050 | nome=Eduarda | acao=comparou as metricas | valor=4461
linha=4051 | nome=Renata | acao=otimizou o algoritmo | valor=2864
linha=4052 | nome=Eduarda | acao=escreveu o relatorio | valor=3349
linha=4053 | nome=Daniela | acao=executou o benchmark | valor=2943
linha=4054 | nome=Renata | acao=escreveu o relatorio | valor=7263
linha=4055 | nome=Lucas | acao=escreveu o relatorio | valor=7972
linha=4056 | nome=Ana | acao=comparou as metricas | valor=2980
linha=4057 | nome=Gabriela | acao=comparou as metricas | valor=1865
linha=4058 | nome=Karen | acao=executou o benchmark | valor=4955
linha=4059 | nome=Lucas | acao=executou o benchmark | valor=7700
linha=4060 | nome=Paulo | acao=estudou computacao | valor=5165
linha=4061 | nome=Carlos | acao=otimizou o algoritmo | valor=7166
linha=4062 | nome=Igor | acao=executou o benchmark | valor=6545
linha=4063 | nome=Tiago | acao=executou o benchmark | valor=7727
linha=4064 | nome=Igor | acao=comparou as metricas | valor=3871
linha=4065 | nome=Paulo | acao=participou da aula | valor=3485
linha=4066 | nome=Karen | acao=participou da aula | valor=6261
linha=4067 | nome=Sofia | acao=escreveu o relatorio | valor=5324
linha=4068 | nome=Igor | acao=estudou computacao | valor=9701
linha=4069 | nome=Joao | acao=otimizou o algoritmo | valor=5936
linha=4070 | nome=Carlos | acao=comparou as metricas | valor=6287
linha=4071 | nome=Joao | acao=estudou computacao | valor=9892
linha=4072 | nome=Carlos | acao=comparou as metricas | valor=8978
linha=4073 | nome=Daniela | acao=otimizou o algoritmo | valor=3890
linha=4074 | nome=Helena | acao=fez um experimento | valor=2308
linha=4075 | nome=Bruno | acao=estudou computacao | valor=6620
linha=4076 | nome=Tiago | acao=executou o benchmark | valor=3803
linha=4077 | nome=Mariana | acao=otimizou o algoritmo | valor=9132
linha=4078 | nome=Mariana | acao=escreveu o relatorio | valor=2340
linha=4079 | nome=Mariana | acao=estudou computacao | valor=7288
linha=4080 | nome=Helena | acao=otimizou o algoritmo | valor=6384
linha=4081 | nome=Daniela | acao=fez um experimento | valor=1977
linha=4082 | nome=Otavio | acao=executou o benchmark | valor=7544
linha=4083 | nome=Eduarda | acao=escreveu o relatorio | valor=8431
linha=4084 | nome=Carlos | acao=participou da aula | valor=7342
linha=4085 | nome=Mariana | acao=participou da aula | valor=4236
linha=4086 | nome=Daniela | acao=executou o benchmark | valor=8291
linha=4087 | nome=Mariana | acao=escreveu o relatorio | valor=6364
linha=4088 | nome=Tiago | acao=fez um experimento | valor=6999
linha=4089 | nome=Felipe | acao=estudou computacao | valor=6983
linha=4090 | nome=Otavio | acao=executou o benchmark | valor=9024
linha=4091 | nome=Lucas | acao=otimizou o algoritmo | valor=8030
linha=4092 | nome=Gabriela | acao=otimizou o algoritmo | valor=2056
linha=4093 | nome=Natalia | acao=comparou as metricas | valor=7710
linha=4094 | nome=Paulo | acao=otimizou o algoritmo | valor=5013
linha=4095 | nome=Vitor | acao=comparou as metricas | valor=8215
linha=4096 | nome=Tiago | acao=participou da aula | valor=4074
linha=4097 | nome=Lucas | acao=participou da aula | valor=6049
linha=4098 | nome=Sofia | acao=participou da aula | valor=6312
linha=4099 | nome=Renata | acao=comparou as metricas | valor=9706
linha=4100 | nome=Eduarda | acao=participou da aula | valor=3300
linha=4101 | nome=Eduarda | acao=comparou as metricas | valor=6991
linha=4102 | nome=Gabriela | acao=fez um experimento | valor=3678
linha=4103 | nome=Lucas | acao=executou o benchmark | valor=6022
linha=4104 | nome=Igor | acao=participou da aula | valor=7004
linha=4105 | nome=Igor | acao=otimizou o algoritmo | valor=7280
linha=4106 | nome=Eduarda | acao=estudou computacao | valor=3805
linha=4107 | nome=Daniela | acao=escreveu o relatorio | valor=8810
linha=4108 | nome=Ana | acao=executou o benchmark | valor=5344
linha=4109 | nome=Mariana | acao=estudou computacao | valor=5523
linha=4110 | nome=Lucas | acao=fez um experimento | valor=9409
linha=4111 | nome=Felipe | acao=comparou as metricas | valor=6404
linha=4112 | nome=Vitor | acao=executou o benchmark | valor=6360
linha=4113 | nome=Helena | acao=fez um experimento | valor=8579
linha=4114 | nome=Eduarda | acao=escreveu o relatorio | valor=5792
linha=4115 | nome=Mariana | acao=fez um experimento | valor=3808
linha=4116 | nome=Bruno | acao=executou o benchmark | valor=1299
linha=4117 | nome=Joao | acao=participou da aula | valor=9586
linha=4118 | nome=Mariana | acao=participou da aula | valor=7943
linha=4119 | nome=Helena | acao=otimizou o algoritmo | valor=4565
linha=4120 | nome=Gabriela | acao=escreveu o relatorio | valor=3865
linha=4121 | nome=Bruno | acao=comparou as metricas | valor=7800
linha=4122 | nome=Ana | acao=analisou os resultados | valor=2486
linha=4123 | nome=Felipe | acao=estudou computacao | valor=8647
linha=4124 | nome=Otavio | acao=participou da aula | valor=2227
linha=4125 | nome=Tiago | acao=otimizou o algoritmo | valor=2347
linha=4126 | nome=Eduarda | acao=fez um experimento | valor=9883
linha=4127 | nome=Lucas | acao=escreveu o relatorio | valor=7425
linha=4128 | nome=Renata | acao=executou o benchmark | valor=5041
linha=4129 | nome=Tiago | acao=comparou as metricas | valor=7707
linha=4130 | nome=Lucas | acao=escreveu o relatorio | valor=7262
linha=4131 | nome=Karen | acao=estudou computacao | valor=6848
linha=4132 | nome=Helena | acao=otimizou o algoritmo | valor=5046
linha=4133 | nome=Felipe | acao=analisou os resultados | valor=1208
linha=4134 | nome=Renata | acao=estudou computacao | valor=3599
linha=4135 | nome=Carlos | acao=escreveu o relatorio | valor=8055
linha=4136 | nome=Daniela | acao=escreveu o relatorio | valor=8526
linha=4137 | nome=Joao | acao=participou da aula | valor=5315
linha=4138 | nome=Helena | acao=participou da aula | valor=4550
linha=4139 | nome=Eduarda | acao=escreveu o relatorio | valor=5947
linha=4140 | nome=Vitor | acao=estudou computacao | valor=7295
linha=4141 | nome=Natalia | acao=estudou computacao | valor=2891
linha=4142 | nome=Helena | acao=escreveu o relatorio | valor=2503
linha=4143 | nome=Otavio | acao=participou da aula | valor=9991
linha=4144 | nome=Vitor | acao=otimizou o algoritmo | valor=5561
linha=4145 | nome=Daniela | acao=escreveu o relatorio | valor=1167
linha=4146 | nome=Mariana | acao=comparou as metricas | valor=1519
linha=4147 | nome=Paulo | acao=escreveu o relatorio | valor=3219
linha=4148 | nome=Sofia | acao=executou o benchmark | valor=9659
linha=4149 | nome=Sofia | acao=comparou as metricas | valor=2169
linha=4150 | nome=Joao | acao=estudou computacao | valor=1279
linha=4151 | nome=Otavio | acao=participou da aula | valor=6351
linha=4152 | nome=Karen | acao=analisou os resultados | valor=8347
linha=4153 | nome=Renata | acao=comparou as metricas | valor=5626
linha=4154 | nome=Felipe | acao=otimizou o algoritmo | valor=3340
linha=4155 | nome=Igor | acao=escreveu o relatorio | valor=9052
linha=4156 | nome=Karen | acao=otimizou o algoritmo | valor=8921
linha=4157 | nome=Mariana | acao=estudou computacao | valor=3952
linha=4158 | nome=Mariana | acao=executou o benchmark | valor=4289
linha=4159 | nome=Karen | acao=estudou computacao | valor=9394
linha=4160 | nome=Otavio | acao=otimizou o algoritmo | valor=9329
linha=4161 | nome=Ana | acao=analisou os resultados | valor=4222
linha=4162 | nome=Joao | acao=otimizou o algoritmo | valor=4929
linha=4163 | nome=Sofia | acao=otimizou o algoritmo | valor=5964
linha=4164 | nome=Felipe | acao=comparou as metricas | valor=9211
linha=4165 | nome=Daniela | acao=analisou os resultados | valor=5875
linha=4166 | nome=Felipe | acao=analisou os resultados | valor=4956
linha=4167 | nome=Carlos | acao=executou o benchmark | valor=9512
linha=4168 | nome=Daniela | acao=comparou as metricas | valor=2793
linha=4169 | nome=Felipe | acao=comparou as metricas | valor=7995
linha=4170 | nome=Carlos | acao=escreveu o relatorio | valor=1837
linha=4171 | nome=Felipe | acao=escreveu o relatorio | valor=8036
linha=4172 | nome=Felipe | acao=analisou os resultados | valor=2947
linha=4173 | nome=Lucas | acao=otimizou o algoritmo | valor=7923
linha=4174 | nome=Helena | acao=participou da aula | valor=6509
linha=4175 | nome=Bruno | acao=participou da aula | valor=1147
linha=4176 | nome=Felipe | acao=analisou os resultados | valor=9226
linha=4177 | nome=Natalia | acao=escreveu o relatorio | valor=6294
linha=4178 | nome=Felipe | acao=executou o benchmark | valor=1648
linha=4179 | nome=Paulo | acao=otimizou o algoritmo | valor=3502
linha=4180 | nome=Vitor | acao=fez um experimento | valor=1743
linha=4181 | nome=Joao | acao=analisou os resultados | valor=2893
linha=4182 | nome=Eduarda | acao=executou o benchmark | valor=2690
linha=4183 | nome=Paulo | acao=estudou computacao | valor=6606
linha=4184 | nome=Felipe | acao=fez um experimento | valor=5214
linha=4185 | nome=Gabriela | acao=comparou as metricas | valor=5292
linha=4186 | nome=Mariana | acao=executou o benchmark | valor=5636
linha=4187 | nome=Bruno | acao=participou da aula | valor=3606
linha=4188 | nome=Bruno | acao=executou o benchmark | valor=3773
linha=4189 | nome=Paulo | acao=participou da aula | valor=9880
linha=4190 | nome=Bruno | acao=fez um experimento | valor=4833
linha=4191 | nome=Natalia | acao=participou da aula | valor=6094
linha=4192 | nome=Mariana | acao=otimizou o algoritmo | valor=9283
linha=4193 | nome=Helena | acao=participou da aula | valor=7894
linha=4194 | nome=Mariana | acao=executou o benchmark | valor=5182
linha=4195 | nome=Tiago | acao=comparou as metricas | valor=9216
linha=4196 | nome=Sofia | acao=analisou os resultados | valor=3111
linha=4197 | nome=Paulo | acao=analisou os resultados | valor=4611
linha=4198 | nome=Eduarda | acao=comparou as metricas | valor=2803
linha=4199 | nome=Karen | acao=comparou as metricas | valor=2755
linha=4200 | nome=Renata | acao=fez um experimento | valor=5486
linha=4201 | nome=Gabriela | acao=escreveu o relatorio | valor=1906
linha=4202 | nome=Mariana | acao=escreveu o relatorio | valor=6913
linha=4203 | nome=Paulo | acao=analisou os resultados | valor=1578
linha=4204 | nome=Felipe | acao=fez um experimento | valor=9333
linha=4205 | nome=Renata | acao=escreveu o relatorio | valor=8388
linha=4206 | nome=Paulo | acao=fez um experimento | valor=8887
linha=4207 | nome=Karen | acao=participou da aula | valor=9209
linha=4208 | nome=Sofia | acao=estudou computacao | valor=2876
linha=4209 | nome=Lucas | acao=participou da aula | valor=4876
