linha=1 | nome=Lucas | acao=analisou os resultados | valor=5466
linha=3599 | nome=Felipe | acao=otimizou o algoritmo | valor=5271
linha=3600 | nome=Eduarda | acao=executou o benchmark | valor=2995
linha=3601 | nome=Gabriela | acao=fez um experimento | valor=7529
linha=3602 | nome=Joao | acao=otimizou o algoritmo | valor=1745
linha=3603 | nome=Sofia | acao=participou da aula | valor=8008
linha=3604 | nome=Renata | acao=escreveu o relatorio | valor=4512
linha=3605 | nome=Ana | acao=participou da aula | valor=9226
linha=3606 | nome=Gabriela | acao=comparou as metricas | valor=1849
linha=3607 | nome=Paulo | acao=fez um experimento | valor=2698
linha=3608 | nome=Paulo | acao=fez um experimento | valor=4135
linha=3609 | nome=Natalia | acao=escreveu o relatorio | valor=8847
linha=3610 | nome=Otavio | acao=fez um experimento | valor=2556
linha=3611 | nome=Renata | acao=comparou as metricas | valor=5972
linha=3612 | nome=Mariana | acao=executou o benchmark | valor=4757
linha=3613 | nome=Eduarda | acao=escreveu o relatorio | valor=3255
linha=3614 | nome=Karen | acao=otimizou o algoritmo | valor=5589
linha=3615 | nome=Igor | acao=comparou as metricas | valor=1215
linha=3616 | nome=Otavio | acao=estudou computacao | valor=9808
linha=3617 | nome=Daniela | acao=participou da aula | valor=2078
linha=3618 | nome=Ana | acao=fez um experimento | valor=6745
linha=3619 | nome=Joao | acao=analisou os resultados | valor=5822
linha=3620 | nome=Felipe | acao=estudou computacao | valor=9525
linha=3621 | nome=Karen | acao=comparou as metricas | valor=1136
linha=3622 | nome=Carlos | acao=fez um experimento | valor=7776
linha=3623 | nome=Vitor | acao=estudou computacao | valor=7280
linha=3624 | nome=Vitor | acao=executou o benchmark | valor=6085
linha=3625 | nome=Eduarda | acao=otimizou o algoritmo | valor=7234
linha=3626 | nome=Karen | acao=participou da aula | valor=4392
linha=3627 | nome=Bruno | acao=fez um experimento | valor=5769
linha=3628 | nome=Felipe | acao=executou o benchmark | valor=7898
linha=3629 | nome=Eduarda | acao=escreveu o relatorio | valor=3810
linha=3630 | nome=Mariana | acao=participou da aula | valor=7163
linha=3631 | nome=Ana | acao=fez um experimento | valor=9687
linha=3632 | nome=Daniela | acao=comparou as metricas | valor=6490
linha=3633 | nome=Joao | acao=comparou as metricas | valor=4064
linha=3634 | nome=Paulo | acao=comparou as metricas | valor=6572
linha=3635 | nome=Otavio | acao=participou da aula | valor=6769
linha=3636 | nome=Gabriela | acao=escreveu o relatorio | valor=5749
linha=3637 | nome=Carlos | acao=otimizou o algoritmo | valor=7413
linha=3638 | nome=Bruno | acao=comparou as metricas | valor=7658
linha=3639 | nome=Mariana | acao=escreveu o relatorio | valor=7195
linha=3640 | nome=Tiago | acao=comparou as metricas | valor=6529
linha=3641 | nome=Felipe | acao=estudou computacao | valor=1064
linha=3642 | nome=Carlos | acao=executou o benchmark | valor=6330
linha=3643 | nome=Natalia | acao=participou da aula | valor=7605
linha=3644 | nome=Joao | acao=executou o benchmark | valor=2167
linha=3645 | nome=Lucas | acao=analisou os resultados | valor=9640
linha=3646 | nome=Natalia | acao=participou da aula | valor=8250
linha=3647 | nome=Carlos | acao=fez um experimento | valor=6074
linha=3648 | nome=Daniela | acao=otimizou o algoritmo | valor=9793
linha=3649 | nome=Bruno | acao=comparou as metricas | valor=2876
linha=3650 | nome=Daniela | acao=participou da aula | valor=2159
linha=3651 | nome=Otavio | acao=otimizou o algoritmo | valor=4565
linha=3652 | nome=Helena | acao=participou da aula | valor=7978
linha=3653 | nome=Lucas | acao=comparou as metricas | valor=2111
linha=3654 | nome=Eduarda | acao=comparou as metricas | valor=4988
linha=3655 | nome=Carlos | acao=executou o benchmark | valor=6894
linha=3656 | nome=Paulo | acao=participou da aula | valor=8050
linha=3657 | nome=Bruno | acao=executou o benchmark | valor=5936
linha=3658 | nome=Lucas | acao=participou da aula | valor=1893
linha=3659 | nome=Mariana | acao=executou o benchmark | valor=1436
linha=3660 | nome=Gabriela | acao=estudou computacao | valor=4601
linha=3661 | nome=Carlos | acao=fez um experimento | valor=1437
linha=3662 | nome=Otavio | acao=participou da aula | valor=6892
linha=3663 | nome=Daniela | acao=estudou computacao | valor=1940
linha=3664 | nome=Vitor | acao=estudou computacao | valor=7364
linha=3665 | nome=Helena | acao=escreveu o relatorio | valor=3301
linha=3666 | nome=Mariana | acao=otimizou o algoritmo | valor=6871
linha=3667 | nome=Helena | acao=estudou computacao | valor=8836
linha=3668 | nome=Helena | acao=estudou computacao | valor=1050
linha=3669 | nome=Felipe | acao=executou o benchmark | valor=9118
linha=3670 | nome=Daniela | acao=comparou as metricas | valor=7379
linha=3671 | nome=Natalia | acao=executou o benchmark | valor=8157
linha=3672 | nome=Vitor | acao=fez um experimento | valor=9205
linha=3673 | nome=Sofia | acao=otimizou o algoritmo | valor=5748
linha=3674 | nome=Renata | acao=participou da aula | valor=5349
linha=3675 | nome=Vitor | acao=escreveu o relatorio | valor=8689
linha=3676 | nome=Otavio | acao=participou da aula | valor=4778
linha=3677 | nome=Gabriela | acao=escreveu o relatorio | valor=2929
linha=3678 | nome=Ana | acao=escreveu o relatorio | valor=3134
linha=3679 | nome=Felipe | acao=participou da aula | valor=1421
linha=3680 | nome=Ana | acao=fez um experimento | valor=9680
linha=3681 | nome=Gabriela | acao=comparou as metricas | valor=8984
linha=3682 | nome=Bruno | acao=comparou as metricas | valor=4313
linha=3683 | nome=Eduarda | acao=participou da aula | valor=5518
linha=3684 | nome=Lucas | acao=analisou os resultados | valor=8311
linha=3685 | nome=Mariana | acao=escreveu o relatorio | valor=4396
linha=3686 | nome=Lucas | acao=executou o benchmark | valor=4844
linha=3687 | nome=Renata | acao=fez um experimento | valor=4769
linha=3688 | nome=Igor | acao=executou o benchmark | valor=2371
linha=3689 | nome=Otavio | acao=fez um experimento | valor=7000
linha=3690 | nome=Gabriela | acao=participou da aula | valor=7652
linha=3691 | nome=Karen | acao=analisou os resultados | valor=1573
linha=3692 | nome=Helena | acao=fez um experimento | valor=6082
linha=3693 | nome=Gabriela | acao=comparou as metricas | valor=6373
linha=3694 | nome=Natalia | acao=otimizou o algoritmo | valor=7309
linha=3695 | nome=Natalia | acao=fez um experimento | valor=6480
linha=3696 | nome=Felipe | acao=comparou as metricas | valor=1150
linha=3697 | nome=Gabriela | acao=executou o benchmark | valor=1598
linha=3698 | nome=Mariana | acao=comparou as metricas | valor=8042
linha=3699 | nome=Natalia | acao=participou da aula | valor=3429
linha=3700 | nome=Mariana | acao=estudou computacao | valor=9808
linha=3701 | nome=Karen | acao=participou da aula | valor=4530
linha=3702 | nome=Bruno | acao=participou da aula | valor=9695
linha=3703 | nome=Daniela | acao=otimizou o algoritmo | valor=9637
linha=3704 | nome=Eduarda | acao=participou da aula | valor=9209
linha=3705 | nome=Lucas | acao=escreveu o relatorio | valor=9447
linha=3706 | nome=Otavio | acao=participou da aula | valor=1238
linha=3707 | nome=Carlos | acao=escreveu o relatorio | valor=1250
linha=3708 | nome=Daniela | acao=fez um experimento | valor=4887
linha=3709 | nome=Vitor | acao=fez um experimento | valor=3056
linha=3710 | nome=Felipe | acao=escreveu o relatorio | valor=3499
linha=3711 | nome=Tiago | acao=analisou os resultados | valor=9091
linha=3712 | nome=Natalia | acao=comparou as metricas | valor=1382
linha=3713 | nome=Vitor | acao=fez um experimento | valor=5290
linha=3714 | nome=Sofia | acao=fez um experimento | valor=9668
linha=3715 | nome=Mariana | acao=escreveu o relatorio | valor=9095
linha=3716 | nome=Vitor | acao=analisou os resultados | valor=8491
linha=3717 | nome=Mariana | acao=estudou computacao | valor=1853
linha=3718 | nome=Vitor | acao=otimizou o algoritmo | valor=1820
linha=3719 | nome=Paulo | acao=escreveu o relatorio | valor=2278
linha=3720 | nome=Tiago | acao=participou da aula | valor=8923
linha=3721 | nome=Natalia | acao=escreveu o relatorio | valor=5085
linha=3722 | nome=Bruno | acao=participou da aula | valor=3213
linha=3723 | nome=Otavio | acao=escreveu o relatorio | valor=8172
linha=3724 | nome=Gabriela | acao=escreveu o relatorio | valor=5408
linha=3725 | nome=Daniela | acao=analisou os resultados | valor=3930
linha=3726 | nome=Bruno | acao=analisou os resultados | valor=8135
linha=3727 | nome=Helena | acao=comparou as metricas | valor=9683
linha=3728 | nome=Gabriela | acao=otimizou o algoritmo | valor=7616
linha=3729 | nome=Mariana | acao=executou o benchmark | valor=1203
linha=3730 | nome=Mariana | acao=estudou computacao | valor=7418
linha=3731 | nome=Vitor | acao=participou da aula | valor=9014
linha=3732 | nome=Helena | acao=estudou computacao | valor=4358
linha=3733 | nome=Eduarda | acao=comparou as metricas | valor=5941
linha=3734 | nome=Tiago | acao=escreveu o relatorio | valor=1027
linha=3735 | nome=Mariana | acao=analisou os resultados | valor=2264
linha=3736 | nome=Ana | acao=executou o benchmark | valor=2062
linha=3737 | nome=Otavio | acao=analisou os resultados | valor=8108
linha=3738 | nome=Carlos | acao=participou da aula | valor=7866
linha=3739 | nome=Eduarda | acao=escreveu o relatorio | valor=3827
linha=3740 | nome=Karen | acao=analisou os resultados | valor=9918
linha=3741 | nome=Vitor | acao=escreveu o relatorio | valor=4551
linha=3742 | nome=Renata | acao=estudou computacao | valor=8958
linha=3743 | nome=Karen | acao=analisou os resultados | valor=1607
linha=3744 | nome=Sofia | acao=estudou computacao | valor=1376
linha=3745 | nome=Eduarda | acao=analisou os resultados | valor=3279
linha=3746 | nome=Paulo | acao=participou da aula | valor=1843
linha=3747 | nome=Igor | acao=analisou os resultados | valor=9465
linha=3748 | nome=Natalia | acao=otimizou o algoritmo | valor=6571
linha=3749 | nome=Daniela | acao=escreveu o relatorio | valor=4140
linha=3750 | nome=Daniela | acao=participou da aula | valor=5397
linha=3751 | nome=Gabriela | acao=fez um experimento | valor=8219
linha=3752 | nome=Joao | acao=otimizou o algoritmo | valor=9747
linha=3753 | nome=Paulo | acao=participou da aula | valor=6676
linha=3754 | nome=Ana | acao=fez um experimento | valor=5687
linha=3755 | nome=Felipe | acao=analisou os resultados | valor=3703
linha=3756 | nome=Igor | acao=fez um experimento | valor=1693
linha=3757 | nome=Sofia | acao=escreveu o relatorio | valor=7518
linha=3758 | nome=Igor | acao=executou o benchmark | valor=6017
linha=3759 | nome=Bruno | acao=otimizou o algoritmo | valor=8857
linha=3760 | nome=Igor | acao=executou o benchmark | valor=3836
linha=3761 | nome=Tiago | acao=comparou as metricas | valor=3546
linha=3762 | nome=Lucas | acao=otimizou o algoritmo | valor=6484
linha=3763 | nome=Paulo | acao=fez um experimento | valor=1057
linha=3764 | nome=Helena | acao=otimizou o algoritmo | valor=3325
linha=3765 | nome=Carlos | acao=analisou os resultados | valor=3097
linha=3766 | nome=Karen | acao=comparou as metricas | valor=1809
linha=3767 | nome=Karen | acao=estudou computacao | valor=3436
linha=3768 | nome=Ana | acao=escreveu o relatorio | valor=6069
linha=3769 | nome=Carlos | acao=comparou as metricas | valor=2868
linha=3770 | nome=Tiago | acao=estudou computacao | valor=5569
linha=3771 | nome=Lucas | acao=estudou computacao | valor=1518
linha=3772 | nome=Lucas | acao=analisou os resultados | valor=5923
linha=3773 | nome=Paulo | acao=escreveu o relatorio | valor=9611
linha=3774 | nome=Renata | acao=escreveu o relatorio | valor=2358
linha=3775 | nome=Daniela | acao=estudou computacao | valor=4958
linha=3776 | nome=Daniela | acao=estudou computacao | valor=5352
linha=3777 | nome=Vitor | acao=escreveu o relatorio | valor=2341
linha=3778 | nome=Tiago | acao=participou da aula | valor=6600
linha=3779 | nome=Karen | acao=comparou as metricas | valor=4534
linha=3780 | nome=Igor | acao=otimizou o algoritmo | valor=6324
linha=3781 | nome=Sofia | acao=escreveu o relatorio | valor=3030
linha=3782 | nome=Eduarda | acao=analisou os resultados | valor=1746
linha=3783 | nome=Felipe | acao=fez um experimento | valor=5357
linha=3784 | nome=Eduarda | acao=participou da aula | valor=4467
linha=3785 | nome=Renata | acao=otimizou o algoritmo | valor=1769
linha=3786 | nome=Felipe | acao=comparou as metricas | valor=5587
linha=3787 | nome=Paulo | acao=comparou as metricas | valor=8451
linha=3788 | nome=Tiago | acao=comparou as metricas | valor=7117
linha=3789 | nome=Eduarda | acao=estudou computacao | valor=1460
linha=3790 | nome=Paulo | acao=estudou computacao | valor=2970
linha=3791 | nome=Joao | acao=escreveu o relatorio | valor=9855
linha=3792 | nome=Paulo | acao=escreveu o relatorio | valor=2932
linha=3793 | nome=Vitor | acao=otimizou o algoritmo | valor=7754
linha=3794 | nome=Otavio | acao=otimizou o algoritmo | valor=1889
linha=3795 | nome=Sofia | acao=executou o benchmark | valor=6376
linha=3796 | nome=Otavio | acao=participou da aula | valor=3271
linha=3797 | nome=Daniela | acao=otimizou o algoritmo | valor=6585
linha=3798 | nome=Sofia | acao=escreveu o relatorio | valor=8882
linha=3799 | nome=Karen | acao=participou da aula | valor=3006
linha=3800 | nome=Paulo | acao=comparou as metricas | valor=9916
linha=3801 | nome=Joao | acao=otimizou o algoritmo | valor=7032
linha=3802 | nome=Tiago | acao=participou da aula | valor=2440
linha=3803 | nome=Tiago | acao=executou o benchmark | valor=5492
linha=3804 | nome=Renata | acao=otimizou o algoritmo | valor=8731
linha=3805 | nome=Carlos | acao=fez um experimento | valor=4364
linha=3806 | nome=Helena | acao=comparou as metricas | valor=3933
linha=3807 | nome=Eduarda | acao=otimizou o algoritmo | valor=7821
linha=3808 | nome=Daniela | acao=fez um experimento | valor=4277
linha=3809 | nome=Gabriela | acao=otimizou o algoritmo | valor=1383
linha=3810 | nome=Karen | acao=participou da aula | valor=6914
linha=3811 | nome=Bruno | acao=comparou as metricas | valor=5711
linha=3812 | nome=Renata | acao=comparou as metricas | valor=7068
linha=3813 | nome=Lucas | acao=executou o benchmark | valor=6229
linha=3814 | nome=Tiago | acao=executou o benchmark | valor=3484
linha=3815 | nome=Karen | acao=estudou computacao | valor=9816
linha=3816 | nome=Igor | acao=escreveu o relatorio | valor=6365
linha=3817 | nome=Carlos | acao=analisou os resultados | valor=4501
linha=3818 | nome=Joao | acao=estudou computacao | valor=8929
linha=3819 | nome=Renata | acao=otimizou o algoritmo | valor=3171
linha=3820 | nome=Renata | acao=otimizou o algoritmo | valor=1393
linha=3821 | nome=Joao | acao=analisou os resultados | valor=2816
linha=3822 | nome=Mariana | acao=executou o benchmark | valor=4367
linha=3823 | nome=Ana | acao=escreveu o relatorio | valor=3832
linha=3824 | nome=Tiago | acao=executou o benchmark | valor=8642
linha=3825 | nome=Lucas | acao=otimizou o algoritmo | valor=9352
linha=3826 | nome=Gabriela | acao=escreveu o relatorio | valor=5251
linha=3827 | nome=Otavio | acao=estudou computacao | valor=8968
linha=3828 | nome=Renata | acao=escreveu o relatorio | valor=5575
linha=3829 | nome=Gabriela | acao=fez um experimento | valor=8569
linha=3830 | nome=Tiago | acao=estudou computacao | valor=8397
linha=3831 | nome=Renata | acao=fez um experimento | valor=3222
linha=3832 | nome=Helena | acao=analisou os resultados | valor=5256
linha=3833 | nome=Lucas | acao=estudou computacao | valor=2608
linha=3834 | nome=Lucas | acao=estudou computacao | valor=8370
linha=3835 | nome=Mariana | acao=comparou as metricas | valor=1956
linha=3836 | nome=Lucas | acao=otimizou o algoritmo | valor=8910
linha=3837 | nome=Igor | acao=otimizou o algoritmo | valor=5322
linha=3838 | nome=Joao | acao=estudou computacao | valor=1324
linha=3839 | nome=Joao | acao=analisou os resultados | valor=2784
linha=3840 | nome=Sofia | acao=fez um experimento | valor=2354
linha=3841 | nome=Karen | acao=estudou computacao | valor=6320
linha=3842 | nome=Tiago | acao=analisou os resultados | valor=7193
linha=3843 | nome=Karen | acao=comparou as metricas | valor=1567
linha=3844 | nome=Paulo | acao=otimizou o algoritmo | valor=9503
linha=3845 | nome=Felipe | acao=estudou computacao | valor=3717
linha=3846 | nome=Tiago | acao=participou da aula | valor=3222
linha=3847 | nome=Bruno | acao=participou da aula | valor=4429
linha=3848 | nome=Paulo | acao=otimizou o algoritmo | valor=1317
linha=3849 | nome=Sofia | acao=estudou computacao | valor=6002
linha=3850 | nome=Mariana | acao=executou o benchmark | valor=2166
linha=3851 | nome=Carlos | acao=executou o benchmark | valor=1858
linha=3852 | nome=Felipe | acao=fez um experimento | valor=8583
linha=3853 | nome=Ana | acao=executou o benchmark | valor=7718
linha=3854 | nome=Vitor | acao=escreveu o relatorio | valor=7172
linha=3855 | nome=Carlos | acao=otimizou o algoritmo | valor=7183
linha=3856 | nome=Paulo | acao=analisou os resultados | valor=6594
linha=3857 | nome=Renata | acao=fez um experimento | valor=1074
linha=3858 | nome=Tiago | acao=comparou as metricas | valor=5955
linha=3859 | nome=Natalia | acao=analisou os resultados | valor=2862
linha=3860 | nome=Mariana | acao=escreveu o relatorio | valor=6986
linha=3861 | nome=Bruno | acao=executou o benchmark | valor=5993
linha=3862 | nome=Eduarda | acao=executou o benchmark | valor=9943
linha=3863 | nome=Felipe | acao=fez um experimento | valor=3192
linha=3864 | nome=Joao | acao=otimizou o algoritmo | valor=1571
linha=3865 | nome=Igor | acao=comparou as metricas | valor=6677
linha=3866 | nome=Felipe | acao=analisou os resultados | valor=4137
linha=3867 | nome=Ana | acao=estudou computacao | valor=2065
linha=3868 | nome=Ana | acao=estudou computacao | valor=9928
linha=3869 | nome=Karen | acao=escreveu o relatorio | valor=4597
linha=3870 | nome=Bruno | acao=escreveu o relatorio | valor=7436
linha=3871 | nome=Vitor | acao=fez um experimento | valor=7991
linha=3872 | nome=Gabriela | acao=fez um experimento | valor=9427
linha=3873 | nome=Paulo | acao=participou da aula | valor=5155
linha=3874 | nome=Karen | acao=comparou as metricas | valor=2950
linha=3875 | nome=Gabriela | acao=executou o benchmark | valor=2448
linha=3876 | nome=Ana | acao=estudou computacao | valor=8922
linha=3877 | nome=Mariana | acao=analisou os resultados | valor=5859
linha=3878 | nome=Felipe | acao=fez um experimento | valor=6541
linha=3879 | nome=Eduarda | acao=analisou os resultados | valor=7370
linha=3880 | nome=Sofia | acao=estudou computacao | valor=7889
linha=3881 | nome=Felipe | acao=estudou computacao | valor=8951
linha=3882 | nome=Tiago | acao=participou da aula | valor=4048
linha=3883 | nome=Gabriela | acao=analisou os resultados | valor=5108
linha=3884 | nome=Igor | acao=comparou as metricas | valor=9114
linha=3885 | nome=Renata | acao=participou da aula | valor=5613
linha=3886 | nome=Karen | acao=fez um experimento | valor=8798
linha=3887 | nome=Felipe | acao=executou o benchmark | valor=8754
linha=3888 | nome=Felipe | acao=otimizou o algoritmo | valor=9989
linha=3889 | nome=Paulo | acao=otimizou o algoritmo | valor=5923
linha=3890 | nome=Gabriela | acao=otimizou o algoritmo | valor=7567
linha=3891 | nome=Paulo | acao=otimizou o algoritmo | valor=8479
linha=3892 | nome=Daniela | acao=comparou as metricas | valor=8853
linha=3893 | nome=Ana | acao=participou da aula | valor=1842
linha=3894 | nome=Vitor | acao=escreveu o relatorio | valor=7245
linha=3895 | nome=Vitor | acao=fez um experimento | valor=3572
linha=3896 | nome=Felipe | acao=escreveu o relatorio | valor=7570
linha=3897 | nome=Helena | acao=analisou os resultados | valor=5390
linha=3898 | nome=Eduarda | acao=escreveu o relatorio | valor=5967
linha=3899 | nome=Renata | acao=executou o benchmark | valor=6862
linha=3900 | nome=Joao | acao=comparou as metricas | valor=6572
linha=3901 | nome=Natalia | acao=otimizou o algoritmo | valor=1750
linha=3902 | nome=Mariana | acao=comparou as metricas | valor=1657
linha=3903 | nome=Bruno | acao=comparou as metricas | valor=1812
linha=3904 | nome=Karen | acao=executou o benchmark | valor=8650
linha=3905 | nome=Natalia | acao=otimizou o algoritmo | valor=6007
linha=3906 | nome=Mariana | acao=executou o benchmark | valor=4667
linha=3907 | nome=Mariana | acao=otimizou o algoritmo | valor=3134
linha=3908 | nome=Sofia | acao=comparou as metricas | valor=3846
linha=3909 | nome=Igor | acao=comparou as metricas | valor=9284
linha=3910 | nome=Igor | acao=comparou as metricas | valor=4980
linha=3911 | nome=Ana | acao=otimizou o algoritmo | valor=1090
linha=3912 | nome=Mariana | acao=participou da aula | valor=3252
linha=3913 | nome=Mariana | acao=participou da aula | valor=1388
linha=3914 | nome=Daniela | acao=estudou computacao | valor=7224
linha=3915 | nome=Felipe | acao=comparou as metricas | valor=1997
linha=3916 | nome=Ana | acao=estudou computacao | valor=6385
linha=3917 | nome=Joao | acao=comparou as metricas | valor=8789
linha=3918 | nome=Karen | acao=analisou os resultados | valor=4204
linha=3919 | nome=Felipe | acao=estudou computacao | valor=7215
linha=3920 | nome=Karen | acao=otimizou o algoritmo | valor=6889
linha=3921 | nome=Daniela | acao=analisou os resultados | valor=6613
linha=3922 | nome=Otavio | acao=escreveu o relatorio | valor=5717
linha=3923 | nome=Renata | acao=otimizou o algoritmo | valor=8022
linha=3924 | nome=Otavio | acao=otimizou o algoritmo | valor=3390
linha=3925 | nome=Natalia | acao=participou da aula | valor=1175
linha=3926 | nome=Eduarda | acao=participou da aula | valor=9154
linha=3927 | nome=Renata | acao=analisou os resultados | valor=2192
linha=3928 | nome=Natalia | acao=escreveu o relatorio | valor=3417
linha=3929 | nome=Vitor | acao=escreveu o relatorio | valor=7250
linha=3930 | nome=Sofia | acao=escreveu o relatorio | valor=7235
linha=3931 | nome=Tiago | acao=participou da aula | valor=3947
linha=3932 | nome=Gabriela | acao=fez um experimento | valor=7122
linha=3933 | nome=Helena | acao=participou da aula | valor=8601
linha=3934 | nome=Joao | acao=executou o benchmark | valor=9680
linha=3935 | nome=Gabriela | acao=participou da aula | valor=1102
linha=3936 | nome=Bruno | acao=participou da aula | valor=9542
linha=3937 | nome=Vitor | acao=escreveu o relatorio | valor=1842
linha=3938 | nome=Gabriela | acao=analisou os resultados | valor=7398
linha=3939 | nome=Tiago | acao=fez um experimento | valor=9098
linha=3940 | nome=Ana | acao=executou o benchmark | valor=5194
linha=3941 | nome=Sofia | acao=comparou as metricas | valor=9901
linha=3942 | nome=Carlos | acao=estudou computacao | valor=7525
linha=3943 | nome=Helena | acao=participou da aula | valor=2501
linha=3944 | nome=Joao | acao=otimizou o algoritmo | valor=5276
linha=3945 | nome=Carlos | acao=fez um experimento | valor=4147
linha=3946 | nome=Joao | acao=otimizou o algoritmo | valor=5998
linha=3947 | nome=Carlos | acao=executou o benchmark | valor=9924
linha=3948 | nome=Natalia | acao=analisou os resultados | valor=7321
linha=3949 | nome=Natalia | acao=participou da aula | valor=3425
linha=3950 | nome=Sofia | acao=estudou computacao | valor=1792
linha=3951 | nome=Daniela | acao=executou o benchmark | valor=7634
linha=3952 | nome=Daniela | acao=estudou computacao | valor=9386
linha=3953 | nome=Joao | acao=analisou os resultados | valor=1535
linha=3954 | nome=Joao | acao=otimizou o algoritmo | valor=7106
linha=3955 | nome=Eduarda | acao=participou da aula | valor=6608
linha=3956 | nome=Mariana | acao=participou da aula | valor=5374
linha=3957 | nome=Joao | acao=estudou computacao | valor=4751
linha=3958 | nome=Joao | acao=analisou os resultados | valor=4160
linha=3959 | nome=Helena | acao=comparou as metricas | valor=5120
linha=3960 | nome=Bruno | acao=fez um experimento | valor=2505
linha=3961 | nome=Ana | acao=escreveu o relatorio | valor=8086
linha=3962 | nome=Vitor | acao=comparou as metricas | valor=1575
linha=3963 | nome=Carlos | acao=comparou as metricas | valor=3425
linha=3964 | nome=Mariana | acao=otimizou o algoritmo | valor=1636
linha=3965 | nome=Helena | acao=otimizou o algoritmo | valor=8409
linha=3966 | nome=Sofia | acao=fez um experimento | valor=7918
linha=3967 | nome=Vitor | acao=participou da aula | valor=7257
linha=3968 | nome=Daniela | acao=analisou os resultados | valor=3001
linha=3969 | nome=Eduarda | acao=comparou as metricas | valor=1990
linha=3970 | nome=Paulo | acao=escreveu o relatorio | valor=5001
linha=3971 | nome=Mariana | acao=escreveu o relatorio | valor=1206
linha=3972 | nome=Eduarda | acao=comparou as metricas | valor=9047
linha=3973 | nome=Lucas | acao=fez um experimento | valor=9747
linha=3974 | nome=Vitor | acao=participou da aula | valor=2998
linha=3975 | nome=Vitor | acao=analisou os resultados | valor=2591
linha=3976 | nome=Ana | acao=executou o benchmark | valor=2812
linha=3977 | nome=Natalia | acao=executou o benchmark | valor=1052
linha=3978 | nome=Eduarda | acao=executou o benchmark | valor=5962
linha=3979 | nome=Otavio | acao=otimizou o algoritmo | valor=9686
linha=3980 | nome=Joao | acao=participou da aula | valor=5696
linha=3981 | nome=Igor | acao=comparou as metricas | valor=1974
linha=3982 | nome=Karen | acao=estudou computacao | valor=2328
linha=3983 | nome=Joao | acao=escreveu o relatorio | valor=4961
linha=3984 | nome=Mariana | acao=participou da aula | valor=9497
linha=3985 | nome=Eduarda | acao=analisou os resultados | valor=8490
linha=3986 | nome=Mariana | acao=fez um experimento | valor=9395
linha=3987 | nome=Carlos | acao=otimizou o algoritmo | valor=3784
linha=3988 | nome=Gabriela | acao=comparou as metricas | valor=5083
linha=3989 | nome=Carlos | acao=otimizou o algoritmo | valor=6166
linha=3990 | nome=Tiago | acao=comparou as metricas | valor=6518
linha=3991 | nome=Carlos | acao=escreveu o relatorio | valor=1075
linha=3992 | nome=Otavio | acao=estudou computacao | valor=7660
linha=3993 | nome=Eduarda | acao=executou o benchmark | valor=2996
linha=3994 | nome=Helena | acao=executou o benchmark | valor=7551
linha=3995 | nome=Felipe | acao=escreveu o relatorio | valor=1875
linha=3996 | nome=Karen | acao=executou o benchmark | valor=3102
linha=3997 | nome=Tiago | acao=estudou computacao | valor=5235
linha=3998 | nome=Mariana | acao=fez um experimento | valor=5088
linha=3999 | nome=Helena | acao=participou da aula | valor=2592
linha=4000 | nome=Helena | acao=analisou os resultados | valor=6377
linha=4001 | nome=Paulo | acao=comparou as metricas | valor=7690
linha=4002 | nome=Bruno | acao=otimizou o algoritmo | valor=7402
linha=4003 | nome=Mariana | acao=executou o benchmark | valor=8040
linha=4004 | nome=Mariana | acao=fez um experimento | valor=8666
linha=4005 | nome=Lucas | acao=executou o benchmark | valor=7577
linha=4006 | nome=Mariana | acao=fez um experimento | valor=5933
linha=4007 | nome=Mariana | acao=comparou as metricas | valor=1900
linha=4008 | nome=Bruno | acao=estudou computacao | valor=9881
linha=4009 | nome=Eduarda | acao=estudou computacao | valor=1044
linha=4010 | nome=Gabriela | acao=comparou as metricas | valor=4501
linha=4011 | nome=Gabriela | acao=fez um experimento | valor=8846
linha=4012 | nome=Lucas | acao=otimizou o algoritmo | valor=4620
linha=4013 | nome=Eduarda | acao=participou da aula | valor=5260
linha=4014 | nome=Tiago | acao=comparou as metricas | valor=1138
linha=4015 | nome=Eduarda | acao=comparou as metricas | valor=1458
linha=4016 | nome=Felipe | acao=escreveu o relatorio | valor=8016
linha=4017 | nome=Bruno | acao=executou o benchmark | valor=1775
linha=4018 | nome=Paulo | acao=comparou as metricas | valor=6597
linha=4019 | nome=Otavio | acao=escreveu o relatorio | valor=6106
linha=4020 | nome=Gabriela | acao=escreveu o relatorio | valor=3092
linha=4021 | nome=Igor | acao=executou o benchmark | valor=2867
linha=4022 | nome=Renata | acao=participou da aula | valor=1477
linha=4023 | nome=Joao | acao=otimizou o algoritmo | valor=4525
linha=4024 | nome=Daniela | acao=fez um experimento | valor=8549
linha=4025 | nome=Carlos | acao=estudou computacao | valor=4228
linha=4026 | nome=Eduarda | acao=executou o benchmark | valor=3842
linha=4027 | nome=Bruno | acao=participou da aula | valor=1543
linha=4028 | nome=Joao | acao=escreveu o relatorio | valor=6812
linha=4029 | nome=Igor | acao=analisou os resultados | valor=9999
linha=4030 | nome=Ana | acao=escreveu o relatorio | valor=9870
linha=4031 | nome=Eduarda | acao=estudou computacao | valor=2391
linha=4032 | nome=Tiago | acao=escreveu o relatorio | valor=6118
linha=4033 | nome=Gabriela | acao=escreveu o relatorio | valor=8445
linha=4034 | nome=Daniela | acao=comparou as metricas | valor=9674
