linha=1 | nome=Joao | acao=escreveu o relatorio | valor=3891
linha=4123 | nome=Paulo | acao=participou da aula | valor=1331
linha=4124 | nome=Renata | acao=comparou as metricas | valor=2382
linha=4125 | nome=Felipe | acao=participou da aula | valor=2036
linha=4126 | nome=Bruno | acao=executou o benchmark | valor=8328
linha=4127 | nome=Bruno | acao=participou da aula | valor=6922
linha=4128 | nome=Mariana | acao=otimizou o algoritmo | valor=4246
linha=4129 | nome=Karen | acao=fez um experimento | valor=6856
linha=4130 | nome=Igor | acao=analisou os resultados | valor=3514
linha=4131 | nome=Eduarda | acao=comparou as metricas | valor=1521
linha=4132 | nome=Sofia | acao=participou da aula | valor=1193
linha=4133 | nome=Tiago | acao=participou da aula | valor=2034
linha=4134 | nome=Sofia | acao=fez um experimento | valor=7226
linha=4135 | nome=Mariana | acao=fez um experimento | valor=4826
linha=4136 | nome=Eduarda | acao=escreveu o relatorio | valor=2423
linha=4137 | nome=Ana | acao=fez um experimento | valor=2073
linha=4138 | nome=Daniela | acao=otimizou o algoritmo | valor=3934
linha=4139 | nome=Helena | acao=fez um experimento | valor=5908
linha=4140 | nome=Daniela | acao=escreveu o relatorio | valor=6433
linha=4141 | nome=Lucas | acao=otimizou o algoritmo | valor=3288
linha=4142 | nome=Vitor | acao=estudou computacao | valor=9194
linha=4143 | nome=Carlos | acao=fez um experimento | valor=7368
linha=4144 | nome=Otavio | acao=comparou as metricas | valor=1413
linha=4145 | nome=Eduarda | acao=comparou as metricas | valor=7300
linha=4146 | nome=Vitor | acao=estudou computacao | valor=3612
linha=4147 | nome=Felipe | acao=executou o benchmark | valor=8906
linha=4148 | nome=Joao | acao=executou o benchmark | valor=6288
linha=4149 | nome=Gabriela | acao=analisou os resultados | valor=7882
linha=4150 | nome=Igor | acao=analisou os resultados | valor=3577
linha=4151 | nome=Otavio | acao=comparou as metricas | valor=2047
linha=4152 | nome=Helena | acao=participou da aula | valor=4040
linha=4153 | nome=Felipe | acao=participou da aula | valor=3809
linha=4154 | nome=Carlos | acao=otimizou o algoritmo | valor=8676
linha=4155 | nome=Lucas | acao=comparou as metricas | valor=2842
linha=4156 | nome=Sofia | acao=analisou os resultados | valor=3705
linha=4157 | nome=Gabriela | acao=participou da aula | valor=7087
linha=4158 | nome=Carlos | acao=executou o benchmark | valor=7814
linha=4159 | nome=Otavio | acao=comparou as metricas | valor=8240
linha=4160 | nome=Helena | acao=executou o benchmark | valor=1738
linha=4161 | nome=Vitor | acao=comparou as metricas | valor=1056
linha=4162 | nome=Helena | acao=escreveu o relatorio | valor=4870
linha=4163 | nome=Ana | acao=estudou computacao | valor=4107
linha=4164 | nome=Otavio | acao=participou da aula | valor=4450
linha=4165 | nome=Renata | acao=participou da aula | valor=8090
linha=4166 | nome=Gabriela | acao=participou da aula | valor=4310
linha=4167 | nome=Ana | acao=estudou computacao | valor=5851
linha=4168 | nome=Otavio | acao=fez um experimento | valor=7292
linha=4169 | nome=Eduarda | acao=analisou os resultados | valor=2253
linha=4170 | nome=Carlos | acao=escreveu o relatorio | valor=4031
linha=4171 | nome=Ana | acao=escreveu o relatorio | valor=3582
linha=4172 | nome=Tiago | acao=estudou computacao | valor=4900
linha=4173 | nome=Vitor | acao=analisou os resultados | valor=6974
linha=4174 | nome=Joao | acao=comparou as metricas | valor=8962
linha=4175 | nome=Renata | acao=otimizou o algoritmo | valor=7520
linha=4176 | nome=Tiago | acao=executou o benchmark | valor=5973
linha=4177 | nome=Joao | acao=executou o benchmark | valor=8755
linha=4178 | nome=Renata | acao=participou da aula | valor=7796
linha=4179 | nome=Igor | acao=analisou os resultados | valor=4607
linha=4180 | nome=Natalia | acao=otimizou o algoritmo | valor=9552
linha=4181 | nome=Eduarda | acao=estudou computacao | valor=3802
linha=4182 | nome=Helena | acao=analisou os resultados | valor=3789
linha=4183 | nome=Eduarda | acao=participou da aula | valor=9926
linha=4184 | nome=Renata | acao=otimizou o algoritmo | valor=5755
linha=4185 | nome=Renata | acao=analisou os resultados | valor=5491
linha=4186 | nome=Mariana | acao=estudou computacao | valor=1307
linha=4187 | nome=Vitor | acao=fez um experimento | valor=3062
linha=4188 | nome=Mariana | acao=analisou os resultados | valor=6815
linha=4189 | nome=Lucas | acao=escreveu o relatorio | valor=8732
linha=4190 | nome=Bruno | acao=analisou os resultados | valor=5778
linha=4191 | nome=Igor | acao=executou o benchmark | valor=9219
linha=4192 | nome=Felipe | acao=participou da aula | valor=6186
linha=4193 | nome=Gabriela | acao=participou da aula | valor=5553
linha=4194 | nome=Felipe | acao=analisou os resultados | valor=1592
linha=4195 | nome=Natalia | acao=participou da aula | valor=1707
linha=4196 | nome=Otavio | acao=executou o benchmark | valor=6792
linha=4197 | nome=Sofia | acao=fez um experimento | valor=5551
linha=4198 | nome=Paulo | acao=escreveu o relatorio | valor=5783
linha=4199 | nome=Renata | acao=participou da aula | valor=8872
linha=4200 | nome=Mariana | acao=executou o benchmark | valor=8910
linha=4201 | nome=Helena | acao=analisou os resultados | valor=8883
linha=4202 | nome=Sofia | acao=otimizou o algoritmo | valor=2414
linha=4203 | nome=Vitor | acao=fez um experimento | valor=4715
linha=4204 | nome=Gabriela | acao=otimizou o algoritmo | valor=9075
linha=4205 | nome=Daniela | acao=participou da aula | valor=9224
linha=4206 | nome=Eduarda | acao=fez um experimento | valor=9275
linha=4207 | nome=Paulo | acao=executou o benchmark | valor=6446
linha=4208 | nome=Helena | acao=analisou os resultados | valor=6589
linha=4209 | nome=Karen | acao=fez um experimento | valor=8806
linha=4210 | nome=Natalia | acao=executou o benchmark | valor=7062
linha=4211 | nome=Renata | acao=fez um experimento | valor=7173
linha=4212 | nome=Lucas | acao=otimizou o algoritmo | valor=7030
linha=4213 | nome=Bruno | acao=executou o benchmark | valor=3413
linha=4214 | nome=Otavio | acao=participou da aula | valor=9907
linha=4215 | nome=Tiago | acao=fez um experimento | valor=6555
linha=4216 | nome=Felipe | acao=fez um experimento | valor=8372
linha=4217 | nome=Felipe | acao=fez um experimento | valor=4537
linha=4218 | nome=Sofia | acao=fez um experimento | valor=1970
linha=4219 | nome=Joao | acao=escreveu o relatorio | valor=2058
linha=4220 | nome=Carlos | acao=fez um experimento | valor=3468
linha=4221 | nome=Karen | acao=comparou as metricas | valor=1766
linha=4222 | nome=Mariana | acao=escreveu o relatorio | valor=6701
linha=4223 | nome=Ana | acao=comparou as metricas | valor=7715
linha=4224 | nome=Sofia | acao=fez um experimento | valor=7161
linha=4225 | nome=Helena | acao=executou o benchmark | valor=9107
linha=4226 | nome=Eduarda | acao=analisou os resultados | valor=3004
linha=4227 | nome=Vitor | acao=escreveu o relatorio | valor=1132
linha=4228 | nome=Carlos | acao=otimizou o algoritmo | valor=8383
linha=4229 | nome=Mariana | acao=estudou computacao | valor=7939
linha=4230 | nome=Eduarda | acao=estudou computacao | valor=4227
linha=4231 | nome=Gabriela | acao=estudou computacao | valor=7874
linha=4232 | nome=Karen | acao=analisou os resultados | valor=9789
linha=4233 | nome=Ana | acao=estudou computacao | valor=6518
linha=4234 | nome=Vitor | acao=comparou as metricas | valor=2375
linha=4235 | nome=Otavio | acao=participou da aula | valor=8607
linha=4236 | nome=Bruno | acao=estudou computacao | valor=8652
linha=4237 | nome=Joao | acao=analisou os resultados | valor=6894
linha=4238 | nome=Mariana | acao=estudou computacao | valor=5814
linha=4239 | nome=Otavio | acao=fez um experimento | valor=7189
linha=4240 | nome=Renata | acao=comparou as metricas | valor=4279
linha=4241 | nome=Renata | acao=fez um experimento | valor=9838
linha=4242 | nome=Lucas | acao=fez um experimento | valor=4279
linha=4243 | nome=Lucas | acao=executou o benchmark | valor=6060
linha=4244 | nome=Sofia | acao=otimizou o algoritmo | valor=1397
linha=4245 | nome=Lucas | acao=estudou computacao | valor=5899
linha=4246 | nome=Karen | acao=otimizou o algoritmo | valor=4964
linha=4247 | nome=Joao | acao=participou da aula | valor=8273
linha=4248 | nome=Felipe | acao=otimizou o algoritmo | valor=1712
linha=4249 | nome=Helena | acao=analisou os resultados | valor=3995
linha=4250 | nome=Otavio | acao=comparou as metricas | valor=2040
linha=4251 | nome=Bruno | acao=executou o benchmark | valor=4731
linha=4252 | nome=Helena | acao=estudou computacao | valor=8126
linha=4253 | nome=Mariana | acao=analisou os resultados | valor=5971
linha=4254 | nome=Carlos | acao=comparou as metricas | valor=6697
linha=4255 | nome=Mariana | acao=estudou computacao | valor=6351
linha=4256 | nome=Otavio | acao=comparou as metricas | valor=1735
linha=4257 | nome=Mariana | acao=analisou os resultados | valor=3870
linha=4258 | nome=Otavio | acao=participou da aula | valor=9335
linha=4259 | nome=Igor | acao=escreveu o relatorio | valor=3824
linha=4260 | nome=Sofia | acao=fez um experimento | valor=7415
linha=4261 | nome=Vitor | acao=otimizou o algoritmo | valor=9237
linha=4262 | nome=Natalia | acao=fez um experimento | valor=4978
linha=4263 | nome=Sofia | acao=comparou as metricas | valor=1494
linha=4264 | nome=Joao | acao=executou o benchmark | valor=2700
linha=4265 | nome=Paulo | acao=escreveu o relatorio | valor=3615
linha=4266 | nome=Eduarda | acao=comparou as metricas | valor=3226
linha=4267 | nome=Eduarda | acao=comparou as metricas | valor=6753
linha=4268 | nome=Otavio | acao=estudou computacao | valor=6690
linha=4269 | nome=Vitor | acao=escreveu o relatorio | valor=8094
linha=4270 | nome=Renata | acao=estudou computacao | valor=7977
linha=4271 | nome=Sofia | acao=otimizou o algoritmo | valor=4755
linha=4272 | nome=Daniela | acao=participou da aula | valor=7562
linha=4273 | nome=Sofia | acao=fez um experimento | valor=4483
linha=4274 | nome=Daniela | acao=fez um experimento | valor=8676
linha=4275 | nome=Daniela | acao=comparou as metricas | valor=8903
linha=4276 | nome=Paulo | acao=participou da aula | valor=5890
linha=4277 | nome=Otavio | acao=fez um experimento | valor=6336
linha=4278 | nome=Vitor | acao=estudou computacao | valor=8120
linha=4279 | nome=Otavio | acao=analisou os resultados | valor=9953
linha=4280 | nome=Mariana | acao=escreveu o relatorio | valor=5550
linha=4281 | nome=Ana | acao=fez um experimento | valor=7527
linha=4282 | nome=Igor | acao=escreveu o relatorio | valor=6279
linha=4283 | nome=Bruno | acao=comparou as metricas | valor=6900
linha=4284 | nome=Daniela | acao=escreveu o relatorio | valor=1309
linha=4285 | nome=Renata | acao=analisou os resultados | valor=8515
linha=4286 | nome=Vitor | acao=analisou os resultados | valor=1530
linha=4287 | nome=Joao | acao=escreveu o relatorio | valor=5609
linha=4288 | nome=Renata | acao=escreveu o relatorio | valor=6775
linha=4289 | nome=Vitor | acao=comparou as metricas | valor=4611
linha=4290 | nome=Mariana | acao=comparou as metricas | valor=3450
linha=4291 | nome=Otavio | acao=analisou os resultados | valor=6722
linha=4292 | nome=Carlos | acao=fez um experimento | valor=5835
linha=4293 | nome=Vitor | acao=analisou os resultados | valor=1454
linha=4294 | nome=Felipe | acao=comparou as metricas | valor=9215
linha=4295 | nome=Felipe | acao=estudou computacao | valor=5132
linha=4296 | nome=Karen | acao=escreveu o relatorio | valor=9454
linha=4297 | nome=Joao | acao=otimizou o algoritmo | valor=9208
linha=4298 | nome=Lucas | acao=executou o benchmark | valor=1434
linha=4299 | nome=Daniela | acao=comparou as metricas | valor=7770
linha=4300 | nome=Vitor | acao=escreveu o relatorio | valor=7966
linha=4301 | nome=Eduarda | acao=analisou os resultados | valor=7687
linha=4302 | nome=Tiago | acao=fez um experimento | valor=7294
linha=4303 | nome=Natalia | acao=escreveu o relatorio | valor=2772
linha=4304 | nome=Bruno | acao=executou o benchmark | valor=4413
linha=4305 | nome=Natalia | acao=escreveu o relatorio | valor=7329
linha=4306 | nome=Eduarda | acao=executou o benchmark | valor=7946
linha=4307 | nome=Mariana | acao=analisou os resultados | valor=5242
linha=4308 | nome=Vitor | acao=escreveu o relatorio | valor=5410
linha=4309 | nome=Sofia | acao=fez um experimento | valor=6829
linha=4310 | nome=Vitor | acao=estudou computacao | valor=3082
linha=4311 | nome=Natalia | acao=executou o benchmark | valor=3894
linha=4312 | nome=Igor | acao=escreveu o relatorio | valor=6082
linha=4313 | nome=Vitor | acao=participou da aula | valor=1469
linha=4314 | nome=Ana | acao=escreveu o relatorio | valor=6868
linha=4315 | nome=Paulo | acao=fez um experimento | valor=5469
linha=4316 | nome=Mariana | acao=fez um experimento | valor=2006
linha=4317 | nome=Otavio | acao=executou o benchmark | valor=3252
linha=4318 | nome=Bruno | acao=analisou os resultados | valor=6144
linha=4319 | nome=Carlos | acao=analisou os resultados | valor=9855
linha=4320 | nome=Lucas | acao=executou o benchmark | valor=3724
linha=4321 | nome=Helena | acao=comparou as metricas | valor=9438
linha=4322 | nome=Bruno | acao=otimizou o algoritmo | valor=5350
linha=4323 | nome=Karen | acao=otimizou o algoritmo | valor=6573
linha=4324 | nome=Mariana | acao=fez um experimento | valor=5386
linha=4325 | nome=Eduarda | acao=otimizou o algoritmo | valor=3502
linha=4326 | nome=Karen | acao=estudou computacao | valor=6971
linha=4327 | nome=Renata | acao=fez um experimento | valor=8520
linha=4328 | nome=Vitor | acao=estudou computacao | valor=7382
linha=4329 | nome=Joao | acao=analisou os resultados | valor=8086
linha=4330 | nome=Tiago | acao=comparou as metricas | valor=9649
linha=4331 | nome=Lucas | acao=participou da aula | valor=3658
linha=4332 | nome=Lucas | acao=escreveu o relatorio | valor=7149
linha=4333 | nome=Ana | acao=executou o benchmark | valor=9421
linha=4334 | nome=Helena | acao=executou o benchmark | valor=5620
linha=4335 | nome=Mariana | acao=fez um experimento | valor=5682
linha=4336 | nome=Otavio | acao=fez um experimento | valor=5322
linha=4337 | nome=Carlos | acao=fez um experimento | valor=9905
linha=4338 | nome=Vitor | acao=estudou computacao | valor=5851
linha=4339 | nome=Igor | acao=escreveu o relatorio | valor=2895
linha=4340 | nome=Sofia | acao=escreveu o relatorio | valor=8949
linha=4341 | nome=Natalia | acao=executou o benchmark | valor=8188
linha=4342 | nome=Renata | acao=fez um experimento | valor=8036
linha=4343 | nome=Bruno | acao=comparou as metricas | valor=7018
linha=4344 | nome=Karen | acao=fez um experimento | valor=1024
linha=4345 | nome=Daniela | acao=analisou os resultados | valor=8083
linha=4346 | nome=Igor | acao=executou o benchmark | valor=2674
linha=4347 | nome=Bruno | acao=fez um experimento | valor=2291
linha=4348 | nome=Karen | acao=otimizou o algoritmo | valor=1077
linha=4349 | nome=Sofia | acao=escreveu o relatorio | valor=4079
linha=4350 | nome=Gabriela | acao=escreveu o relatorio | valor=8819
linha=4351 | nome=Bruno | acao=estudou computacao | valor=8876
linha=4352 | nome=Mariana | acao=otimizou o algoritmo | valor=4280
linha=4353 | nome=Mariana | acao=estudou computacao | valor=2597
linha=4354 | nome=Tiago | acao=executou o benchmark | valor=8767
linha=4355 | nome=Gabriela | acao=comparou as metricas | valor=5200
linha=4356 | nome=Carlos | acao=estudou computacao | valor=8590
linha=4357 | nome=Joao | acao=otimizou o algoritmo | valor=3164
linha=4358 | nome=Joao | acao=estudou computacao | valor=7307
linha=4359 | nome=Daniela | acao=comparou as metricas | valor=2655
linha=4360 | nome=Mariana | acao=escreveu o relatorio | valor=4952
linha=4361 | nome=Joao | acao=comparou as metricas | valor=6636
linha=4362 | nome=Daniela | acao=comparou as metricas | valor=3711
linha=4363 | nome=Mariana | acao=estudou computacao | valor=5168
linha=4364 | nome=Eduarda | acao=executou o benchmark | valor=1316
linha=4365 | nome=Joao | acao=comparou as metricas | valor=4772
linha=4366 | nome=Vitor | acao=fez um experimento | valor=4411
linha=4367 | nome=Paulo | acao=estudou computacao | valor=8304
linha=4368 | nome=Paulo | acao=otimizou o algoritmo | valor=6617
linha=4369 | nome=Mariana | acao=escreveu o relatorio | valor=6322
linha=4370 | nome=Igor | acao=otimizou o algoritmo | valor=4106
linha=4371 | nome=Vitor | acao=executou o benchmark | valor=9740
linha=4372 | nome=Natalia | acao=comparou as metricas | valor=1719
linha=4373 | nome=Igor | acao=comparou as metricas | valor=4775
linha=4374 | nome=Paulo | acao=fez um experimento | valor=6155
linha=4375 | nome=Karen | acao=escreveu o relatorio | valor=7238
linha=4376 | nome=Vitor | acao=fez um experimento | valor=6014
linha=4377 | nome=Karen | acao=participou da aula | valor=2329
linha=4378 | nome=Gabriela | acao=estudou computacao | valor=5795
linha=4379 | nome=Karen | acao=otimizou o algoritmo | valor=5329
linha=4380 | nome=Otavio | acao=estudou computacao | valor=5131
linha=4381 | nome=Sofia | acao=escreveu o relatorio | valor=5903
linha=4382 | nome=Paulo | acao=executou o benchmark | valor=9011
linha=4383 | nome=Otavio | acao=comparou as metricas | valor=2304
linha=4384 | nome=Carlos | acao=otimizou o algoritmo | valor=1102
linha=4385 | nome=Paulo | acao=executou o benchmark | valor=6046
linha=4386 | nome=Felipe | acao=escreveu o relatorio | valor=6694
linha=4387 | nome=Daniela | acao=participou da aula | valor=5526
linha=4388 | nome=Paulo | acao=estudou computacao | valor=7537
linha=4389 | nome=Mariana | acao=estudou computacao | valor=8565
linha=4390 | nome=Renata | acao=analisou os resultados | valor=1570
linha=4391 | nome=Joao | acao=participou da aula | valor=7892
linha=4392 | nome=Paulo | acao=otimizou o algoritmo | valor=1362
linha=4393 | nome=Ana | acao=comparou as metricas | valor=2834
linha=4394 | nome=Felipe | acao=otimizou o algoritmo | valor=2461
linha=4395 | nome=Sofia | acao=executou o benchmark | valor=4871
linha=4396 | nome=Joao | acao=estudou computacao | valor=7612
linha=4397 | nome=Mariana | acao=estudou computacao | valor=2639
linha=4398 | nome=Helena | acao=participou da aula | valor=2103
linha=4399 | nome=Mariana | acao=analisou os resultados | valor=2867
linha=4400 | nome=Paulo | acao=participou da aula | valor=9249
linha=4401 | nome=Carlos | acao=analisou os resultados | valor=3642
linha=4402 | nome=Lucas | acao=comparou as metricas | valor=7053
linha=4403 | nome=Tiago | acao=analisou os resultados | valor=2815
linha=4404 | nome=Sofia | acao=escreveu o relatorio | valor=9185
linha=4405 | nome=Sofia | acao=otimizou o algoritmo | valor=7476
linha=4406 | nome=Tiago | acao=fez um experimento | valor=1869
linha=4407 | nome=Renata | acao=escreveu o relatorio | valor=9262
linha=4408 | nome=Sofia | acao=escreveu o relatorio | valor=9644
linha=4409 | nome=Gabriela | acao=estudou computacao | valor=7517
linha=4410 | nome=Mariana | acao=comparou as metricas | valor=7806
linha=4411 | nome=Tiago | acao=analisou os resultados | valor=7432
linha=4412 | nome=Igor | acao=escreveu o relatorio | valor=6829
linha=4413 | nome=Helena | acao=participou da aula | valor=1242
linha=4414 | nome=Igor | acao=estudou computacao | valor=3290
linha=4415 | nome=Vitor | acao=participou da aula | valor=3620
linha=4416 | nome=Vitor | acao=fez um experimento | valor=1282
linha=4417 | nome=Joao | acao=comparou as metricas | valor=9096
linha=4418 | nome=Ana | acao=escreveu o relatorio | valor=3180
linha=4419 | nome=Sofia | acao=comparou as metricas | valor=6163
linha=4420 | nome=Karen | acao=estudou computacao | valor=2881
linha=4421 | nome=Mariana | acao=fez um experimento | valor=1973
linha=4422 | nome=Carlos | acao=analisou os resultados | valor=7207
linha=4423 | nome=Mariana | acao=escreveu o relatorio | valor=2409
linha=4424 | nome=Otavio | acao=comparou as metricas | valor=6581
linha=4425 | nome=Mariana | acao=analisou os resultados | valor=8309
linha=4426 | nome=Gabriela | acao=otimizou o algoritmo | valor=7393
linha=4427 | nome=Helena | acao=otimizou o algoritmo | valor=3543
linha=4428 | nome=Tiago | acao=analisou os resultados | valor=2474
linha=4429 | nome=Igor | acao=otimizou o algoritmo | valor=2794
linha=4430 | nome=Eduarda | acao=comparou as metricas | valor=9123
linha=4431 | nome=Daniela | acao=participou da aula | valor=4245
linha=4432 | nome=Bruno | acao=executou o benchmark | valor=3032
linha=4433 | nome=Vitor | acao=analisou os resultados | valor=5870
linha=4434 | nome=Daniela | acao=analisou os resultados | valor=2350
linha=4435 | nome=Eduarda | acao=comparou as metricas | valor=2622
linha=4436 | nome=Eduarda | acao=comparou as metricas | valor=6730
linha=4437 | nome=Paulo | acao=analisou os resultados | valor=8692
linha=4438 | nome=Mariana | acao=fez um experimento | valor=9333
linha=4439 | nome=Otavio | acao=participou da aula | valor=1299
linha=4440 | nome=Gabriela | acao=fez um experimento | valor=6655
linha=4441 | nome=Sofia | acao=analisou os resultados | valor=7745
linha=4442 | nome=Lucas | acao=participou da aula | valor=8336
linha=4443 | nome=Sofia | acao=comparou as metricas | valor=7965
linha=4444 | nome=Tiago | acao=executou o benchmark | valor=3097
linha=4445 | nome=Tiago | acao=analisou os resultados | valor=7239
linha=4446 | nome=Paulo | acao=analisou os resultados | valor=1076
linha=4447 | nome=Helena | acao=escreveu o relatorio | valor=6064
linha=4448 | nome=Felipe | acao=participou da aula | valor=4359
linha=4449 | nome=Bruno | acao=executou o benchmark | valor=1884
linha=4450 | nome=Paulo | acao=analisou os resultados | valor=9577
linha=4451 | nome=Eduarda | acao=fez um experimento | valor=5048
linha=4452 | nome=Natalia | acao=executou o benchmark | valor=4407
linha=4453 | nome=Sofia | acao=estudou computacao | valor=2836
linha=4454 | nome=Gabriela | acao=comparou as metricas | valor=5686
linha=4455 | nome=Karen | acao=comparou as metricas | valor=3658
linha=4456 | nome=Ana | acao=analisou os resultados | valor=5013
linha=4457 | nome=Felipe | acao=fez um experimento | valor=6984
linha=4458 | nome=Carlos | acao=participou da aula | valor=3864
linha=4459 | nome=Mariana | acao=participou da aula | valor=4585
linha=4460 | nome=Mariana | acao=estudou computacao | valor=4330
linha=4461 | nome=Carlos | acao=participou da aula | valor=7841
linha=4462 | nome=Carlos | acao=otimizou o algoritmo | valor=3641
linha=4463 | nome=Lucas | acao=participou da aula | valor=1340
linha=4464 | nome=Felipe | acao=executou o benchmark | valor=7572
linha=4465 | nome=Helena | acao=fez um experimento | valor=1037
linha=4466 | nome=Bruno | acao=comparou as metricas | valor=3132
linha=4467 | nome=Mariana | acao=comparou as metricas | valor=8992
linha=4468 | nome=Karen | acao=participou da aula | valor=7876
linha=4469 | nome=Renata | acao=otimizou o algoritmo | valor=9549
linha=4470 | nome=Daniela | acao=fez um experimento | valor=1029
linha=4471 | nome=Mariana | acao=otimizou o algoritmo | valor=2831
linha=4472 | nome=Bruno | acao=escreveu o relatorio | valor=9742
linha=4473 | nome=Tiago | acao=comparou as metricas | valor=1832
linha=4474 | nome=Carlos | acao=participou da aula | valor=3941
linha=4475 | nome=Carlos | acao=otimizou o algoritmo | valor=4236
linha=4476 | nome=Ana | acao=otimizou o algoritmo | valor=7386
linha=4477 | nome=Helena | acao=comparou as metricas | valor=3375
linha=4478 | nome=Tiago | acao=escreveu o relatorio | valor=7652
linha=4479 | nome=Carlos | acao=comparou as metricas | valor=8241
linha=4480 | nome=Igor | acao=analisou os resultados | valor=7144
linha=4481 | nome=Vitor | acao=comparou as metricas | valor=2485
linha=4482 | nome=Daniela | acao=estudou computacao | valor=6128
linha=4483 | nome=Renata | acao=participou da aula | valor=2183
linha=4484 | nome=Ana | acao=estudou computacao | valor=9464
linha=4485 | nome=Carlos | acao=fez um experimento | valor=2218
linha=4486 | nome=Ana | acao=estudou computacao | valor=5091
linha=4487 | nome=Joao | acao=estudou computacao | valor=4569
linha=4488 | nome=Joao | acao=comparou as metricas | valor=4512
linha=4489 | nome=Vitor | acao=escreveu o relatorio | valor=1645
linha=4490 | nome=Natalia | acao=escreveu o relatorio | valor=2178
linha=4491 | nome=Sofia | acao=comparou as metricas | valor=7166
linha=4492 | nome=Paulo | acao=otimizou o algoritmo | valor=7383
linha=4493 | nome=Lucas | acao=executou o benchmark | valor=2795
linha=4494 | nome=Karen | acao=comparou as metricas | valor=6232
linha=4495 | nome=Gabriela | acao=participou da aula | valor=1872
linha=4496 | nome=Eduarda | acao=estudou computacao | valor=2935
linha=4497 | nome=Paulo | acao=comparou as metricas | valor=8760
linha=4498 | nome=Vitor | acao=escreveu o relatorio | valor=9225
linha=4499 | nome=Ana | acao=executou o benchmark | valor=8053
linha=4500 | nome=Eduarda | acao=fez um experimento | valor=1777
linha=4501 | nome=Sofia | acao=executou o benchmark | valor=6169
linha=4502 | nome=Sofia | acao=otimizou o algoritmo | valor=2363
linha=4503 | nome=Mariana | acao=analisou os resultados | valor=6034
linha=4504 | nome=Daniela | acao=escreveu o relatorio | valor=8793
linha=4505 | nome=Vitor | acao=comparou as metricas | valor=4275
linha=4506 | nome=Paulo | acao=estudou computacao | valor=6848
linha=4507 | nome=Mariana | acao=analisou os resultados | valor=7772
linha=4508 | nome=Eduarda | acao=executou o benchmark | valor=7752
linha=4509 | nome=Mariana | acao=executou o benchmark | valor=2650
linha=4510 | nome=Carlos | acao=executou o benchmark | valor=5873
linha=4511 | nome=Sofia | acao=executou o benchmark | valor=1187
linha=4512 | nome=Helena | acao=otimizou o algoritmo | valor=9962
linha=4513 | nome=Renata | acao=executou o benchmark | valor=8617
linha=4514 | nome=Tiago | acao=comparou as metricas | valor=3919
linha=4515 | nome=Gabriela | acao=fez um experimento | valor=9295
linha=4516 | nome=Sofia | acao=estudou computacao | valor=6511
linha=4517 | nome=Otavio | acao=escreveu o relatorio | valor=5802
linha=4518 | nome=Renata | acao=comparou as metricas | valor=1159
linha=4519 | nome=Sofia | acao=escreveu o relatorio | valor=7491
linha=4520 | nome=Natalia | acao=estudou computacao | valor=4395
linha=4521 | nome=Helena | acao=fez um experimento | valor=9011
linha=4522 | nome=Joao | acao=otimizou o algoritmo | valor=2872
linha=4523 | nome=Helena | acao=analisou os resultados | valor=6979
linha=4524 | nome=Paulo | acao=estudou computacao | valor=5965
linha=4525 | nome=Ana | acao=comparou as metricas | valor=3710
linha=4526 | nome=Mariana | acao=participou da aula | valor=9469
linha=4527 | nome=Bruno | acao=executou o benchmark | valor=9798
linha=4528 | nome=Renata | acao=escreveu o relatorio | valor=2256
linha=4529 | nome=Daniela | acao=fez um experimento | valor=9306
linha=4530 | nome=Otavio | acao=otimizou o algoritmo | valor=7250
linha=4531 | nome=Lucas | acao=estudou computacao | valor=7589
linha=4532 | nome=Gabriela | acao=fez um experimento | valor=8367
linha=4533 | nome=Bruno | acao=executou o benchmark | valor=9406
linha=4534 | nome=Vitor | acao=comparou as metricas | valor=7974
linha=4535 | nome=Felipe | acao=otimizou o algoritmo | valor=3800
linha=4536 | nome=Paulo | acao=analisou os resultados | valor=2137
linha=4537 | nome=Paulo | acao=executou o benchmark | valor=4976
linha=4538 | nome=Renata | acao=otimizou o algoritmo | valor=7309
linha=4539 | nome=Eduarda | acao=estudou computacao | valor=5395
linha=4540 | nome=Paulo | acao=analisou os resultados | valor=8105
linha=4541 | nome=Tiago | acao=participou da aula | valor=7363
linha=4542 | nome=Eduarda | acao=participou da aula | valor=4708
linha=4543 | nome=Felipe | acao=analisou os resultados | valor=4767
linha=4544 | nome=Igor | acao=escreveu o relatorio | valor=2711
linha=4545 | nome=Helena | acao=analisou os resultados | valor=4442
linha=4546 | nome=Felipe | acao=executou o benchmark | valor=1270
linha=4547 | nome=Mariana | acao=analisou os resultados | valor=3842
linha=4548 | nome=Mariana | acao=fez um experimento | valor=4901
linha=4549 | nome=Vitor | acao=estudou computacao | valor=8144
linha=4550 | nome=Renata | acao=participou da aula | valor=5942
linha=4551 | nome=Bruno | acao=comparou as metricas | valor=6079
linha=4552 | nome=Otavio | acao=analisou os resultados | valor=9273
linha=4553 | nome=Mariana | acao=otimizou o algoritmo | valor=7127
linha=4554 | nome=Otavio | acao=comparou as metricas | valor=6908
linha=4555 | nome=Natalia | acao=escreveu o relatorio | valor=4903
linha=4556 | nome=Helena | acao=estudou computacao | valor=9748
linha=4557 | nome=Karen | acao=analisou os resultados | valor=8151
linha=4558 | nome=Renata | acao=executou o benchmark | valor=4210
linha=4559 | nome=Felipe | acao=executou o benchmark | valor=3023
linha=4560 | nome=Renata | acao=executou o benchmark | valor=5847
