linha=1 | nome=Eduarda | acao=participou da aula | valor=3466
linha=3805 | nome=Daniela | acao=comparou as metricas | valor=7476
linha=3806 | nome=Daniela | acao=participou da aula | valor=3013
linha=3807 | nome=Mariana | acao=participou da aula | valor=7736
linha=3808 | nome=Carlos | acao=fez um experimento | valor=6852
linha=3809 | nome=Felipe | acao=escreveu o relatorio | valor=8827
linha=3810 | nome=Vitor | acao=executou o benchmark | valor=3375
linha=3811 | nome=Karen | acao=executou o benchmark | valor=7999
linha=3812 | nome=Tiago | acao=escreveu o relatorio | valor=1071
linha=3813 | nome=Helena | acao=comparou as metricas | valor=7083
linha=3814 | nome=Eduarda | acao=analisou os resultados | valor=2382
linha=3815 | nome=Paulo | acao=fez um experimento | valor=9659
linha=3816 | nome=Bruno | acao=estudou computacao | valor=5129
linha=3817 | nome=Carlos | acao=participou da aula | valor=4015
linha=3818 | nome=Eduarda | acao=escreveu o relatorio | valor=7965
linha=3819 | nome=Tiago | acao=escreveu o relatorio | valor=1842
linha=3820 | nome=Paulo | acao=analisou os resultados | valor=3467
linha=3821 | nome=Felipe | acao=comparou as metricas | valor=3193
linha=3822 | nome=Tiago | acao=estudou computacao | valor=1742
linha=3823 | nome=Ana | acao=comparou as metricas | valor=5886
linha=3824 | nome=Vitor | acao=analisou os resultados | valor=1478
linha=3825 | nome=Lucas | acao=fez um experimento | valor=6765
linha=3826 | nome=Joao | acao=comparou as metricas | valor=1981
linha=3827 | nome=Igor | acao=comparou as metricas | valor=2589
linha=3828 | nome=Sofia | acao=otimizou o algoritmo | valor=8339
linha=3829 | nome=Lucas | acao=participou da aula | valor=6815
linha=3830 | nome=Ana | acao=escreveu o relatorio | valor=3895
linha=3831 | nome=Tiago | acao=otimizou o algoritmo | valor=3335
linha=3832 | nome=Sofia | acao=fez um experimento | valor=3457
linha=3833 | nome=Helena | acao=fez um experimento | valor=4198
linha=3834 | nome=Renata | acao=participou da aula | valor=6118
linha=3835 | nome=Helena | acao=analisou os resultados | valor=3807
linha=3836 | nome=Mariana | acao=fez um experimento | valor=6986
linha=3837 | nome=Tiago | acao=fez um experimento | valor=4453
linha=3838 | nome=Daniela | acao=otimizou o algoritmo | valor=7196
linha=3839 | nome=Vitor | acao=participou da aula | valor=9013
linha=3840 | nome=Lucas | acao=participou da aula | valor=7561
linha=3841 | nome=Mariana | acao=comparou as metricas | valor=3473
linha=3842 | nome=Eduarda | acao=escreveu o relatorio | valor=5140
linha=3843 | nome=Gabriela | acao=analisou os resultados | valor=9329
linha=3844 | nome=Carlos | acao=executou o benchmark | valor=6509
linha=3845 | nome=Ana | acao=fez um experimento | valor=9641
linha=3846 | nome=Paulo | acao=comparou as metricas | valor=6107
linha=3847 | nome=Igor | acao=participou da aula | valor=1474
linha=3848 | nome=Karen | acao=estudou computacao | valor=1091
linha=3849 | nome=Tiago | acao=comparou as metricas | valor=5407
linha=3850 | nome=Bruno | acao=otimizou o algoritmo | valor=9540
linha=3851 | nome=Paulo | acao=escreveu o relatorio | valor=8049
linha=3852 | nome=Gabriela | acao=escreveu o relatorio | valor=9057
linha=3853 | nome=Natalia | acao=participou da aula | valor=4186
linha=3854 | nome=Paulo | acao=estudou computacao | valor=1934
linha=3855 | nome=Mariana | acao=participou da aula | valor=9219
linha=3856 | nome=Natalia | acao=escreveu o relatorio | valor=4102
linha=3857 | nome=Felipe | acao=estudou computacao | valor=4327
linha=3858 | nome=Mariana | acao=executou o benchmark | valor=6201
linha=3859 | nome=Mariana | acao=participou da aula | valor=3510
linha=3860 | nome=Helena | acao=estudou computacao | valor=8998
linha=3861 | nome=Helena | acao=participou da aula | valor=5277
linha=3862 | nome=Joao | acao=analisou os resultados | valor=5313
linha=3863 | nome=Carlos | acao=analisou os resultados | valor=8487
linha=3864 | nome=Tiago | acao=participou da aula | valor=4912
linha=3865 | nome=Tiago | acao=otimizou o algoritmo | valor=3633
linha=3866 | nome=Otavio | acao=fez um experimento | valor=5457
linha=3867 | nome=Lucas | acao=otimizou o algoritmo | valor=2472
linha=3868 | nome=Mariana | acao=participou da aula | valor=3184
linha=3869 | nome=Karen | acao=escreveu o relatorio | valor=2882
linha=3870 | nome=Karen | acao=estudou computacao | valor=2550
linha=3871 | nome=Daniela | acao=executou o benchmark | valor=7539
linha=3872 | nome=Paulo | acao=estudou computacao | valor=7118
linha=3873 | nome=Joao | acao=participou da aula | valor=8554
linha=3874 | nome=Sofia | acao=otimizou o algoritmo | valor=3477
linha=3875 | nome=Felipe | acao=escreveu o relatorio | valor=4441
linha=3876 | nome=Joao | acao=fez um experimento | valor=6232
linha=3877 | nome=Bruno | acao=participou da aula | valor=1234
linha=3878 | nome=Felipe | acao=estudou computacao | valor=3361
linha=3879 | nome=Carlos | acao=escreveu o relatorio | valor=9312
linha=3880 | nome=Ana | acao=estudou computacao | valor=9666
linha=3881 | nome=Tiago | acao=participou da aula | valor=7331
linha=3882 | nome=Joao | acao=analisou os resultados | valor=1285
linha=3883 | nome=Sofia | acao=estudou computacao | valor=3255
linha=3884 | nome=Karen | acao=analisou os resultados | valor=9006
linha=3885 | nome=Mariana | acao=escreveu o relatorio | valor=9876
linha=3886 | nome=Sofia | acao=otimizou o algoritmo | valor=9529
linha=3887 | nome=Sofia | acao=comparou as metricas | valor=8568
linha=3888 | nome=Karen | acao=escreveu o relatorio | valor=9544
linha=3889 | nome=Eduarda | acao=fez um experimento | valor=1527
linha=3890 | nome=Gabriela | acao=estudou computacao | valor=1884
linha=3891 | nome=Renata | acao=otimizou o algoritmo | valor=3596
linha=3892 | nome=Ana | acao=estudou computacao | valor=1800
linha=3893 | nome=Vitor | acao=estudou computacao | valor=3712
linha=3894 | nome=Ana | acao=executou o benchmark | valor=9236
linha=3895 | nome=Bruno | acao=analisou os resultados | valor=4384
linha=3896 | nome=Lucas | acao=otimizou o algoritmo | valor=5018
linha=3897 | nome=Ana | acao=participou da aula | valor=8260
linha=3898 | nome=Bruno | acao=analisou os resultados | valor=6321
linha=3899 | nome=Natalia | acao=escreveu o relatorio | valor=6352
linha=3900 | nome=Helena | acao=fez um experimento | valor=2224
linha=3901 | nome=Gabriela | acao=escreveu o relatorio | valor=6821
linha=3902 | nome=Renata | acao=fez um experimento | valor=9504
linha=3903 | nome=Paulo | acao=participou da aula | valor=2030
linha=3904 | nome=Otavio | acao=analisou os resultados | valor=4847
linha=3905 | nome=Vitor | acao=comparou as metricas | valor=9400
linha=3906 | nome=Gabriela | acao=otimizou o algoritmo | valor=7884
linha=3907 | nome=Joao | acao=otimizou o algoritmo | valor=5103
linha=3908 | nome=Vitor | acao=fez um experimento | valor=4783
linha=3909 | nome=Felipe | acao=escreveu o relatorio | valor=9433
linha=3910 | nome=Igor | acao=otimizou o algoritmo | valor=6744
linha=3911 | nome=Gabriela | acao=fez um experimento | valor=2659
linha=3912 | nome=Paulo | acao=estudou computacao | valor=5660
linha=3913 | nome=Mariana | acao=escreveu o relatorio | valor=3228
linha=3914 | nome=Gabriela | acao=fez um experimento | valor=3743
linha=3915 | nome=Otavio | acao=comparou as metricas | valor=6935
linha=3916 | nome=Ana | acao=escreveu o relatorio | valor=3499
linha=3917 | nome=Mariana | acao=comparou as metricas | valor=8721
linha=3918 | nome=Igor | acao=escreveu o relatorio | valor=4206
linha=3919 | nome=Igor | acao=escreveu o relatorio | valor=7576
linha=3920 | nome=Lucas | acao=participou da aula | valor=6360
linha=3921 | nome=Joao | acao=executou o benchmark | valor=1739
linha=3922 | nome=Carlos | acao=otimizou o algoritmo | valor=4912
linha=3923 | nome=Renata | acao=comparou as metricas | valor=9765
linha=3924 | nome=Lucas | acao=comparou as metricas | valor=6571
linha=3925 | nome=Igor | acao=otimizou o algoritmo | valor=6436
linha=3926 | nome=Helena | acao=executou o benchmark | valor=5279
linha=3927 | nome=Carlos | acao=otimizou o algoritmo | valor=2785
linha=3928 | nome=Otavio | acao=participou da aula | valor=5337
linha=3929 | nome=Bruno | acao=analisou os resultados | valor=6512
linha=3930 | nome=Renata | acao=comparou as metricas | valor=1787
linha=3931 | nome=Vitor | acao=executou o benchmark | valor=8331
linha=3932 | nome=Sofia | acao=participou da aula | valor=6239
linha=3933 | nome=Ana | acao=executou o benchmark | valor=5252
linha=3934 | nome=Lucas | acao=estudou computacao | valor=2187
linha=3935 | nome=Gabriela | acao=comparou as metricas | valor=2708
linha=3936 | nome=Bruno | acao=estudou computacao | valor=1194
linha=3937 | nome=Sofia | acao=fez um experimento | valor=9778
linha=3938 | nome=Mariana | acao=executou o benchmark | valor=2500
linha=3939 | nome=Eduarda | acao=participou da aula | valor=6109
linha=3940 | nome=Carlos | acao=estudou computacao | valor=4565
linha=3941 | nome=Daniela | acao=otimizou o algoritmo | valor=7802
linha=3942 | nome=Eduarda | acao=estudou computacao | valor=4149
linha=3943 | nome=Ana | acao=fez um experimento | valor=3576
linha=3944 | nome=Daniela | acao=executou o benchmark | valor=6351
linha=3945 | nome=Lucas | acao=participou da aula | valor=1477
linha=3946 | nome=Daniela | acao=comparou as metricas | valor=5027
linha=3947 | nome=Mariana | acao=escreveu o relatorio | valor=6738
linha=3948 | nome=Daniela | acao=estudou computacao | valor=5777
linha=3949 | nome=Otavio | acao=participou da aula | valor=9632
linha=3950 | nome=Sofia | acao=escreveu o relatorio | valor=4899
linha=3951 | nome=Gabriela | acao=escreveu o relatorio | valor=3014
linha=3952 | nome=Bruno | acao=fez um experimento | valor=4423
linha=3953 | nome=Natalia | acao=otimizou o algoritmo | valor=5591
linha=3954 | nome=Lucas | acao=escreveu o relatorio | valor=7654
linha=3955 | nome=Karen | acao=fez um experimento | valor=1092
linha=3956 | nome=Paulo | acao=estudou computacao | valor=7998
linha=3957 | nome=Bruno | acao=analisou os resultados | valor=2471
linha=3958 | nome=Otavio | acao=otimizou o algoritmo | valor=7457
linha=3959 | nome=Felipe | acao=executou o benchmark | valor=3682
linha=3960 | nome=Otavio | acao=estudou computacao | valor=8789
linha=3961 | nome=Felipe | acao=estudou computacao | valor=5793
linha=3962 | nome=Joao | acao=estudou computacao | valor=6386
linha=3963 | nome=Felipe | acao=estudou computacao | valor=9631
linha=3964 | nome=Lucas | acao=otimizou o algoritmo | valor=2991
linha=3965 | nome=Eduarda | acao=estudou computacao | valor=5891
linha=3966 | nome=Vitor | acao=fez um experimento | valor=2426
linha=3967 | nome=Gabriela | acao=comparou as metricas | valor=8833
linha=3968 | nome=Bruno | acao=estudou computacao | valor=7169
linha=3969 | nome=Bruno | acao=escreveu o relatorio | valor=5770
linha=3970 | nome=Carlos | acao=comparou as metricas | valor=1317
linha=3971 | nome=Karen | acao=escreveu o relatorio | valor=8966
linha=3972 | nome=Mariana | acao=otimizou o algoritmo | valor=5538
linha=3973 | nome=Joao | acao=estudou computacao | valor=9053
linha=3974 | nome=Bruno | acao=executou o benchmark | valor=1675
linha=3975 | nome=Sofia | acao=otimizou o algoritmo | valor=7487
linha=3976 | nome=Mariana | acao=analisou os resultados | valor=4309
linha=3977 | nome=Lucas | acao=fez um experimento | valor=2490
linha=3978 | nome=Helena | acao=estudou computacao | valor=2811
linha=3979 | nome=Vitor | acao=estudou computacao | valor=2268
linha=3980 | nome=Helena | acao=comparou as metricas | valor=5218
linha=3981 | nome=Otavio | acao=participou da aula | valor=1310
linha=3982 | nome=Tiago | acao=fez um experimento | valor=3926
linha=3983 | nome=Helena | acao=analisou os resultados | valor=7004
linha=3984 | nome=Otavio | acao=analisou os resultados | valor=5459
linha=3985 | nome=Vitor | acao=otimizou o algoritmo | valor=8179
linha=3986 | nome=Igor | acao=comparou as metricas | valor=7887
linha=3987 | nome=Renata | acao=estudou computacao | valor=5536
linha=3988 | nome=Vitor | acao=fez um experimento | valor=3187
linha=3989 | nome=Ana | acao=comparou as metricas | valor=6265
linha=3990 | nome=Renata | acao=fez um experimento | valor=8326
linha=3991 | nome=Sofia | acao=executou o benchmark | valor=3379
linha=3992 | nome=Mariana | acao=participou da aula | valor=3816
linha=3993 | nome=Vitor | acao=otimizou o algoritmo | valor=1783
linha=3994 | nome=Mariana | acao=analisou os resultados | valor=7270
linha=3995 | nome=Lucas | acao=fez um experimento | valor=7396
linha=3996 | nome=Sofia | acao=escreveu o relatorio | valor=1721
linha=3997 | nome=Ana | acao=fez um experimento | valor=5851
linha=3998 | nome=Paulo | acao=comparou as metricas | valor=1139
linha=3999 | nome=Paulo | acao=escreveu o relatorio | valor=9351
linha=4000 | nome=Igor | acao=otimizou o algoritmo | valor=7171
linha=4001 | nome=Karen | acao=comparou as metricas | valor=5588
linha=4002 | nome=Otavio | acao=escreveu o relatorio | valor=3432
linha=4003 | nome=Lucas | acao=fez um experimento | valor=9457
linha=4004 | nome=Sofia | acao=fez um experimento | valor=3118
linha=4005 | nome=Daniela | acao=otimizou o algoritmo | valor=5722
linha=4006 | nome=Eduarda | acao=analisou os resultados | valor=6553
linha=4007 | nome=Felipe | acao=executou o benchmark | valor=5020
linha=4008 | nome=Renata | acao=participou da aula | valor=6544
linha=4009 | nome=Karen | acao=fez um experimento | valor=4708
linha=4010 | nome=Mariana | acao=fez um experimento | valor=4217
linha=4011 | nome=Mariana | acao=estudou computacao | valor=2472
linha=4012 | nome=Paulo | acao=executou o benchmark | valor=6174
linha=4013 | nome=Daniela | acao=escreveu o relatorio | valor=9241
linha=4014 | nome=Carlos | acao=fez um experimento | valor=2377
linha=4015 | nome=Otavio | acao=executou o benchmark | valor=1880
linha=4016 | nome=Otavio | acao=executou o benchmark | valor=9500
linha=4017 | nome=Lucas | acao=executou o benchmark | valor=1394
linha=4018 | nome=Paulo | acao=participou da aula | valor=1671
linha=4019 | nome=Daniela | acao=fez um experimento | valor=2670
linha=4020 | nome=Tiago | acao=participou da aula | valor=4823
linha=4021 | nome=Tiago | acao=estudou computacao | valor=9280
linha=4022 | nome=Bruno | acao=executou o benchmark | valor=4926
linha=4023 | nome=Ana | acao=escreveu o relatorio | valor=4342
linha=4024 | nome=Helena | acao=participou da aula | valor=1569
linha=4025 | nome=Karen | acao=executou o benchmark | valor=1009
linha=4026 | nome=Gabriela | acao=otimizou o algoritmo | valor=4949
linha=4027 | nome=Daniela | acao=estudou computacao | valor=7524
linha=4028 | nome=Igor | acao=analisou os resultados | valor=4145
linha=4029 | nome=Ana | acao=comparou as metricas | valor=2629
linha=4030 | nome=Mariana | acao=estudou computacao | valor=8345
linha=4031 | nome=Tiago | acao=escreveu o relatorio | valor=7134
linha=4032 | nome=Sofia | acao=analisou os resultados | valor=8404
linha=4033 | nome=Mariana | acao=estudou computacao | valor=5831
linha=4034 | nome=Eduarda | acao=analisou os resultados | valor=4368
linha=4035 | nome=Natalia | acao=otimizou o algoritmo | valor=2871
linha=4036 | nome=Otavio | acao=executou o benchmark | valor=1680
linha=4037 | nome=Sofia | acao=estudou computacao | valor=5864
linha=4038 | nome=Karen | acao=executou o benchmark | valor=2280
linha=4039 | nome=Mariana | acao=fez um experimento | valor=4363
linha=4040 | nome=Sofia | acao=escreveu o relatorio | valor=4102
linha=4041 | nome=Eduarda | acao=fez um experimento | valor=1989
linha=4042 | nome=Renata | acao=participou da aula | valor=8645
linha=4043 | nome=Paulo | acao=otimizou o algoritmo | valor=7867
linha=4044 | nome=Ana | acao=escreveu o relatorio | valor=8551
linha=4045 | nome=Daniela | acao=executou o benchmark | valor=4295
linha=4046 | nome=Gabriela | acao=estudou computacao | valor=4457
linha=4047 | nome=Sofia | acao=fez um experimento | valor=4280
linha=4048 | nome=Bruno | acao=participou da aula | valor=1199
linha=4049 | nome=Joao | acao=participou da aula | valor=5438
linha=4050 | nome=Paulo | acao=escreveu o relatorio | valor=6084
linha=4051 | nome=Sofia | acao=fez um experimento | valor=1025
linha=4052 | nome=Joao | acao=executou o benchmark | valor=4030
linha=4053 | nome=Natalia | acao=executou o benchmark | valor=8647
linha=4054 | nome=Helena | acao=escreveu o relatorio | valor=3174
linha=4055 | nome=Ana | acao=fez um experimento | valor=7493
linha=4056 | nome=Sofia | acao=participou da aula | valor=8645
linha=4057 | nome=Bruno | acao=participou da aula | valor=9594
linha=4058 | nome=Natalia | acao=participou da aula | valor=6460
linha=4059 | nome=Carlos | acao=estudou computacao | valor=7831
linha=4060 | nome=Daniela | acao=fez um experimento | valor=8142
linha=4061 | nome=Lucas | acao=escreveu o relatorio | valor=1040
linha=4062 | nome=Otavio | acao=executou o benchmark | valor=2673
linha=4063 | nome=Carlos | acao=fez um experimento | valor=5403
linha=4064 | nome=Karen | acao=participou da aula | valor=1158
linha=4065 | nome=Daniela | acao=analisou os resultados | valor=3682
linha=4066 | nome=Eduarda | acao=otimizou o algoritmo | valor=4826
linha=4067 | nome=Bruno | acao=comparou as metricas | valor=8662
linha=4068 | nome=Paulo | acao=comparou as metricas | valor=6795
linha=4069 | nome=Helena | acao=executou o benchmark | valor=9429
linha=4070 | nome=Tiago | acao=otimizou o algoritmo | valor=3125
linha=4071 | nome=Daniela | acao=fez um experimento | valor=5682
linha=4072 | nome=Igor | acao=participou da aula | valor=2451
linha=4073 | nome=Igor | acao=analisou os resultados | valor=2347
linha=4074 | nome=Sofia | acao=fez um experimento | valor=6727
linha=4075 | nome=Mariana | acao=analisou os resultados | valor=5919
linha=4076 | nome=Helena | acao=otimizou o algoritmo | valor=4896
linha=4077 | nome=Otavio | acao=participou da aula | valor=1188
linha=4078 | nome=Eduarda | acao=participou da aula | valor=2248
linha=4079 | nome=Sofia | acao=analisou os resultados | valor=9445
linha=4080 | nome=Eduarda | acao=fez um experimento | valor=3886
linha=4081 | nome=Daniela | acao=estudou computacao | valor=7874
linha=4082 | nome=Igor | acao=analisou os resultados | valor=7118
linha=4083 | nome=Vitor | acao=estudou computacao | valor=7711
linha=4084 | nome=Mariana | acao=comparou as metricas | valor=8078
linha=4085 | nome=Helena | acao=participou da aula | valor=1898
linha=4086 | nome=Lucas | acao=estudou computacao | valor=1482
linha=4087 | nome=Karen | acao=executou o benchmark | valor=6418
linha=4088 | nome=Daniela | acao=participou da aula | valor=7274
linha=4089 | nome=Igor | acao=otimizou o algoritmo | valor=3231
linha=4090 | nome=Ana | acao=estudou computacao | valor=7674
linha=4091 | nome=Helena | acao=comparou as metricas | valor=4660
linha=4092 | nome=Eduarda | acao=comparou as metricas | valor=4308
linha=4093 | nome=Renata | acao=escreveu o relatorio | valor=8225
linha=4094 | nome=Mariana | acao=escreveu o relatorio | valor=1220
linha=4095 | nome=Lucas | acao=analisou os resultados | valor=1184
linha=4096 | nome=Igor | acao=executou o benchmark | valor=2462
linha=4097 | nome=Karen | acao=otimizou o algoritmo | valor=2283
linha=4098 | nome=Renata | acao=estudou computacao | valor=6596
linha=4099 | nome=Felipe | acao=participou da aula | valor=7927
linha=4100 | nome=Renata | acao=otimizou o algoritmo | valor=4888
linha=4101 | nome=Bruno | acao=participou da aula | valor=2771
linha=4102 | nome=Daniela | acao=escreveu o relatorio | valor=5834
linha=4103 | nome=Lucas | acao=estudou computacao | valor=1713
linha=4104 | nome=Joao | acao=executou o benchmark | valor=7033
linha=4105 | nome=Otavio | acao=otimizou o algoritmo | valor=2564
linha=4106 | nome=Vitor | acao=participou da aula | valor=9274
linha=4107 | nome=Bruno | acao=participou da aula | valor=2273
linha=4108 | nome=Lucas | acao=escreveu o relatorio | valor=5373
linha=4109 | nome=Gabriela | acao=fez um experimento | valor=7134
linha=4110 | nome=Vitor | acao=participou da aula | valor=2441
linha=4111 | nome=Eduarda | acao=comparou as metricas | valor=1896
linha=4112 | nome=Otavio | acao=escreveu o relatorio | valor=7414
linha=4113 | nome=Felipe | acao=analisou os resultados | valor=7381
linha=4114 | nome=Renata | acao=otimizou o algoritmo | valor=4489
linha=4115 | nome=Joao | acao=otimizou o algoritmo | valor=1976
linha=4116 | nome=Sofia | acao=analisou os resultados | valor=1810
linha=4117 | nome=Gabriela | acao=estudou computacao | valor=9752
linha=4118 | nome=Sofia | acao=executou o benchmark | valor=3281
linha=4119 | nome=Carlos | acao=escreveu o relatorio | valor=4737
linha=4120 | nome=Igor | acao=comparou as metricas | valor=6305
linha=4121 | nome=Karen | acao=otimizou o algoritmo | valor=7224
linha=4122 | nome=Bruno | acao=otimizou o algoritmo | valor=3324
linha=4123 | nome=Otavio | acao=participou da aula | valor=7833
linha=4124 | nome=Sofia | acao=otimizou o algoritmo | valor=7385
linha=4125 | nome=Mariana | acao=executou o benchmark | valor=1537
linha=4126 | nome=Natalia | acao=analisou os resultados | valor=1251
linha=4127 | nome=Sofia | acao=executou o benchmark | valor=8310
linha=4128 | nome=Otavio | acao=fez um experimento | valor=9847
linha=4129 | nome=Karen | acao=comparou as metricas | valor=4670
linha=4130 | nome=Renata | acao=otimizou o algoritmo | valor=6905
linha=4131 | nome=Lucas | acao=otimizou o algoritmo | valor=3782
linha=4132 | nome=Paulo | acao=otimizou o algoritmo | valor=7436
linha=4133 | nome=Gabriela | acao=comparou as metricas | valor=5390
linha=4134 | nome=Mariana | acao=fez um experimento | valor=6138
linha=4135 | nome=Daniela | acao=analisou os resultados | valor=8902
linha=4136 | nome=Helena | acao=participou da aula | valor=4711
linha=4137 | nome=Otavio | acao=executou o benchmark | valor=9708
linha=4138 | nome=Sofia | acao=escreveu o relatorio | valor=3582
linha=4139 | nome=Felipe | acao=estudou computacao | valor=9454
linha=4140 | nome=Natalia | acao=analisou os resultados | valor=6810
linha=4141 | nome=Carlos | acao=estudou computacao | valor=2643
linha=4142 | nome=Felipe | acao=otimizou o algoritmo | valor=3906
linha=4143 | nome=Karen | acao=fez um experimento | valor=3331
linha=4144 | nome=Mariana | acao=participou da aula | valor=3406
linha=4145 | nome=Mariana | acao=comparou as metricas | valor=5530
linha=4146 | nome=Gabriela | acao=escreveu o relatorio | valor=6653
linha=4147 | nome=Karen | acao=otimizou o algoritmo | valor=5749
linha=4148 | nome=Mariana | acao=estudou computacao | valor=2501
linha=4149 | nome=Natalia | acao=analisou os resultados | valor=4686
linha=4150 | nome=Renata | acao=escreveu o relatorio | valor=6194
linha=4151 | nome=Bruno | acao=estudou computacao | valor=6030
linha=4152 | nome=Natalia | acao=estudou computacao | valor=2864
linha=4153 | nome=Paulo | acao=estudou computacao | valor=2635
linha=4154 | nome=Natalia | acao=executou o benchmark | valor=3481
linha=4155 | nome=Ana | acao=escreveu o relatorio | valor=8626
linha=4156 | nome=Sofia | acao=estudou computacao | valor=4909
linha=4157 | nome=Paulo | acao=estudou computacao | valor=5613
linha=4158 | nome=Natalia | acao=estudou computacao | valor=3070
linha=4159 | nome=Eduarda | acao=comparou as metricas | valor=5939
linha=4160 | nome=Bruno | acao=participou da aula | valor=7353
linha=4161 | nome=Felipe | acao=participou da aula | valor=3035
linha=4162 | nome=Helena | acao=otimizou o algoritmo | valor=1495
linha=4163 | nome=Lucas | acao=otimizou o algoritmo | valor=9520
linha=4164 | nome=Carlos | acao=comparou as metricas | valor=4590
linha=4165 | nome=Igor | acao=estudou computacao | valor=5035
linha=4166 | nome=Eduarda | acao=otimizou o algoritmo | valor=9553
linha=4167 | nome=Felipe | acao=escreveu o relatorio | valor=2161
linha=4168 | nome=Renata | acao=participou da aula | valor=4970
linha=4169 | nome=Daniela | acao=estudou computacao | valor=9931
linha=4170 | nome=Felipe | acao=escreveu o relatorio | valor=6567
linha=4171 | nome=Eduarda | acao=escreveu o relatorio | valor=1540
linha=4172 | nome=Helena | acao=analisou os resultados | valor=5473
linha=4173 | nome=Bruno | acao=comparou as metricas | valor=3755
linha=4174 | nome=Karen | acao=estudou computacao | valor=8681
linha=4175 | nome=Helena | acao=executou o benchmark | valor=8861
linha=4176 | nome=Karen | acao=fez um experimento | valor=8844
linha=4177 | nome=Ana | acao=executou o benchmark | valor=6840
linha=4178 | nome=Daniela | acao=executou o benchmark | valor=9199
linha=4179 | nome=Gabriela | acao=analisou os resultados | valor=6293
linha=4180 | nome=Bruno | acao=estudou computacao | valor=4229
linha=4181 | nome=Helena | acao=escreveu o relatorio | valor=6347
linha=4182 | nome=Igor | acao=participou da aula | valor=6728
linha=4183 | nome=Joao | acao=participou da aula | valor=4442
linha=4184 | nome=Gabriela | acao=fez um experimento | valor=4951
linha=4185 | nome=Mariana | acao=fez um experimento | valor=3706
linha=4186 | nome=Daniela | acao=escreveu o relatorio | valor=8240
linha=4187 | nome=Lucas | acao=executou o benchmark | valor=3082
linha=4188 | nome=Natalia | acao=escreveu o relatorio | valor=7925
linha=4189 | nome=Eduarda | acao=analisou os resultados | valor=5943
linha=4190 | nome=Bruno | acao=estudou computacao | valor=3000
linha=4191 | nome=Ana | acao=estudou computacao | valor=3295
linha=4192 | nome=Helena | acao=estudou computacao | valor=7019
linha=4193 | nome=Lucas | acao=comparou as metricas | valor=8428
linha=4194 | nome=Helena | acao=estudou computacao | valor=8086
linha=4195 | nome=Renata | acao=otimizou o algoritmo | valor=3879
linha=4196 | nome=Paulo | acao=comparou as metricas | valor=6849
linha=4197 | nome=Paulo | acao=executou o benchmark | valor=1840
linha=4198 | nome=Sofia | acao=otimizou o algoritmo | valor=8065
linha=4199 | nome=Renata | acao=analisou os resultados | valor=5579
linha=4200 | nome=Igor | acao=participou da aula | valor=7144
linha=4201 | nome=Daniela | acao=escreveu o relatorio | valor=3926
linha=4202 | nome=Eduarda | acao=otimizou o algoritmo | valor=5678
linha=4203 | nome=Felipe | acao=escreveu o relatorio | valor=4517
linha=4204 | nome=Eduarda | acao=fez um experimento | valor=6813
linha=4205 | nome=Ana | acao=analisou os resultados | valor=7265
linha=4206 | nome=Gabriela | acao=escreveu o relatorio | valor=3184
linha=4207 | nome=Renata | acao=comparou as metricas | valor=4275
linha=4208 | nome=Daniela | acao=escreveu o relatorio | valor=5580
linha=4209 | nome=Otavio | acao=estudou computacao | valor=3122
linha=4210 | nome=Joao | acao=otimizou o algoritmo | valor=6329
linha=4211 | nome=Mariana | acao=fez um experimento | valor=6196
linha=4212 | nome=Tiago | acao=fez um experimento | valor=6334
linha=4213 | nome=Mariana | acao=participou da aula | valor=3550
linha=4214 | nome=Otavio | acao=comparou as metricas | valor=4016
linha=4215 | nome=Bruno | acao=executou o benchmark | valor=5684
linha=4216 | nome=Bruno | acao=fez um experimento | valor=5920
linha=4217 | nome=Otavio | acao=comparou as metricas | valor=8511
linha=4218 | nome=Lucas | acao=estudou computacao | valor=4428
linha=4219 | nome=Bruno | acao=estudou computacao | valor=5785
linha=4220 | nome=Otavio | acao=analisou os resultados | valor=6426
linha=4221 | nome=Karen | acao=participou da aula | valor=6978
linha=4222 | nome=Igor | acao=otimizou o algoritmo | valor=2288
linha=4223 | nome=Mariana | acao=fez um experimento | valor=4373
linha=4224 | nome=Joao | acao=otimizou o algoritmo | valor=5572
linha=4225 | nome=Lucas | acao=executou o benchmark | valor=4725
linha=4226 | nome=Paulo | acao=participou da aula | valor=7740
linha=4227 | nome=Eduarda | acao=escreveu o relatorio | valor=5505
linha=4228 | nome=Eduarda | acao=participou da aula | valor=5585
linha=4229 | nome=Daniela | acao=escreveu o relatorio | valor=7036
linha=4230 | nome=Sofia | acao=estudou computacao | valor=5073
linha=4231 | nome=Daniela | acao=otimizou o algoritmo | valor=9763
linha=4232 | nome=Igor | acao=fez um experimento | valor=2407
linha=4233 | nome=Bruno | acao=escreveu o relatorio | valor=8707
linha=4234 | nome=Karen | acao=comparou as metricas | valor=1037
linha=4235 | nome=Paulo | acao=analisou os resultados | valor=9624
linha=4236 | nome=Paulo | acao=comparou as metricas | valor=2292
linha=4237 | nome=Helena | acao=estudou computacao | valor=9481
linha=4238 | nome=Igor | acao=analisou os resultados | valor=3023
linha=4239 | nome=Igor | acao=participou da aula | valor=1187
linha=4240 | nome=Sofia | acao=executou o benchmark | valor=7013
linha=4241 | nome=Eduarda | acao=comparou as metricas | valor=5717
