linha=1 | nome=Lucas | acao=comparou as metricas | valor=1308
linha=3777 | nome=Bruno | acao=participou da aula | valor=6255
linha=3778 | nome=Mariana | acao=estudou computacao | valor=3218
linha=3779 | nome=Igor | acao=participou da aula | valor=5411
linha=3780 | nome=Gabriela | acao=participou da aula | valor=3738
linha=3781 | nome=Otavio | acao=participou da aula | valor=8804
linha=3782 | nome=Helena | acao=comparou as metricas | valor=9073
linha=3783 | nome=Mariana | acao=analisou os resultados | valor=2684
linha=3784 | nome=Mariana | acao=executou o benchmark | valor=6459
linha=3785 | nome=Daniela | acao=participou da aula | valor=3688
linha=3786 | nome=Mariana | acao=escreveu o relatorio | valor=6367
linha=3787 | nome=Eduarda | acao=otimizou o algoritmo | valor=1734
linha=3788 | nome=Helena | acao=estudou computacao | valor=7017
linha=3789 | nome=Daniela | acao=fez um experimento | valor=1563
linha=3790 | nome=Karen | acao=comparou as metricas | valor=6690
linha=3791 | nome=Mariana | acao=estudou computacao | valor=9152
linha=3792 | nome=Sofia | acao=estudou computacao | valor=6392
linha=3793 | nome=Bruno | acao=comparou as metricas | valor=8519
linha=3794 | nome=Ana | acao=comparou as metricas | valor=9042
linha=3795 | nome=Mariana | acao=estudou computacao | valor=5523
linha=3796 | nome=Natalia | acao=estudou computacao | valor=7927
linha=3797 | nome=Renata | acao=participou da aula | valor=3078
linha=3798 | nome=Felipe | acao=otimizou o algoritmo | valor=9473
linha=3799 | nome=Tiago | acao=otimizou o algoritmo | valor=4125
linha=3800 | nome=Igor | acao=estudou computacao | valor=8542
linha=3801 | nome=Paulo | acao=executou o benchmark | valor=2773
linha=3802 | nome=Joao | acao=otimizou o algoritmo | valor=7178
linha=3803 | nome=Eduarda | acao=executou o benchmark | valor=3791
linha=3804 | nome=Lucas | acao=comparou as metricas | valor=8070
linha=3805 | nome=Mariana | acao=estudou computacao | valor=7809
linha=3806 | nome=Lucas | acao=comparou as metricas | valor=8604
linha=3807 | nome=Natalia | acao=participou da aula | valor=8325
linha=3808 | nome=Lucas | acao=otimizou o algoritmo | valor=4543
linha=3809 | nome=Bruno | acao=otimizou o algoritmo | valor=6337
linha=3810 | nome=Carlos | acao=otimizou o algoritmo | valor=1363
linha=3811 | nome=Bruno | acao=otimizou o algoritmo | valor=4075
linha=3812 | nome=Daniela | acao=escreveu o relatorio | valor=1410
linha=3813 | nome=Mariana | acao=escreveu o relatorio | valor=2487
linha=3814 | nome=Lucas | acao=escreveu o relatorio | valor=1718
linha=3815 | nome=Sofia | acao=comparou as metricas | valor=5315
linha=3816 | nome=Karen | acao=participou da aula | valor=9142
linha=3817 | nome=Vitor | acao=analisou os resultados | valor=4264
linha=3818 | nome=Otavio | acao=executou o benchmark | valor=6472
linha=3819 | nome=Joao | acao=analisou os resultados | valor=3396
linha=3820 | nome=Igor | acao=participou da aula | valor=1885
linha=3821 | nome=Daniela | acao=comparou as metricas | valor=9085
linha=3822 | nome=Lucas | acao=fez um experimento | valor=9413
linha=3823 | nome=Vitor | acao=analisou os resultados | valor=2667
linha=3824 | nome=Daniela | acao=fez um experimento | valor=3644
linha=3825 | nome=Karen | acao=estudou computacao | valor=9532
linha=3826 | nome=Helena | acao=estudou computacao | valor=5076
linha=3827 | nome=Renata | acao=participou da aula | valor=8422
linha=3828 | nome=Igor | acao=otimizou o algoritmo | valor=8731
linha=3829 | nome=Daniela | acao=otimizou o algoritmo | valor=2218
linha=3830 | nome=Tiago | acao=estudou computacao | valor=6903
linha=3831 | nome=Daniela | acao=participou da aula | valor=1011
linha=3832 | nome=Mariana | acao=analisou os resultados | valor=2913
linha=3833 | nome=Sofia | acao=participou da aula | valor=7391
linha=3834 | nome=Helena | acao=fez um experimento | valor=4176
linha=3835 | nome=Natalia | acao=executou o benchmark | valor=5952
linha=3836 | nome=Tiago | acao=otimizou o algoritmo | valor=1963
linha=3837 | nome=Lucas | acao=escreveu o relatorio | valor=2231
linha=3838 | nome=Mariana | acao=comparou as metricas | valor=6345
linha=3839 | nome=Karen | acao=analisou os resultados | valor=5013
linha=3840 | nome=Bruno | acao=estudou computacao | valor=4601
linha=3841 | nome=Paulo | acao=escreveu o relatorio | valor=6354
linha=3842 | nome=Ana | acao=fez um experimento | valor=2825
linha=3843 | nome=Karen | acao=participou da aula | valor=2004
linha=3844 | nome=Sofia | acao=analisou os resultados | valor=2573
linha=3845 | nome=Felipe | acao=analisou os resultados | valor=7194
linha=3846 | nome=Helena | acao=fez um experimento | valor=7118
linha=3847 | nome=Joao | acao=executou o benchmark | valor=5977
linha=3848 | nome=Igor | acao=comparou as metricas | valor=1257
linha=3849 | nome=Eduarda | acao=estudou computacao | valor=9971
linha=3850 | nome=Eduarda | acao=executou o benchmark | valor=3434
linha=3851 | nome=Joao | acao=participou da aula | valor=8837
linha=3852 | nome=Mariana | acao=otimizou o algoritmo | valor=4475
linha=3853 | nome=Ana | acao=participou da aula | valor=6311
linha=3854 | nome=Tiago | acao=estudou computacao | valor=9118
linha=3855 | nome=Sofia | acao=estudou computacao | valor=4373
linha=3856 | nome=Vitor | acao=otimizou o algoritmo | valor=5999
linha=3857 | nome=Daniela | acao=analisou os resultados | valor=9848
linha=3858 | nome=Felipe | acao=estudou computacao | valor=8037
linha=3859 | nome=Helena | acao=analisou os resultados | valor=6657
linha=3860 | nome=Eduarda | acao=analisou os resultados | valor=1281
linha=3861 | nome=Joao | acao=executou o benchmark | valor=1335
linha=3862 | nome=Igor | acao=executou o benchmark | valor=4247
linha=3863 | nome=Gabriela | acao=escreveu o relatorio | valor=4655
linha=3864 | nome=Igor | acao=executou o benchmark | valor=8013
linha=3865 | nome=Daniela | acao=estudou computacao | valor=9570
linha=3866 | nome=Gabriela | acao=fez um experimento | valor=4371
linha=3867 | nome=Carlos | acao=participou da aula | valor=9718
linha=3868 | nome=Bruno | acao=executou o benchmark | valor=9558
linha=3869 | nome=Sofia | acao=fez um experimento | valor=6835
linha=3870 | nome=Natalia | acao=fez um experimento | valor=9495
linha=3871 | nome=Carlos | acao=executou o benchmark | valor=3407
linha=3872 | nome=Igor | acao=participou da aula | valor=7710
linha=3873 | nome=Eduarda | acao=participou da aula | valor=6740
linha=3874 | nome=Lucas | acao=escreveu o relatorio | valor=9166
linha=3875 | nome=Ana | acao=estudou computacao | valor=4390
linha=3876 | nome=Renata | acao=comparou as metricas | valor=4352
linha=3877 | nome=Paulo | acao=otimizou o algoritmo | valor=7464
linha=3878 | nome=Vitor | acao=participou da aula | valor=5174
linha=3879 | nome=Natalia | acao=participou da aula | valor=6543
linha=3880 | nome=Ana | acao=estudou computacao | valor=8607
linha=3881 | nome=Felipe | acao=executou o benchmark | valor=9915
linha=3882 | nome=Renata | acao=executou o benchmark | valor=4750
linha=3883 | nome=Mariana | acao=analisou os resultados | valor=8669
linha=3884 | nome=Otavio | acao=participou da aula | valor=4898
linha=3885 | nome=Igor | acao=analisou os resultados | valor=7354
linha=3886 | nome=Karen | acao=escreveu o relatorio | valor=3648
linha=3887 | nome=Eduarda | acao=executou o benchmark | valor=5084
linha=3888 | nome=Karen | acao=otimizou o algoritmo | valor=6887
linha=3889 | nome=Joao | acao=analisou os resultados | valor=4837
linha=3890 | nome=Otavio | acao=analisou os resultados | valor=7073
linha=3891 | nome=Joao | acao=otimizou o algoritmo | valor=9079
linha=3892 | nome=Helena | acao=executou o benchmark | valor=2097
linha=3893 | nome=Renata | acao=executou o benchmark | valor=4826
linha=3894 | nome=Renata | acao=otimizou o algoritmo | valor=8457
linha=3895 | nome=Eduarda | acao=executou o benchmark | valor=7196
linha=3896 | nome=Bruno | acao=fez um experimento | valor=3272
linha=3897 | nome=Igor | acao=analisou os resultados | valor=3172
linha=3898 | nome=Lucas | acao=escreveu o relatorio | valor=2800
linha=3899 | nome=Igor | acao=analisou os resultados | valor=3252
linha=3900 | nome=Daniela | acao=executou o benchmark | valor=3202
linha=3901 | nome=Helena | acao=analisou os resultados | valor=6905
linha=3902 | nome=Tiago | acao=comparou as metricas | valor=8536
linha=3903 | nome=Joao | acao=fez um experimento | valor=2455
linha=3904 | nome=Ana | acao=otimizou o algoritmo | valor=5651
linha=3905 | nome=Renata | acao=executou o benchmark | valor=2626
linha=3906 | nome=Tiago | acao=analisou os resultados | valor=6968
linha=3907 | nome=Igor | acao=analisou os resultados | valor=7261
linha=3908 | nome=Natalia | acao=comparou as metricas | valor=3006
linha=3909 | nome=Gabriela | acao=analisou os resultados | valor=3076
linha=3910 | nome=Igor | acao=executou o benchmark | valor=9876
linha=3911 | nome=Natalia | acao=analisou os resultados | valor=9936
linha=3912 | nome=Otavio | acao=comparou as metricas | valor=3438
linha=3913 | nome=Gabriela | acao=comparou as metricas | valor=7740
linha=3914 | nome=Igor | acao=executou o benchmark | valor=6711
linha=3915 | nome=Bruno | acao=participou da aula | valor=6493
linha=3916 | nome=Gabriela | acao=estudou computacao | valor=3766
linha=3917 | nome=Gabriela | acao=otimizou o algoritmo | valor=2088
linha=3918 | nome=Renata | acao=otimizou o algoritmo | valor=4953
linha=3919 | nome=Ana | acao=analisou os resultados | valor=6987
linha=3920 | nome=Igor | acao=analisou os resultados | valor=6937
linha=3921 | nome=Felipe | acao=fez um experimento | valor=9177
linha=3922 | nome=Mariana | acao=fez um experimento | valor=3970
linha=3923 | nome=Vitor | acao=escreveu o relatorio | valor=6443
linha=3924 | nome=Gabriela | acao=estudou computacao | valor=1167
linha=3925 | nome=Gabriela | acao=participou da aula | valor=2877
linha=3926 | nome=Vitor | acao=executou o benchmark | valor=9179
linha=3927 | nome=Ana | acao=fez um experimento | valor=2790
linha=3928 | nome=Joao | acao=fez um experimento | valor=8380
linha=3929 | nome=Daniela | acao=fez um experimento | valor=6786
linha=3930 | nome=Eduarda | acao=fez um experimento | valor=6573
linha=3931 | nome=Otavio | acao=fez um experimento | valor=3085
linha=3932 | nome=Helena | acao=analisou os resultados | valor=6902
linha=3933 | nome=Lucas | acao=escreveu o relatorio | valor=8477
linha=3934 | nome=Carlos | acao=analisou os resultados | valor=9177
linha=3935 | nome=Paulo | acao=otimizou o algoritmo | valor=5098
linha=3936 | nome=Sofia | acao=fez um experimento | valor=8035
linha=3937 | nome=Eduarda | acao=executou o benchmark | valor=2857
linha=3938 | nome=Mariana | acao=otimizou o algoritmo | valor=9471
linha=3939 | nome=Joao | acao=comparou as metricas | valor=9026
linha=3940 | nome=Otavio | acao=estudou computacao | valor=7139
linha=3941 | nome=Bruno | acao=comparou as metricas | valor=3150
linha=3942 | nome=Otavio | acao=escreveu o relatorio | valor=3314
linha=3943 | nome=Paulo | acao=executou o benchmark | valor=5419
linha=3944 | nome=Tiago | acao=escreveu o relatorio | valor=4180
linha=3945 | nome=Igor | acao=comparou as metricas | valor=2614
linha=3946 | nome=Karen | acao=executou o benchmark | valor=1895
linha=3947 | nome=Renata | acao=executou o benchmark | valor=4741
linha=3948 | nome=Joao | acao=executou o benchmark | valor=6824
linha=3949 | nome=Gabriela | acao=participou da aula | valor=2828
linha=3950 | nome=Helena | acao=estudou computacao | valor=8553
linha=3951 | nome=Mariana | acao=otimizou o algoritmo | valor=7149
linha=3952 | nome=Igor | acao=participou da aula | valor=8055
linha=3953 | nome=Sofia | acao=fez um experimento | valor=4325
linha=3954 | nome=Joao | acao=comparou as metricas | valor=1698
linha=3955 | nome=Gabriela | acao=fez um experimento | valor=5678
linha=3956 | nome=Carlos | acao=fez um experimento | valor=8161
linha=3957 | nome=Helena | acao=participou da aula | valor=8522
linha=3958 | nome=Mariana | acao=executou o benchmark | valor=1968
linha=3959 | nome=Natalia | acao=otimizou o algoritmo | valor=2250
linha=3960 | nome=Daniela | acao=escreveu o relatorio | valor=6884
linha=3961 | nome=Helena | acao=estudou computacao | valor=4804
linha=3962 | nome=Vitor | acao=executou o benchmark | valor=7294
linha=3963 | nome=Mariana | acao=comparou as metricas | valor=3328
linha=3964 | nome=Gabriela | acao=otimizou o algoritmo | valor=3546
linha=3965 | nome=Mariana | acao=estudou computacao | valor=4573
linha=3966 | nome=Helena | acao=fez um experimento | valor=7498
linha=3967 | nome=Tiago | acao=fez um experimento | valor=3957
linha=3968 | nome=Daniela | acao=estudou computacao | valor=3811
linha=3969 | nome=Joao | acao=comparou as metricas | valor=7171
linha=3970 | nome=Felipe | acao=analisou os resultados | valor=4631
linha=3971 | nome=Tiago | acao=escreveu o relatorio | valor=1696
linha=3972 | nome=Ana | acao=comparou as metricas | valor=9609
linha=3973 | nome=Felipe | acao=executou o benchmark | valor=5222
linha=3974 | nome=Vitor | acao=escreveu o relatorio | valor=3911
linha=3975 | nome=Karen | acao=escreveu o relatorio | valor=7761
linha=3976 | nome=Renata | acao=otimizou o algoritmo | valor=7463
linha=3977 | nome=Joao | acao=participou da aula | valor=4682
linha=3978 | nome=Renata | acao=participou da aula | valor=9318
linha=3979 | nome=Joao | acao=fez um experimento | valor=9303
linha=3980 | nome=Joao | acao=escreveu o relatorio | valor=9185
linha=3981 | nome=Helena | acao=executou o benchmark | valor=9411
linha=3982 | nome=Sofia | acao=escreveu o relatorio | valor=4216
linha=3983 | nome=Renata | acao=participou da aula | valor=9784
linha=3984 | nome=Gabriela | acao=executou o benchmark | valor=4683
linha=3985 | nome=Eduarda | acao=analisou os resultados | valor=7081
linha=3986 | nome=Felipe | acao=executou o benchmark | valor=2135
linha=3987 | nome=Bruno | acao=comparou as metricas | valor=5705
linha=3988 | nome=Renata | acao=analisou os resultados | valor=2651
linha=3989 | nome=Helena | acao=estudou computacao | valor=8942
linha=3990 | nome=Igor | acao=estudou computacao | valor=9401
linha=3991 | nome=Lucas | acao=estudou computacao | valor=2922
linha=3992 | nome=Gabriela | acao=escreveu o relatorio | valor=9455
linha=3993 | nome=Igor | acao=escreveu o relatorio | valor=7543
linha=3994 | nome=Ana | acao=participou da aula | valor=5336
linha=3995 | nome=Otavio | acao=escreveu o relatorio | valor=9060
linha=3996 | nome=Daniela | acao=analisou os resultados | valor=3566
linha=3997 | nome=Joao | acao=estudou computacao | valor=2580
linha=3998 | nome=Lucas | acao=analisou os resultados | valor=3890
linha=3999 | nome=Tiago | acao=executou o benchmark | valor=4704
linha=4000 | nome=Karen | acao=escreveu o relatorio | valor=7780
linha=4001 | nome=Paulo | acao=fez um experimento | valor=9389
linha=4002 | nome=Felipe | acao=executou o benchmark | valor=1839
linha=4003 | nome=Joao | acao=analisou os resultados | valor=7477
linha=4004 | nome=Felipe | acao=comparou as metricas | valor=8781
linha=4005 | nome=Gabriela | acao=comparou as metricas | valor=8828
linha=4006 | nome=Mariana | acao=comparou as metricas | valor=3217
linha=4007 | nome=Eduarda | acao=comparou as metricas | valor=9644
linha=4008 | nome=Sofia | acao=otimizou o algoritmo | valor=9331
linha=4009 | nome=Vitor | acao=estudou computacao | valor=3238
linha=4010 | nome=Helena | acao=comparou as metricas | valor=7133
linha=4011 | nome=Gabriela | acao=executou o benchmark | valor=2438
linha=4012 | nome=Tiago | acao=participou da aula | valor=5479
linha=4013 | nome=Daniela | acao=fez um experimento | valor=2793
linha=4014 | nome=Sofia | acao=executou o benchmark | valor=1568
linha=4015 | nome=Renata | acao=estudou computacao | valor=7101
linha=4016 | nome=Natalia | acao=estudou computacao | valor=6653
linha=4017 | nome=Felipe | acao=comparou as metricas | valor=6499
linha=4018 | nome=Otavio | acao=comparou as metricas | valor=2287
linha=4019 | nome=Eduarda | acao=analisou os resultados | valor=5846
linha=4020 | nome=Bruno | acao=comparou as metricas | valor=6298
linha=4021 | nome=Carlos | acao=fez um experimento | valor=3823
linha=4022 | nome=Bruno | acao=comparou as metricas | valor=2758
linha=4023 | nome=Paulo | acao=otimizou o algoritmo | valor=3727
linha=4024 | nome=Mariana | acao=estudou computacao | valor=9141
linha=4025 | nome=Natalia | acao=otimizou o algoritmo | valor=8559
linha=4026 | nome=Karen | acao=participou da aula | valor=8673
linha=4027 | nome=Natalia | acao=fez um experimento | valor=1121
linha=4028 | nome=Vitor | acao=fez um experimento | valor=9143
linha=4029 | nome=Paulo | acao=comparou as metricas | valor=9160
linha=4030 | nome=Bruno | acao=comparou as metricas | valor=2550
linha=4031 | nome=Natalia | acao=analisou os resultados | valor=9067
linha=4032 | nome=Eduarda | acao=participou da aula | valor=3848
linha=4033 | nome=Joao | acao=otimizou o algoritmo | valor=1148
linha=4034 | nome=Daniela | acao=fez um experimento | valor=9881
linha=4035 | nome=Lucas | acao=otimizou o algoritmo | valor=8693
linha=4036 | nome=Carlos | acao=participou da aula | valor=5119
linha=4037 | nome=Bruno | acao=participou da aula | valor=7475
linha=4038 | nome=Lucas | acao=comparou as metricas | valor=1773
linha=4039 | nome=Renata | acao=participou da aula | valor=5620
linha=4040 | nome=Otavio | acao=participou da aula | valor=5573
linha=4041 | nome=Igor | acao=escreveu o relatorio | valor=5068
linha=4042 | nome=Mariana | acao=executou o benchmark | valor=5591
linha=4043 | nome=Bruno | acao=escreveu o relatorio | valor=9517
linha=4044 | nome=Mariana | acao=participou da aula | valor=5424
linha=4045 | nome=Gabriela | acao=fez um experimento | valor=7664
linha=4046 | nome=Natalia | acao=participou da aula | valor=3324
linha=4047 | nome=Gabriela | acao=fez um experimento | valor=9315
linha=4048 | nome=Helena | acao=participou da aula | valor=6727
linha=4049 | nome=Bruno | acao=comparou as metricas | valor=9791
linha=4050 | nome=Natalia | acao=comparou as metricas | valor=8162
linha=4051 | nome=Mariana | acao=executou o benchmark | valor=8763
linha=4052 | nome=Carlos | acao=comparou as metricas | valor=8003
linha=4053 | nome=Renata | acao=comparou as metricas | valor=6079
linha=4054 | nome=Otavio | acao=participou da aula | valor=4768
linha=4055 | nome=Daniela | acao=analisou os resultados | valor=6122
linha=4056 | nome=Natalia | acao=participou da aula | valor=1818
linha=4057 | nome=Tiago | acao=otimizou o algoritmo | valor=4861
linha=4058 | nome=Sofia | acao=fez um experimento | valor=3654
linha=4059 | nome=Natalia | acao=otimizou o algoritmo | valor=9354
linha=4060 | nome=Paulo | acao=fez um experimento | valor=1987
linha=4061 | nome=Mariana | acao=participou da aula | valor=2508
linha=4062 | nome=Daniela | acao=escreveu o relatorio | valor=6231
linha=4063 | nome=Lucas | acao=escreveu o relatorio | valor=5488
linha=4064 | nome=Igor | acao=participou da aula | valor=2763
linha=4065 | nome=Joao | acao=estudou computacao | valor=2861
linha=4066 | nome=Ana | acao=escreveu o relatorio | valor=4040
linha=4067 | nome=Bruno | acao=otimizou o algoritmo | valor=3646
linha=4068 | nome=Ana | acao=participou da aula | valor=3942
linha=4069 | nome=Otavio | acao=executou o benchmark | valor=8061
linha=4070 | nome=Karen | acao=otimizou o algoritmo | valor=7148
linha=4071 | nome=Natalia | acao=executou o benchmark | valor=9472
linha=4072 | nome=Otavio | acao=participou da aula | valor=7306
linha=4073 | nome=Daniela | acao=fez um experimento | valor=2244
linha=4074 | nome=Joao | acao=fez um experimento | valor=7514
linha=4075 | nome=Lucas | acao=analisou os resultados | valor=1720
linha=4076 | nome=Paulo | acao=estudou computacao | valor=9785
linha=4077 | nome=Helena | acao=estudou computacao | valor=5609
linha=4078 | nome=Bruno | acao=otimizou o algoritmo | valor=9227
linha=4079 | nome=Eduarda | acao=executou o benchmark | valor=6431
linha=4080 | nome=Felipe | acao=executou o benchmark | valor=5201
linha=4081 | nome=Karen | acao=escreveu o relatorio | valor=6669
linha=4082 | nome=Eduarda | acao=otimizou o algoritmo | valor=1754
linha=4083 | nome=Natalia | acao=executou o benchmark | valor=7233
linha=4084 | nome=Bruno | acao=executou o benchmark | valor=6390
linha=4085 | nome=Gabriela | acao=participou da aula | valor=1907
linha=4086 | nome=Karen | acao=executou o benchmark | valor=3269
linha=4087 | nome=Sofia | acao=fez um experimento | valor=6002
linha=4088 | nome=Renata | acao=otimizou o algoritmo | valor=7184
linha=4089 | nome=Mariana | acao=participou da aula | valor=3323
linha=4090 | nome=Daniela | acao=participou da aula | valor=3957
linha=4091 | nome=Joao | acao=estudou computacao | valor=8377
linha=4092 | nome=Otavio | acao=otimizou o algoritmo | valor=5591
linha=4093 | nome=Mariana | acao=otimizou o algoritmo | valor=6200
linha=4094 | nome=Paulo | acao=fez um experimento | valor=9540
linha=4095 | nome=Mariana | acao=otimizou o algoritmo | valor=7456
linha=4096 | nome=Eduarda | acao=comparou as metricas | valor=4694
linha=4097 | nome=Joao | acao=analisou os resultados | valor=9092
linha=4098 | nome=Mariana | acao=comparou as metricas | valor=4912
linha=4099 | nome=Eduarda | acao=estudou computacao | valor=9366
linha=4100 | nome=Karen | acao=fez um experimento | valor=8630
linha=4101 | nome=Felipe | acao=participou da aula | valor=2407
linha=4102 | nome=Ana | acao=escreveu o relatorio | valor=7108
linha=4103 | nome=Renata | acao=estudou computacao | valor=2648
linha=4104 | nome=Bruno | acao=participou da aula | valor=3639
linha=4105 | nome=Mariana | acao=comparou as metricas | valor=4885
linha=4106 | nome=Paulo | acao=estudou computacao | valor=8807
linha=4107 | nome=Otavio | acao=fez um experimento | valor=7615
linha=4108 | nome=Bruno | acao=analisou os resultados | valor=8799
linha=4109 | nome=Eduarda | acao=otimizou o algoritmo | valor=7279
linha=4110 | nome=Gabriela | acao=executou o benchmark | valor=1986
linha=4111 | nome=Igor | acao=comparou as metricas | valor=4370
linha=4112 | nome=Ana | acao=executou o benchmark | valor=1606
linha=4113 | nome=Paulo | acao=fez um experimento | valor=7189
linha=4114 | nome=Vitor | acao=otimizou o algoritmo | valor=1495
linha=4115 | nome=Lucas | acao=comparou as metricas | valor=6279
linha=4116 | nome=Ana | acao=escreveu o relatorio | valor=4118
linha=4117 | nome=Renata | acao=escreveu o relatorio | valor=2615
linha=4118 | nome=Otavio | acao=estudou computacao | valor=5022
linha=4119 | nome=Joao | acao=otimizou o algoritmo | valor=3673
linha=4120 | nome=Karen | acao=analisou os resultados | valor=9217
linha=4121 | nome=Tiago | acao=comparou as metricas | valor=7777
linha=4122 | nome=Eduarda | acao=executou o benchmark | valor=1310
linha=4123 | nome=Renata | acao=estudou computacao | valor=7540
linha=4124 | nome=Daniela | acao=estudou computacao | valor=8102
linha=4125 | nome=Renata | acao=otimizou o algoritmo | valor=6717
linha=4126 | nome=Vitor | acao=escreveu o relatorio | valor=5255
linha=4127 | nome=Renata | acao=analisou os resultados | valor=6876
linha=4128 | nome=Bruno | acao=fez um experimento | valor=7017
linha=4129 | nome=Karen | acao=escreveu o relatorio | valor=6979
linha=4130 | nome=Vitor | acao=fez um experimento | valor=3496
linha=4131 | nome=Gabriela | acao=escreveu o relatorio | valor=5685
linha=4132 | nome=Paulo | acao=otimizou o algoritmo | valor=6798
linha=4133 | nome=Joao | acao=participou da aula | valor=4580
linha=4134 | nome=Eduarda | acao=fez um experimento | valor=5169
linha=4135 | nome=Natalia | acao=escreveu o relatorio | valor=5412
linha=4136 | nome=Natalia | acao=otimizou o algoritmo | valor=7673
linha=4137 | nome=Mariana | acao=comparou as metricas | valor=1940
linha=4138 | nome=Vitor | acao=escreveu o relatorio | valor=3983
linha=4139 | nome=Lucas | acao=fez um experimento | valor=7963
linha=4140 | nome=Mariana | acao=estudou computacao | valor=7316
linha=4141 | nome=Karen | acao=participou da aula | valor=9263
linha=4142 | nome=Gabriela | acao=executou o benchmark | valor=7479
linha=4143 | nome=Helena | acao=executou o benchmark | valor=3722
linha=4144 | nome=Tiago | acao=fez um experimento | valor=7622
linha=4145 | nome=Renata | acao=analisou os resultados | valor=3283
linha=4146 | nome=Mariana | acao=analisou os resultados | valor=6658
linha=4147 | nome=Sofia | acao=analisou os resultados | valor=1322
linha=4148 | nome=Helena | acao=estudou computacao | valor=4509
linha=4149 | nome=Igor | acao=escreveu o relatorio | valor=3180
linha=4150 | nome=Igor | acao=comparou as metricas | valor=2155
linha=4151 | nome=Igor | acao=analisou os resultados | valor=4796
linha=4152 | nome=Renata | acao=escreveu o relatorio | valor=5184
linha=4153 | nome=Tiago | acao=analisou os resultados | valor=8038
linha=4154 | nome=Mariana | acao=fez um experimento | valor=7750
linha=4155 | nome=Gabriela | acao=fez um experimento | valor=2102
linha=4156 | nome=Mariana | acao=otimizou o algoritmo | valor=4675
linha=4157 | nome=Ana | acao=escreveu o relatorio | valor=3171
linha=4158 | nome=Joao | acao=otimizou o algoritmo | valor=5336
linha=4159 | nome=Tiago | acao=estudou computacao | valor=1926
linha=4160 | nome=Natalia | acao=estudou computacao | valor=2711
linha=4161 | nome=Sofia | acao=escreveu o relatorio | valor=4965
linha=4162 | nome=Renata | acao=executou o benchmark | valor=9423
linha=4163 | nome=Renata | acao=comparou as metricas | valor=8576
linha=4164 | nome=Ana | acao=participou da aula | valor=7796
linha=4165 | nome=Karen | acao=otimizou o algoritmo | valor=3638
linha=4166 | nome=Lucas | acao=estudou computacao | valor=3567
linha=4167 | nome=Tiago | acao=executou o benchmark | valor=5674
linha=4168 | nome=Gabriela | acao=fez um experimento | valor=7046
linha=4169 | nome=Vitor | acao=analisou os resultados | valor=3132
linha=4170 | nome=Vitor | acao=otimizou o algoritmo | valor=9496
linha=4171 | nome=Bruno | acao=executou o benchmark | valor=4680
linha=4172 | nome=Ana | acao=executou o benchmark | valor=2905
linha=4173 | nome=Natalia | acao=analisou os resultados | valor=8513
linha=4174 | nome=Helena | acao=analisou os resultados | valor=7718
linha=4175 | nome=Sofia | acao=otimizou o algoritmo | valor=6514
linha=4176 | nome=Carlos | acao=otimizou o algoritmo | valor=3547
linha=4177 | nome=Natalia | acao=executou o benchmark | valor=9415
linha=4178 | nome=Daniela | acao=fez um experimento | valor=9430
linha=4179 | nome=Tiago | acao=escreveu o relatorio | valor=4890
linha=4180 | nome=Mariana | acao=participou da aula | valor=6495
linha=4181 | nome=Paulo | acao=analisou os resultados | valor=8461
linha=4182 | nome=Igor | acao=analisou os resultados | valor=7588
linha=4183 | nome=Eduarda | acao=estudou computacao | valor=8818
linha=4184 | nome=Mariana | acao=participou da aula | valor=1966
linha=4185 | nome=Natalia | acao=executou o benchmark | valor=2092
linha=4186 | nome=Felipe | acao=otimizou o algoritmo | valor=8931
linha=4187 | nome=Eduarda | acao=otimizou o algoritmo | valor=6885
linha=4188 | nome=Otavio | acao=analisou os resultados | valor=6433
linha=4189 | nome=Daniela | acao=comparou as metricas | valor=7376
linha=4190 | nome=Helena | acao=otimizou o algoritmo | valor=9532
linha=4191 | nome=Vitor | acao=otimizou o algoritmo | valor=9351
linha=4192 | nome=Igor | acao=estudou computacao | valor=9716
linha=4193 | nome=Ana | acao=participou da aula | valor=8375
linha=4194 | nome=Carlos | acao=comparou as metricas | valor=7772
linha=4195 | nome=Renata | acao=estudou computacao | valor=9234
linha=4196 | nome=Igor | acao=escreveu o relatorio | valor=9612
linha=4197 | nome=Igor | acao=participou da aula | valor=9511
linha=4198 | nome=Natalia | acao=otimizou o algoritmo | valor=4739
linha=4199 | nome=Renata | acao=otimizou o algoritmo | valor=3667
linha=4200 | nome=Lucas | acao=otimizou o algoritmo | valor=7026
linha=4201 | nome=Lucas | acao=estudou computacao | valor=3258
linha=4202 | nome=Joao | acao=comparou as metricas | valor=9999
linha=4203 | nome=Gabriela | acao=fez um experimento | valor=5499
linha=4204 | nome=Gabriela | acao=fez um experimento | valor=4206
linha=4205 | nome=Tiago | acao=executou o benchmark | valor=2425
linha=4206 | nome=Otavio | acao=otimizou o algoritmo | valor=6611
linha=4207 | nome=Igor | acao=fez um experimento | valor=2848
linha=4208 | nome=Gabriela | acao=analisou os resultados | valor=8983
linha=4209 | nome=Bruno | acao=escreveu o relatorio | valor=5092
linha=4210 | nome=Sofia | acao=fez um experimento | valor=3917
linha=4211 | nome=Eduarda | acao=executou o benchmark | valor=6708
linha=4212 | nome=Paulo | acao=participou da aula | valor=4903
linha=4213 | nome=Eduarda | acao=estudou computacao | valor=2507
linha=4214 | nome=Ana | acao=estudou computacao | valor=8878
