linha=1 | nome=Carlos | acao=analisou os resultados | valor=3789
linha=3688 | nome=Gabriela | acao=comparou as metricas | valor=6147
linha=3689 | nome=Natalia | acao=otimizou o algoritmo | valor=3007
linha=3690 | nome=Igor | acao=executou o benchmark | valor=3905
linha=3691 | nome=Igor | acao=otimizou o algoritmo | valor=7177
linha=3692 | nome=Lucas | acao=escreveu o relatorio | valor=9590
linha=3693 | nome=Daniela | acao=otimizou o algoritmo | valor=3530
linha=3694 | nome=Mariana | acao=fez um experimento | valor=1758
linha=3695 | nome=Bruno | acao=executou o benchmark | valor=8940
linha=3696 | nome=Sofia | acao=analisou os resultados | valor=8784
linha=3697 | nome=Igor | acao=fez um experimento | valor=3392
linha=3698 | nome=Sofia | acao=comparou as metricas | valor=8908
linha=3699 | nome=Igor | acao=executou o benchmark | valor=3746
linha=3700 | nome=Gabriela | acao=analisou os resultados | valor=9737
linha=3701 | nome=Natalia | acao=escreveu o relatorio | valor=7212
linha=3702 | nome=Igor | acao=analisou os resultados | valor=9553
linha=3703 | nome=Paulo | acao=fez um experimento | valor=3700
linha=3704 | nome=Mariana | acao=escreveu o relatorio | valor=9204
linha=3705 | nome=Karen | acao=estudou computacao | valor=1594
linha=3706 | nome=Mariana | acao=otimizou o algoritmo | valor=2068
linha=3707 | nome=Natalia | acao=estudou computacao | valor=2025
linha=3708 | nome=Natalia | acao=comparou as metricas | valor=6462
linha=3709 | nome=Renata | acao=estudou computacao | valor=6193
linha=3710 | nome=Igor | acao=participou da aula | valor=8254
linha=3711 | nome=Tiago | acao=executou o benchmark | valor=3704
linha=3712 | nome=Helena | acao=escreveu o relatorio | valor=7400
linha=3713 | nome=Tiago | acao=analisou os resultados | valor=1516
linha=3714 | nome=Tiago | acao=executou o benchmark | valor=6183
linha=3715 | nome=Otavio | acao=executou o benchmark | valor=1977
linha=3716 | nome=Sofia | acao=fez um experimento | valor=7124
linha=3717 | nome=Ana | acao=analisou os resultados | valor=3613
linha=3718 | nome=Otavio | acao=estudou computacao | valor=6615
linha=3719 | nome=Carlos | acao=comparou as metricas | valor=1905
linha=3720 | nome=Ana | acao=estudou computacao | valor=7747
linha=3721 | nome=Renata | acao=analisou os resultados | valor=8927
linha=3722 | nome=Joao | acao=estudou computacao | valor=7064
linha=3723 | nome=Paulo | acao=otimizou o algoritmo | valor=4593
linha=3724 | nome=Vitor | acao=fez um experimento | valor=3690
linha=3725 | nome=Paulo | acao=estudou computacao | valor=1456
linha=3726 | nome=Karen | acao=comparou as metricas | valor=1498
linha=3727 | nome=Mariana | acao=executou o benchmark | valor=7847
linha=3728 | nome=Eduarda | acao=analisou os resultados | valor=7942
linha=3729 | nome=Paulo | acao=escreveu o relatorio | valor=5864
linha=3730 | nome=Tiago | acao=estudou computacao | valor=3892
linha=3731 | nome=Gabriela | acao=comparou as metricas | valor=1873
linha=3732 | nome=Lucas | acao=comparou as metricas | valor=2558
linha=3733 | nome=Natalia | acao=escreveu o relatorio | valor=1724
linha=3734 | nome=Natalia | acao=escreveu o relatorio | valor=1026
linha=3735 | nome=Joao | acao=otimizou o algoritmo | valor=2801
linha=3736 | nome=Tiago | acao=fez um experimento | valor=2633
linha=3737 | nome=Igor | acao=escreveu o relatorio | valor=8349
linha=3738 | nome=Ana | acao=comparou as metricas | valor=2990
linha=3739 | nome=Mariana | acao=otimizou o algoritmo | valor=5591
linha=3740 | nome=Daniela | acao=comparou as metricas | valor=7517
linha=3741 | nome=Joao | acao=fez um experimento | valor=6544
linha=3742 | nome=Ana | acao=participou da aula | valor=3782
linha=3743 | nome=Helena | acao=escreveu o relatorio | valor=6537
linha=3744 | nome=Tiago | acao=participou da aula | valor=8101
linha=3745 | nome=Paulo | acao=executou o benchmark | valor=5152
linha=3746 | nome=Natalia | acao=estudou computacao | valor=7059
linha=3747 | nome=Eduarda | acao=estudou computacao | valor=6750
linha=3748 | nome=Lucas | acao=estudou computacao | valor=9419
linha=3749 | nome=Daniela | acao=escreveu o relatorio | valor=3081
linha=3750 | nome=Karen | acao=participou da aula | valor=5345
linha=3751 | nome=Otavio | acao=comparou as metricas | valor=7383
linha=3752 | nome=Felipe | acao=fez um experimento | valor=2571
linha=3753 | nome=Karen | acao=analisou os resultados | valor=9482
linha=3754 | nome=Renata | acao=escreveu o relatorio | valor=4758
linha=3755 | nome=Tiago | acao=executou o benchmark | valor=2249
linha=3756 | nome=Tiago | acao=fez um experimento | valor=7862
linha=3757 | nome=Vitor | acao=participou da aula | valor=8465
linha=3758 | nome=Carlos | acao=comparou as metricas | valor=8852
linha=3759 | nome=Gabriela | acao=fez um experimento | valor=2182
linha=3760 | nome=Mariana | acao=escreveu o relatorio | valor=4113
linha=3761 | nome=Felipe | acao=fez um experimento | valor=7865
linha=3762 | nome=Carlos | acao=participou da aula | valor=7236
linha=3763 | nome=Otavio | acao=executou o benchmark | valor=1553
linha=3764 | nome=Lucas | acao=comparou as metricas | valor=1546
linha=3765 | nome=Karen | acao=otimizou o algoritmo | valor=2984
linha=3766 | nome=Otavio | acao=escreveu o relatorio | valor=5402
linha=3767 | nome=Sofia | acao=executou o benchmark | valor=9793
linha=3768 | nome=Mariana | acao=estudou computacao | valor=1117
linha=3769 | nome=Felipe | acao=fez um experimento | valor=1075
linha=3770 | nome=Sofia | acao=escreveu o relatorio | valor=4763
linha=3771 | nome=Natalia | acao=fez um experimento | valor=7931
linha=3772 | nome=Vitor | acao=comparou as metricas | valor=9525
linha=3773 | nome=Felipe | acao=estudou computacao | valor=1340
linha=3774 | nome=Ana | acao=participou da aula | valor=8456
linha=3775 | nome=Daniela | acao=otimizou o algoritmo | valor=2846
linha=3776 | nome=Gabriela | acao=analisou os resultados | valor=5046
linha=3777 | nome=Felipe | acao=estudou computacao | valor=7675
linha=3778 | nome=Mariana | acao=escreveu o relatorio | valor=5911
linha=3779 | nome=Gabriela | acao=estudou computacao | valor=5318
linha=3780 | nome=Sofia | acao=executou o benchmark | valor=1271
linha=3781 | nome=Joao | acao=estudou computacao | valor=7210
linha=3782 | nome=Eduarda | acao=otimizou o algoritmo | valor=5568
linha=3783 | nome=Mariana | acao=executou o benchmark | valor=4703
linha=3784 | nome=Igor | acao=executou o benchmark | valor=9366
linha=3785 | nome=Mariana | acao=fez um experimento | valor=7767
linha=3786 | nome=Karen | acao=escreveu o relatorio | valor=9000
linha=3787 | nome=Gabriela | acao=fez um experimento | valor=8179
linha=3788 | nome=Natalia | acao=otimizou o algoritmo | valor=2815
linha=3789 | nome=Karen | acao=comparou as metricas | valor=3711
linha=3790 | nome=Otavio | acao=otimizou o algoritmo | valor=5816
linha=3791 | nome=Bruno | acao=estudou computacao | valor=3475
linha=3792 | nome=Sofia | acao=otimizou o algoritmo | valor=9939
linha=3793 | nome=Tiago | acao=escreveu o relatorio | valor=5436
linha=3794 | nome=Eduarda | acao=participou da aula | valor=3684
linha=3795 | nome=Tiago | acao=escreveu o relatorio | valor=7284
linha=3796 | nome=Ana | acao=analisou os resultados | valor=4960
linha=3797 | nome=Paulo | acao=escreveu o relatorio | valor=3041
linha=3798 | nome=Karen | acao=participou da aula | valor=9185
linha=3799 | nome=Karen | acao=executou o benchmark | valor=1430
linha=3800 | nome=Vitor | acao=fez um experimento | valor=9349
linha=3801 | nome=Gabriela | acao=escreveu o relatorio | valor=8196
linha=3802 | nome=Eduarda | acao=estudou computacao | valor=8500
linha=3803 | nome=Otavio | acao=estudou computacao | valor=3786
linha=3804 | nome=Lucas | acao=analisou os resultados | valor=9347
linha=3805 | nome=Lucas | acao=fez um experimento | valor=8103
linha=3806 | nome=Otavio | acao=participou da aula | valor=5561
linha=3807 | nome=Ana | acao=estudou computacao | valor=4698
linha=3808 | nome=Eduarda | acao=otimizou o algoritmo | valor=6945
linha=3809 | nome=Sofia | acao=escreveu o relatorio | valor=9561
linha=3810 | nome=Tiago | acao=analisou os resultados | valor=2957
linha=3811 | nome=Bruno | acao=participou da aula | valor=2441
linha=3812 | nome=Eduarda | acao=otimizou o algoritmo | valor=4195
linha=3813 | nome=Natalia | acao=analisou os resultados | valor=4954
linha=3814 | nome=Sofia | acao=comparou as metricas | valor=2225
linha=3815 | nome=Tiago | acao=escreveu o relatorio | valor=1418
linha=3816 | nome=Mariana | acao=analisou os resultados | valor=7792
linha=3817 | nome=Vitor | acao=estudou computacao | valor=9788
linha=3818 | nome=Igor | acao=escreveu o relatorio | valor=1444
linha=3819 | nome=Vitor | acao=participou da aula | valor=3813
linha=3820 | nome=Paulo | acao=comparou as metricas | valor=4302
linha=3821 | nome=Mariana | acao=participou da aula | valor=2542
linha=3822 | nome=Ana | acao=comparou as metricas | valor=5195
linha=3823 | nome=Bruno | acao=analisou os resultados | valor=4428
linha=3824 | nome=Otavio | acao=otimizou o algoritmo | valor=5628
linha=3825 | nome=Felipe | acao=otimizou o algoritmo | valor=3682
linha=3826 | nome=Carlos | acao=analisou os resultados | valor=7054
linha=3827 | nome=Felipe | acao=analisou os resultados | valor=4725
linha=3828 | nome=Lucas | acao=executou o benchmark | valor=4220
linha=3829 | nome=Carlos | acao=comparou as metricas | valor=1439
linha=3830 | nome=Lucas | acao=comparou as metricas | valor=2794
linha=3831 | nome=Carlos | acao=fez um experimento | valor=3648
linha=3832 | nome=Natalia | acao=executou o benchmark | valor=7227
linha=3833 | nome=Felipe | acao=comparou as metricas | valor=8170
linha=3834 | nome=Mariana | acao=analisou os resultados | valor=2918
linha=3835 | nome=Felipe | acao=escreveu o relatorio | valor=5729
linha=3836 | nome=Felipe | acao=escreveu o relatorio | valor=3886
linha=3837 | nome=Bruno | acao=executou o benchmark | valor=2462
linha=3838 | nome=Mariana | acao=comparou as metricas | valor=3820
linha=3839 | nome=Joao | acao=participou da aula | valor=6489
linha=3840 | nome=Mariana | acao=analisou os resultados | valor=9842
linha=3841 | nome=Otavio | acao=analisou os resultados | valor=8235
linha=3842 | nome=Daniela | acao=estudou computacao | valor=6918
linha=3843 | nome=Natalia | acao=analisou os resultados | valor=4821
linha=3844 | nome=Bruno | acao=participou da aula | valor=2304
linha=3845 | nome=Otavio | acao=participou da aula | valor=6051
linha=3846 | nome=Felipe | acao=comparou as metricas | valor=3330
linha=3847 | nome=Bruno | acao=escreveu o relatorio | valor=3280
linha=3848 | nome=Felipe | acao=fez um experimento | valor=7466
linha=3849 | nome=Otavio | acao=participou da aula | valor=4448
linha=3850 | nome=Lucas | acao=fez um experimento | valor=5204
linha=3851 | nome=Mariana | acao=analisou os resultados | valor=4197
linha=3852 | nome=Karen | acao=analisou os resultados | valor=9335
linha=3853 | nome=Felipe | acao=escreveu o relatorio | valor=3466
linha=3854 | nome=Sofia | acao=executou o benchmark | valor=4182
linha=3855 | nome=Ana | acao=comparou as metricas | valor=6045
linha=3856 | nome=Bruno | acao=participou da aula | valor=7383
linha=3857 | nome=Bruno | acao=participou da aula | valor=8981
linha=3858 | nome=Mariana | acao=executou o benchmark | valor=4145
linha=3859 | nome=Otavio | acao=comparou as metricas | valor=2261
linha=3860 | nome=Mariana | acao=participou da aula | valor=1157
linha=3861 | nome=Otavio | acao=escreveu o relatorio | valor=3588
linha=3862 | nome=Vitor | acao=participou da aula | valor=1383
linha=3863 | nome=Otavio | acao=participou da aula | valor=5989
linha=3864 | nome=Vitor | acao=participou da aula | valor=8706
linha=3865 | nome=Daniela | acao=executou o benchmark | valor=2441
linha=3866 | nome=Bruno | acao=analisou os resultados | valor=2057
linha=3867 | nome=Karen | acao=otimizou o algoritmo | valor=7546
linha=3868 | nome=Renata | acao=comparou as metricas | valor=9746
linha=3869 | nome=Gabriela | acao=estudou computacao | valor=6348
linha=3870 | nome=Mariana | acao=otimizou o algoritmo | valor=7245
linha=3871 | nome=Natalia | acao=estudou computacao | valor=1158
linha=3872 | nome=Bruno | acao=estudou computacao | valor=3993
linha=3873 | nome=Lucas | acao=comparou as metricas | valor=9255
linha=3874 | nome=Ana | acao=comparou as metricas | valor=9235
linha=3875 | nome=Karen | acao=comparou as metricas | valor=7890
linha=3876 | nome=Joao | acao=comparou as metricas | valor=8767
linha=3877 | nome=Felipe | acao=executou o benchmark | valor=2122
linha=3878 | nome=Joao | acao=analisou os resultados | valor=8417
linha=3879 | nome=Daniela | acao=analisou os resultados | valor=1409
linha=3880 | nome=Gabriela | acao=participou da aula | valor=2667
linha=3881 | nome=Karen | acao=estudou computacao | valor=9324
linha=3882 | nome=Daniela | acao=analisou os resultados | valor=1611
linha=3883 | nome=Igor | acao=escreveu o relatorio | valor=5669
linha=3884 | nome=Tiago | acao=executou o benchmark | valor=8020
linha=3885 | nome=Igor | acao=analisou os resultados | valor=3513
linha=3886 | nome=Eduarda | acao=comparou as metricas | valor=2442
linha=3887 | nome=Karen | acao=participou da aula | valor=3933
linha=3888 | nome=Daniela | acao=estudou computacao | valor=3418
linha=3889 | nome=Lucas | acao=fez um experimento | valor=8322
linha=3890 | nome=Mariana | acao=analisou os resultados | valor=7373
linha=3891 | nome=Lucas | acao=escreveu o relatorio | valor=9692
linha=3892 | nome=Tiago | acao=estudou computacao | valor=8700
linha=3893 | nome=Paulo | acao=otimizou o algoritmo | valor=6705
linha=3894 | nome=Ana | acao=analisou os resultados | valor=6166
linha=3895 | nome=Ana | acao=comparou as metricas | valor=5923
linha=3896 | nome=Eduarda | acao=executou o benchmark | valor=2211
linha=3897 | nome=Vitor | acao=fez um experimento | valor=6400
linha=3898 | nome=Felipe | acao=comparou as metricas | valor=5376
linha=3899 | nome=Mariana | acao=comparou as metricas | valor=8920
linha=3900 | nome=Natalia | acao=participou da aula | valor=6020
linha=3901 | nome=Vitor | acao=analisou os resultados | valor=3262
linha=3902 | nome=Daniela | acao=estudou computacao | valor=7645
linha=3903 | nome=Sofia | acao=executou o benchmark | valor=6994
linha=3904 | nome=Eduarda | acao=comparou as metricas | valor=3020
linha=3905 | nome=Renata | acao=comparou as metricas | valor=3615
linha=3906 | nome=Otavio | acao=estudou computacao | valor=3108
linha=3907 | nome=Natalia | acao=participou da aula | valor=1970
linha=3908 | nome=Sofia | acao=analisou os resultados | valor=5957
linha=3909 | nome=Otavio | acao=fez um experimento | valor=9623
linha=3910 | nome=Mariana | acao=comparou as metricas | valor=7560
linha=3911 | nome=Vitor | acao=fez um experimento | valor=9807
linha=3912 | nome=Otavio | acao=executou o benchmark | valor=5733
linha=3913 | nome=Daniela | acao=participou da aula | valor=2538
linha=3914 | nome=Karen | acao=comparou as metricas | valor=2060
linha=3915 | nome=Felipe | acao=participou da aula | valor=4453
linha=3916 | nome=Joao | acao=comparou as metricas | valor=3191
linha=3917 | nome=Igor | acao=comparou as metricas | valor=3547
linha=3918 | nome=Eduarda | acao=analisou os resultados | valor=7092
linha=3919 | nome=Helena | acao=estudou computacao | valor=6387
linha=3920 | nome=Igor | acao=executou o benchmark | valor=2969
linha=3921 | nome=Gabriela | acao=analisou os resultados | valor=3150
linha=3922 | nome=Igor | acao=analisou os resultados | valor=7390
linha=3923 | nome=Bruno | acao=participou da aula | valor=8936
linha=3924 | nome=Otavio | acao=fez um experimento | valor=7981
linha=3925 | nome=Otavio | acao=analisou os resultados | valor=8948
linha=3926 | nome=Tiago | acao=analisou os resultados | valor=3797
linha=3927 | nome=Bruno | acao=estudou computacao | valor=9632
linha=3928 | nome=Sofia | acao=participou da aula | valor=6556
linha=3929 | nome=Felipe | acao=participou da aula | valor=3643
linha=3930 | nome=Lucas | acao=comparou as metricas | valor=8087
linha=3931 | nome=Mariana | acao=participou da aula | valor=8369
linha=3932 | nome=Tiago | acao=fez um experimento | valor=6949
linha=3933 | nome=Igor | acao=escreveu o relatorio | valor=3407
linha=3934 | nome=Gabriela | acao=participou da aula | valor=3709
linha=3935 | nome=Renata | acao=participou da aula | valor=8740
linha=3936 | nome=Bruno | acao=participou da aula | valor=5012
linha=3937 | nome=Natalia | acao=executou o benchmark | valor=2201
linha=3938 | nome=Eduarda | acao=fez um experimento | valor=9529
linha=3939 | nome=Mariana | acao=estudou computacao | valor=8521
linha=3940 | nome=Sofia | acao=otimizou o algoritmo | valor=4461
linha=3941 | nome=Mariana | acao=escreveu o relatorio | valor=9024
linha=3942 | nome=Joao | acao=analisou os resultados | valor=3811
linha=3943 | nome=Karen | acao=executou o benchmark | valor=6291
linha=3944 | nome=Bruno | acao=otimizou o algoritmo | valor=4685
linha=3945 | nome=Igor | acao=escreveu o relatorio | valor=2824
linha=3946 | nome=Otavio | acao=comparou as metricas | valor=4216
linha=3947 | nome=Carlos | acao=comparou as metricas | valor=4813
linha=3948 | nome=Tiago | acao=participou da aula | valor=2861
linha=3949 | nome=Bruno | acao=otimizou o algoritmo | valor=5112
linha=3950 | nome=Joao | acao=fez um experimento | valor=4682
linha=3951 | nome=Helena | acao=estudou computacao | valor=1565
linha=3952 | nome=Joao | acao=analisou os resultados | valor=9953
linha=3953 | nome=Daniela | acao=executou o benchmark | valor=3882
linha=3954 | nome=Vitor | acao=escreveu o relatorio | valor=7408
linha=3955 | nome=Lucas | acao=escreveu o relatorio | valor=5405
linha=3956 | nome=Helena | acao=fez um experimento | valor=7161
linha=3957 | nome=Paulo | acao=comparou as metricas | valor=9092
linha=3958 | nome=Ana | acao=otimizou o algoritmo | valor=5612
linha=3959 | nome=Joao | acao=fez um experimento | valor=4661
linha=3960 | nome=Paulo | acao=escreveu o relatorio | valor=8476
linha=3961 | nome=Eduarda | acao=participou da aula | valor=1559
linha=3962 | nome=Otavio | acao=comparou as metricas | valor=3734
linha=3963 | nome=Natalia | acao=analisou os resultados | valor=4434
linha=3964 | nome=Karen | acao=otimizou o algoritmo | valor=4718
linha=3965 | nome=Paulo | acao=escreveu o relatorio | valor=5781
linha=3966 | nome=Natalia | acao=escreveu o relatorio | valor=1688
linha=3967 | nome=Joao | acao=participou da aula | valor=9041
linha=3968 | nome=Eduarda | acao=fez um experimento | valor=9407
linha=3969 | nome=Karen | acao=analisou os resultados | valor=2965
linha=3970 | nome=Daniela | acao=estudou computacao | valor=5147
linha=3971 | nome=Igor | acao=analisou os resultados | valor=8697
linha=3972 | nome=Helena | acao=escreveu o relatorio | valor=4744
linha=3973 | nome=Daniela | acao=estudou computacao | valor=3222
linha=3974 | nome=Joao | acao=escreveu o relatorio | valor=4111
linha=3975 | nome=Daniela | acao=fez um experimento | valor=9211
linha=3976 | nome=Lucas | acao=escreveu o relatorio | valor=2832
linha=3977 | nome=Renata | acao=fez um experimento | valor=9982
linha=3978 | nome=Bruno | acao=estudou computacao | valor=7713
linha=3979 | nome=Otavio | acao=comparou as metricas | valor=8902
linha=3980 | nome=Ana | acao=fez um experimento | valor=1659
linha=3981 | nome=Natalia | acao=analisou os resultados | valor=3814
linha=3982 | nome=Daniela | acao=analisou os resultados | valor=5357
linha=3983 | nome=Gabriela | acao=comparou as metricas | valor=5947
linha=3984 | nome=Helena | acao=escreveu o relatorio | valor=2242
linha=3985 | nome=Sofia | acao=comparou as metricas | valor=3124
linha=3986 | nome=Daniela | acao=fez um experimento | valor=8148
linha=3987 | nome=Renata | acao=comparou as metricas | valor=4433
linha=3988 | nome=Renata | acao=participou da aula | valor=4799
linha=3989 | nome=Tiago | acao=executou o benchmark | valor=2116
linha=3990 | nome=Igor | acao=participou da aula | valor=4168
linha=3991 | nome=Lucas | acao=otimizou o algoritmo | valor=1702
linha=3992 | nome=Joao | acao=analisou os resultados | valor=9567
linha=3993 | nome=Eduarda | acao=escreveu o relatorio | valor=9795
linha=3994 | nome=Otavio | acao=estudou computacao | valor=5730
linha=3995 | nome=Joao | acao=comparou as metricas | valor=8778
linha=3996 | nome=Bruno | acao=participou da aula | valor=6731
linha=3997 | nome=Joao | acao=executou o benchmark | valor=6649
linha=3998 | nome=Tiago | acao=fez um experimento | valor=3293
linha=3999 | nome=Joao | acao=escreveu o relatorio | valor=1105
linha=4000 | nome=Joao | acao=participou da aula | valor=4144
linha=4001 | nome=Eduarda | acao=fez um experimento | valor=3698
linha=4002 | nome=Helena | acao=escreveu o relatorio | valor=8549
linha=4003 | nome=Sofia | acao=analisou os resultados | valor=2317
linha=4004 | nome=Tiago | acao=executou o benchmark | valor=3906
linha=4005 | nome=Ana | acao=otimizou o algoritmo | valor=2649
linha=4006 | nome=Helena | acao=otimizou o algoritmo | valor=3680
linha=4007 | nome=Vitor | acao=executou o benchmark | valor=5542
linha=4008 | nome=Daniela | acao=fez um experimento | valor=7801
linha=4009 | nome=Mariana | acao=participou da aula | valor=2378
linha=4010 | nome=Igor | acao=comparou as metricas | valor=3805
linha=4011 | nome=Paulo | acao=estudou computacao | valor=1967
linha=4012 | nome=Daniela | acao=analisou os resultados | valor=3155
linha=4013 | nome=Natalia | acao=otimizou o algoritmo | valor=9618
linha=4014 | nome=Bruno | acao=comparou as metricas | valor=6331
linha=4015 | nome=Daniela | acao=participou da aula | valor=5414
linha=4016 | nome=Lucas | acao=comparou as metricas | valor=7584
linha=4017 | nome=Ana | acao=escreveu o relatorio | valor=6108
linha=4018 | nome=Eduarda | acao=otimizou o algoritmo | valor=8896
linha=4019 | nome=Paulo | acao=executou o benchmark | valor=3599
linha=4020 | nome=Paulo | acao=fez um experimento | valor=8227
linha=4021 | nome=Karen | acao=estudou computacao | valor=4026
linha=4022 | nome=Igor | acao=otimizou o algoritmo | valor=2402
linha=4023 | nome=Renata | acao=estudou computacao | valor=5156
linha=4024 | nome=Ana | acao=escreveu o relatorio | valor=6212
linha=4025 | nome=Otavio | acao=otimizou o algoritmo | valor=9438
linha=4026 | nome=Joao | acao=analisou os resultados | valor=4436
linha=4027 | nome=Natalia | acao=analisou os resultados | valor=6013
linha=4028 | nome=Felipe | acao=participou da aula | valor=2538
linha=4029 | nome=Karen | acao=participou da aula | valor=4181
linha=4030 | nome=Renata | acao=estudou computacao | valor=1151
linha=4031 | nome=Natalia | acao=analisou os resultados | valor=1704
linha=4032 | nome=Gabriela | acao=estudou computacao | valor=5927
linha=4033 | nome=Bruno | acao=analisou os resultados | valor=2359
linha=4034 | nome=Karen | acao=comparou as metricas | valor=2193
linha=4035 | nome=Helena | acao=estudou computacao | valor=2397
linha=4036 | nome=Karen | acao=analisou os resultados | valor=2253
linha=4037 | nome=Sofia | acao=fez um experimento | valor=5444
linha=4038 | nome=Otavio | acao=estudou computacao | valor=5506
linha=4039 | nome=Paulo | acao=comparou as metricas | valor=8521
linha=4040 | nome=Joao | acao=escreveu o relatorio | valor=6502
linha=4041 | nome=Bruno | acao=executou o benchmark | valor=6334
linha=4042 | nome=Paulo | acao=escreveu o relatorio | valor=9553
linha=4043 | nome=Gabriela | acao=escreveu o relatorio | valor=7228
linha=4044 | nome=Tiago | acao=executou o benchmark | valor=7296
linha=4045 | nome=Helena | acao=fez um experimento | valor=6279
linha=4046 | nome=Igor | acao=otimizou o algoritmo | valor=8278
linha=4047 | nome=Paulo | acao=estudou computacao | valor=7353
linha=4048 | nome=Daniela | acao=executou o benchmark | valor=6933
linha=4049 | nome=Joao | acao=executou o benchmark | valor=5974
linha=4050 | nome=Carlos | acao=comparou as metricas | valor=6969
linha=4051 | nome=Karen | acao=executou o benchmark | valor=3114
linha=4052 | nome=Renata | acao=participou da aula | valor=1601
linha=4053 | nome=Natalia | acao=analisou os resultados | valor=4179
linha=4054 | nome=Daniela | acao=comparou as metricas | valor=5128
linha=4055 | nome=Natalia | acao=estudou computacao | valor=4244
linha=4056 | nome=Karen | acao=participou da aula | valor=4861
linha=4057 | nome=Otavio | acao=analisou os resultados | valor=8589
linha=4058 | nome=Natalia | acao=fez um experimento | valor=6519
linha=4059 | nome=Eduarda | acao=estudou computacao | valor=5630
linha=4060 | nome=Helena | acao=fez um experimento | valor=8922
linha=4061 | nome=Karen | acao=participou da aula | valor=3404
linha=4062 | nome=Vitor | acao=otimizou o algoritmo | valor=6216
linha=4063 | nome=Sofia | acao=escreveu o relatorio | valor=6825
linha=4064 | nome=Mariana | acao=comparou as metricas | valor=9745
linha=4065 | nome=Gabriela | acao=otimizou o algoritmo | valor=4858
linha=4066 | nome=Lucas | acao=comparou as metricas | valor=6589
linha=4067 | nome=Natalia | acao=executou o benchmark | valor=4224
linha=4068 | nome=Paulo | acao=estudou computacao | valor=5024
linha=4069 | nome=Carlos | acao=otimizou o algoritmo | valor=8886
linha=4070 | nome=Sofia | acao=executou o benchmark | valor=5391
linha=4071 | nome=Gabriela | acao=otimizou o algoritmo | valor=8475
linha=4072 | nome=Karen | acao=analisou os resultados | valor=2461
linha=4073 | nome=Renata | acao=fez um experimento | valor=9764
linha=4074 | nome=Renata | acao=estudou computacao | valor=9749
linha=4075 | nome=Mariana | acao=escreveu o relatorio | valor=1202
linha=4076 | nome=Mariana | acao=executou o benchmark | valor=1345
linha=4077 | nome=Eduarda | acao=escreveu o relatorio | valor=1750
linha=4078 | nome=Igor | acao=otimizou o algoritmo | valor=6698
linha=4079 | nome=Helena | acao=escreveu o relatorio | valor=6272
linha=4080 | nome=Sofia | acao=comparou as metricas | valor=8345
linha=4081 | nome=Lucas | acao=comparou as metricas | valor=6051
linha=4082 | nome=Karen | acao=executou o benchmark | valor=8121
linha=4083 | nome=Daniela | acao=otimizou o algoritmo | valor=6583
linha=4084 | nome=Ana | acao=participou da aula | valor=1985
linha=4085 | nome=Bruno | acao=analisou os resultados | valor=5126
linha=4086 | nome=Daniela | acao=comparou as metricas | valor=8570
linha=4087 | nome=Renata | acao=comparou as metricas | valor=7245
linha=4088 | nome=Felipe | acao=executou o benchmark | valor=9360
linha=4089 | nome=Igor | acao=analisou os resultados | valor=4126
linha=4090 | nome=Mariana | acao=escreveu o relatorio | valor=5284
linha=4091 | nome=Gabriela | acao=estudou computacao | valor=7596
linha=4092 | nome=Eduarda | acao=executou o benchmark | valor=8328
linha=4093 | nome=Gabriela | acao=analisou os resultados | valor=5604
linha=4094 | nome=Vitor | acao=executou o benchmark | valor=8278
linha=4095 | nome=Gabriela | acao=fez um experimento | valor=3462
linha=4096 | nome=Karen | acao=otimizou o algoritmo | valor=3719
linha=4097 | nome=Otavio | acao=comparou as metricas | valor=2455
linha=4098 | nome=Sofia | acao=fez um experimento | valor=4534
linha=4099 | nome=Gabriela | acao=analisou os resultados | valor=3331
linha=4100 | nome=Helena | acao=escreveu o relatorio | valor=7905
linha=4101 | nome=Vitor | acao=analisou os resultados | valor=5608
linha=4102 | nome=Sofia | acao=participou da aula | valor=7201
linha=4103 | nome=Felipe | acao=comparou as metricas | valor=1208
linha=4104 | nome=Ana | acao=analisou os resultados | valor=4906
linha=4105 | nome=Renata | acao=escreveu o relatorio | valor=6985
linha=4106 | nome=Daniela | acao=comparou as metricas | valor=1573
linha=4107 | nome=Igor | acao=analisou os resultados | valor=8263
linha=4108 | nome=Bruno | acao=comparou as metricas | valor=1304
linha=4109 | nome=Eduarda | acao=otimizou o algoritmo | valor=4926
linha=4110 | nome=Ana | acao=estudou computacao | valor=9683
linha=4111 | nome=Ana | acao=comparou as metricas | valor=6005
linha=4112 | nome=Paulo | acao=escreveu o relatorio | valor=7094
linha=4113 | nome=Ana | acao=executou o benchmark | valor=3543
linha=4114 | nome=Ana | acao=comparou as metricas | valor=8161
linha=4115 | nome=Felipe | acao=analisou os resultados | valor=3835
linha=4116 | nome=Renata | acao=otimizou o algoritmo | valor=9572
linha=4117 | nome=Mariana | acao=executou o benchmark | valor=7929
linha=4118 | nome=Igor | acao=comparou as metricas | valor=8154
linha=4119 | nome=Eduarda | acao=executou o benchmark | valor=8744
linha=4120 | nome=Gabriela | acao=otimizou o algoritmo | valor=2500
linha=4121 | nome=Lucas | acao=otimizou o algoritmo | valor=8673
linha=4122 | nome=Carlos | acao=participou da aula | valor=6255
linha=4123 | nome=Ana | acao=fez um experimento | valor=1468
linha=4124 | nome=Tiago | acao=otimizou o algoritmo | valor=7818
