linha=1 | nome=Bruno | acao=participou da aula | valor=3317
linha=3688 | nome=Carlos | acao=participou da aula | valor=8027
linha=3689 | nome=Natalia | acao=comparou as metricas | valor=6911
linha=3690 | nome=Felipe | acao=comparou as metricas | valor=4747
linha=3691 | nome=Daniela | acao=participou da aula | valor=9169
linha=3692 | nome=Joao | acao=otimizou o algoritmo | valor=6886
linha=3693 | nome=Paulo | acao=estudou computacao | valor=1376
linha=3694 | nome=Felipe | acao=comparou as metricas | valor=5757
linha=3695 | nome=Sofia | acao=fez um experimento | valor=2439
linha=3696 | nome=Daniela | acao=executou o benchmark | valor=4745
linha=3697 | nome=Renata | acao=participou da aula | valor=8911
linha=3698 | nome=Tiago | acao=participou da aula | valor=9700
linha=3699 | nome=Gabriela | acao=participou da aula | valor=6671
linha=3700 | nome=Eduarda | acao=participou da aula | valor=5975
linha=3701 | nome=Lucas | acao=analisou os resultados | valor=2719
linha=3702 | nome=Gabriela | acao=otimizou o algoritmo | valor=2816
linha=3703 | nome=Otavio | acao=fez um experimento | valor=5150
linha=3704 | nome=Igor | acao=escreveu o relatorio | valor=3174
linha=3705 | nome=Ana | acao=analisou os resultados | valor=7139
linha=3706 | nome=Gabriela | acao=analisou os resultados | valor=9415
linha=3707 | nome=Sofia | acao=escreveu o relatorio | valor=1112
linha=3708 | nome=Paulo | acao=otimizou o algoritmo | valor=6122
linha=3709 | nome=Otavio | acao=estudou computacao | valor=4602
linha=3710 | nome=Otavio | acao=fez um experimento | valor=2891
linha=3711 | nome=Daniela | acao=analisou os resultados | valor=7328
linha=3712 | nome=Daniela | acao=comparou as metricas | valor=5104
linha=3713 | nome=Helena | acao=escreveu o relatorio | valor=7237
linha=3714 | nome=Vitor | acao=otimizou o algoritmo | valor=8978
linha=3715 | nome=Ana | acao=estudou computacao | valor=8579
linha=3716 | nome=Carlos | acao=participou da aula | valor=2780
linha=3717 | nome=Joao | acao=comparou as metricas | valor=2890
linha=3718 | nome=Otavio | acao=estudou computacao | valor=7833
linha=3719 | nome=Natalia | acao=escreveu o relatorio | valor=4940
linha=3720 | nome=Sofia | acao=otimizou o algoritmo | valor=9528
linha=3721 | nome=Renata | acao=estudou computacao | valor=7258
linha=3722 | nome=Mariana | acao=comparou as metricas | valor=2454
linha=3723 | nome=Carlos | acao=analisou os resultados | valor=1203
linha=3724 | nome=Daniela | acao=escreveu o relatorio | valor=6969
linha=3725 | nome=Joao | acao=analisou os resultados | valor=3166
linha=3726 | nome=Joao | acao=fez um experimento | valor=6864
linha=3727 | nome=Gabriela | acao=fez um experimento | valor=4679
linha=3728 | nome=Vitor | acao=comparou as metricas | valor=9871
linha=3729 | nome=Gabriela | acao=analisou os resultados | valor=1719
linha=3730 | nome=Carlos | acao=executou o benchmark | valor=4549
linha=3731 | nome=Bruno | acao=comparou as metricas | valor=5660
linha=3732 | nome=Helena | acao=executou o benchmark | valor=6872
linha=3733 | nome=Eduarda | acao=participou da aula | valor=5468
linha=3734 | nome=Mariana | acao=escreveu o relatorio | valor=1272
linha=3735 | nome=Mariana | acao=analisou os resultados | valor=6286
linha=3736 | nome=Tiago | acao=executou o benchmark | valor=6409
linha=3737 | nome=Felipe | acao=otimizou o algoritmo | valor=3469
linha=3738 | nome=Mariana | acao=executou o benchmark | valor=2781
linha=3739 | nome=Paulo | acao=executou o benchmark | valor=6016
linha=3740 | nome=Natalia | acao=otimizou o algoritmo | valor=4552
linha=3741 | nome=Ana | acao=fez um experimento | valor=2616
linha=3742 | nome=Natalia | acao=comparou as metricas | valor=5491
linha=3743 | nome=Igor | acao=estudou computacao | valor=7560
linha=3744 | nome=Paulo | acao=executou o benchmark | valor=7011
linha=3745 | nome=Gabriela | acao=estudou computacao | valor=5693
linha=3746 | nome=Renata | acao=fez um experimento | valor=6986
linha=3747 | nome=Tiago | acao=escreveu o relatorio | valor=2527
linha=3748 | nome=Renata | acao=comparou as metricas | valor=7050
linha=3749 | nome=Vitor | acao=executou o benchmark | valor=6487
linha=3750 | nome=Helena | acao=executou o benchmark | valor=6356
linha=3751 | nome=Joao | acao=executou o benchmark | valor=7739
linha=3752 | nome=Igor | acao=participou da aula | valor=4324
linha=3753 | nome=Lucas | acao=otimizou o algoritmo | valor=9985
linha=3754 | nome=Carlos | acao=executou o benchmark | valor=2189
linha=3755 | nome=Carlos | acao=estudou computacao | valor=6883
linha=3756 | nome=Renata | acao=participou da aula | valor=2688
linha=3757 | nome=Joao | acao=analisou os resultados | valor=6766
linha=3758 | nome=Mariana | acao=comparou as metricas | valor=6487
linha=3759 | nome=Natalia | acao=participou da aula | valor=7399
linha=3760 | nome=Natalia | acao=analisou os resultados | valor=1393
linha=3761 | nome=Paulo | acao=comparou as metricas | valor=8326
linha=3762 | nome=Daniela | acao=escreveu o relatorio | valor=8012
linha=3763 | nome=Ana | acao=escreveu o relatorio | valor=1076
linha=3764 | nome=Mariana | acao=comparou as metricas | valor=4909
linha=3765 | nome=Felipe | acao=escreveu o relatorio | valor=2687
linha=3766 | nome=Gabriela | acao=estudou computacao | valor=3377
linha=3767 | nome=Helena | acao=escreveu o relatorio | valor=8154
linha=3768 | nome=Helena | acao=executou o benchmark | valor=6659
linha=3769 | nome=Bruno | acao=escreveu o relatorio | valor=8211
linha=3770 | nome=Paulo | acao=fez um experimento | valor=4130
linha=3771 | nome=Ana | acao=comparou as metricas | valor=3663
linha=3772 | nome=Felipe | acao=escreveu o relatorio | valor=1714
linha=3773 | nome=Renata | acao=escreveu o relatorio | valor=4181
linha=3774 | nome=Renata | acao=participou da aula | valor=1782
linha=3775 | nome=Daniela | acao=analisou os resultados | valor=2524
linha=3776 | nome=Helena | acao=comparou as metricas | valor=9199
linha=3777 | nome=Mariana | acao=otimizou o algoritmo | valor=5181
linha=3778 | nome=Otavio | acao=comparou as metricas | valor=9135
linha=3779 | nome=Mariana | acao=analisou os resultados | valor=4089
linha=3780 | nome=Eduarda | acao=estudou computacao | valor=1563
linha=3781 | nome=Joao | acao=analisou os resultados | valor=8295
linha=3782 | nome=Sofia | acao=otimizou o algoritmo | valor=3724
linha=3783 | nome=Mariana | acao=escreveu o relatorio | valor=1458
linha=3784 | nome=Paulo | acao=estudou computacao | valor=5696
linha=3785 | nome=Helena | acao=participou da aula | valor=1277
linha=3786 | nome=Felipe | acao=comparou as metricas | valor=4772
linha=3787 | nome=Gabriela | acao=participou da aula | valor=8184
linha=3788 | nome=Tiago | acao=executou o benchmark | valor=6116
linha=3789 | nome=Daniela | acao=fez um experimento | valor=7658
linha=3790 | nome=Daniela | acao=participou da aula | valor=8464
linha=3791 | nome=Mariana | acao=executou o benchmark | valor=2400
linha=3792 | nome=Bruno | acao=otimizou o algoritmo | valor=5726
linha=3793 | nome=Mariana | acao=escreveu o relatorio | valor=6230
linha=3794 | nome=Joao | acao=analisou os resultados | valor=8463
linha=3795 | nome=Otavio | acao=escreveu o relatorio | valor=6028
linha=3796 | nome=Joao | acao=analisou os resultados | valor=3470
linha=3797 | nome=Daniela | acao=estudou computacao | valor=1774
linha=3798 | nome=Renata | acao=estudou computacao | valor=9448
linha=3799 | nome=Felipe | acao=comparou as metricas | valor=8158
linha=3800 | nome=Karen | acao=participou da aula | valor=4213
linha=3801 | nome=Felipe | acao=otimizou o algoritmo | valor=2920
linha=3802 | nome=Igor | acao=estudou computacao | valor=5139
linha=3803 | nome=Paulo | acao=analisou os resultados | valor=3583
linha=3804 | nome=Helena | acao=escreveu o relatorio | valor=3495
linha=3805 | nome=Gabriela | acao=comparou as metricas | valor=6484
linha=3806 | nome=Paulo | acao=analisou os resultados | valor=5094
linha=3807 | nome=Bruno | acao=analisou os resultados | valor=2791
linha=3808 | nome=Sofia | acao=escreveu o relatorio | valor=9525
linha=3809 | nome=Eduarda | acao=escreveu o relatorio | valor=2432
linha=3810 | nome=Vitor | acao=analisou os resultados | valor=4828
linha=3811 | nome=Paulo | acao=fez um experimento | valor=3161
linha=3812 | nome=Karen | acao=analisou os resultados | valor=3871
linha=3813 | nome=Ana | acao=otimizou o algoritmo | valor=4238
linha=3814 | nome=Otavio | acao=estudou computacao | valor=3410
linha=3815 | nome=Otavio | acao=participou da aula | valor=5649
linha=3816 | nome=Daniela | acao=analisou os resultados | valor=4551
linha=3817 | nome=Tiago | acao=participou da aula | valor=3844
linha=3818 | nome=Mariana | acao=participou da aula | valor=6409
linha=3819 | nome=Eduarda | acao=otimizou o algoritmo | valor=4738
linha=3820 | nome=Vitor | acao=executou o benchmark | valor=7454
linha=3821 | nome=Natalia | acao=analisou os resultados | valor=9706
linha=3822 | nome=Helena | acao=comparou as metricas | valor=6423
linha=3823 | nome=Daniela | acao=estudou computacao | valor=8420
linha=3824 | nome=Sofia | acao=participou da aula | valor=4540
linha=3825 | nome=Lucas | acao=escreveu o relatorio | valor=3454
linha=3826 | nome=Vitor | acao=executou o benchmark | valor=6155
linha=3827 | nome=Mariana | acao=executou o benchmark | valor=8845
linha=3828 | nome=Lucas | acao=escreveu o relatorio | valor=5403
linha=3829 | nome=Sofia | acao=estudou computacao | valor=3963
linha=3830 | nome=Daniela | acao=escreveu o relatorio | valor=2184
linha=3831 | nome=Igor | acao=participou da aula | valor=8713
linha=3832 | nome=Natalia | acao=executou o benchmark | valor=6639
linha=3833 | nome=Paulo | acao=participou da aula | valor=5589
linha=3834 | nome=Bruno | acao=comparou as metricas | valor=5225
linha=3835 | nome=Joao | acao=otimizou o algoritmo | valor=6730
linha=3836 | nome=Bruno | acao=otimizou o algoritmo | valor=4870
linha=3837 | nome=Helena | acao=escreveu o relatorio | valor=2273
linha=3838 | nome=Karen | acao=otimizou o algoritmo | valor=4960
linha=3839 | nome=Vitor | acao=estudou computacao | valor=4447
linha=3840 | nome=Mariana | acao=executou o benchmark | valor=1649
linha=3841 | nome=Carlos | acao=comparou as metricas | valor=1910
linha=3842 | nome=Karen | acao=participou da aula | valor=5067
linha=3843 | nome=Gabriela | acao=participou da aula | valor=8417
linha=3844 | nome=Sofia | acao=analisou os resultados | valor=7113
linha=3845 | nome=Carlos | acao=analisou os resultados | valor=9581
linha=3846 | nome=Tiago | acao=analisou os resultados | valor=6995
linha=3847 | nome=Lucas | acao=escreveu o relatorio | valor=3353
linha=3848 | nome=Joao | acao=executou o benchmark | valor=4036
linha=3849 | nome=Sofia | acao=comparou as metricas | valor=3332
linha=3850 | nome=Lucas | acao=otimizou o algoritmo | valor=7013
linha=3851 | nome=Daniela | acao=participou da aula | valor=4681
linha=3852 | nome=Mariana | acao=escreveu o relatorio | valor=8486
linha=3853 | nome=Joao | acao=fez um experimento | valor=4150
linha=3854 | nome=Vitor | acao=comparou as metricas | valor=9949
linha=3855 | nome=Karen | acao=otimizou o algoritmo | valor=1133
linha=3856 | nome=Otavio | acao=analisou os resultados | valor=8122
linha=3857 | nome=Natalia | acao=fez um experimento | valor=2948
linha=3858 | nome=Ana | acao=fez um experimento | valor=3411
linha=3859 | nome=Carlos | acao=executou o benchmark | valor=6486
linha=3860 | nome=Felipe | acao=otimizou o algoritmo | valor=2784
linha=3861 | nome=Lucas | acao=analisou os resultados | valor=7970
linha=3862 | nome=Felipe | acao=executou o benchmark | valor=4999
linha=3863 | nome=Lucas | acao=analisou os resultados | valor=3651
linha=3864 | nome=Felipe | acao=fez um experimento | valor=9522
linha=3865 | nome=Gabriela | acao=executou o benchmark | valor=5255
linha=3866 | nome=Bruno | acao=comparou as metricas | valor=5351
linha=3867 | nome=Sofia | acao=comparou as metricas | valor=7156
linha=3868 | nome=Helena | acao=fez um experimento | valor=9103
linha=3869 | nome=Mariana | acao=analisou os resultados | valor=6058
linha=3870 | nome=Daniela | acao=otimizou o algoritmo | valor=1448
linha=3871 | nome=Igor | acao=executou o benchmark | valor=9084
linha=3872 | nome=Igor | acao=executou o benchmark | valor=2105
linha=3873 | nome=Joao | acao=escreveu o relatorio | valor=8422
linha=3874 | nome=Renata | acao=executou o benchmark | valor=4874
linha=3875 | nome=Karen | acao=analisou os resultados | valor=4730
linha=3876 | nome=Otavio | acao=otimizou o algoritmo | valor=2986
linha=3877 | nome=Renata | acao=escreveu o relatorio | valor=3577
linha=3878 | nome=Eduarda | acao=escreveu o relatorio | valor=8836
linha=3879 | nome=Otavio | acao=analisou os resultados | valor=4260
linha=3880 | nome=Ana | acao=analisou os resultados | valor=5882
linha=3881 | nome=Mariana | acao=analisou os resultados | valor=8687
linha=3882 | nome=Lucas | acao=estudou computacao | valor=9431
linha=3883 | nome=Mariana | acao=participou da aula | valor=5593
linha=3884 | nome=Eduarda | acao=executou o benchmark | valor=1487
linha=3885 | nome=Tiago | acao=analisou os resultados | valor=5969
linha=3886 | nome=Renata | acao=escreveu o relatorio | valor=7586
linha=3887 | nome=Renata | acao=escreveu o relatorio | valor=1092
linha=3888 | nome=Bruno | acao=comparou as metricas | valor=9387
linha=3889 | nome=Ana | acao=comparou as metricas | valor=2410
linha=3890 | nome=Karen | acao=executou o benchmark | valor=1456
linha=3891 | nome=Renata | acao=comparou as metricas | valor=7333
linha=3892 | nome=Lucas | acao=comparou as metricas | valor=9260
linha=3893 | nome=Sofia | acao=estudou computacao | valor=5598
linha=3894 | nome=Otavio | acao=fez um experimento | valor=1677
linha=3895 | nome=Felipe | acao=otimizou o algoritmo | valor=9598
linha=3896 | nome=Tiago | acao=escreveu o relatorio | valor=9049
linha=3897 | nome=Igor | acao=fez um experimento | valor=1734
linha=3898 | nome=Ana | acao=estudou computacao | valor=3851
linha=3899 | nome=Ana | acao=analisou os resultados | valor=9613
linha=3900 | nome=Mariana | acao=fez um experimento | valor=9566
linha=3901 | nome=Igor | acao=estudou computacao | valor=1960
linha=3902 | nome=Daniela | acao=comparou as metricas | valor=6163
linha=3903 | nome=Bruno | acao=escreveu o relatorio | valor=5940
linha=3904 | nome=Vitor | acao=analisou os resultados | valor=4284
linha=3905 | nome=Karen | acao=escreveu o relatorio | valor=8726
linha=3906 | nome=Otavio | acao=fez um experimento | valor=3312
linha=3907 | nome=Otavio | acao=participou da aula | valor=8399
linha=3908 | nome=Carlos | acao=analisou os resultados | valor=1432
linha=3909 | nome=Eduarda | acao=analisou os resultados | valor=8309
linha=3910 | nome=Felipe | acao=otimizou o algoritmo | valor=8688
linha=3911 | nome=Karen | acao=otimizou o algoritmo | valor=6479
linha=3912 | nome=Paulo | acao=comparou as metricas | valor=7673
linha=3913 | nome=Mariana | acao=analisou os resultados | valor=7776
linha=3914 | nome=Lucas | acao=escreveu o relatorio | valor=2119
linha=3915 | nome=Karen | acao=fez um experimento | valor=7165
linha=3916 | nome=Otavio | acao=escreveu o relatorio | valor=5721
linha=3917 | nome=Joao | acao=fez um experimento | valor=7331
linha=3918 | nome=Gabriela | acao=analisou os resultados | valor=3426
linha=3919 | nome=Vitor | acao=comparou as metricas | valor=8265
linha=3920 | nome=Eduarda | acao=escreveu o relatorio | valor=4446
linha=3921 | nome=Daniela | acao=otimizou o algoritmo | valor=5948
linha=3922 | nome=Renata | acao=executou o benchmark | valor=4773
linha=3923 | nome=Helena | acao=otimizou o algoritmo | valor=3953
linha=3924 | nome=Vitor | acao=otimizou o algoritmo | valor=3230
linha=3925 | nome=Otavio | acao=analisou os resultados | valor=4077
linha=3926 | nome=Helena | acao=otimizou o algoritmo | valor=5418
linha=3927 | nome=Bruno | acao=analisou os resultados | valor=5662
linha=3928 | nome=Gabriela | acao=otimizou o algoritmo | valor=9581
linha=3929 | nome=Daniela | acao=estudou computacao | valor=6437
linha=3930 | nome=Helena | acao=fez um experimento | valor=8295
linha=3931 | nome=Mariana | acao=fez um experimento | valor=3120
linha=3932 | nome=Otavio | acao=analisou os resultados | valor=7027
linha=3933 | nome=Paulo | acao=executou o benchmark | valor=4013
linha=3934 | nome=Vitor | acao=fez um experimento | valor=5969
linha=3935 | nome=Igor | acao=otimizou o algoritmo | valor=9834
linha=3936 | nome=Eduarda | acao=executou o benchmark | valor=7038
linha=3937 | nome=Joao | acao=participou da aula | valor=4407
linha=3938 | nome=Sofia | acao=escreveu o relatorio | valor=5890
linha=3939 | nome=Eduarda | acao=estudou computacao | valor=1881
linha=3940 | nome=Felipe | acao=participou da aula | valor=3713
linha=3941 | nome=Mariana | acao=fez um experimento | valor=6857
linha=3942 | nome=Otavio | acao=escreveu o relatorio | valor=9710
linha=3943 | nome=Mariana | acao=fez um experimento | valor=1730
linha=3944 | nome=Gabriela | acao=fez um experimento | valor=7809
linha=3945 | nome=Sofia | acao=executou o benchmark | valor=2061
linha=3946 | nome=Daniela | acao=executou o benchmark | valor=4184
linha=3947 | nome=Lucas | acao=otimizou o algoritmo | valor=5548
linha=3948 | nome=Bruno | acao=participou da aula | valor=2696
linha=3949 | nome=Renata | acao=estudou computacao | valor=1555
linha=3950 | nome=Otavio | acao=fez um experimento | valor=7937
linha=3951 | nome=Lucas | acao=participou da aula | valor=4824
linha=3952 | nome=Sofia | acao=executou o benchmark | valor=9009
linha=3953 | nome=Sofia | acao=fez um experimento | valor=1402
linha=3954 | nome=Tiago | acao=analisou os resultados | valor=3463
linha=3955 | nome=Lucas | acao=executou o benchmark | valor=2148
linha=3956 | nome=Igor | acao=participou da aula | valor=4952
linha=3957 | nome=Sofia | acao=otimizou o algoritmo | valor=4360
linha=3958 | nome=Gabriela | acao=estudou computacao | valor=6387
linha=3959 | nome=Bruno | acao=comparou as metricas | valor=6897
linha=3960 | nome=Natalia | acao=fez um experimento | valor=8584
linha=3961 | nome=Mariana | acao=escreveu o relatorio | valor=3027
linha=3962 | nome=Vitor | acao=participou da aula | valor=9201
linha=3963 | nome=Renata | acao=escreveu o relatorio | valor=8440
linha=3964 | nome=Eduarda | acao=otimizou o algoritmo | valor=7716
linha=3965 | nome=Joao | acao=otimizou o algoritmo | valor=7976
linha=3966 | nome=Gabriela | acao=comparou as metricas | valor=3846
linha=3967 | nome=Vitor | acao=fez um experimento | valor=9037
linha=3968 | nome=Karen | acao=analisou os resultados | valor=7115
linha=3969 | nome=Paulo | acao=otimizou o algoritmo | valor=9050
linha=3970 | nome=Otavio | acao=otimizou o algoritmo | valor=8180
linha=3971 | nome=Sofia | acao=otimizou o algoritmo | valor=2879
linha=3972 | nome=Tiago | acao=participou da aula | valor=7339
linha=3973 | nome=Eduarda | acao=analisou os resultados | valor=4343
linha=3974 | nome=Joao | acao=fez um experimento | valor=8358
linha=3975 | nome=Igor | acao=escreveu o relatorio | valor=1519
linha=3976 | nome=Renata | acao=estudou computacao | valor=4881
linha=3977 | nome=Renata | acao=otimizou o algoritmo | valor=8180
linha=3978 | nome=Mariana | acao=otimizou o algoritmo | valor=9035
linha=3979 | nome=Paulo | acao=participou da aula | valor=2207
linha=3980 | nome=Daniela | acao=analisou os resultados | valor=4332
linha=3981 | nome=Felipe | acao=estudou computacao | valor=3620
linha=3982 | nome=Natalia | acao=estudou computacao | valor=5865
linha=3983 | nome=Sofia | acao=comparou as metricas | valor=2047
linha=3984 | nome=Sofia | acao=executou o benchmark | valor=6214
linha=3985 | nome=Otavio | acao=escreveu o relatorio | valor=7237
linha=3986 | nome=Helena | acao=executou o benchmark | valor=4510
linha=3987 | nome=Renata | acao=comparou as metricas | valor=5578
linha=3988 | nome=Otavio | acao=escreveu o relatorio | valor=5247
linha=3989 | nome=Sofia | acao=otimizou o algoritmo | valor=5493
linha=3990 | nome=Bruno | acao=executou o benchmark | valor=3172
linha=3991 | nome=Lucas | acao=participou da aula | valor=5927
linha=3992 | nome=Mariana | acao=otimizou o algoritmo | valor=1200
linha=3993 | nome=Gabriela | acao=comparou as metricas | valor=8376
linha=3994 | nome=Karen | acao=participou da aula | valor=9582
linha=3995 | nome=Lucas | acao=estudou computacao | valor=2221
linha=3996 | nome=Vitor | acao=comparou as metricas | valor=9828
linha=3997 | nome=Joao | acao=comparou as metricas | valor=4018
linha=3998 | nome=Natalia | acao=fez um experimento | valor=1789
linha=3999 | nome=Renata | acao=executou o benchmark | valor=8372
linha=4000 | nome=Gabriela | acao=analisou os resultados | valor=7229
linha=4001 | nome=Felipe | acao=estudou computacao | valor=8177
linha=4002 | nome=Helena | acao=fez um experimento | valor=3283
linha=4003 | nome=Gabriela | acao=comparou as metricas | valor=6431
linha=4004 | nome=Vitor | acao=fez um experimento | valor=7657
linha=4005 | nome=Ana | acao=comparou as metricas | valor=1239
linha=4006 | nome=Eduarda | acao=escreveu o relatorio | valor=6683
linha=4007 | nome=Gabriela | acao=participou da aula | valor=7296
linha=4008 | nome=Igor | acao=comparou as metricas | valor=8825
linha=4009 | nome=Renata | acao=comparou as metricas | valor=1152
linha=4010 | nome=Karen | acao=comparou as metricas | valor=4959
linha=4011 | nome=Karen | acao=fez um experimento | valor=6932
linha=4012 | nome=Bruno | acao=analisou os resultados | valor=9908
linha=4013 | nome=Karen | acao=otimizou o algoritmo | valor=7209
linha=4014 | nome=Renata | acao=comparou as metricas | valor=9410
linha=4015 | nome=Bruno | acao=fez um experimento | valor=9690
linha=4016 | nome=Otavio | acao=participou da aula | valor=5884
linha=4017 | nome=Paulo | acao=otimizou o algoritmo | valor=7862
linha=4018 | nome=Tiago | acao=executou o benchmark | valor=8531
linha=4019 | nome=Eduarda | acao=analisou os resultados | valor=3460
linha=4020 | nome=Mariana | acao=fez um experimento | valor=5304
linha=4021 | nome=Gabriela | acao=estudou computacao | valor=6428
linha=4022 | nome=Vitor | acao=participou da aula | valor=5765
linha=4023 | nome=Vitor | acao=otimizou o algoritmo | valor=2998
linha=4024 | nome=Karen | acao=estudou computacao | valor=4659
linha=4025 | nome=Natalia | acao=estudou computacao | valor=5146
linha=4026 | nome=Otavio | acao=estudou computacao | valor=9922
linha=4027 | nome=Joao | acao=comparou as metricas | valor=6849
linha=4028 | nome=Otavio | acao=estudou computacao | valor=8227
linha=4029 | nome=Igor | acao=fez um experimento | valor=3590
linha=4030 | nome=Tiago | acao=escreveu o relatorio | valor=5395
linha=4031 | nome=Sofia | acao=otimizou o algoritmo | valor=4411
linha=4032 | nome=Sofia | acao=executou o benchmark | valor=3939
linha=4033 | nome=Daniela | acao=escreveu o relatorio | valor=4341
linha=4034 | nome=Tiago | acao=analisou os resultados | valor=6134
linha=4035 | nome=Renata | acao=comparou as metricas | valor=5321
linha=4036 | nome=Natalia | acao=analisou os resultados | valor=8445
linha=4037 | nome=Paulo | acao=estudou computacao | valor=1910
linha=4038 | nome=Eduarda | acao=participou da aula | valor=2489
linha=4039 | nome=Mariana | acao=comparou as metricas | valor=8495
linha=4040 | nome=Karen | acao=estudou computacao | valor=7989
linha=4041 | nome=Tiago | acao=escreveu o relatorio | valor=9135
linha=4042 | nome=Sofia | acao=analisou os resultados | valor=9857
linha=4043 | nome=Otavio | acao=fez um experimento | valor=6347
linha=4044 | nome=Paulo | acao=fez um experimento | valor=4294
linha=4045 | nome=Ana | acao=participou da aula | valor=1240
linha=4046 | nome=Daniela | acao=analisou os resultados | valor=8949
linha=4047 | nome=Renata | acao=fez um experimento | valor=4047
linha=4048 | nome=Sofia | acao=fez um experimento | valor=7359
linha=4049 | nome=Carlos | acao=comparou as metricas | valor=4588
linha=4050 | nome=Gabriela | acao=executou o benchmark | valor=6359
linha=4051 | nome=Igor | acao=comparou as metricas | valor=1630
linha=4052 | nome=Ana | acao=participou da aula | valor=1425
linha=4053 | nome=Daniela | acao=comparou as metricas | valor=4175
linha=4054 | nome=Mariana | acao=analisou os resultados | valor=6785
linha=4055 | nome=Paulo | acao=participou da aula | valor=3163
linha=4056 | nome=Igor | acao=escreveu o relatorio | valor=2676
linha=4057 | nome=Felipe | acao=estudou computacao | valor=1516
linha=4058 | nome=Sofia | acao=escreveu o relatorio | valor=3660
linha=4059 | nome=Bruno | acao=escreveu o relatorio | valor=7575
linha=4060 | nome=Gabriela | acao=executou o benchmark | valor=1267
linha=4061 | nome=Paulo | acao=participou da aula | valor=2428
linha=4062 | nome=Carlos | acao=fez um experimento | valor=7356
linha=4063 | nome=Sofia | acao=comparou as metricas | valor=7122
linha=4064 | nome=Otavio | acao=comparou as metricas | valor=6690
linha=4065 | nome=Eduarda | acao=estudou computacao | valor=2491
linha=4066 | nome=Otavio | acao=estudou computacao | valor=3104
linha=4067 | nome=Otavio | acao=analisou os resultados | valor=4231
linha=4068 | nome=Natalia | acao=comparou as metricas | valor=2072
linha=4069 | nome=Igor | acao=escreveu o relatorio | valor=1384
linha=4070 | nome=Joao | acao=otimizou o algoritmo | valor=3801
linha=4071 | nome=Felipe | acao=escreveu o relatorio | valor=6334
linha=4072 | nome=Natalia | acao=analisou os resultados | valor=9077
linha=4073 | nome=Vitor | acao=escreveu o relatorio | valor=7660
linha=4074 | nome=Daniela | acao=executou o benchmark | valor=4376
linha=4075 | nome=Natalia | acao=executou o benchmark | valor=4636
linha=4076 | nome=Mariana | acao=escreveu o relatorio | valor=3361
linha=4077 | nome=Natalia | acao=fez um experimento | valor=7187
linha=4078 | nome=Mariana | acao=analisou os resultados | valor=9878
linha=4079 | nome=Mariana | acao=fez um experimento | valor=8506
linha=4080 | nome=Sofia | acao=executou o benchmark | valor=4661
linha=4081 | nome=Otavio | acao=analisou os resultados | valor=5653
linha=4082 | nome=Ana | acao=executou o benchmark | valor=7321
linha=4083 | nome=Lucas | acao=escreveu o relatorio | valor=5047
linha=4084 | nome=Lucas | acao=comparou as metricas | valor=6098
linha=4085 | nome=Lucas | acao=executou o benchmark | valor=1592
linha=4086 | nome=Helena | acao=escreveu o relatorio | valor=6966
linha=4087 | nome=Ana | acao=comparou as metricas | valor=8570
linha=4088 | nome=Sofia | acao=estudou computacao | valor=9793
linha=4089 | nome=Paulo | acao=participou da aula | valor=1300
linha=4090 | nome=Renata | acao=executou o benchmark | valor=1697
linha=4091 | nome=Mariana | acao=fez um experimento | valor=7482
linha=4092 | nome=Lucas | acao=comparou as metricas | valor=3035
linha=4093 | nome=Natalia | acao=fez um experimento | valor=8314
linha=4094 | nome=Eduarda | acao=executou o benchmark | valor=3310
linha=4095 | nome=Joao | acao=fez um experimento | valor=5673
linha=4096 | nome=Carlos | acao=fez um experimento | valor=4919
linha=4097 | nome=Vitor | acao=estudou computacao | valor=6869
linha=4098 | nome=Carlos | acao=comparou as metricas | valor=3295
linha=4099 | nome=Ana | acao=escreveu o relatorio | valor=8876
linha=4100 | nome=Eduarda | acao=participou da aula | valor=3289
linha=4101 | nome=Gabriela | acao=escreveu o relatorio | valor=8438
linha=4102 | nome=Paulo | acao=escreveu o relatorio | valor=7422
linha=4103 | nome=Daniela | acao=fez um experimento | valor=8832
linha=4104 | nome=Sofia | acao=estudou computacao | valor=3150
linha=4105 | nome=Joao | acao=fez um experimento | valor=6758
linha=4106 | nome=Felipe | acao=executou o benchmark | valor=4548
linha=4107 | nome=Natalia | acao=executou o benchmark | valor=7962
linha=4108 | nome=Helena | acao=escreveu o relatorio | valor=4045
linha=4109 | nome=Renata | acao=otimizou o algoritmo | valor=8983
linha=4110 | nome=Joao | acao=analisou os resultados | valor=7601
linha=4111 | nome=Helena | acao=analisou os resultados | valor=6459
linha=4112 | nome=Carlos | acao=fez um experimento | valor=3920
linha=4113 | nome=Lucas | acao=fez um experimento | valor=3446
linha=4114 | nome=Carlos | acao=estudou computacao | valor=9846
linha=4115 | nome=Sofia | acao=estudou computacao | valor=8478
linha=4116 | nome=Renata | acao=comparou as metricas | valor=1417
linha=4117 | nome=Igor | acao=otimizou o algoritmo | valor=5264
linha=4118 | nome=Paulo | acao=analisou os resultados | valor=2333
linha=4119 | nome=Eduarda | acao=escreveu o relatorio | valor=6895
linha=4120 | nome=Mariana | acao=analisou os resultados | valor=7488
linha=4121 | nome=Bruno | acao=analisou os resultados | valor=7040
linha=4122 | nome=Karen | acao=comparou as metricas | valor=9721
linha=4123 | nome=Daniela | acao=estudou computacao | valor=1033
