linha=1 | nome=Bruno | acao=escreveu o relatorio | valor=8028
linha=4168 | nome=Helena | acao=executou o benchmark | valor=2920
linha=4169 | nome=Tiago | acao=fez um experimento | valor=9426
linha=4170 | nome=Gabriela | acao=otimizou o algoritmo | valor=4428
linha=4171 | nome=Mariana | acao=analisou os resultados | valor=2298
linha=4172 | nome=Karen | acao=fez um experimento | valor=8026
linha=4173 | nome=Renata | acao=comparou as metricas | valor=8379
linha=4174 | nome=Helena | acao=analisou os resultados | valor=7444
linha=4175 | nome=Felipe | acao=fez um experimento | valor=2648
linha=4176 | nome=Carlos | acao=participou da aula | valor=9239
linha=4177 | nome=Gabriela | acao=fez um experimento | valor=4108
linha=4178 | nome=Ana | acao=analisou os resultados | valor=8642
linha=4179 | nome=Sofia | acao=participou da aula | valor=9877
linha=4180 | nome=Gabriela | acao=otimizou o algoritmo | valor=2403
linha=4181 | nome=Paulo | acao=estudou computacao | valor=3363
linha=4182 | nome=Sofia | acao=fez um experimento | valor=9930
linha=4183 | nome=Karen | acao=analisou os resultados | valor=5884
linha=4184 | nome=Tiago | acao=executou o benchmark | valor=9693
linha=4185 | nome=Karen | acao=otimizou o algoritmo | valor=7758
linha=4186 | nome=Lucas | acao=executou o benchmark | valor=4863
linha=4187 | nome=Daniela | acao=participou da aula | valor=4686
linha=4188 | nome=Mariana | acao=otimizou o algoritmo | valor=9140
linha=4189 | nome=Lucas | acao=participou da aula | valor=6608
linha=4190 | nome=Tiago | acao=escreveu o relatorio | valor=3983
linha=4191 | nome=Igor | acao=comparou as metricas | valor=1957
linha=4192 | nome=Lucas | acao=fez um experimento | valor=2980
linha=4193 | nome=Daniela | acao=comparou as metricas | valor=3578
linha=4194 | nome=Karen | acao=escreveu o relatorio | valor=4220
linha=4195 | nome=Vitor | acao=participou da aula | valor=7336
linha=4196 | nome=Karen | acao=otimizou o algoritmo | valor=8964
linha=4197 | nome=Carlos | acao=fez um experimento | valor=4043
linha=4198 | nome=Daniela | acao=comparou as metricas | valor=4726
linha=4199 | nome=Otavio | acao=estudou computacao | valor=9539
linha=4200 | nome=Carlos | acao=estudou computacao | valor=6997
linha=4201 | nome=Igor | acao=otimizou o algoritmo | valor=9293
linha=4202 | nome=Lucas | acao=estudou computacao | valor=4351
linha=4203 | nome=Renata | acao=otimizou o algoritmo | valor=3103
linha=4204 | nome=Sofia | acao=fez um experimento | valor=5313
linha=4205 | nome=Renata | acao=escreveu o relatorio | valor=2182
linha=4206 | nome=Joao | acao=otimizou o algoritmo | valor=3259
linha=4207 | nome=Vitor | acao=fez um experimento | valor=3753
linha=4208 | nome=Daniela | acao=fez um experimento | valor=6920
linha=4209 | nome=Lucas | acao=estudou computacao | valor=8874
linha=4210 | nome=Renata | acao=comparou as metricas | valor=7766
linha=4211 | nome=Gabriela | acao=participou da aula | valor=4734
linha=4212 | nome=Mariana | acao=analisou os resultados | valor=2917
linha=4213 | nome=Tiago | acao=estudou computacao | valor=3469
linha=4214 | nome=Helena | acao=fez um experimento | valor=2853
linha=4215 | nome=Otavio | acao=executou o benchmark | valor=2255
linha=4216 | nome=Vitor | acao=participou da aula | valor=4654
linha=4217 | nome=Natalia | acao=fez um experimento | valor=7394
linha=4218 | nome=Eduarda | acao=otimizou o algoritmo | valor=8242
linha=4219 | nome=Igor | acao=escreveu o relatorio | valor=3710
linha=4220 | nome=Igor | acao=fez um experimento | valor=7421
linha=4221 | nome=Gabriela | acao=comparou as metricas | valor=8741
linha=4222 | nome=Lucas | acao=fez um experimento | valor=7002
linha=4223 | nome=Bruno | acao=participou da aula | valor=1483
linha=4224 | nome=Eduarda | acao=analisou os resultados | valor=1984
linha=4225 | nome=Joao | acao=escreveu o relatorio | valor=5349
linha=4226 | nome=Paulo | acao=executou o benchmark | valor=5491
linha=4227 | nome=Paulo | acao=escreveu o relatorio | valor=8074
linha=4228 | nome=Carlos | acao=otimizou o algoritmo | valor=6927
linha=4229 | nome=Otavio | acao=otimizou o algoritmo | valor=3749
linha=4230 | nome=Daniela | acao=escreveu o relatorio | valor=8230
linha=4231 | nome=Vitor | acao=fez um experimento | valor=1089
linha=4232 | nome=Felipe | acao=analisou os resultados | valor=7566
linha=4233 | nome=Ana | acao=comparou as metricas | valor=2565
linha=4234 | nome=Igor | acao=otimizou o algoritmo | valor=8734
linha=4235 | nome=Paulo | acao=otimizou o algoritmo | valor=9065
linha=4236 | nome=Bruno | acao=executou o benchmark | valor=9987
linha=4237 | nome=Igor | acao=executou o benchmark | valor=1472
linha=4238 | nome=Vitor | acao=otimizou o algoritmo | valor=6070
linha=4239 | nome=Natalia | acao=fez um experimento | valor=8833
linha=4240 | nome=Paulo | acao=estudou computacao | valor=3063
linha=4241 | nome=Natalia | acao=otimizou o algoritmo | valor=5931
linha=4242 | nome=Carlos | acao=otimizou o algoritmo | valor=1433
linha=4243 | nome=Paulo | acao=otimizou o algoritmo | valor=4465
linha=4244 | nome=Karen | acao=participou da aula | valor=2322
linha=4245 | nome=Igor | acao=escreveu o relatorio | valor=7326
linha=4246 | nome=Mariana | acao=otimizou o algoritmo | valor=9213
linha=4247 | nome=Daniela | acao=otimizou o algoritmo | valor=9423
linha=4248 | nome=Gabriela | acao=executou o benchmark | valor=6774
linha=4249 | nome=Renata | acao=executou o benchmark | valor=8619
linha=4250 | nome=Gabriela | acao=otimizou o algoritmo | valor=7148
linha=4251 | nome=Mariana | acao=participou da aula | valor=3834
linha=4252 | nome=Gabriela | acao=otimizou o algoritmo | valor=5829
linha=4253 | nome=Joao | acao=participou da aula | valor=2831
linha=4254 | nome=Paulo | acao=escreveu o relatorio | valor=4488
linha=4255 | nome=Helena | acao=analisou os resultados | valor=8593
linha=4256 | nome=Eduarda | acao=otimizou o algoritmo | valor=9061
linha=4257 | nome=Tiago | acao=analisou os resultados | valor=6878
linha=4258 | nome=Tiago | acao=executou o benchmark | valor=5547
linha=4259 | nome=Renata | acao=analisou os resultados | valor=1125
linha=4260 | nome=Ana | acao=executou o benchmark | valor=9416
linha=4261 | nome=Paulo | acao=comparou as metricas | valor=1028
linha=4262 | nome=Bruno | acao=analisou os resultados | valor=1079
linha=4263 | nome=Natalia | acao=estudou computacao | valor=1774
linha=4264 | nome=Gabriela | acao=participou da aula | valor=1620
linha=4265 | nome=Carlos | acao=analisou os resultados | valor=6484
linha=4266 | nome=Vitor | acao=comparou as metricas | valor=4439
linha=4267 | nome=Daniela | acao=estudou computacao | valor=4488
linha=4268 | nome=Renata | acao=escreveu o relatorio | valor=8628
linha=4269 | nome=Mariana | acao=fez um experimento | valor=6977
linha=4270 | nome=Sofia | acao=executou o benchmark | valor=7024
linha=4271 | nome=Igor | acao=participou da aula | valor=8113
linha=4272 | nome=Ana | acao=comparou as metricas | valor=1980
linha=4273 | nome=Bruno | acao=analisou os resultados | valor=4836
linha=4274 | nome=Eduarda | acao=analisou os resultados | valor=4723
linha=4275 | nome=Sofia | acao=estudou computacao | valor=3943
linha=4276 | nome=Paulo | acao=fez um experimento | valor=7984
linha=4277 | nome=Renata | acao=estudou computacao | valor=7709
linha=4278 | nome=Carlos | acao=estudou computacao | valor=8857
linha=4279 | nome=Renata | acao=fez um experimento | valor=9703
linha=4280 | nome=Helena | acao=participou da aula | valor=4578
linha=4281 | nome=Helena | acao=comparou as metricas | valor=4238
linha=4282 | nome=Mariana | acao=fez um experimento | valor=4145
linha=4283 | nome=Igor | acao=executou o benchmark | valor=9159
linha=4284 | nome=Joao | acao=participou da aula | valor=7990
linha=4285 | nome=Mariana | acao=executou o benchmark | valor=4605
linha=4286 | nome=Daniela | acao=comparou as metricas | valor=7458
linha=4287 | nome=Eduarda | acao=fez um experimento | valor=6291
linha=4288 | nome=Igor | acao=participou da aula | valor=6683
linha=4289 | nome=Bruno | acao=executou o benchmark | valor=5650
linha=4290 | nome=Mariana | acao=participou da aula | valor=8542
linha=4291 | nome=Mariana | acao=fez um experimento | valor=5088
linha=4292 | nome=Helena | acao=comparou as metricas | valor=6847
linha=4293 | nome=Paulo | acao=executou o benchmark | valor=5557
linha=4294 | nome=Mariana | acao=otimizou o algoritmo | valor=9351
linha=4295 | nome=Ana | acao=otimizou o algoritmo | valor=3092
linha=4296 | nome=Mariana | acao=participou da aula | valor=6461
linha=4297 | nome=Karen | acao=fez um experimento | valor=5935
linha=4298 | nome=Otavio | acao=executou o benchmark | valor=7187
linha=4299 | nome=Felipe | acao=estudou computacao | valor=5077
linha=4300 | nome=Eduarda | acao=estudou computacao | valor=3835
linha=4301 | nome=Renata | acao=escreveu o relatorio | valor=6853
linha=4302 | nome=Ana | acao=analisou os resultados | valor=4698
linha=4303 | nome=Tiago | acao=fez um experimento | valor=9622
linha=4304 | nome=Gabriela | acao=fez um experimento | valor=5757
linha=4305 | nome=Carlos | acao=comparou as metricas | valor=8314
linha=4306 | nome=Bruno | acao=participou da aula | valor=5298
linha=4307 | nome=Ana | acao=participou da aula | valor=4094
linha=4308 | nome=Helena | acao=analisou os resultados | valor=1168
linha=4309 | nome=Helena | acao=executou o benchmark | valor=3697
linha=4310 | nome=Daniela | acao=comparou as metricas | valor=3284
linha=4311 | nome=Lucas | acao=comparou as metricas | valor=9818
linha=4312 | nome=Felipe | acao=comparou as metricas | valor=8341
linha=4313 | nome=Igor | acao=executou o benchmark | valor=5434
linha=4314 | nome=Gabriela | acao=participou da aula | valor=7498
linha=4315 | nome=Sofia | acao=comparou as metricas | valor=2770
linha=4316 | nome=Helena | acao=otimizou o algoritmo | valor=5702
linha=4317 | nome=Vitor | acao=estudou computacao | valor=8632
linha=4318 | nome=Gabriela | acao=otimizou o algoritmo | valor=7359
linha=4319 | nome=Gabriela | acao=participou da aula | valor=3441
linha=4320 | nome=Eduarda | acao=comparou as metricas | valor=3863
linha=4321 | nome=Daniela | acao=participou da aula | valor=1525
linha=4322 | nome=Karen | acao=otimizou o algoritmo | valor=1290
linha=4323 | nome=Bruno | acao=escreveu o relatorio | valor=9230
linha=4324 | nome=Mariana | acao=estudou computacao | valor=2979
linha=4325 | nome=Vitor | acao=analisou os resultados | valor=2198
linha=4326 | nome=Otavio | acao=participou da aula | valor=3777
linha=4327 | nome=Mariana | acao=executou o benchmark | valor=8600
linha=4328 | nome=Mariana | acao=escreveu o relatorio | valor=2098
linha=4329 | nome=Lucas | acao=fez um experimento | valor=4003
linha=4330 | nome=Joao | acao=participou da aula | valor=2151
linha=4331 | nome=Otavio | acao=fez um experimento | valor=5178
linha=4332 | nome=Eduarda | acao=comparou as metricas | valor=3080
linha=4333 | nome=Renata | acao=participou da aula | valor=5199
linha=4334 | nome=Renata | acao=estudou computacao | valor=9210
linha=4335 | nome=Mariana | acao=comparou as metricas | valor=8458
linha=4336 | nome=Otavio | acao=executou o benchmark | valor=4228
linha=4337 | nome=Igor | acao=otimizou o algoritmo | valor=8130
linha=4338 | nome=Tiago | acao=escreveu o relatorio | valor=2105
linha=4339 | nome=Bruno | acao=escreveu o relatorio | valor=6645
linha=4340 | nome=Renata | acao=participou da aula | valor=4142
linha=4341 | nome=Daniela | acao=analisou os resultados | valor=5523
linha=4342 | nome=Karen | acao=participou da aula | valor=6420
linha=4343 | nome=Mariana | acao=escreveu o relatorio | valor=9928
linha=4344 | nome=Mariana | acao=fez um experimento | valor=5595
linha=4345 | nome=Sofia | acao=participou da aula | valor=4047
linha=4346 | nome=Sofia | acao=otimizou o algoritmo | valor=2066
linha=4347 | nome=Eduarda | acao=fez um experimento | valor=9231
linha=4348 | nome=Renata | acao=escreveu o relatorio | valor=3746
linha=4349 | nome=Ana | acao=analisou os resultados | valor=4555
linha=4350 | nome=Paulo | acao=analisou os resultados | valor=3477
linha=4351 | nome=Bruno | acao=estudou computacao | valor=4014
linha=4352 | nome=Eduarda | acao=estudou computacao | valor=4939
linha=4353 | nome=Daniela | acao=fez um experimento | valor=9784
linha=4354 | nome=Joao | acao=fez um experimento | valor=7899
linha=4355 | nome=Lucas | acao=comparou as metricas | valor=2580
linha=4356 | nome=Karen | acao=comparou as metricas | valor=4470
linha=4357 | nome=Lucas | acao=escreveu o relatorio | valor=1111
linha=4358 | nome=Natalia | acao=fez um experimento | valor=5850
linha=4359 | nome=Vitor | acao=estudou computacao | valor=2196
linha=4360 | nome=Renata | acao=estudou computacao | valor=5989
linha=4361 | nome=Lucas | acao=fez um experimento | valor=1593
linha=4362 | nome=Natalia | acao=participou da aula | valor=6817
linha=4363 | nome=Natalia | acao=fez um experimento | valor=4175
linha=4364 | nome=Natalia | acao=escreveu o relatorio | valor=6006
linha=4365 | nome=Paulo | acao=estudou computacao | valor=7689
linha=4366 | nome=Bruno | acao=participou da aula | valor=8868
linha=4367 | nome=Paulo | acao=executou o benchmark | valor=4587
linha=4368 | nome=Joao | acao=comparou as metricas | valor=7131
linha=4369 | nome=Joao | acao=fez um experimento | valor=2363
linha=4370 | nome=Karen | acao=executou o benchmark | valor=9701
linha=4371 | nome=Natalia | acao=executou o benchmark | valor=8503
linha=4372 | nome=Sofia | acao=comparou as metricas | valor=9224
linha=4373 | nome=Karen | acao=participou da aula | valor=1052
linha=4374 | nome=Ana | acao=comparou as metricas | valor=1801
linha=4375 | nome=Sofia | acao=fez um experimento | valor=9996
linha=4376 | nome=Karen | acao=otimizou o algoritmo | valor=7608
linha=4377 | nome=Lucas | acao=analisou os resultados | valor=8386
linha=4378 | nome=Mariana | acao=executou o benchmark | valor=5516
linha=4379 | nome=Lucas | acao=comparou as metricas | valor=5903
linha=4380 | nome=Igor | acao=escreveu o relatorio | valor=7180
linha=4381 | nome=Bruno | acao=fez um experimento | valor=2095
linha=4382 | nome=Felipe | acao=analisou os resultados | valor=7451
linha=4383 | nome=Eduarda | acao=otimizou o algoritmo | valor=3365
linha=4384 | nome=Joao | acao=escreveu o relatorio | valor=7201
linha=4385 | nome=Eduarda | acao=analisou os resultados | valor=8096
linha=4386 | nome=Daniela | acao=comparou as metricas | valor=1939
linha=4387 | nome=Gabriela | acao=executou o benchmark | valor=1781
linha=4388 | nome=Igor | acao=comparou as metricas | valor=5123
linha=4389 | nome=Paulo | acao=analisou os resultados | valor=9032
linha=4390 | nome=Lucas | acao=fez um experimento | valor=6389
linha=4391 | nome=Sofia | acao=escreveu o relatorio | valor=4380
linha=4392 | nome=Gabriela | acao=estudou computacao | valor=6560
linha=4393 | nome=Paulo | acao=executou o benchmark | valor=3730
linha=4394 | nome=Vitor | acao=participou da aula | valor=2946
linha=4395 | nome=Eduarda | acao=comparou as metricas | valor=2857
linha=4396 | nome=Renata | acao=comparou as metricas | valor=5726
linha=4397 | nome=Mariana | acao=participou da aula | valor=2036
linha=4398 | nome=Karen | acao=analisou os resultados | valor=3381
linha=4399 | nome=Joao | acao=fez um experimento | valor=4973
linha=4400 | nome=Bruno | acao=estudou computacao | valor=9922
linha=4401 | nome=Paulo | acao=otimizou o algoritmo | valor=1590
linha=4402 | nome=Carlos | acao=fez um experimento | valor=1479
linha=4403 | nome=Felipe | acao=escreveu o relatorio | valor=1822
linha=4404 | nome=Bruno | acao=fez um experimento | valor=1899
linha=4405 | nome=Otavio | acao=otimizou o algoritmo | valor=7329
linha=4406 | nome=Renata | acao=analisou os resultados | valor=2017
linha=4407 | nome=Joao | acao=fez um experimento | valor=8232
linha=4408 | nome=Carlos | acao=executou o benchmark | valor=6885
linha=4409 | nome=Joao | acao=fez um experimento | valor=1970
linha=4410 | nome=Bruno | acao=executou o benchmark | valor=2027
linha=4411 | nome=Eduarda | acao=otimizou o algoritmo | valor=9425
linha=4412 | nome=Daniela | acao=executou o benchmark | valor=5032
linha=4413 | nome=Gabriela | acao=otimizou o algoritmo | valor=6129
linha=4414 | nome=Karen | acao=fez um experimento | valor=9042
linha=4415 | nome=Helena | acao=otimizou o algoritmo | valor=4383
linha=4416 | nome=Gabriela | acao=escreveu o relatorio | valor=8374
linha=4417 | nome=Igor | acao=participou da aula | valor=7106
linha=4418 | nome=Mariana | acao=participou da aula | valor=9143
linha=4419 | nome=Sofia | acao=executou o benchmark | valor=2103
linha=4420 | nome=Lucas | acao=analisou os resultados | valor=8676
linha=4421 | nome=Gabriela | acao=fez um experimento | valor=2327
linha=4422 | nome=Gabriela | acao=fez um experimento | valor=1987
linha=4423 | nome=Ana | acao=escreveu o relatorio | valor=5068
linha=4424 | nome=Lucas | acao=executou o benchmark | valor=3873
linha=4425 | nome=Paulo | acao=analisou os resultados | valor=1655
linha=4426 | nome=Otavio | acao=participou da aula | valor=5951
linha=4427 | nome=Otavio | acao=executou o benchmark | valor=7034
linha=4428 | nome=Lucas | acao=comparou as metricas | valor=4890
linha=4429 | nome=Vitor | acao=otimizou o algoritmo | valor=7031
linha=4430 | nome=Mariana | acao=executou o benchmark | valor=5800
linha=4431 | nome=Daniela | acao=estudou computacao | valor=9030
linha=4432 | nome=Joao | acao=otimizou o algoritmo | valor=2655
linha=4433 | nome=Felipe | acao=executou o benchmark | valor=4331
linha=4434 | nome=Karen | acao=estudou computacao | valor=2560
linha=4435 | nome=Tiago | acao=fez um experimento | valor=9156
linha=4436 | nome=Otavio | acao=estudou computacao | valor=2455
linha=4437 | nome=Daniela | acao=comparou as metricas | valor=5633
linha=4438 | nome=Paulo | acao=analisou os resultados | valor=7785
linha=4439 | nome=Paulo | acao=fez um experimento | valor=4724
linha=4440 | nome=Tiago | acao=analisou os resultados | valor=5959
linha=4441 | nome=Igor | acao=fez um experimento | valor=9810
linha=4442 | nome=Vitor | acao=estudou computacao | valor=8155
linha=4443 | nome=Ana | acao=otimizou o algoritmo | valor=4737
linha=4444 | nome=Felipe | acao=comparou as metricas | valor=9409
linha=4445 | nome=Renata | acao=analisou os resultados | valor=2445
linha=4446 | nome=Otavio | acao=participou da aula | valor=1022
linha=4447 | nome=Joao | acao=estudou computacao | valor=3080
linha=4448 | nome=Paulo | acao=analisou os resultados | valor=9287
linha=4449 | nome=Tiago | acao=participou da aula | valor=1114
linha=4450 | nome=Felipe | acao=participou da aula | valor=4337
linha=4451 | nome=Ana | acao=executou o benchmark | valor=2033
linha=4452 | nome=Otavio | acao=otimizou o algoritmo | valor=2911
linha=4453 | nome=Carlos | acao=estudou computacao | valor=7720
linha=4454 | nome=Joao | acao=estudou computacao | valor=6801
linha=4455 | nome=Otavio | acao=escreveu o relatorio | valor=8349
linha=4456 | nome=Natalia | acao=participou da aula | valor=9530
linha=4457 | nome=Joao | acao=escreveu o relatorio | valor=2331
linha=4458 | nome=Igor | acao=comparou as metricas | valor=7191
linha=4459 | nome=Ana | acao=fez um experimento | valor=6948
linha=4460 | nome=Natalia | acao=fez um experimento | valor=7318
linha=4461 | nome=Eduarda | acao=estudou computacao | valor=1181
linha=4462 | nome=Lucas | acao=fez um experimento | valor=6193
linha=4463 | nome=Helena | acao=comparou as metricas | valor=2416
linha=4464 | nome=Ana | acao=participou da aula | valor=2898
linha=4465 | nome=Karen | acao=otimizou o algoritmo | valor=8904
linha=4466 | nome=Natalia | acao=comparou as metricas | valor=9369
linha=4467 | nome=Igor | acao=analisou os resultados | valor=9635
linha=4468 | nome=Lucas | acao=estudou computacao | valor=7599
linha=4469 | nome=Helena | acao=participou da aula | valor=6541
linha=4470 | nome=Karen | acao=analisou os resultados | valor=9635
linha=4471 | nome=Daniela | acao=escreveu o relatorio | valor=5402
linha=4472 | nome=Bruno | acao=fez um experimento | valor=3996
linha=4473 | nome=Karen | acao=executou o benchmark | valor=9699
linha=4474 | nome=Igor | acao=analisou os resultados | valor=9952
linha=4475 | nome=Otavio | acao=comparou as metricas | valor=2677
linha=4476 | nome=Natalia | acao=estudou computacao | valor=6939
linha=4477 | nome=Sofia | acao=estudou computacao | valor=5503
linha=4478 | nome=Eduarda | acao=executou o benchmark | valor=3368
linha=4479 | nome=Carlos | acao=escreveu o relatorio | valor=5716
linha=4480 | nome=Bruno | acao=escreveu o relatorio | valor=1064
linha=4481 | nome=Helena | acao=executou o benchmark | valor=2077
linha=4482 | nome=Paulo | acao=escreveu o relatorio | valor=6518
linha=4483 | nome=Helena | acao=escreveu o relatorio | valor=9503
linha=4484 | nome=Ana | acao=comparou as metricas | valor=1641
linha=4485 | nome=Daniela | acao=comparou as metricas | valor=5784
linha=4486 | nome=Mariana | acao=estudou computacao | valor=6558
linha=4487 | nome=Daniela | acao=escreveu o relatorio | valor=5004
linha=4488 | nome=Ana | acao=analisou os resultados | valor=4583
linha=4489 | nome=Felipe | acao=executou o benchmark | valor=2098
linha=4490 | nome=Karen | acao=fez um experimento | valor=5334
linha=4491 | nome=Mariana | acao=escreveu o relatorio | valor=1910
linha=4492 | nome=Ana | acao=fez um experimento | valor=9709
linha=4493 | nome=Bruno | acao=fez um experimento | valor=9741
linha=4494 | nome=Bruno | acao=estudou computacao | valor=4832
linha=4495 | nome=Joao | acao=estudou computacao | valor=7224
linha=4496 | nome=Otavio | acao=participou da aula | valor=4692
linha=4497 | nome=Ana | acao=executou o benchmark | valor=4480
linha=4498 | nome=Daniela | acao=estudou computacao | valor=6493
linha=4499 | nome=Ana | acao=estudou computacao | valor=5216
linha=4500 | nome=Natalia | acao=escreveu o relatorio | valor=7516
linha=4501 | nome=Daniela | acao=participou da aula | valor=2278
linha=4502 | nome=Joao | acao=escreveu o relatorio | valor=9510
linha=4503 | nome=Carlos | acao=analisou os resultados | valor=8138
linha=4504 | nome=Carlos | acao=analisou os resultados | valor=3413
linha=4505 | nome=Bruno | acao=participou da aula | valor=1075
linha=4506 | nome=Sofia | acao=otimizou o algoritmo | valor=3933
linha=4507 | nome=Karen | acao=estudou computacao | valor=3761
linha=4508 | nome=Sofia | acao=participou da aula | valor=2576
linha=4509 | nome=Mariana | acao=analisou os resultados | valor=1298
linha=4510 | nome=Sofia | acao=comparou as metricas | valor=1845
linha=4511 | nome=Ana | acao=analisou os resultados | valor=5031
linha=4512 | nome=Ana | acao=estudou computacao | valor=8315
linha=4513 | nome=Vitor | acao=otimizou o algoritmo | valor=2090
linha=4514 | nome=Helena | acao=analisou os resultados | valor=6877
linha=4515 | nome=Eduarda | acao=estudou computacao | valor=8337
linha=4516 | nome=Sofia | acao=fez um experimento | valor=1568
linha=4517 | nome=Sofia | acao=escreveu o relatorio | valor=1364
linha=4518 | nome=Lucas | acao=estudou computacao | valor=5436
linha=4519 | nome=Ana | acao=executou o benchmark | valor=5320
linha=4520 | nome=Eduarda | acao=analisou os resultados | valor=3531
linha=4521 | nome=Igor | acao=executou o benchmark | valor=6222
linha=4522 | nome=Otavio | acao=otimizou o algoritmo | valor=6068
linha=4523 | nome=Renata | acao=fez um experimento | valor=9319
linha=4524 | nome=Lucas | acao=analisou os resultados | valor=2386
linha=4525 | nome=Vitor | acao=escreveu o relatorio | valor=6239
linha=4526 | nome=Igor | acao=otimizou o algoritmo | valor=7988
linha=4527 | nome=Sofia | acao=otimizou o algoritmo | valor=5617
linha=4528 | nome=Mariana | acao=comparou as metricas | valor=6094
linha=4529 | nome=Tiago | acao=executou o benchmark | valor=9928
linha=4530 | nome=Gabriela | acao=otimizou o algoritmo | valor=4575
linha=4531 | nome=Felipe | acao=comparou as metricas | valor=8925
linha=4532 | nome=Renata | acao=executou o benchmark | valor=7381
linha=4533 | nome=Mariana | acao=otimizou o algoritmo | valor=7039
linha=4534 | nome=Carlos | acao=participou da aula | valor=5086
linha=4535 | nome=Daniela | acao=executou o benchmark | valor=8538
linha=4536 | nome=Mariana | acao=executou o benchmark | valor=1365
linha=4537 | nome=Daniela | acao=escreveu o relatorio | valor=8849
linha=4538 | nome=Daniela | acao=analisou os resultados | valor=3175
linha=4539 | nome=Eduarda | acao=comparou as metricas | valor=2091
linha=4540 | nome=Lucas | acao=analisou os resultados | valor=2171
linha=4541 | nome=Felipe | acao=otimizou o algoritmo | valor=3491
linha=4542 | nome=Daniela | acao=estudou computacao | valor=1207
linha=4543 | nome=Joao | acao=executou o benchmark | valor=6454
linha=4544 | nome=Eduarda | acao=executou o benchmark | valor=6666
linha=4545 | nome=Gabriela | acao=comparou as metricas | valor=7636
linha=4546 | nome=Igor | acao=otimizou o algoritmo | valor=9557
linha=4547 | nome=Tiago | acao=escreveu o relatorio | valor=6863
linha=4548 | nome=Otavio | acao=participou da aula | valor=9152
linha=4549 | nome=Lucas | acao=participou da aula | valor=4651
linha=4550 | nome=Vitor | acao=executou o benchmark | valor=8276
linha=4551 | nome=Igor | acao=analisou os resultados | valor=1683
linha=4552 | nome=Karen | acao=participou da aula | valor=9434
linha=4553 | nome=Gabriela | acao=participou da aula | valor=8776
linha=4554 | nome=Tiago | acao=fez um experimento | valor=2947
linha=4555 | nome=Otavio | acao=comparou as metricas | valor=9819
linha=4556 | nome=Mariana | acao=estudou computacao | valor=3345
linha=4557 | nome=Helena | acao=comparou as metricas | valor=9458
linha=4558 | nome=Natalia | acao=otimizou o algoritmo | valor=3424
linha=4559 | nome=Sofia | acao=estudou computacao | valor=2239
linha=4560 | nome=Sofia | acao=estudou computacao | valor=6301
linha=4561 | nome=Carlos | acao=estudou computacao | valor=7068
linha=4562 | nome=Mariana | acao=comparou as metricas | valor=7791
linha=4563 | nome=Helena | acao=escreveu o relatorio | valor=2461
linha=4564 | nome=Karen | acao=analisou os resultados | valor=4206
linha=4565 | nome=Otavio | acao=estudou computacao | valor=8876
linha=4566 | nome=Daniela | acao=otimizou o algoritmo | valor=7505
linha=4567 | nome=Vitor | acao=estudou computacao | valor=5788
linha=4568 | nome=Gabriela | acao=estudou computacao | valor=5738
linha=4569 | nome=Paulo | acao=fez um experimento | valor=9153
linha=4570 | nome=Natalia | acao=executou o benchmark | valor=9920
linha=4571 | nome=Ana | acao=analisou os resultados | valor=9769
linha=4572 | nome=Helena | acao=fez um experimento | valor=1377
linha=4573 | nome=Natalia | acao=fez um experimento | valor=8760
linha=4574 | nome=Felipe | acao=participou da aula | valor=3112
linha=4575 | nome=Lucas | acao=otimizou o algoritmo | valor=5309
linha=4576 | nome=Helena | acao=comparou as metricas | valor=7109
linha=4577 | nome=Tiago | acao=fez um experimento | valor=2819
linha=4578 | nome=Lucas | acao=comparou as metricas | valor=6729
linha=4579 | nome=Sofia | acao=estudou computacao | valor=1560
linha=4580 | nome=Karen | acao=participou da aula | valor=5535
linha=4581 | nome=Natalia | acao=analisou os resultados | valor=9862
linha=4582 | nome=Paulo | acao=otimizou o algoritmo | valor=1728
linha=4583 | nome=Carlos | acao=estudou computacao | valor=2358
linha=4584 | nome=Renata | acao=fez um experimento | valor=4739
linha=4585 | nome=Natalia | acao=fez um experimento | valor=3288
linha=4586 | nome=Igor | acao=estudou computacao | valor=1923
linha=4587 | nome=Igor | acao=fez um experimento | valor=5852
linha=4588 | nome=Eduarda | acao=participou da aula | valor=5043
linha=4589 | nome=Igor | acao=participou da aula | valor=4106
linha=4590 | nome=Eduarda | acao=escreveu o relatorio | valor=3979
linha=4591 | nome=Sofia | acao=analisou os resultados | valor=2063
linha=4592 | nome=Vitor | acao=executou o benchmark | valor=1386
linha=4593 | nome=Natalia | acao=participou da aula | valor=3863
linha=4594 | nome=Sofia | acao=estudou computacao | valor=5845
linha=4595 | nome=Bruno | acao=executou o benchmark | valor=2009
linha=4596 | nome=Ana | acao=fez um experimento | valor=1856
linha=4597 | nome=Mariana | acao=otimizou o algoritmo | valor=4336
linha=4598 | nome=Tiago | acao=fez um experimento | valor=9670
linha=4599 | nome=Igor | acao=escreveu o relatorio | valor=7169
linha=4600 | nome=Ana | acao=escreveu o relatorio | valor=3023
linha=4601 | nome=Igor | acao=fez um experimento | valor=9883
linha=4602 | nome=Lucas | acao=comparou as metricas | valor=8857
linha=4603 | nome=Tiago | acao=comparou as metricas | valor=5589
linha=4604 | nome=Mariana | acao=fez um experimento | valor=1520
linha=4605 | nome=Natalia | acao=participou da aula | valor=7200
