linha=1 | nome=Joao | acao=comparou as metricas | valor=7931
linha=3825 | nome=Helena | acao=estudou computacao | valor=1424
linha=3826 | nome=Karen | acao=comparou as metricas | valor=5511
linha=3827 | nome=Felipe | acao=participou da aula | valor=2652
linha=3828 | nome=Otavio | acao=analisou os resultados | valor=7796
linha=3829 | nome=Renata | acao=estudou computacao | valor=1936
linha=3830 | nome=Lucas | acao=escreveu o relatorio | valor=1105
linha=3831 | nome=Karen | acao=analisou os resultados | valor=3013
linha=3832 | nome=Vitor | acao=analisou os resultados | valor=1835
linha=3833 | nome=Karen | acao=executou o benchmark | valor=8304
linha=3834 | nome=Lucas | acao=estudou computacao | valor=7806
linha=3835 | nome=Joao | acao=participou da aula | valor=6107
linha=3836 | nome=Sofia | acao=otimizou o algoritmo | valor=8852
linha=3837 | nome=Tiago | acao=executou o benchmark | valor=3585
linha=3838 | nome=Otavio | acao=estudou computacao | valor=7188
linha=3839 | nome=Gabriela | acao=executou o benchmark | valor=9857
linha=3840 | nome=Sofia | acao=analisou os resultados | valor=8470
linha=3841 | nome=Joao | acao=estudou computacao | valor=2944
linha=3842 | nome=Ana | acao=analisou os resultados | valor=9791
linha=3843 | nome=Carlos | acao=escreveu o relatorio | valor=6009
linha=3844 | nome=Otavio | acao=comparou as metricas | valor=9361
linha=3845 | nome=Ana | acao=analisou os resultados | valor=8525
linha=3846 | nome=Igor | acao=escreveu o relatorio | valor=5144
linha=3847 | nome=Karen | acao=analisou os resultados | valor=2226
linha=3848 | nome=Renata | acao=comparou as metricas | valor=9026
linha=3849 | nome=Eduarda | acao=otimizou o algoritmo | valor=3936
linha=3850 | nome=Carlos | acao=participou da aula | valor=9540
linha=3851 | nome=Mariana | acao=fez um experimento | valor=5802
linha=3852 | nome=Karen | acao=analisou os resultados | valor=3941
linha=3853 | nome=Karen | acao=participou da aula | valor=1630
linha=3854 | nome=Paulo | acao=participou da aula | valor=1372
linha=3855 | nome=Helena | acao=otimizou o algoritmo | valor=1078
linha=3856 | nome=Joao | acao=fez um experimento | valor=3984
linha=3857 | nome=Mariana | acao=fez um experimento | valor=7986
linha=3858 | nome=Daniela | acao=fez um experimento | valor=1060
linha=3859 | nome=Natalia | acao=executou o benchmark | valor=3929
linha=3860 | nome=Mariana | acao=executou o benchmark | valor=2568
linha=3861 | nome=Renata | acao=fez um experimento | valor=7943
linha=3862 | nome=Otavio | acao=analisou os resultados | valor=8754
linha=3863 | nome=Joao | acao=executou o benchmark | valor=4305
linha=3864 | nome=Gabriela | acao=participou da aula | valor=4490
linha=3865 | nome=Otavio | acao=executou o benchmark | valor=5082
linha=3866 | nome=Lucas | acao=comparou as metricas | valor=2732
linha=3867 | nome=Vitor | acao=comparou as metricas | valor=8894
linha=3868 | nome=Ana | acao=otimizou o algoritmo | valor=6640
linha=3869 | nome=Otavio | acao=escreveu o relatorio | valor=1582
linha=3870 | nome=Karen | acao=executou o benchmark | valor=7270
linha=3871 | nome=Helena | acao=fez um experimento | valor=7140
linha=3872 | nome=Ana | acao=analisou os resultados | valor=7733
linha=3873 | nome=Igor | acao=analisou os resultados | valor=5656
linha=3874 | nome=Sofia | acao=fez um experimento | valor=6055
linha=3875 | nome=Karen | acao=participou da aula | valor=8713
linha=3876 | nome=Tiago | acao=comparou as metricas | valor=9879
linha=3877 | nome=Paulo | acao=escreveu o relatorio | valor=9297
linha=3878 | nome=Eduarda | acao=executou o benchmark | valor=9703
linha=3879 | nome=Ana | acao=fez um experimento | valor=4393
linha=3880 | nome=Lucas | acao=analisou os resultados | valor=3103
linha=3881 | nome=Mariana | acao=fez um experimento | valor=3835
linha=3882 | nome=Tiago | acao=estudou computacao | valor=5383
linha=3883 | nome=Ana | acao=comparou as metricas | valor=8189
linha=3884 | nome=Mariana | acao=comparou as metricas | valor=5691
linha=3885 | nome=Helena | acao=otimizou o algoritmo | valor=9439
linha=3886 | nome=Karen | acao=executou o benchmark | valor=6168
linha=3887 | nome=Tiago | acao=otimizou o algoritmo | valor=9291
linha=3888 | nome=Carlos | acao=executou o benchmark | valor=5870
linha=3889 | nome=Bruno | acao=analisou os resultados | valor=7794
linha=3890 | nome=Tiago | acao=participou da aula | valor=9507
linha=3891 | nome=Felipe | acao=comparou as metricas | valor=5372
linha=3892 | nome=Paulo | acao=analisou os resultados | valor=3374
linha=3893 | nome=Mariana | acao=otimizou o algoritmo | valor=1332
linha=3894 | nome=Lucas | acao=estudou computacao | valor=9763
linha=3895 | nome=Karen | acao=fez um experimento | valor=8409
linha=3896 | nome=Tiago | acao=analisou os resultados | valor=5048
linha=3897 | nome=Joao | acao=escreveu o relatorio | valor=7798
linha=3898 | nome=Lucas | acao=estudou computacao | valor=2807
linha=3899 | nome=Igor | acao=participou da aula | valor=8689
linha=3900 | nome=Bruno | acao=executou o benchmark | valor=7003
linha=3901 | nome=Gabriela | acao=otimizou o algoritmo | valor=6356
linha=3902 | nome=Felipe | acao=participou da aula | valor=4813
linha=3903 | nome=Daniela | acao=estudou computacao | valor=1056
linha=3904 | nome=Helena | acao=escreveu o relatorio | valor=5973
linha=3905 | nome=Karen | acao=analisou os resultados | valor=1524
linha=3906 | nome=Eduarda | acao=fez um experimento | valor=3941
linha=3907 | nome=Renata | acao=otimizou o algoritmo | valor=8619
linha=3908 | nome=Vitor | acao=comparou as metricas | valor=9967
linha=3909 | nome=Mariana | acao=analisou os resultados | valor=3746
linha=3910 | nome=Bruno | acao=comparou as metricas | valor=4775
linha=3911 | nome=Karen | acao=participou da aula | valor=3162
linha=3912 | nome=Tiago | acao=fez um experimento | valor=7917
linha=3913 | nome=Natalia | acao=fez um experimento | valor=8188
linha=3914 | nome=Carlos | acao=otimizou o algoritmo | valor=2731
linha=3915 | nome=Tiago | acao=comparou as metricas | valor=3871
linha=3916 | nome=Otavio | acao=participou da aula | valor=1280
linha=3917 | nome=Otavio | acao=otimizou o algoritmo | valor=8694
linha=3918 | nome=Paulo | acao=estudou computacao | valor=9382
linha=3919 | nome=Renata | acao=otimizou o algoritmo | valor=6782
linha=3920 | nome=Mariana | acao=estudou computacao | valor=6244
linha=3921 | nome=Bruno | acao=fez um experimento | valor=1206
linha=3922 | nome=Otavio | acao=estudou computacao | valor=9443
linha=3923 | nome=Karen | acao=escreveu o relatorio | valor=9947
linha=3924 | nome=Eduarda | acao=analisou os resultados | valor=8094
linha=3925 | nome=Igor | acao=executou o benchmark | valor=1105
linha=3926 | nome=Natalia | acao=otimizou o algoritmo | valor=1501
linha=3927 | nome=Carlos | acao=estudou computacao | valor=3855
linha=3928 | nome=Natalia | acao=estudou computacao | valor=2923
linha=3929 | nome=Bruno | acao=estudou computacao | valor=5371
linha=3930 | nome=Daniela | acao=escreveu o relatorio | valor=1186
linha=3931 | nome=Joao | acao=escreveu o relatorio | valor=7359
linha=3932 | nome=Vitor | acao=escreveu o relatorio | valor=9188
linha=3933 | nome=Tiago | acao=executou o benchmark | valor=1027
linha=3934 | nome=Eduarda | acao=comparou as metricas | valor=7908
linha=3935 | nome=Paulo | acao=comparou as metricas | valor=6392
linha=3936 | nome=Paulo | acao=fez um experimento | valor=7175
linha=3937 | nome=Ana | acao=participou da aula | valor=4596
linha=3938 | nome=Mariana | acao=analisou os resultados | valor=3562
linha=3939 | nome=Vitor | acao=escreveu o relatorio | valor=3346
linha=3940 | nome=Vitor | acao=otimizou o algoritmo | valor=6419
linha=3941 | nome=Felipe | acao=estudou computacao | valor=7531
linha=3942 | nome=Carlos | acao=fez um experimento | valor=9690
linha=3943 | nome=Felipe | acao=otimizou o algoritmo | valor=8352
linha=3944 | nome=Tiago | acao=otimizou o algoritmo | valor=5471
linha=3945 | nome=Gabriela | acao=comparou as metricas | valor=6379
linha=3946 | nome=Natalia | acao=executou o benchmark | valor=2263
linha=3947 | nome=Tiago | acao=estudou computacao | valor=4581
linha=3948 | nome=Otavio | acao=executou o benchmark | valor=4122
linha=3949 | nome=Gabriela | acao=otimizou o algoritmo | valor=9822
linha=3950 | nome=Bruno | acao=estudou computacao | valor=1171
linha=3951 | nome=Ana | acao=otimizou o algoritmo | valor=7086
linha=3952 | nome=Eduarda | acao=participou da aula | valor=1052
linha=3953 | nome=Mariana | acao=executou o benchmark | valor=8724
linha=3954 | nome=Gabriela | acao=otimizou o algoritmo | valor=7513
linha=3955 | nome=Mariana | acao=escreveu o relatorio | valor=1944
linha=3956 | nome=Joao | acao=executou o benchmark | valor=9284
linha=3957 | nome=Eduarda | acao=fez um experimento | valor=4295
linha=3958 | nome=Gabriela | acao=comparou as metricas | valor=1059
linha=3959 | nome=Vitor | acao=fez um experimento | valor=3920
linha=3960 | nome=Renata | acao=escreveu o relatorio | valor=5950
linha=3961 | nome=Sofia | acao=participou da aula | valor=1354
linha=3962 | nome=Natalia | acao=escreveu o relatorio | valor=9636
linha=3963 | nome=Joao | acao=fez um experimento | valor=2269
linha=3964 | nome=Daniela | acao=comparou as metricas | valor=4290
linha=3965 | nome=Natalia | acao=participou da aula | valor=1969
linha=3966 | nome=Carlos | acao=estudou computacao | valor=9279
linha=3967 | nome=Vitor | acao=analisou os resultados | valor=1447
linha=3968 | nome=Daniela | acao=otimizou o algoritmo | valor=9942
linha=3969 | nome=Vitor | acao=fez um experimento | valor=6929
linha=3970 | nome=Mariana | acao=fez um experimento | valor=5937
linha=3971 | nome=Vitor | acao=estudou computacao | valor=1196
linha=3972 | nome=Daniela | acao=analisou os resultados | valor=5088
linha=3973 | nome=Bruno | acao=fez um experimento | valor=4753
linha=3974 | nome=Mariana | acao=estudou computacao | valor=3064
linha=3975 | nome=Felipe | acao=participou da aula | valor=6636
linha=3976 | nome=Carlos | acao=analisou os resultados | valor=6835
linha=3977 | nome=Karen | acao=estudou computacao | valor=6046
linha=3978 | nome=Joao | acao=executou o benchmark | valor=4347
linha=3979 | nome=Karen | acao=executou o benchmark | valor=7556
linha=3980 | nome=Renata | acao=participou da aula | valor=4018
linha=3981 | nome=Tiago | acao=otimizou o algoritmo | valor=2781
linha=3982 | nome=Eduarda | acao=otimizou o algoritmo | valor=7908
linha=3983 | nome=Ana | acao=escreveu o relatorio | valor=2152
linha=3984 | nome=Gabriela | acao=otimizou o algoritmo | valor=4795
linha=3985 | nome=Felipe | acao=comparou as metricas | valor=5948
linha=3986 | nome=Carlos | acao=executou o benchmark | valor=2166
linha=3987 | nome=Daniela | acao=otimizou o algoritmo | valor=1845
linha=3988 | nome=Joao | acao=executou o benchmark | valor=9707
linha=3989 | nome=Paulo | acao=escreveu o relatorio | valor=1123
linha=3990 | nome=Igor | acao=escreveu o relatorio | valor=1845
linha=3991 | nome=Bruno | acao=otimizou o algoritmo | valor=2834
linha=3992 | nome=Daniela | acao=comparou as metricas | valor=5289
linha=3993 | nome=Mariana | acao=escreveu o relatorio | valor=8028
linha=3994 | nome=Daniela | acao=fez um experimento | valor=7920
linha=3995 | nome=Tiago | acao=estudou computacao | valor=4959
linha=3996 | nome=Felipe | acao=comparou as metricas | valor=9657
linha=3997 | nome=Paulo | acao=otimizou o algoritmo | valor=2970
linha=3998 | nome=Karen | acao=comparou as metricas | valor=8861
linha=3999 | nome=Gabriela | acao=fez um experimento | valor=6798
linha=4000 | nome=Bruno | acao=executou o benchmark | valor=4455
linha=4001 | nome=Paulo | acao=otimizou o algoritmo | valor=8278
linha=4002 | nome=Carlos | acao=executou o benchmark | valor=2273
linha=4003 | nome=Helena | acao=analisou os resultados | valor=7240
linha=4004 | nome=Renata | acao=estudou computacao | valor=7566
linha=4005 | nome=Felipe | acao=escreveu o relatorio | valor=3958
linha=4006 | nome=Ana | acao=participou da aula | valor=7050
linha=4007 | nome=Paulo | acao=participou da aula | valor=6793
linha=4008 | nome=Lucas | acao=participou da aula | valor=4285
linha=4009 | nome=Felipe | acao=escreveu o relatorio | valor=6143
linha=4010 | nome=Sofia | acao=estudou computacao | valor=7875
linha=4011 | nome=Lucas | acao=executou o benchmark | valor=7820
linha=4012 | nome=Eduarda | acao=participou da aula | valor=1757
linha=4013 | nome=Ana | acao=fez um experimento | valor=3321
linha=4014 | nome=Mariana | acao=otimizou o algoritmo | valor=4635
linha=4015 | nome=Sofia | acao=comparou as metricas | valor=7274
linha=4016 | nome=Daniela | acao=estudou computacao | valor=1321
linha=4017 | nome=Sofia | acao=fez um experimento | valor=6963
linha=4018 | nome=Vitor | acao=fez um experimento | valor=6552
linha=4019 | nome=Renata | acao=executou o benchmark | valor=5519
linha=4020 | nome=Vitor | acao=analisou os resultados | valor=7467
linha=4021 | nome=Bruno | acao=comparou as metricas | valor=9796
linha=4022 | nome=Tiago | acao=analisou os resultados | valor=5665
linha=4023 | nome=Otavio | acao=estudou computacao | valor=4038
linha=4024 | nome=Igor | acao=executou o benchmark | valor=9144
linha=4025 | nome=Mariana | acao=comparou as metricas | valor=2357
linha=4026 | nome=Ana | acao=otimizou o algoritmo | valor=2537
linha=4027 | nome=Carlos | acao=escreveu o relatorio | valor=7415
linha=4028 | nome=Otavio | acao=executou o benchmark | valor=9702
linha=4029 | nome=Sofia | acao=escreveu o relatorio | valor=1186
linha=4030 | nome=Otavio | acao=participou da aula | valor=7148
linha=4031 | nome=Lucas | acao=participou da aula | valor=8718
linha=4032 | nome=Renata | acao=comparou as metricas | valor=4127
linha=4033 | nome=Bruno | acao=estudou computacao | valor=6015
linha=4034 | nome=Igor | acao=otimizou o algoritmo | valor=4312
linha=4035 | nome=Daniela | acao=executou o benchmark | valor=1858
linha=4036 | nome=Eduarda | acao=otimizou o algoritmo | valor=7788
linha=4037 | nome=Renata | acao=escreveu o relatorio | valor=4075
linha=4038 | nome=Igor | acao=fez um experimento | valor=6586
linha=4039 | nome=Joao | acao=otimizou o algoritmo | valor=1038
linha=4040 | nome=Eduarda | acao=executou o benchmark | valor=5856
linha=4041 | nome=Renata | acao=estudou computacao | valor=7785
linha=4042 | nome=Mariana | acao=comparou as metricas | valor=8911
linha=4043 | nome=Mariana | acao=fez um experimento | valor=1846
linha=4044 | nome=Paulo | acao=executou o benchmark | valor=5361
linha=4045 | nome=Vitor | acao=comparou as metricas | valor=4100
linha=4046 | nome=Sofia | acao=fez um experimento | valor=2059
linha=4047 | nome=Vitor | acao=escreveu o relatorio | valor=4103
linha=4048 | nome=Paulo | acao=otimizou o algoritmo | valor=8783
linha=4049 | nome=Sofia | acao=comparou as metricas | valor=4588
linha=4050 | nome=Carlos | acao=estudou computacao | valor=7986
linha=4051 | nome=Joao | acao=otimizou o algoritmo | valor=7143
linha=4052 | nome=Helena | acao=fez um experimento | valor=9269
linha=4053 | nome=Natalia | acao=participou da aula | valor=1717
linha=4054 | nome=Renata | acao=estudou computacao | valor=4921
linha=4055 | nome=Sofia | acao=fez um experimento | valor=8536
linha=4056 | nome=Daniela | acao=analisou os resultados | valor=8617
linha=4057 | nome=Bruno | acao=comparou as metricas | valor=3199
linha=4058 | nome=Carlos | acao=comparou as metricas | valor=8813
linha=4059 | nome=Karen | acao=executou o benchmark | valor=4861
linha=4060 | nome=Eduarda | acao=estudou computacao | valor=3673
linha=4061 | nome=Helena | acao=fez um experimento | valor=6944
linha=4062 | nome=Otavio | acao=otimizou o algoritmo | valor=5873
linha=4063 | nome=Natalia | acao=estudou computacao | valor=3547
linha=4064 | nome=Natalia | acao=otimizou o algoritmo | valor=3236
linha=4065 | nome=Vitor | acao=fez um experimento | valor=3642
linha=4066 | nome=Daniela | acao=estudou computacao | valor=9094
linha=4067 | nome=Lucas | acao=executou o benchmark | valor=1852
linha=4068 | nome=Sofia | acao=escreveu o relatorio | valor=4087
linha=4069 | nome=Karen | acao=executou o benchmark | valor=7755
linha=4070 | nome=Vitor | acao=comparou as metricas | valor=1734
linha=4071 | nome=Karen | acao=estudou computacao | valor=5213
linha=4072 | nome=Igor | acao=fez um experimento | valor=4841
linha=4073 | nome=Karen | acao=estudou computacao | valor=5786
linha=4074 | nome=Igor | acao=otimizou o algoritmo | valor=8260
linha=4075 | nome=Renata | acao=comparou as metricas | valor=9264
linha=4076 | nome=Lucas | acao=fez um experimento | valor=3780
linha=4077 | nome=Gabriela | acao=fez um experimento | valor=2493
linha=4078 | nome=Bruno | acao=comparou as metricas | valor=7627
linha=4079 | nome=Paulo | acao=estudou computacao | valor=9692
linha=4080 | nome=Natalia | acao=executou o benchmark | valor=4880
linha=4081 | nome=Tiago | acao=participou da aula | valor=8256
linha=4082 | nome=Karen | acao=estudou computacao | valor=7073
linha=4083 | nome=Ana | acao=executou o benchmark | valor=2113
linha=4084 | nome=Vitor | acao=participou da aula | valor=5597
linha=4085 | nome=Lucas | acao=analisou os resultados | valor=4289
linha=4086 | nome=Ana | acao=analisou os resultados | valor=3104
linha=4087 | nome=Carlos | acao=otimizou o algoritmo | valor=2368
linha=4088 | nome=Renata | acao=otimizou o algoritmo | valor=2068
linha=4089 | nome=Sofia | acao=fez um experimento | valor=4208
linha=4090 | nome=Renata | acao=executou o benchmark | valor=8800
linha=4091 | nome=Mariana | acao=analisou os resultados | valor=1248
linha=4092 | nome=Gabriela | acao=otimizou o algoritmo | valor=7003
linha=4093 | nome=Lucas | acao=estudou computacao | valor=2531
linha=4094 | nome=Tiago | acao=executou o benchmark | valor=5788
linha=4095 | nome=Vitor | acao=fez um experimento | valor=3092
linha=4096 | nome=Bruno | acao=participou da aula | valor=2227
linha=4097 | nome=Mariana | acao=otimizou o algoritmo | valor=9038
linha=4098 | nome=Vitor | acao=otimizou o algoritmo | valor=1544
linha=4099 | nome=Daniela | acao=analisou os resultados | valor=1185
linha=4100 | nome=Helena | acao=otimizou o algoritmo | valor=7614
linha=4101 | nome=Eduarda | acao=otimizou o algoritmo | valor=7559
linha=4102 | nome=Mariana | acao=otimizou o algoritmo | valor=8460
linha=4103 | nome=Mariana | acao=fez um experimento | valor=3913
linha=4104 | nome=Tiago | acao=fez um experimento | valor=6349
linha=4105 | nome=Ana | acao=analisou os resultados | valor=6201
linha=4106 | nome=Ana | acao=estudou computacao | valor=1796
linha=4107 | nome=Felipe | acao=escreveu o relatorio | valor=7065
linha=4108 | nome=Bruno | acao=fez um experimento | valor=7214
linha=4109 | nome=Natalia | acao=fez um experimento | valor=1611
linha=4110 | nome=Paulo | acao=otimizou o algoritmo | valor=5133
linha=4111 | nome=Eduarda | acao=otimizou o algoritmo | valor=1333
linha=4112 | nome=Karen | acao=escreveu o relatorio | valor=6057
linha=4113 | nome=Tiago | acao=otimizou o algoritmo | valor=6731
linha=4114 | nome=Daniela | acao=analisou os resultados | valor=5960
linha=4115 | nome=Gabriela | acao=otimizou o algoritmo | valor=8880
linha=4116 | nome=Eduarda | acao=executou o benchmark | valor=9182
linha=4117 | nome=Eduarda | acao=fez um experimento | valor=3222
linha=4118 | nome=Renata | acao=fez um experimento | valor=2463
linha=4119 | nome=Daniela | acao=executou o benchmark | valor=1964
linha=4120 | nome=Felipe | acao=estudou computacao | valor=9715
linha=4121 | nome=Lucas | acao=fez um experimento | valor=6742
linha=4122 | nome=Eduarda | acao=participou da aula | valor=9819
linha=4123 | nome=Gabriela | acao=otimizou o algoritmo | valor=7057
linha=4124 | nome=Gabriela | acao=escreveu o relatorio | valor=4265
linha=4125 | nome=Carlos | acao=comparou as metricas | valor=8234
linha=4126 | nome=Helena | acao=analisou os resultados | valor=3691
linha=4127 | nome=Tiago | acao=escreveu o relatorio | valor=9326
linha=4128 | nome=Mariana | acao=fez um experimento | valor=1204
linha=4129 | nome=Sofia | acao=escreveu o relatorio | valor=2464
linha=4130 | nome=Eduarda | acao=comparou as metricas | valor=4615
linha=4131 | nome=Gabriela | acao=analisou os resultados | valor=9170
linha=4132 | nome=Daniela | acao=participou da aula | valor=6824
linha=4133 | nome=Ana | acao=estudou computacao | valor=3265
linha=4134 | nome=Daniela | acao=comparou as metricas | valor=2460
linha=4135 | nome=Gabriela | acao=estudou computacao | valor=7375
linha=4136 | nome=Felipe | acao=executou o benchmark | valor=8861
linha=4137 | nome=Daniela | acao=participou da aula | valor=6529
linha=4138 | nome=Renata | acao=analisou os resultados | valor=7313
linha=4139 | nome=Eduarda | acao=participou da aula | valor=1124
linha=4140 | nome=Igor | acao=participou da aula | valor=9188
linha=4141 | nome=Lucas | acao=estudou computacao | valor=5818
linha=4142 | nome=Natalia | acao=estudou computacao | valor=2030
linha=4143 | nome=Helena | acao=comparou as metricas | valor=8965
linha=4144 | nome=Gabriela | acao=analisou os resultados | valor=8610
linha=4145 | nome=Natalia | acao=otimizou o algoritmo | valor=1620
linha=4146 | nome=Ana | acao=otimizou o algoritmo | valor=5477
linha=4147 | nome=Mariana | acao=estudou computacao | valor=5570
linha=4148 | nome=Gabriela | acao=estudou computacao | valor=7369
linha=4149 | nome=Gabriela | acao=analisou os resultados | valor=5322
linha=4150 | nome=Otavio | acao=fez um experimento | valor=1746
linha=4151 | nome=Vitor | acao=escreveu o relatorio | valor=9672
linha=4152 | nome=Sofia | acao=estudou computacao | valor=5327
linha=4153 | nome=Paulo | acao=estudou computacao | valor=6748
linha=4154 | nome=Renata | acao=escreveu o relatorio | valor=3645
linha=4155 | nome=Renata | acao=escreveu o relatorio | valor=9767
linha=4156 | nome=Tiago | acao=executou o benchmark | valor=4583
linha=4157 | nome=Felipe | acao=participou da aula | valor=3780
linha=4158 | nome=Igor | acao=otimizou o algoritmo | valor=9214
linha=4159 | nome=Paulo | acao=fez um experimento | valor=7440
linha=4160 | nome=Gabriela | acao=estudou computacao | valor=4476
linha=4161 | nome=Natalia | acao=comparou as metricas | valor=3495
linha=4162 | nome=Bruno | acao=comparou as metricas | valor=4920
linha=4163 | nome=Mariana | acao=fez um experimento | valor=5146
linha=4164 | nome=Sofia | acao=escreveu o relatorio | valor=7980
linha=4165 | nome=Carlos | acao=executou o benchmark | valor=3210
linha=4166 | nome=Mariana | acao=analisou os resultados | valor=1911
linha=4167 | nome=Natalia | acao=analisou os resultados | valor=8562
linha=4168 | nome=Carlos | acao=estudou computacao | valor=3010
linha=4169 | nome=Sofia | acao=otimizou o algoritmo | valor=9813
linha=4170 | nome=Tiago | acao=escreveu o relatorio | valor=8461
linha=4171 | nome=Tiago | acao=participou da aula | valor=4429
linha=4172 | nome=Daniela | acao=participou da aula | valor=9397
linha=4173 | nome=Ana | acao=escreveu o relatorio | valor=9224
linha=4174 | nome=Karen | acao=estudou computacao | valor=7657
linha=4175 | nome=Ana | acao=comparou as metricas | valor=1307
linha=4176 | nome=Ana | acao=participou da aula | valor=9997
linha=4177 | nome=Gabriela | acao=escreveu o relatorio | valor=7753
linha=4178 | nome=Bruno | acao=fez um experimento | valor=4151
linha=4179 | nome=Daniela | acao=comparou as metricas | valor=6089
linha=4180 | nome=Natalia | acao=comparou as metricas | valor=6596
linha=4181 | nome=Carlos | acao=participou da aula | valor=2168
linha=4182 | nome=Tiago | acao=estudou computacao | valor=1195
linha=4183 | nome=Bruno | acao=analisou os resultados | valor=7818
linha=4184 | nome=Igor | acao=escreveu o relatorio | valor=3393
linha=4185 | nome=Karen | acao=analisou os resultados | valor=3199
linha=4186 | nome=Felipe | acao=otimizou o algoritmo | valor=4215
linha=4187 | nome=Renata | acao=otimizou o algoritmo | valor=7507
linha=4188 | nome=Natalia | acao=participou da aula | valor=4233
linha=4189 | nome=Renata | acao=participou da aula | valor=2416
linha=4190 | nome=Lucas | acao=executou o benchmark | valor=6077
linha=4191 | nome=Paulo | acao=participou da aula | valor=3138
linha=4192 | nome=Natalia | acao=fez um experimento | valor=5719
linha=4193 | nome=Natalia | acao=participou da aula | valor=9436
linha=4194 | nome=Otavio | acao=analisou os resultados | valor=3352
linha=4195 | nome=Carlos | acao=participou da aula | valor=4346
linha=4196 | nome=Karen | acao=participou da aula | valor=2499
linha=4197 | nome=Gabriela | acao=estudou computacao | valor=5845
linha=4198 | nome=Daniela | acao=otimizou o algoritmo | valor=6451
linha=4199 | nome=Lucas | acao=escreveu o relatorio | valor=4013
linha=4200 | nome=Joao | acao=executou o benchmark | valor=7872
linha=4201 | nome=Vitor | acao=escreveu o relatorio | valor=8049
linha=4202 | nome=Carlos | acao=comparou as metricas | valor=4227
linha=4203 | nome=Gabriela | acao=estudou computacao | valor=5750
linha=4204 | nome=Vitor | acao=analisou os resultados | valor=5461
linha=4205 | nome=Karen | acao=participou da aula | valor=1787
linha=4206 | nome=Eduarda | acao=fez um experimento | valor=3322
linha=4207 | nome=Joao | acao=participou da aula | valor=4234
linha=4208 | nome=Sofia | acao=otimizou o algoritmo | valor=8646
linha=4209 | nome=Tiago | acao=comparou as metricas | valor=1975
linha=4210 | nome=Ana | acao=analisou os resultados | valor=3793
linha=4211 | nome=Igor | acao=escreveu o relatorio | valor=1274
linha=4212 | nome=Gabriela | acao=fez um experimento | valor=4188
linha=4213 | nome=Carlos | acao=analisou os resultados | valor=5850
linha=4214 | nome=Helena | acao=estudou computacao | valor=9807
linha=4215 | nome=Felipe | acao=otimizou o algoritmo | valor=8095
linha=4216 | nome=Lucas | acao=otimizou o algoritmo | valor=1951
linha=4217 | nome=Sofia | acao=otimizou o algoritmo | valor=4332
linha=4218 | nome=Felipe | acao=participou da aula | valor=8511
linha=4219 | nome=Ana | acao=estudou computacao | valor=7186
linha=4220 | nome=Karen | acao=analisou os resultados | valor=9557
linha=4221 | nome=Paulo | acao=analisou os resultados | valor=1066
linha=4222 | nome=Renata | acao=otimizou o algoritmo | valor=7948
linha=4223 | nome=Carlos | acao=fez um experimento | valor=7039
linha=4224 | nome=Sofia | acao=comparou as metricas | valor=8250
linha=4225 | nome=Bruno | acao=participou da aula | valor=6316
linha=4226 | nome=Mariana | acao=analisou os resultados | valor=7934
linha=4227 | nome=Paulo | acao=analisou os resultados | valor=4458
linha=4228 | nome=Mariana | acao=otimizou o algoritmo | valor=2410
linha=4229 | nome=Gabriela | acao=executou o benchmark | valor=6402
linha=4230 | nome=Ana | acao=otimizou o algoritmo | valor=7734
linha=4231 | nome=Helena | acao=executou o benchmark | valor=8861
linha=4232 | nome=Joao | acao=estudou computacao | valor=9753
linha=4233 | nome=Helena | acao=otimizou o algoritmo | valor=7558
linha=4234 | nome=Ana | acao=fez um experimento | valor=8106
linha=4235 | nome=Karen | acao=otimizou o algoritmo | valor=9645
linha=4236 | nome=Karen | acao=estudou computacao | valor=1582
linha=4237 | nome=Bruno | acao=participou da aula | valor=8147
linha=4238 | nome=Felipe | acao=escreveu o relatorio | valor=7227
linha=4239 | nome=Helena | acao=escreveu o relatorio | valor=9496
linha=4240 | nome=Tiago | acao=participou da aula | valor=1547
linha=4241 | nome=Ana | acao=otimizou o algoritmo | valor=3757
linha=4242 | nome=Helena | acao=executou o benchmark | valor=3081
linha=4243 | nome=Otavio | acao=fez um experimento | valor=3727
linha=4244 | nome=Igor | acao=escreveu o relatorio | valor=2842
linha=4245 | nome=Sofia | acao=participou da aula | valor=6361
linha=4246 | nome=Gabriela | acao=otimizou o algoritmo | valor=8618
linha=4247 | nome=Karen | acao=otimizou o algoritmo | valor=4783
linha=4248 | nome=Joao | acao=fez um experimento | valor=4011
linha=4249 | nome=Ana | acao=fez um experimento | valor=6058
linha=4250 | nome=Tiago | acao=comparou as metricas | valor=5425
linha=4251 | nome=Mariana | acao=analisou os resultados | valor=7301
linha=4252 | nome=Paulo | acao=estudou computacao | valor=9276
linha=4253 | nome=Gabriela | acao=escreveu o relatorio | valor=5557
linha=4254 | nome=Mariana | acao=escreveu o relatorio | valor=6422
linha=4255 | nome=Carlos | acao=estudou computacao | valor=6959
linha=4256 | nome=Sofia | acao=estudou computacao | valor=6988
linha=4257 | nome=Paulo | acao=participou da aula | valor=3281
linha=4258 | nome=Igor | acao=escreveu o relatorio | valor=3383
linha=4259 | nome=Gabriela | acao=fez um experimento | valor=1614
linha=4260 | nome=Karen | acao=comparou as metricas | valor=9012
