linha=1 | nome=Sofia | acao=estudou computacao | valor=7362
linha=3796 | nome=Carlos | acao=executou o benchmark | valor=4483
linha=3797 | nome=Eduarda | acao=comparou as metricas | valor=2496
linha=3798 | nome=Bruno | acao=estudou computacao | valor=7075
linha=3799 | nome=Natalia | acao=participou da aula | valor=1637
linha=3800 | nome=Sofia | acao=comparou as metricas | valor=7489
linha=3801 | nome=Carlos | acao=participou da aula | valor=1110
linha=3802 | nome=Igor | acao=otimizou o algoritmo | valor=9020
linha=3803 | nome=Sofia | acao=fez um experimento | valor=6622
linha=3804 | nome=Gabriela | acao=escreveu o relatorio | valor=8756
linha=3805 | nome=Felipe | acao=fez um experimento | valor=1149
linha=3806 | nome=Sofia | acao=analisou os resultados | valor=5909
linha=3807 | nome=Renata | acao=analisou os resultados | valor=7748
linha=3808 | nome=Vitor | acao=escreveu o relatorio | valor=8595
linha=3809 | nome=Joao | acao=analisou os resultados | valor=4879
linha=3810 | nome=Otavio | acao=analisou os resultados | valor=2173
linha=3811 | nome=Gabriela | acao=otimizou o algoritmo | valor=8327
linha=3812 | nome=Igor | acao=otimizou o algoritmo | valor=1523
linha=3813 | nome=Lucas | acao=escreveu o relatorio | valor=4293
linha=3814 | nome=Otavio | acao=fez um experimento | valor=4772
linha=3815 | nome=Renata | acao=estudou computacao | valor=8279
linha=3816 | nome=Eduarda | acao=fez um experimento | valor=6863
linha=3817 | nome=Karen | acao=escreveu o relatorio | valor=9813
linha=3818 | nome=Mariana | acao=analisou os resultados | valor=9432
linha=3819 | nome=Carlos | acao=fez um experimento | valor=7385
linha=3820 | nome=Sofia | acao=participou da aula | valor=3851
linha=3821 | nome=Ana | acao=fez um experimento | valor=2625
linha=3822 | nome=Ana | acao=escreveu o relatorio | valor=4236
linha=3823 | nome=Otavio | acao=fez um experimento | valor=4321
linha=3824 | nome=Karen | acao=estudou computacao | valor=4724
linha=3825 | nome=Ana | acao=analisou os resultados | valor=5724
linha=3826 | nome=Otavio | acao=participou da aula | valor=6016
linha=3827 | nome=Ana | acao=fez um experimento | valor=7371
linha=3828 | nome=Eduarda | acao=estudou computacao | valor=3189
linha=3829 | nome=Igor | acao=participou da aula | valor=3876
linha=3830 | nome=Daniela | acao=comparou as metricas | valor=9406
linha=3831 | nome=Vitor | acao=comparou as metricas | valor=7692
linha=3832 | nome=Gabriela | acao=executou o benchmark | valor=9123
linha=3833 | nome=Mariana | acao=executou o benchmark | valor=2448
linha=3834 | nome=Otavio | acao=comparou as metricas | valor=3386
linha=3835 | nome=Igor | acao=comparou as metricas | valor=2537
linha=3836 | nome=Igor | acao=fez um experimento | valor=2632
linha=3837 | nome=Mariana | acao=participou da aula | valor=9686
linha=3838 | nome=Helena | acao=escreveu o relatorio | valor=2533
linha=3839 | nome=Felipe | acao=executou o benchmark | valor=6674
linha=3840 | nome=Helena | acao=estudou computacao | valor=4138
linha=3841 | nome=Vitor | acao=fez um experimento | valor=7734
linha=3842 | nome=Joao | acao=executou o benchmark | valor=3086
linha=3843 | nome=Otavio | acao=otimizou o algoritmo | valor=9197
linha=3844 | nome=Joao | acao=otimizou o algoritmo | valor=2911
linha=3845 | nome=Bruno | acao=escreveu o relatorio | valor=6067
linha=3846 | nome=Vitor | acao=otimizou o algoritmo | valor=7827
linha=3847 | nome=Bruno | acao=otimizou o algoritmo | valor=9698
linha=3848 | nome=Vitor | acao=analisou os resultados | valor=3101
linha=3849 | nome=Tiago | acao=otimizou o algoritmo | valor=9225
linha=3850 | nome=Paulo | acao=otimizou o algoritmo | valor=2871
linha=3851 | nome=Joao | acao=estudou computacao | valor=3758
linha=3852 | nome=Otavio | acao=analisou os resultados | valor=7023
linha=3853 | nome=Natalia | acao=analisou os resultados | valor=6479
linha=3854 | nome=Vitor | acao=otimizou o algoritmo | valor=3036
linha=3855 | nome=Helena | acao=participou da aula | valor=6286
linha=3856 | nome=Helena | acao=otimizou o algoritmo | valor=8307
linha=3857 | nome=Helena | acao=analisou os resultados | valor=6665
linha=3858 | nome=Joao | acao=fez um experimento | valor=2824
linha=3859 | nome=Felipe | acao=executou o benchmark | valor=2442
linha=3860 | nome=Tiago | acao=fez um experimento | valor=1663
linha=3861 | nome=Helena | acao=analisou os resultados | valor=4106
linha=3862 | nome=Gabriela | acao=participou da aula | valor=7292
linha=3863 | nome=Natalia | acao=escreveu o relatorio | valor=3467
linha=3864 | nome=Renata | acao=analisou os resultados | valor=7818
linha=3865 | nome=Daniela | acao=escreveu o relatorio | valor=9717
linha=3866 | nome=Sofia | acao=comparou as metricas | valor=6840
linha=3867 | nome=Carlos | acao=executou o benchmark | valor=2841
linha=3868 | nome=Natalia | acao=comparou as metricas | valor=8543
linha=3869 | nome=Eduarda | acao=executou o benchmark | valor=5575
linha=3870 | nome=Sofia | acao=participou da aula | valor=5787
linha=3871 | nome=Carlos | acao=executou o benchmark | valor=1141
linha=3872 | nome=Karen | acao=escreveu o relatorio | valor=7260
linha=3873 | nome=Tiago | acao=fez um experimento | valor=2106
linha=3874 | nome=Felipe | acao=participou da aula | valor=3103
linha=3875 | nome=Mariana | acao=escreveu o relatorio | valor=8837
linha=3876 | nome=Eduarda | acao=otimizou o algoritmo | valor=9533
linha=3877 | nome=Igor | acao=comparou as metricas | valor=5261
linha=3878 | nome=Sofia | acao=estudou computacao | valor=7945
linha=3879 | nome=Eduarda | acao=escreveu o relatorio | valor=7840
linha=3880 | nome=Joao | acao=estudou computacao | valor=5892
linha=3881 | nome=Tiago | acao=participou da aula | valor=7360
linha=3882 | nome=Karen | acao=escreveu o relatorio | valor=1837
linha=3883 | nome=Sofia | acao=escreveu o relatorio | valor=1301
linha=3884 | nome=Bruno | acao=otimizou o algoritmo | valor=7561
linha=3885 | nome=Carlos | acao=fez um experimento | valor=5054
linha=3886 | nome=Felipe | acao=participou da aula | valor=6585
linha=3887 | nome=Mariana | acao=otimizou o algoritmo | valor=2783
linha=3888 | nome=Helena | acao=analisou os resultados | valor=2729
linha=3889 | nome=Bruno | acao=escreveu o relatorio | valor=9690
linha=3890 | nome=Mariana | acao=comparou as metricas | valor=3178
linha=3891 | nome=Otavio | acao=comparou as metricas | valor=2242
linha=3892 | nome=Igor | acao=analisou os resultados | valor=2738
linha=3893 | nome=Bruno | acao=executou o benchmark | valor=1320
linha=3894 | nome=Sofia | acao=fez um experimento | valor=9396
linha=3895 | nome=Bruno | acao=escreveu o relatorio | valor=4738
linha=3896 | nome=Igor | acao=executou o benchmark | valor=8451
linha=3897 | nome=Eduarda | acao=otimizou o algoritmo | valor=1552
linha=3898 | nome=Gabriela | acao=fez um experimento | valor=5469
linha=3899 | nome=Igor | acao=comparou as metricas | valor=7225
linha=3900 | nome=Felipe | acao=escreveu o relatorio | valor=4285
linha=3901 | nome=Karen | acao=analisou os resultados | valor=1887
linha=3902 | nome=Karen | acao=analisou os resultados | valor=2728
linha=3903 | nome=Joao | acao=analisou os resultados | valor=2188
linha=3904 | nome=Lucas | acao=participou da aula | valor=7874
linha=3905 | nome=Helena | acao=escreveu o relatorio | valor=6045
linha=3906 | nome=Eduarda | acao=participou da aula | valor=6664
linha=3907 | nome=Felipe | acao=escreveu o relatorio | valor=6087
linha=3908 | nome=Gabriela | acao=escreveu o relatorio | valor=5706
linha=3909 | nome=Vitor | acao=participou da aula | valor=7144
linha=3910 | nome=Natalia | acao=executou o benchmark | valor=1653
linha=3911 | nome=Otavio | acao=otimizou o algoritmo | valor=2116
linha=3912 | nome=Mariana | acao=escreveu o relatorio | valor=1146
linha=3913 | nome=Vitor | acao=otimizou o algoritmo | valor=9265
linha=3914 | nome=Carlos | acao=executou o benchmark | valor=2611
linha=3915 | nome=Joao | acao=escreveu o relatorio | valor=2541
linha=3916 | nome=Sofia | acao=analisou os resultados | valor=8354
linha=3917 | nome=Felipe | acao=fez um experimento | valor=9590
linha=3918 | nome=Helena | acao=participou da aula | valor=8423
linha=3919 | nome=Renata | acao=analisou os resultados | valor=6110
linha=3920 | nome=Vitor | acao=escreveu o relatorio | valor=5894
linha=3921 | nome=Joao | acao=comparou as metricas | valor=4526
linha=3922 | nome=Mariana | acao=executou o benchmark | valor=2428
linha=3923 | nome=Mariana | acao=comparou as metricas | valor=9010
linha=3924 | nome=Gabriela | acao=escreveu o relatorio | valor=5345
linha=3925 | nome=Sofia | acao=fez um experimento | valor=9123
linha=3926 | nome=Joao | acao=fez um experimento | valor=1707
linha=3927 | nome=Tiago | acao=executou o benchmark | valor=3205
linha=3928 | nome=Karen | acao=estudou computacao | valor=3322
linha=3929 | nome=Otavio | acao=fez um experimento | valor=5123
linha=3930 | nome=Paulo | acao=otimizou o algoritmo | valor=4122
linha=3931 | nome=Natalia | acao=escreveu o relatorio | valor=3633
linha=3932 | nome=Felipe | acao=executou o benchmark | valor=3869
linha=3933 | nome=Carlos | acao=fez um experimento | valor=4096
linha=3934 | nome=Renata | acao=estudou computacao | valor=4285
linha=3935 | nome=Eduarda | acao=fez um experimento | valor=1779
linha=3936 | nome=Paulo | acao=comparou as metricas | valor=1872
linha=3937 | nome=Otavio | acao=estudou computacao | valor=7777
linha=3938 | nome=Carlos | acao=participou da aula | valor=4831
linha=3939 | nome=Joao | acao=executou o benchmark | valor=7491
linha=3940 | nome=Otavio | acao=estudou computacao | valor=1864
linha=3941 | nome=Sofia | acao=analisou os resultados | valor=8901
linha=3942 | nome=Ana | acao=comparou as metricas | valor=4958
linha=3943 | nome=Vitor | acao=executou o benchmark | valor=7046
linha=3944 | nome=Felipe | acao=analisou os resultados | valor=5647
linha=3945 | nome=Renata | acao=fez um experimento | valor=7203
linha=3946 | nome=Renata | acao=analisou os resultados | valor=8782
linha=3947 | nome=Sofia | acao=escreveu o relatorio | valor=1859
linha=3948 | nome=Joao | acao=otimizou o algoritmo | valor=8330
linha=3949 | nome=Otavio | acao=comparou as metricas | valor=4388
linha=3950 | nome=Lucas | acao=participou da aula | valor=1662
linha=3951 | nome=Lucas | acao=executou o benchmark | valor=5168
linha=3952 | nome=Gabriela | acao=escreveu o relatorio | valor=5040
linha=3953 | nome=Ana | acao=estudou computacao | valor=3194
linha=3954 | nome=Joao | acao=estudou computacao | valor=7359
linha=3955 | nome=Eduarda | acao=escreveu o relatorio | valor=2224
linha=3956 | nome=Daniela | acao=executou o benchmark | valor=4269
linha=3957 | nome=Mariana | acao=participou da aula | valor=8189
linha=3958 | nome=Renata | acao=fez um experimento | valor=8402
linha=3959 | nome=Renata | acao=analisou os resultados | valor=5647
linha=3960 | nome=Helena | acao=participou da aula | valor=3424
linha=3961 | nome=Eduarda | acao=fez um experimento | valor=7685
linha=3962 | nome=Vitor | acao=comparou as metricas | valor=4190
linha=3963 | nome=Helena | acao=fez um experimento | valor=3976
linha=3964 | nome=Gabriela | acao=otimizou o algoritmo | valor=3897
linha=3965 | nome=Vitor | acao=otimizou o algoritmo | valor=3649
linha=3966 | nome=Daniela | acao=participou da aula | valor=9291
linha=3967 | nome=Vitor | acao=analisou os resultados | valor=1068
linha=3968 | nome=Mariana | acao=escreveu o relatorio | valor=6104
linha=3969 | nome=Ana | acao=comparou as metricas | valor=7088
linha=3970 | nome=Natalia | acao=estudou computacao | valor=3724
linha=3971 | nome=Carlos | acao=fez um experimento | valor=7608
linha=3972 | nome=Bruno | acao=analisou os resultados | valor=5332
linha=3973 | nome=Igor | acao=estudou computacao | valor=6446
linha=3974 | nome=Helena | acao=analisou os resultados | valor=5784
linha=3975 | nome=Natalia | acao=fez um experimento | valor=1788
linha=3976 | nome=Felipe | acao=comparou as metricas | valor=5939
linha=3977 | nome=Lucas | acao=participou da aula | valor=6796
linha=3978 | nome=Felipe | acao=otimizou o algoritmo | valor=7687
linha=3979 | nome=Gabriela | acao=estudou computacao | valor=1657
linha=3980 | nome=Natalia | acao=escreveu o relatorio | valor=8949
linha=3981 | nome=Eduarda | acao=comparou as metricas | valor=8593
linha=3982 | nome=Felipe | acao=comparou as metricas | valor=8413
linha=3983 | nome=Joao | acao=estudou computacao | valor=5716
linha=3984 | nome=Karen | acao=executou o benchmark | valor=3819
linha=3985 | nome=Daniela | acao=fez um experimento | valor=9975
linha=3986 | nome=Lucas | acao=otimizou o algoritmo | valor=9785
linha=3987 | nome=Carlos | acao=otimizou o algoritmo | valor=2743
linha=3988 | nome=Eduarda | acao=comparou as metricas | valor=8721
linha=3989 | nome=Karen | acao=otimizou o algoritmo | valor=8441
linha=3990 | nome=Ana | acao=executou o benchmark | valor=9954
linha=3991 | nome=Joao | acao=estudou computacao | valor=3952
linha=3992 | nome=Carlos | acao=estudou computacao | valor=6829
linha=3993 | nome=Otavio | acao=otimizou o algoritmo | valor=9480
linha=3994 | nome=Bruno | acao=comparou as metricas | valor=2335
linha=3995 | nome=Joao | acao=participou da aula | valor=3562
linha=3996 | nome=Joao | acao=analisou os resultados | valor=9498
linha=3997 | nome=Bruno | acao=otimizou o algoritmo | valor=4590
linha=3998 | nome=Lucas | acao=escreveu o relatorio | valor=8601
linha=3999 | nome=Daniela | acao=fez um experimento | valor=1297
linha=4000 | nome=Helena | acao=participou da aula | valor=1990
linha=4001 | nome=Tiago | acao=comparou as metricas | valor=3587
linha=4002 | nome=Helena | acao=fez um experimento | valor=2743
linha=4003 | nome=Carlos | acao=executou o benchmark | valor=9578
linha=4004 | nome=Helena | acao=analisou os resultados | valor=6372
linha=4005 | nome=Paulo | acao=participou da aula | valor=5923
linha=4006 | nome=Bruno | acao=comparou as metricas | valor=4854
linha=4007 | nome=Daniela | acao=escreveu o relatorio | valor=2374
linha=4008 | nome=Tiago | acao=comparou as metricas | valor=5134
linha=4009 | nome=Tiago | acao=fez um experimento | valor=4601
linha=4010 | nome=Vitor | acao=otimizou o algoritmo | valor=3291
linha=4011 | nome=Helena | acao=comparou as metricas | valor=7727
linha=4012 | nome=Sofia | acao=estudou computacao | valor=8259
linha=4013 | nome=Vitor | acao=fez um experimento | valor=3893
linha=4014 | nome=Igor | acao=escreveu o relatorio | valor=9398
linha=4015 | nome=Natalia | acao=otimizou o algoritmo | valor=8853
linha=4016 | nome=Tiago | acao=executou o benchmark | valor=7584
linha=4017 | nome=Eduarda | acao=fez um experimento | valor=1658
linha=4018 | nome=Carlos | acao=fez um experimento | valor=5980
linha=4019 | nome=Helena | acao=fez um experimento | valor=3080
linha=4020 | nome=Ana | acao=executou o benchmark | valor=6086
linha=4021 | nome=Eduarda | acao=escreveu o relatorio | valor=6164
linha=4022 | nome=Joao | acao=fez um experimento | valor=6640
linha=4023 | nome=Karen | acao=escreveu o relatorio | valor=4121
linha=4024 | nome=Bruno | acao=estudou computacao | valor=4783
linha=4025 | nome=Helena | acao=estudou computacao | valor=4277
linha=4026 | nome=Natalia | acao=otimizou o algoritmo | valor=4807
linha=4027 | nome=Natalia | acao=participou da aula | valor=8722
linha=4028 | nome=Daniela | acao=escreveu o relatorio | valor=9902
linha=4029 | nome=Carlos | acao=fez um experimento | valor=6302
linha=4030 | nome=Lucas | acao=comparou as metricas | valor=9886
linha=4031 | nome=Paulo | acao=escreveu o relatorio | valor=1306
linha=4032 | nome=Paulo | acao=otimizou o algoritmo | valor=1762
linha=4033 | nome=Joao | acao=estudou computacao | valor=7555
linha=4034 | nome=Igor | acao=analisou os resultados | valor=6890
linha=4035 | nome=Felipe | acao=otimizou o algoritmo | valor=5406
linha=4036 | nome=Gabriela | acao=estudou computacao | valor=9551
linha=4037 | nome=Ana | acao=participou da aula | valor=5057
linha=4038 | nome=Helena | acao=escreveu o relatorio | valor=7141
linha=4039 | nome=Vitor | acao=executou o benchmark | valor=9409
linha=4040 | nome=Eduarda | acao=executou o benchmark | valor=9009
linha=4041 | nome=Mariana | acao=analisou os resultados | valor=7929
linha=4042 | nome=Otavio | acao=participou da aula | valor=2703
linha=4043 | nome=Igor | acao=comparou as metricas | valor=4109
linha=4044 | nome=Helena | acao=analisou os resultados | valor=6493
linha=4045 | nome=Gabriela | acao=participou da aula | valor=3863
linha=4046 | nome=Sofia | acao=escreveu o relatorio | valor=5064
linha=4047 | nome=Eduarda | acao=analisou os resultados | valor=9419
linha=4048 | nome=Bruno | acao=comparou as metricas | valor=3637
linha=4049 | nome=Bruno | acao=estudou computacao | valor=4757
linha=4050 | nome=Vitor | acao=executou o benchmark | valor=6432
linha=4051 | nome=Sofia | acao=executou o benchmark | valor=2605
linha=4052 | nome=Vitor | acao=escreveu o relatorio | valor=1263
linha=4053 | nome=Otavio | acao=estudou computacao | valor=8697
linha=4054 | nome=Sofia | acao=comparou as metricas | valor=3744
linha=4055 | nome=Karen | acao=comparou as metricas | valor=6995
linha=4056 | nome=Ana | acao=comparou as metricas | valor=5243
linha=4057 | nome=Joao | acao=escreveu o relatorio | valor=8750
linha=4058 | nome=Renata | acao=executou o benchmark | valor=7497
linha=4059 | nome=Igor | acao=otimizou o algoritmo | valor=3595
linha=4060 | nome=Bruno | acao=participou da aula | valor=9336
linha=4061 | nome=Sofia | acao=executou o benchmark | valor=1767
linha=4062 | nome=Tiago | acao=executou o benchmark | valor=4407
linha=4063 | nome=Mariana | acao=analisou os resultados | valor=4301
linha=4064 | nome=Sofia | acao=participou da aula | valor=3562
linha=4065 | nome=Daniela | acao=executou o benchmark | valor=8166
linha=4066 | nome=Bruno | acao=executou o benchmark | valor=6843
linha=4067 | nome=Vitor | acao=analisou os resultados | valor=2654
linha=4068 | nome=Eduarda | acao=participou da aula | valor=2790
linha=4069 | nome=Gabriela | acao=estudou computacao | valor=2329
linha=4070 | nome=Helena | acao=executou o benchmark | valor=8762
linha=4071 | nome=Eduarda | acao=fez um experimento | valor=3691
linha=4072 | nome=Eduarda | acao=fez um experimento | valor=5260
linha=4073 | nome=Gabriela | acao=estudou computacao | valor=7602
linha=4074 | nome=Gabriela | acao=analisou os resultados | valor=6894
linha=4075 | nome=Eduarda | acao=comparou as metricas | valor=8529
linha=4076 | nome=Helena | acao=participou da aula | valor=3738
linha=4077 | nome=Gabriela | acao=estudou computacao | valor=4460
linha=4078 | nome=Gabriela | acao=fez um experimento | valor=4380
linha=4079 | nome=Lucas | acao=escreveu o relatorio | valor=9770
linha=4080 | nome=Daniela | acao=comparou as metricas | valor=4420
linha=4081 | nome=Carlos | acao=analisou os resultados | valor=6134
linha=4082 | nome=Vitor | acao=executou o benchmark | valor=7253
linha=4083 | nome=Helena | acao=otimizou o algoritmo | valor=7848
linha=4084 | nome=Ana | acao=otimizou o algoritmo | valor=6047
linha=4085 | nome=Karen | acao=analisou os resultados | valor=9453
linha=4086 | nome=Eduarda | acao=escreveu o relatorio | valor=4174
linha=4087 | nome=Renata | acao=estudou computacao | valor=9371
linha=4088 | nome=Otavio | acao=participou da aula | valor=5422
linha=4089 | nome=Natalia | acao=analisou os resultados | valor=2389
linha=4090 | nome=Daniela | acao=participou da aula | valor=7907
linha=4091 | nome=Mariana | acao=estudou computacao | valor=1832
linha=4092 | nome=Sofia | acao=escreveu o relatorio | valor=7612
linha=4093 | nome=Natalia | acao=analisou os resultados | valor=9974
linha=4094 | nome=Carlos | acao=analisou os resultados | valor=8632
linha=4095 | nome=Ana | acao=comparou as metricas | valor=7566
linha=4096 | nome=Bruno | acao=executou o benchmark | valor=9779
linha=4097 | nome=Karen | acao=fez um experimento | valor=9565
linha=4098 | nome=Tiago | acao=comparou as metricas | valor=5058
linha=4099 | nome=Lucas | acao=executou o benchmark | valor=6468
linha=4100 | nome=Joao | acao=otimizou o algoritmo | valor=5834
linha=4101 | nome=Eduarda | acao=executou o benchmark | valor=5800
linha=4102 | nome=Igor | acao=participou da aula | valor=9324
linha=4103 | nome=Carlos | acao=executou o benchmark | valor=5607
linha=4104 | nome=Natalia | acao=escreveu o relatorio | valor=4513
linha=4105 | nome=Eduarda | acao=participou da aula | valor=7831
linha=4106 | nome=Eduarda | acao=analisou os resultados | valor=9786
linha=4107 | nome=Karen | acao=otimizou o algoritmo | valor=9185
linha=4108 | nome=Natalia | acao=fez um experimento | valor=4464
linha=4109 | nome=Helena | acao=comparou as metricas | valor=6393
linha=4110 | nome=Vitor | acao=fez um experimento | valor=7490
linha=4111 | nome=Felipe | acao=escreveu o relatorio | valor=6996
linha=4112 | nome=Mariana | acao=executou o benchmark | valor=8091
linha=4113 | nome=Joao | acao=otimizou o algoritmo | valor=2275
linha=4114 | nome=Karen | acao=participou da aula | valor=4517
linha=4115 | nome=Helena | acao=otimizou o algoritmo | valor=3800
linha=4116 | nome=Mariana | acao=participou da aula | valor=1458
linha=4117 | nome=Carlos | acao=escreveu o relatorio | valor=5223
linha=4118 | nome=Renata | acao=participou da aula | valor=3355
linha=4119 | nome=Renata | acao=escreveu o relatorio | valor=6501
linha=4120 | nome=Tiago | acao=comparou as metricas | valor=2147
linha=4121 | nome=Karen | acao=executou o benchmark | valor=7671
linha=4122 | nome=Eduarda | acao=otimizou o algoritmo | valor=3113
linha=4123 | nome=Natalia | acao=escreveu o relatorio | valor=2522
linha=4124 | nome=Igor | acao=fez um experimento | valor=7646
linha=4125 | nome=Daniela | acao=comparou as metricas | valor=3458
linha=4126 | nome=Gabriela | acao=otimizou o algoritmo | valor=5369
linha=4127 | nome=Helena | acao=analisou os resultados | valor=3188
linha=4128 | nome=Mariana | acao=fez um experimento | valor=1131
linha=4129 | nome=Joao | acao=estudou computacao | valor=7598
linha=4130 | nome=Renata | acao=otimizou o algoritmo | valor=9375
linha=4131 | nome=Eduarda | acao=participou da aula | valor=8052
linha=4132 | nome=Ana | acao=otimizou o algoritmo | valor=3044
linha=4133 | nome=Tiago | acao=participou da aula | valor=1220
linha=4134 | nome=Felipe | acao=participou da aula | valor=1515
linha=4135 | nome=Sofia | acao=estudou computacao | valor=1736
linha=4136 | nome=Ana | acao=participou da aula | valor=4067
linha=4137 | nome=Eduarda | acao=otimizou o algoritmo | valor=9658
linha=4138 | nome=Joao | acao=estudou computacao | valor=9855
linha=4139 | nome=Natalia | acao=participou da aula | valor=9370
linha=4140 | nome=Ana | acao=otimizou o algoritmo | valor=1528
linha=4141 | nome=Ana | acao=comparou as metricas | valor=1225
linha=4142 | nome=Paulo | acao=participou da aula | valor=1278
linha=4143 | nome=Renata | acao=analisou os resultados | valor=5326
linha=4144 | nome=Natalia | acao=executou o benchmark | valor=2417
linha=4145 | nome=Eduarda | acao=estudou computacao | valor=1336
linha=4146 | nome=Renata | acao=fez um experimento | valor=4919
linha=4147 | nome=Natalia | acao=escreveu o relatorio | valor=6197
linha=4148 | nome=Gabriela | acao=comparou as metricas | valor=9342
linha=4149 | nome=Carlos | acao=comparou as metricas | valor=2201
linha=4150 | nome=Bruno | acao=comparou as metricas | valor=5469
linha=4151 | nome=Carlos | acao=otimizou o algoritmo | valor=9983
linha=4152 | nome=Mariana | acao=estudou computacao | valor=6677
linha=4153 | nome=Tiago | acao=estudou computacao | valor=3521
linha=4154 | nome=Ana | acao=otimizou o algoritmo | valor=2145
linha=4155 | nome=Paulo | acao=executou o benchmark | valor=8637
linha=4156 | nome=Karen | acao=executou o benchmark | valor=4890
linha=4157 | nome=Carlos | acao=otimizou o algoritmo | valor=6121
linha=4158 | nome=Igor | acao=escreveu o relatorio | valor=3556
linha=4159 | nome=Joao | acao=analisou os resultados | valor=3681
linha=4160 | nome=Helena | acao=analisou os resultados | valor=5833
linha=4161 | nome=Lucas | acao=comparou as metricas | valor=1752
linha=4162 | nome=Karen | acao=fez um experimento | valor=4016
linha=4163 | nome=Gabriela | acao=comparou as metricas | valor=4723
linha=4164 | nome=Gabriela | acao=comparou as metricas | valor=6165
linha=4165 | nome=Bruno | acao=comparou as metricas | valor=8895
linha=4166 | nome=Igor | acao=fez um experimento | valor=5701
linha=4167 | nome=Lucas | acao=participou da aula | valor=5344
linha=4168 | nome=Natalia | acao=participou da aula | valor=6529
linha=4169 | nome=Natalia | acao=participou da aula | valor=1697
linha=4170 | nome=Felipe | acao=escreveu o relatorio | valor=4722
linha=4171 | nome=Ana | acao=analisou os resultados | valor=9046
linha=4172 | nome=Otavio | acao=otimizou o algoritmo | valor=7843
linha=4173 | nome=Paulo | acao=participou da aula | valor=9139
linha=4174 | nome=Karen | acao=analisou os resultados | valor=2747
linha=4175 | nome=Igor | acao=comparou as metricas | valor=4826
linha=4176 | nome=Karen | acao=executou o benchmark | valor=4255
linha=4177 | nome=Tiago | acao=estudou computacao | valor=1014
linha=4178 | nome=Mariana | acao=estudou computacao | valor=3494
linha=4179 | nome=Igor | acao=comparou as metricas | valor=2822
linha=4180 | nome=Paulo | acao=fez um experimento | valor=3351
linha=4181 | nome=Eduarda | acao=analisou os resultados | valor=2104
linha=4182 | nome=Renata | acao=executou o benchmark | valor=6166
linha=4183 | nome=Carlos | acao=analisou os resultados | valor=9447
linha=4184 | nome=Natalia | acao=otimizou o algoritmo | valor=9048
linha=4185 | nome=Carlos | acao=analisou os resultados | valor=9542
linha=4186 | nome=Bruno | acao=analisou os resultados | valor=1712
linha=4187 | nome=Mariana | acao=participou da aula | valor=8633
linha=4188 | nome=Felipe | acao=otimizou o algoritmo | valor=6165
linha=4189 | nome=Gabriela | acao=fez um experimento | valor=9356
linha=4190 | nome=Helena | acao=escreveu o relatorio | valor=3114
linha=4191 | nome=Sofia | acao=escreveu o relatorio | valor=3740
linha=4192 | nome=Tiago | acao=fez um experimento | valor=6475
linha=4193 | nome=Karen | acao=analisou os resultados | valor=9009
linha=4194 | nome=Mariana | acao=analisou os resultados | valor=4610
linha=4195 | nome=Bruno | acao=escreveu o relatorio | valor=4321
linha=4196 | nome=Eduarda | acao=participou da aula | valor=2610
linha=4197 | nome=Lucas | acao=otimizou o algoritmo | valor=7775
linha=4198 | nome=Renata | acao=comparou as metricas | valor=2855
linha=4199 | nome=Igor | acao=escreveu o relatorio | valor=2261
linha=4200 | nome=Carlos | acao=participou da aula | valor=7137
linha=4201 | nome=Mariana | acao=fez um experimento | valor=4794
linha=4202 | nome=Ana | acao=escreveu o relatorio | valor=7111
linha=4203 | nome=Sofia | acao=estudou computacao | valor=4977
linha=4204 | nome=Mariana | acao=fez um experimento | valor=7424
linha=4205 | nome=Ana | acao=comparou as metricas | valor=5476
linha=4206 | nome=Paulo | acao=analisou os resultados | valor=8320
linha=4207 | nome=Otavio | acao=otimizou o algoritmo | valor=3487
linha=4208 | nome=Mariana | acao=analisou os resultados | valor=4498
linha=4209 | nome=Vitor | acao=otimizou o algoritmo | valor=5429
linha=4210 | nome=Eduarda | acao=escreveu o relatorio | valor=8291
linha=4211 | nome=Helena | acao=comparou as metricas | valor=9063
linha=4212 | nome=Vitor | acao=estudou computacao | valor=9238
linha=4213 | nome=Carlos | acao=fez um experimento | valor=6318
linha=4214 | nome=Renata | acao=escreveu o relatorio | valor=8834
linha=4215 | nome=Mariana | acao=participou da aula | valor=7908
linha=4216 | nome=Felipe | acao=comparou as metricas | valor=7444
linha=4217 | nome=Renata | acao=fez um experimento | valor=2690
linha=4218 | nome=Bruno | acao=fez um experimento | valor=8154
linha=4219 | nome=Vitor | acao=executou o benchmark | valor=4114
linha=4220 | nome=Natalia | acao=executou o benchmark | valor=8701
linha=4221 | nome=Otavio | acao=participou da aula | valor=2403
linha=4222 | nome=Felipe | acao=otimizou o algoritmo | valor=4618
linha=4223 | nome=Paulo | acao=otimizou o algoritmo | valor=6520
linha=4224 | nome=Karen | acao=participou da aula | valor=9994
linha=4225 | nome=Felipe | acao=fez um experimento | valor=1736
linha=4226 | nome=Tiago | acao=estudou computacao | valor=4406
linha=4227 | nome=Helena | acao=analisou os resultados | valor=4306
linha=4228 | nome=Daniela | acao=fez um experimento | valor=6814
linha=4229 | nome=Lucas | acao=fez um experimento | valor=2647
linha=4230 | nome=Tiago | acao=otimizou o algoritmo | valor=9993
linha=4231 | nome=Karen | acao=fez um experimento | valor=5432
