linha=1 | nome=Igor | acao=otimizou o algoritmo | valor=4561
linha=3760 | nome=Daniela | acao=executou o benchmark | valor=3044
linha=3761 | nome=Gabriela | acao=participou da aula | valor=2796
linha=3762 | nome=Carlos | acao=escreveu o relatorio | valor=8927
linha=3763 | nome=Bruno | acao=comparou as metricas | valor=3119
linha=3764 | nome=Carlos | acao=executou o benchmark | valor=7260
linha=3765 | nome=Paulo | acao=escreveu o relatorio | valor=4746
linha=3766 | nome=Bruno | acao=escreveu o relatorio | valor=6435
linha=3767 | nome=Carlos | acao=executou o benchmark | valor=3599
linha=3768 | nome=Joao | acao=fez um experimento | valor=8162
linha=3769 | nome=Mariana | acao=comparou as metricas | valor=1252
linha=3770 | nome=Helena | acao=fez um experimento | valor=8711
linha=3771 | nome=Lucas | acao=estudou computacao | valor=9836
linha=3772 | nome=Mariana | acao=comparou as metricas | valor=4613
linha=3773 | nome=Helena | acao=analisou os resultados | valor=2660
linha=3774 | nome=Karen | acao=participou da aula | valor=5151
linha=3775 | nome=Ana | acao=analisou os resultados | valor=8931
linha=3776 | nome=Vitor | acao=estudou computacao | valor=5093
linha=3777 | nome=Paulo | acao=analisou os resultados | valor=9441
linha=3778 | nome=Daniela | acao=executou o benchmark | valor=9049
linha=3779 | nome=Felipe | acao=analisou os resultados | valor=4784
linha=3780 | nome=Joao | acao=analisou os resultados | valor=5267
linha=3781 | nome=Tiago | acao=escreveu o relatorio | valor=4972
linha=3782 | nome=Vitor | acao=analisou os resultados | valor=8084
linha=3783 | nome=Joao | acao=executou o benchmark | valor=8858
linha=3784 | nome=Igor | acao=participou da aula | valor=8005
linha=3785 | nome=Sofia | acao=comparou as metricas | valor=8634
linha=3786 | nome=Vitor | acao=comparou as metricas | valor=2344
linha=3787 | nome=Lucas | acao=comparou as metricas | valor=7916
linha=3788 | nome=Renata | acao=escreveu o relatorio | valor=4704
linha=3789 | nome=Gabriela | acao=analisou os resultados | valor=3166
linha=3790 | nome=Igor | acao=comparou as metricas | valor=9712
linha=3791 | nome=Renata | acao=comparou as metricas | valor=2945
linha=3792 | nome=Renata | acao=executou o benchmark | valor=7576
linha=3793 | nome=Gabriela | acao=participou da aula | valor=6761
linha=3794 | nome=Vitor | acao=escreveu o relatorio | valor=9266
linha=3795 | nome=Renata | acao=analisou os resultados | valor=9667
linha=3796 | nome=Helena | acao=escreveu o relatorio | valor=7258
linha=3797 | nome=Eduarda | acao=executou o benchmark | valor=5657
linha=3798 | nome=Vitor | acao=estudou computacao | valor=7200
linha=3799 | nome=Carlos | acao=comparou as metricas | valor=3208
linha=3800 | nome=Daniela | acao=analisou os resultados | valor=7553
linha=3801 | nome=Gabriela | acao=analisou os resultados | valor=3867
linha=3802 | nome=Eduarda | acao=fez um experimento | valor=6239
linha=3803 | nome=Vitor | acao=escreveu o relatorio | valor=7217
linha=3804 | nome=Eduarda | acao=estudou computacao | valor=3493
linha=3805 | nome=Mariana | acao=executou o benchmark | valor=7691
linha=3806 | nome=Sofia | acao=fez um experimento | valor=8842
linha=3807 | nome=Felipe | acao=participou da aula | valor=1302
linha=3808 | nome=Otavio | acao=fez um experimento | valor=1531
linha=3809 | nome=Karen | acao=otimizou o algoritmo | valor=6056
linha=3810 | nome=Natalia | acao=comparou as metricas | valor=2961
linha=3811 | nome=Natalia | acao=analisou os resultados | valor=2610
linha=3812 | nome=Lucas | acao=executou o benchmark | valor=6561
linha=3813 | nome=Eduarda | acao=executou o benchmark | valor=7215
linha=3814 | nome=Natalia | acao=escreveu o relatorio | valor=5448
linha=3815 | nome=Vitor | acao=estudou computacao | valor=7599
linha=3816 | nome=Sofia | acao=analisou os resultados | valor=1348
linha=3817 | nome=Natalia | acao=fez um experimento | valor=3108
linha=3818 | nome=Tiago | acao=estudou computacao | valor=9856
linha=3819 | nome=Sofia | acao=fez um experimento | valor=6020
linha=3820 | nome=Natalia | acao=executou o benchmark | valor=7434
linha=3821 | nome=Mariana | acao=fez um experimento | valor=6066
linha=3822 | nome=Paulo | acao=analisou os resultados | valor=8286
linha=3823 | nome=Otavio | acao=comparou as metricas | valor=7833
linha=3824 | nome=Joao | acao=participou da aula | valor=6589
linha=3825 | nome=Eduarda | acao=analisou os resultados | valor=4668
linha=3826 | nome=Daniela | acao=participou da aula | valor=7707
linha=3827 | nome=Paulo | acao=executou o benchmark | valor=8490
linha=3828 | nome=Bruno | acao=estudou computacao | valor=1123
linha=3829 | nome=Vitor | acao=estudou computacao | valor=7437
linha=3830 | nome=Natalia | acao=escreveu o relatorio | valor=5347
linha=3831 | nome=Helena | acao=fez um experimento | valor=8928
linha=3832 | nome=Gabriela | acao=executou o benchmark | valor=4638
linha=3833 | nome=Lucas | acao=participou da aula | valor=9586
linha=3834 | nome=Daniela | acao=executou o benchmark | valor=9255
linha=3835 | nome=Tiago | acao=escreveu o relatorio | valor=8842
linha=3836 | nome=Karen | acao=participou da aula | valor=4633
linha=3837 | nome=Joao | acao=estudou computacao | valor=7987
linha=3838 | nome=Otavio | acao=otimizou o algoritmo | valor=7505
linha=3839 | nome=Joao | acao=participou da aula | valor=6482
linha=3840 | nome=Karen | acao=participou da aula | valor=8803
linha=3841 | nome=Carlos | acao=otimizou o algoritmo | valor=1161
linha=3842 | nome=Eduarda | acao=escreveu o relatorio | valor=6051
linha=3843 | nome=Natalia | acao=executou o benchmark | valor=5547
linha=3844 | nome=Natalia | acao=fez um experimento | valor=9851
linha=3845 | nome=Karen | acao=executou o benchmark | valor=4521
linha=3846 | nome=Paulo | acao=participou da aula | valor=3604
linha=3847 | nome=Gabriela | acao=escreveu o relatorio | valor=5583
linha=3848 | nome=Bruno | acao=comparou as metricas | valor=1991
linha=3849 | nome=Ana | acao=executou o benchmark | valor=6408
linha=3850 | nome=Vitor | acao=analisou os resultados | valor=3504
linha=3851 | nome=Mariana | acao=otimizou o algoritmo | valor=1421
linha=3852 | nome=Renata | acao=participou da aula | valor=9490
linha=3853 | nome=Sofia | acao=participou da aula | valor=4680
linha=3854 | nome=Natalia | acao=otimizou o algoritmo | valor=7146
linha=3855 | nome=Eduarda | acao=estudou computacao | valor=6200
linha=3856 | nome=Bruno | acao=escreveu o relatorio | valor=9370
linha=3857 | nome=Ana | acao=executou o benchmark | valor=4039
linha=3858 | nome=Renata | acao=participou da aula | valor=4185
linha=3859 | nome=Carlos | acao=estudou computacao | valor=7908
linha=3860 | nome=Gabriela | acao=participou da aula | valor=9820
linha=3861 | nome=Carlos | acao=fez um experimento | valor=1471
linha=3862 | nome=Igor | acao=executou o benchmark | valor=2237
linha=3863 | nome=Paulo | acao=fez um experimento | valor=9202
linha=3864 | nome=Paulo | acao=estudou computacao | valor=7300
linha=3865 | nome=Renata | acao=estudou computacao | valor=1529
linha=3866 | nome=Felipe | acao=otimizou o algoritmo | valor=2123
linha=3867 | nome=Carlos | acao=estudou computacao | valor=7371
linha=3868 | nome=Ana | acao=otimizou o algoritmo | valor=2268
linha=3869 | nome=Felipe | acao=estudou computacao | valor=9212
linha=3870 | nome=Mariana | acao=participou da aula | valor=5049
linha=3871 | nome=Carlos | acao=otimizou o algoritmo | valor=7635
linha=3872 | nome=Lucas | acao=estudou computacao | valor=4455
linha=3873 | nome=Ana | acao=participou da aula | valor=2664
linha=3874 | nome=Vitor | acao=comparou as metricas | valor=5081
linha=3875 | nome=Gabriela | acao=fez um experimento | valor=4485
linha=3876 | nome=Mariana | acao=otimizou o algoritmo | valor=3145
linha=3877 | nome=Mariana | acao=escreveu o relatorio | valor=1235
linha=3878 | nome=Eduarda | acao=otimizou o algoritmo | valor=8276
linha=3879 | nome=Mariana | acao=otimizou o algoritmo | valor=7220
linha=3880 | nome=Natalia | acao=estudou computacao | valor=1944
linha=3881 | nome=Felipe | acao=comparou as metricas | valor=6777
linha=3882 | nome=Carlos | acao=estudou computacao | valor=5448
linha=3883 | nome=Felipe | acao=fez um experimento | valor=4257
linha=3884 | nome=Renata | acao=fez um experimento | valor=8498
linha=3885 | nome=Otavio | acao=analisou os resultados | valor=5858
linha=3886 | nome=Paulo | acao=otimizou o algoritmo | valor=3687
linha=3887 | nome=Vitor | acao=executou o benchmark | valor=2132
linha=3888 | nome=Karen | acao=comparou as metricas | valor=8205
linha=3889 | nome=Eduarda | acao=escreveu o relatorio | valor=1731
linha=3890 | nome=Mariana | acao=participou da aula | valor=2729
linha=3891 | nome=Carlos | acao=comparou as metricas | valor=3399
linha=3892 | nome=Otavio | acao=analisou os resultados | valor=5962
linha=3893 | nome=Lucas | acao=comparou as metricas | valor=3419
linha=3894 | nome=Eduarda | acao=otimizou o algoritmo | valor=9277
linha=3895 | nome=Igor | acao=comparou as metricas | valor=8961
linha=3896 | nome=Otavio | acao=analisou os resultados | valor=2109
linha=3897 | nome=Otavio | acao=comparou as metricas | valor=9509
linha=3898 | nome=Joao | acao=participou da aula | valor=5889
linha=3899 | nome=Sofia | acao=participou da aula | valor=5301
linha=3900 | nome=Joao | acao=executou o benchmark | valor=6072
linha=3901 | nome=Helena | acao=estudou computacao | valor=9468
linha=3902 | nome=Eduarda | acao=estudou computacao | valor=3294
linha=3903 | nome=Bruno | acao=analisou os resultados | valor=1992
linha=3904 | nome=Joao | acao=analisou os resultados | valor=5995
linha=3905 | nome=Joao | acao=participou da aula | valor=3606
linha=3906 | nome=Renata | acao=estudou computacao | valor=8756
linha=3907 | nome=Karen | acao=comparou as metricas | valor=1898
linha=3908 | nome=Eduarda | acao=fez um experimento | valor=4755
linha=3909 | nome=Mariana | acao=participou da aula | valor=7744
linha=3910 | nome=Otavio | acao=estudou computacao | valor=2533
linha=3911 | nome=Ana | acao=escreveu o relatorio | valor=7610
linha=3912 | nome=Mariana | acao=escreveu o relatorio | valor=8357
linha=3913 | nome=Renata | acao=analisou os resultados | valor=3720
linha=3914 | nome=Ana | acao=estudou computacao | valor=8081
linha=3915 | nome=Tiago | acao=comparou as metricas | valor=6797
linha=3916 | nome=Natalia | acao=otimizou o algoritmo | valor=1896
linha=3917 | nome=Otavio | acao=estudou computacao | valor=4807
linha=3918 | nome=Mariana | acao=participou da aula | valor=8525
linha=3919 | nome=Helena | acao=estudou computacao | valor=6280
linha=3920 | nome=Mariana | acao=estudou computacao | valor=2781
linha=3921 | nome=Karen | acao=participou da aula | valor=5158
linha=3922 | nome=Eduarda | acao=fez um experimento | valor=2168
linha=3923 | nome=Sofia | acao=analisou os resultados | valor=2800
linha=3924 | nome=Sofia | acao=executou o benchmark | valor=7747
linha=3925 | nome=Mariana | acao=comparou as metricas | valor=8187
linha=3926 | nome=Lucas | acao=analisou os resultados | valor=5256
linha=3927 | nome=Lucas | acao=escreveu o relatorio | valor=4406
linha=3928 | nome=Gabriela | acao=executou o benchmark | valor=1390
linha=3929 | nome=Renata | acao=escreveu o relatorio | valor=8919
linha=3930 | nome=Sofia | acao=estudou computacao | valor=6535
linha=3931 | nome=Sofia | acao=analisou os resultados | valor=4289
linha=3932 | nome=Natalia | acao=analisou os resultados | valor=1550
linha=3933 | nome=Paulo | acao=participou da aula | valor=3227
linha=3934 | nome=Paulo | acao=analisou os resultados | valor=3971
linha=3935 | nome=Natalia | acao=comparou as metricas | valor=7989
linha=3936 | nome=Mariana | acao=analisou os resultados | valor=6523
linha=3937 | nome=Lucas | acao=escreveu o relatorio | valor=5804
linha=3938 | nome=Renata | acao=comparou as metricas | valor=6275
linha=3939 | nome=Karen | acao=fez um experimento | valor=9814
linha=3940 | nome=Otavio | acao=fez um experimento | valor=3436
linha=3941 | nome=Eduarda | acao=analisou os resultados | valor=1494
linha=3942 | nome=Paulo | acao=executou o benchmark | valor=2780
linha=3943 | nome=Otavio | acao=comparou as metricas | valor=2414
linha=3944 | nome=Mariana | acao=participou da aula | valor=5263
linha=3945 | nome=Helena | acao=participou da aula | valor=7525
linha=3946 | nome=Joao | acao=analisou os resultados | valor=6082
linha=3947 | nome=Ana | acao=participou da aula | valor=4042
linha=3948 | nome=Felipe | acao=fez um experimento | valor=7855
linha=3949 | nome=Gabriela | acao=analisou os resultados | valor=8090
linha=3950 | nome=Mariana | acao=executou o benchmark | valor=4777
linha=3951 | nome=Karen | acao=analisou os resultados | valor=2668
linha=3952 | nome=Karen | acao=participou da aula | valor=9431
linha=3953 | nome=Gabriela | acao=analisou os resultados | valor=1358
linha=3954 | nome=Mariana | acao=comparou as metricas | valor=2204
linha=3955 | nome=Paulo | acao=otimizou o algoritmo | valor=2374
linha=3956 | nome=Joao | acao=fez um experimento | valor=2227
linha=3957 | nome=Mariana | acao=escreveu o relatorio | valor=9072
linha=3958 | nome=Eduarda | acao=participou da aula | valor=6929
linha=3959 | nome=Tiago | acao=executou o benchmark | valor=3063
linha=3960 | nome=Sofia | acao=otimizou o algoritmo | valor=1017
linha=3961 | nome=Vitor | acao=participou da aula | valor=6456
linha=3962 | nome=Otavio | acao=otimizou o algoritmo | valor=9787
linha=3963 | nome=Paulo | acao=escreveu o relatorio | valor=4726
linha=3964 | nome=Gabriela | acao=executou o benchmark | valor=6792
linha=3965 | nome=Igor | acao=escreveu o relatorio | valor=3466
linha=3966 | nome=Otavio | acao=analisou os resultados | valor=6546
linha=3967 | nome=Vitor | acao=participou da aula | valor=9528
linha=3968 | nome=Mariana | acao=executou o benchmark | valor=7854
linha=3969 | nome=Gabriela | acao=otimizou o algoritmo | valor=3352
linha=3970 | nome=Karen | acao=executou o benchmark | valor=8748
linha=3971 | nome=Eduarda | acao=estudou computacao | valor=2435
linha=3972 | nome=Carlos | acao=comparou as metricas | valor=8909
linha=3973 | nome=Vitor | acao=comparou as metricas | valor=9434
linha=3974 | nome=Natalia | acao=escreveu o relatorio | valor=7824
linha=3975 | nome=Helena | acao=otimizou o algoritmo | valor=4780
linha=3976 | nome=Renata | acao=comparou as metricas | valor=9653
linha=3977 | nome=Mariana | acao=executou o benchmark | valor=5588
linha=3978 | nome=Helena | acao=executou o benchmark | valor=8382
linha=3979 | nome=Sofia | acao=analisou os resultados | valor=1273
linha=3980 | nome=Igor | acao=participou da aula | valor=9436
linha=3981 | nome=Lucas | acao=analisou os resultados | valor=4766
linha=3982 | nome=Tiago | acao=participou da aula | valor=7092
linha=3983 | nome=Igor | acao=escreveu o relatorio | valor=4112
linha=3984 | nome=Helena | acao=fez um experimento | valor=7971
linha=3985 | nome=Carlos | acao=estudou computacao | valor=8050
linha=3986 | nome=Joao | acao=participou da aula | valor=8959
linha=3987 | nome=Vitor | acao=estudou computacao | valor=9388
linha=3988 | nome=Tiago | acao=participou da aula | valor=8615
linha=3989 | nome=Natalia | acao=escreveu o relatorio | valor=6495
linha=3990 | nome=Helena | acao=participou da aula | valor=1036
linha=3991 | nome=Karen | acao=escreveu o relatorio | valor=5864
linha=3992 | nome=Lucas | acao=comparou as metricas | valor=6889
linha=3993 | nome=Vitor | acao=escreveu o relatorio | valor=5603
linha=3994 | nome=Helena | acao=comparou as metricas | valor=1690
linha=3995 | nome=Eduarda | acao=otimizou o algoritmo | valor=4366
linha=3996 | nome=Eduarda | acao=fez um experimento | valor=6036
linha=3997 | nome=Carlos | acao=executou o benchmark | valor=1430
linha=3998 | nome=Eduarda | acao=analisou os resultados | valor=2709
linha=3999 | nome=Daniela | acao=participou da aula | valor=5471
linha=4000 | nome=Daniela | acao=fez um experimento | valor=7187
linha=4001 | nome=Vitor | acao=participou da aula | valor=5938
linha=4002 | nome=Lucas | acao=analisou os resultados | valor=1073
linha=4003 | nome=Mariana | acao=participou da aula | valor=9714
linha=4004 | nome=Felipe | acao=estudou computacao | valor=2930
linha=4005 | nome=Ana | acao=escreveu o relatorio | valor=7175
linha=4006 | nome=Felipe | acao=estudou computacao | valor=8259
linha=4007 | nome=Igor | acao=executou o benchmark | valor=7380
linha=4008 | nome=Tiago | acao=executou o benchmark | valor=5603
linha=4009 | nome=Lucas | acao=executou o benchmark | valor=4333
linha=4010 | nome=Natalia | acao=fez um experimento | valor=3448
linha=4011 | nome=Igor | acao=executou o benchmark | valor=2115
linha=4012 | nome=Vitor | acao=executou o benchmark | valor=4069
linha=4013 | nome=Mariana | acao=comparou as metricas | valor=1451
linha=4014 | nome=Mariana | acao=participou da aula | valor=2820
linha=4015 | nome=Vitor | acao=otimizou o algoritmo | valor=1730
linha=4016 | nome=Eduarda | acao=estudou computacao | valor=5681
linha=4017 | nome=Joao | acao=escreveu o relatorio | valor=5977
linha=4018 | nome=Eduarda | acao=comparou as metricas | valor=4327
linha=4019 | nome=Tiago | acao=comparou as metricas | valor=8624
linha=4020 | nome=Karen | acao=analisou os resultados | valor=4928
linha=4021 | nome=Daniela | acao=comparou as metricas | valor=4535
linha=4022 | nome=Helena | acao=analisou os resultados | valor=1620
linha=4023 | nome=Joao | acao=otimizou o algoritmo | valor=3853
linha=4024 | nome=Bruno | acao=estudou computacao | valor=8161
linha=4025 | nome=Paulo | acao=comparou as metricas | valor=7369
linha=4026 | nome=Gabriela | acao=escreveu o relatorio | valor=3595
linha=4027 | nome=Bruno | acao=fez um experimento | valor=5182
linha=4028 | nome=Vitor | acao=comparou as metricas | valor=9703
linha=4029 | nome=Igor | acao=executou o benchmark | valor=3800
linha=4030 | nome=Joao | acao=participou da aula | valor=7209
linha=4031 | nome=Helena | acao=estudou computacao | valor=3629
linha=4032 | nome=Vitor | acao=escreveu o relatorio | valor=2889
linha=4033 | nome=Joao | acao=otimizou o algoritmo | valor=4120
linha=4034 | nome=Helena | acao=executou o benchmark | valor=6530
linha=4035 | nome=Tiago | acao=fez um experimento | valor=2159
linha=4036 | nome=Ana | acao=executou o benchmark | valor=8371
linha=4037 | nome=Paulo | acao=fez um experimento | valor=2498
linha=4038 | nome=Tiago | acao=otimizou o algoritmo | valor=3222
linha=4039 | nome=Lucas | acao=fez um experimento | valor=9659
linha=4040 | nome=Sofia | acao=executou o benchmark | valor=5800
linha=4041 | nome=Renata | acao=otimizou o algoritmo | valor=1109
linha=4042 | nome=Eduarda | acao=participou da aula | valor=1279
linha=4043 | nome=Sofia | acao=estudou computacao | valor=1291
linha=4044 | nome=Ana | acao=escreveu o relatorio | valor=7705
linha=4045 | nome=Igor | acao=estudou computacao | valor=8485
linha=4046 | nome=Sofia | acao=participou da aula | valor=6339
linha=4047 | nome=Joao | acao=fez um experimento | valor=6042
linha=4048 | nome=Tiago | acao=estudou computacao | valor=3112
linha=4049 | nome=Joao | acao=participou da aula | valor=1920
linha=4050 | nome=Felipe | acao=otimizou o algoritmo | valor=9918
linha=4051 | nome=Sofia | acao=escreveu o relatorio | valor=7778
linha=4052 | nome=Joao | acao=executou o benchmark | valor=9782
linha=4053 | nome=Otavio | acao=participou da aula | valor=5664
linha=4054 | nome=Gabriela | acao=escreveu o relatorio | valor=7216
linha=4055 | nome=Felipe | acao=fez um experimento | valor=6689
linha=4056 | nome=Karen | acao=participou da aula | valor=1812
linha=4057 | nome=Paulo | acao=fez um experimento | valor=7578
linha=4058 | nome=Vitor | acao=comparou as metricas | valor=3580
linha=4059 | nome=Sofia | acao=escreveu o relatorio | valor=6519
linha=4060 | nome=Daniela | acao=otimizou o algoritmo | valor=7805
linha=4061 | nome=Felipe | acao=executou o benchmark | valor=3762
linha=4062 | nome=Paulo | acao=comparou as metricas | valor=6905
linha=4063 | nome=Karen | acao=analisou os resultados | valor=7214
linha=4064 | nome=Carlos | acao=analisou os resultados | valor=3496
linha=4065 | nome=Natalia | acao=escreveu o relatorio | valor=9824
linha=4066 | nome=Bruno | acao=comparou as metricas | valor=4553
linha=4067 | nome=Eduarda | acao=comparou as metricas | valor=1559
linha=4068 | nome=Renata | acao=participou da aula | valor=1548
linha=4069 | nome=Daniela | acao=escreveu o relatorio | valor=5243
linha=4070 | nome=Bruno | acao=analisou os resultados | valor=3696
linha=4071 | nome=Karen | acao=comparou as metricas | valor=7212
linha=4072 | nome=Mariana | acao=estudou computacao | valor=3837
linha=4073 | nome=Sofia | acao=fez um experimento | valor=8784
linha=4074 | nome=Mariana | acao=comparou as metricas | valor=5768
linha=4075 | nome=Felipe | acao=comparou as metricas | valor=8975
linha=4076 | nome=Mariana | acao=executou o benchmark | valor=3764
linha=4077 | nome=Karen | acao=otimizou o algoritmo | valor=9406
linha=4078 | nome=Carlos | acao=escreveu o relatorio | valor=5336
linha=4079 | nome=Gabriela | acao=estudou computacao | valor=4238
linha=4080 | nome=Karen | acao=analisou os resultados | valor=9340
linha=4081 | nome=Tiago | acao=analisou os resultados | valor=5481
linha=4082 | nome=Igor | acao=analisou os resultados | valor=1411
linha=4083 | nome=Daniela | acao=escreveu o relatorio | valor=1705
linha=4084 | nome=Mariana | acao=estudou computacao | valor=2095
linha=4085 | nome=Vitor | acao=participou da aula | valor=6506
linha=4086 | nome=Otavio | acao=analisou os resultados | valor=5381
linha=4087 | nome=Tiago | acao=otimizou o algoritmo | valor=4002
linha=4088 | nome=Sofia | acao=comparou as metricas | valor=5144
linha=4089 | nome=Karen | acao=executou o benchmark | valor=4695
linha=4090 | nome=Helena | acao=comparou as metricas | valor=6753
linha=4091 | nome=Tiago | acao=fez um experimento | valor=9591
linha=4092 | nome=Eduarda | acao=participou da aula | valor=7018
linha=4093 | nome=Mariana | acao=analisou os resultados | valor=9356
linha=4094 | nome=Paulo | acao=executou o benchmark | valor=4071
linha=4095 | nome=Daniela | acao=executou o benchmark | valor=5311
linha=4096 | nome=Igor | acao=executou o benchmark | valor=3502
linha=4097 | nome=Mariana | acao=fez um experimento | valor=2437
linha=4098 | nome=Karen | acao=analisou os resultados | valor=5506
linha=4099 | nome=Ana | acao=participou da aula | valor=2990
linha=4100 | nome=Helena | acao=escreveu o relatorio | valor=3987
linha=4101 | nome=Karen | acao=fez um experimento | valor=3350
linha=4102 | nome=Helena | acao=estudou computacao | valor=4046
linha=4103 | nome=Helena | acao=fez um experimento | valor=5030
linha=4104 | nome=Renata | acao=comparou as metricas | valor=1566
linha=4105 | nome=Helena | acao=participou da aula | valor=9657
linha=4106 | nome=Sofia | acao=otimizou o algoritmo | valor=5383
linha=4107 | nome=Sofia | acao=analisou os resultados | valor=8380
linha=4108 | nome=Daniela | acao=fez um experimento | valor=2961
linha=4109 | nome=Mariana | acao=estudou computacao | valor=7211
linha=4110 | nome=Carlos | acao=estudou computacao | valor=7301
linha=4111 | nome=Mariana | acao=otimizou o algoritmo | valor=7971
linha=4112 | nome=Daniela | acao=otimizou o algoritmo | valor=7921
linha=4113 | nome=Ana | acao=participou da aula | valor=6915
linha=4114 | nome=Sofia | acao=estudou computacao | valor=9100
linha=4115 | nome=Vitor | acao=analisou os resultados | valor=2513
linha=4116 | nome=Lucas | acao=estudou computacao | valor=9472
linha=4117 | nome=Carlos | acao=escreveu o relatorio | valor=5207
linha=4118 | nome=Otavio | acao=comparou as metricas | valor=3440
linha=4119 | nome=Eduarda | acao=estudou computacao | valor=8700
linha=4120 | nome=Helena | acao=analisou os resultados | valor=1562
linha=4121 | nome=Helena | acao=fez um experimento | valor=2413
linha=4122 | nome=Joao | acao=participou da aula | valor=3303
linha=4123 | nome=Carlos | acao=analisou os resultados | valor=3857
linha=4124 | nome=Helena | acao=otimizou o algoritmo | valor=9876
linha=4125 | nome=Otavio | acao=estudou computacao | valor=5267
linha=4126 | nome=Felipe | acao=escreveu o relatorio | valor=9896
linha=4127 | nome=Tiago | acao=analisou os resultados | valor=9905
linha=4128 | nome=Bruno | acao=analisou os resultados | valor=9791
linha=4129 | nome=Tiago | acao=otimizou o algoritmo | valor=7420
linha=4130 | nome=Mariana | acao=otimizou o algoritmo | valor=8856
linha=4131 | nome=Eduarda | acao=analisou os resultados | valor=8032
linha=4132 | nome=Paulo | acao=escreveu o relatorio | valor=8835
linha=4133 | nome=Karen | acao=escreveu o relatorio | valor=3159
linha=4134 | nome=Karen | acao=executou o benchmark | valor=2011
linha=4135 | nome=Paulo | acao=executou o benchmark | valor=7218
linha=4136 | nome=Joao | acao=escreveu o relatorio | valor=6679
linha=4137 | nome=Igor | acao=estudou computacao | valor=9285
linha=4138 | nome=Otavio | acao=escreveu o relatorio | valor=7528
linha=4139 | nome=Bruno | acao=analisou os resultados | valor=7388
linha=4140 | nome=Joao | acao=analisou os resultados | valor=4645
linha=4141 | nome=Daniela | acao=analisou os resultados | valor=5054
linha=4142 | nome=Otavio | acao=participou da aula | valor=9934
linha=4143 | nome=Karen | acao=executou o benchmark | valor=4220
linha=4144 | nome=Tiago | acao=estudou computacao | valor=2219
linha=4145 | nome=Vitor | acao=participou da aula | valor=1360
linha=4146 | nome=Mariana | acao=analisou os resultados | valor=5539
linha=4147 | nome=Helena | acao=estudou computacao | valor=5086
linha=4148 | nome=Tiago | acao=otimizou o algoritmo | valor=1700
linha=4149 | nome=Paulo | acao=analisou os resultados | valor=7469
linha=4150 | nome=Tiago | acao=comparou as metricas | valor=8093
linha=4151 | nome=Igor | acao=executou o benchmark | valor=3788
linha=4152 | nome=Daniela | acao=estudou computacao | valor=1926
linha=4153 | nome=Mariana | acao=fez um experimento | valor=4757
linha=4154 | nome=Carlos | acao=comparou as metricas | valor=9084
linha=4155 | nome=Sofia | acao=executou o benchmark | valor=7646
linha=4156 | nome=Daniela | acao=comparou as metricas | valor=5626
linha=4157 | nome=Lucas | acao=otimizou o algoritmo | valor=7263
linha=4158 | nome=Daniela | acao=estudou computacao | valor=6688
linha=4159 | nome=Natalia | acao=fez um experimento | valor=1769
linha=4160 | nome=Renata | acao=analisou os resultados | valor=9880
linha=4161 | nome=Igor | acao=escreveu o relatorio | valor=4509
linha=4162 | nome=Renata | acao=escreveu o relatorio | valor=7472
linha=4163 | nome=Natalia | acao=executou o benchmark | valor=2704
linha=4164 | nome=Helena | acao=escreveu o relatorio | valor=1527
linha=4165 | nome=Tiago | acao=estudou computacao | valor=4693
linha=4166 | nome=Igor | acao=fez um experimento | valor=3422
linha=4167 | nome=Igor | acao=escreveu o relatorio | valor=6612
linha=4168 | nome=Karen | acao=analisou os resultados | valor=3251
linha=4169 | nome=Joao | acao=estudou computacao | valor=3231
linha=4170 | nome=Joao | acao=analisou os resultados | valor=7569
linha=4171 | nome=Bruno | acao=estudou computacao | valor=9497
linha=4172 | nome=Carlos | acao=analisou os resultados | valor=9508
linha=4173 | nome=Paulo | acao=participou da aula | valor=9728
linha=4174 | nome=Felipe | acao=analisou os resultados | valor=3547
linha=4175 | nome=Igor | acao=fez um experimento | valor=9070
linha=4176 | nome=Otavio | acao=analisou os resultados | valor=9069
linha=4177 | nome=Paulo | acao=comparou as metricas | valor=4874
linha=4178 | nome=Paulo | acao=participou da aula | valor=4994
linha=4179 | nome=Carlos | acao=otimizou o algoritmo | valor=3970
linha=4180 | nome=Renata | acao=analisou os resultados | valor=7147
linha=4181 | nome=Mariana | acao=estudou computacao | valor=7832
linha=4182 | nome=Karen | acao=executou o benchmark | valor=3565
linha=4183 | nome=Bruno | acao=estudou computacao | valor=3758
linha=4184 | nome=Eduarda | acao=otimizou o algoritmo | valor=8838
linha=4185 | nome=Otavio | acao=escreveu o relatorio | valor=1222
linha=4186 | nome=Mariana | acao=escreveu o relatorio | valor=8026
linha=4187 | nome=Mariana | acao=comparou as metricas | valor=2757
linha=4188 | nome=Daniela | acao=comparou as metricas | valor=6054
linha=4189 | nome=Felipe | acao=participou da aula | valor=6422
linha=4190 | nome=Joao | acao=executou o benchmark | valor=5423
linha=4191 | nome=Sofia | acao=estudou computacao | valor=2515
linha=4192 | nome=Sofia | acao=analisou os resultados | valor=3363
linha=4193 | nome=Carlos | acao=analisou os resultados | valor=7293
linha=4194 | nome=Otavio | acao=comparou as metricas | valor=2802
linha=4195 | nome=Helena | acao=analisou os resultados | valor=4030
linha=4196 | nome=Daniela | acao=analisou os resultados | valor=9635
linha=4197 | nome=Lucas | acao=escreveu o relatorio | valor=1512
linha=4198 | nome=Carlos | acao=participou da aula | valor=4417
