linha=1 | nome=Carlos | acao=estudou computacao | valor=1547
linha=4293 | nome=Otavio | acao=otimizou o algoritmo | valor=9250
linha=4294 | nome=Eduarda | acao=otimizou o algoritmo | valor=7181
linha=4295 | nome=Carlos | acao=comparou as metricas | valor=7619
linha=4296 | nome=Paulo | acao=analisou os resultados | valor=7810
linha=4297 | nome=Lucas | acao=executou o benchmark | valor=8781
linha=4298 | nome=Otavio | acao=estudou computacao | valor=6983
linha=4299 | nome=Karen | acao=estudou computacao | valor=7802
linha=4300 | nome=Igor | acao=escreveu o relatorio | valor=5241
linha=4301 | nome=Igor | acao=participou da aula | valor=4719
linha=4302 | nome=Gabriela | acao=escreveu o relatorio | valor=4857
linha=4303 | nome=Renata | acao=estudou computacao | valor=1569
linha=4304 | nome=Mariana | acao=participou da aula | valor=2721
linha=4305 | nome=Igor | acao=fez um experimento | valor=8136
linha=4306 | nome=Felipe | acao=participou da aula | valor=7037
linha=4307 | nome=Felipe | acao=analisou os resultados | valor=1847
linha=4308 | nome=Sofia | acao=comparou as metricas | valor=3873
linha=4309 | nome=Renata | acao=estudou computacao | valor=2950
linha=4310 | nome=Sofia | acao=otimizou o algoritmo | valor=9269
linha=4311 | nome=Daniela | acao=participou da aula | valor=7743
linha=4312 | nome=Daniela | acao=executou o benchmark | valor=3596
linha=4313 | nome=Bruno | acao=escreveu o relatorio | valor=6097
linha=4314 | nome=Sofia | acao=otimizou o algoritmo | valor=3908
linha=4315 | nome=Renata | acao=otimizou o algoritmo | valor=2642
linha=4316 | nome=Lucas | acao=participou da aula | valor=1836
linha=4317 | nome=Bruno | acao=escreveu o relatorio | valor=5260
linha=4318 | nome=Renata | acao=executou o benchmark | valor=5780
linha=4319 | nome=Bruno | acao=estudou computacao | valor=8984
linha=4320 | nome=Tiago | acao=analisou os resultados | valor=6582
linha=4321 | nome=Joao | acao=otimizou o algoritmo | valor=4757
linha=4322 | nome=Mariana | acao=participou da aula | valor=1129
linha=4323 | nome=Bruno | acao=otimizou o algoritmo | valor=6610
linha=4324 | nome=Natalia | acao=comparou as metricas | valor=3641
linha=4325 | nome=Joao | acao=analisou os resultados | valor=1994
linha=4326 | nome=Ana | acao=otimizou o algoritmo | valor=5268
linha=4327 | nome=Sofia | acao=otimizou o algoritmo | valor=4430
linha=4328 | nome=Bruno | acao=analisou os resultados | valor=2770
linha=4329 | nome=Natalia | acao=executou o benchmark | valor=6336
linha=4330 | nome=Lucas | acao=participou da aula | valor=8202
linha=4331 | nome=Carlos | acao=fez um experimento | valor=8015
linha=4332 | nome=Lucas | acao=participou da aula | valor=2834
linha=4333 | nome=Mariana | acao=analisou os resultados | valor=3368
linha=4334 | nome=Daniela | acao=estudou computacao | valor=8150
linha=4335 | nome=Joao | acao=executou o benchmark | valor=8032
linha=4336 | nome=Gabriela | acao=fez um experimento | valor=3065
linha=4337 | nome=Renata | acao=otimizou o algoritmo | valor=4759
linha=4338 | nome=Felipe | acao=comparou as metricas | valor=5600
linha=4339 | nome=Ana | acao=comparou as metricas | valor=3865
linha=4340 | nome=Carlos | acao=comparou as metricas | valor=3992
linha=4341 | nome=Paulo | acao=analisou os resultados | valor=7907
linha=4342 | nome=Eduarda | acao=otimizou o algoritmo | valor=5631
linha=4343 | nome=Otavio | acao=otimizou o algoritmo | valor=3918
linha=4344 | nome=Tiago | acao=analisou os resultados | valor=1988
linha=4345 | nome=Joao | acao=analisou os resultados | valor=9984
linha=4346 | nome=Natalia | acao=analisou os resultados | valor=3508
linha=4347 | nome=Daniela | acao=fez um experimento | valor=8327
linha=4348 | nome=Eduarda | acao=escreveu o relatorio | valor=5577
linha=4349 | nome=Natalia | acao=comparou as metricas | valor=9668
linha=4350 | nome=Sofia | acao=analisou os resultados | valor=6600
linha=4351 | nome=Ana | acao=comparou as metricas | valor=3720
linha=4352 | nome=Igor | acao=escreveu o relatorio | valor=2022
linha=4353 | nome=Mariana | acao=otimizou o algoritmo | valor=9466
linha=4354 | nome=Gabriela | acao=fez um experimento | valor=4407
linha=4355 | nome=Tiago | acao=executou o benchmark | valor=6479
linha=4356 | nome=Sofia | acao=executou o benchmark | valor=6309
linha=4357 | nome=Lucas | acao=otimizou o algoritmo | valor=9689
linha=4358 | nome=Lucas | acao=fez um experimento | valor=8329
linha=4359 | nome=Daniela | acao=analisou os resultados | valor=9961
linha=4360 | nome=Sofia | acao=analisou os resultados | valor=6053
linha=4361 | nome=Helena | acao=executou o benchmark | valor=1173
linha=4362 | nome=Mariana | acao=analisou os resultados | valor=3966
linha=4363 | nome=Natalia | acao=estudou computacao | valor=3852
linha=4364 | nome=Felipe | acao=analisou os resultados | valor=4894
linha=4365 | nome=Helena | acao=escreveu o relatorio | valor=4925
linha=4366 | nome=Daniela | acao=estudou computacao | valor=1989
linha=4367 | nome=Joao | acao=estudou computacao | valor=6270
linha=4368 | nome=Daniela | acao=estudou computacao | valor=5648
linha=4369 | nome=Helena | acao=fez um experimento | valor=6293
linha=4370 | nome=Karen | acao=escreveu o relatorio | valor=7377
linha=4371 | nome=Sofia | acao=otimizou o algoritmo | valor=7618
linha=4372 | nome=Felipe | acao=otimizou o algoritmo | valor=7864
linha=4373 | nome=Mariana | acao=otimizou o algoritmo | valor=3043
linha=4374 | nome=Renata | acao=fez um experimento | valor=3474
linha=4375 | nome=Ana | acao=executou o benchmark | valor=6884
linha=4376 | nome=Igor | acao=estudou computacao | valor=1932
linha=4377 | nome=Mariana | acao=estudou computacao | valor=4668
linha=4378 | nome=Mariana | acao=otimizou o algoritmo | valor=6568
linha=4379 | nome=Felipe | acao=comparou as metricas | valor=7932
linha=4380 | nome=Helena | acao=participou da aula | valor=4006
linha=4381 | nome=Igor | acao=estudou computacao | valor=6688
linha=4382 | nome=Joao | acao=analisou os resultados | valor=6285
linha=4383 | nome=Felipe | acao=participou da aula | valor=6204
linha=4384 | nome=Daniela | acao=fez um experimento | valor=9028
linha=4385 | nome=Mariana | acao=otimizou o algoritmo | valor=8587
linha=4386 | nome=Renata | acao=executou o benchmark | valor=2190
linha=4387 | nome=Vitor | acao=estudou computacao | valor=8591
linha=4388 | nome=Paulo | acao=analisou os resultados | valor=1245
linha=4389 | nome=Lucas | acao=escreveu o relatorio | valor=9215
linha=4390 | nome=Otavio | acao=fez um experimento | valor=3005
linha=4391 | nome=Eduarda | acao=participou da aula | valor=2229
linha=4392 | nome=Natalia | acao=analisou os resultados | valor=6597
linha=4393 | nome=Bruno | acao=executou o benchmark | valor=3499
linha=4394 | nome=Otavio | acao=otimizou o algoritmo | valor=6986
linha=4395 | nome=Renata | acao=analisou os resultados | valor=9497
linha=4396 | nome=Eduarda | acao=executou o benchmark | valor=1359
linha=4397 | nome=Gabriela | acao=executou o benchmark | valor=9046
linha=4398 | nome=Helena | acao=escreveu o relatorio | valor=9312
linha=4399 | nome=Mariana | acao=otimizou o algoritmo | valor=2850
linha=4400 | nome=Karen | acao=estudou computacao | valor=1956
linha=4401 | nome=Paulo | acao=escreveu o relatorio | valor=5424
linha=4402 | nome=Igor | acao=estudou computacao | valor=9688
linha=4403 | nome=Gabriela | acao=participou da aula | valor=2424
linha=4404 | nome=Ana | acao=analisou os resultados | valor=1731
linha=4405 | nome=Mariana | acao=fez um experimento | valor=5462
linha=4406 | nome=Vitor | acao=participou da aula | valor=3635
linha=4407 | nome=Igor | acao=comparou as metricas | valor=8849
linha=4408 | nome=Joao | acao=comparou as metricas | valor=3653
linha=4409 | nome=Paulo | acao=escreveu o relatorio | valor=5693
linha=4410 | nome=Renata | acao=otimizou o algoritmo | valor=4607
linha=4411 | nome=Daniela | acao=fez um experimento | valor=8743
linha=4412 | nome=Felipe | acao=analisou os resultados | valor=1230
linha=4413 | nome=Bruno | acao=fez um experimento | valor=1199
linha=4414 | nome=Mariana | acao=fez um experimento | valor=9457
linha=4415 | nome=Paulo | acao=escreveu o relatorio | valor=9497
linha=4416 | nome=Helena | acao=executou o benchmark | valor=5486
linha=4417 | nome=Vitor | acao=estudou computacao | valor=3825
linha=4418 | nome=Mariana | acao=otimizou o algoritmo | valor=6853
linha=4419 | nome=Lucas | acao=comparou as metricas | valor=4946
linha=4420 | nome=Eduarda | acao=analisou os resultados | valor=5643
linha=4421 | nome=Gabriela | acao=estudou computacao | valor=2487
linha=4422 | nome=Tiago | acao=fez um experimento | valor=9451
linha=4423 | nome=Bruno | acao=estudou computacao | valor=4564
linha=4424 | nome=Bruno | acao=escreveu o relatorio | valor=7290
linha=4425 | nome=Carlos | acao=estudou computacao | valor=5071
linha=4426 | nome=Ana | acao=fez um experimento | valor=2260
linha=4427 | nome=Lucas | acao=escreveu o relatorio | valor=9680
linha=4428 | nome=Karen | acao=fez um experimento | valor=6351
linha=4429 | nome=Otavio | acao=otimizou o algoritmo | valor=9535
linha=4430 | nome=Paulo | acao=analisou os resultados | valor=3491
linha=4431 | nome=Sofia | acao=otimizou o algoritmo | valor=9372
linha=4432 | nome=Helena | acao=fez um experimento | valor=7243
linha=4433 | nome=Carlos | acao=fez um experimento | valor=5666
linha=4434 | nome=Helena | acao=analisou os resultados | valor=4845
linha=4435 | nome=Lucas | acao=participou da aula | valor=9674
linha=4436 | nome=Sofia | acao=comparou as metricas | valor=5745
linha=4437 | nome=Vitor | acao=estudou computacao | valor=1409
linha=4438 | nome=Eduarda | acao=estudou computacao | valor=3695
linha=4439 | nome=Ana | acao=otimizou o algoritmo | valor=1270
linha=4440 | nome=Igor | acao=participou da aula | valor=2023
linha=4441 | nome=Eduarda | acao=otimizou o algoritmo | valor=7389
linha=4442 | nome=Helena | acao=fez um experimento | valor=6554
linha=4443 | nome=Renata | acao=fez um experimento | valor=1593
linha=4444 | nome=Paulo | acao=analisou os resultados | valor=4142
linha=4445 | nome=Tiago | acao=otimizou o algoritmo | valor=2081
linha=4446 | nome=Lucas | acao=escreveu o relatorio | valor=9765
linha=4447 | nome=Karen | acao=otimizou o algoritmo | valor=3041
linha=4448 | nome=Natalia | acao=comparou as metricas | valor=5751
linha=4449 | nome=Otavio | acao=otimizou o algoritmo | valor=6148
linha=4450 | nome=Mariana | acao=comparou as metricas | valor=8751
linha=4451 | nome=Carlos | acao=estudou computacao | valor=2038
linha=4452 | nome=Sofia | acao=executou o benchmark | valor=8526
linha=4453 | nome=Felipe | acao=otimizou o algoritmo | valor=9285
linha=4454 | nome=Carlos | acao=executou o benchmark | valor=1950
linha=4455 | nome=Natalia | acao=executou o benchmark | valor=1270
linha=4456 | nome=Otavio | acao=executou o benchmark | valor=8703
linha=4457 | nome=Gabriela | acao=participou da aula | valor=3285
linha=4458 | nome=Bruno | acao=executou o benchmark | valor=4665
linha=4459 | nome=Paulo | acao=analisou os resultados | valor=4457
linha=4460 | nome=Bruno | acao=comparou as metricas | valor=3947
linha=4461 | nome=Igor | acao=comparou as metricas | valor=3478
linha=4462 | nome=Eduarda | acao=comparou as metricas | valor=8682
linha=4463 | nome=Karen | acao=otimizou o algoritmo | valor=5161
linha=4464 | nome=Lucas | acao=escreveu o relatorio | valor=7158
linha=4465 | nome=Paulo | acao=comparou as metricas | valor=3348
linha=4466 | nome=Tiago | acao=analisou os resultados | valor=1265
linha=4467 | nome=Carlos | acao=otimizou o algoritmo | valor=8527
linha=4468 | nome=Sofia | acao=otimizou o algoritmo | valor=3022
linha=4469 | nome=Sofia | acao=fez um experimento | valor=7846
linha=4470 | nome=Ana | acao=analisou os resultados | valor=4756
linha=4471 | nome=Ana | acao=participou da aula | valor=3073
linha=4472 | nome=Natalia | acao=comparou as metricas | valor=4039
linha=4473 | nome=Eduarda | acao=estudou computacao | valor=5716
linha=4474 | nome=Daniela | acao=comparou as metricas | valor=5006
linha=4475 | nome=Renata | acao=participou da aula | valor=8577
linha=4476 | nome=Joao | acao=otimizou o algoritmo | valor=8714
linha=4477 | nome=Natalia | acao=estudou computacao | valor=2624
linha=4478 | nome=Joao | acao=comparou as metricas | valor=2428
linha=4479 | nome=Felipe | acao=executou o benchmark | valor=6621
linha=4480 | nome=Bruno | acao=comparou as metricas | valor=8837
linha=4481 | nome=Natalia | acao=analisou os resultados | valor=4731
linha=4482 | nome=Renata | acao=escreveu o relatorio | valor=1082
linha=4483 | nome=Helena | acao=analisou os resultados | valor=2222
linha=4484 | nome=Bruno | acao=analisou os resultados | valor=6892
linha=4485 | nome=Vitor | acao=comparou as metricas | valor=5818
linha=4486 | nome=Igor | acao=fez um experimento | valor=4685
linha=4487 | nome=Sofia | acao=estudou computacao | valor=1751
linha=4488 | nome=Daniela | acao=escreveu o relatorio | valor=9750
linha=4489 | nome=Bruno | acao=comparou as metricas | valor=4860
linha=4490 | nome=Otavio | acao=comparou as metricas | valor=5490
linha=4491 | nome=Igor | acao=participou da aula | valor=9828
linha=4492 | nome=Tiago | acao=participou da aula | valor=5115
linha=4493 | nome=Mariana | acao=escreveu o relatorio | valor=2499
linha=4494 | nome=Carlos | acao=estudou computacao | valor=8277
linha=4495 | nome=Ana | acao=otimizou o algoritmo | valor=2004
linha=4496 | nome=Paulo | acao=executou o benchmark | valor=7050
linha=4497 | nome=Daniela | acao=otimizou o algoritmo | valor=6813
linha=4498 | nome=Tiago | acao=escreveu o relatorio | valor=1741
linha=4499 | nome=Gabriela | acao=fez um experimento | valor=7724
linha=4500 | nome=Otavio | acao=participou da aula | valor=1024
linha=4501 | nome=Mariana | acao=escreveu o relatorio | valor=1291
linha=4502 | nome=Helena | acao=executou o benchmark | valor=5957
linha=4503 | nome=Joao | acao=participou da aula | valor=9105
linha=4504 | nome=Joao | acao=fez um experimento | valor=6212
linha=4505 | nome=Mariana | acao=escreveu o relatorio | valor=1190
linha=4506 | nome=Bruno | acao=otimizou o algoritmo | valor=1892
linha=4507 | nome=Vitor | acao=fez um experimento | valor=4852
linha=4508 | nome=Paulo | acao=comparou as metricas | valor=1969
linha=4509 | nome=Paulo | acao=comparou as metricas | valor=7914
linha=4510 | nome=Joao | acao=participou da aula | valor=5585
linha=4511 | nome=Vitor | acao=comparou as metricas | valor=4468
linha=4512 | nome=Carlos | acao=executou o benchmark | valor=2910
linha=4513 | nome=Igor | acao=comparou as metricas | valor=8118
linha=4514 | nome=Lucas | acao=escreveu o relatorio | valor=6040
linha=4515 | nome=Otavio | acao=executou o benchmark | valor=6245
linha=4516 | nome=Igor | acao=executou o benchmark | valor=1730
linha=4517 | nome=Eduarda | acao=fez um experimento | valor=5387
linha=4518 | nome=Renata | acao=estudou computacao | valor=1876
linha=4519 | nome=Natalia | acao=escreveu o relatorio | valor=4779
linha=4520 | nome=Carlos | acao=comparou as metricas | valor=5564
linha=4521 | nome=Sofia | acao=estudou computacao | valor=9516
linha=4522 | nome=Tiago | acao=analisou os resultados | valor=2044
linha=4523 | nome=Mariana | acao=estudou computacao | valor=5543
linha=4524 | nome=Felipe | acao=estudou computacao | valor=4082
linha=4525 | nome=Eduarda | acao=fez um experimento | valor=4953
linha=4526 | nome=Renata | acao=escreveu o relatorio | valor=2073
linha=4527 | nome=Mariana | acao=fez um experimento | valor=2434
linha=4528 | nome=Renata | acao=estudou computacao | valor=1459
linha=4529 | nome=Bruno | acao=fez um experimento | valor=1470
linha=4530 | nome=Tiago | acao=fez um experimento | valor=4960
linha=4531 | nome=Joao | acao=executou o benchmark | valor=4805
linha=4532 | nome=Carlos | acao=otimizou o algoritmo | valor=6570
linha=4533 | nome=Renata | acao=analisou os resultados | valor=6004
linha=4534 | nome=Felipe | acao=comparou as metricas | valor=9697
linha=4535 | nome=Mariana | acao=fez um experimento | valor=9661
linha=4536 | nome=Natalia | acao=estudou computacao | valor=6773
linha=4537 | nome=Felipe | acao=fez um experimento | valor=7673
linha=4538 | nome=Renata | acao=comparou as metricas | valor=7567
linha=4539 | nome=Carlos | acao=analisou os resultados | valor=4092
linha=4540 | nome=Carlos | acao=fez um experimento | valor=7673
linha=4541 | nome=Natalia | acao=executou o benchmark | valor=3653
linha=4542 | nome=Ana | acao=estudou computacao | valor=8053
linha=4543 | nome=Mariana | acao=estudou computacao | valor=9962
linha=4544 | nome=Daniela | acao=participou da aula | valor=4295
linha=4545 | nome=Mariana | acao=executou o benchmark | valor=2463
linha=4546 | nome=Daniela | acao=fez um experimento | valor=5098
linha=4547 | nome=Helena | acao=estudou computacao | valor=3614
linha=4548 | nome=Paulo | acao=estudou computacao | valor=4722
linha=4549 | nome=Felipe | acao=analisou os resultados | valor=2419
linha=4550 | nome=Tiago | acao=otimizou o algoritmo | valor=7796
linha=4551 | nome=Bruno | acao=executou o benchmark | valor=8053
linha=4552 | nome=Lucas | acao=escreveu o relatorio | valor=7711
linha=4553 | nome=Eduarda | acao=escreveu o relatorio | valor=5379
linha=4554 | nome=Gabriela | acao=analisou os resultados | valor=1602
linha=4555 | nome=Carlos | acao=comparou as metricas | valor=7291
linha=4556 | nome=Natalia | acao=participou da aula | valor=1356
linha=4557 | nome=Eduarda | acao=comparou as metricas | valor=7268
linha=4558 | nome=Bruno | acao=estudou computacao | valor=3297
linha=4559 | nome=Paulo | acao=escreveu o relatorio | valor=7948
linha=4560 | nome=Vitor | acao=estudou computacao | valor=9495
linha=4561 | nome=Bruno | acao=escreveu o relatorio | valor=8554
linha=4562 | nome=Igor | acao=estudou computacao | valor=2800
linha=4563 | nome=Karen | acao=comparou as metricas | valor=9537
linha=4564 | nome=Carlos | acao=escreveu o relatorio | valor=9384
linha=4565 | nome=Paulo | acao=executou o benchmark | valor=9239
linha=4566 | nome=Joao | acao=otimizou o algoritmo | valor=4592
linha=4567 | nome=Otavio | acao=participou da aula | valor=2639
linha=4568 | nome=Vitor | acao=escreveu o relatorio | valor=8516
linha=4569 | nome=Carlos | acao=participou da aula | valor=4691
linha=4570 | nome=Eduarda | acao=escreveu o relatorio | valor=4987
linha=4571 | nome=Lucas | acao=comparou as metricas | valor=9458
linha=4572 | nome=Natalia | acao=escreveu o relatorio | valor=6767
linha=4573 | nome=Joao | acao=executou o benchmark | valor=2700
linha=4574 | nome=Otavio | acao=otimizou o algoritmo | valor=9904
linha=4575 | nome=Vitor | acao=participou da aula | valor=8951
linha=4576 | nome=Bruno | acao=comparou as metricas | valor=6852
linha=4577 | nome=Carlos | acao=executou o benchmark | valor=9116
linha=4578 | nome=Vitor | acao=participou da aula | valor=1496
linha=4579 | nome=Renata | acao=estudou computacao | valor=9967
linha=4580 | nome=Daniela | acao=otimizou o algoritmo | valor=1364
linha=4581 | nome=Lucas | acao=comparou as metricas | valor=4026
linha=4582 | nome=Karen | acao=escreveu o relatorio | valor=2328
linha=4583 | nome=Sofia | acao=executou o benchmark | valor=7033
linha=4584 | nome=Tiago | acao=estudou computacao | valor=9648
linha=4585 | nome=Tiago | acao=otimizou o algoritmo | valor=6337
linha=4586 | nome=Lucas | acao=fez um experimento | valor=3419
linha=4587 | nome=Igor | acao=fez um experimento | valor=3927
linha=4588 | nome=Eduarda | acao=otimizou o algoritmo | valor=8237
linha=4589 | nome=Igor | acao=otimizou o algoritmo | valor=6598
linha=4590 | nome=Joao | acao=escreveu o relatorio | valor=2459
linha=4591 | nome=Otavio | acao=executou o benchmark | valor=5065
linha=4592 | nome=Otavio | acao=otimizou o algoritmo | valor=4203
linha=4593 | nome=Mariana | acao=estudou computacao | valor=5006
linha=4594 | nome=Gabriela | acao=otimizou o algoritmo | valor=3723
linha=4595 | nome=Otavio | acao=comparou as metricas | valor=5320
linha=4596 | nome=Helena | acao=estudou computacao | valor=9594
linha=4597 | nome=Ana | acao=participou da aula | valor=3109
linha=4598 | nome=Paulo | acao=executou o benchmark | valor=9940
linha=4599 | nome=Sofia | acao=executou o benchmark | valor=3673
linha=4600 | nome=Igor | acao=comparou as metricas | valor=3777
linha=4601 | nome=Renata | acao=otimizou o algoritmo | valor=7482
linha=4602 | nome=Eduarda | acao=fez um experimento | valor=4393
linha=4603 | nome=Vitor | acao=fez um experimento | valor=1394
linha=4604 | nome=Renata | acao=analisou os resultados | valor=1028
linha=4605 | nome=Gabriela | acao=comparou as metricas | valor=7118
linha=4606 | nome=Natalia | acao=comparou as metricas | valor=9809
linha=4607 | nome=Daniela | acao=executou o benchmark | valor=8914
linha=4608 | nome=Helena | acao=estudou computacao | valor=2673
linha=4609 | nome=Lucas | acao=estudou computacao | valor=6116
linha=4610 | nome=Igor | acao=comparou as metricas | valor=6913
linha=4611 | nome=Renata | acao=fez um experimento | valor=3953
linha=4612 | nome=Ana | acao=otimizou o algoritmo | valor=7734
linha=4613 | nome=Vitor | acao=executou o benchmark | valor=4922
linha=4614 | nome=Ana | acao=executou o benchmark | valor=1988
linha=4615 | nome=Daniela | acao=executou o benchmark | valor=7247
linha=4616 | nome=Tiago | acao=fez um experimento | valor=8291
linha=4617 | nome=Natalia | acao=estudou computacao | valor=8446
linha=4618 | nome=Mariana | acao=fez um experimento | valor=6856
linha=4619 | nome=Mariana | acao=analisou os resultados | valor=1874
linha=4620 | nome=Carlos | acao=comparou as metricas | valor=7331
linha=4621 | nome=Daniela | acao=estudou computacao | valor=5294
linha=4622 | nome=Ana | acao=analisou os resultados | valor=3024
linha=4623 | nome=Karen | acao=participou da aula | valor=2756
linha=4624 | nome=Gabriela | acao=analisou os resultados | valor=8736
linha=4625 | nome=Otavio | acao=fez um experimento | valor=5820
linha=4626 | nome=Mariana | acao=participou da aula | valor=7838
linha=4627 | nome=Vitor | acao=otimizou o algoritmo | valor=9548
linha=4628 | nome=Bruno | acao=executou o benchmark | valor=2008
linha=4629 | nome=Tiago | acao=analisou os resultados | valor=7895
linha=4630 | nome=Natalia | acao=analisou os resultados | valor=7433
linha=4631 | nome=Felipe | acao=escreveu o relatorio | valor=3566
linha=4632 | nome=Renata | acao=otimizou o algoritmo | valor=6790
linha=4633 | nome=Natalia | acao=otimizou o algoritmo | valor=1915
linha=4634 | nome=Tiago | acao=escreveu o relatorio | valor=5016
linha=4635 | nome=Karen | acao=escreveu o relatorio | valor=5362
linha=4636 | nome=Tiago | acao=analisou os resultados | valor=2236
linha=4637 | nome=Renata | acao=escreveu o relatorio | valor=6249
linha=4638 | nome=Paulo | acao=estudou computacao | valor=4287
linha=4639 | nome=Bruno | acao=comparou as metricas | valor=6912
linha=4640 | nome=Otavio | acao=participou da aula | valor=9320
linha=4641 | nome=Sofia | acao=estudou computacao | valor=5331
linha=4642 | nome=Bruno | acao=escreveu o relatorio | valor=5186
linha=4643 | nome=Tiago | acao=estudou computacao | valor=3174
linha=4644 | nome=Lucas | acao=analisou os resultados | valor=5707
linha=4645 | nome=Natalia | acao=estudou computacao | valor=8988
linha=4646 | nome=Vitor | acao=analisou os resultados | valor=1212
linha=4647 | nome=Daniela | acao=analisou os resultados | valor=5939
linha=4648 | nome=Ana | acao=executou o benchmark | valor=2475
linha=4649 | nome=Carlos | acao=participou da aula | valor=7240
linha=4650 | nome=Vitor | acao=comparou as metricas | valor=7925
linha=4651 | nome=Sofia | acao=fez um experimento | valor=4994
linha=4652 | nome=Felipe | acao=executou o benchmark | valor=9478
linha=4653 | nome=Otavio | acao=participou da aula | valor=4079
linha=4654 | nome=Vitor | acao=comparou as metricas | valor=7034
linha=4655 | nome=Vitor | acao=fez um experimento | valor=6344
linha=4656 | nome=Igor | acao=executou o benchmark | valor=6752
linha=4657 | nome=Mariana | acao=fez um experimento | valor=2674
linha=4658 | nome=Mariana | acao=analisou os resultados | valor=2383
linha=4659 | nome=Otavio | acao=participou da aula | valor=7637
linha=4660 | nome=Paulo | acao=estudou computacao | valor=4537
linha=4661 | nome=Carlos | acao=fez um experimento | valor=8240
linha=4662 | nome=Ana | acao=escreveu o relatorio | valor=3900
linha=4663 | nome=Mariana | acao=participou da aula | valor=9008
linha=4664 | nome=Bruno | acao=escreveu o relatorio | valor=5831
linha=4665 | nome=Eduarda | acao=fez um experimento | valor=5081
linha=4666 | nome=Gabriela | acao=analisou os resultados | valor=5998
linha=4667 | nome=Vitor | acao=fez um experimento | valor=1488
linha=4668 | nome=Tiago | acao=analisou os resultados | valor=9443
linha=4669 | nome=Felipe | acao=escreveu o relatorio | valor=1991
linha=4670 | nome=Helena | acao=executou o benchmark | valor=5486
linha=4671 | nome=Helena | acao=comparou as metricas | valor=5852
linha=4672 | nome=Paulo | acao=executou o benchmark | valor=5910
linha=4673 | nome=Sofia | acao=otimizou o algoritmo | valor=3737
linha=4674 | nome=Eduarda | acao=escreveu o relatorio | valor=7299
linha=4675 | nome=Bruno | acao=comparou as metricas | valor=1620
linha=4676 | nome=Renata | acao=estudou computacao | valor=6179
linha=4677 | nome=Daniela | acao=escreveu o relatorio | valor=7903
linha=4678 | nome=Paulo | acao=executou o benchmark | valor=1656
linha=4679 | nome=Vitor | acao=analisou os resultados | valor=3714
linha=4680 | nome=Igor | acao=otimizou o algoritmo | valor=1323
linha=4681 | nome=Helena | acao=fez um experimento | valor=2277
linha=4682 | nome=Paulo | acao=estudou computacao | valor=3892
linha=4683 | nome=Felipe | acao=fez um experimento | valor=3229
linha=4684 | nome=Renata | acao=comparou as metricas | valor=2951
linha=4685 | nome=Renata | acao=participou da aula | valor=7148
linha=4686 | nome=Daniela | acao=estudou computacao | valor=3426
linha=4687 | nome=Renata | acao=comparou as metricas | valor=8706
linha=4688 | nome=Bruno | acao=comparou as metricas | valor=9073
linha=4689 | nome=Renata | acao=escreveu o relatorio | valor=3385
linha=4690 | nome=Eduarda | acao=escreveu o relatorio | valor=4237
linha=4691 | nome=Karen | acao=otimizou o algoritmo | valor=2244
linha=4692 | nome=Eduarda | acao=escreveu o relatorio | valor=1751
linha=4693 | nome=Lucas | acao=estudou computacao | valor=4248
linha=4694 | nome=Carlos | acao=estudou computacao | valor=5878
linha=4695 | nome=Natalia | acao=analisou os resultados | valor=9925
linha=4696 | nome=Bruno | acao=estudou computacao | valor=5468
linha=4697 | nome=Tiago | acao=participou da aula | valor=5457
linha=4698 | nome=Gabriela | acao=executou o benchmark | valor=5899
linha=4699 | nome=Eduarda | acao=comparou as metricas | valor=7005
linha=4700 | nome=Renata | acao=participou da aula | valor=5060
linha=4701 | nome=Renata | acao=fez um experimento | valor=3545
linha=4702 | nome=Lucas | acao=estudou computacao | valor=3662
linha=4703 | nome=Mariana | acao=escreveu o relatorio | valor=7952
linha=4704 | nome=Sofia | acao=estudou computacao | valor=1227
linha=4705 | nome=Carlos | acao=fez um experimento | valor=8925
linha=4706 | nome=Gabriela | acao=estudou computacao | valor=6198
linha=4707 | nome=Ana | acao=participou da aula | valor=7926
linha=4708 | nome=Felipe | acao=analisou os resultados | valor=5339
linha=4709 | nome=Mariana | acao=analisou os resultados | valor=8120
linha=4710 | nome=Bruno | acao=estudou computacao | valor=3918
linha=4711 | nome=Eduarda | acao=executou o benchmark | valor=1130
linha=4712 | nome=Joao | acao=participou da aula | valor=1888
linha=4713 | nome=Bruno | acao=executou o benchmark | valor=2884
linha=4714 | nome=Eduarda | acao=analisou os resultados | valor=1320
linha=4715 | nome=Felipe | acao=executou o benchmark | valor=8396
linha=4716 | nome=Mariana | acao=estudou computacao | valor=6979
linha=4717 | nome=Tiago | acao=analisou os resultados | valor=7856
linha=4718 | nome=Lucas | acao=comparou as metricas | valor=8781
linha=4719 | nome=Karen | acao=comparou as metricas | valor=7250
linha=4720 | nome=Natalia | acao=estudou computacao | valor=7254
linha=4721 | nome=Gabriela | acao=fez um experimento | valor=1326
linha=4722 | nome=Renata | acao=estudou computacao | valor=6330
linha=4723 | nome=Lucas | acao=fez um experimento | valor=1621
linha=4724 | nome=Carlos | acao=executou o benchmark | valor=5856
linha=4725 | nome=Mariana | acao=escreveu o relatorio | valor=6913
linha=4726 | nome=Vitor | acao=escreveu o relatorio | valor=5986
linha=4727 | nome=Felipe | acao=otimizou o algoritmo | valor=5407
linha=4728 | nome=Felipe | acao=escreveu o relatorio | valor=5178
