linha=1 | nome=Igor | acao=comparou as metricas | valor=7119
linha=3996 | nome=Eduarda | acao=escreveu o relatorio | valor=2629
linha=3997 | nome=Paulo | acao=fez um experimento | valor=3236
linha=3998 | nome=Paulo | acao=participou da aula | valor=4922
linha=3999 | nome=Sofia | acao=estudou computacao | valor=4357
linha=4000 | nome=Vitor | acao=fez um experimento | valor=5628
linha=4001 | nome=Carlos | acao=escreveu o relatorio | valor=2257
linha=4002 | nome=Vitor | acao=executou o benchmark | valor=1017
linha=4003 | nome=Daniela | acao=participou da aula | valor=2041
linha=4004 | nome=Paulo | acao=analisou os resultados | valor=6375
linha=4005 | nome=Otavio | acao=fez um experimento | valor=9558
linha=4006 | nome=Igor | acao=estudou computacao | valor=8429
linha=4007 | nome=Felipe | acao=executou o benchmark | valor=4884
linha=4008 | nome=Ana | acao=analisou os resultados | valor=6993
linha=4009 | nome=Joao | acao=participou da aula | valor=1647
linha=4010 | nome=Karen | acao=executou o benchmark | valor=2154
linha=4011 | nome=Helena | acao=analisou os resultados | valor=7279
linha=4012 | nome=Daniela | acao=escreveu o relatorio | valor=6733
linha=4013 | nome=Ana | acao=comparou as metricas | valor=7379
linha=4014 | nome=Ana | acao=fez um experimento | valor=6342
linha=4015 | nome=Felipe | acao=fez um experimento | valor=1704
linha=4016 | nome=Paulo | acao=executou o benchmark | valor=2227
linha=4017 | nome=Otavio | acao=analisou os resultados | valor=4376
linha=4018 | nome=Eduarda | acao=estudou computacao | valor=8203
linha=4019 | nome=Sofia | acao=escreveu o relatorio | valor=2462
linha=4020 | nome=Felipe | acao=escreveu o relatorio | valor=3653
linha=4021 | nome=Mariana | acao=comparou as metricas | valor=2317
linha=4022 | nome=Igor | acao=otimizou o algoritmo | valor=7451
linha=4023 | nome=Joao | acao=otimizou o algoritmo | valor=2929
linha=4024 | nome=Renata | acao=analisou os resultados | valor=4785
linha=4025 | nome=Igor | acao=otimizou o algoritmo | valor=5996
linha=4026 | nome=Eduarda | acao=escreveu o relatorio | valor=3539
linha=4027 | nome=Natalia | acao=escreveu o relatorio | valor=1635
linha=4028 | nome=Lucas | acao=estudou computacao | valor=4767
linha=4029 | nome=Natalia | acao=analisou os resultados | valor=6866
linha=4030 | nome=Carlos | acao=participou da aula | valor=4928
linha=4031 | nome=Tiago | acao=escreveu o relatorio | valor=3327
linha=4032 | nome=Felipe | acao=executou o benchmark | valor=9395
linha=4033 | nome=Igor | acao=escreveu o relatorio | valor=3804
linha=4034 | nome=Bruno | acao=executou o benchmark | valor=5208
linha=4035 | nome=Ana | acao=analisou os resultados | valor=5172
linha=4036 | nome=Ana | acao=otimizou o algoritmo | valor=4453
linha=4037 | nome=Carlos | acao=executou o benchmark | valor=6087
linha=4038 | nome=Natalia | acao=executou o benchmark | valor=9767
linha=4039 | nome=Gabriela | acao=fez um experimento | valor=5893
linha=4040 | nome=Lucas | acao=participou da aula | valor=1925
linha=4041 | nome=Natalia | acao=participou da aula | valor=9900
linha=4042 | nome=Ana | acao=estudou computacao | valor=1907
linha=4043 | nome=Vitor | acao=fez um experimento | valor=7592
linha=4044 | nome=Gabriela | acao=fez um experimento | valor=5075
linha=4045 | nome=Bruno | acao=comparou as metricas | valor=7205
linha=4046 | nome=Vitor | acao=otimizou o algoritmo | valor=7802
linha=4047 | nome=Bruno | acao=otimizou o algoritmo | valor=6145
linha=4048 | nome=Ana | acao=otimizou o algoritmo | valor=6283
linha=4049 | nome=Ana | acao=analisou os resultados | valor=2417
linha=4050 | nome=Eduarda | acao=comparou as metricas | valor=6976
linha=4051 | nome=Karen | acao=analisou os resultados | valor=1098
linha=4052 | nome=Vitor | acao=fez um experimento | valor=3726
linha=4053 | nome=Daniela | acao=otimizou o algoritmo | valor=1048
linha=4054 | nome=Renata | acao=comparou as metricas | valor=2254
linha=4055 | nome=Karen | acao=participou da aula | valor=1249
linha=4056 | nome=Mariana | acao=analisou os resultados | valor=3956
linha=4057 | nome=Tiago | acao=executou o benchmark | valor=4683
linha=4058 | nome=Carlos | acao=fez um experimento | valor=9556
linha=4059 | nome=Natalia | acao=participou da aula | valor=7462
linha=4060 | nome=Paulo | acao=analisou os resultados | valor=1791
linha=4061 | nome=Bruno | acao=fez um experimento | valor=7034
linha=4062 | nome=Karen | acao=executou o benchmark | valor=5751
linha=4063 | nome=Tiago | acao=analisou os resultados | valor=5423
linha=4064 | nome=Gabriela | acao=otimizou o algoritmo | valor=9537
linha=4065 | nome=Ana | acao=estudou computacao | valor=5587
linha=4066 | nome=Eduarda | acao=escreveu o relatorio | valor=9182
linha=4067 | nome=Gabriela | acao=otimizou o algoritmo | valor=5921
linha=4068 | nome=Otavio | acao=estudou computacao | valor=8838
linha=4069 | nome=Bruno | acao=escreveu o relatorio | valor=5620
linha=4070 | nome=Mariana | acao=analisou os resultados | valor=2360
linha=4071 | nome=Renata | acao=analisou os resultados | valor=6717
linha=4072 | nome=Karen | acao=estudou computacao | valor=5749
linha=4073 | nome=Otavio | acao=estudou computacao | valor=2645
linha=4074 | nome=Renata | acao=estudou computacao | valor=8408
linha=4075 | nome=Joao | acao=comparou as metricas | valor=6397
linha=4076 | nome=Lucas | acao=participou da aula | valor=6000
linha=4077 | nome=Daniela | acao=otimizou o algoritmo | valor=4013
linha=4078 | nome=Felipe | acao=escreveu o relatorio | valor=6026
linha=4079 | nome=Carlos | acao=analisou os resultados | valor=4633
linha=4080 | nome=Otavio | acao=estudou computacao | valor=8804
linha=4081 | nome=Eduarda | acao=comparou as metricas | valor=2647
linha=4082 | nome=Paulo | acao=participou da aula | valor=4030
linha=4083 | nome=Natalia | acao=otimizou o algoritmo | valor=1010
linha=4084 | nome=Sofia | acao=executou o benchmark | valor=4891
linha=4085 | nome=Lucas | acao=executou o benchmark | valor=3800
linha=4086 | nome=Felipe | acao=escreveu o relatorio | valor=1233
linha=4087 | nome=Otavio | acao=analisou os resultados | valor=2170
linha=4088 | nome=Gabriela | acao=executou o benchmark | valor=7430
linha=4089 | nome=Tiago | acao=comparou as metricas | valor=7287
linha=4090 | nome=Renata | acao=participou da aula | valor=3219
linha=4091 | nome=Joao | acao=estudou computacao | valor=8838
linha=4092 | nome=Otavio | acao=executou o benchmark | valor=7159
linha=4093 | nome=Natalia | acao=otimizou o algoritmo | valor=3394
linha=4094 | nome=Renata | acao=participou da aula | valor=5884
linha=4095 | nome=Otavio | acao=otimizou o algoritmo | valor=5064
linha=4096 | nome=Otavio | acao=analisou os resultados | valor=7283
linha=4097 | nome=Natalia | acao=participou da aula | valor=8425
linha=4098 | nome=Mariana | acao=participou da aula | valor=2153
linha=4099 | nome=Ana | acao=analisou os resultados | valor=7437
linha=4100 | nome=Ana | acao=participou da aula | valor=5781
linha=4101 | nome=Daniela | acao=otimizou o algoritmo | valor=4129
linha=4102 | nome=Lucas | acao=escreveu o relatorio | valor=9011
linha=4103 | nome=Gabriela | acao=otimizou o algoritmo | valor=5360
linha=4104 | nome=Paulo | acao=executou o benchmark | valor=8245
linha=4105 | nome=Carlos | acao=participou da aula | valor=5446
linha=4106 | nome=Bruno | acao=analisou os resultados | valor=7607
linha=4107 | nome=Paulo | acao=analisou os resultados | valor=9377
linha=4108 | nome=Otavio | acao=participou da aula | valor=6529
linha=4109 | nome=Bruno | acao=executou o benchmark | valor=2822
linha=4110 | nome=Igor | acao=otimizou o algoritmo | valor=2840
linha=4111 | nome=Otavio | acao=comparou as metricas | valor=3629
linha=4112 | nome=Igor | acao=executou o benchmark | valor=2779
linha=4113 | nome=Tiago | acao=executou o benchmark | valor=1710
linha=4114 | nome=Sofia | acao=estudou computacao | valor=5330
linha=4115 | nome=Helena | acao=analisou os resultados | valor=3803
linha=4116 | nome=Sofia | acao=escreveu o relatorio | valor=5465
linha=4117 | nome=Natalia | acao=fez um experimento | valor=5203
linha=4118 | nome=Daniela | acao=analisou os resultados | valor=6952
linha=4119 | nome=Joao | acao=comparou as metricas | valor=2704
linha=4120 | nome=Joao | acao=estudou computacao | valor=5866
linha=4121 | nome=Renata | acao=analisou os resultados | valor=9255
linha=4122 | nome=Mariana | acao=comparou as metricas | valor=7660
linha=4123 | nome=Otavio | acao=escreveu o relatorio | valor=9985
linha=4124 | nome=Gabriela | acao=comparou as metricas | valor=4203
linha=4125 | nome=Ana | acao=comparou as metricas | valor=6928
linha=4126 | nome=Gabriela | acao=executou o benchmark | valor=9480
linha=4127 | nome=Vitor | acao=participou da aula | valor=3728
linha=4128 | nome=Natalia | acao=escreveu o relatorio | valor=6232
linha=4129 | nome=Eduarda | acao=otimizou o algoritmo | valor=6157
linha=4130 | nome=Natalia | acao=participou da aula | valor=7143
linha=4131 | nome=Igor | acao=analisou os resultados | valor=9640
linha=4132 | nome=Daniela | acao=estudou computacao | valor=4143
linha=4133 | nome=Paulo | acao=comparou as metricas | valor=6860
linha=4134 | nome=Gabriela | acao=executou o benchmark | valor=5510
linha=4135 | nome=Helena | acao=participou da aula | valor=5285
linha=4136 | nome=Eduarda | acao=executou o benchmark | valor=9846
linha=4137 | nome=Renata | acao=estudou computacao | valor=3906
linha=4138 | nome=Felipe | acao=escreveu o relatorio | valor=5361
linha=4139 | nome=Gabriela | acao=estudou computacao | valor=1112
linha=4140 | nome=Tiago | acao=comparou as metricas | valor=1759
linha=4141 | nome=Tiago | acao=otimizou o algoritmo | valor=6743
linha=4142 | nome=Otavio | acao=participou da aula | valor=7801
linha=4143 | nome=Mariana | acao=otimizou o algoritmo | valor=9787
linha=4144 | nome=Lucas | acao=executou o benchmark | valor=2646
linha=4145 | nome=Karen | acao=participou da aula | valor=4004
linha=4146 | nome=Daniela | acao=fez um experimento | valor=6037
linha=4147 | nome=Joao | acao=analisou os resultados | valor=3423
linha=4148 | nome=Eduarda | acao=participou da aula | valor=3172
linha=4149 | nome=Karen | acao=participou da aula | valor=4309
linha=4150 | nome=Otavio | acao=executou o benchmark | valor=1802
linha=4151 | nome=Helena | acao=estudou computacao | valor=5603
linha=4152 | nome=Joao | acao=executou o benchmark | valor=8529
linha=4153 | nome=Carlos | acao=escreveu o relatorio | valor=7856
linha=4154 | nome=Renata | acao=fez um experimento | valor=9534
linha=4155 | nome=Gabriela | acao=executou o benchmark | valor=8839
linha=4156 | nome=Mariana | acao=fez um experimento | valor=6512
linha=4157 | nome=Bruno | acao=analisou os resultados | valor=2904
linha=4158 | nome=Eduarda | acao=analisou os resultados | valor=8243
linha=4159 | nome=Felipe | acao=fez um experimento | valor=7058
linha=4160 | nome=Otavio | acao=otimizou o algoritmo | valor=8975
linha=4161 | nome=Bruno | acao=comparou as metricas | valor=8946
linha=4162 | nome=Carlos | acao=otimizou o algoritmo | valor=7181
linha=4163 | nome=Vitor | acao=otimizou o algoritmo | valor=5922
linha=4164 | nome=Eduarda | acao=estudou computacao | valor=9391
linha=4165 | nome=Renata | acao=estudou computacao | valor=5168
linha=4166 | nome=Renata | acao=otimizou o algoritmo | valor=7398
linha=4167 | nome=Paulo | acao=comparou as metricas | valor=6803
linha=4168 | nome=Otavio | acao=analisou os resultados | valor=2929
linha=4169 | nome=Paulo | acao=fez um experimento | valor=8408
linha=4170 | nome=Ana | acao=fez um experimento | valor=2007
linha=4171 | nome=Gabriela | acao=otimizou o algoritmo | valor=3958
linha=4172 | nome=Mariana | acao=fez um experimento | valor=6109
linha=4173 | nome=Vitor | acao=otimizou o algoritmo | valor=7439
linha=4174 | nome=Helena | acao=comparou as metricas | valor=3186
linha=4175 | nome=Carlos | acao=escreveu o relatorio | valor=7695
linha=4176 | nome=Ana | acao=estudou computacao | valor=8548
linha=4177 | nome=Daniela | acao=executou o benchmark | valor=1063
linha=4178 | nome=Natalia | acao=executou o benchmark | valor=1067
linha=4179 | nome=Gabriela | acao=comparou as metricas | valor=3442
linha=4180 | nome=Joao | acao=escreveu o relatorio | valor=2462
linha=4181 | nome=Tiago | acao=analisou os resultados | valor=1691
linha=4182 | nome=Mariana | acao=analisou os resultados | valor=8821
linha=4183 | nome=Mariana | acao=participou da aula | valor=4810
linha=4184 | nome=Eduarda | acao=otimizou o algoritmo | valor=8337
linha=4185 | nome=Carlos | acao=escreveu o relatorio | valor=7186
linha=4186 | nome=Eduarda | acao=comparou as metricas | valor=7612
linha=4187 | nome=Helena | acao=otimizou o algoritmo | valor=3418
linha=4188 | nome=Helena | acao=fez um experimento | valor=6950
linha=4189 | nome=Carlos | acao=otimizou o algoritmo | valor=6008
linha=4190 | nome=Otavio | acao=estudou computacao | valor=3208
linha=4191 | nome=Joao | acao=fez um experimento | valor=7893
linha=4192 | nome=Paulo | acao=participou da aula | valor=4109
linha=4193 | nome=Felipe | acao=executou o benchmark | valor=4902
linha=4194 | nome=Helena | acao=fez um experimento | valor=8100
linha=4195 | nome=Paulo | acao=estudou computacao | valor=6609
linha=4196 | nome=Felipe | acao=fez um experimento | valor=4245
linha=4197 | nome=Joao | acao=escreveu o relatorio | valor=8787
linha=4198 | nome=Paulo | acao=executou o benchmark | valor=1484
linha=4199 | nome=Natalia | acao=escreveu o relatorio | valor=9536
linha=4200 | nome=Igor | acao=analisou os resultados | valor=8053
linha=4201 | nome=Karen | acao=fez um experimento | valor=1166
linha=4202 | nome=Natalia | acao=fez um experimento | valor=5108
linha=4203 | nome=Helena | acao=comparou as metricas | valor=4110
linha=4204 | nome=Renata | acao=analisou os resultados | valor=3565
linha=4205 | nome=Ana | acao=analisou os resultados | valor=3031
linha=4206 | nome=Felipe | acao=escreveu o relatorio | valor=6438
linha=4207 | nome=Ana | acao=executou o benchmark | valor=8588
linha=4208 | nome=Igor | acao=analisou os resultados | valor=6158
linha=4209 | nome=Sofia | acao=executou o benchmark | valor=1795
linha=4210 | nome=Renata | acao=participou da aula | valor=6756
linha=4211 | nome=Igor | acao=fez um experimento | valor=7766
linha=4212 | nome=Sofia | acao=executou o benchmark | valor=5391
linha=4213 | nome=Joao | acao=estudou computacao | valor=5477
linha=4214 | nome=Natalia | acao=comparou as metricas | valor=7914
linha=4215 | nome=Joao | acao=participou da aula | valor=3071
linha=4216 | nome=Bruno | acao=otimizou o algoritmo | valor=8285
linha=4217 | nome=Otavio | acao=analisou os resultados | valor=6800
linha=4218 | nome=Paulo | acao=comparou as metricas | valor=4238
linha=4219 | nome=Karen | acao=participou da aula | valor=7101
linha=4220 | nome=Karen | acao=analisou os resultados | valor=4525
linha=4221 | nome=Helena | acao=analisou os resultados | valor=2394
linha=4222 | nome=Tiago | acao=comparou as metricas | valor=5558
linha=4223 | nome=Otavio | acao=fez um experimento | valor=7656
linha=4224 | nome=Otavio | acao=fez um experimento | valor=2793
linha=4225 | nome=Eduarda | acao=fez um experimento | valor=5451
linha=4226 | nome=Daniela | acao=otimizou o algoritmo | valor=3390
linha=4227 | nome=Natalia | acao=fez um experimento | valor=4613
linha=4228 | nome=Ana | acao=otimizou o algoritmo | valor=8260
linha=4229 | nome=Renata | acao=analisou os resultados | valor=6283
linha=4230 | nome=Renata | acao=estudou computacao | valor=5653
linha=4231 | nome=Natalia | acao=otimizou o algoritmo | valor=2847
linha=4232 | nome=Eduarda | acao=fez um experimento | valor=4627
linha=4233 | nome=Mariana | acao=escreveu o relatorio | valor=5654
linha=4234 | nome=Joao | acao=participou da aula | valor=2490
linha=4235 | nome=Bruno | acao=escreveu o relatorio | valor=8826
linha=4236 | nome=Felipe | acao=fez um experimento | valor=9683
linha=4237 | nome=Felipe | acao=analisou os resultados | valor=8221
linha=4238 | nome=Lucas | acao=estudou computacao | valor=9427
linha=4239 | nome=Igor | acao=estudou computacao | valor=9322
linha=4240 | nome=Mariana | acao=executou o benchmark | valor=7716
linha=4241 | nome=Paulo | acao=escreveu o relatorio | valor=1125
linha=4242 | nome=Carlos | acao=participou da aula | valor=2667
linha=4243 | nome=Mariana | acao=otimizou o algoritmo | valor=6321
linha=4244 | nome=Sofia | acao=comparou as metricas | valor=3596
linha=4245 | nome=Paulo | acao=executou o benchmark | valor=7183
linha=4246 | nome=Ana | acao=analisou os resultados | valor=7164
linha=4247 | nome=Felipe | acao=executou o benchmark | valor=7920
linha=4248 | nome=Mariana | acao=estudou computacao | valor=1035
linha=4249 | nome=Paulo | acao=escreveu o relatorio | valor=2887
linha=4250 | nome=Paulo | acao=executou o benchmark | valor=7218
linha=4251 | nome=Sofia | acao=escreveu o relatorio | valor=3995
linha=4252 | nome=Carlos | acao=estudou computacao | valor=1387
linha=4253 | nome=Vitor | acao=comparou as metricas | valor=5199
linha=4254 | nome=Tiago | acao=participou da aula | valor=2516
linha=4255 | nome=Natalia | acao=otimizou o algoritmo | valor=6369
linha=4256 | nome=Helena | acao=analisou os resultados | valor=3099
linha=4257 | nome=Tiago | acao=fez um experimento | valor=8115
linha=4258 | nome=Gabriela | acao=otimizou o algoritmo | valor=6329
linha=4259 | nome=Karen | acao=executou o benchmark | valor=7534
linha=4260 | nome=Gabriela | acao=comparou as metricas | valor=8684
linha=4261 | nome=Eduarda | acao=otimizou o algoritmo | valor=1625
linha=4262 | nome=Carlos | acao=comparou as metricas | valor=7062
linha=4263 | nome=Sofia | acao=otimizou o algoritmo | valor=2822
linha=4264 | nome=Mariana | acao=comparou as metricas | valor=1508
linha=4265 | nome=Carlos | acao=participou da aula | valor=6828
linha=4266 | nome=Bruno | acao=fez um experimento | valor=3716
linha=4267 | nome=Paulo | acao=analisou os resultados | valor=1080
linha=4268 | nome=Sofia | acao=comparou as metricas | valor=5726
linha=4269 | nome=Otavio | acao=participou da aula | valor=6205
linha=4270 | nome=Otavio | acao=fez um experimento | valor=7959
linha=4271 | nome=Lucas | acao=otimizou o algoritmo | valor=8229
linha=4272 | nome=Mariana | acao=otimizou o algoritmo | valor=8876
linha=4273 | nome=Felipe | acao=executou o benchmark | valor=5071
linha=4274 | nome=Mariana | acao=analisou os resultados | valor=4538
linha=4275 | nome=Lucas | acao=otimizou o algoritmo | valor=3460
linha=4276 | nome=Paulo | acao=fez um experimento | valor=3275
linha=4277 | nome=Ana | acao=otimizou o algoritmo | valor=9237
linha=4278 | nome=Felipe | acao=comparou as metricas | valor=7535
linha=4279 | nome=Ana | acao=escreveu o relatorio | valor=2883
linha=4280 | nome=Lucas | acao=participou da aula | valor=2269
linha=4281 | nome=Natalia | acao=estudou computacao | valor=2658
linha=4282 | nome=Carlos | acao=comparou as metricas | valor=1907
linha=4283 | nome=Carlos | acao=executou o benchmark | valor=3883
linha=4284 | nome=Tiago | acao=analisou os resultados | valor=1325
linha=4285 | nome=Mariana | acao=participou da aula | valor=8879
linha=4286 | nome=Natalia | acao=fez um experimento | valor=3433
linha=4287 | nome=Felipe | acao=estudou computacao | valor=8093
linha=4288 | nome=Mariana | acao=otimizou o algoritmo | valor=3470
linha=4289 | nome=Helena | acao=analisou os resultados | valor=8135
linha=4290 | nome=Sofia | acao=fez um experimento | valor=7832
linha=4291 | nome=Paulo | acao=otimizou o algoritmo | valor=5427
linha=4292 | nome=Mariana | acao=analisou os resultados | valor=5710
linha=4293 | nome=Gabriela | acao=otimizou o algoritmo | valor=1310
linha=4294 | nome=Renata | acao=executou o benchmark | valor=9645
linha=4295 | nome=Sofia | acao=analisou os resultados | valor=7155
linha=4296 | nome=Bruno | acao=fez um experimento | valor=7665
linha=4297 | nome=Sofia | acao=executou o benchmark | valor=1034
linha=4298 | nome=Ana | acao=otimizou o algoritmo | valor=1291
linha=4299 | nome=Sofia | acao=escreveu o relatorio | valor=6047
linha=4300 | nome=Otavio | acao=comparou as metricas | valor=8787
linha=4301 | nome=Sofia | acao=otimizou o algoritmo | valor=4864
linha=4302 | nome=Felipe | acao=executou o benchmark | valor=7525
linha=4303 | nome=Mariana | acao=participou da aula | valor=9922
linha=4304 | nome=Felipe | acao=executou o benchmark | valor=1723
linha=4305 | nome=Lucas | acao=executou o benchmark | valor=8266
linha=4306 | nome=Helena | acao=executou o benchmark | valor=3400
linha=4307 | nome=Igor | acao=participou da aula | valor=3352
linha=4308 | nome=Joao | acao=participou da aula | valor=4851
linha=4309 | nome=Daniela | acao=estudou computacao | valor=4148
linha=4310 | nome=Renata | acao=escreveu o relatorio | valor=9163
linha=4311 | nome=Karen | acao=participou da aula | valor=6390
linha=4312 | nome=Bruno | acao=estudou computacao | valor=2479
linha=4313 | nome=Eduarda | acao=escreveu o relatorio | valor=6558
linha=4314 | nome=Tiago | acao=executou o benchmark | valor=1747
linha=4315 | nome=Karen | acao=estudou computacao | valor=7687
linha=4316 | nome=Sofia | acao=otimizou o algoritmo | valor=5658
linha=4317 | nome=Joao | acao=analisou os resultados | valor=3614
linha=4318 | nome=Sofia | acao=estudou computacao | valor=8732
linha=4319 | nome=Bruno | acao=participou da aula | valor=5468
linha=4320 | nome=Igor | acao=comparou as metricas | valor=7479
linha=4321 | nome=Carlos | acao=participou da aula | valor=3601
linha=4322 | nome=Lucas | acao=analisou os resultados | valor=8266
linha=4323 | nome=Karen | acao=fez um experimento | valor=6279
linha=4324 | nome=Tiago | acao=participou da aula | valor=2251
linha=4325 | nome=Carlos | acao=analisou os resultados | valor=1533
linha=4326 | nome=Igor | acao=fez um experimento | valor=1566
linha=4327 | nome=Igor | acao=executou o benchmark | valor=8323
linha=4328 | nome=Mariana | acao=estudou computacao | valor=6335
linha=4329 | nome=Sofia | acao=participou da aula | valor=6293
linha=4330 | nome=Lucas | acao=participou da aula | valor=9054
linha=4331 | nome=Renata | acao=analisou os resultados | valor=7058
linha=4332 | nome=Igor | acao=escreveu o relatorio | valor=8975
linha=4333 | nome=Eduarda | acao=otimizou o algoritmo | valor=3831
linha=4334 | nome=Karen | acao=comparou as metricas | valor=5559
linha=4335 | nome=Renata | acao=estudou computacao | valor=6065
linha=4336 | nome=Ana | acao=executou o benchmark | valor=4845
linha=4337 | nome=Carlos | acao=otimizou o algoritmo | valor=5165
linha=4338 | nome=Vitor | acao=escreveu o relatorio | valor=9766
linha=4339 | nome=Lucas | acao=participou da aula | valor=9250
linha=4340 | nome=Igor | acao=comparou as metricas | valor=9220
linha=4341 | nome=Daniela | acao=participou da aula | valor=1449
linha=4342 | nome=Lucas | acao=executou o benchmark | valor=8854
linha=4343 | nome=Renata | acao=otimizou o algoritmo | valor=2845
linha=4344 | nome=Bruno | acao=estudou computacao | valor=2841
linha=4345 | nome=Daniela | acao=fez um experimento | valor=3598
linha=4346 | nome=Daniela | acao=fez um experimento | valor=3578
linha=4347 | nome=Renata | acao=participou da aula | valor=7065
linha=4348 | nome=Mariana | acao=estudou computacao | valor=7165
linha=4349 | nome=Felipe | acao=fez um experimento | valor=3627
linha=4350 | nome=Daniela | acao=analisou os resultados | valor=1117
linha=4351 | nome=Ana | acao=escreveu o relatorio | valor=6517
linha=4352 | nome=Felipe | acao=analisou os resultados | valor=6261
linha=4353 | nome=Bruno | acao=comparou as metricas | valor=6047
linha=4354 | nome=Daniela | acao=escreveu o relatorio | valor=2619
linha=4355 | nome=Ana | acao=comparou as metricas | valor=3663
linha=4356 | nome=Sofia | acao=otimizou o algoritmo | valor=9798
linha=4357 | nome=Natalia | acao=fez um experimento | valor=3389
linha=4358 | nome=Igor | acao=otimizou o algoritmo | valor=1065
linha=4359 | nome=Natalia | acao=executou o benchmark | valor=9101
linha=4360 | nome=Mariana | acao=comparou as metricas | valor=9881
linha=4361 | nome=Otavio | acao=executou o benchmark | valor=2725
linha=4362 | nome=Felipe | acao=escreveu o relatorio | valor=3244
linha=4363 | nome=Mariana | acao=escreveu o relatorio | valor=1579
linha=4364 | nome=Felipe | acao=fez um experimento | valor=2369
linha=4365 | nome=Joao | acao=otimizou o algoritmo | valor=5223
linha=4366 | nome=Bruno | acao=executou o benchmark | valor=9270
linha=4367 | nome=Felipe | acao=estudou computacao | valor=2548
linha=4368 | nome=Carlos | acao=participou da aula | valor=1327
linha=4369 | nome=Gabriela | acao=comparou as metricas | valor=1697
linha=4370 | nome=Ana | acao=analisou os resultados | valor=6997
linha=4371 | nome=Joao | acao=escreveu o relatorio | valor=6326
linha=4372 | nome=Ana | acao=escreveu o relatorio | valor=4809
linha=4373 | nome=Tiago | acao=participou da aula | valor=6285
linha=4374 | nome=Gabriela | acao=executou o benchmark | valor=9659
linha=4375 | nome=Mariana | acao=otimizou o algoritmo | valor=8854
linha=4376 | nome=Igor | acao=executou o benchmark | valor=3339
linha=4377 | nome=Ana | acao=analisou os resultados | valor=7023
linha=4378 | nome=Renata | acao=executou o benchmark | valor=5578
linha=4379 | nome=Daniela | acao=comparou as metricas | valor=5877
linha=4380 | nome=Natalia | acao=analisou os resultados | valor=4430
linha=4381 | nome=Lucas | acao=escreveu o relatorio | valor=3462
linha=4382 | nome=Joao | acao=analisou os resultados | valor=1943
linha=4383 | nome=Mariana | acao=fez um experimento | valor=2421
linha=4384 | nome=Ana | acao=participou da aula | valor=8707
linha=4385 | nome=Otavio | acao=escreveu o relatorio | valor=7892
linha=4386 | nome=Karen | acao=comparou as metricas | valor=1930
linha=4387 | nome=Daniela | acao=analisou os resultados | valor=1136
linha=4388 | nome=Daniela | acao=fez um experimento | valor=1516
linha=4389 | nome=Joao | acao=escreveu o relatorio | valor=8470
linha=4390 | nome=Daniela | acao=analisou os resultados | valor=8006
linha=4391 | nome=Sofia | acao=escreveu o relatorio | valor=2370
linha=4392 | nome=Karen | acao=analisou os resultados | valor=9673
linha=4393 | nome=Helena | acao=otimizou o algoritmo | valor=3294
linha=4394 | nome=Helena | acao=participou da aula | valor=2657
linha=4395 | nome=Sofia | acao=escreveu o relatorio | valor=9157
linha=4396 | nome=Lucas | acao=escreveu o relatorio | valor=1403
linha=4397 | nome=Daniela | acao=participou da aula | valor=3652
linha=4398 | nome=Gabriela | acao=participou da aula | valor=1888
linha=4399 | nome=Gabriela | acao=analisou os resultados | valor=3283
linha=4400 | nome=Igor | acao=executou o benchmark | valor=9737
linha=4401 | nome=Mariana | acao=fez um experimento | valor=3269
linha=4402 | nome=Bruno | acao=escreveu o relatorio | valor=4806
linha=4403 | nome=Eduarda | acao=participou da aula | valor=6106
linha=4404 | nome=Ana | acao=estudou computacao | valor=4133
linha=4405 | nome=Renata | acao=fez um experimento | valor=5812
linha=4406 | nome=Bruno | acao=otimizou o algoritmo | valor=2309
linha=4407 | nome=Paulo | acao=otimizou o algoritmo | valor=3250
linha=4408 | nome=Helena | acao=analisou os resultados | valor=3329
linha=4409 | nome=Ana | acao=executou o benchmark | valor=1788
linha=4410 | nome=Otavio | acao=comparou as metricas | valor=5543
linha=4411 | nome=Vitor | acao=executou o benchmark | valor=8056
linha=4412 | nome=Helena | acao=fez um experimento | valor=9693
linha=4413 | nome=Gabriela | acao=estudou computacao | valor=2332
linha=4414 | nome=Paulo | acao=analisou os resultados | valor=8443
linha=4415 | nome=Bruno | acao=otimizou o algoritmo | valor=3914
linha=4416 | nome=Lucas | acao=estudou computacao | valor=5747
linha=4417 | nome=Helena | acao=analisou os resultados | valor=6930
linha=4418 | nome=Paulo | acao=analisou os resultados | valor=1149
linha=4419 | nome=Daniela | acao=otimizou o algoritmo | valor=6956
linha=4420 | nome=Otavio | acao=fez um experimento | valor=1026
linha=4421 | nome=Igor | acao=otimizou o algoritmo | valor=3483
linha=4422 | nome=Vitor | acao=executou o benchmark | valor=5668
linha=4423 | nome=Renata | acao=fez um experimento | valor=7661
linha=4424 | nome=Vitor | acao=participou da aula | valor=8877
linha=4425 | nome=Igor | acao=comparou as metricas | valor=6260
linha=4426 | nome=Paulo | acao=comparou as metricas | valor=2193
linha=4427 | nome=Daniela | acao=escreveu o relatorio | valor=3540
linha=4428 | nome=Paulo | acao=participou da aula | valor=3324
linha=4429 | nome=Karen | acao=participou da aula | valor=2137
linha=4430 | nome=Lucas | acao=estudou computacao | valor=3395
linha=4431 | nome=Igor | acao=participou da aula | valor=6597
linha=4432 | nome=Tiago | acao=estudou computacao | valor=5098
