linha=1 | nome=Natalia | acao=otimizou o algoritmo | valor=7255
linha=3889 | nome=Felipe | acao=estudou computacao | valor=3526
linha=3890 | nome=Tiago | acao=fez um experimento | valor=8364
linha=3891 | nome=Sofia | acao=participou da aula | valor=6346
linha=3892 | nome=Karen | acao=otimizou o algoritmo | valor=5883
linha=3893 | nome=Joao | acao=executou o benchmark | valor=2902
linha=3894 | nome=Otavio | acao=escreveu o relatorio | valor=2103
linha=3895 | nome=Helena | acao=fez um experimento | valor=9618
linha=3896 | nome=Paulo | acao=comparou as metricas | valor=1573
linha=3897 | nome=Joao | acao=fez um experimento | valor=8226
linha=3898 | nome=Karen | acao=executou o benchmark | valor=2258
linha=3899 | nome=Helena | acao=otimizou o algoritmo | valor=8191
linha=3900 | nome=Paulo | acao=otimizou o algoritmo | valor=3861
linha=3901 | nome=Joao | acao=fez um experimento | valor=7771
linha=3902 | nome=Karen | acao=estudou computacao | valor=9778
linha=3903 | nome=Mariana | acao=estudou computacao | valor=8761
linha=3904 | nome=Lucas | acao=comparou as metricas | valor=1869
linha=3905 | nome=Sofia | acao=comparou as metricas | valor=2676
linha=3906 | nome=Gabriela | acao=comparou as metricas | valor=5174
linha=3907 | nome=Natalia | acao=comparou as metricas | valor=9573
linha=3908 | nome=Igor | acao=fez um experimento | valor=1903
linha=3909 | nome=Tiago | acao=escreveu o relatorio | valor=5854
linha=3910 | nome=Helena | acao=comparou as metricas | valor=7933
linha=3911 | nome=Igor | acao=executou o benchmark | valor=1522
linha=3912 | nome=Felipe | acao=analisou os resultados | valor=5114
linha=3913 | nome=Igor | acao=participou da aula | valor=9648
linha=3914 | nome=Paulo | acao=executou o benchmark | valor=4995
linha=3915 | nome=Karen | acao=participou da aula | valor=8506
linha=3916 | nome=Lucas | acao=participou da aula | valor=1275
linha=3917 | nome=Karen | acao=otimizou o algoritmo | valor=1929
linha=3918 | nome=Otavio | acao=analisou os resultados | valor=8857
linha=3919 | nome=Sofia | acao=analisou os resultados | valor=4096
linha=3920 | nome=Vitor | acao=comparou as metricas | valor=7948
linha=3921 | nome=Joao | acao=participou da aula | valor=2124
linha=3922 | nome=Natalia | acao=fez um experimento | valor=5914
linha=3923 | nome=Igor | acao=participou da aula | valor=9410
linha=3924 | nome=Mariana | acao=estudou computacao | valor=7475
linha=3925 | nome=Lucas | acao=comparou as metricas | valor=1056
linha=3926 | nome=Bruno | acao=escreveu o relatorio | valor=3436
linha=3927 | nome=Helena | acao=comparou as metricas | valor=2900
linha=3928 | nome=Mariana | acao=otimizou o algoritmo | valor=5172
linha=3929 | nome=Bruno | acao=fez um experimento | valor=8388
linha=3930 | nome=Eduarda | acao=fez um experimento | valor=5248
linha=3931 | nome=Lucas | acao=otimizou o algoritmo | valor=8205
linha=3932 | nome=Lucas | acao=otimizou o algoritmo | valor=9938
linha=3933 | nome=Eduarda | acao=participou da aula | valor=9384
linha=3934 | nome=Helena | acao=participou da aula | valor=3089
linha=3935 | nome=Felipe | acao=analisou os resultados | valor=7146
linha=3936 | nome=Renata | acao=executou o benchmark | valor=6005
linha=3937 | nome=Tiago | acao=comparou as metricas | valor=7748
linha=3938 | nome=Felipe | acao=comparou as metricas | valor=6873
linha=3939 | nome=Gabriela | acao=comparou as metricas | valor=1266
linha=3940 | nome=Natalia | acao=estudou computacao | valor=5340
linha=3941 | nome=Bruno | acao=escreveu o relatorio | valor=1711
linha=3942 | nome=Karen | acao=participou da aula | valor=1431
linha=3943 | nome=Tiago | acao=analisou os resultados | valor=3496
linha=3944 | nome=Otavio | acao=comparou as metricas | valor=8987
linha=3945 | nome=Otavio | acao=executou o benchmark | valor=9169
linha=3946 | nome=Otavio | acao=analisou os resultados | valor=3747
linha=3947 | nome=Natalia | acao=escreveu o relatorio | valor=8532
linha=3948 | nome=Gabriela | acao=analisou os resultados | valor=3130
linha=3949 | nome=Vitor | acao=escreveu o relatorio | valor=4806
linha=3950 | nome=Gabriela | acao=escreveu o relatorio | valor=7009
linha=3951 | nome=Carlos | acao=estudou computacao | valor=6639
linha=3952 | nome=Felipe | acao=executou o benchmark | valor=8660
linha=3953 | nome=Mariana | acao=otimizou o algoritmo | valor=5125
linha=3954 | nome=Gabriela | acao=executou o benchmark | valor=8086
linha=3955 | nome=Joao | acao=otimizou o algoritmo | valor=6059
linha=3956 | nome=Carlos | acao=estudou computacao | valor=8816
linha=3957 | nome=Lucas | acao=estudou computacao | valor=6847
linha=3958 | nome=Gabriela | acao=analisou os resultados | valor=8377
linha=3959 | nome=Vitor | acao=otimizou o algoritmo | valor=5647
linha=3960 | nome=Paulo | acao=analisou os resultados | valor=6343
linha=3961 | nome=Gabriela | acao=otimizou o algoritmo | valor=5747
linha=3962 | nome=Igor | acao=executou o benchmark | valor=8336
linha=3963 | nome=Daniela | acao=fez um experimento | valor=9064
linha=3964 | nome=Mariana | acao=fez um experimento | valor=6554
linha=3965 | nome=Karen | acao=otimizou o algoritmo | valor=3351
linha=3966 | nome=Paulo | acao=fez um experimento | valor=4349
linha=3967 | nome=Bruno | acao=executou o benchmark | valor=6332
linha=3968 | nome=Igor | acao=estudou computacao | valor=3871
linha=3969 | nome=Helena | acao=executou o benchmark | valor=3026
linha=3970 | nome=Vitor | acao=otimizou o algoritmo | valor=4845
linha=3971 | nome=Daniela | acao=executou o benchmark | valor=9505
linha=3972 | nome=Ana | acao=comparou as metricas | valor=3792
linha=3973 | nome=Carlos | acao=participou da aula | valor=1701
linha=3974 | nome=Bruno | acao=otimizou o algoritmo | valor=3253
linha=3975 | nome=Lucas | acao=comparou as metricas | valor=2635
linha=3976 | nome=Joao | acao=participou da aula | valor=6992
linha=3977 | nome=Igor | acao=fez um experimento | valor=2953
linha=3978 | nome=Sofia | acao=otimizou o algoritmo | valor=1122
linha=3979 | nome=Paulo | acao=estudou computacao | valor=5411
linha=3980 | nome=Eduarda | acao=participou da aula | valor=1890
linha=3981 | nome=Paulo | acao=otimizou o algoritmo | valor=5547
linha=3982 | nome=Helena | acao=participou da aula | valor=7467
linha=3983 | nome=Ana | acao=escreveu o relatorio | valor=9452
linha=3984 | nome=Karen | acao=otimizou o algoritmo | valor=5360
linha=3985 | nome=Mariana | acao=comparou as metricas | valor=3634
linha=3986 | nome=Mariana | acao=executou o benchmark | valor=5718
linha=3987 | nome=Eduarda | acao=estudou computacao | valor=3999
linha=3988 | nome=Eduarda | acao=executou o benchmark | valor=4162
linha=3989 | nome=Helena | acao=comparou as metricas | valor=2887
linha=3990 | nome=Karen | acao=participou da aula | valor=8760
linha=3991 | nome=Helena | acao=executou o benchmark | valor=7627
linha=3992 | nome=Joao | acao=participou da aula | valor=9660
linha=3993 | nome=Mariana | acao=estudou computacao | valor=8859
linha=3994 | nome=Natalia | acao=estudou computacao | valor=5569
linha=3995 | nome=Vitor | acao=comparou as metricas | valor=9328
linha=3996 | nome=Felipe | acao=fez um experimento | valor=9536
linha=3997 | nome=Mariana | acao=estudou computacao | valor=7739
linha=3998 | nome=Gabriela | acao=otimizou o algoritmo | valor=2015
linha=3999 | nome=Renata | acao=executou o benchmark | valor=5359
linha=4000 | nome=Carlos | acao=participou da aula | valor=5939
linha=4001 | nome=Renata | acao=executou o benchmark | valor=3754
linha=4002 | nome=Renata | acao=escreveu o relatorio | valor=3909
linha=4003 | nome=Joao | acao=participou da aula | valor=9089
linha=4004 | nome=Felipe | acao=executou o benchmark | valor=4161
linha=4005 | nome=Joao | acao=executou o benchmark | valor=7095
linha=4006 | nome=Sofia | acao=participou da aula | valor=2461
linha=4007 | nome=Eduarda | acao=escreveu o relatorio | valor=4547
linha=4008 | nome=Mariana | acao=fez um experimento | valor=9607
linha=4009 | nome=Carlos | acao=otimizou o algoritmo | valor=3949
linha=4010 | nome=Carlos | acao=estudou computacao | valor=2797
linha=4011 | nome=Vitor | acao=estudou computacao | valor=6615
linha=4012 | nome=Mariana | acao=analisou os resultados | valor=6374
linha=4013 | nome=Sofia | acao=escreveu o relatorio | valor=1842
linha=4014 | nome=Helena | acao=escreveu o relatorio | valor=9153
linha=4015 | nome=Ana | acao=participou da aula | valor=4147
linha=4016 | nome=Renata | acao=escreveu o relatorio | valor=6730
linha=4017 | nome=Karen | acao=comparou as metricas | valor=2531
linha=4018 | nome=Gabriela | acao=fez um experimento | valor=2325
linha=4019 | nome=Gabriela | acao=otimizou o algoritmo | valor=4281
linha=4020 | nome=Karen | acao=fez um experimento | valor=1968
linha=4021 | nome=Renata | acao=fez um experimento | valor=4575
linha=4022 | nome=Bruno | acao=otimizou o algoritmo | valor=1550
linha=4023 | nome=Karen | acao=fez um experimento | valor=7782
linha=4024 | nome=Helena | acao=participou da aula | valor=8213
linha=4025 | nome=Bruno | acao=escreveu o relatorio | valor=7279
linha=4026 | nome=Carlos | acao=estudou computacao | valor=2831
linha=4027 | nome=Daniela | acao=participou da aula | valor=5581
linha=4028 | nome=Carlos | acao=comparou as metricas | valor=9154
linha=4029 | nome=Ana | acao=executou o benchmark | valor=6101
linha=4030 | nome=Felipe | acao=analisou os resultados | valor=6959
linha=4031 | nome=Felipe | acao=fez um experimento | valor=9083
linha=4032 | nome=Tiago | acao=fez um experimento | valor=5036
linha=4033 | nome=Natalia | acao=otimizou o algoritmo | valor=1121
linha=4034 | nome=Gabriela | acao=analisou os resultados | valor=3976
linha=4035 | nome=Helena | acao=participou da aula | valor=4034
linha=4036 | nome=Eduarda | acao=participou da aula | valor=2735
linha=4037 | nome=Ana | acao=participou da aula | valor=4648
linha=4038 | nome=Sofia | acao=otimizou o algoritmo | valor=3687
linha=4039 | nome=Renata | acao=otimizou o algoritmo | valor=2725
linha=4040 | nome=Joao | acao=analisou os resultados | valor=2995
linha=4041 | nome=Tiago | acao=fez um experimento | valor=3948
linha=4042 | nome=Mariana | acao=participou da aula | valor=8194
linha=4043 | nome=Carlos | acao=escreveu o relatorio | valor=3871
linha=4044 | nome=Joao | acao=participou da aula | valor=7616
linha=4045 | nome=Bruno | acao=participou da aula | valor=3642
linha=4046 | nome=Helena | acao=fez um experimento | valor=3900
linha=4047 | nome=Felipe | acao=participou da aula | valor=7431
linha=4048 | nome=Ana | acao=analisou os resultados | valor=3444
linha=4049 | nome=Paulo | acao=estudou computacao | valor=5843
linha=4050 | nome=Helena | acao=otimizou o algoritmo | valor=3173
linha=4051 | nome=Joao | acao=otimizou o algoritmo | valor=9179
linha=4052 | nome=Lucas | acao=participou da aula | valor=3788
linha=4053 | nome=Gabriela | acao=executou o benchmark | valor=1818
linha=4054 | nome=Sofia | acao=escreveu o relatorio | valor=7565
linha=4055 | nome=Paulo | acao=participou da aula | valor=2040
linha=4056 | nome=Ana | acao=fez um experimento | valor=5583
linha=4057 | nome=Paulo | acao=estudou computacao | valor=9862
linha=4058 | nome=Lucas | acao=comparou as metricas | valor=1944
linha=4059 | nome=Gabriela | acao=participou da aula | valor=4579
linha=4060 | nome=Eduarda | acao=executou o benchmark | valor=6815
linha=4061 | nome=Joao | acao=estudou computacao | valor=5117
linha=4062 | nome=Igor | acao=participou da aula | valor=3340
linha=4063 | nome=Bruno | acao=fez um experimento | valor=1359
linha=4064 | nome=Joao | acao=comparou as metricas | valor=9329
linha=4065 | nome=Joao | acao=escreveu o relatorio | valor=4950
linha=4066 | nome=Ana | acao=comparou as metricas | valor=5918
linha=4067 | nome=Mariana | acao=fez um experimento | valor=1339
linha=4068 | nome=Lucas | acao=otimizou o algoritmo | valor=8997
linha=4069 | nome=Ana | acao=participou da aula | valor=4849
linha=4070 | nome=Vitor | acao=estudou computacao | valor=9060
linha=4071 | nome=Bruno | acao=analisou os resultados | valor=1279
linha=4072 | nome=Igor | acao=fez um experimento | valor=5752
linha=4073 | nome=Mariana | acao=escreveu o relatorio | valor=9428
linha=4074 | nome=Renata | acao=otimizou o algoritmo | valor=7531
linha=4075 | nome=Sofia | acao=otimizou o algoritmo | valor=1627
linha=4076 | nome=Igor | acao=executou o benchmark | valor=6901
linha=4077 | nome=Ana | acao=comparou as metricas | valor=6332
linha=4078 | nome=Paulo | acao=analisou os resultados | valor=6897
linha=4079 | nome=Joao | acao=fez um experimento | valor=4140
linha=4080 | nome=Ana | acao=fez um experimento | valor=6186
linha=4081 | nome=Mariana | acao=otimizou o algoritmo | valor=8189
linha=4082 | nome=Karen | acao=estudou computacao | valor=5598
linha=4083 | nome=Carlos | acao=otimizou o algoritmo | valor=8391
linha=4084 | nome=Karen | acao=estudou computacao | valor=3092
linha=4085 | nome=Renata | acao=participou da aula | valor=5714
linha=4086 | nome=Ana | acao=comparou as metricas | valor=1742
linha=4087 | nome=Daniela | acao=analisou os resultados | valor=5562
linha=4088 | nome=Bruno | acao=escreveu o relatorio | valor=7677
linha=4089 | nome=Felipe | acao=fez um experimento | valor=4175
linha=4090 | nome=Eduarda | acao=executou o benchmark | valor=1379
linha=4091 | nome=Felipe | acao=escreveu o relatorio | valor=2170
linha=4092 | nome=Renata | acao=escreveu o relatorio | valor=5560
linha=4093 | nome=Ana | acao=estudou computacao | valor=4019
linha=4094 | nome=Karen | acao=participou da aula | valor=9252
linha=4095 | nome=Daniela | acao=escreveu o relatorio | valor=7072
linha=4096 | nome=Mariana | acao=otimizou o algoritmo | valor=1095
linha=4097 | nome=Karen | acao=analisou os resultados | valor=5613
linha=4098 | nome=Joao | acao=estudou computacao | valor=7858
linha=4099 | nome=Igor | acao=estudou computacao | valor=2616
linha=4100 | nome=Mariana | acao=executou o benchmark | valor=6031
linha=4101 | nome=Carlos | acao=participou da aula | valor=6860
linha=4102 | nome=Renata | acao=escreveu o relatorio | valor=6976
linha=4103 | nome=Lucas | acao=executou o benchmark | valor=7348
linha=4104 | nome=Carlos | acao=comparou as metricas | valor=2586
linha=4105 | nome=Karen | acao=executou o benchmark | valor=7667
linha=4106 | nome=Helena | acao=otimizou o algoritmo | valor=1532
linha=4107 | nome=Mariana | acao=participou da aula | valor=8208
linha=4108 | nome=Bruno | acao=comparou as metricas | valor=2917
linha=4109 | nome=Mariana | acao=otimizou o algoritmo | valor=1938
linha=4110 | nome=Natalia | acao=fez um experimento | valor=2202
linha=4111 | nome=Mariana | acao=otimizou o algoritmo | valor=8196
linha=4112 | nome=Felipe | acao=fez um experimento | valor=9354
linha=4113 | nome=Felipe | acao=escreveu o relatorio | valor=9343
linha=4114 | nome=Renata | acao=otimizou o algoritmo | valor=7257
linha=4115 | nome=Eduarda | acao=comparou as metricas | valor=8042
linha=4116 | nome=Mariana | acao=analisou os resultados | valor=4591
linha=4117 | nome=Joao | acao=fez um experimento | valor=8728
linha=4118 | nome=Eduarda | acao=fez um experimento | valor=7812
linha=4119 | nome=Otavio | acao=otimizou o algoritmo | valor=9975
linha=4120 | nome=Helena | acao=fez um experimento | valor=8842
linha=4121 | nome=Felipe | acao=comparou as metricas | valor=9222
linha=4122 | nome=Mariana | acao=escreveu o relatorio | valor=4794
linha=4123 | nome=Gabriela | acao=participou da aula | valor=5706
linha=4124 | nome=Karen | acao=comparou as metricas | valor=7682
linha=4125 | nome=Karen | acao=otimizou o algoritmo | valor=5015
linha=4126 | nome=Sofia | acao=participou da aula | valor=4388
linha=4127 | nome=Bruno | acao=participou da aula | valor=9092
linha=4128 | nome=Eduarda | acao=comparou as metricas | valor=6519
linha=4129 | nome=Ana | acao=fez um experimento | valor=5903
linha=4130 | nome=Tiago | acao=escreveu o relatorio | valor=6147
linha=4131 | nome=Gabriela | acao=otimizou o algoritmo | valor=3425
linha=4132 | nome=Paulo | acao=fez um experimento | valor=8762
linha=4133 | nome=Sofia | acao=participou da aula | valor=6715
linha=4134 | nome=Igor | acao=otimizou o algoritmo | valor=2579
linha=4135 | nome=Lucas | acao=otimizou o algoritmo | valor=5443
linha=4136 | nome=Natalia | acao=estudou computacao | valor=1849
linha=4137 | nome=Otavio | acao=escreveu o relatorio | valor=1131
linha=4138 | nome=Carlos | acao=otimizou o algoritmo | valor=1084
linha=4139 | nome=Vitor | acao=executou o benchmark | valor=5333
linha=4140 | nome=Natalia | acao=escreveu o relatorio | valor=1867
linha=4141 | nome=Sofia | acao=analisou os resultados | valor=6523
linha=4142 | nome=Joao | acao=comparou as metricas | valor=6370
linha=4143 | nome=Ana | acao=fez um experimento | valor=8217
linha=4144 | nome=Ana | acao=executou o benchmark | valor=4954
linha=4145 | nome=Lucas | acao=estudou computacao | valor=8390
linha=4146 | nome=Ana | acao=analisou os resultados | valor=4381
linha=4147 | nome=Mariana | acao=participou da aula | valor=6126
linha=4148 | nome=Carlos | acao=fez um experimento | valor=8423
linha=4149 | nome=Bruno | acao=comparou as metricas | valor=1168
linha=4150 | nome=Natalia | acao=escreveu o relatorio | valor=7563
linha=4151 | nome=Mariana | acao=estudou computacao | valor=3624
linha=4152 | nome=Mariana | acao=executou o benchmark | valor=7984
linha=4153 | nome=Tiago | acao=otimizou o algoritmo | valor=8878
linha=4154 | nome=Daniela | acao=escreveu o relatorio | valor=7890
linha=4155 | nome=Mariana | acao=escreveu o relatorio | valor=6445
linha=4156 | nome=Joao | acao=participou da aula | valor=5301
linha=4157 | nome=Sofia | acao=participou da aula | valor=1371
linha=4158 | nome=Natalia | acao=escreveu o relatorio | valor=1602
linha=4159 | nome=Natalia | acao=analisou os resultados | valor=5138
linha=4160 | nome=Carlos | acao=escreveu o relatorio | valor=1794
linha=4161 | nome=Sofia | acao=escreveu o relatorio | valor=1265
linha=4162 | nome=Ana | acao=comparou as metricas | valor=2977
linha=4163 | nome=Renata | acao=analisou os resultados | valor=8240
linha=4164 | nome=Mariana | acao=escreveu o relatorio | valor=5333
linha=4165 | nome=Paulo | acao=analisou os resultados | valor=4130
linha=4166 | nome=Felipe | acao=otimizou o algoritmo | valor=1847
linha=4167 | nome=Helena | acao=otimizou o algoritmo | valor=1855
linha=4168 | nome=Mariana | acao=otimizou o algoritmo | valor=7122
linha=4169 | nome=Tiago | acao=participou da aula | valor=3317
linha=4170 | nome=Vitor | acao=otimizou o algoritmo | valor=6417
linha=4171 | nome=Renata | acao=executou o benchmark | valor=3961
linha=4172 | nome=Helena | acao=fez um experimento | valor=7960
linha=4173 | nome=Renata | acao=escreveu o relatorio | valor=6242
linha=4174 | nome=Eduarda | acao=analisou os resultados | valor=3281
linha=4175 | nome=Vitor | acao=estudou computacao | valor=1858
linha=4176 | nome=Otavio | acao=escreveu o relatorio | valor=6790
linha=4177 | nome=Daniela | acao=escreveu o relatorio | valor=2509
linha=4178 | nome=Tiago | acao=otimizou o algoritmo | valor=6439
linha=4179 | nome=Gabriela | acao=analisou os resultados | valor=5843
linha=4180 | nome=Natalia | acao=participou da aula | valor=1691
linha=4181 | nome=Tiago | acao=comparou as metricas | valor=1543
linha=4182 | nome=Igor | acao=participou da aula | valor=9825
linha=4183 | nome=Paulo | acao=fez um experimento | valor=3992
linha=4184 | nome=Eduarda | acao=comparou as metricas | valor=6448
linha=4185 | nome=Joao | acao=fez um experimento | valor=9124
linha=4186 | nome=Felipe | acao=fez um experimento | valor=5385
linha=4187 | nome=Tiago | acao=escreveu o relatorio | valor=2018
linha=4188 | nome=Otavio | acao=analisou os resultados | valor=7817
linha=4189 | nome=Eduarda | acao=analisou os resultados | valor=5944
linha=4190 | nome=Gabriela | acao=analisou os resultados | valor=2940
linha=4191 | nome=Joao | acao=otimizou o algoritmo | valor=1617
linha=4192 | nome=Lucas | acao=otimizou o algoritmo | valor=6475
linha=4193 | nome=Sofia | acao=otimizou o algoritmo | valor=2758
linha=4194 | nome=Lucas | acao=analisou os resultados | valor=7001
linha=4195 | nome=Natalia | acao=comparou as metricas | valor=8024
linha=4196 | nome=Otavio | acao=participou da aula | valor=9561
linha=4197 | nome=Felipe | acao=comparou as metricas | valor=7489
linha=4198 | nome=Gabriela | acao=fez um experimento | valor=8840
linha=4199 | nome=Renata | acao=otimizou o algoritmo | valor=8152
linha=4200 | nome=Natalia | acao=fez um experimento | valor=1559
linha=4201 | nome=Ana | acao=otimizou o algoritmo | valor=4842
linha=4202 | nome=Lucas | acao=escreveu o relatorio | valor=1865
linha=4203 | nome=Mariana | acao=executou o benchmark | valor=2524
linha=4204 | nome=Vitor | acao=analisou os resultados | valor=8506
linha=4205 | nome=Paulo | acao=executou o benchmark | valor=9924
linha=4206 | nome=Renata | acao=fez um experimento | valor=3771
linha=4207 | nome=Lucas | acao=analisou os resultados | valor=9911
linha=4208 | nome=Eduarda | acao=analisou os resultados | valor=4130
linha=4209 | nome=Carlos | acao=analisou os resultados | valor=1238
linha=4210 | nome=Karen | acao=estudou computacao | valor=2785
linha=4211 | nome=Natalia | acao=escreveu o relatorio | valor=3303
linha=4212 | nome=Joao | acao=comparou as metricas | valor=3165
linha=4213 | nome=Ana | acao=estudou computacao | valor=8617
linha=4214 | nome=Otavio | acao=participou da aula | valor=8912
linha=4215 | nome=Vitor | acao=participou da aula | valor=9585
linha=4216 | nome=Tiago | acao=analisou os resultados | valor=2880
linha=4217 | nome=Mariana | acao=escreveu o relatorio | valor=4196
linha=4218 | nome=Paulo | acao=analisou os resultados | valor=2842
linha=4219 | nome=Bruno | acao=comparou as metricas | valor=3198
linha=4220 | nome=Tiago | acao=escreveu o relatorio | valor=6828
linha=4221 | nome=Natalia | acao=executou o benchmark | valor=1369
linha=4222 | nome=Karen | acao=comparou as metricas | valor=3259
linha=4223 | nome=Helena | acao=otimizou o algoritmo | valor=2426
linha=4224 | nome=Sofia | acao=executou o benchmark | valor=5056
linha=4225 | nome=Carlos | acao=escreveu o relatorio | valor=4434
linha=4226 | nome=Karen | acao=comparou as metricas | valor=6023
linha=4227 | nome=Mariana | acao=participou da aula | valor=5209
linha=4228 | nome=Daniela | acao=comparou as metricas | valor=4949
linha=4229 | nome=Natalia | acao=comparou as metricas | valor=7196
linha=4230 | nome=Daniela | acao=fez um experimento | valor=2349
linha=4231 | nome=Otavio | acao=comparou as metricas | valor=4128
linha=4232 | nome=Sofia | acao=estudou computacao | valor=2452
linha=4233 | nome=Bruno | acao=analisou os resultados | valor=1939
linha=4234 | nome=Vitor | acao=comparou as metricas | valor=6820
linha=4235 | nome=Renata | acao=fez um experimento | valor=7429
linha=4236 | nome=Tiago | acao=estudou computacao | valor=5715
linha=4237 | nome=Otavio | acao=escreveu o relatorio | valor=7122
linha=4238 | nome=Daniela | acao=executou o benchmark | valor=1467
linha=4239 | nome=Paulo | acao=escreveu o relatorio | valor=2124
linha=4240 | nome=Eduarda | acao=fez um experimento | valor=5966
linha=4241 | nome=Vitor | acao=fez um experimento | valor=4852
linha=4242 | nome=Gabriela | acao=escreveu o relatorio | valor=3733
linha=4243 | nome=Felipe | acao=otimizou o algoritmo | valor=2527
linha=4244 | nome=Carlos | acao=escreveu o relatorio | valor=4777
linha=4245 | nome=Igor | acao=fez um experimento | valor=8459
linha=4246 | nome=Lucas | acao=otimizou o algoritmo | valor=4802
linha=4247 | nome=Eduarda | acao=estudou computacao | valor=8593
linha=4248 | nome=Natalia | acao=otimizou o algoritmo | valor=9194
linha=4249 | nome=Joao | acao=otimizou o algoritmo | valor=1796
linha=4250 | nome=Felipe | acao=comparou as metricas | valor=2921
linha=4251 | nome=Gabriela | acao=participou da aula | valor=2879
linha=4252 | nome=Helena | acao=otimizou o algoritmo | valor=8723
linha=4253 | nome=Daniela | acao=fez um experimento | valor=6294
linha=4254 | nome=Mariana | acao=escreveu o relatorio | valor=4086
linha=4255 | nome=Felipe | acao=comparou as metricas | valor=1648
linha=4256 | nome=Helena | acao=fez um experimento | valor=8274
linha=4257 | nome=Renata | acao=participou da aula | valor=1392
linha=4258 | nome=Natalia | acao=otimizou o algoritmo | valor=2994
linha=4259 | nome=Natalia | acao=participou da aula | valor=4614
linha=4260 | nome=Daniela | acao=participou da aula | valor=5755
linha=4261 | nome=Eduarda | acao=otimizou o algoritmo | valor=4355
linha=4262 | nome=Daniela | acao=analisou os resultados | valor=3338
linha=4263 | nome=Helena | acao=escreveu o relatorio | valor=4667
linha=4264 | nome=Sofia | acao=escreveu o relatorio | valor=6753
linha=4265 | nome=Vitor | acao=participou da aula | valor=2653
linha=4266 | nome=Mariana | acao=otimizou o algoritmo | valor=2113
linha=4267 | nome=Helena | acao=comparou as metricas | valor=4705
linha=4268 | nome=Joao | acao=escreveu o relatorio | valor=1847
linha=4269 | nome=Igor | acao=comparou as metricas | valor=3552
linha=4270 | nome=Helena | acao=comparou as metricas | valor=8549
linha=4271 | nome=Sofia | acao=otimizou o algoritmo | valor=1150
linha=4272 | nome=Ana | acao=escreveu o relatorio | valor=5186
linha=4273 | nome=Tiago | acao=otimizou o algoritmo | valor=2391
linha=4274 | nome=Helena | acao=participou da aula | valor=2373
linha=4275 | nome=Tiago | acao=estudou computacao | valor=8556
linha=4276 | nome=Bruno | acao=participou da aula | valor=4474
linha=4277 | nome=Felipe | acao=otimizou o algoritmo | valor=8974
linha=4278 | nome=Eduarda | acao=otimizou o algoritmo | valor=3905
linha=4279 | nome=Vitor | acao=fez um experimento | valor=3772
linha=4280 | nome=Renata | acao=executou o benchmark | valor=3159
linha=4281 | nome=Paulo | acao=escreveu o relatorio | valor=5063
linha=4282 | nome=Lucas | acao=executou o benchmark | valor=9502
linha=4283 | nome=Daniela | acao=participou da aula | valor=4001
linha=4284 | nome=Felipe | acao=analisou os resultados | valor=7611
linha=4285 | nome=Sofia | acao=analisou os resultados | valor=8624
linha=4286 | nome=Joao | acao=fez um experimento | valor=5596
linha=4287 | nome=Natalia | acao=participou da aula | valor=9610
linha=4288 | nome=Karen | acao=executou o benchmark | valor=5488
linha=4289 | nome=Joao | acao=estudou computacao | valor=3744
linha=4290 | nome=Natalia | acao=participou da aula | valor=6134
linha=4291 | nome=Tiago | acao=escreveu o relatorio | valor=3000
linha=4292 | nome=Bruno | acao=executou o benchmark | valor=9766
linha=4293 | nome=Lucas | acao=comparou as metricas | valor=9529
linha=4294 | nome=Paulo | acao=analisou os resultados | valor=4438
linha=4295 | nome=Eduarda | acao=fez um experimento | valor=5023
linha=4296 | nome=Eduarda | acao=escreveu o relatorio | valor=7739
linha=4297 | nome=Vitor | acao=estudou computacao | valor=6960
linha=4298 | nome=Natalia | acao=executou o benchmark | valor=1978
linha=4299 | nome=Tiago | acao=comparou as metricas | valor=9655
linha=4300 | nome=Daniela | acao=fez um experimento | valor=7478
linha=4301 | nome=Gabriela | acao=participou da aula | valor=7480
linha=4302 | nome=Daniela | acao=otimizou o algoritmo | valor=2942
linha=4303 | nome=Felipe | acao=participou da aula | valor=3779
linha=4304 | nome=Sofia | acao=fez um experimento | valor=9954
linha=4305 | nome=Otavio | acao=escreveu o relatorio | valor=1469
linha=4306 | nome=Eduarda | acao=estudou computacao | valor=1503
linha=4307 | nome=Carlos | acao=estudou computacao | valor=7657
linha=4308 | nome=Daniela | acao=executou o benchmark | valor=6603
linha=4309 | nome=Ana | acao=estudou computacao | valor=3102
linha=4310 | nome=Ana | acao=estudou computacao | valor=7465
linha=4311 | nome=Daniela | acao=fez um experimento | valor=3529
linha=4312 | nome=Tiago | acao=participou da aula | valor=3856
linha=4313 | nome=Natalia | acao=fez um experimento | valor=5186
linha=4314 | nome=Karen | acao=escreveu o relatorio | valor=4837
linha=4315 | nome=Lucas | acao=executou o benchmark | valor=9162
linha=4316 | nome=Igor | acao=participou da aula | valor=6069
linha=4317 | nome=Natalia | acao=escreveu o relatorio | valor=2404
linha=4318 | nome=Helena | acao=otimizou o algoritmo | valor=1499
linha=4319 | nome=Natalia | acao=participou da aula | valor=3102
linha=4320 | nome=Otavio | acao=comparou as metricas | valor=8499
linha=4321 | nome=Ana | acao=analisou os resultados | valor=9762
linha=4322 | nome=Mariana | acao=estudou computacao | valor=8171
linha=4323 | nome=Daniela | acao=escreveu o relatorio | valor=8304
linha=4324 | nome=Lucas | acao=comparou as metricas | valor=8292
