linha=1 | nome=Bruno | acao=comparou as metricas | valor=1604
linha=3852 | nome=Daniela | acao=otimizou o algoritmo | valor=7877
linha=3853 | nome=Renata | acao=escreveu o relatorio | valor=1900
linha=3854 | nome=Renata | acao=executou o benchmark | valor=8574
linha=3855 | nome=Joao | acao=participou da aula | valor=3532
linha=3856 | nome=Karen | acao=executou o benchmark | valor=5890
linha=3857 | nome=Sofia | acao=executou o benchmark | valor=3178
linha=3858 | nome=Helena | acao=executou o benchmark | valor=8993
linha=3859 | nome=Otavio | acao=escreveu o relatorio | valor=6348
linha=3860 | nome=Igor | acao=fez um experimento | valor=4259
linha=3861 | nome=Sofia | acao=comparou as metricas | valor=7404
linha=3862 | nome=Gabriela | acao=fez um experimento | valor=8905
linha=3863 | nome=Eduarda | acao=analisou os resultados | valor=8976
linha=3864 | nome=Gabriela | acao=participou da aula | valor=1878
linha=3865 | nome=Joao | acao=executou o benchmark | valor=7695
linha=3866 | nome=Mariana | acao=comparou as metricas | valor=4078
linha=3867 | nome=Paulo | acao=estudou computacao | valor=6645
linha=3868 | nome=Felipe | acao=participou da aula | valor=5598
linha=3869 | nome=Carlos | acao=estudou computacao | valor=9699
linha=3870 | nome=Ana | acao=fez um experimento | valor=4447
linha=3871 | nome=Renata | acao=analisou os resultados | valor=8858
linha=3872 | nome=Eduarda | acao=escreveu o relatorio | valor=7889
linha=3873 | nome=Felipe | acao=participou da aula | valor=7019
linha=3874 | nome=Otavio | acao=otimizou o algoritmo | valor=5437
linha=3875 | nome=Karen | acao=analisou os resultados | valor=8081
linha=3876 | nome=Mariana | acao=escreveu o relatorio | valor=1643
linha=3877 | nome=Karen | acao=participou da aula | valor=5867
linha=3878 | nome=Natalia | acao=executou o benchmark | valor=1522
linha=3879 | nome=Felipe | acao=otimizou o algoritmo | valor=7872
linha=3880 | nome=Joao | acao=participou da aula | valor=7182
linha=3881 | nome=Igor | acao=escreveu o relatorio | valor=8576
linha=3882 | nome=Joao | acao=estudou computacao | valor=9586
linha=3883 | nome=Vitor | acao=escreveu o relatorio | valor=9982
linha=3884 | nome=Daniela | acao=escreveu o relatorio | valor=2640
linha=3885 | nome=Daniela | acao=analisou os resultados | valor=3959
linha=3886 | nome=Gabriela | acao=analisou os resultados | valor=9237
linha=3887 | nome=Karen | acao=analisou os resultados | valor=1850
linha=3888 | nome=Bruno | acao=participou da aula | valor=8247
linha=3889 | nome=Natalia | acao=escreveu o relatorio | valor=1845
linha=3890 | nome=Eduarda | acao=executou o benchmark | valor=5958
linha=3891 | nome=Lucas | acao=fez um experimento | valor=7916
linha=3892 | nome=Joao | acao=participou da aula | valor=6630
linha=3893 | nome=Natalia | acao=otimizou o algoritmo | valor=4204
linha=3894 | nome=Igor | acao=analisou os resultados | valor=1195
linha=3895 | nome=Paulo | acao=fez um experimento | valor=8745
linha=3896 | nome=Lucas | acao=otimizou o algoritmo | valor=1414
linha=3897 | nome=Tiago | acao=comparou as metricas | valor=1590
linha=3898 | nome=Felipe | acao=escreveu o relatorio | valor=7182
linha=3899 | nome=Carlos | acao=otimizou o algoritmo | valor=5711
linha=3900 | nome=Lucas | acao=analisou os resultados | valor=6953
linha=3901 | nome=Karen | acao=comparou as metricas | valor=1383
linha=3902 | nome=Ana | acao=participou da aula | valor=1646
linha=3903 | nome=Gabriela | acao=executou o benchmark | valor=4414
linha=3904 | nome=Bruno | acao=fez um experimento | valor=6405
linha=3905 | nome=Natalia | acao=otimizou o algoritmo | valor=1585
linha=3906 | nome=Renata | acao=executou o benchmark | valor=7778
linha=3907 | nome=Felipe | acao=escreveu o relatorio | valor=2518
linha=3908 | nome=Mariana | acao=escreveu o relatorio | valor=5379
linha=3909 | nome=Karen | acao=comparou as metricas | valor=1094
linha=3910 | nome=Carlos | acao=participou da aula | valor=7822
linha=3911 | nome=Renata | acao=participou da aula | valor=8168
linha=3912 | nome=Paulo | acao=escreveu o relatorio | valor=5177
linha=3913 | nome=Gabriela | acao=escreveu o relatorio | valor=2854
linha=3914 | nome=Tiago | acao=analisou os resultados | valor=3433
linha=3915 | nome=Carlos | acao=participou da aula | valor=8087
linha=3916 | nome=Helena | acao=participou da aula | valor=1456
linha=3917 | nome=Helena | acao=comparou as metricas | valor=6931
linha=3918 | nome=Mariana | acao=escreveu o relatorio | valor=5736
linha=3919 | nome=Tiago | acao=otimizou o algoritmo | valor=9539
linha=3920 | nome=Mariana | acao=comparou as metricas | valor=7844
linha=3921 | nome=Lucas | acao=estudou computacao | valor=4215
linha=3922 | nome=Igor | acao=participou da aula | valor=6353
linha=3923 | nome=Ana | acao=executou o benchmark | valor=9870
linha=3924 | nome=Lucas | acao=comparou as metricas | valor=4538
linha=3925 | nome=Igor | acao=estudou computacao | valor=5365
linha=3926 | nome=Gabriela | acao=escreveu o relatorio | valor=3759
linha=3927 | nome=Natalia | acao=otimizou o algoritmo | valor=1783
linha=3928 | nome=Mariana | acao=analisou os resultados | valor=7109
linha=3929 | nome=Sofia | acao=escreveu o relatorio | valor=8719
linha=3930 | nome=Mariana | acao=participou da aula | valor=7715
linha=3931 | nome=Otavio | acao=otimizou o algoritmo | valor=1817
linha=3932 | nome=Karen | acao=analisou os resultados | valor=5455
linha=3933 | nome=Eduarda | acao=otimizou o algoritmo | valor=5315
linha=3934 | nome=Tiago | acao=fez um experimento | valor=3038
linha=3935 | nome=Mariana | acao=participou da aula | valor=5199
linha=3936 | nome=Ana | acao=otimizou o algoritmo | valor=1321
linha=3937 | nome=Karen | acao=executou o benchmark | valor=2400
linha=3938 | nome=Sofia | acao=participou da aula | valor=2150
linha=3939 | nome=Daniela | acao=estudou computacao | valor=3382
linha=3940 | nome=Otavio | acao=otimizou o algoritmo | valor=4533
linha=3941 | nome=Bruno | acao=analisou os resultados | valor=2437
linha=3942 | nome=Mariana | acao=participou da aula | valor=5758
linha=3943 | nome=Eduarda | acao=escreveu o relatorio | valor=1427
linha=3944 | nome=Renata | acao=participou da aula | valor=8563
linha=3945 | nome=Eduarda | acao=fez um experimento | valor=6048
linha=3946 | nome=Gabriela | acao=fez um experimento | valor=7648
linha=3947 | nome=Helena | acao=participou da aula | valor=2541
linha=3948 | nome=Helena | acao=otimizou o algoritmo | valor=7859
linha=3949 | nome=Felipe | acao=analisou os resultados | valor=8841
linha=3950 | nome=Daniela | acao=analisou os resultados | valor=2941
linha=3951 | nome=Lucas | acao=estudou computacao | valor=2626
linha=3952 | nome=Paulo | acao=participou da aula | valor=7797
linha=3953 | nome=Bruno | acao=analisou os resultados | valor=5387
linha=3954 | nome=Daniela | acao=analisou os resultados | valor=5270
linha=3955 | nome=Sofia | acao=escreveu o relatorio | valor=4113
linha=3956 | nome=Natalia | acao=analisou os resultados | valor=3870
linha=3957 | nome=Paulo | acao=analisou os resultados | valor=5549
linha=3958 | nome=Lucas | acao=fez um experimento | valor=7279
linha=3959 | nome=Bruno | acao=executou o benchmark | valor=3978
linha=3960 | nome=Karen | acao=estudou computacao | valor=4649
linha=3961 | nome=Carlos | acao=executou o benchmark | valor=9783
linha=3962 | nome=Felipe | acao=otimizou o algoritmo | valor=7056
linha=3963 | nome=Ana | acao=executou o benchmark | valor=6595
linha=3964 | nome=Eduarda | acao=analisou os resultados | valor=3199
linha=3965 | nome=Igor | acao=escreveu o relatorio | valor=4257
linha=3966 | nome=Mariana | acao=escreveu o relatorio | valor=5083
linha=3967 | nome=Sofia | acao=comparou as metricas | valor=5977
linha=3968 | nome=Bruno | acao=comparou as metricas | valor=5235
linha=3969 | nome=Gabriela | acao=otimizou o algoritmo | valor=2528
linha=3970 | nome=Mariana | acao=executou o benchmark | valor=7818
linha=3971 | nome=Tiago | acao=fez um experimento | valor=8736
linha=3972 | nome=Eduarda | acao=comparou as metricas | valor=9463
linha=3973 | nome=Eduarda | acao=estudou computacao | valor=8956
linha=3974 | nome=Lucas | acao=fez um experimento | valor=4724
linha=3975 | nome=Carlos | acao=executou o benchmark | valor=8699
linha=3976 | nome=Mariana | acao=fez um experimento | valor=7341
linha=3977 | nome=Eduarda | acao=participou da aula | valor=2230
linha=3978 | nome=Renata | acao=fez um experimento | valor=8995
linha=3979 | nome=Igor | acao=comparou as metricas | valor=9237
linha=3980 | nome=Tiago | acao=participou da aula | valor=6984
linha=3981 | nome=Paulo | acao=estudou computacao | valor=8035
linha=3982 | nome=Felipe | acao=escreveu o relatorio | valor=9236
linha=3983 | nome=Felipe | acao=executou o benchmark | valor=8247
linha=3984 | nome=Otavio | acao=executou o benchmark | valor=7807
linha=3985 | nome=Lucas | acao=escreveu o relatorio | valor=4544
linha=3986 | nome=Lucas | acao=comparou as metricas | valor=1475
linha=3987 | nome=Igor | acao=analisou os resultados | valor=8825
linha=3988 | nome=Helena | acao=estudou computacao | valor=1884
linha=3989 | nome=Paulo | acao=comparou as metricas | valor=3351
linha=3990 | nome=Joao | acao=analisou os resultados | valor=1501
linha=3991 | nome=Vitor | acao=fez um experimento | valor=9478
linha=3992 | nome=Otavio | acao=analisou os resultados | valor=6630
linha=3993 | nome=Karen | acao=analisou os resultados | valor=1104
linha=3994 | nome=Bruno | acao=escreveu o relatorio | valor=9965
linha=3995 | nome=Felipe | acao=fez um experimento | valor=5416
linha=3996 | nome=Igor | acao=escreveu o relatorio | valor=1016
linha=3997 | nome=Vitor | acao=escreveu o relatorio | valor=3163
linha=3998 | nome=Natalia | acao=fez um experimento | valor=4615
linha=3999 | nome=Ana | acao=participou da aula | valor=4099
linha=4000 | nome=Gabriela | acao=comparou as metricas | valor=7617
linha=4001 | nome=Igor | acao=estudou computacao | valor=3641
linha=4002 | nome=Karen | acao=comparou as metricas | valor=8319
linha=4003 | nome=Carlos | acao=otimizou o algoritmo | valor=7894
linha=4004 | nome=Vitor | acao=analisou os resultados | valor=5681
linha=4005 | nome=Tiago | acao=otimizou o algoritmo | valor=5337
linha=4006 | nome=Sofia | acao=escreveu o relatorio | valor=8412
linha=4007 | nome=Mariana | acao=estudou computacao | valor=8020
linha=4008 | nome=Carlos | acao=otimizou o algoritmo | valor=4869
linha=4009 | nome=Lucas | acao=comparou as metricas | valor=2159
linha=4010 | nome=Joao | acao=executou o benchmark | valor=2591
linha=4011 | nome=Mariana | acao=participou da aula | valor=1099
linha=4012 | nome=Ana | acao=comparou as metricas | valor=5349
linha=4013 | nome=Otavio | acao=participou da aula | valor=7029
linha=4014 | nome=Otavio | acao=fez um experimento | valor=1116
linha=4015 | nome=Felipe | acao=fez um experimento | valor=2161
linha=4016 | nome=Vitor | acao=fez um experimento | valor=1362
linha=4017 | nome=Karen | acao=fez um experimento | valor=6002
linha=4018 | nome=Bruno | acao=executou o benchmark | valor=2855
linha=4019 | nome=Mariana | acao=otimizou o algoritmo | valor=9781
linha=4020 | nome=Bruno | acao=analisou os resultados | valor=5574
linha=4021 | nome=Eduarda | acao=estudou computacao | valor=1369
linha=4022 | nome=Mariana | acao=participou da aula | valor=9506
linha=4023 | nome=Carlos | acao=participou da aula | valor=7002
linha=4024 | nome=Gabriela | acao=executou o benchmark | valor=5998
linha=4025 | nome=Mariana | acao=analisou os resultados | valor=3720
linha=4026 | nome=Tiago | acao=analisou os resultados | valor=9541
linha=4027 | nome=Natalia | acao=escreveu o relatorio | valor=2746
linha=4028 | nome=Gabriela | acao=analisou os resultados | valor=2517
linha=4029 | nome=Gabriela | acao=fez um experimento | valor=3985
linha=4030 | nome=Otavio | acao=comparou as metricas | valor=2177
linha=4031 | nome=Eduarda | acao=comparou as metricas | valor=1593
linha=4032 | nome=Joao | acao=participou da aula | valor=6844
linha=4033 | nome=Sofia | acao=fez um experimento | valor=2539
linha=4034 | nome=Lucas | acao=fez um experimento | valor=6517
linha=4035 | nome=Helena | acao=otimizou o algoritmo | valor=1749
linha=4036 | nome=Karen | acao=analisou os resultados | valor=9135
linha=4037 | nome=Felipe | acao=estudou computacao | valor=2879
linha=4038 | nome=Joao | acao=analisou os resultados | valor=6521
linha=4039 | nome=Daniela | acao=executou o benchmark | valor=6233
linha=4040 | nome=Natalia | acao=fez um experimento | valor=2558
linha=4041 | nome=Helena | acao=executou o benchmark | valor=5859
linha=4042 | nome=Renata | acao=escreveu o relatorio | valor=5462
linha=4043 | nome=Otavio | acao=fez um experimento | valor=7861
linha=4044 | nome=Gabriela | acao=participou da aula | valor=6718
linha=4045 | nome=Daniela | acao=fez um experimento | valor=3501
linha=4046 | nome=Felipe | acao=analisou os resultados | valor=1813
linha=4047 | nome=Vitor | acao=escreveu o relatorio | valor=7377
linha=4048 | nome=Karen | acao=comparou as metricas | valor=9363
linha=4049 | nome=Carlos | acao=executou o benchmark | valor=5858
linha=4050 | nome=Igor | acao=fez um experimento | valor=6302
linha=4051 | nome=Bruno | acao=comparou as metricas | valor=2424
linha=4052 | nome=Eduarda | acao=escreveu o relatorio | valor=2260
linha=4053 | nome=Eduarda | acao=fez um experimento | valor=9885
linha=4054 | nome=Sofia | acao=analisou os resultados | valor=8575
linha=4055 | nome=Eduarda | acao=comparou as metricas | valor=4050
linha=4056 | nome=Paulo | acao=executou o benchmark | valor=6243
linha=4057 | nome=Karen | acao=comparou as metricas | valor=1508
linha=4058 | nome=Carlos | acao=escreveu o relatorio | valor=5775
linha=4059 | nome=Carlos | acao=analisou os resultados | valor=3339
linha=4060 | nome=Eduarda | acao=participou da aula | valor=4159
linha=4061 | nome=Eduarda | acao=otimizou o algoritmo | valor=2076
linha=4062 | nome=Carlos | acao=escreveu o relatorio | valor=5806
linha=4063 | nome=Renata | acao=otimizou o algoritmo | valor=2232
linha=4064 | nome=Karen | acao=analisou os resultados | valor=3375
linha=4065 | nome=Paulo | acao=participou da aula | valor=3014
linha=4066 | nome=Sofia | acao=comparou as metricas | valor=5618
linha=4067 | nome=Felipe | acao=analisou os resultados | valor=2289
linha=4068 | nome=Karen | acao=escreveu o relatorio | valor=9101
linha=4069 | nome=Karen | acao=participou da aula | valor=3834
linha=4070 | nome=Mariana | acao=analisou os resultados | valor=1112
linha=4071 | nome=Sofia | acao=fez um experimento | valor=7833
linha=4072 | nome=Bruno | acao=escreveu o relatorio | valor=4988
linha=4073 | nome=Karen | acao=otimizou o algoritmo | valor=1792
linha=4074 | nome=Igor | acao=participou da aula | valor=1637
linha=4075 | nome=Renata | acao=escreveu o relatorio | valor=8185
linha=4076 | nome=Mariana | acao=participou da aula | valor=1055
linha=4077 | nome=Bruno | acao=estudou computacao | valor=5503
linha=4078 | nome=Paulo | acao=participou da aula | valor=5712
linha=4079 | nome=Karen | acao=comparou as metricas | valor=7594
linha=4080 | nome=Renata | acao=escreveu o relatorio | valor=6528
linha=4081 | nome=Daniela | acao=participou da aula | valor=8373
linha=4082 | nome=Helena | acao=analisou os resultados | valor=2989
linha=4083 | nome=Karen | acao=executou o benchmark | valor=4698
linha=4084 | nome=Renata | acao=estudou computacao | valor=1649
linha=4085 | nome=Ana | acao=fez um experimento | valor=8669
linha=4086 | nome=Lucas | acao=analisou os resultados | valor=3632
linha=4087 | nome=Daniela | acao=estudou computacao | valor=6223
linha=4088 | nome=Sofia | acao=executou o benchmark | valor=9867
linha=4089 | nome=Carlos | acao=fez um experimento | valor=4839
linha=4090 | nome=Daniela | acao=comparou as metricas | valor=6405
linha=4091 | nome=Tiago | acao=executou o benchmark | valor=3079
linha=4092 | nome=Igor | acao=escreveu o relatorio | valor=4752
linha=4093 | nome=Daniela | acao=analisou os resultados | valor=3730
linha=4094 | nome=Renata | acao=escreveu o relatorio | valor=8880
linha=4095 | nome=Vitor | acao=participou da aula | valor=7817
linha=4096 | nome=Otavio | acao=otimizou o algoritmo | valor=5670
linha=4097 | nome=Vitor | acao=escreveu o relatorio | valor=9389
linha=4098 | nome=Sofia | acao=otimizou o algoritmo | valor=3445
linha=4099 | nome=Mariana | acao=participou da aula | valor=6421
linha=4100 | nome=Ana | acao=fez um experimento | valor=8611
linha=4101 | nome=Natalia | acao=fez um experimento | valor=5220
linha=4102 | nome=Gabriela | acao=otimizou o algoritmo | valor=5597
linha=4103 | nome=Paulo | acao=analisou os resultados | valor=4895
linha=4104 | nome=Tiago | acao=fez um experimento | valor=9351
linha=4105 | nome=Igor | acao=analisou os resultados | valor=3638
linha=4106 | nome=Vitor | acao=comparou as metricas | valor=9475
linha=4107 | nome=Igor | acao=comparou as metricas | valor=2778
linha=4108 | nome=Lucas | acao=comparou as metricas | valor=1786
linha=4109 | nome=Felipe | acao=participou da aula | valor=3748
linha=4110 | nome=Bruno | acao=analisou os resultados | valor=3922
linha=4111 | nome=Tiago | acao=executou o benchmark | valor=4152
linha=4112 | nome=Paulo | acao=estudou computacao | valor=4667
linha=4113 | nome=Mariana | acao=analisou os resultados | valor=6285
linha=4114 | nome=Joao | acao=executou o benchmark | valor=4565
linha=4115 | nome=Daniela | acao=escreveu o relatorio | valor=9446
linha=4116 | nome=Felipe | acao=escreveu o relatorio | valor=9602
linha=4117 | nome=Lucas | acao=analisou os resultados | valor=7013
linha=4118 | nome=Joao | acao=executou o benchmark | valor=6986
linha=4119 | nome=Igor | acao=analisou os resultados | valor=1012
linha=4120 | nome=Ana | acao=analisou os resultados | valor=3026
linha=4121 | nome=Paulo | acao=analisou os resultados | valor=1109
linha=4122 | nome=Felipe | acao=executou o benchmark | valor=6051
linha=4123 | nome=Lucas | acao=otimizou o algoritmo | valor=1115
linha=4124 | nome=Carlos | acao=fez um experimento | valor=8102
linha=4125 | nome=Karen | acao=fez um experimento | valor=2732
linha=4126 | nome=Karen | acao=analisou os resultados | valor=2747
linha=4127 | nome=Renata | acao=comparou as metricas | valor=5280
linha=4128 | nome=Mariana | acao=analisou os resultados | valor=3815
linha=4129 | nome=Lucas | acao=executou o benchmark | valor=9956
linha=4130 | nome=Lucas | acao=estudou computacao | valor=5194
linha=4131 | nome=Eduarda | acao=comparou as metricas | valor=7942
linha=4132 | nome=Sofia | acao=fez um experimento | valor=8286
linha=4133 | nome=Igor | acao=executou o benchmark | valor=4168
linha=4134 | nome=Mariana | acao=analisou os resultados | valor=5438
linha=4135 | nome=Daniela | acao=participou da aula | valor=9359
linha=4136 | nome=Tiago | acao=estudou computacao | valor=3347
linha=4137 | nome=Helena | acao=comparou as metricas | valor=2048
linha=4138 | nome=Bruno | acao=otimizou o algoritmo | valor=7214
linha=4139 | nome=Karen | acao=analisou os resultados | valor=2423
linha=4140 | nome=Paulo | acao=comparou as metricas | valor=8185
linha=4141 | nome=Eduarda | acao=executou o benchmark | valor=6987
linha=4142 | nome=Sofia | acao=estudou computacao | valor=8689
linha=4143 | nome=Gabriela | acao=executou o benchmark | valor=7467
linha=4144 | nome=Gabriela | acao=executou o benchmark | valor=5428
linha=4145 | nome=Sofia | acao=analisou os resultados | valor=5737
linha=4146 | nome=Felipe | acao=estudou computacao | valor=8343
linha=4147 | nome=Mariana | acao=estudou computacao | valor=9375
linha=4148 | nome=Karen | acao=analisou os resultados | valor=9447
linha=4149 | nome=Tiago | acao=fez um experimento | valor=1029
linha=4150 | nome=Karen | acao=escreveu o relatorio | valor=6883
linha=4151 | nome=Lucas | acao=escreveu o relatorio | valor=1498
linha=4152 | nome=Igor | acao=executou o benchmark | valor=3609
linha=4153 | nome=Karen | acao=analisou os resultados | valor=9823
linha=4154 | nome=Karen | acao=estudou computacao | valor=7107
linha=4155 | nome=Daniela | acao=comparou as metricas | valor=3964
linha=4156 | nome=Renata | acao=participou da aula | valor=5918
linha=4157 | nome=Natalia | acao=otimizou o algoritmo | valor=7105
linha=4158 | nome=Karen | acao=otimizou o algoritmo | valor=8354
linha=4159 | nome=Renata | acao=estudou computacao | valor=9724
linha=4160 | nome=Tiago | acao=analisou os resultados | valor=4537
linha=4161 | nome=Sofia | acao=fez um experimento | valor=8685
linha=4162 | nome=Gabriela | acao=analisou os resultados | valor=8322
linha=4163 | nome=Ana | acao=comparou as metricas | valor=3256
linha=4164 | nome=Mariana | acao=fez um experimento | valor=2733
linha=4165 | nome=Igor | acao=fez um experimento | valor=9954
linha=4166 | nome=Natalia | acao=executou o benchmark | valor=1243
linha=4167 | nome=Otavio | acao=executou o benchmark | valor=3165
linha=4168 | nome=Helena | acao=otimizou o algoritmo | valor=1472
linha=4169 | nome=Helena | acao=otimizou o algoritmo | valor=5080
linha=4170 | nome=Ana | acao=estudou computacao | valor=6421
linha=4171 | nome=Ana | acao=escreveu o relatorio | valor=7399
linha=4172 | nome=Gabriela | acao=participou da aula | valor=6124
linha=4173 | nome=Gabriela | acao=analisou os resultados | valor=8040
linha=4174 | nome=Mariana | acao=participou da aula | valor=1911
linha=4175 | nome=Natalia | acao=executou o benchmark | valor=3768
linha=4176 | nome=Carlos | acao=fez um experimento | valor=5066
linha=4177 | nome=Karen | acao=comparou as metricas | valor=7785
linha=4178 | nome=Eduarda | acao=otimizou o algoritmo | valor=2804
linha=4179 | nome=Paulo | acao=analisou os resultados | valor=4425
linha=4180 | nome=Eduarda | acao=otimizou o algoritmo | valor=1803
linha=4181 | nome=Ana | acao=participou da aula | valor=8310
linha=4182 | nome=Eduarda | acao=comparou as metricas | valor=1475
linha=4183 | nome=Helena | acao=fez um experimento | valor=8948
linha=4184 | nome=Karen | acao=otimizou o algoritmo | valor=1278
linha=4185 | nome=Joao | acao=analisou os resultados | valor=4419
linha=4186 | nome=Paulo | acao=estudou computacao | valor=2569
linha=4187 | nome=Igor | acao=analisou os resultados | valor=1381
linha=4188 | nome=Vitor | acao=escreveu o relatorio | valor=5419
linha=4189 | nome=Tiago | acao=comparou as metricas | valor=4594
linha=4190 | nome=Tiago | acao=escreveu o relatorio | valor=5350
linha=4191 | nome=Vitor | acao=executou o benchmark | valor=8019
linha=4192 | nome=Vitor | acao=comparou as metricas | valor=3884
linha=4193 | nome=Joao | acao=executou o benchmark | valor=9007
linha=4194 | nome=Carlos | acao=escreveu o relatorio | valor=7127
linha=4195 | nome=Felipe | acao=participou da aula | valor=1722
linha=4196 | nome=Helena | acao=participou da aula | valor=5078
linha=4197 | nome=Joao | acao=comparou as metricas | valor=8904
linha=4198 | nome=Igor | acao=escreveu o relatorio | valor=5211
linha=4199 | nome=Helena | acao=otimizou o algoritmo | valor=6815
linha=4200 | nome=Mariana | acao=fez um experimento | valor=7889
linha=4201 | nome=Lucas | acao=comparou as metricas | valor=9064
linha=4202 | nome=Helena | acao=participou da aula | valor=7546
linha=4203 | nome=Tiago | acao=participou da aula | valor=7727
linha=4204 | nome=Bruno | acao=analisou os resultados | valor=7545
linha=4205 | nome=Joao | acao=comparou as metricas | valor=8297
linha=4206 | nome=Karen | acao=participou da aula | valor=4744
linha=4207 | nome=Karen | acao=participou da aula | valor=8804
linha=4208 | nome=Vitor | acao=fez um experimento | valor=1606
linha=4209 | nome=Natalia | acao=participou da aula | valor=5699
linha=4210 | nome=Daniela | acao=fez um experimento | valor=6415
linha=4211 | nome=Tiago | acao=participou da aula | valor=4500
linha=4212 | nome=Lucas | acao=estudou computacao | valor=1087
linha=4213 | nome=Tiago | acao=fez um experimento | valor=7309
linha=4214 | nome=Tiago | acao=escreveu o relatorio | valor=2459
linha=4215 | nome=Carlos | acao=participou da aula | valor=8088
linha=4216 | nome=Felipe | acao=executou o benchmark | valor=9373
linha=4217 | nome=Lucas | acao=escreveu o relatorio | valor=9710
linha=4218 | nome=Gabriela | acao=otimizou o algoritmo | valor=1224
linha=4219 | nome=Carlos | acao=escreveu o relatorio | valor=1902
linha=4220 | nome=Bruno | acao=fez um experimento | valor=8706
linha=4221 | nome=Bruno | acao=executou o benchmark | valor=6664
linha=4222 | nome=Tiago | acao=analisou os resultados | valor=9806
linha=4223 | nome=Paulo | acao=fez um experimento | valor=9491
linha=4224 | nome=Paulo | acao=analisou os resultados | valor=3432
linha=4225 | nome=Lucas | acao=otimizou o algoritmo | valor=6706
linha=4226 | nome=Felipe | acao=executou o benchmark | valor=4797
linha=4227 | nome=Lucas | acao=otimizou o algoritmo | valor=2080
linha=4228 | nome=Igor | acao=escreveu o relatorio | valor=4727
linha=4229 | nome=Igor | acao=escreveu o relatorio | valor=9184
linha=4230 | nome=Mariana | acao=comparou as metricas | valor=6627
linha=4231 | nome=Daniela | acao=otimizou o algoritmo | valor=4386
linha=4232 | nome=Eduarda | acao=otimizou o algoritmo | valor=2450
linha=4233 | nome=Felipe | acao=executou o benchmark | valor=4228
linha=4234 | nome=Paulo | acao=comparou as metricas | valor=2270
linha=4235 | nome=Lucas | acao=fez um experimento | valor=5016
linha=4236 | nome=Igor | acao=analisou os resultados | valor=7840
linha=4237 | nome=Lucas | acao=analisou os resultados | valor=4498
linha=4238 | nome=Mariana | acao=analisou os resultados | valor=9757
linha=4239 | nome=Otavio | acao=fez um experimento | valor=5918
linha=4240 | nome=Sofia | acao=comparou as metricas | valor=3331
linha=4241 | nome=Joao | acao=analisou os resultados | valor=2587
linha=4242 | nome=Felipe | acao=otimizou o algoritmo | valor=5372
linha=4243 | nome=Carlos | acao=otimizou o algoritmo | valor=2969
linha=4244 | nome=Felipe | acao=comparou as metricas | valor=5907
linha=4245 | nome=Helena | acao=analisou os resultados | valor=6403
linha=4246 | nome=Helena | acao=analisou os resultados | valor=8005
linha=4247 | nome=Tiago | acao=participou da aula | valor=6166
linha=4248 | nome=Paulo | acao=analisou os resultados | valor=3314
linha=4249 | nome=Daniela | acao=fez um experimento | valor=9709
linha=4250 | nome=Helena | acao=fez um experimento | valor=3716
linha=4251 | nome=Tiago | acao=analisou os resultados | valor=7296
linha=4252 | nome=Karen | acao=fez um experimento | valor=5905
linha=4253 | nome=Joao | acao=estudou computacao | valor=7871
linha=4254 | nome=Lucas | acao=participou da aula | valor=9975
linha=4255 | nome=Eduarda | acao=executou o benchmark | valor=7392
linha=4256 | nome=Lucas | acao=comparou as metricas | valor=7885
linha=4257 | nome=Joao | acao=fez um experimento | valor=1454
linha=4258 | nome=Lucas | acao=analisou os resultados | valor=4593
linha=4259 | nome=Bruno | acao=fez um experimento | valor=3512
linha=4260 | nome=Bruno | acao=executou o benchmark | valor=2218
linha=4261 | nome=Vitor | acao=estudou computacao | valor=7144
linha=4262 | nome=Sofia | acao=analisou os resultados | valor=8050
linha=4263 | nome=Eduarda | acao=fez um experimento | valor=8747
linha=4264 | nome=Mariana | acao=analisou os resultados | valor=4402
linha=4265 | nome=Bruno | acao=analisou os resultados | valor=2569
linha=4266 | nome=Ana | acao=otimizou o algoritmo | valor=4073
linha=4267 | nome=Bruno | acao=estudou computacao | valor=2772
linha=4268 | nome=Vitor | acao=fez um experimento | valor=9972
linha=4269 | nome=Karen | acao=otimizou o algoritmo | valor=7991
linha=4270 | nome=Mariana | acao=analisou os resultados | valor=7296
linha=4271 | nome=Daniela | acao=otimizou o algoritmo | valor=2081
linha=4272 | nome=Mariana | acao=analisou os resultados | valor=4535
linha=4273 | nome=Tiago | acao=otimizou o algoritmo | valor=7404
linha=4274 | nome=Gabriela | acao=participou da aula | valor=1223
linha=4275 | nome=Carlos | acao=analisou os resultados | valor=9724
linha=4276 | nome=Sofia | acao=comparou as metricas | valor=1135
linha=4277 | nome=Bruno | acao=otimizou o algoritmo | valor=7967
linha=4278 | nome=Karen | acao=escreveu o relatorio | valor=5428
linha=4279 | nome=Sofia | acao=participou da aula | valor=4998
linha=4280 | nome=Paulo | acao=estudou computacao | valor=2783
linha=4281 | nome=Karen | acao=escreveu o relatorio | valor=1359
linha=4282 | nome=Carlos | acao=estudou computacao | valor=3438
linha=4283 | nome=Lucas | acao=comparou as metricas | valor=4312
linha=4284 | nome=Helena | acao=otimizou o algoritmo | valor=5757
linha=4285 | nome=Sofia | acao=fez um experimento | valor=6814
linha=4286 | nome=Renata | acao=participou da aula | valor=9145
linha=4287 | nome=Mariana | acao=participou da aula | valor=2902
linha=4288 | nome=Natalia | acao=escreveu o relatorio | valor=3549
