linha=1 | nome=Eduarda | acao=fez um experimento | valor=8369
linha=3881 | nome=Eduarda | acao=executou o benchmark | valor=4054
linha=3882 | nome=Sofia | acao=fez um experimento | valor=7734
linha=3883 | nome=Igor | acao=comparou as metricas | valor=4733
linha=3884 | nome=Renata | acao=comparou as metricas | valor=3860
linha=3885 | nome=Natalia | acao=fez um experimento | valor=5463
linha=3886 | nome=Mariana | acao=participou da aula | valor=5332
linha=3887 | nome=Tiago | acao=escreveu o relatorio | valor=7282
linha=3888 | nome=Mariana | acao=escreveu o relatorio | valor=2312
linha=3889 | nome=Ana | acao=participou da aula | valor=7630
linha=3890 | nome=Tiago | acao=escreveu o relatorio | valor=9247
linha=3891 | nome=Eduarda | acao=executou o benchmark | valor=3940
linha=3892 | nome=Ana | acao=analisou os resultados | valor=1326
linha=3893 | nome=Vitor | acao=escreveu o relatorio | valor=8887
linha=3894 | nome=Natalia | acao=escreveu o relatorio | valor=7770
linha=3895 | nome=Renata | acao=analisou os resultados | valor=5685
linha=3896 | nome=Daniela | acao=estudou computacao | valor=5522
linha=3897 | nome=Bruno | acao=comparou as metricas | valor=4987
linha=3898 | nome=Paulo | acao=participou da aula | valor=5462
linha=3899 | nome=Felipe | acao=participou da aula | valor=1590
linha=3900 | nome=Otavio | acao=executou o benchmark | valor=9755
linha=3901 | nome=Gabriela | acao=estudou computacao | valor=6448
linha=3902 | nome=Daniela | acao=escreveu o relatorio | valor=7816
linha=3903 | nome=Karen | acao=otimizou o algoritmo | valor=3770
linha=3904 | nome=Paulo | acao=executou o benchmark | valor=5663
linha=3905 | nome=Lucas | acao=participou da aula | valor=1371
linha=3906 | nome=Paulo | acao=otimizou o algoritmo | valor=8831
linha=3907 | nome=Tiago | acao=executou o benchmark | valor=5925
linha=3908 | nome=Daniela | acao=analisou os resultados | valor=1870
linha=3909 | nome=Mariana | acao=fez um experimento | valor=3735
linha=3910 | nome=Karen | acao=escreveu o relatorio | valor=7227
linha=3911 | nome=Felipe | acao=estudou computacao | valor=2366
linha=3912 | nome=Gabriela | acao=analisou os resultados | valor=4981
linha=3913 | nome=Daniela | acao=escreveu o relatorio | valor=4109
linha=3914 | nome=Gabriela | acao=executou o benchmark | valor=9528
linha=3915 | nome=Gabriela | acao=comparou as metricas | valor=9997
linha=3916 | nome=Gabriela | acao=participou da aula | valor=5474
linha=3917 | nome=Natalia | acao=executou o benchmark | valor=2231
linha=3918 | nome=Igor | acao=estudou computacao | valor=4801
linha=3919 | nome=Mariana | acao=fez um experimento | valor=1797
linha=3920 | nome=Mariana | acao=participou da aula | valor=6475
linha=3921 | nome=Vitor | acao=escreveu o relatorio | valor=7427
linha=3922 | nome=Daniela | acao=otimizou o algoritmo | valor=6709
linha=3923 | nome=Gabriela | acao=estudou computacao | valor=4696
linha=3924 | nome=Igor | acao=analisou os resultados | valor=1005
linha=3925 | nome=Renata | acao=participou da aula | valor=3302
linha=3926 | nome=Otavio | acao=comparou as metricas | valor=2789
linha=3927 | nome=Paulo | acao=comparou as metricas | valor=5491
linha=3928 | nome=Tiago | acao=estudou computacao | valor=5366
linha=3929 | nome=Felipe | acao=comparou as metricas | valor=8124
linha=3930 | nome=Renata | acao=executou o benchmark | valor=4179
linha=3931 | nome=Paulo | acao=estudou computacao | valor=5981
linha=3932 | nome=Gabriela | acao=fez um experimento | valor=4279
linha=3933 | nome=Sofia | acao=estudou computacao | valor=9285
linha=3934 | nome=Igor | acao=analisou os resultados | valor=8795
linha=3935 | nome=Felipe | acao=analisou os resultados | valor=5206
linha=3936 | nome=Mariana | acao=participou da aula | valor=4998
linha=3937 | nome=Mariana | acao=otimizou o algoritmo | valor=5389
linha=3938 | nome=Ana | acao=escreveu o relatorio | valor=6030
linha=3939 | nome=Carlos | acao=participou da aula | valor=9164
linha=3940 | nome=Paulo | acao=escreveu o relatorio | valor=9367
linha=3941 | nome=Sofia | acao=otimizou o algoritmo | valor=2624
linha=3942 | nome=Felipe | acao=otimizou o algoritmo | valor=1860
linha=3943 | nome=Paulo | acao=otimizou o algoritmo | valor=6782
linha=3944 | nome=Paulo | acao=analisou os resultados | valor=8728
linha=3945 | nome=Joao | acao=executou o benchmark | valor=6469
linha=3946 | nome=Karen | acao=comparou as metricas | valor=7447
linha=3947 | nome=Sofia | acao=comparou as metricas | valor=7405
linha=3948 | nome=Renata | acao=fez um experimento | valor=9374
linha=3949 | nome=Bruno | acao=comparou as metricas | valor=9668
linha=3950 | nome=Joao | acao=escreveu o relatorio | valor=8050
linha=3951 | nome=Paulo | acao=analisou os resultados | valor=3249
linha=3952 | nome=Karen | acao=executou o benchmark | valor=3936
linha=3953 | nome=Natalia | acao=analisou os resultados | valor=3598
linha=3954 | nome=Sofia | acao=fez um experimento | valor=9037
linha=3955 | nome=Igor | acao=executou o benchmark | valor=3146
linha=3956 | nome=Igor | acao=escreveu o relatorio | valor=1559
linha=3957 | nome=Natalia | acao=otimizou o algoritmo | valor=3893
linha=3958 | nome=Mariana | acao=otimizou o algoritmo | valor=2732
linha=3959 | nome=Vitor | acao=comparou as metricas | valor=2373
linha=3960 | nome=Natalia | acao=escreveu o relatorio | valor=1811
linha=3961 | nome=Lucas | acao=participou da aula | valor=9504
linha=3962 | nome=Otavio | acao=participou da aula | valor=7157
linha=3963 | nome=Sofia | acao=analisou os resultados | valor=2791
linha=3964 | nome=Eduarda | acao=fez um experimento | valor=1454
linha=3965 | nome=Sofia | acao=executou o benchmark | valor=7906
linha=3966 | nome=Otavio | acao=fez um experimento | valor=8342
linha=3967 | nome=Karen | acao=executou o benchmark | valor=5306
linha=3968 | nome=Sofia | acao=comparou as metricas | valor=7093
linha=3969 | nome=Bruno | acao=analisou os resultados | valor=7547
linha=3970 | nome=Paulo | acao=comparou as metricas | valor=9024
linha=3971 | nome=Karen | acao=estudou computacao | valor=6622
linha=3972 | nome=Felipe | acao=executou o benchmark | valor=8822
linha=3973 | nome=Ana | acao=comparou as metricas | valor=4334
linha=3974 | nome=Felipe | acao=analisou os resultados | valor=3412
linha=3975 | nome=Paulo | acao=otimizou o algoritmo | valor=3167
linha=3976 | nome=Sofia | acao=participou da aula | valor=5035
linha=3977 | nome=Paulo | acao=otimizou o algoritmo | valor=9906
linha=3978 | nome=Natalia | acao=comparou as metricas | valor=6792
linha=3979 | nome=Bruno | acao=participou da aula | valor=3110
linha=3980 | nome=Ana | acao=comparou as metricas | valor=7353
linha=3981 | nome=Ana | acao=executou o benchmark | valor=5670
linha=3982 | nome=Daniela | acao=analisou os resultados | valor=1749
linha=3983 | nome=Gabriela | acao=participou da aula | valor=5907
linha=3984 | nome=Daniela | acao=escreveu o relatorio | valor=1949
linha=3985 | nome=Joao | acao=escreveu o relatorio | valor=3740
linha=3986 | nome=Mariana | acao=escreveu o relatorio | valor=1032
linha=3987 | nome=Sofia | acao=participou da aula | valor=1654
linha=3988 | nome=Karen | acao=otimizou o algoritmo | valor=9780
linha=3989 | nome=Joao | acao=executou o benchmark | valor=7599
linha=3990 | nome=Joao | acao=escreveu o relatorio | valor=4507
linha=3991 | nome=Daniela | acao=executou o benchmark | valor=1493
linha=3992 | nome=Felipe | acao=comparou as metricas | valor=1932
linha=3993 | nome=Renata | acao=executou o benchmark | valor=6295
linha=3994 | nome=Paulo | acao=escreveu o relatorio | valor=9456
linha=3995 | nome=Lucas | acao=executou o benchmark | valor=3119
linha=3996 | nome=Igor | acao=analisou os resultados | valor=1596
linha=3997 | nome=Joao | acao=otimizou o algoritmo | valor=9354
linha=3998 | nome=Mariana | acao=otimizou o algoritmo | valor=6545
linha=3999 | nome=Mariana | acao=analisou os resultados | valor=9317
linha=4000 | nome=Natalia | acao=analisou os resultados | valor=4331
linha=4001 | nome=Carlos | acao=executou o benchmark | valor=8435
linha=4002 | nome=Felipe | acao=fez um experimento | valor=9654
linha=4003 | nome=Lucas | acao=estudou computacao | valor=9874
linha=4004 | nome=Karen | acao=participou da aula | valor=2625
linha=4005 | nome=Helena | acao=fez um experimento | valor=8496
linha=4006 | nome=Daniela | acao=fez um experimento | valor=3946
linha=4007 | nome=Daniela | acao=participou da aula | valor=9778
linha=4008 | nome=Eduarda | acao=fez um experimento | valor=6471
linha=4009 | nome=Gabriela | acao=executou o benchmark | valor=6866
linha=4010 | nome=Otavio | acao=fez um experimento | valor=7516
linha=4011 | nome=Gabriela | acao=executou o benchmark | valor=5970
linha=4012 | nome=Sofia | acao=escreveu o relatorio | valor=4983
linha=4013 | nome=Sofia | acao=otimizou o algoritmo | valor=2583
linha=4014 | nome=Mariana | acao=estudou computacao | valor=4247
linha=4015 | nome=Paulo | acao=escreveu o relatorio | valor=1839
linha=4016 | nome=Carlos | acao=escreveu o relatorio | valor=6682
linha=4017 | nome=Eduarda | acao=comparou as metricas | valor=7833
linha=4018 | nome=Otavio | acao=fez um experimento | valor=3394
linha=4019 | nome=Felipe | acao=executou o benchmark | valor=8833
linha=4020 | nome=Paulo | acao=comparou as metricas | valor=6279
linha=4021 | nome=Mariana | acao=otimizou o algoritmo | valor=8515
linha=4022 | nome=Helena | acao=executou o benchmark | valor=1145
linha=4023 | nome=Renata | acao=escreveu o relatorio | valor=2229
linha=4024 | nome=Renata | acao=otimizou o algoritmo | valor=6624
linha=4025 | nome=Ana | acao=analisou os resultados | valor=2869
linha=4026 | nome=Paulo | acao=analisou os resultados | valor=3659
linha=4027 | nome=Bruno | acao=executou o benchmark | valor=3182
linha=4028 | nome=Renata | acao=estudou computacao | valor=8408
linha=4029 | nome=Sofia | acao=participou da aula | valor=5556
linha=4030 | nome=Lucas | acao=estudou computacao | valor=6399
linha=4031 | nome=Mariana | acao=otimizou o algoritmo | valor=3088
linha=4032 | nome=Mariana | acao=escreveu o relatorio | valor=4828
linha=4033 | nome=Felipe | acao=executou o benchmark | valor=7776
linha=4034 | nome=Felipe | acao=fez um experimento | valor=3636
linha=4035 | nome=Eduarda | acao=escreveu o relatorio | valor=6761
linha=4036 | nome=Lucas | acao=participou da aula | valor=8380
linha=4037 | nome=Lucas | acao=fez um experimento | valor=4292
linha=4038 | nome=Otavio | acao=estudou computacao | valor=8314
linha=4039 | nome=Lucas | acao=estudou computacao | valor=9010
linha=4040 | nome=Vitor | acao=otimizou o algoritmo | valor=6727
linha=4041 | nome=Sofia | acao=escreveu o relatorio | valor=1685
linha=4042 | nome=Tiago | acao=fez um experimento | valor=5756
linha=4043 | nome=Mariana | acao=executou o benchmark | valor=9138
linha=4044 | nome=Tiago | acao=fez um experimento | valor=4426
linha=4045 | nome=Igor | acao=estudou computacao | valor=7419
linha=4046 | nome=Natalia | acao=executou o benchmark | valor=7445
linha=4047 | nome=Gabriela | acao=otimizou o algoritmo | valor=8403
linha=4048 | nome=Renata | acao=comparou as metricas | valor=2761
linha=4049 | nome=Eduarda | acao=estudou computacao | valor=7128
linha=4050 | nome=Lucas | acao=participou da aula | valor=5070
linha=4051 | nome=Tiago | acao=estudou computacao | valor=2087
linha=4052 | nome=Joao | acao=escreveu o relatorio | valor=3044
linha=4053 | nome=Natalia | acao=escreveu o relatorio | valor=4640
linha=4054 | nome=Renata | acao=participou da aula | valor=8057
linha=4055 | nome=Vitor | acao=analisou os resultados | valor=2133
linha=4056 | nome=Ana | acao=estudou computacao | valor=4055
linha=4057 | nome=Sofia | acao=estudou computacao | valor=2152
linha=4058 | nome=Vitor | acao=comparou as metricas | valor=2763
linha=4059 | nome=Felipe | acao=escreveu o relatorio | valor=2812
linha=4060 | nome=Otavio | acao=analisou os resultados | valor=5279
linha=4061 | nome=Lucas | acao=analisou os resultados | valor=9237
linha=4062 | nome=Daniela | acao=otimizou o algoritmo | valor=5457
linha=4063 | nome=Tiago | acao=analisou os resultados | valor=7332
linha=4064 | nome=Eduarda | acao=analisou os resultados | valor=3351
linha=4065 | nome=Carlos | acao=escreveu o relatorio | valor=9937
linha=4066 | nome=Felipe | acao=estudou computacao | valor=9719
linha=4067 | nome=Mariana | acao=otimizou o algoritmo | valor=4925
linha=4068 | nome=Mariana | acao=analisou os resultados | valor=6791
linha=4069 | nome=Eduarda | acao=executou o benchmark | valor=8129
linha=4070 | nome=Igor | acao=comparou as metricas | valor=4439
linha=4071 | nome=Felipe | acao=fez um experimento | valor=2419
linha=4072 | nome=Joao | acao=escreveu o relatorio | valor=1110
linha=4073 | nome=Lucas | acao=executou o benchmark | valor=5772
linha=4074 | nome=Joao | acao=otimizou o algoritmo | valor=4661
linha=4075 | nome=Tiago | acao=estudou computacao | valor=5958
linha=4076 | nome=Eduarda | acao=estudou computacao | valor=8473
linha=4077 | nome=Carlos | acao=escreveu o relatorio | valor=1662
linha=4078 | nome=Carlos | acao=participou da aula | valor=2629
linha=4079 | nome=Renata | acao=estudou computacao | valor=8582
linha=4080 | nome=Mariana | acao=analisou os resultados | valor=7549
linha=4081 | nome=Daniela | acao=otimizou o algoritmo | valor=3538
linha=4082 | nome=Paulo | acao=escreveu o relatorio | valor=5638
linha=4083 | nome=Joao | acao=executou o benchmark | valor=8605
linha=4084 | nome=Joao | acao=fez um experimento | valor=4181
linha=4085 | nome=Joao | acao=participou da aula | valor=4700
linha=4086 | nome=Sofia | acao=estudou computacao | valor=3341
linha=4087 | nome=Gabriela | acao=executou o benchmark | valor=2118
linha=4088 | nome=Igor | acao=executou o benchmark | valor=4746
linha=4089 | nome=Felipe | acao=otimizou o algoritmo | valor=7268
linha=4090 | nome=Tiago | acao=otimizou o algoritmo | valor=3765
linha=4091 | nome=Tiago | acao=estudou computacao | valor=3424
linha=4092 | nome=Daniela | acao=participou da aula | valor=2941
linha=4093 | nome=Mariana | acao=analisou os resultados | valor=8332
linha=4094 | nome=Gabriela | acao=comparou as metricas | valor=7918
linha=4095 | nome=Ana | acao=participou da aula | valor=2646
linha=4096 | nome=Daniela | acao=comparou as metricas | valor=2277
linha=4097 | nome=Ana | acao=participou da aula | valor=6557
linha=4098 | nome=Vitor | acao=estudou computacao | valor=2978
linha=4099 | nome=Helena | acao=participou da aula | valor=9606
linha=4100 | nome=Ana | acao=analisou os resultados | valor=7845
linha=4101 | nome=Natalia | acao=estudou computacao | valor=9500
linha=4102 | nome=Daniela | acao=comparou as metricas | valor=7419
linha=4103 | nome=Felipe | acao=otimizou o algoritmo | valor=1292
linha=4104 | nome=Mariana | acao=fez um experimento | valor=2177
linha=4105 | nome=Bruno | acao=executou o benchmark | valor=1419
linha=4106 | nome=Tiago | acao=analisou os resultados | valor=2931
linha=4107 | nome=Igor | acao=escreveu o relatorio | valor=7810
linha=4108 | nome=Bruno | acao=comparou as metricas | valor=3437
linha=4109 | nome=Joao | acao=otimizou o algoritmo | valor=7686
linha=4110 | nome=Sofia | acao=escreveu o relatorio | valor=1007
linha=4111 | nome=Helena | acao=estudou computacao | valor=2775
linha=4112 | nome=Eduarda | acao=participou da aula | valor=7137
linha=4113 | nome=Daniela | acao=analisou os resultados | valor=1311
linha=4114 | nome=Carlos | acao=executou o benchmark | valor=5691
linha=4115 | nome=Helena | acao=fez um experimento | valor=2785
linha=4116 | nome=Karen | acao=otimizou o algoritmo | valor=4633
linha=4117 | nome=Joao | acao=otimizou o algoritmo | valor=6891
linha=4118 | nome=Otavio | acao=fez um experimento | valor=3461
linha=4119 | nome=Ana | acao=comparou as metricas | valor=3571
linha=4120 | nome=Renata | acao=executou o benchmark | valor=6309
linha=4121 | nome=Joao | acao=fez um experimento | valor=1517
linha=4122 | nome=Otavio | acao=comparou as metricas | valor=6217
linha=4123 | nome=Tiago | acao=executou o benchmark | valor=8801
linha=4124 | nome=Mariana | acao=escreveu o relatorio | valor=2913
linha=4125 | nome=Igor | acao=otimizou o algoritmo | valor=1831
linha=4126 | nome=Lucas | acao=analisou os resultados | valor=2810
linha=4127 | nome=Paulo | acao=otimizou o algoritmo | valor=4598
linha=4128 | nome=Helena | acao=executou o benchmark | valor=6689
linha=4129 | nome=Otavio | acao=otimizou o algoritmo | valor=4773
linha=4130 | nome=Otavio | acao=otimizou o algoritmo | valor=3395
linha=4131 | nome=Karen | acao=analisou os resultados | valor=9064
linha=4132 | nome=Helena | acao=analisou os resultados | valor=9140
linha=4133 | nome=Bruno | acao=participou da aula | valor=6740
linha=4134 | nome=Renata | acao=analisou os resultados | valor=8816
linha=4135 | nome=Mariana | acao=participou da aula | valor=2535
linha=4136 | nome=Otavio | acao=otimizou o algoritmo | valor=6243
linha=4137 | nome=Paulo | acao=comparou as metricas | valor=1160
linha=4138 | nome=Joao | acao=comparou as metricas | valor=3941
linha=4139 | nome=Vitor | acao=executou o benchmark | valor=3822
linha=4140 | nome=Karen | acao=participou da aula | valor=1215
linha=4141 | nome=Sofia | acao=otimizou o algoritmo | valor=7012
linha=4142 | nome=Tiago | acao=estudou computacao | valor=8851
linha=4143 | nome=Karen | acao=fez um experimento | valor=7730
linha=4144 | nome=Carlos | acao=comparou as metricas | valor=4108
linha=4145 | nome=Helena | acao=fez um experimento | valor=2715
linha=4146 | nome=Mariana | acao=otimizou o algoritmo | valor=4650
linha=4147 | nome=Helena | acao=otimizou o algoritmo | valor=7174
linha=4148 | nome=Natalia | acao=fez um experimento | valor=4214
linha=4149 | nome=Karen | acao=escreveu o relatorio | valor=7036
linha=4150 | nome=Igor | acao=participou da aula | valor=8711
linha=4151 | nome=Bruno | acao=otimizou o algoritmo | valor=4351
linha=4152 | nome=Carlos | acao=escreveu o relatorio | valor=1878
linha=4153 | nome=Lucas | acao=escreveu o relatorio | valor=2331
linha=4154 | nome=Carlos | acao=otimizou o algoritmo | valor=8483
linha=4155 | nome=Natalia | acao=comparou as metricas | valor=8580
linha=4156 | nome=Igor | acao=comparou as metricas | valor=8552
linha=4157 | nome=Daniela | acao=estudou computacao | valor=7259
linha=4158 | nome=Lucas | acao=fez um experimento | valor=4637
linha=4159 | nome=Natalia | acao=escreveu o relatorio | valor=9414
linha=4160 | nome=Eduarda | acao=executou o benchmark | valor=4412
linha=4161 | nome=Renata | acao=participou da aula | valor=6832
linha=4162 | nome=Carlos | acao=otimizou o algoritmo | valor=6398
linha=4163 | nome=Joao | acao=participou da aula | valor=3094
linha=4164 | nome=Felipe | acao=fez um experimento | valor=9542
linha=4165 | nome=Ana | acao=analisou os resultados | valor=4025
linha=4166 | nome=Carlos | acao=estudou computacao | valor=8095
linha=4167 | nome=Sofia | acao=participou da aula | valor=8300
linha=4168 | nome=Helena | acao=analisou os resultados | valor=7164
linha=4169 | nome=Mariana | acao=fez um experimento | valor=1391
linha=4170 | nome=Natalia | acao=executou o benchmark | valor=5234
linha=4171 | nome=Tiago | acao=fez um experimento | valor=2161
linha=4172 | nome=Carlos | acao=analisou os resultados | valor=5837
linha=4173 | nome=Sofia | acao=executou o benchmark | valor=1175
linha=4174 | nome=Igor | acao=fez um experimento | valor=8333
linha=4175 | nome=Vitor | acao=executou o benchmark | valor=3492
linha=4176 | nome=Carlos | acao=analisou os resultados | valor=4597
linha=4177 | nome=Daniela | acao=participou da aula | valor=8207
linha=4178 | nome=Otavio | acao=estudou computacao | valor=8644
linha=4179 | nome=Mariana | acao=analisou os resultados | valor=4788
linha=4180 | nome=Natalia | acao=executou o benchmark | valor=6071
linha=4181 | nome=Lucas | acao=fez um experimento | valor=2227
linha=4182 | nome=Daniela | acao=executou o benchmark | valor=2616
linha=4183 | nome=Helena | acao=executou o benchmark | valor=3267
linha=4184 | nome=Joao | acao=participou da aula | valor=8845
linha=4185 | nome=Felipe | acao=comparou as metricas | valor=1101
linha=4186 | nome=Tiago | acao=fez um experimento | valor=4237
linha=4187 | nome=Felipe | acao=escreveu o relatorio | valor=7272
linha=4188 | nome=Sofia | acao=participou da aula | valor=1195
linha=4189 | nome=Tiago | acao=escreveu o relatorio | valor=1120
linha=4190 | nome=Ana | acao=analisou os resultados | valor=6843
linha=4191 | nome=Carlos | acao=participou da aula | valor=2277
linha=4192 | nome=Natalia | acao=estudou computacao | valor=5373
linha=4193 | nome=Daniela | acao=comparou as metricas | valor=8550
linha=4194 | nome=Gabriela | acao=executou o benchmark | valor=2818
linha=4195 | nome=Natalia | acao=fez um experimento | valor=5459
linha=4196 | nome=Felipe | acao=estudou computacao | valor=2404
linha=4197 | nome=Lucas | acao=fez um experimento | valor=8480
linha=4198 | nome=Lucas | acao=otimizou o algoritmo | valor=5267
linha=4199 | nome=Tiago | acao=otimizou o algoritmo | valor=2492
linha=4200 | nome=Sofia | acao=analisou os resultados | valor=5568
linha=4201 | nome=Felipe | acao=executou o benchmark | valor=1281
linha=4202 | nome=Vitor | acao=escreveu o relatorio | valor=1362
linha=4203 | nome=Natalia | acao=estudou computacao | valor=9997
linha=4204 | nome=Paulo | acao=estudou computacao | valor=3496
linha=4205 | nome=Tiago | acao=escreveu o relatorio | valor=9919
linha=4206 | nome=Ana | acao=fez um experimento | valor=4616
linha=4207 | nome=Vitor | acao=otimizou o algoritmo | valor=6245
linha=4208 | nome=Mariana | acao=fez um experimento | valor=4542
linha=4209 | nome=Gabriela | acao=comparou as metricas | valor=3847
linha=4210 | nome=Tiago | acao=otimizou o algoritmo | valor=5453
linha=4211 | nome=Helena | acao=otimizou o algoritmo | valor=3262
linha=4212 | nome=Felipe | acao=executou o benchmark | valor=2325
linha=4213 | nome=Daniela | acao=fez um experimento | valor=4140
linha=4214 | nome=Vitor | acao=analisou os resultados | valor=8763
linha=4215 | nome=Helena | acao=otimizou o algoritmo | valor=2647
linha=4216 | nome=Ana | acao=estudou computacao | valor=6829
linha=4217 | nome=Renata | acao=analisou os resultados | valor=7243
linha=4218 | nome=Tiago | acao=comparou as metricas | valor=3230
linha=4219 | nome=Carlos | acao=otimizou o algoritmo | valor=7891
linha=4220 | nome=Vitor | acao=fez um experimento | valor=8167
linha=4221 | nome=Eduarda | acao=comparou as metricas | valor=5678
linha=4222 | nome=Mariana | acao=analisou os resultados | valor=9097
linha=4223 | nome=Carlos | acao=participou da aula | valor=2934
linha=4224 | nome=Joao | acao=comparou as metricas | valor=3443
linha=4225 | nome=Joao | acao=participou da aula | valor=8126
linha=4226 | nome=Renata | acao=fez um experimento | valor=6931
linha=4227 | nome=Tiago | acao=comparou as metricas | valor=3257
linha=4228 | nome=Otavio | acao=comparou as metricas | valor=5616
linha=4229 | nome=Ana | acao=executou o benchmark | valor=3384
linha=4230 | nome=Igor | acao=participou da aula | valor=6660
linha=4231 | nome=Renata | acao=comparou as metricas | valor=4182
linha=4232 | nome=Tiago | acao=otimizou o algoritmo | valor=1266
linha=4233 | nome=Renata | acao=analisou os resultados | valor=3001
linha=4234 | nome=Mariana | acao=fez um experimento | valor=6293
linha=4235 | nome=Igor | acao=otimizou o algoritmo | valor=5193
linha=4236 | nome=Lucas | acao=estudou computacao | valor=3592
linha=4237 | nome=Helena | acao=fez um experimento | valor=3652
linha=4238 | nome=Otavio | acao=participou da aula | valor=6272
linha=4239 | nome=Helena | acao=otimizou o algoritmo | valor=8173
linha=4240 | nome=Sofia | acao=otimizou o algoritmo | valor=5829
linha=4241 | nome=Vitor | acao=comparou as metricas | valor=7571
linha=4242 | nome=Carlos | acao=estudou computacao | valor=9612
linha=4243 | nome=Otavio | acao=otimizou o algoritmo | valor=1230
linha=4244 | nome=Joao | acao=estudou computacao | valor=5294
linha=4245 | nome=Eduarda | acao=executou o benchmark | valor=8354
linha=4246 | nome=Bruno | acao=estudou computacao | valor=9861
linha=4247 | nome=Bruno | acao=executou o benchmark | valor=9722
linha=4248 | nome=Gabriela | acao=analisou os resultados | valor=6827
linha=4249 | nome=Helena | acao=otimizou o algoritmo | valor=6057
linha=4250 | nome=Vitor | acao=comparou as metricas | valor=2950
linha=4251 | nome=Mariana | acao=participou da aula | valor=5543
linha=4252 | nome=Joao | acao=escreveu o relatorio | valor=7507
linha=4253 | nome=Mariana | acao=otimizou o algoritmo | valor=6599
linha=4254 | nome=Bruno | acao=estudou computacao | valor=1388
linha=4255 | nome=Carlos | acao=otimizou o algoritmo | valor=3173
linha=4256 | nome=Karen | acao=participou da aula | valor=1562
linha=4257 | nome=Paulo | acao=fez um experimento | valor=8982
linha=4258 | nome=Ana | acao=analisou os resultados | valor=5267
linha=4259 | nome=Felipe | acao=comparou as metricas | valor=7699
linha=4260 | nome=Lucas | acao=comparou as metricas | valor=2843
linha=4261 | nome=Natalia | acao=participou da aula | valor=7952
linha=4262 | nome=Vitor | acao=fez um experimento | valor=2113
linha=4263 | nome=Vitor | acao=participou da aula | valor=5423
linha=4264 | nome=Joao | acao=otimizou o algoritmo | valor=2379
linha=4265 | nome=Vitor | acao=analisou os resultados | valor=4933
linha=4266 | nome=Paulo | acao=fez um experimento | valor=6790
linha=4267 | nome=Helena | acao=analisou os resultados | valor=6943
linha=4268 | nome=Igor | acao=fez um experimento | valor=2575
linha=4269 | nome=Vitor | acao=comparou as metricas | valor=5808
linha=4270 | nome=Sofia | acao=estudou computacao | valor=2426
linha=4271 | nome=Bruno | acao=executou o benchmark | valor=1824
linha=4272 | nome=Tiago | acao=analisou os resultados | valor=9958
linha=4273 | nome=Ana | acao=otimizou o algoritmo | valor=8577
linha=4274 | nome=Carlos | acao=analisou os resultados | valor=8745
linha=4275 | nome=Ana | acao=executou o benchmark | valor=2807
linha=4276 | nome=Felipe | acao=comparou as metricas | valor=9938
linha=4277 | nome=Felipe | acao=fez um experimento | valor=7476
linha=4278 | nome=Mariana | acao=analisou os resultados | valor=8785
linha=4279 | nome=Vitor | acao=participou da aula | valor=5743
linha=4280 | nome=Helena | acao=estudou computacao | valor=6808
linha=4281 | nome=Bruno | acao=estudou computacao | valor=4496
linha=4282 | nome=Daniela | acao=participou da aula | valor=9095
linha=4283 | nome=Paulo | acao=analisou os resultados | valor=1792
linha=4284 | nome=Natalia | acao=executou o benchmark | valor=9064
linha=4285 | nome=Igor | acao=fez um experimento | valor=9639
linha=4286 | nome=Helena | acao=executou o benchmark | valor=4913
linha=4287 | nome=Daniela | acao=escreveu o relatorio | valor=7991
linha=4288 | nome=Felipe | acao=estudou computacao | valor=2415
linha=4289 | nome=Ana | acao=estudou computacao | valor=4982
linha=4290 | nome=Paulo | acao=analisou os resultados | valor=6813
linha=4291 | nome=Igor | acao=estudou computacao | valor=7184
linha=4292 | nome=Sofia | acao=estudou computacao | valor=3928
linha=4293 | nome=Renata | acao=participou da aula | valor=5690
linha=4294 | nome=Gabriela | acao=comparou as metricas | valor=3582
linha=4295 | nome=Vitor | acao=executou o benchmark | valor=8372
linha=4296 | nome=Natalia | acao=escreveu o relatorio | valor=9658
linha=4297 | nome=Helena | acao=analisou os resultados | valor=6600
linha=4298 | nome=Carlos | acao=escreveu o relatorio | valor=6408
linha=4299 | nome=Felipe | acao=escreveu o relatorio | valor=4368
linha=4300 | nome=Igor | acao=executou o benchmark | valor=3251
linha=4301 | nome=Renata | acao=comparou as metricas | valor=3743
linha=4302 | nome=Felipe | acao=otimizou o algoritmo | valor=6706
linha=4303 | nome=Vitor | acao=executou o benchmark | valor=6076
linha=4304 | nome=Eduarda | acao=comparou as metricas | valor=4450
linha=4305 | nome=Natalia | acao=analisou os resultados | valor=7236
linha=4306 | nome=Joao | acao=estudou computacao | valor=6256
linha=4307 | nome=Renata | acao=executou o benchmark | valor=8756
linha=4308 | nome=Gabriela | acao=fez um experimento | valor=9419
linha=4309 | nome=Karen | acao=escreveu o relatorio | valor=3097
linha=4310 | nome=Eduarda | acao=participou da aula | valor=8811
linha=4311 | nome=Ana | acao=otimizou o algoritmo | valor=7055
linha=4312 | nome=Renata | acao=comparou as metricas | valor=8589
linha=4313 | nome=Tiago | acao=estudou computacao | valor=2874
linha=4314 | nome=Carlos | acao=participou da aula | valor=5873
linha=4315 | nome=Tiago | acao=fez um experimento | valor=2601
linha=4316 | nome=Felipe | acao=comparou as metricas | valor=2111
linha=4317 | nome=Sofia | acao=comparou as metricas | valor=5293
