linha=1 | nome=Tiago | acao=executou o benchmark | valor=4960
linha=4102 | nome=Ana | acao=fez um experimento | valor=6133
linha=4103 | nome=Felipe | acao=escreveu o relatorio | valor=2309
linha=4104 | nome=Eduarda | acao=fez um experimento | valor=3163
linha=4105 | nome=Karen | acao=comparou as metricas | valor=5590
linha=4106 | nome=Natalia | acao=executou o benchmark | valor=3500
linha=4107 | nome=Tiago | acao=executou o benchmark | valor=7984
linha=4108 | nome=Igor | acao=otimizou o algoritmo | valor=8037
linha=4109 | nome=Gabriela | acao=analisou os resultados | valor=9519
linha=4110 | nome=Eduarda | acao=fez um experimento | valor=8148
linha=4111 | nome=Lucas | acao=otimizou o algoritmo | valor=5156
linha=4112 | nome=Natalia | acao=otimizou o algoritmo | valor=9147
linha=4113 | nome=Daniela | acao=analisou os resultados | valor=5927
linha=4114 | nome=Igor | acao=participou da aula | valor=1302
linha=4115 | nome=Paulo | acao=comparou as metricas | valor=7900
linha=4116 | nome=Felipe | acao=escreveu o relatorio | valor=5840
linha=4117 | nome=Vitor | acao=comparou as metricas | valor=7179
linha=4118 | nome=Paulo | acao=otimizou o algoritmo | valor=6529
linha=4119 | nome=Felipe | acao=otimizou o algoritmo | valor=7099
linha=4120 | nome=Igor | acao=executou o benchmark | valor=6391
linha=4121 | nome=Daniela | acao=comparou as metricas | valor=8674
linha=4122 | nome=Paulo | acao=comparou as metricas | valor=4613
linha=4123 | nome=Bruno | acao=comparou as metricas | valor=6715
linha=4124 | nome=Natalia | acao=participou da aula | valor=1523
linha=4125 | nome=Lucas | acao=fez um experimento | valor=8006
linha=4126 | nome=Igor | acao=fez um experimento | valor=7503
linha=4127 | nome=Mariana | acao=participou da aula | valor=7928
linha=4128 | nome=Tiago | acao=escreveu o relatorio | valor=7929
linha=4129 | nome=Bruno | acao=otimizou o algoritmo | valor=7923
linha=4130 | nome=Ana | acao=analisou os resultados | valor=1291
linha=4131 | nome=Renata | acao=participou da aula | valor=5939
linha=4132 | nome=Lucas | acao=fez um experimento | valor=5361
linha=4133 | nome=Lucas | acao=escreveu o relatorio | valor=2022
linha=4134 | nome=Mariana | acao=estudou computacao | valor=4235
linha=4135 | nome=Joao | acao=fez um experimento | valor=3131
linha=4136 | nome=Helena | acao=otimizou o algoritmo | valor=2458
linha=4137 | nome=Helena | acao=executou o benchmark | valor=7147
linha=4138 | nome=Otavio | acao=analisou os resultados | valor=2683
linha=4139 | nome=Igor | acao=executou o benchmark | valor=1582
linha=4140 | nome=Eduarda | acao=comparou as metricas | valor=7876
linha=4141 | nome=Bruno | acao=comparou as metricas | valor=9125
linha=4142 | nome=Ana | acao=analisou os resultados | valor=7872
linha=4143 | nome=Bruno | acao=executou o benchmark | valor=1821
linha=4144 | nome=Joao | acao=fez um experimento | valor=9346
linha=4145 | nome=Lucas | acao=escreveu o relatorio | valor=6421
linha=4146 | nome=Natalia | acao=executou o benchmark | valor=9725
linha=4147 | nome=Vitor | acao=fez um experimento | valor=5034
linha=4148 | nome=Felipe | acao=estudou computacao | valor=7113
linha=4149 | nome=Mariana | acao=otimizou o algoritmo | valor=4456
linha=4150 | nome=Karen | acao=estudou computacao | valor=6849
linha=4151 | nome=Tiago | acao=participou da aula | valor=3573
linha=4152 | nome=Helena | acao=analisou os resultados | valor=1643
linha=4153 | nome=Bruno | acao=otimizou o algoritmo | valor=4061
linha=4154 | nome=Carlos | acao=escreveu o relatorio | valor=8468
linha=4155 | nome=Renata | acao=fez um experimento | valor=7102
linha=4156 | nome=Lucas | acao=comparou as metricas | valor=9836
linha=4157 | nome=Mariana | acao=executou o benchmark | valor=6874
linha=4158 | nome=Igor | acao=comparou as metricas | valor=4425
linha=4159 | nome=Helena | acao=otimizou o algoritmo | valor=5784
linha=4160 | nome=Tiago | acao=estudou computacao | valor=9896
linha=4161 | nome=Helena | acao=comparou as metricas | valor=8383
linha=4162 | nome=Lucas | acao=estudou computacao | valor=1903
linha=4163 | nome=Tiago | acao=executou o benchmark | valor=4269
linha=4164 | nome=Lucas | acao=analisou os resultados | valor=4597
linha=4165 | nome=Ana | acao=comparou as metricas | valor=1824
linha=4166 | nome=Vitor | acao=estudou computacao | valor=1880
linha=4167 | nome=Karen | acao=estudou computacao | valor=2699
linha=4168 | nome=Igor | acao=executou o benchmark | valor=6507
linha=4169 | nome=Renata | acao=comparou as metricas | valor=1989
linha=4170 | nome=Bruno | acao=analisou os resultados | valor=1107
linha=4171 | nome=Ana | acao=otimizou o algoritmo | valor=5807
linha=4172 | nome=Carlos | acao=estudou computacao | valor=3882
linha=4173 | nome=Eduarda | acao=otimizou o algoritmo | valor=4386
linha=4174 | nome=Otavio | acao=analisou os resultados | valor=9648
linha=4175 | nome=Joao | acao=fez um experimento | valor=4294
linha=4176 | nome=Igor | acao=estudou computacao | valor=5711
linha=4177 | nome=Daniela | acao=fez um experimento | valor=5351
linha=4178 | nome=Mariana | acao=analisou os resultados | valor=3685
linha=4179 | nome=Daniela | acao=executou o benchmark | valor=8648
linha=4180 | nome=Carlos | acao=analisou os resultados | valor=6397
linha=4181 | nome=Sofia | acao=comparou as metricas | valor=4310
linha=4182 | nome=Carlos | acao=fez um experimento | valor=7031
linha=4183 | nome=Eduarda | acao=otimizou o algoritmo | valor=8376
linha=4184 | nome=Renata | acao=otimizou o algoritmo | valor=6000
linha=4185 | nome=Lucas | acao=estudou computacao | valor=7086
linha=4186 | nome=Lucas | acao=comparou as metricas | valor=6643
linha=4187 | nome=Paulo | acao=otimizou o algoritmo | valor=2975
linha=4188 | nome=Eduarda | acao=analisou os resultados | valor=6786
linha=4189 | nome=Helena | acao=otimizou o algoritmo | valor=4885
linha=4190 | nome=Gabriela | acao=participou da aula | valor=2136
linha=4191 | nome=Daniela | acao=comparou as metricas | valor=8967
linha=4192 | nome=Igor | acao=otimizou o algoritmo | valor=2012
linha=4193 | nome=Natalia | acao=escreveu o relatorio | valor=2691
linha=4194 | nome=Bruno | acao=analisou os resultados | valor=4914
linha=4195 | nome=Gabriela | acao=comparou as metricas | valor=9124
linha=4196 | nome=Helena | acao=fez um experimento | valor=3778
linha=4197 | nome=Sofia | acao=participou da aula | valor=2842
linha=4198 | nome=Igor | acao=comparou as metricas | valor=1125
linha=4199 | nome=Helena | acao=comparou as metricas | valor=6205
linha=4200 | nome=Natalia | acao=fez um experimento | valor=5627
linha=4201 | nome=Felipe | acao=escreveu o relatorio | valor=8321
linha=4202 | nome=Karen | acao=comparou as metricas | valor=8084
linha=4203 | nome=Carlos | acao=estudou computacao | valor=8712
linha=4204 | nome=Sofia | acao=participou da aula | valor=6211
linha=4205 | nome=Renata | acao=participou da aula | valor=1137
linha=4206 | nome=Otavio | acao=analisou os resultados | valor=9214
linha=4207 | nome=Bruno | acao=estudou computacao | valor=8693
linha=4208 | nome=Daniela | acao=participou da aula | valor=3670
linha=4209 | nome=Felipe | acao=fez um experimento | valor=2120
linha=4210 | nome=Helena | acao=participou da aula | valor=4444
linha=4211 | nome=Ana | acao=otimizou o algoritmo | valor=8546
linha=4212 | nome=Eduarda | acao=escreveu o relatorio | valor=5371
linha=4213 | nome=Bruno | acao=estudou computacao | valor=5361
linha=4214 | nome=Tiago | acao=executou o benchmark | valor=4840
linha=4215 | nome=Renata | acao=otimizou o algoritmo | valor=4868
linha=4216 | nome=Renata | acao=estudou computacao | valor=6747
linha=4217 | nome=Otavio | acao=escreveu o relatorio | valor=1742
linha=4218 | nome=Bruno | acao=comparou as metricas | valor=2684
linha=4219 | nome=Mariana | acao=participou da aula | valor=9038
linha=4220 | nome=Gabriela | acao=escreveu o relatorio | valor=7389
linha=4221 | nome=Bruno | acao=comparou as metricas | valor=2444
linha=4222 | nome=Vitor | acao=analisou os resultados | valor=9430
linha=4223 | nome=Natalia | acao=participou da aula | valor=5642
linha=4224 | nome=Otavio | acao=fez um experimento | valor=1231
linha=4225 | nome=Ana | acao=escreveu o relatorio | valor=5877
linha=4226 | nome=Vitor | acao=analisou os resultados | valor=7941
linha=4227 | nome=Ana | acao=fez um experimento | valor=4917
linha=4228 | nome=Daniela | acao=executou o benchmark | valor=7218
linha=4229 | nome=Karen | acao=analisou os resultados | valor=4188
linha=4230 | nome=Bruno | acao=escreveu o relatorio | valor=1923
linha=4231 | nome=Felipe | acao=fez um experimento | valor=4792
linha=4232 | nome=Ana | acao=executou o benchmark | valor=5938
linha=4233 | nome=Ana | acao=escreveu o relatorio | valor=7577
linha=4234 | nome=Paulo | acao=executou o benchmark | valor=2407
linha=4235 | nome=Igor | acao=participou da aula | valor=5017
linha=4236 | nome=Vitor | acao=otimizou o algoritmo | valor=3224
linha=4237 | nome=Igor | acao=otimizou o algoritmo | valor=5493
linha=4238 | nome=Mariana | acao=executou o benchmark | valor=6876
linha=4239 | nome=Helena | acao=estudou computacao | valor=2256
linha=4240 | nome=Vitor | acao=participou da aula | valor=9302
linha=4241 | nome=Igor | acao=escreveu o relatorio | valor=1844
linha=4242 | nome=Igor | acao=otimizou o algoritmo | valor=4163
linha=4243 | nome=Natalia | acao=escreveu o relatorio | valor=1678
linha=4244 | nome=Igor | acao=comparou as metricas | valor=2392
linha=4245 | nome=Helena | acao=otimizou o algoritmo | valor=8685
linha=4246 | nome=Carlos | acao=escreveu o relatorio | valor=1097
linha=4247 | nome=Renata | acao=executou o benchmark | valor=4862
linha=4248 | nome=Karen | acao=participou da aula | valor=3912
linha=4249 | nome=Lucas | acao=fez um experimento | valor=1597
linha=4250 | nome=Vitor | acao=comparou as metricas | valor=6310
linha=4251 | nome=Mariana | acao=executou o benchmark | valor=3331
linha=4252 | nome=Karen | acao=comparou as metricas | valor=4513
linha=4253 | nome=Paulo | acao=comparou as metricas | valor=6597
linha=4254 | nome=Carlos | acao=participou da aula | valor=3117
linha=4255 | nome=Lucas | acao=participou da aula | valor=6329
linha=4256 | nome=Otavio | acao=estudou computacao | valor=5173
linha=4257 | nome=Eduarda | acao=executou o benchmark | valor=9932
linha=4258 | nome=Carlos | acao=comparou as metricas | valor=2253
linha=4259 | nome=Karen | acao=estudou computacao | valor=7623
linha=4260 | nome=Ana | acao=comparou as metricas | valor=1652
linha=4261 | nome=Helena | acao=analisou os resultados | valor=5217
linha=4262 | nome=Mariana | acao=analisou os resultados | valor=7595
linha=4263 | nome=Paulo | acao=estudou computacao | valor=1761
linha=4264 | nome=Ana | acao=comparou as metricas | valor=6320
linha=4265 | nome=Daniela | acao=fez um experimento | valor=5469
linha=4266 | nome=Sofia | acao=analisou os resultados | valor=7672
linha=4267 | nome=Paulo | acao=executou o benchmark | valor=8510
linha=4268 | nome=Renata | acao=otimizou o algoritmo | valor=2390
linha=4269 | nome=Joao | acao=executou o benchmark | valor=4465
linha=4270 | nome=Igor | acao=otimizou o algoritmo | valor=6072
linha=4271 | nome=Daniela | acao=analisou os resultados | valor=8953
linha=4272 | nome=Natalia | acao=otimizou o algoritmo | valor=5517
linha=4273 | nome=Joao | acao=analisou os resultados | valor=9285
linha=4274 | nome=Carlos | acao=executou o benchmark | valor=7107
linha=4275 | nome=Tiago | acao=executou o benchmark | valor=7279
linha=4276 | nome=Mariana | acao=otimizou o algoritmo | valor=1616
linha=4277 | nome=Igor | acao=fez um experimento | valor=2529
linha=4278 | nome=Joao | acao=analisou os resultados | valor=9050
linha=4279 | nome=Joao | acao=executou o benchmark | valor=6164
linha=4280 | nome=Vitor | acao=estudou computacao | valor=8005
linha=4281 | nome=Joao | acao=escreveu o relatorio | valor=2685
linha=4282 | nome=Bruno | acao=fez um experimento | valor=4398
linha=4283 | nome=Renata | acao=estudou computacao | valor=2830
linha=4284 | nome=Felipe | acao=otimizou o algoritmo | valor=1222
linha=4285 | nome=Otavio | acao=executou o benchmark | valor=4203
linha=4286 | nome=Felipe | acao=comparou as metricas | valor=5206
linha=4287 | nome=Gabriela | acao=comparou as metricas | valor=2276
linha=4288 | nome=Ana | acao=participou da aula | valor=4763
linha=4289 | nome=Natalia | acao=otimizou o algoritmo | valor=9536
linha=4290 | nome=Otavio | acao=executou o benchmark | valor=6753
linha=4291 | nome=Otavio | acao=fez um experimento | valor=7406
linha=4292 | nome=Felipe | acao=escreveu o relatorio | valor=1375
linha=4293 | nome=Sofia | acao=participou da aula | valor=9336
linha=4294 | nome=Lucas | acao=participou da aula | valor=1481
linha=4295 | nome=Karen | acao=participou da aula | valor=5590
linha=4296 | nome=Igor | acao=executou o benchmark | valor=6726
linha=4297 | nome=Eduarda | acao=fez um experimento | valor=1096
linha=4298 | nome=Otavio | acao=executou o benchmark | valor=2015
linha=4299 | nome=Daniela | acao=otimizou o algoritmo | valor=4221
linha=4300 | nome=Joao | acao=estudou computacao | valor=7127
linha=4301 | nome=Sofia | acao=executou o benchmark | valor=4189
linha=4302 | nome=Karen | acao=escreveu o relatorio | valor=6088
linha=4303 | nome=Joao | acao=executou o benchmark | valor=9377
linha=4304 | nome=Gabriela | acao=executou o benchmark | valor=4732
linha=4305 | nome=Gabriela | acao=escreveu o relatorio | valor=2875
linha=4306 | nome=Carlos | acao=otimizou o algoritmo | valor=4883
linha=4307 | nome=Tiago | acao=escreveu o relatorio | valor=1611
linha=4308 | nome=Karen | acao=fez um experimento | valor=7963
linha=4309 | nome=Mariana | acao=escreveu o relatorio | valor=7734
linha=4310 | nome=Carlos | acao=otimizou o algoritmo | valor=4983
linha=4311 | nome=Eduarda | acao=estudou computacao | valor=7583
linha=4312 | nome=Sofia | acao=executou o benchmark | valor=5716
linha=4313 | nome=Felipe | acao=otimizou o algoritmo | valor=5647
linha=4314 | nome=Helena | acao=analisou os resultados | valor=7134
linha=4315 | nome=Tiago | acao=comparou as metricas | valor=3999
linha=4316 | nome=Tiago | acao=analisou os resultados | valor=2759
linha=4317 | nome=Karen | acao=participou da aula | valor=6835
linha=4318 | nome=Tiago | acao=executou o benchmark | valor=9876
linha=4319 | nome=Igor | acao=analisou os resultados | valor=9863
linha=4320 | nome=Joao | acao=analisou os resultados | valor=3894
linha=4321 | nome=Vitor | acao=executou o benchmark | valor=1829
linha=4322 | nome=Lucas | acao=participou da aula | valor=3443
linha=4323 | nome=Sofia | acao=estudou computacao | valor=2319
linha=4324 | nome=Otavio | acao=comparou as metricas | valor=5519
linha=4325 | nome=Joao | acao=participou da aula | valor=9912
linha=4326 | nome=Joao | acao=participou da aula | valor=8037
linha=4327 | nome=Bruno | acao=otimizou o algoritmo | valor=7067
linha=4328 | nome=Joao | acao=estudou computacao | valor=2020
linha=4329 | nome=Felipe | acao=comparou as metricas | valor=3903
linha=4330 | nome=Paulo | acao=escreveu o relatorio | valor=8775
linha=4331 | nome=Ana | acao=participou da aula | valor=6334
linha=4332 | nome=Eduarda | acao=executou o benchmark | valor=7393
linha=4333 | nome=Joao | acao=fez um experimento | valor=3913
linha=4334 | nome=Lucas | acao=comparou as metricas | valor=8890
linha=4335 | nome=Carlos | acao=participou da aula | valor=2491
linha=4336 | nome=Ana | acao=estudou computacao | valor=4684
linha=4337 | nome=Natalia | acao=executou o benchmark | valor=6486
linha=4338 | nome=Karen | acao=fez um experimento | valor=7828
linha=4339 | nome=Igor | acao=escreveu o relatorio | valor=8290
linha=4340 | nome=Daniela | acao=escreveu o relatorio | valor=7264
linha=4341 | nome=Tiago | acao=fez um experimento | valor=9322
linha=4342 | nome=Igor | acao=escreveu o relatorio | valor=2693
linha=4343 | nome=Gabriela | acao=participou da aula | valor=8087
linha=4344 | nome=Renata | acao=comparou as metricas | valor=2051
linha=4345 | nome=Vitor | acao=executou o benchmark | valor=1028
linha=4346 | nome=Mariana | acao=fez um experimento | valor=3065
linha=4347 | nome=Paulo | acao=escreveu o relatorio | valor=4234
linha=4348 | nome=Karen | acao=participou da aula | valor=6875
linha=4349 | nome=Vitor | acao=otimizou o algoritmo | valor=1029
linha=4350 | nome=Ana | acao=participou da aula | valor=9273
linha=4351 | nome=Joao | acao=otimizou o algoritmo | valor=7684
linha=4352 | nome=Gabriela | acao=otimizou o algoritmo | valor=9188
linha=4353 | nome=Carlos | acao=otimizou o algoritmo | valor=5689
linha=4354 | nome=Mariana | acao=fez um experimento | valor=3666
linha=4355 | nome=Otavio | acao=comparou as metricas | valor=5960
linha=4356 | nome=Helena | acao=fez um experimento | valor=5361
linha=4357 | nome=Lucas | acao=analisou os resultados | valor=9025
linha=4358 | nome=Renata | acao=estudou computacao | valor=1409
linha=4359 | nome=Mariana | acao=estudou computacao | valor=4020
linha=4360 | nome=Gabriela | acao=escreveu o relatorio | valor=7203
linha=4361 | nome=Bruno | acao=otimizou o algoritmo | valor=9099
linha=4362 | nome=Paulo | acao=executou o benchmark | valor=3262
linha=4363 | nome=Karen | acao=participou da aula | valor=5162
linha=4364 | nome=Joao | acao=executou o benchmark | valor=9526
linha=4365 | nome=Igor | acao=escreveu o relatorio | valor=1479
linha=4366 | nome=Mariana | acao=fez um experimento | valor=1229
linha=4367 | nome=Mariana | acao=executou o benchmark | valor=8903
linha=4368 | nome=Joao | acao=estudou computacao | valor=9156
linha=4369 | nome=Ana | acao=participou da aula | valor=5491
linha=4370 | nome=Eduarda | acao=fez um experimento | valor=1867
linha=4371 | nome=Felipe | acao=otimizou o algoritmo | valor=5352
linha=4372 | nome=Bruno | acao=estudou computacao | valor=5914
linha=4373 | nome=Ana | acao=comparou as metricas | valor=4470
linha=4374 | nome=Sofia | acao=analisou os resultados | valor=8255
linha=4375 | nome=Lucas | acao=fez um experimento | valor=6679
linha=4376 | nome=Eduarda | acao=estudou computacao | valor=9178
linha=4377 | nome=Bruno | acao=analisou os resultados | valor=8914
linha=4378 | nome=Otavio | acao=escreveu o relatorio | valor=3648
linha=4379 | nome=Felipe | acao=participou da aula | valor=5383
linha=4380 | nome=Paulo | acao=escreveu o relatorio | valor=3947
linha=4381 | nome=Vitor | acao=executou o benchmark | valor=4015
linha=4382 | nome=Daniela | acao=fez um experimento | valor=6912
linha=4383 | nome=Lucas | acao=executou o benchmark | valor=7342
linha=4384 | nome=Gabriela | acao=participou da aula | valor=2317
linha=4385 | nome=Tiago | acao=analisou os resultados | valor=8637
linha=4386 | nome=Joao | acao=otimizou o algoritmo | valor=8878
linha=4387 | nome=Tiago | acao=participou da aula | valor=6246
linha=4388 | nome=Natalia | acao=analisou os resultados | valor=4921
linha=4389 | nome=Mariana | acao=executou o benchmark | valor=2245
linha=4390 | nome=Eduarda | acao=otimizou o algoritmo | valor=8722
linha=4391 | nome=Helena | acao=executou o benchmark | valor=1816
linha=4392 | nome=Ana | acao=otimizou o algoritmo | valor=3310
linha=4393 | nome=Vitor | acao=participou da aula | valor=6988
linha=4394 | nome=Paulo | acao=participou da aula | valor=8041
linha=4395 | nome=Carlos | acao=executou o benchmark | valor=8429
linha=4396 | nome=Eduarda | acao=otimizou o algoritmo | valor=9991
linha=4397 | nome=Paulo | acao=fez um experimento | valor=1869
linha=4398 | nome=Otavio | acao=otimizou o algoritmo | valor=4569
linha=4399 | nome=Eduarda | acao=comparou as metricas | valor=6433
linha=4400 | nome=Mariana | acao=escreveu o relatorio | valor=2057
linha=4401 | nome=Gabriela | acao=fez um experimento | valor=4218
linha=4402 | nome=Karen | acao=fez um experimento | valor=2632
linha=4403 | nome=Tiago | acao=comparou as metricas | valor=3190
linha=4404 | nome=Vitor | acao=analisou os resultados | valor=5361
linha=4405 | nome=Helena | acao=analisou os resultados | valor=2767
linha=4406 | nome=Felipe | acao=escreveu o relatorio | valor=6838
linha=4407 | nome=Renata | acao=comparou as metricas | valor=3906
linha=4408 | nome=Mariana | acao=participou da aula | valor=8891
linha=4409 | nome=Sofia | acao=analisou os resultados | valor=1451
linha=4410 | nome=Ana | acao=analisou os resultados | valor=4762
linha=4411 | nome=Helena | acao=executou o benchmark | valor=5686
linha=4412 | nome=Bruno | acao=estudou computacao | valor=1693
linha=4413 | nome=Igor | acao=comparou as metricas | valor=8667
linha=4414 | nome=Gabriela | acao=executou o benchmark | valor=3128
linha=4415 | nome=Paulo | acao=otimizou o algoritmo | valor=3613
linha=4416 | nome=Tiago | acao=participou da aula | valor=7530
linha=4417 | nome=Helena | acao=escreveu o relatorio | valor=4908
linha=4418 | nome=Felipe | acao=otimizou o algoritmo | valor=6536
linha=4419 | nome=Felipe | acao=estudou computacao | valor=1476
linha=4420 | nome=Sofia | acao=fez um experimento | valor=3564
linha=4421 | nome=Mariana | acao=executou o benchmark | valor=1429
linha=4422 | nome=Eduarda | acao=escreveu o relatorio | valor=7612
linha=4423 | nome=Eduarda | acao=comparou as metricas | valor=5749
linha=4424 | nome=Felipe | acao=escreveu o relatorio | valor=2142
linha=4425 | nome=Gabriela | acao=comparou as metricas | valor=4137
linha=4426 | nome=Igor | acao=analisou os resultados | valor=2449
linha=4427 | nome=Mariana | acao=participou da aula | valor=6530
linha=4428 | nome=Karen | acao=analisou os resultados | valor=5027
linha=4429 | nome=Felipe | acao=analisou os resultados | valor=5040
linha=4430 | nome=Felipe | acao=executou o benchmark | valor=6048
linha=4431 | nome=Lucas | acao=escreveu o relatorio | valor=2036
linha=4432 | nome=Vitor | acao=otimizou o algoritmo | valor=6969
linha=4433 | nome=Bruno | acao=analisou os resultados | valor=4185
linha=4434 | nome=Eduarda | acao=estudou computacao | valor=6002
linha=4435 | nome=Karen | acao=participou da aula | valor=9109
linha=4436 | nome=Sofia | acao=executou o benchmark | valor=7526
linha=4437 | nome=Joao | acao=estudou computacao | valor=4643
linha=4438 | nome=Sofia | acao=estudou computacao | valor=7651
linha=4439 | nome=Mariana | acao=otimizou o algoritmo | valor=1304
linha=4440 | nome=Renata | acao=executou o benchmark | valor=8376
linha=4441 | nome=Helena | acao=comparou as metricas | valor=1952
linha=4442 | nome=Lucas | acao=fez um experimento | valor=7354
linha=4443 | nome=Sofia | acao=comparou as metricas | valor=9608
linha=4444 | nome=Mariana | acao=fez um experimento | valor=9885
linha=4445 | nome=Joao | acao=escreveu o relatorio | valor=4422
linha=4446 | nome=Karen | acao=participou da aula | valor=6932
linha=4447 | nome=Carlos | acao=participou da aula | valor=9214
linha=4448 | nome=Carlos | acao=escreveu o relatorio | valor=4175
linha=4449 | nome=Daniela | acao=executou o benchmark | valor=2860
linha=4450 | nome=Carlos | acao=fez um experimento | valor=8317
linha=4451 | nome=Carlos | acao=executou o benchmark | valor=5209
linha=4452 | nome=Renata | acao=otimizou o algoritmo | valor=9049
linha=4453 | nome=Daniela | acao=participou da aula | valor=2285
linha=4454 | nome=Natalia | acao=estudou computacao | valor=7592
linha=4455 | nome=Ana | acao=comparou as metricas | valor=1483
linha=4456 | nome=Otavio | acao=participou da aula | valor=5628
linha=4457 | nome=Felipe | acao=participou da aula | valor=9063
linha=4458 | nome=Helena | acao=participou da aula | valor=8516
linha=4459 | nome=Sofia | acao=fez um experimento | valor=9441
linha=4460 | nome=Sofia | acao=participou da aula | valor=4164
linha=4461 | nome=Joao | acao=fez um experimento | valor=8315
linha=4462 | nome=Renata | acao=fez um experimento | valor=8550
linha=4463 | nome=Lucas | acao=comparou as metricas | valor=3095
linha=4464 | nome=Vitor | acao=estudou computacao | valor=2911
linha=4465 | nome=Eduarda | acao=escreveu o relatorio | valor=9377
linha=4466 | nome=Mariana | acao=analisou os resultados | valor=9860
linha=4467 | nome=Tiago | acao=executou o benchmark | valor=6989
linha=4468 | nome=Vitor | acao=estudou computacao | valor=5663
linha=4469 | nome=Helena | acao=escreveu o relatorio | valor=6170
linha=4470 | nome=Tiago | acao=participou da aula | valor=9724
linha=4471 | nome=Otavio | acao=otimizou o algoritmo | valor=7706
linha=4472 | nome=Mariana | acao=analisou os resultados | valor=5783
linha=4473 | nome=Daniela | acao=comparou as metricas | valor=7411
linha=4474 | nome=Igor | acao=otimizou o algoritmo | valor=9588
linha=4475 | nome=Lucas | acao=otimizou o algoritmo | valor=6467
linha=4476 | nome=Felipe | acao=executou o benchmark | valor=9483
linha=4477 | nome=Carlos | acao=estudou computacao | valor=1339
linha=4478 | nome=Paulo | acao=otimizou o algoritmo | valor=2636
linha=4479 | nome=Igor | acao=otimizou o algoritmo | valor=1960
linha=4480 | nome=Mariana | acao=comparou as metricas | valor=9184
linha=4481 | nome=Sofia | acao=analisou os resultados | valor=4401
linha=4482 | nome=Daniela | acao=participou da aula | valor=1670
linha=4483 | nome=Renata | acao=escreveu o relatorio | valor=4675
linha=4484 | nome=Sofia | acao=estudou computacao | valor=5603
linha=4485 | nome=Helena | acao=comparou as metricas | valor=8637
linha=4486 | nome=Sofia | acao=analisou os resultados | valor=9982
linha=4487 | nome=Otavio | acao=fez um experimento | valor=4750
linha=4488 | nome=Helena | acao=otimizou o algoritmo | valor=6159
linha=4489 | nome=Ana | acao=executou o benchmark | valor=3569
linha=4490 | nome=Daniela | acao=escreveu o relatorio | valor=2493
linha=4491 | nome=Renata | acao=fez um experimento | valor=8047
linha=4492 | nome=Tiago | acao=estudou computacao | valor=2271
linha=4493 | nome=Mariana | acao=estudou computacao | valor=7763
linha=4494 | nome=Tiago | acao=otimizou o algoritmo | valor=3296
linha=4495 | nome=Helena | acao=fez um experimento | valor=5722
linha=4496 | nome=Ana | acao=otimizou o algoritmo | valor=6074
linha=4497 | nome=Gabriela | acao=comparou as metricas | valor=7138
linha=4498 | nome=Daniela | acao=escreveu o relatorio | valor=3207
linha=4499 | nome=Karen | acao=comparou as metricas | valor=7620
linha=4500 | nome=Joao | acao=escreveu o relatorio | valor=6757
linha=4501 | nome=Igor | acao=estudou computacao | valor=2250
linha=4502 | nome=Karen | acao=otimizou o algoritmo | valor=9072
linha=4503 | nome=Tiago | acao=participou da aula | valor=1470
linha=4504 | nome=Tiago | acao=fez um experimento | valor=6842
linha=4505 | nome=Natalia | acao=escreveu o relatorio | valor=4005
linha=4506 | nome=Felipe | acao=otimizou o algoritmo | valor=5458
linha=4507 | nome=Bruno | acao=escreveu o relatorio | valor=3446
linha=4508 | nome=Helena | acao=fez um experimento | valor=7119
linha=4509 | nome=Paulo | acao=escreveu o relatorio | valor=8632
linha=4510 | nome=Lucas | acao=executou o benchmark | valor=2958
linha=4511 | nome=Igor | acao=fez um experimento | valor=3942
linha=4512 | nome=Natalia | acao=executou o benchmark | valor=2482
linha=4513 | nome=Renata | acao=executou o benchmark | valor=1679
linha=4514 | nome=Bruno | acao=estudou computacao | valor=7616
linha=4515 | nome=Vitor | acao=estudou computacao | valor=1678
linha=4516 | nome=Daniela | acao=escreveu o relatorio | valor=8793
linha=4517 | nome=Daniela | acao=estudou computacao | valor=5574
linha=4518 | nome=Felipe | acao=otimizou o algoritmo | valor=1540
linha=4519 | nome=Gabriela | acao=fez um experimento | valor=4021
linha=4520 | nome=Mariana | acao=comparou as metricas | valor=2703
linha=4521 | nome=Daniela | acao=comparou as metricas | valor=3700
linha=4522 | nome=Carlos | acao=analisou os resultados | valor=6716
linha=4523 | nome=Gabriela | acao=estudou computacao | valor=5679
linha=4524 | nome=Tiago | acao=participou da aula | valor=8641
linha=4525 | nome=Eduarda | acao=comparou as metricas | valor=2678
linha=4526 | nome=Joao | acao=escreveu o relatorio | valor=3263
linha=4527 | nome=Tiago | acao=otimizou o algoritmo | valor=2699
linha=4528 | nome=Otavio | acao=escreveu o relatorio | valor=3800
linha=4529 | nome=Daniela | acao=participou da aula | valor=6045
linha=4530 | nome=Tiago | acao=otimizou o algoritmo | valor=7140
linha=4531 | nome=Gabriela | acao=executou o benchmark | valor=8283
linha=4532 | nome=Helena | acao=otimizou o algoritmo | valor=2719
linha=4533 | nome=Felipe | acao=analisou os resultados | valor=6341
linha=4534 | nome=Helena | acao=fez um experimento | valor=5373
linha=4535 | nome=Gabriela | acao=comparou as metricas | valor=6361
linha=4536 | nome=Daniela | acao=estudou computacao | valor=3308
linha=4537 | nome=Carlos | acao=estudou computacao | valor=5275
linha=4538 | nome=Otavio | acao=fez um experimento | valor=5959
