linha=1 | nome=Vitor | acao=otimizou o algoritmo | valor=7002
linha=3618 | nome=Mariana | acao=analisou os resultados | valor=2023
linha=3619 | nome=Eduarda | acao=analisou os resultados | valor=9558
linha=3620 | nome=Otavio | acao=fez um experimento | valor=7716
linha=3621 | nome=Lucas | acao=otimizou o algoritmo | valor=2827
linha=3622 | nome=Mariana | acao=participou da aula | valor=8838
linha=3623 | nome=Lucas | acao=escreveu o relatorio | valor=9631
linha=3624 | nome=Natalia | acao=analisou os resultados | valor=1610
linha=3625 | nome=Otavio | acao=escreveu o relatorio | valor=6240
linha=3626 | nome=Igor | acao=comparou as metricas | valor=7701
linha=3627 | nome=Igor | acao=otimizou o algoritmo | valor=8848
linha=3628 | nome=Daniela | acao=estudou computacao | valor=1590
linha=3629 | nome=Igor | acao=participou da aula | valor=1112
linha=3630 | nome=Joao | acao=escreveu o relatorio | valor=2278
linha=3631 | nome=Bruno | acao=fez um experimento | valor=5689
linha=3632 | nome=Bruno | acao=otimizou o algoritmo | valor=8793
linha=3633 | nome=Bruno | acao=otimizou o algoritmo | valor=7298
linha=3634 | nome=Sofia | acao=otimizou o algoritmo | valor=7667
linha=3635 | nome=Igor | acao=comparou as metricas | valor=6969
linha=3636 | nome=Vitor | acao=comparou as metricas | valor=6294
linha=3637 | nome=Eduarda | acao=escreveu o relatorio | valor=4784
linha=3638 | nome=Joao | acao=escreveu o relatorio | valor=7707
linha=3639 | nome=Felipe | acao=otimizou o algoritmo | valor=9232
linha=3640 | nome=Sofia | acao=otimizou o algoritmo | valor=1904
linha=3641 | nome=Igor | acao=escreveu o relatorio | valor=7118
linha=3642 | nome=Eduarda | acao=participou da aula | valor=5285
linha=3643 | nome=Vitor | acao=fez um experimento | valor=2471
linha=3644 | nome=Gabriela | acao=executou o benchmark | valor=9521
linha=3645 | nome=Paulo | acao=comparou as metricas | valor=8359
linha=3646 | nome=Felipe | acao=executou o benchmark | valor=5712
linha=3647 | nome=Tiago | acao=fez um experimento | valor=1793
linha=3648 | nome=Helena | acao=otimizou o algoritmo | valor=6106
linha=3649 | nome=Joao | acao=fez um experimento | valor=1110
linha=3650 | nome=Daniela | acao=fez um experimento | valor=9857
linha=3651 | nome=Karen | acao=analisou os resultados | valor=3631
linha=3652 | nome=Vitor | acao=escreveu o relatorio | valor=2417
linha=3653 | nome=Karen | acao=executou o benchmark | valor=6368
linha=3654 | nome=Mariana | acao=analisou os resultados | valor=4907
linha=3655 | nome=Ana | acao=executou o benchmark | valor=9236
linha=3656 | nome=Eduarda | acao=estudou computacao | valor=1963
linha=3657 | nome=Helena | acao=participou da aula | valor=6549
linha=3658 | nome=Lucas | acao=fez um experimento | valor=3149
linha=3659 | nome=Helena | acao=analisou os resultados | valor=8379
linha=3660 | nome=Bruno | acao=executou o benchmark | valor=9390
linha=3661 | nome=Renata | acao=participou da aula | valor=2902
linha=3662 | nome=Felipe | acao=analisou os resultados | valor=1530
linha=3663 | nome=Helena | acao=executou o benchmark | valor=4774
linha=3664 | nome=Natalia | acao=fez um experimento | valor=2939
linha=3665 | nome=Carlos | acao=estudou computacao | valor=7729
linha=3666 | nome=Natalia | acao=analisou os resultados | valor=8948
linha=3667 | nome=Sofia | acao=executou o benchmark | valor=2008
linha=3668 | nome=Eduarda | acao=participou da aula | valor=9365
linha=3669 | nome=Karen | acao=fez um experimento | valor=6059
linha=3670 | nome=Mariana | acao=fez um experimento | valor=8450
linha=3671 | nome=Eduarda | acao=estudou computacao | valor=9748
linha=3672 | nome=Helena | acao=comparou as metricas | valor=9951
linha=3673 | nome=Karen | acao=fez um experimento | valor=5351
linha=3674 | nome=Joao | acao=executou o benchmark | valor=6161
linha=3675 | nome=Mariana | acao=executou o benchmark | valor=7095
linha=3676 | nome=Helena | acao=estudou computacao | valor=8125
linha=3677 | nome=Igor | acao=executou o benchmark | valor=5036
linha=3678 | nome=Paulo | acao=fez um experimento | valor=4999
linha=3679 | nome=Eduarda | acao=comparou as metricas | valor=4353
linha=3680 | nome=Felipe | acao=comparou as metricas | valor=1309
linha=3681 | nome=Renata | acao=executou o benchmark | valor=1411
linha=3682 | nome=Lucas | acao=escreveu o relatorio | valor=3186
linha=3683 | nome=Vitor | acao=fez um experimento | valor=9065
linha=3684 | nome=Paulo | acao=comparou as metricas | valor=2984
linha=3685 | nome=Otavio | acao=fez um experimento | valor=9768
linha=3686 | nome=Joao | acao=analisou os resultados | valor=3408
linha=3687 | nome=Vitor | acao=otimizou o algoritmo | valor=9453
linha=3688 | nome=Ana | acao=analisou os resultados | valor=9425
linha=3689 | nome=Sofia | acao=escreveu o relatorio | valor=9388
linha=3690 | nome=Lucas | acao=analisou os resultados | valor=3304
linha=3691 | nome=Gabriela | acao=analisou os resultados | valor=7291
linha=3692 | nome=Otavio | acao=escreveu o relatorio | valor=1223
linha=3693 | nome=Ana | acao=otimizou o algoritmo | valor=3613
linha=3694 | nome=Bruno | acao=participou da aula | valor=3263
linha=3695 | nome=Otavio | acao=otimizou o algoritmo | valor=8718
linha=3696 | nome=Natalia | acao=participou da aula | valor=8573
linha=3697 | nome=Helena | acao=fez um experimento | valor=2083
linha=3698 | nome=Joao | acao=otimizou o algoritmo | valor=5662
linha=3699 | nome=Mariana | acao=estudou computacao | valor=8928
linha=3700 | nome=Ana | acao=escreveu o relatorio | valor=4599
linha=3701 | nome=Mariana | acao=analisou os resultados | valor=5319
linha=3702 | nome=Joao | acao=participou da aula | valor=2902
linha=3703 | nome=Paulo | acao=fez um experimento | valor=2728
linha=3704 | nome=Renata | acao=participou da aula | valor=1989
linha=3705 | nome=Igor | acao=comparou as metricas | valor=6856
linha=3706 | nome=Karen | acao=participou da aula | valor=9903
linha=3707 | nome=Eduarda | acao=participou da aula | valor=7016
linha=3708 | nome=Karen | acao=fez um experimento | valor=4553
linha=3709 | nome=Carlos | acao=otimizou o algoritmo | valor=9610
linha=3710 | nome=Lucas | acao=escreveu o relatorio | valor=1294
linha=3711 | nome=Karen | acao=escreveu o relatorio | valor=8241
linha=3712 | nome=Renata | acao=analisou os resultados | valor=7867
linha=3713 | nome=Bruno | acao=analisou os resultados | valor=6920
linha=3714 | nome=Natalia | acao=executou o benchmark | valor=5938
linha=3715 | nome=Igor | acao=analisou os resultados | valor=6702
linha=3716 | nome=Carlos | acao=comparou as metricas | valor=6821
linha=3717 | nome=Bruno | acao=otimizou o algoritmo | valor=9584
linha=3718 | nome=Renata | acao=analisou os resultados | valor=5697
linha=3719 | nome=Mariana | acao=executou o benchmark | valor=5727
linha=3720 | nome=Gabriela | acao=otimizou o algoritmo | valor=5802
linha=3721 | nome=Vitor | acao=participou da aula | valor=1276
linha=3722 | nome=Helena | acao=fez um experimento | valor=3772
linha=3723 | nome=Paulo | acao=fez um experimento | valor=9164
linha=3724 | nome=Gabriela | acao=estudou computacao | valor=8347
linha=3725 | nome=Helena | acao=participou da aula | valor=1489
linha=3726 | nome=Otavio | acao=analisou os resultados | valor=4243
linha=3727 | nome=Carlos | acao=otimizou o algoritmo | valor=9174
linha=3728 | nome=Joao | acao=participou da aula | valor=3955
linha=3729 | nome=Mariana | acao=participou da aula | valor=9469
linha=3730 | nome=Helena | acao=escreveu o relatorio | valor=4712
linha=3731 | nome=Felipe | acao=estudou computacao | valor=2367
linha=3732 | nome=Karen | acao=analisou os resultados | valor=1057
linha=3733 | nome=Vitor | acao=escreveu o relatorio | valor=2079
linha=3734 | nome=Carlos | acao=otimizou o algoritmo | valor=9131
linha=3735 | nome=Carlos | acao=analisou os resultados | valor=7529
linha=3736 | nome=Ana | acao=otimizou o algoritmo | valor=7370
linha=3737 | nome=Tiago | acao=escreveu o relatorio | valor=7975
linha=3738 | nome=Karen | acao=comparou as metricas | valor=2648
linha=3739 | nome=Karen | acao=analisou os resultados | valor=8802
linha=3740 | nome=Vitor | acao=otimizou o algoritmo | valor=5632
linha=3741 | nome=Carlos | acao=analisou os resultados | valor=5086
linha=3742 | nome=Otavio | acao=analisou os resultados | valor=3976
linha=3743 | nome=Gabriela | acao=fez um experimento | valor=9840
linha=3744 | nome=Lucas | acao=participou da aula | valor=6843
linha=3745 | nome=Natalia | acao=escreveu o relatorio | valor=2431
linha=3746 | nome=Renata | acao=estudou computacao | valor=2779
linha=3747 | nome=Eduarda | acao=escreveu o relatorio | valor=9015
linha=3748 | nome=Renata | acao=fez um experimento | valor=4362
linha=3749 | nome=Bruno | acao=participou da aula | valor=3851
linha=3750 | nome=Sofia | acao=participou da aula | valor=3895
linha=3751 | nome=Tiago | acao=fez um experimento | valor=7936
linha=3752 | nome=Gabriela | acao=estudou computacao | valor=6478
linha=3753 | nome=Lucas | acao=executou o benchmark | valor=2123
linha=3754 | nome=Natalia | acao=analisou os resultados | valor=9864
linha=3755 | nome=Joao | acao=executou o benchmark | valor=5989
linha=3756 | nome=Ana | acao=comparou as metricas | valor=5571
linha=3757 | nome=Helena | acao=fez um experimento | valor=6342
linha=3758 | nome=Sofia | acao=fez um experimento | valor=9059
linha=3759 | nome=Eduarda | acao=fez um experimento | valor=6056
linha=3760 | nome=Ana | acao=escreveu o relatorio | valor=6963
linha=3761 | nome=Igor | acao=escreveu o relatorio | valor=9075
linha=3762 | nome=Renata | acao=comparou as metricas | valor=5896
linha=3763 | nome=Mariana | acao=escreveu o relatorio | valor=2562
linha=3764 | nome=Bruno | acao=executou o benchmark | valor=9769
linha=3765 | nome=Natalia | acao=estudou computacao | valor=2185
linha=3766 | nome=Daniela | acao=estudou computacao | valor=7531
linha=3767 | nome=Vitor | acao=executou o benchmark | valor=5176
linha=3768 | nome=Bruno | acao=executou o benchmark | valor=1614
linha=3769 | nome=Mariana | acao=otimizou o algoritmo | valor=8355
linha=3770 | nome=Joao | acao=participou da aula | valor=4225
linha=3771 | nome=Natalia | acao=otimizou o algoritmo | valor=5906
linha=3772 | nome=Tiago | acao=estudou computacao | valor=7336
linha=3773 | nome=Tiago | acao=comparou as metricas | valor=6565
linha=3774 | nome=Sofia | acao=comparou as metricas | valor=8821
linha=3775 | nome=Carlos | acao=participou da aula | valor=7027
linha=3776 | nome=Ana | acao=fez um experimento | valor=3070
linha=3777 | nome=Sofia | acao=analisou os resultados | valor=3182
linha=3778 | nome=Lucas | acao=estudou computacao | valor=9606
linha=3779 | nome=Sofia | acao=analisou os resultados | valor=7857
linha=3780 | nome=Otavio | acao=fez um experimento | valor=2332
linha=3781 | nome=Gabriela | acao=comparou as metricas | valor=8834
linha=3782 | nome=Otavio | acao=participou da aula | valor=5848
linha=3783 | nome=Daniela | acao=executou o benchmark | valor=4856
linha=3784 | nome=Otavio | acao=fez um experimento | valor=2074
linha=3785 | nome=Igor | acao=escreveu o relatorio | valor=7548
linha=3786 | nome=Otavio | acao=analisou os resultados | valor=2492
linha=3787 | nome=Tiago | acao=analisou os resultados | valor=1855
linha=3788 | nome=Tiago | acao=comparou as metricas | valor=8890
linha=3789 | nome=Daniela | acao=escreveu o relatorio | valor=1833
linha=3790 | nome=Daniela | acao=otimizou o algoritmo | valor=6547
linha=3791 | nome=Carlos | acao=comparou as metricas | valor=2492
linha=3792 | nome=Joao | acao=estudou computacao | valor=4354
linha=3793 | nome=Felipe | acao=comparou as metricas | valor=5343
linha=3794 | nome=Karen | acao=fez um experimento | valor=5112
linha=3795 | nome=Paulo | acao=escreveu o relatorio | valor=2078
linha=3796 | nome=Felipe | acao=estudou computacao | valor=6999
linha=3797 | nome=Joao | acao=analisou os resultados | valor=1967
linha=3798 | nome=Eduarda | acao=participou da aula | valor=2838
linha=3799 | nome=Otavio | acao=escreveu o relatorio | valor=5935
linha=3800 | nome=Daniela | acao=comparou as metricas | valor=5781
linha=3801 | nome=Felipe | acao=executou o benchmark | valor=8292
linha=3802 | nome=Lucas | acao=analisou os resultados | valor=7505
linha=3803 | nome=Lucas | acao=executou o benchmark | valor=5188
linha=3804 | nome=Helena | acao=otimizou o algoritmo | valor=7817
linha=3805 | nome=Otavio | acao=participou da aula | valor=7183
linha=3806 | nome=Otavio | acao=participou da aula | valor=7658
linha=3807 | nome=Mariana | acao=fez um experimento | valor=8227
linha=3808 | nome=Karen | acao=escreveu o relatorio | valor=8816
linha=3809 | nome=Lucas | acao=participou da aula | valor=4513
linha=3810 | nome=Lucas | acao=executou o benchmark | valor=5659
linha=3811 | nome=Igor | acao=analisou os resultados | valor=9446
linha=3812 | nome=Sofia | acao=analisou os resultados | valor=2777
linha=3813 | nome=Eduarda | acao=analisou os resultados | valor=7396
linha=3814 | nome=Igor | acao=participou da aula | valor=5690
linha=3815 | nome=Eduarda | acao=executou o benchmark | valor=7905
linha=3816 | nome=Otavio | acao=executou o benchmark | valor=7390
linha=3817 | nome=Bruno | acao=otimizou o algoritmo | valor=4637
linha=3818 | nome=Daniela | acao=participou da aula | valor=6304
linha=3819 | nome=Igor | acao=analisou os resultados | valor=4798
linha=3820 | nome=Lucas | acao=estudou computacao | valor=2368
linha=3821 | nome=Eduarda | acao=fez um experimento | valor=4577
linha=3822 | nome=Carlos | acao=analisou os resultados | valor=2945
linha=3823 | nome=Mariana | acao=participou da aula | valor=3250
linha=3824 | nome=Igor | acao=comparou as metricas | valor=5298
linha=3825 | nome=Eduarda | acao=fez um experimento | valor=5382
linha=3826 | nome=Mariana | acao=escreveu o relatorio | valor=3467
linha=3827 | nome=Joao | acao=executou o benchmark | valor=2738
linha=3828 | nome=Mariana | acao=analisou os resultados | valor=4304
linha=3829 | nome=Helena | acao=otimizou o algoritmo | valor=7183
linha=3830 | nome=Renata | acao=executou o benchmark | valor=5155
linha=3831 | nome=Helena | acao=participou da aula | valor=5184
linha=3832 | nome=Sofia | acao=fez um experimento | valor=4847
linha=3833 | nome=Mariana | acao=escreveu o relatorio | valor=2206
linha=3834 | nome=Mariana | acao=otimizou o algoritmo | valor=1721
linha=3835 | nome=Renata | acao=otimizou o algoritmo | valor=5713
linha=3836 | nome=Daniela | acao=participou da aula | valor=1989
linha=3837 | nome=Vitor | acao=otimizou o algoritmo | valor=8311
linha=3838 | nome=Lucas | acao=executou o benchmark | valor=8890
linha=3839 | nome=Vitor | acao=participou da aula | valor=7625
linha=3840 | nome=Lucas | acao=estudou computacao | valor=4363
linha=3841 | nome=Bruno | acao=otimizou o algoritmo | valor=5761
linha=3842 | nome=Otavio | acao=comparou as metricas | valor=2435
linha=3843 | nome=Mariana | acao=participou da aula | valor=2140
linha=3844 | nome=Bruno | acao=estudou computacao | valor=1552
linha=3845 | nome=Paulo | acao=estudou computacao | valor=7210
linha=3846 | nome=Vitor | acao=participou da aula | valor=9529
linha=3847 | nome=Eduarda | acao=escreveu o relatorio | valor=7649
linha=3848 | nome=Lucas | acao=analisou os resultados | valor=7968
linha=3849 | nome=Natalia | acao=participou da aula | valor=1171
linha=3850 | nome=Lucas | acao=escreveu o relatorio | valor=6771
linha=3851 | nome=Natalia | acao=comparou as metricas | valor=5582
linha=3852 | nome=Otavio | acao=fez um experimento | valor=1532
linha=3853 | nome=Carlos | acao=comparou as metricas | valor=9642
linha=3854 | nome=Lucas | acao=otimizou o algoritmo | valor=8990
linha=3855 | nome=Ana | acao=escreveu o relatorio | valor=6821
linha=3856 | nome=Joao | acao=executou o benchmark | valor=8342
linha=3857 | nome=Eduarda | acao=estudou computacao | valor=6347
linha=3858 | nome=Felipe | acao=comparou as metricas | valor=5863
linha=3859 | nome=Helena | acao=escreveu o relatorio | valor=7043
linha=3860 | nome=Helena | acao=participou da aula | valor=1259
linha=3861 | nome=Paulo | acao=otimizou o algoritmo | valor=5123
linha=3862 | nome=Eduarda | acao=escreveu o relatorio | valor=6583
linha=3863 | nome=Paulo | acao=otimizou o algoritmo | valor=6329
linha=3864 | nome=Daniela | acao=escreveu o relatorio | valor=1924
linha=3865 | nome=Bruno | acao=comparou as metricas | valor=2002
linha=3866 | nome=Otavio | acao=otimizou o algoritmo | valor=5207
linha=3867 | nome=Renata | acao=analisou os resultados | valor=1905
linha=3868 | nome=Mariana | acao=executou o benchmark | valor=8646
linha=3869 | nome=Felipe | acao=escreveu o relatorio | valor=5692
linha=3870 | nome=Helena | acao=estudou computacao | valor=4547
linha=3871 | nome=Joao | acao=escreveu o relatorio | valor=9478
linha=3872 | nome=Vitor | acao=otimizou o algoritmo | valor=3022
linha=3873 | nome=Karen | acao=otimizou o algoritmo | valor=6092
linha=3874 | nome=Renata | acao=fez um experimento | valor=9572
linha=3875 | nome=Lucas | acao=executou o benchmark | valor=9591
linha=3876 | nome=Natalia | acao=escreveu o relatorio | valor=2161
linha=3877 | nome=Daniela | acao=fez um experimento | valor=7493
linha=3878 | nome=Gabriela | acao=executou o benchmark | valor=5806
linha=3879 | nome=Joao | acao=estudou computacao | valor=6826
linha=3880 | nome=Natalia | acao=executou o benchmark | valor=5480
linha=3881 | nome=Joao | acao=escreveu o relatorio | valor=8487
linha=3882 | nome=Igor | acao=executou o benchmark | valor=6168
linha=3883 | nome=Gabriela | acao=executou o benchmark | valor=4857
linha=3884 | nome=Helena | acao=fez um experimento | valor=2802
linha=3885 | nome=Bruno | acao=estudou computacao | valor=8074
linha=3886 | nome=Igor | acao=analisou os resultados | valor=3115
linha=3887 | nome=Paulo | acao=analisou os resultados | valor=6891
linha=3888 | nome=Renata | acao=estudou computacao | valor=2050
linha=3889 | nome=Igor | acao=analisou os resultados | valor=1057
linha=3890 | nome=Sofia | acao=executou o benchmark | valor=9738
linha=3891 | nome=Joao | acao=executou o benchmark | valor=8577
linha=3892 | nome=Sofia | acao=estudou computacao | valor=6288
linha=3893 | nome=Bruno | acao=comparou as metricas | valor=8958
linha=3894 | nome=Paulo | acao=analisou os resultados | valor=8024
linha=3895 | nome=Lucas | acao=escreveu o relatorio | valor=4131
linha=3896 | nome=Helena | acao=otimizou o algoritmo | valor=7747
linha=3897 | nome=Carlos | acao=otimizou o algoritmo | valor=8950
linha=3898 | nome=Vitor | acao=otimizou o algoritmo | valor=4769
linha=3899 | nome=Eduarda | acao=comparou as metricas | valor=5703
linha=3900 | nome=Tiago | acao=otimizou o algoritmo | valor=8357
linha=3901 | nome=Lucas | acao=escreveu o relatorio | valor=1457
linha=3902 | nome=Daniela | acao=estudou computacao | valor=3095
linha=3903 | nome=Helena | acao=escreveu o relatorio | valor=7286
linha=3904 | nome=Karen | acao=executou o benchmark | valor=7776
linha=3905 | nome=Lucas | acao=analisou os resultados | valor=2887
linha=3906 | nome=Vitor | acao=participou da aula | valor=1661
linha=3907 | nome=Renata | acao=comparou as metricas | valor=8010
linha=3908 | nome=Paulo | acao=escreveu o relatorio | valor=5414
linha=3909 | nome=Igor | acao=analisou os resultados | valor=3722
linha=3910 | nome=Natalia | acao=executou o benchmark | valor=7785
linha=3911 | nome=Eduarda | acao=comparou as metricas | valor=2263
linha=3912 | nome=Ana | acao=otimizou o algoritmo | valor=4949
linha=3913 | nome=Helena | acao=comparou as metricas | valor=9203
linha=3914 | nome=Lucas | acao=analisou os resultados | valor=6179
linha=3915 | nome=Mariana | acao=escreveu o relatorio | valor=4168
linha=3916 | nome=Natalia | acao=comparou as metricas | valor=3081
linha=3917 | nome=Helena | acao=otimizou o algoritmo | valor=6075
linha=3918 | nome=Joao | acao=otimizou o algoritmo | valor=3936
linha=3919 | nome=Natalia | acao=executou o benchmark | valor=5621
linha=3920 | nome=Sofia | acao=executou o benchmark | valor=2143
linha=3921 | nome=Eduarda | acao=analisou os resultados | valor=7489
linha=3922 | nome=Daniela | acao=executou o benchmark | valor=7062
linha=3923 | nome=Gabriela | acao=analisou os resultados | valor=6504
linha=3924 | nome=Karen | acao=analisou os resultados | valor=9389
linha=3925 | nome=Otavio | acao=participou da aula | valor=4097
linha=3926 | nome=Igor | acao=fez um experimento | valor=9839
linha=3927 | nome=Natalia | acao=otimizou o algoritmo | valor=4795
linha=3928 | nome=Felipe | acao=escreveu o relatorio | valor=9021
linha=3929 | nome=Lucas | acao=fez um experimento | valor=6815
linha=3930 | nome=Joao | acao=executou o benchmark | valor=1566
linha=3931 | nome=Helena | acao=executou o benchmark | valor=8992
linha=3932 | nome=Gabriela | acao=analisou os resultados | valor=4181
linha=3933 | nome=Lucas | acao=comparou as metricas | valor=8417
linha=3934 | nome=Felipe | acao=fez um experimento | valor=3475
linha=3935 | nome=Karen | acao=executou o benchmark | valor=7432
linha=3936 | nome=Lucas | acao=executou o benchmark | valor=6477
linha=3937 | nome=Daniela | acao=analisou os resultados | valor=7547
linha=3938 | nome=Mariana | acao=analisou os resultados | valor=9512
linha=3939 | nome=Otavio | acao=otimizou o algoritmo | valor=4434
linha=3940 | nome=Sofia | acao=escreveu o relatorio | valor=3510
linha=3941 | nome=Renata | acao=comparou as metricas | valor=8066
linha=3942 | nome=Helena | acao=executou o benchmark | valor=6188
linha=3943 | nome=Joao | acao=otimizou o algoritmo | valor=2089
linha=3944 | nome=Bruno | acao=fez um experimento | valor=9491
linha=3945 | nome=Paulo | acao=executou o benchmark | valor=1162
linha=3946 | nome=Mariana | acao=escreveu o relatorio | valor=1665
linha=3947 | nome=Natalia | acao=escreveu o relatorio | valor=1279
linha=3948 | nome=Gabriela | acao=otimizou o algoritmo | valor=1257
linha=3949 | nome=Mariana | acao=executou o benchmark | valor=1768
linha=3950 | nome=Lucas | acao=participou da aula | valor=8821
linha=3951 | nome=Mariana | acao=otimizou o algoritmo | valor=7210
linha=3952 | nome=Otavio | acao=escreveu o relatorio | valor=2075
linha=3953 | nome=Felipe | acao=estudou computacao | valor=1590
linha=3954 | nome=Sofia | acao=otimizou o algoritmo | valor=2434
linha=3955 | nome=Renata | acao=participou da aula | valor=8166
linha=3956 | nome=Mariana | acao=escreveu o relatorio | valor=5048
linha=3957 | nome=Karen | acao=estudou computacao | valor=9739
linha=3958 | nome=Vitor | acao=comparou as metricas | valor=2315
linha=3959 | nome=Gabriela | acao=comparou as metricas | valor=1516
linha=3960 | nome=Tiago | acao=participou da aula | valor=3496
linha=3961 | nome=Otavio | acao=executou o benchmark | valor=8230
linha=3962 | nome=Natalia | acao=otimizou o algoritmo | valor=9936
linha=3963 | nome=Mariana | acao=otimizou o algoritmo | valor=6047
linha=3964 | nome=Renata | acao=escreveu o relatorio | valor=4528
linha=3965 | nome=Helena | acao=fez um experimento | valor=8549
linha=3966 | nome=Ana | acao=analisou os resultados | valor=8409
linha=3967 | nome=Karen | acao=fez um experimento | valor=9686
linha=3968 | nome=Helena | acao=participou da aula | valor=5726
linha=3969 | nome=Otavio | acao=otimizou o algoritmo | valor=8839
linha=3970 | nome=Gabriela | acao=otimizou o algoritmo | valor=1751
linha=3971 | nome=Gabriela | acao=analisou os resultados | valor=3603
linha=3972 | nome=Sofia | acao=fez um experimento | valor=9615
linha=3973 | nome=Ana | acao=fez um experimento | valor=9080
linha=3974 | nome=Mariana | acao=comparou as metricas | valor=6189
linha=3975 | nome=Paulo | acao=escreveu o relatorio | valor=1231
linha=3976 | nome=Ana | acao=escreveu o relatorio | valor=7533
linha=3977 | nome=Vitor | acao=escreveu o relatorio | valor=8135
linha=3978 | nome=Carlos | acao=estudou computacao | valor=3425
linha=3979 | nome=Tiago | acao=analisou os resultados | valor=2930
linha=3980 | nome=Eduarda | acao=escreveu o relatorio | valor=7837
linha=3981 | nome=Tiago | acao=comparou as metricas | valor=7522
linha=3982 | nome=Mariana | acao=estudou computacao | valor=1766
linha=3983 | nome=Felipe | acao=fez um experimento | valor=5665
linha=3984 | nome=Mariana | acao=fez um experimento | valor=8315
linha=3985 | nome=Paulo | acao=estudou computacao | valor=4730
linha=3986 | nome=Karen | acao=fez um experimento | valor=4712
linha=3987 | nome=Natalia | acao=comparou as metricas | valor=8280
linha=3988 | nome=Carlos | acao=otimizou o algoritmo | valor=9576
linha=3989 | nome=Felipe | acao=comparou as metricas | valor=7516
linha=3990 | nome=Renata | acao=estudou computacao | valor=1915
linha=3991 | nome=Paulo | acao=fez um experimento | valor=1078
linha=3992 | nome=Daniela | acao=escreveu o relatorio | valor=4975
linha=3993 | nome=Felipe | acao=executou o benchmark | valor=5472
linha=3994 | nome=Helena | acao=escreveu o relatorio | valor=8987
linha=3995 | nome=Otavio | acao=executou o benchmark | valor=6507
linha=3996 | nome=Igor | acao=comparou as metricas | valor=2389
linha=3997 | nome=Daniela | acao=participou da aula | valor=3950
linha=3998 | nome=Carlos | acao=estudou computacao | valor=2521
linha=3999 | nome=Sofia | acao=estudou computacao | valor=1857
linha=4000 | nome=Helena | acao=escreveu o relatorio | valor=8812
linha=4001 | nome=Ana | acao=participou da aula | valor=1801
linha=4002 | nome=Mariana | acao=analisou os resultados | valor=8723
linha=4003 | nome=Gabriela | acao=comparou as metricas | valor=8394
linha=4004 | nome=Felipe | acao=escreveu o relatorio | valor=2354
linha=4005 | nome=Vitor | acao=analisou os resultados | valor=4407
linha=4006 | nome=Bruno | acao=escreveu o relatorio | valor=4551
linha=4007 | nome=Igor | acao=comparou as metricas | valor=8106
linha=4008 | nome=Helena | acao=participou da aula | valor=4753
linha=4009 | nome=Daniela | acao=executou o benchmark | valor=5375
linha=4010 | nome=Vitor | acao=comparou as metricas | valor=8207
linha=4011 | nome=Carlos | acao=executou o benchmark | valor=7229
linha=4012 | nome=Joao | acao=otimizou o algoritmo | valor=1514
linha=4013 | nome=Lucas | acao=analisou os resultados | valor=7349
linha=4014 | nome=Karen | acao=executou o benchmark | valor=2730
linha=4015 | nome=Igor | acao=analisou os resultados | valor=4154
linha=4016 | nome=Ana | acao=executou o benchmark | valor=5130
linha=4017 | nome=Eduarda | acao=analisou os resultados | valor=7244
linha=4018 | nome=Ana | acao=comparou as metricas | valor=1680
linha=4019 | nome=Daniela | acao=estudou computacao | valor=1216
linha=4020 | nome=Karen | acao=fez um experimento | valor=5416
linha=4021 | nome=Sofia | acao=fez um experimento | valor=6253
linha=4022 | nome=Lucas | acao=fez um experimento | valor=2476
linha=4023 | nome=Vitor | acao=analisou os resultados | valor=5453
linha=4024 | nome=Joao | acao=participou da aula | valor=1713
linha=4025 | nome=Natalia | acao=comparou as metricas | valor=3444
linha=4026 | nome=Karen | acao=executou o benchmark | valor=7328
linha=4027 | nome=Ana | acao=comparou as metricas | valor=4724
linha=4028 | nome=Ana | acao=otimizou o algoritmo | valor=9079
linha=4029 | nome=Igor | acao=participou da aula | valor=9632
linha=4030 | nome=Joao | acao=estudou computacao | valor=8397
linha=4031 | nome=Renata | acao=analisou os resultados | valor=4261
linha=4032 | nome=Daniela | acao=comparou as metricas | valor=9198
linha=4033 | nome=Lucas | acao=analisou os resultados | valor=9751
linha=4034 | nome=Helena | acao=fez um experimento | valor=9485
linha=4035 | nome=Felipe | acao=otimizou o algoritmo | valor=6615
linha=4036 | nome=Helena | acao=comparou as metricas | valor=4740
linha=4037 | nome=Gabriela | acao=estudou computacao | valor=2088
linha=4038 | nome=Renata | acao=participou da aula | valor=6102
linha=4039 | nome=Eduarda | acao=executou o benchmark | valor=7577
linha=4040 | nome=Lucas | acao=comparou as metricas | valor=3196
linha=4041 | nome=Karen | acao=otimizou o algoritmo | valor=8979
linha=4042 | nome=Natalia | acao=fez um experimento | valor=8598
linha=4043 | nome=Igor | acao=executou o benchmark | valor=5623
linha=4044 | nome=Mariana | acao=analisou os resultados | valor=7743
linha=4045 | nome=Natalia | acao=analisou os resultados | valor=4122
linha=4046 | nome=Sofia | acao=executou o benchmark | valor=3066
linha=4047 | nome=Lucas | acao=participou da aula | valor=5915
linha=4048 | nome=Sofia | acao=escreveu o relatorio | valor=2336
linha=4049 | nome=Natalia | acao=analisou os resultados | valor=9483
linha=4050 | nome=Paulo | acao=otimizou o algoritmo | valor=8819
linha=4051 | nome=Joao | acao=executou o benchmark | valor=3074
linha=4052 | nome=Otavio | acao=comparou as metricas | valor=8366
linha=4053 | nome=Helena | acao=comparou as metricas | valor=6356
